dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work
dnb_596,http://d-nb.info/gnd/130627976,1869-01-01,1958-01-01,notKnown,"Harry, Myriam",
dnb_597,http://d-nb.info/gnd/114686483,1892-01-01,1968-01-01,notKnown,Out el Kouloub,
dnb_598,http://d-nb.info/gnd/119512963,1957-01-01,,notKnown,"Deville, Patrick",
dnb_599,http://d-nb.info/gnd/14280729X,1949-01-01,,male,"Lapeyre, Patrick",
dnb_600,http://d-nb.info/gnd/1050627288,1945-09-11,,male,"Belletto, René",
dnb_601,http://d-nb.info/gnd/119546558,1905-01-01,1993-01-01,notKnown,"Ayverdi, Sâmiha",
dnb_602,http://d-nb.info/gnd/1058447149,1967-01-01,,notKnown,"Abulhawa, Susan",
dnb_603,http://d-nb.info/gnd/138351988,1960-08-26,,notKnown,"Fottorino, Éric",
dnb_604,http://d-nb.info/gnd/123707714,1963-01-01,,female,"Jinks, Catherine",
dnb_605,http://d-nb.info/gnd/142158917,1975-01-01,,male,"Vanderbilt, James",
dnb_606,http://d-nb.info/gnd/120713101,1954-06-17,,female,"Greenwood, Kerry",
dnb_607,http://d-nb.info/gnd/11907236X,1850-01-01,1920-01-01,male,"Fredericq, Paul",
dnb_608,http://d-nb.info/gnd/12012470X,,,notKnown,"Whitson, Stephanie Grace",
dnb_609,http://d-nb.info/gnd/13181382X,,,notKnown,"Weyn, Suzanne",
dnb_610,http://d-nb.info/gnd/136254527,1956-01-01,,notKnown,"Drury, Tom",
dnb_611,http://d-nb.info/gnd/172860784,1988-10-14,1982-01-31,notKnown,"Turnbull, Agnes S.",
dnb_612,http://d-nb.info/gnd/120971119,1958-01-01,,male,"MacDonald, Alan",
dnb_613,http://d-nb.info/gnd/141588128,1973-11-14,,male,"Stanton, Andy",
dnb_614,http://d-nb.info/gnd/1023003341,1956-10-31,,notKnown,"Finch, Annie",
dnb_615,http://d-nb.info/gnd/131855980,1937-01-01,1985-01-01,notKnown,"Huneeus, Cristián",
dnb_616,http://d-nb.info/gnd/132501228,1944-01-01,,notKnown,"Oshinsky, David M.",
dnb_617,http://d-nb.info/gnd/122393651,1937-01-01,,male,"Ţepeneag, Dumitru",
dnb_618,http://d-nb.info/gnd/140045570,1862-01-01,1923-01-01,male,"Bornhöhe, Eduard",
dnb_619,http://d-nb.info/gnd/172925282,1968-01-01,,notKnown,"Martin, Emer",
dnb_620,http://d-nb.info/gnd/100969984,1132-01-01,1221-01-01,notKnown,"Efrayim Ben-Yaʿaqov, Bonn",
dnb_621,http://d-nb.info/gnd/119135183,1922-01-01,1989-01-01,notKnown,"Leroux, Etienne",
dnb_622,http://d-nb.info/gnd/1055150870,1840-01-01,1890-01-01,notKnown,"Schuyler, Eugene",
dnb_623,http://d-nb.info/gnd/118876171,1840-01-01,1900-01-01,notKnown,"Bahušėvič, Francišak Kazimiravič",
dnb_624,http://d-nb.info/gnd/13335735X,1946-08-06,,notKnown,"Asch, Frank",
dnb_625,http://d-nb.info/gnd/107761726,,,,"Tuohy, Frank",
dnb_626,http://d-nb.info/gnd/119044218,1901-01-01,1967-01-01,notKnown,"Debenedetti, Giacomo",
dnb_627,http://d-nb.info/gnd/142095001,1893-01-01,1940-01-01,notKnown,"Jones, Grover",
dnb_628,http://d-nb.info/gnd/124664539,1900-01-01,1958-01-01,notKnown,"Larsen, Gunnar",
dnb_629,http://d-nb.info/gnd/101933835,,,,"Osgood, Herbert L.",
dnb_630,http://d-nb.info/gnd/123210062,1958-01-01,,male,"Abad Faciolince, Héctor Joaquín",
dnb_631,http://d-nb.info/gnd/109873645,1929-01-01,,notKnown,"Bridges, Jerry",
dnb_632,http://d-nb.info/gnd/119006448,1921-01-01,1981-01-01,notKnown,"Pilinszky, János",
dnb_633,http://d-nb.info/gnd/135912474,1948-01-01,,male,"Gim, Hun",
dnb_634,http://d-nb.info/gnd/128801298,1962-01-01,,female,"Jungstedt, Mari",
dnb_635,http://d-nb.info/gnd/116579110,,,female,"Rodell, Marie F...",
dnb_636,http://d-nb.info/gnd/138537569,,,male,"Apple, Max",
dnb_637,http://d-nb.info/gnd/119228742,1955-01-01,1991-01-01,notKnown,"Tondelli, Pier Vittorio",
dnb_638,http://d-nb.info/gnd/134273044,1946-01-01,2013-01-01,notKnown,"Torańska, Teresa",
dnb_639,http://d-nb.info/gnd/129969702,1927-01-01,,notKnown,"Williams, Vera B.",
dnb_640,http://d-nb.info/gnd/118978543,1871-01-01,1926-01-01,notKnown,"Hnatjuk, Volodymyr",
dnb_641,http://d-nb.info/gnd/1089149468,1895-01-01,1962-01-01,male,"Harney, William Edward",
dnb_642,http://d-nb.info/gnd/142426059,1924-01-01,,notKnown,"Powell, Sumner Chilton",
dnb_643,http://d-nb.info/gnd/1061428850,1920-04-17,1998-10-02,male,"Spies, Adrian",
dnb_644,http://d-nb.info/gnd/139854797,1846-01-01,1905-01-01,notKnown,"Dietrich, Auguste",
dnb_645,http://d-nb.info/gnd/1102156809,,,,"Strauss, Barry",
dnb_646,http://d-nb.info/gnd/134061942,1953-01-01,,male,"Strauss, Barry",
dnb_647,http://d-nb.info/gnd/1120350220,1930-12-07,,male,"Nicole, Christopher",
dnb_648,http://d-nb.info/gnd/100049052,1742-01-01,1821-01-01,notKnown,"Bondi, Clemente",
dnb_649,http://d-nb.info/gnd/141019794,1907-01-01,1998-01-01,male,"Deng, Guangming",
dnb_650,http://d-nb.info/gnd/117254207,1861-01-01,1943-01-01,male,"Heron-Allen, Edward",
dnb_651,http://d-nb.info/gnd/1055201343,1819-01-01,1888-01-01,notKnown,"Masson, Gustave",
dnb_652,http://d-nb.info/gnd/173320287,1946-01-01,,male,"Han, Su-san",
dnb_653,http://d-nb.info/gnd/11905230X,1900-08-09,1943-03-21,male,"Hyeon, Jin geon",
dnb_654,http://d-nb.info/gnd/124938302,1867-01-01,1957-01-01,notKnown,"Watt, Lauchlan MacLean",
dnb_655,http://d-nb.info/gnd/104336331,1914-01-01,1993-01-01,notKnown,"Roṭenshṭraikh, Natan",
dnb_656,http://d-nb.info/gnd/1032767669,1854-07-14,1912-02-01,notKnown,"Quillard, Pierre",
dnb_657,http://d-nb.info/gnd/1051642124,1969-01-01,,notKnown,"Khan, Uzma Aslam",
dnb_658,http://d-nb.info/gnd/1056647299,1943-01-01,,notKnown,"Young, Augustus",
dnb_659,http://d-nb.info/gnd/132054469,1968-01-01,,notKnown,"Montgomery, Charles",
dnb_660,http://d-nb.info/gnd/140793968,,,male,"Pfarrer, Chuck",
dnb_661,http://d-nb.info/gnd/119190400,1943-03-01,,male,"Hohler, Franz",
dnb_662,http://d-nb.info/gnd/121006824,1966-01-01,,notKnown,"Starr, Jason",
dnb_663,http://d-nb.info/gnd/133073033,1969-01-01,,female,"Ward, J. R.",
dnb_664,http://d-nb.info/gnd/13237885X,1971-10-26,,notKnown,"Butcher, Jim",
dnb_665,http://d-nb.info/gnd/12345736X,1947-01-01,,male,"Maxwell, John C.",
dnb_666,http://d-nb.info/gnd/1028272553,1960-01-01,,male,"Malik, Kenan",
dnb_667,http://d-nb.info/gnd/123918448,1964-01-01,,notKnown,"Wilson, Laura",
dnb_668,http://d-nb.info/gnd/1019980974,1974-01-01,,female,"Snyder, Laurel",
dnb_669,http://d-nb.info/gnd/123768373,1964-01-01,,notKnown,"Aboulela, Leila",
dnb_670,http://d-nb.info/gnd/1031972242,1955-01-01,,female,"Furey, Maggie",
dnb_671,http://d-nb.info/gnd/119114569,1806-11-02,1879-12-29,male,"Porto Alegre, Manuel de Araújo",
dnb_672,http://d-nb.info/gnd/143987062,1957-12-29,,male,"Rudnick, Paul",
dnb_673,http://d-nb.info/gnd/140948287,1956-12-22,,male,"Everett, Percival",
dnb_674,http://d-nb.info/gnd/128431725,1965-01-01,,notKnown,"Ellory, Roger Jon",
dnb_675,http://d-nb.info/gnd/123566614,1955-01-01,,male,"Khadra, Yasmina",
dnb_676,http://d-nb.info/gnd/1015216331,1974-01-01,,notKnown,"Dawesar, Abha",
dnb_677,http://d-nb.info/gnd/133746712,1962-01-01,,notKnown,"Croggon, Alison",
dnb_678,http://d-nb.info/gnd/111680069,1948-01-01,,notKnown,"Weisbecker, Alan C.",
dnb_679,http://d-nb.info/gnd/113652755,1967-01-01,,female,"Filipacchi, Amanda",
dnb_680,http://d-nb.info/gnd/1045950319,1932-01-01,,female,"Bannon, Ann",
dnb_681,http://d-nb.info/gnd/119316234,1928-08-07,,female,"Byars, Betsy Cromer",
dnb_682,http://d-nb.info/gnd/124630758,1949-01-01,,notKnown,"Savage, Candace Sherk",
dnb_683,http://d-nb.info/gnd/128606371,1986-01-01,,notKnown,"Webb, Catherine",
dnb_684,http://d-nb.info/gnd/1018426310,1979-05-05,,female,"Valente, Catherynne M.",
dnb_685,http://d-nb.info/gnd/128800313,1951-01-01,,female,"Harris, Charlaine",
dnb_686,http://d-nb.info/gnd/107780976,1915-06-26,2013-11-19,female,"Zolotow, Charlotte",
dnb_687,http://d-nb.info/gnd/123848199,1954-12-15,,notKnown,"D'Lacey, Chris",
dnb_688,http://d-nb.info/gnd/128424230,,,female,"Feehan, Christine",
dnb_689,http://d-nb.info/gnd/131849832,1953-05-10,,male,"Curtis, Christopher Paul",
dnb_690,http://d-nb.info/gnd/120549751,1949-01-01,,male,"Vogler, Christopher",
dnb_691,http://d-nb.info/gnd/133285502,1972-01-01,,notKnown,"Cornish, David M.",
dnb_692,http://d-nb.info/gnd/1083048368,1969-01-01,,male,"Abraham, Daniel",
dnb_693,http://d-nb.info/gnd/13285600X,1960-01-01,,notKnown,"Mendelsohn, Daniel Adam",
dnb_694,http://d-nb.info/gnd/141802499,,,male,"Kehr, Dave",
dnb_695,http://d-nb.info/gnd/122416104,1969-01-01,,male,"Ebershoff, David",
dnb_696,http://d-nb.info/gnd/130316288,1962-01-01,,notKnown,"Gibbins, David",
dnb_697,http://d-nb.info/gnd/123490944,1945-02-12,,male,"Small, David",
dnb_698,http://d-nb.info/gnd/138167052,1956-02-05,,male,"Wiesner, David",
dnb_699,http://d-nb.info/gnd/121449483,1957-02-19,,female,"Chaviano, Daína",
dnb_700,http://d-nb.info/gnd/112857957,1959-01-01,,female,"Gliori, Debi",
dnb_701,http://d-nb.info/gnd/120034441,1936-01-01,2013-01-01,notKnown,"Longden, Deric",
dnb_702,http://d-nb.info/gnd/1058616161,1971-01-01,,male,"Karpyshyn, Drew",
dnb_703,http://d-nb.info/gnd/131673289,1957-01-01,,male,"Lee, Edward",
dnb_704,http://d-nb.info/gnd/124624839,1969-01-01,,female,"Gilbert, Elizabeth",
dnb_705,http://d-nb.info/gnd/120376563,1960-01-01,,notKnown,"James, Erica",
dnb_706,http://d-nb.info/gnd/1035844990,1944-02-22,,male,"Picano, Felice",
dnb_707,http://d-nb.info/gnd/115647058,1957-01-01,,male,"Schätzing, Frank",
dnb_708,http://d-nb.info/gnd/118639048,1916-01-01,1986-01-01,male,"Fielding, Gabriel",
dnb_709,http://d-nb.info/gnd/124606911,1957-01-01,,notKnown,"Choldenko, Gennifer",
dnb_710,http://d-nb.info/gnd/1051343569,1967-01-01,,male,"Greenwald, Glenn",
dnb_711,http://d-nb.info/gnd/143947001,1963-01-01,,notKnown,"Gifune, Greg F.",
dnb_712,http://d-nb.info/gnd/119116375,1956-01-01,1993-01-01,male,"Gu, Cheng",
dnb_713,http://d-nb.info/gnd/131375911,1976-01-01,,notKnown,"Walsh, Helen",
dnb_714,http://d-nb.info/gnd/123670039,1952-07-06,,female,"Mantel, Hilary",
dnb_715,http://d-nb.info/gnd/132135183,1972-01-01,,notKnown,"Ilibagiza, Immaculée",
dnb_716,http://d-nb.info/gnd/133734021,,,notKnown,"Lewis, Jon S.",
dnb_717,http://d-nb.info/gnd/131660136,1946-11-10,2018-01-24,male,"Ketchum, Jack",
dnb_718,http://d-nb.info/gnd/114862044,1953-01-01,,female,"French, Jackie",
dnb_719,http://d-nb.info/gnd/120199483,1935-01-01,,notKnown,"Oke, Janette",
dnb_720,http://d-nb.info/gnd/120996626,1961-01-01,,male,"Grangé, Jean-Christophe",
dnb_721,http://d-nb.info/gnd/115505377,1937-01-01,,male,"Charyn, Jerome",
dnb_722,http://d-nb.info/gnd/123512611,1932-04-02,2013-10-07,female,"Chmielewska, Joanna",
dnb_723,http://d-nb.info/gnd/132422573,1944-01-01,,male,"Flanagan, John",
dnb_724,http://d-nb.info/gnd/132329921,1969-01-01,,notKnown,"Meacham, Jon",
dnb_725,http://d-nb.info/gnd/14021285X,1958-05-18,,notKnown,"Maberry, Jonathan",
dnb_726,http://d-nb.info/gnd/1018350276,1845-04-16,1890-11-01,male,"Ribeiro, Júlio",
dnb_727,http://d-nb.info/gnd/124049834,1941-02-07,,male,"Crossley-Holland, Kevin",
dnb_728,http://d-nb.info/gnd/1054983577,1966-01-01,,female,"Harrison, Kim",
dnb_729,http://d-nb.info/gnd/135553431,1966-01-01,,female,"Cook, Dawn",
dnb_730,http://d-nb.info/gnd/121598756,1970-01-01,,female,"Wilkins, Kim",
dnb_731,http://d-nb.info/gnd/118169831,1946-01-01,,notKnown,"Brett, Lily",
dnb_732,http://d-nb.info/gnd/133063275,1955-01-01,,male,"Barclay, Linwood",
dnb_733,http://d-nb.info/gnd/121221733,,,notKnown,"Kleypas, Lisa",
dnb_734,http://d-nb.info/gnd/130356115,1970-07-29,,female,"Harrison, Lisi",
dnb_735,http://d-nb.info/gnd/124081037,1919-09-07,2006-06-26,female,"Bennett, Louise",
dnb_736,http://d-nb.info/gnd/120699206,1929-07-31,,female,"Banks, Lynne Reid",
dnb_737,http://d-nb.info/gnd/118963686,1944-11-25,,male,"Hart, Maarten 't",
dnb_738,http://d-nb.info/gnd/123842921,1953-01-01,,notKnown,"Rose, Malcolm",
dnb_739,http://d-nb.info/gnd/132479346,1969-01-01,2017-01-01,notKnown,"Spitz, Marc",
dnb_740,http://d-nb.info/gnd/128813202,1927-05-27,,female,"Meaker, Marijane",
dnb_741,http://d-nb.info/gnd/142151882,1928-11-12,,female,"Sharmat, Marjorie Weinman",
dnb_742,http://d-nb.info/gnd/123286050,1975-06-23,,male,"Zusak, Markus",
dnb_743,http://d-nb.info/gnd/119388855,1877-01-01,1969-01-01,notKnown,"Gibbs, May",
dnb_744,http://d-nb.info/gnd/14097394X,1973-01-01,,notKnown,"McCafferty, Megan",
dnb_745,http://d-nb.info/gnd/119318849,1926-05-15,2001-11-06,male,"Shaffer, Anthony",
dnb_746,http://d-nb.info/gnd/118511459,1832-12-08,1910-04-26,male,"Bjørnson, Bjørnstjerne",
dnb_747,http://d-nb.info/gnd/118801376,1869-07-29,1946-05-19,male,"Tarkington, Booth",
dnb_748,http://d-nb.info/gnd/123484170,1944-01-01,,notKnown,"Berman, Morris",
dnb_749,http://d-nb.info/gnd/1054740224,1967-01-01,,notKnown,"Ramlī, Muḥsin ar-",
dnb_750,http://d-nb.info/gnd/105060301X,,,male,"Magnet, Myron",
dnb_751,http://d-nb.info/gnd/133202488,1973-01-01,,notKnown,"Novik, Naomi",
dnb_752,http://d-nb.info/gnd/124851754,1951-01-01,,female,"Kirino, Natsuo",
dnb_753,http://d-nb.info/gnd/124401244,1946-04-15,,male,"Butterworth, Nick",
dnb_754,http://d-nb.info/gnd/1011452596,1970-03-16,,notKnown,"Pavlov, Oleg O.",
dnb_755,http://d-nb.info/gnd/140197230,1971-06-02,,male,"Steinhauer, Olen",
dnb_756,http://d-nb.info/gnd/1027034918,1951-01-01,,female,"Ryan, Pam Muñoz",
dnb_757,http://d-nb.info/gnd/119049775,1939-01-01,,female,"Allen, Paula Gunn",
dnb_758,http://d-nb.info/gnd/12122211X,1963-01-01,,notKnown,"Simons, Paullina",
dnb_759,http://d-nb.info/gnd/108093085,1936-09-10,,male,"Lovesey, Peter",
dnb_760,http://d-nb.info/gnd/119356929,1949-01-01,,male,"Sís, Peter",
dnb_761,http://d-nb.info/gnd/129889245,1961-01-01,,notKnown,"Ardagh, Philip",
dnb_762,http://d-nb.info/gnd/130222348,,,notKnown,"Graeme-Evans, Posie",
dnb_763,http://d-nb.info/gnd/119457490,1936-01-01,,notKnown,"Qosja, Rexhep",
dnb_764,http://d-nb.info/gnd/118785966,1858-08-15,1924-05-04,female,"Nesbit, Edith",
dnb_765,http://d-nb.info/gnd/118785729,1894-01-02,1985-05-25,male,"Nathan, Robert",
dnb_766,http://d-nb.info/gnd/118588702,1870-03-05,1902-10-25,male,"Norris, Frank",
dnb_767,http://d-nb.info/gnd/11878207X,1792-07-10,1848-08-09,male,"Marryat, Frederick",
dnb_768,http://d-nb.info/gnd/118551981,1770-03-29,1843-06-07,male,"Hölderlin, Friedrich",
dnb_769,http://d-nb.info/gnd/11870141X,1853-01-01,1944-01-01,male,"Hanotaux, Gabriel",
dnb_770,http://d-nb.info/gnd/104314974,1924-01-01,1996-01-01,male,"Shah, Idries",
dnb_771,http://d-nb.info/gnd/118622730,1923-01-01,1999-01-01,male,"Timerman, Jacobo",
dnb_772,http://d-nb.info/gnd/118540963,1797-10-04,1854-10-22,male,"Gotthelf, Jeremias",
dnb_773,http://d-nb.info/gnd/118527649,1522-01-01,1560-01-01,notKnown,"Du Bellay, Joachim",
dnb_774,http://d-nb.info/gnd/120782057,1964-01-01,,notKnown,"Harris, Joanne",
dnb_775,http://d-nb.info/gnd/119349248,1727-01-01,1797-01-01,male,"Wilkes, John",
dnb_776,http://d-nb.info/gnd/118680935,1883-01-06,1931-04-10,notKnown,"Ǧibrān, Ǧibrān Ḫalīl",
dnb_777,http://d-nb.info/gnd/118577263,1888-10-14,1923-01-09,female,"Mansfield, Katherine",
dnb_778,http://d-nb.info/gnd/118718398,1859-03-08,1932-07-06,male,"Grahame, Kenneth",
dnb_779,http://d-nb.info/gnd/139218734,1974-01-01,,notKnown,"Bergman, S. Bear",
dnb_780,http://d-nb.info/gnd/118643460,1903-06-08,1987-12-17,female,"Yourcenar, Marguerite",
dnb_781,http://d-nb.info/gnd/118576089,1862-08-29,1949-05-06,male,"Maeterlinck, Maurice",
dnb_782,http://d-nb.info/gnd/11857194X,1814-10-03,1841-07-15,male,"Lermontov, Michail Jurʹevič",
dnb_783,http://d-nb.info/gnd/118644726,1909-01-01,1981-01-01,male,"Algren, Nelson",
dnb_784,http://d-nb.info/gnd/118739743,1914-03-31,1998-04-20,male,"Paz, Octavio",
dnb_785,http://d-nb.info/gnd/120404389,1920-08-03,2014-11-27,female,"James, P. D.",
dnb_786,http://d-nb.info/gnd/132967731,1978-01-01,,male,"Lynch, Scott",
dnb_787,http://d-nb.info/gnd/132309467,1963-05-05,,male,"Westerfeld, Scott",
dnb_788,http://d-nb.info/gnd/118998161,1920-12-20,1992-04-21,male,"Linna, Väinö",
dnb_789,http://d-nb.info/gnd/131676350,1973-01-01,,notKnown,"Meyer, Stephenie",
dnb_790,http://d-nb.info/gnd/135946816,1969-01-01,,notKnown,"Savile, Steven",
dnb_791,http://d-nb.info/gnd/133615790,1897-01-01,1976-01-01,notKnown,"Cloete, Stuart",
dnb_792,http://d-nb.info/gnd/120798921,1947-01-01,,notKnown,"Perry, Thomas",
dnb_793,http://d-nb.info/gnd/131413961,1959-01-01,,notKnown,"Egeland, Tom",
dnb_794,http://d-nb.info/gnd/119476819,1872-01-01,1957-01-01,notKnown,"Singh, Vir",
dnb_795,http://d-nb.info/gnd/122607295,1903-01-01,1997-01-01,notKnown,"Rowse, Alfred L.",
dnb_796,http://d-nb.info/gnd/118646389,1845-01-01,1904-01-01,male,"Abaj Ķūnanbajūly, Ibraẖim",
dnb_797,http://d-nb.info/gnd/118765396,1928-03-04,2010-04-25,male,"Sillitoe, Alan",
dnb_798,http://d-nb.info/gnd/138920834,1872-01-01,1947-01-01,notKnown,Asdreni,
dnb_799,http://d-nb.info/gnd/172580803,1907-01-01,,notKnown,"Wainwright, Alfred",
dnb_800,http://d-nb.info/gnd/118585940,1810-12-11,1857-05-02,male,"Musset, Alfred de",
dnb_801,http://d-nb.info/gnd/118851861,1869-03-14,1951-12-10,notKnown,"Blackwood, Algernon",
dnb_802,http://d-nb.info/gnd/118726056,1790-10-21,1869-03-01,male,"Lamartine, Alphonse de",
dnb_803,http://d-nb.info/gnd/115641858,1949-01-01,,male,"Maalouf, Amin",
dnb_804,http://d-nb.info/gnd/118772074,1913-08-11,1991-05-31,notKnown,"Wilson, Angus",
dnb_805,http://d-nb.info/gnd/118787853,1884-01-18,1967-06-03,notKnown,"Ransome, Arthur",
dnb_806,http://d-nb.info/gnd/118829408,1741-10-02,1820-10-05,notKnown,"Barruel, Augustin",
dnb_807,http://d-nb.info/gnd/118639056,1657-02-11,1757-01-09,male,"Fontenelle, Bernard Le Bovier de",
dnb_808,http://d-nb.info/gnd/119071673,1902-02-26,1986-08-03,female,"Markham, Beryl",
dnb_809,http://d-nb.info/gnd/118667653,1887-01-01,1961-01-01,male,"Cendrars, Blaise",
dnb_810,http://d-nb.info/gnd/138660859,1968-01-01,,notKnown,"Fuligni, Bruno",
dnb_811,http://d-nb.info/gnd/121244199,1955-12-23,,female,"Duffy, Carol Ann",
dnb_812,http://d-nb.info/gnd/123865840,1947-05-10,,female,"Cooney, Caroline B.",
dnb_813,http://d-nb.info/gnd/118952641,1907-01-01,1937-01-01,male,"Nakahara, Chūya",
dnb_814,http://d-nb.info/gnd/118772082,1931-06-26,2013-12-05,male,"Wilson, Colin",
dnb_815,http://d-nb.info/gnd/118644149,1889-08-05,1973-08-17,male,"Aiken, Conrad",
dnb_816,http://d-nb.info/gnd/1107621798,1966-03-04,,male,"Pilkey, Dav",
dnb_817,http://d-nb.info/gnd/118976486,1957-01-01,,male,"Hwang, David Henry",
dnb_818,http://d-nb.info/gnd/170214168,1937-01-01,,male,"Korten, David C.",
dnb_819,http://d-nb.info/gnd/119438461,1896-05-03,1990-11-24,female,"Smith, Dodie",
dnb_820,http://d-nb.info/gnd/128894733,1749-01-01,1833-01-01,notKnown,"Garat, Dominique-Joseph",
dnb_821,http://d-nb.info/gnd/118953826,1871-01-01,1908-01-01,male,"Kunikida, Doppo",
dnb_822,http://d-nb.info/gnd/141317566,1885-01-01,1960-01-01,notKnown,"Yates, Dornford",
dnb_823,http://d-nb.info/gnd/118790730,1869-01-01,1935-01-01,notKnown,"Robinson, Edwin Arlington",
dnb_824,http://d-nb.info/gnd/118658905,1911-02-08,1979-10-06,notKnown,"Bishop, Elizabeth",
dnb_825,http://d-nb.info/gnd/118559206,1899-02-23,1974-07-29,male,"Kästner, Erich",
dnb_826,http://d-nb.info/gnd/118712799,1900-01-01,1976-01-01,male,"Johnson, Eyvind",
dnb_827,http://d-nb.info/gnd/118532499,0940-01-01,1020-01-01,notKnown,Firdausī,
dnb_828,http://d-nb.info/gnd/124401686,1887-01-01,1917-01-01,notKnown,"Ledwidge, Francis",
dnb_829,http://d-nb.info/gnd/118520237,1768-09-04,1848-07-04,male,"Chateaubriand, François-René de",
dnb_830,http://d-nb.info/gnd/118738151,1600-01-01,1653-01-01,notKnown,"Naudé, Gabriel",
dnb_831,http://d-nb.info/gnd/118734199,1889-04-07,1957-01-10,female,"Mistral, Gabriela",
dnb_832,http://d-nb.info/gnd/11856224X,1815-08-11,1882-11-13,male,"Kinkel, Gottfried",
dnb_833,http://d-nb.info/gnd/122370228,1956-01-01,,male,"Jin, Ha",
dnb_834,http://d-nb.info/gnd/118944436,1885-01-25,1942-11-02,male,"Kitahara, Hakushū",
dnb_835,http://d-nb.info/gnd/119102579,1926-04-28,2016-02-19,female,"Lee, Harper",
dnb_836,http://d-nb.info/gnd/129107352,1641-01-01,1711-01-01,notKnown,"Dodwell, Henry",
dnb_837,http://d-nb.info/gnd/118619853,1857-09-30,1928-11-21,male,"Sudermann, Hermann",
dnb_838,http://d-nb.info/gnd/118801341,1857-01-01,1944-01-01,female,"Tarbell, Ida M.",
dnb_839,http://d-nb.info/gnd/11910041X,1883-01-01,1937-01-01,male,"Kita, Ikki",
dnb_840,http://d-nb.info/gnd/118651390,1894-01-01,1940-01-01,male,"Babelʹ, Isaak Ė.",
dnb_841,http://d-nb.info/gnd/118658263,1612-01-01,1691-01-01,notKnown,"Benserade, Isaac de",
dnb_842,http://d-nb.info/gnd/1103970755,1865-01-01,1926-01-01,male,"Ishibashi, Ningetsu",
dnb_843,http://d-nb.info/gnd/11894133X,1864-01-01,1913-01-01,male,"Itō, Sachio",
dnb_844,http://d-nb.info/gnd/118638084,1870-10-22,1953-11-08,male,"Bunin, Ivan Alekseevič",
dnb_845,http://d-nb.info/gnd/118643010,1818-11-09,1883-09-03,male,"Turgenev, Ivan Sergeevič",
dnb_846,http://d-nb.info/gnd/118886347,1906-01-01,1994-01-01,male,"Innes, Michael",
dnb_847,http://d-nb.info/gnd/118958887,1743-01-01,1790-01-01,male,"Guibert, Jacques Antoine Hippolyte de",
dnb_848,http://d-nb.info/gnd/139849408,1921-07-21,2000-02-13,male,"Brown, James Cooke",
dnb_849,http://d-nb.info/gnd/119073072,1923-01-01,1997-01-01,notKnown,"Dickey, James",
dnb_850,http://d-nb.info/gnd/118684388,1924-08-28,2004-01-29,female,"Frame, Janet",
dnb_851,http://d-nb.info/gnd/119501279,1595-01-01,1674-01-01,notKnown,"Chapelain, Jean",
dnb_852,http://d-nb.info/gnd/118538411,1910-12-19,1986-04-15,male,"Genet, Jean",
dnb_853,http://d-nb.info/gnd/118780506,1855-01-01,1906-01-01,male,"Lorrain, Jean",
dnb_854,http://d-nb.info/gnd/118784005,1837-01-01,1913-01-01,notKnown,"Miller, Joaquin",
dnb_855,http://d-nb.info/gnd/10514004X,1922-04-16,2012-02-03,male,"Christopher, John",
dnb_856,http://d-nb.info/gnd/118870386,1906-01-01,1977-01-01,male,"Carr, John Dickson",
dnb_857,http://d-nb.info/gnd/118584294,1923-04-21,2009-01-16,male,"Mortimer, John Clifford",
dnb_858,http://d-nb.info/gnd/121935205,1931-06-03,,male,"Norman, John",
dnb_859,http://d-nb.info/gnd/172468280,1898-01-01,1927-01-01,notKnown,"Yagi, Jūkichi",
dnb_860,http://d-nb.info/gnd/142712612,1896-01-01,1919-01-01,notKnown,"Murayama, Kaita",
dnb_861,http://d-nb.info/gnd/119037920,1888-01-01,1948-01-01,notKnown,"Kikuchi, Kan",
dnb_862,http://d-nb.info/gnd/119045087,1889-01-01,1939-01-01,female,"Okamoto, Kanoko",
dnb_863,http://d-nb.info/gnd/118932675,1896-10-27,1933-09-21,male,"Miyazawa, Kenji",
dnb_864,http://d-nb.info/gnd/118915088,1924-01-01,1993-01-01,male,"Abe, Kōbō",
dnb_865,http://d-nb.info/gnd/118725742,1526-01-01,1566-01-01,female,"Labé, Louise",
dnb_866,http://d-nb.info/gnd/118575228,0120-01-01,0180-01-01,male,"Lucianus, Samosatensis",
dnb_867,http://d-nb.info/gnd/118527126,1939-06-05,,female,"Drabble, Margaret",
dnb_868,http://d-nb.info/gnd/118784706,1887-11-15,1972-02-06,female,"Moore, Marianne",
dnb_869,http://d-nb.info/gnd/118920901,1916-09-17,2014-05-09,female,"Stewart, Mary",
dnb_870,http://d-nb.info/gnd/172476046,1902-01-01,1982-01-01,notKnown,"Zaturenska, Marya",
dnb_871,http://d-nb.info/gnd/133869075,1892-01-01,1954-01-01,male,"Bodenheim, Maxwell",
dnb_872,http://d-nb.info/gnd/121383261,1958-02-26,,male,"Houellebecq, Michel",
dnb_873,http://d-nb.info/gnd/132384159,1882-01-01,1936-01-01,notKnown,"Suzuki, Miekichi",
dnb_874,http://d-nb.info/gnd/118764160,1908-09-19,1979-08-26,male,"Waltari, Mika",
dnb_875,http://d-nb.info/gnd/1012347877,1867-01-01,1955-01-01,male,"Miyatake, Gaikotsu",
