dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work
dbp_2234,http://dbpedia.org/resource/Herbrand_Lavik,1901-5-19,1965-3-22,male,Herbrand Lavik,
dbp_2235,http://dbpedia.org/resource/Hovhannes_Hintliyan,1866-1-1,1955-03-16,male,Hovhannes Hintliyan,
dbp_2236,http://dbpedia.org/resource/Hovhannes_Setian,1853-1-1,1930-1-1,male,Hovhannes Setian,
dbp_2237,http://dbpedia.org/resource/Howard_Breslin,1912-12-23,1964-05-30,male,Howard Breslin,
dbp_2238,http://dbpedia.org/resource/Ieronim_Yasinsky,1850-04-30,1931-12-31,male,Ieronim Yasinsky,
dbp_2239,http://dbpedia.org/resource/Indra_Bahadur_Khare,1922-12-16,1953-04-13,male,Indra Bahadur Khare,
dbp_2240,http://dbpedia.org/resource/Ismail_Marahimin,1934-04-23,2008-12-26,male,Ismail Marahimin,
dbp_2241,http://dbpedia.org/resource/Ivan_Sokolov-Mikitov,1882-05-30,1975-02-20,male,Ivan Sokolov-Mikitov,
dbp_2242,http://dbpedia.org/resource/Ivan_Surikov,1841-04-06,1880-05-06,male,Ivan Surikov,
dbp_2243,http://dbpedia.org/resource/Jaladi_Raja_Rao,1932-8-9,2011-10-14,male,Jaladi Raja Rao,
dbp_2244,http://dbpedia.org/resource/James_Silver,1907-6-28,1988-7-25,male,James Silver,
dbp_2245,http://dbpedia.org/resource/Jane_Tunstall_Lingo,1924-09-07,2007-02-23,female,Jane Tunstall Lingo,
dbp_2246,http://dbpedia.org/resource/Jean_E._Karl,1927-07-29,2000-03-30,female,Jean E. Karl,
dbp_2247,http://dbpedia.org/resource/Johannes_Lavik_(born_1883),1883-1-1,1952-1-1,male,Johannes Lavik (born 1883),
dbp_2248,http://dbpedia.org/resource/Juan_Rafael_Allende,1848-10-24,1909-07-20,male,Juan Rafael Allende,La_República_de_Jauja	Memorias_de_un_perro_escritas_por_su_propia_pata
dbp_2249,http://dbpedia.org/resource/Judith_Robinson,1897-04-06,1961-12-17,female,Judith Robinson,
dbp_2250,http://dbpedia.org/resource/Jørgen_Hustad,1896-1-29,1978-5-31,male,Jørgen Hustad,
dbp_2251,http://dbpedia.org/resource/Júlia_Lopes_de_Almeida,1862-09-24,1934-05-30,female,Júlia Lopes de Almeida,
dbp_2252,http://dbpedia.org/resource/Kalyanasundaranar,1930-04-13,1959-10-08,male,Kalyanasundaranar,Nadodi_Mannan_(1958_film)
dbp_2253,http://dbpedia.org/resource/Karel_Píč,1920-12-06,1995-08-15,male,Karel Píč,
dbp_2254,http://dbpedia.org/resource/Keith_Chatto,1924-0-0,1992-10-22,male,Keith Chatto,
dbp_2255,http://dbpedia.org/resource/Les_Dixon,1910-07-25,2002-12-1,male,Les Dixon,
dbp_2256,http://dbpedia.org/resource/Lev_Lunts,1901-05-02,1924-05-10,male,Lev Lunts,
dbp_2257,http://dbpedia.org/resource/Linus_Suryadi_AG,1951-03-03,1999-07-30,male,Linus Suryadi AG,
dbp_2258,http://dbpedia.org/resource/Marguerite_d'Oingt,1240-0-0,1310-0-0,female,Marguerite d'Oingt,
dbp_2259,http://dbpedia.org/resource/Maria_Shkapskaya,1891-10-15,1952-09-07,female,Maria Shkapskaya,
dbp_2260,http://dbpedia.org/resource/Mathur_Krishnamurthy,1929-0-0,2011-10-6,male,Mathur Krishnamurthy,
dbp_2261,http://dbpedia.org/resource/Michael_Keon,1918-10-19,2006-05-22,male,Michael Keon,
dbp_2262,http://dbpedia.org/resource/Mikhail_Stasyulevich,1826-08-28,1911-01-23,male,Mikhail Stasyulevich,
dbp_2263,http://dbpedia.org/resource/Miloš_Mikeln,1930-05-23,2014-04-01,male,Miloš Mikeln,
dbp_2264,http://dbpedia.org/resource/Muhammad_Ibrahim_Siddiqui,1930-03-08,2002-06-09,male,Muhammad Ibrahim Siddiqui,
dbp_2265,http://dbpedia.org/resource/Naing_Win_Swe,1941-04-05,1995-02-24,male,Naing Win Swe,
dbp_2266,http://dbpedia.org/resource/Ole_Vig,1824-1-1,1857-1-1,male,Ole Vig,
dbp_2267,http://dbpedia.org/resource/Oscar_Ihlebæk,1900-10-9,1945-3-10,male,Oscar Ihlebæk,
dbp_2268,http://dbpedia.org/resource/Per_Wendelbo,1866-9-5,1937-2-26,male,Per Wendelbo,
dbp_2269,http://dbpedia.org/resource/Peter_Lennon,1930-2-28,2011-3-18,male,Peter Lennon,
dbp_2270,http://dbpedia.org/resource/Peter_Lykke-Seest,1868-1-1,1948-1-1,male,Peter Lykke-Seest,
dbp_2271,http://dbpedia.org/resource/Pyotr_Gnedich,1855-10-30,1925-07-16,male,Pyotr Gnedich,
dbp_2272,http://dbpedia.org/resource/Rudolph_de_Cordova,1860-0-0,1941-1-11,male,Rudolph de Cordova,
dbp_2273,http://dbpedia.org/resource/Ruslan_Akhtakhanov,1953-03-14,2011-11-15,male,Ruslan Akhtakhanov,
dbp_2274,http://dbpedia.org/resource/Sam_Locke,1917-02-17,1998-09-18,male,Sam Locke,
dbp_2275,http://dbpedia.org/resource/Semyon_Lipkin,1911-09-06,2003-03-31,male,Semyon Lipkin,
dbp_2276,http://dbpedia.org/resource/Seán_Mac_Réamoinn,1921-11-27,2007-1-7,male,Seán Mac Réamoinn,
dbp_2277,http://dbpedia.org/resource/Siti_Rukiah,1927-04-25,1996-06-07,female,Siti Rukiah,
dbp_2278,http://dbpedia.org/resource/Sol_Liptzin,1901-0-0,1995-11-15,male,Sol Liptzin,
dbp_2279,http://dbpedia.org/resource/Srimushnam_Srinivasa_Murthy,1923-05-19,2009-11-24,male,Srimushnam Srinivasa Murthy,
dbp_2280,http://dbpedia.org/resource/Stepan_Shevyryov,1806-10-30,1864-05-20,male,Stepan Shevyryov,
dbp_2281,http://dbpedia.org/resource/Su_Qing,1914-1-1,1982-1-1,female,Su Qing,Ten_Years_of_Marriage
dbp_2282,http://dbpedia.org/resource/Suresh_Dalal,1932-10-11,2012-08-10,male,Suresh Dalal,
dbp_2283,http://dbpedia.org/resource/Syd_Nicholls,1896-12-20,1977-06-03,male,Syd Nicholls,
dbp_2284,http://dbpedia.org/resource/Tone_Seliškar,1900-04-01,1969-08-10,male,Tone Seliškar,
dbp_2285,http://dbpedia.org/resource/Viktor_Muyzhel,1880-07-30,1932-01-18,male,Viktor Muyzhel,
dbp_2286,http://dbpedia.org/resource/Vladimir_Bulatović_Vib,1931-03-08,1994-09-01,male,Vladimir Bulatović Vib,
dbp_2287,http://dbpedia.org/resource/William_Starr_Myers,1877-6-17,1956-1-27,male,William Starr Myers,
dbp_2288,http://dbpedia.org/resource/Woodbridge_Riley,1869-5-20,1933-1-1,male,Woodbridge Riley,
dbp_2289,http://dbpedia.org/resource/Zabel_Sibil_Asadour,1863-07-23,1934-06-19,female,Zabel Sibil Asadour,
dbp_2290,http://dbpedia.org/resource/Étienne_Pélabon,1745-1-25,1808-11-01,male,Étienne Pélabon,Manicla
dbp_2291,http://dbpedia.org/resource/Jorge_Guillermo_Borges,1874-02-24,1938-02-14,male,Jorge Guillermo Borges,
dbp_2292,http://dbpedia.org/resource/Alfonso_Rumazo_González,1903-1-1,2002-0-0,male,Alfonso Rumazo González,
dbp_2293,http://dbpedia.org/resource/Carmen_Rico_Godoy,1939-08-30,2001-09-12,female,Carmen Rico Godoy,
dbp_2294,http://dbpedia.org/resource/Józef_Łobodowski,1909-03-19,1988-04-18,male,Józef Łobodowski,
dbp_2295,http://dbpedia.org/resource/Nela_Martínez,1912-11-24,2004-07-30,female,Nela Martínez,
dbp_2296,http://dbpedia.org/resource/Ángel_Felicísimo_Rojas,1909-12-20,2020-12-03,male,Ángel Felicísimo Rojas,
dbp_2297,http://dbpedia.org/resource/Luigi_Silori,1921-11-19,1983-07-09,male,Luigi Silori,
dbp_2298,http://dbpedia.org/resource/Clive_Phillipps-Wolley,1853-04-03,1918-07-08,male,Clive Phillipps-Wolley,
dbp_2299,http://dbpedia.org/resource/Juan_Díaz_Covarrubias,1837-12-27,1859-04-11,male,Juan Díaz Covarrubias,
dbp_2300,http://dbpedia.org/resource/Juana_de_la_Concepción,1598-0-0,1668-0-0,female,Juana de la Concepción,
dbp_2301,http://dbpedia.org/resource/Luz_Elisa_Borja_Martínez,1903-05-15,1927-07-10,female,Luz Elisa Borja Martínez,
dbp_2302,http://dbpedia.org/resource/Mario_Brelich,1910-1-1,1982-1-1,male,Mario Brelich,
dbp_2303,http://dbpedia.org/resource/Oliveira_Viana,1883-06-20,1951-03-28,male,Oliveira Viana,
dbp_2304,http://dbpedia.org/resource/Ramiro_Otero_Lugones,1928-11-9,2013-02-11,male,Ramiro Otero Lugones,
dbp_2305,http://dbpedia.org/resource/Abdul_Hai_Habibi,1910-1-1,1984-05-09,male,Abdul Hai Habibi,
dbp_2306,http://dbpedia.org/resource/Adalbert_Stifter,1805-10-23,1868-01-28,male,Adalbert Stifter,Witiko_(novel)	Der_Nachsommer	Bergkristall	Rock_Crystal_(novella)
dbp_2307,http://dbpedia.org/resource/Adele_Wiseman,1928-05-21,1992-06-01,female,Adele Wiseman,
dbp_2308,http://dbpedia.org/resource/Akira_Yamada,1922-1-1,2008-1-1,male,Akira Yamada,
dbp_2309,http://dbpedia.org/resource/Alec_John_Dawson,1872-1-1,1951-02-03,male,Alec John Dawson,
dbp_2310,http://dbpedia.org/resource/Alexander_Carlyle,1722-01-26,1805-08-28,male,Alexander Carlyle,
dbp_2311,http://dbpedia.org/resource/Alexander_Kielland,1849-02-18,1906-04-06,male,Alexander Kielland,Poison_(Kielland_novel)
dbp_2312,http://dbpedia.org/resource/Alistair_MacLeod,1936-07-20,2014-04-20,male,Alistair MacLeod,The_Lost_Salt_Gift_of_Blood	No_Great_Mischief	As_Birds_Bring_Forth_the_Sun_and_Other_Stories	Island_(short_story_collection)
dbp_2313,http://dbpedia.org/resource/Amiri_Baraka,1934-10-07,2014-01-09,male,Amiri Baraka,A_Black_Mass	Blues_People	The_System_of_Dante's_Hell	Dutchman_(play)
dbp_2314,http://dbpedia.org/resource/Anders_Abraham_Grafström,1790-01-10,1870-07-24,male,Anders Abraham Grafström,
dbp_2315,http://dbpedia.org/resource/Ann_Radcliffe,1764-07-09,1823-02-07,female,Ann Radcliffe,The_Italian_(novel)	Gaston_de_Blondeville	The_Mysteries_of_Udolpho	A_Sicilian_Romance	The_Castles_of_Athlin_and_Dunbayne	The_Romance_of_the_Forest
dbp_2316,http://dbpedia.org/resource/Anna_de_Noailles,1876-11-15,1933-04-30,female,Anna de Noailles,
dbp_2317,http://dbpedia.org/resource/António_José_da_Silva,1705-05-08,1739-10-18,male,António José da Silva,
dbp_2318,http://dbpedia.org/resource/Arseny_Tarkovsky,1907-06-24,1989-05-27,male,Arseny Tarkovsky,
dbp_2319,http://dbpedia.org/resource/Arthur_Herzog,1927-04-06,2010-05-25,male,Arthur Herzog,
dbp_2320,http://dbpedia.org/resource/Arthur_Quiller-Couch,1863-11-21,1944-05-12,male,Arthur Quiller-Couch,"Oxford_Book_of_English_Verse,_1250–1900	Castle_Dor"
dbp_2321,http://dbpedia.org/resource/Arthur_Waugh,1866-1-1,1943-1-1,male,Arthur Waugh,
dbp_2322,http://dbpedia.org/resource/Auberon_Waugh,1939-11-17,2001-01-16,male,Auberon Waugh,
dbp_2323,http://dbpedia.org/resource/August_von_Kotzebue,1761-05-03,1819-03-23,male,August von Kotzebue,
dbp_2324,http://dbpedia.org/resource/Badawi_al-Jabal,1905-0-0,1981-08-19,male,Badawi al-Jabal,
dbp_2325,http://dbpedia.org/resource/Brian_Moore_(novelist),1921-08-25,1999-01-11,male,Brian Moore (novelist),Black_Robe	I_Am_Mary_Dunne	Cold_Heaven_(novel)	The_Doctor's_Wife_(Moore_novel)	The_Luck_of_Ginger_Coffey_(novel)	The_Statement_(novel)	Lies_of_Silence	An_Answer_from_Limbo	Judith_Hearne	No_Other_Life	The_Emperor_of_Ice-Cream_(novel)	The_Feast_of_Lupercal	The_Great_Victorian_Collection	The_Magician's_Wife	The_Mangan_Inheritance	The_Revolution_Script	The_Temptation_of_Eileen_Hughes	Catholics_(novel)	Fergus_(novel)	The_Colour_of_Blood
dbp_2326,http://dbpedia.org/resource/Brian_Redhead,1929-12-28,1994-01-23,male,Brian Redhead,
dbp_2327,http://dbpedia.org/resource/Bridget_Boland,1913-3-13,1988-1-19,female,Bridget Boland,
dbp_2328,http://dbpedia.org/resource/Bryan_MacMahon_(writer),1909-1-1,1998-1-1,male,Bryan MacMahon (writer),
dbp_2329,http://dbpedia.org/resource/Champfleury,1821-9-10,1889-12-6,male,Champfleury,
dbp_2330,http://dbpedia.org/resource/Charles_Dudley_Warner,1829-09-12,1900-10-20,male,Charles Dudley Warner,"Baddeck,_And_That_Sort_of_Thing	The_Gilded_Age:_A_Tale_of_Today"
dbp_2331,http://dbpedia.org/resource/Charlotte_MacLeod,1922-11-12,2005-01-14,female,Charlotte MacLeod,Peter_Shandy
dbp_2332,http://dbpedia.org/resource/Chōgorō_Kaionji,1901-11-05,1977-12-01,male,Chōgorō Kaionji,
dbp_2333,http://dbpedia.org/resource/Clemens_Brentano,1778-09-09,1842-07-28,male,Clemens Brentano,
dbp_2334,http://dbpedia.org/resource/Colin_Thiele,1920-11-16,2006-09-04,male,Colin Thiele,Storm_Boy_(novel)	Sun_on_the_Stubble	Blue_Fin	Jodie's_Journey	Man_in_a_Landscape_(poetry_collection)
dbp_2335,http://dbpedia.org/resource/César_Vallejo,1892-03-16,1938-04-15,male,César Vallejo,
dbp_2336,http://dbpedia.org/resource/Dale_Carnegie,1888-11-24,1955-11-01,male,Dale Carnegie,How_to_Win_Friends_and_Influence_People	How_to_Stop_Worrying_and_Start_Living	Lincoln_the_Unknown
dbp_2337,http://dbpedia.org/resource/Dare_Wright,1914-12-03,2001-01-25,female,Dare Wright,The_Lonely_Doll
dbp_2338,http://dbpedia.org/resource/David_Davis_(Castellhywel),1745-1-1,1827-1-1,male,David Davis (Castellhywel),
dbp_2339,http://dbpedia.org/resource/Edward_Robinson_(scholar),1794-04-10,1863-1-27,male,Edward Robinson (scholar),
dbp_2340,http://dbpedia.org/resource/Egil_Toreng,1922-12-5,2015-1-8,male,Egil Toreng,
dbp_2341,http://dbpedia.org/resource/Elia_Abu_Madi,1889-1-1,1957-11-23,male,Elia Abu Madi,
dbp_2342,http://dbpedia.org/resource/Elsa_Morante,1912-08-18,1985-11-25,female,Elsa Morante,History_(novel)	L'isola_di_Arturo
dbp_2343,http://dbpedia.org/resource/Elsa_Triolet,1896-09-24,1970-06-16,female,Elsa Triolet,
dbp_2344,http://dbpedia.org/resource/Evelyn_Waugh,1903-10-28,1966-04-10,male,Evelyn Waugh,Black_Mischief	Put_Out_More_Flags	Decline_and_Fall	A_Handful_of_Dust	Brideshead_Revisited_(TV_serial)	The_Loved_One	Vile_Bodies	The_Ordeal_of_Gilbert_Pinfold	When_the_Going_Was_Good	Scott-King's_Modern_Europe	Helena_(Waugh_novel)	Scoop_(novel)	A_Little_Learning_(book)	Love_Among_the_Ruins._A_Romance_of_the_Near_Future	Brideshead_Revisited	A_Tourist_in_Africa
dbp_2345,http://dbpedia.org/resource/Fanny_Parkes,1794-12-08,1875-1-1,female,Fanny Parkes,Begums_Thugs_and_White_Mughals
dbp_2346,http://dbpedia.org/resource/Frances_Hodgson_Burnett,1849-11-24,1924-10-29,female,Frances Hodgson Burnett,A_Little_Princess	The_Lost_Prince_(Burnett_novel)	The_Making_of_a_Marchioness	The_Shuttle_(novel)	Back_to_the_Secret_Garden	The_Head_of_the_House_of_Coombe	Little_Lord_Fauntleroy	The_Secret_Garden
dbp_2347,http://dbpedia.org/resource/Frances_Parthenope_Verney,1819-4-19,1890-5-12,female,Frances Parthenope Verney,
dbp_2348,http://dbpedia.org/resource/Gabrielle-Suzanne_Barbot_de_Villeneuve,1695-1-1,1755-12-29,female,Gabrielle-Suzanne Barbot de Villeneuve,
dbp_2349,http://dbpedia.org/resource/Geo_Bogza,1908-02-06,1993-09-14,male,Geo Bogza,
dbp_2350,http://dbpedia.org/resource/George_Crabbe,1754-12-24,1832-02-03,male,George Crabbe,The_Borough_(George_Crabbe_poem)	The_Village_(poem)
dbp_2351,http://dbpedia.org/resource/George_Davis_(editor),1906-02-04,1957-11-25,male,George Davis (editor),
dbp_2352,http://dbpedia.org/resource/George_Dawson_(author),1898-01-19,2001-07-05,male,George Dawson (author),
dbp_2353,http://dbpedia.org/resource/George_Turner_(writer),1916-10-15,1997-06-08,male,George Turner (writer),The_Cupboard_Under_the_Stairs	The_Lame_Dog_Man
dbp_2354,http://dbpedia.org/resource/George_Wyatt_(writer),1550-1-1,1623-1-1,male,George Wyatt (writer),
dbp_2355,http://dbpedia.org/resource/Georgiana_Fullerton,1812-9-23,1885-1-19,female,Georgiana Fullerton,
dbp_2356,http://dbpedia.org/resource/Gian_Carlo_Menotti,1911-07-07,2007-02-01,male,Gian Carlo Menotti,Hallmark_Hall_of_Fame
dbp_2357,http://dbpedia.org/resource/Giovanni_Ruffini,1807-09-20,1881-11-03,male,Giovanni Ruffini,Doctor_Antonio_(novel)
dbp_2358,http://dbpedia.org/resource/Gordon_Donaldson_(journalist),1926-08-18,2001-1-1,male,Gordon Donaldson (journalist),
dbp_2359,http://dbpedia.org/resource/Halo_Meadows,1905-05-01,1985-05-12,female,Halo Meadows,
dbp_2360,http://dbpedia.org/resource/Hannah_Kahn,1911-06-30,1988-1-1,female,Hannah Kahn,
dbp_2361,http://dbpedia.org/resource/Helen_Dore_Boylston,1895-04-04,1984-09-30,female,Helen Dore Boylston,
dbp_2362,http://dbpedia.org/resource/Helga_M._Novak,1935-09-08,2013-12-24,female,Helga M. Novak,
dbp_2363,http://dbpedia.org/resource/Henderson_King_Yoakum,1810-9-6,1856-11-30,male,Henderson King Yoakum,
dbp_2364,http://dbpedia.org/resource/Hideo_Kobayashi,1902-04-11,1983-03-01,male,Hideo Kobayashi,
dbp_2365,http://dbpedia.org/resource/Hildegarde_Dolson_Lockridge,1908-08-31,1981-01-15,female,Hildegarde Dolson Lockridge,
dbp_2366,http://dbpedia.org/resource/Ib_Melchior,1917-09-17,2015-03-14,male,Ib Melchior,Men_into_Space
dbp_2367,http://dbpedia.org/resource/Inge_Krokann,1893-1-1,1962-1-1,male,Inge Krokann,
dbp_2368,http://dbpedia.org/resource/Irma_von_Cube,1899-12-26,1977-7-25,female,Irma von Cube,
dbp_2369,http://dbpedia.org/resource/Irving_Wallace,1916-03-19,1990-06-29,male,Irving Wallace,The_Word_(novel)	The_Fan_Club	The_Seven_Minutes	The_Man_(Wallace_novel)	Behind_Closed_Doors_(1958_TV_series)	The_Second_Lady	The_Celestial_Bed	The_R_Document
dbp_2370,http://dbpedia.org/resource/J._F._Powers,1917-07-08,1999-06-12,male,J. F. Powers,
dbp_2371,http://dbpedia.org/resource/James_Jones_(author),1921-11-06,1977-05-09,male,James Jones (author),From_Here_to_Eternity_(novel)	Some_Came_Running	The_Thin_Red_Line_(novel)	Whistle_(novel)
dbp_2372,http://dbpedia.org/resource/James_Kelly_(priest),1877-11-11,1939-2-1,male,James Kelly (priest),
dbp_2373,http://dbpedia.org/resource/James_Wright_(poet),1927-12-13,1980-03-25,male,James Wright (poet),
dbp_2374,http://dbpedia.org/resource/Jean-Baptiste_Tati_Loutard,1938-12-15,2009-07-04,male,Jean-Baptiste Tati Loutard,
dbp_2375,http://dbpedia.org/resource/Jean-François_Revel,1924-01-19,2006-04-30,male,Jean-François Revel,
dbp_2376,http://dbpedia.org/resource/Jean_de_La_Fontaine,1621-07-08,1695-04-13,male,Jean de La Fontaine,Contes_et_nouvelles_en_vers
dbp_2377,http://dbpedia.org/resource/Jocelyn_Godefroi,1880-1-1,1969-3-30,male,Jocelyn Godefroi,
dbp_2378,http://dbpedia.org/resource/John_Bury_(translator),1535-1-1,1571-1-1,male,John Bury (translator),
dbp_2379,http://dbpedia.org/resource/John_Chapman_(English_writer),1927-5-27,2001-9-3,male,John Chapman (English writer),"Are_You_Being_Served%3F	Not_Now,_Darling	Fresh_Fields"
dbp_2380,http://dbpedia.org/resource/John_Hall_(poet),1627-1-1,1656-08-01,male,John Hall (poet),
dbp_2381,http://dbpedia.org/resource/John_Kerr_(author),1950-01-31,2016-07-18,male,John Kerr (author),
dbp_2382,http://dbpedia.org/resource/John_Moore_(British_author),1907-11-10,1967-1-1,male,John Moore (British author),
dbp_2383,http://dbpedia.org/resource/John_Moore_(anarchist),1957-1-1,2002-10-27,male,John Moore (anarchist),
dbp_2384,http://dbpedia.org/resource/John_Newbery,1713-07-09,1767-12-22,male,John Newbery,The_History_of_Little_Goody_Two-Shoes
dbp_2385,http://dbpedia.org/resource/John_Richardson_(author),1796-10-04,1852-05-12,male,John Richardson (author),
dbp_2386,http://dbpedia.org/resource/John_Sullivan_(writer),1946-12-23,2011-04-23,male,John Sullivan (writer),Rock_&_Chips	Just_Good_Friends	Dear_John_(UK_TV_series)	The_Green_Green_Grass	Citizen_Smith	Roger_Roger	Only_Fools_and_Horses	Over_Here_(miniseries)	The_Vanishing_Man
dbp_2387,http://dbpedia.org/resource/Jon_Elia,1931-12-14,2002-11-08,male,Jon Elia,
dbp_2388,http://dbpedia.org/resource/Jones_Very,1813-08-28,1880-05-08,male,Jones Very,
dbp_2389,http://dbpedia.org/resource/Josef_Ringo,1883-1-1,1946-1-1,male,Josef Ringo,
dbp_2390,http://dbpedia.org/resource/José-Maria_de_Heredia,1842-11-22,1905-10-03,male,José-Maria de Heredia,
dbp_2391,http://dbpedia.org/resource/Jules_Janin,1804-02-16,1874-06-19,male,Jules Janin,
dbp_2392,http://dbpedia.org/resource/Józef_Mackiewicz,1902-04-01,1985-01-31,male,Józef Mackiewicz,
dbp_2393,http://dbpedia.org/resource/Kazumi_Takahashi,1931-08-31,1971-05-03,male,Kazumi Takahashi,
dbp_2394,http://dbpedia.org/resource/Kikuoka_Kuri,1909-03-08,1970-04-22,male,Kikuoka Kuri,
dbp_2395,http://dbpedia.org/resource/Kovvali_Lakshmi_Narasimha_Rao,1912-1-1,1975-1-1,male,Kovvali Lakshmi Narasimha Rao,
dbp_2396,http://dbpedia.org/resource/L._R._Wright,1939-6-5,2001-2-25,female,L. R. Wright,
dbp_2397,http://dbpedia.org/resource/Lars_Holst,1848-11-22,1915-05-31,male,Lars Holst,
dbp_2398,http://dbpedia.org/resource/Laura_Ingalls_Wilder,1867-02-07,1957-02-10,female,Laura Ingalls Wilder,List_of_Little_House_on_the_Prairie_books	Little_House_on_the_Prairie_(novel)	Little_House_in_the_Big_Woods	A_Little_House_Traveler	The_First_Four_Years_(novel)	On_the_Banks_of_Plum_Creek	Little_House_on_the_Prairie_(miniseries)	The_Long_Winter_(novel)	On_the_Way_Home	West_from_Home	By_the_Shores_of_Silver_Lake	Farmer_Boy	Little_Town_on_the_Prairie	These_Happy_Golden_Years
dbp_2399,http://dbpedia.org/resource/Laure_Conan,1845-01-09,1924-06-06,female,Laure Conan,
dbp_2400,http://dbpedia.org/resource/Leland_Bardwell,1922-02-25,2016-06-28,female,Leland Bardwell,Girl_on_a_Bicycle	A_Restless_Life
dbp_2401,http://dbpedia.org/resource/Lester_del_Rey,1915-06-02,1993-05-10,male,Lester del Rey,Rocket_Jockey_(novel)	Marooned_on_Mars	..._And_Some_Were_Human	Robots_and_Changelings	Helen_O'Loy
dbp_2402,http://dbpedia.org/resource/Levinus_Warner,1618-1-1,1665-06-22,male,Levinus Warner,
dbp_2403,http://dbpedia.org/resource/Ludvík_Kundera,1920-03-22,2010-08-17,male,Ludvík Kundera,
dbp_2404,http://dbpedia.org/resource/Malcolm_Saville,1901-02-21,1982-06-30,male,Malcolm Saville,Lone_Pine_(books)
dbp_2405,http://dbpedia.org/resource/Marc_Antoine_Baudot,1765-3-18,1837-3-23,male,Marc Antoine Baudot,
dbp_2406,http://dbpedia.org/resource/Margaret_Truman,1924-02-17,2008-01-29,female,Margaret Truman,
dbp_2407,http://dbpedia.org/resource/Margherita_Guidacci,1921-04-25,1992-06-19,female,Margherita Guidacci,
dbp_2408,http://dbpedia.org/resource/Mark_Twain,1835-11-30,1910-04-21,male,Mark Twain,"Adventures_of_Huckleberry_Finn	The_Adventures_of_Tom_Sawyer	The_Mysterious_Stranger	A_Murder,_a_Mystery,_and_a_Marriage	A_Dog's_Tale	A_Tramp_Abroad	A_Connecticut_Yankee_in_King_Arthur's_Court	Captain_Stormfield's_Visit_to_Heaven	Letters_from_the_Earth	Pudd'nhead_Wilson	Roughing_It	The_Innocents_Abroad	Tom_Sawyer,_Detective	Tom_Sawyer_Abroad	My_Platonic_Sweetheart	The_Gilded_Age:_A_Tale_of_Today	Is_Shakespeare_Dead%3F	The_£1,000,000_Bank_Note_and_Other_New_Stories	A_Double_Barrelled_Detective_Story	A_Horse's_Tale	Light's_Diamond_Jubilee	King_Leopold's_Soliloquy	1601_(Mark_Twain)	The_Million_Pound_Bank_Note	Huckleberry_Finn_(1975_film)	Life_on_the_Mississippi	Mark_Twain's_(Burlesque)_Autobiography_and_First_Romance	Following_the_Equator	A_Literary_Nightmare	Eve's_Diary	Concerning_the_Jews	Extracts_from_Adam's_Diary	Merry_Tales	The_$30,000_Bequest_and_Other_Stories	The_Prince_and_the_Pauper	Personal_Recollections_of_Joan_of_Arc	Mark_Twain_Tonight	The_Man_That_Corrupted_Hadleyburg	The_American_Claimant	Is_He_Dead%3F"
dbp_2409,http://dbpedia.org/resource/Matthew_Lewis_(writer),1775-07-09,1818-05-16,male,Matthew Lewis (writer),The_Monk
dbp_2410,http://dbpedia.org/resource/Maud_Hart_Lovelace,1892-04-25,1980-03-11,female,Maud Hart Lovelace,
dbp_2411,http://dbpedia.org/resource/Melchior_Lengyel,1880-01-12,1974-10-23,male,Melchior Lengyel,
dbp_2412,http://dbpedia.org/resource/Melchior_Wańkowicz,1892-01-10,1974-09-10,male,Melchior Wańkowicz,Sztafeta	Wrzesień_żagwiący
dbp_2413,http://dbpedia.org/resource/Michael_Morris_(screenwriter),1918-01-07,2003-01-07,male,Michael Morris (screenwriter),
dbp_2414,http://dbpedia.org/resource/Mohan_Rakesh,1925-01-08,1972-01-03,male,Mohan Rakesh,
dbp_2415,http://dbpedia.org/resource/Monique_Wittig,1935-07-13,2003-01-03,female,Monique Wittig,The_Straight_Mind_and_Other_Essays	L'Opoponax	Le_Corps_Lesbien	Les_Guérillères
dbp_2416,http://dbpedia.org/resource/Mullapudi_Venkata_Ramana,1931-06-28,2011-02-24,male,Mullapudi Venkata Ramana,
dbp_2417,http://dbpedia.org/resource/Mumtaz_Mufti,1905-9-11,1995-10-27,male,Mumtaz Mufti,Ali_Pur_Ka_Aeeli	Talash_(book)	Alakh_Nagri	Labbaik
dbp_2418,http://dbpedia.org/resource/Nelly_Sachs,1891-12-10,1970-05-12,female,Nelly Sachs,
dbp_2419,http://dbpedia.org/resource/Nicolaus_Rohlfs,1695-1-1,1750-1-1,male,Nicolaus Rohlfs,
dbp_2420,http://dbpedia.org/resource/Nida_Fazli,1938-10-12,2016-02-08,male,Nida Fazli,
dbp_2421,http://dbpedia.org/resource/Nikolai_Tikhonov_(writer),1896-12-4,1979-02-08,male,Nikolai Tikhonov (writer),
dbp_2422,http://dbpedia.org/resource/Nikolay_Nekrasov,1821-12-10,1878-1-8,male,Nikolay Nekrasov,
dbp_2423,http://dbpedia.org/resource/Nizami_Ganjavi,1141-1-1,1209-1-1,male,Nizami Ganjavi,
dbp_2424,http://dbpedia.org/resource/Noel_Behn,1928-0-0,1998-0-0,male,Noel Behn,
dbp_2425,http://dbpedia.org/resource/Otto_F._Walter,1928-06-05,1994-09-24,male,Otto F. Walter,
