dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work,dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work,dbp_link_db,label
dnb_1297,http://d-nb.info/gnd/118522515,1754-12-24,1832-02-03,male,"Crabbe, George",,dbp_280,http://dbpedia.org/resource/Johann_Georg_Fischer,1816-10-25,1897-5-4,male,Johann Georg Fischer,,http://dbpedia.org/resource/johann_georg_fischer,0
dnb_1297,http://d-nb.info/gnd/118522515,1754-12-24,1832-02-03,male,"Crabbe, George",,dbp_281,http://dbpedia.org/resource/Johann_Georg_Jacobi,1740-09-02,1814-01-04,male,Johann Georg Jacobi,,http://dbpedia.org/resource/johann_georg_jacobi,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_39,http://dbpedia.org/resource/George_Farquhar,1677-0-0,1707-04-29,male,George Farquhar,,http://dbpedia.org/resource/george_farquhar,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_40,http://dbpedia.org/resource/Georges_Perec,1936-03-07,1982-03-03,male,Georges Perec,"	Life_a_User's_Manual	A_Void	A_Man_Asleep	Which_Moped_with_Chrome-plated_Handlebars_at_the_Back_of_the_Yard%3F	W,_or_the_Memory_of_Childhood	Things:_A_Story_of_the_Sixties",http://dbpedia.org/resource/georges_perec,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_247,http://dbpedia.org/resource/Georg_Brandes,1842-02-04,1927-02-19,male,Georg Brandes,,http://dbpedia.org/resource/georg_brandes,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_248,http://dbpedia.org/resource/George_Douglas_Brown,1869-01-26,1902-08-28,male,George Douglas Brown,	The_House_with_the_Green_Shutters,http://dbpedia.org/resource/george_douglas_brown,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_253,http://dbpedia.org/resource/George_Wilson_(chemist),1818-2-21,1859-11-22,male,George Wilson (chemist),,http://dbpedia.org/resource/george_wilson_(chemist),0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_280,http://dbpedia.org/resource/Johann_Georg_Fischer,1816-10-25,1897-5-4,male,Johann Georg Fischer,,http://dbpedia.org/resource/johann_georg_fischer,0
dnb_1298,http://d-nb.info/gnd/118115286,1916-01-01,1997-01-01,notKnown,"Turner, George",,dbp_281,http://dbpedia.org/resource/Johann_Georg_Jacobi,1740-09-02,1814-01-04,male,Johann Georg Jacobi,,http://dbpedia.org/resource/johann_georg_jacobi,0
dnb_1299,http://d-nb.info/gnd/115548505,1812-09-23,1885-01-19,female,"Fullerton, Georgiana, Lady",,dbp_2355,http://dbpedia.org/resource/Georgiana_Fullerton,1812-9-23,1885-1-19,female,Georgiana Fullerton,,http://dbpedia.org/resource/georgiana_fullerton,1
dnb_1299,http://d-nb.info/gnd/115548505,1812-09-23,1885-01-19,female,"Fullerton, Georgiana, Lady",,dbp_10541,http://dbpedia.org/resource/Han_Sorya,1900-08-03,1976-4-6,male,Han Sorya,	History_(Han_Sorya_novel)	Jackals_(Han_Sorya_novel),http://dbpedia.org/resource/han_sorya,0
dnb_1300,http://d-nb.info/gnd/118783300,1911-07-07,2007-02-01,male,"Menotti, Gian Carlo",,dbp_18,http://dbpedia.org/resource/Carl_Sandburg,1878-01-06,1967-07-22,male,Carl Sandburg,"	The_People,_Yes	Rootabaga_Stories	Chicago_Poems	Abraham_Lincoln:_The_War_Years	NET_Playhouse	Remembrance_Rock",http://dbpedia.org/resource/carl_sandburg,0
dnb_1304,http://d-nb.info/gnd/118935070,1902-04-11,1983-01-03,male,"Kobayashi, Hideo",,dbp_263,http://dbpedia.org/resource/Hideo_Yoshino,1902-07-03,1967-07-13,male,Hideo Yoshino,,http://dbpedia.org/resource/hideo_yoshino,0
dnb_1306,http://d-nb.info/gnd/120545918,1939-01-01,,male,"Gibson, Ian",,dbp_315,http://dbpedia.org/resource/Margaret_Gibson_(writer),1948-06-04,2006-02-25,female,Margaret Gibson (writer),,http://dbpedia.org/resource/margaret_gibson_(writer),0
dnb_1306,http://d-nb.info/gnd/120545918,1939-01-01,,male,"Gibson, Ian",,dbp_5610,http://dbpedia.org/resource/Charles_G._Finney,1905-12-01,1984-04-16,male,Charles G. Finney,	The_Circus_of_Dr._Lao	The_Magician_Out_of_Manchuria,http://dbpedia.org/resource/charles_g._finney,0
dnb_1306,http://d-nb.info/gnd/120545918,1939-01-01,,male,"Gibson, Ian",,dbp_15995,http://dbpedia.org/resource/Ian_Gibson_(author),1939-04-21,,male,Ian Gibson (author),,http://dbpedia.org/resource/ian_gibson_(author),1
dnb_1309,http://d-nb.info/gnd/124599508,1916-03-19,1990-06-29,male,"Wallace, Irving",,dbp_63,http://dbpedia.org/resource/Irvine_Welsh,1957-09-27,,male,Irvine Welsh,	The_Acid_House	Porno_(novel)	Filth_(novel)	Trainspotting_(novel)	Dockers_(film)	Marabou_Stork_Nightmares	The_Sex_Lives_of_Siamese_Twins	Ecstasy:_Three_Tales_of_Chemical_Romance	Reheated_Cabbage	Skagboys	The_Bedroom_Secrets_of_the_Master_Chefs	If_You_Liked_School_You'll_Love_Work	Crime_(novel)	Glue_(novel)	The_Blade_Artist,http://dbpedia.org/resource/irvine_welsh,0
dnb_1310,http://d-nb.info/gnd/118869159,1942-08-02,,female,"Allende, Isabel",,dbp_269,http://dbpedia.org/resource/Isabelle_de_Charrière,1740-10-20,1805-12-27,female,Isabelle de Charrière,,http://dbpedia.org/resource/isabelle_de_charrière,0
dnb_1310,http://d-nb.info/gnd/118869159,1942-08-02,,female,"Allende, Isabel",,dbp_24086,http://dbpedia.org/resource/Eric_Klinenberg,1970-11-14,,male,Eric Klinenberg,	Modern_Romance:_An_Investigation,http://dbpedia.org/resource/eric_klinenberg,0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_24,http://dbpedia.org/resource/David_Jones_(artist-poet),1895-11-01,1974-10-28,male,David Jones (artist-poet),	In_Parenthesis,http://dbpedia.org/resource/david_jones_(artist-poet),0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_25,http://dbpedia.org/resource/Diana_Wynne_Jones,1934-08-16,2011-03-26,female,Diana Wynne Jones,	Howl's_Moving_Castle	Chrestomanci	Dalemark_Quartet	Castle_in_the_Air_(novel)	The_Magicians_of_Caprona	Enchanted_Glass	The_Pinhoe_Egg	The_Game_(Jones_novel)	Charmed_Life_(novel)	Archer's_Goon	Deep_Secret	Eight_Days_of_Luke	Conrad's_Fate	Fire_and_Hemlock	The_Merlin_Conspiracy	The_Crown_of_Dalemark	The_Homeward_Bounders	The_Spellcoats	The_Lives_of_Christopher_Chant	Year_of_the_Griffin	Dogsbody_(novel)	The_Tough_Guide_To_Fantasyland	Witch_Week	Mixed_Magics	Dark_Lord_of_Derkholm	Cart_and_Cwidder	Drowned_Ammet	A_Tale_of_Time_City	The_Time_of_the_Ghost	Hexwood	House_of_Many_Ways	Power_of_Three_(novel)	The_Ogre_Downstairs,http://dbpedia.org/resource/diana_wynne_jones,0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_75,http://dbpedia.org/resource/M._R._James,1862-08-01,1936-06-12,male,M. R. James,	A_Thin_Ghost_and_Others	A_Warning_to_the_Curious_and_Other_Ghost_Stories	The_Collected_Ghost_Stories_of_M._R._James	Ghost_Stories_of_an_Antiquary	More_Ghost_Stories,http://dbpedia.org/resource/m._r._james,0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_273,http://dbpedia.org/resource/James_Robert_Baker,1946-10-18,1997-11-05,male,James Robert Baker,	Tim_and_Pete	Boy_Wonder_(novel)	Adrenaline_(novel),http://dbpedia.org/resource/james_robert_baker,0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_275,http://dbpedia.org/resource/James_Welch_(writer),1940-11-18,2003-08-04,male,James Welch (writer),	Winter_in_the_Blood	Fools_Crow,http://dbpedia.org/resource/james_welch_(writer),0
dnb_1312,http://d-nb.info/gnd/118558277,1921-11-06,1977-05-09,male,"Jones, James",,dbp_2371,http://dbpedia.org/resource/James_Jones_(author),1921-11-06,1977-05-09,male,James Jones (author),	From_Here_to_Eternity_(novel)	Some_Came_Running	The_Thin_Red_Line_(novel)	Whistle_(novel),http://dbpedia.org/resource/james_jones_(author),1
dnb_1313,http://d-nb.info/gnd/129215457,1938-01-01,2009-01-01,notKnown,"Tati-Loutard, Jean B.",,dbp_276,http://dbpedia.org/resource/Jan_Kott,1914-10-27,2001-12-22,male,Jan Kott,,http://dbpedia.org/resource/jan_kott,0
dnb_1313,http://d-nb.info/gnd/129215457,1938-01-01,2009-01-01,notKnown,"Tati-Loutard, Jean B.",,dbp_2374,http://dbpedia.org/resource/Jean-Baptiste_Tati_Loutard,1938-12-15,2009-07-04,male,Jean-Baptiste Tati Loutard,,http://dbpedia.org/resource/jean-baptiste_tati_loutard,1
dnb_1314,http://d-nb.info/gnd/132431335,1938-01-01,,male,"Kahn, Jean-François",,dbp_9092,http://dbpedia.org/resource/Raymond_Souster,1921-01-15,2012-10-19,male,Raymond Souster,,http://dbpedia.org/resource/raymond_souster,0
dnb_1315,http://d-nb.info/gnd/120259788,1924-01-19,2006-04-29,male,"Revel, Jean-François",,dbp_12924,http://dbpedia.org/resource/Moritz_Hartmann,1821-10-15,1872-05-13,male,Moritz Hartmann,,http://dbpedia.org/resource/moritz_hartmann,0
dnb_1318,http://d-nb.info/gnd/115706607,1957-01-01,,notKnown,"Noon, Jeff",,dbp_11482,http://dbpedia.org/resource/Jorge_Amado,1912-08-10,2001-08-06,male,Jorge Amado,"	Captains_of_the_Sands	Dona_Flor_and_Her_Two_Husbands_(novel)	Gabriela,_Clove_and_Cinnamon	Tieta	Home_Is_the_Sailor_(novel)	The_Golden_Harvest	Jubiabá	Red_Field	Sea_of_Death	Shepherds_of_the_Night	Sweat_(novel)	Tereza_Batista:_Home_from_the_Wars	The_Bowels_of_Liberty	The_Discovery_of_America_by_the_Turks	The_Two_Deaths_of_Quincas_Wateryell	The_Violent_Land	The_War_of_the_Saints	Showdown_(Amado_novel)	Coasting_(memoir)	Tent_of_Miracles_(novel)	Bahia_de_Todos-os-santos_(book)	The_ABC_of_Castro_Alves",http://dbpedia.org/resource/jorge_amado,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_283,http://dbpedia.org/resource/John_Berryman,1914-10-25,1972-01-07,male,John Berryman,	The_Dream_Songs,http://dbpedia.org/resource/john_berryman,0
dnb_1321,http://d-nb.info/gnd/118904469,1945-01-01,,male,"Banville, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1322,http://d-nb.info/gnd/142513113,,,notKnown,"Dickinson, John",,dbp_22127,http://dbpedia.org/resource/Neil_Bissoondath,1955-4-19,,male,Neil Bissoondath,	Selling_Illusions:_The_Cult_of_Multiculturalism_in_Canada,http://dbpedia.org/resource/neil_bissoondath,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_283,http://dbpedia.org/resource/John_Berryman,1914-10-25,1972-01-07,male,John Berryman,	The_Dream_Songs,http://dbpedia.org/resource/john_berryman,0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1323,http://d-nb.info/gnd/124697623,1627-01-01,1656-01-01,male,"Hall, John",,dbp_2380,http://dbpedia.org/resource/John_Hall_(poet),1627-1-1,1656-08-01,male,John Hall (poet),,http://dbpedia.org/resource/john_hall_(poet),1
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_283,http://dbpedia.org/resource/John_Berryman,1914-10-25,1972-01-07,male,John Berryman,	The_Dream_Songs,http://dbpedia.org/resource/john_berryman,0
dnb_1324,http://d-nb.info/gnd/104136472,,,notKnown,"Hopkins, John",,dbp_16012,http://dbpedia.org/resource/John_Hopkins_(poet),1675-1-1,,male,John Hopkins (poet),,http://dbpedia.org/resource/john_hopkins_(poet),1
dnb_1325,http://d-nb.info/gnd/120434326,1962-01-01,,male,"Lanchester, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1325,http://d-nb.info/gnd/120434326,1962-01-01,,male,"Lanchester, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1325,http://d-nb.info/gnd/120434326,1962-01-01,,male,"Lanchester, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1326,http://d-nb.info/gnd/119420309,1713-07-09,1767-12-22,male,"Newbery, John",,dbp_26750,http://dbpedia.org/resource/Mark_Bowden,1951-07-17,,male,Mark Bowden,	Black_Hawk_Down:_A_Story_of_Modern_War	Killing_Pablo	Guests_of_the_Ayatollah	In_the_Company_of_Heroes	Black_Hawk_Down_(book),http://dbpedia.org/resource/mark_bowden,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_53,http://dbpedia.org/resource/John_Galsworthy,1867-08-14,1933-01-31,male,John Galsworthy,	Escape_(play)	The_Forsyte_Saga	The_Forsyte_Saga_(2002_miniseries)	In_Chancery,http://dbpedia.org/resource/john_galsworthy,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_105,http://dbpedia.org/resource/M._John_Harrison,1945-07-26,,male,M. John Harrison,	Viriconium_(1988_collection)	Viriconium_(2000_collection)	The_Centauri_Device	Light_(novel)	Signs_of_Life_(novel)	Nova_Swing,http://dbpedia.org/resource/m._john_harrison,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_283,http://dbpedia.org/resource/John_Berryman,1914-10-25,1972-01-07,male,John Berryman,	The_Dream_Songs,http://dbpedia.org/resource/john_berryman,0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1327,http://d-nb.info/gnd/119201119,1796-01-01,1852-01-01,notKnown,"Richardson, John",,dbp_2385,http://dbpedia.org/resource/John_Richardson_(author),1796-10-04,1852-05-12,male,John Richardson (author),,http://dbpedia.org/resource/john_richardson_(author),1
dnb_1328,http://d-nb.info/gnd/128589213,1963-03-22,,male,"Ringo, John",,dbp_51,http://dbpedia.org/resource/John_Bellairs,1938-01-17,1991-03-08,male,John Bellairs,	St._Fidgeta_and_Other_Parodies	The_Face_in_the_Frost	The_Dark_Secret_of_Weatherend	The_Lamp_from_the_Warlock's_Tomb	The_Treasure_of_Alpheus_Winterborn,http://dbpedia.org/resource/john_bellairs,0
dnb_1328,http://d-nb.info/gnd/128589213,1963-03-22,,male,"Ringo, John",,dbp_52,http://dbpedia.org/resource/John_Bunyan,1628-11-28,1688-08-31,male,John Bunyan,	The_Pilgrim's_Progress	The_Holy_War	Grace_Abounding_to_the_Chief_of_Sinners,http://dbpedia.org/resource/john_bunyan,0
dnb_1328,http://d-nb.info/gnd/128589213,1963-03-22,,male,"Ringo, John",,dbp_102,http://dbpedia.org/resource/John_Perry_Barlow,1947-10-03,,male,John Perry Barlow,,http://dbpedia.org/resource/john_perry_barlow,0
dnb_1328,http://d-nb.info/gnd/128589213,1963-03-22,,male,"Ringo, John",,dbp_283,http://dbpedia.org/resource/John_Berryman,1914-10-25,1972-01-07,male,John Berryman,	The_Dream_Songs,http://dbpedia.org/resource/john_berryman,0
dnb_1328,http://d-nb.info/gnd/128589213,1963-03-22,,male,"Ringo, John",,dbp_292,http://dbpedia.org/resource/John_O'Hanlon_(writer),1821-4-30,1905-5-15,male,John O'Hanlon (writer),,http://dbpedia.org/resource/john_o'hanlon_(writer),0
dnb_1329,http://d-nb.info/gnd/124075746,1959-01-01,,male,"Franzen, Jonathan",,dbp_35,http://dbpedia.org/resource/Frances_Burney,1752-06-13,1840-01-06,female,Frances Burney,	Cecilia_(Burney_novel)	The_Wanderer_(1814_novel)	Camilla_(Burney_novel)	Evelina,http://dbpedia.org/resource/frances_burney,0
dnb_1330,http://d-nb.info/gnd/172433479,1813-01-01,1880-05-16,notKnown,"Very, Jones",,dbp_25,http://dbpedia.org/resource/Diana_Wynne_Jones,1934-08-16,2011-03-26,female,Diana Wynne Jones,	Howl's_Moving_Castle	Chrestomanci	Dalemark_Quartet	Castle_in_the_Air_(novel)	The_Magicians_of_Caprona	Enchanted_Glass	The_Pinhoe_Egg	The_Game_(Jones_novel)	Charmed_Life_(novel)	Archer's_Goon	Deep_Secret	Eight_Days_of_Luke	Conrad's_Fate	Fire_and_Hemlock	The_Merlin_Conspiracy	The_Crown_of_Dalemark	The_Homeward_Bounders	The_Spellcoats	The_Lives_of_Christopher_Chant	Year_of_the_Griffin	Dogsbody_(novel)	The_Tough_Guide_To_Fantasyland	Witch_Week	Mixed_Magics	Dark_Lord_of_Derkholm	Cart_and_Cwidder	Drowned_Ammet	A_Tale_of_Time_City	The_Time_of_the_Ghost	Hexwood	House_of_Many_Ways	Power_of_Three_(novel)	The_Ogre_Downstairs,http://dbpedia.org/resource/diana_wynne_jones,0
