m1pp_id,m1pp_cid,m1pp_number,m1pp_length,m1pp_title,m1pp_artist,m1pp_album,m1pp_year,m1pp_language,m1pp_filtering_attr
m1pp_992,2535,008,199,I Must Have Done Something Bad,George Jones,50 Years ofHits,2004,,imusthavedonesomethingbadgeorgejones50yearsofhits
m1pp_993,4326,012,168,Nursehellamentary,Nursehella,Secon Coming,2012,,nursehellamentarynursehellaseconcoming
m1pp_994,2543,001,274,American Saturday Night,Brad Paisley,American Saturday Night,2009,,americansaturdaynightbradpaisleyamericansaturdaynight
m1pp_995,2545,004,49,Shotput,Elliott Sharp & Zeena Parkins,Psych-Acoustic,1994,,shotputelliottsharp&zeenaparkinspsychacoustic
m1pp_996,2547,009,24,Outro,Sagrdo,Mass Sufferings of a Human Being,2012,,outrosagrdomasssufferingsofahumanbeing
m1pp_997,2549,001,431,Triumphant Storm,Labyrinth Spell,The Labyrinth Spell,,,triumphantstormlabyrinthspellthelabyrinthspell
m1pp_998,3860,004,364,Gloria,Blues Magoos,Electric Comic Book,2011,,gloriabluesmagooselectriccomicbook
m1pp_999,2550,013,163,C'est chouette d'être un monsieur,Jean Gabin,Best Of,,,cestchouettedêtreunmonsieurjeangabinbestof
m1pp_1000,9953,,254,A Chance Of Rain,Bedouin Soundclash,Light The Horizon,2010,,achanceofrainbedouinsoundclashlightthehorizon
m1pp_1001,2556,005,195,Soudain il est trop tard,Claude François,Le lundi au soleil,1998,,soudainilesttroptardclaudefrançoislelundiausoleil
m1pp_1002,2557,008,262,Pedindo amor,Leandro & LeonarCdo,"Leandro & Leonardo, Volume 11",1997,,pedindoamorleandro&leonarcdoleandro&leonardovolume11
m1pp_1003,2559,001,24,Intro,Asylum Street Spankers,Spanks for the Memories,1996,,introasylumstreetspankersspanksforthememories
m1pp_1004,2567,003,204,Ahead of the Pack,Accept,Restless and Wild,1982,,aheadofthepackacceptrestlessandwild
m1pp_1005,2568,014,142,Time Ran Out,Deadline,We’re Takng Over,2008,,timeranoutdeadlinewe’retakngover
m1pp_1006,2572,010,165,L Train,Chiara Civello,TThe_Space_Between,2007,,ltrainchiaracivellotthespacebetween
m1pp_1007,9872,014,0,Partir,LAREINE,Never Cage,2004,,partirlareinenevercage
m1pp_1008,3327,019,137,Warlord,Shadows,The Best of the Shadows,1992,,warlordshadowsthebestoftheshadows
m1pp_1009,2578,004,230,Clandestine From Humanity,Bloodgasm,B.,2003,,clandestinefromhumanitybloodgasmb
m1pp_1010,2587,012,231,Άνοιξαν οι ουρανοί,Έλενα Παπαρίζου,Υπάρχει λόγος,2006,,άνοιξανοιουρανοίέλεναπαπαρίζουυπάρχειλόγος
m1pp_1011,2591,007,164,vulnerable,destoephobia,ex sententia - a journey through thorough thoughts,2006,,vulnerabledestoephobiaexsententiaajourneythroughthoroughthoughts
m1pp_1012,6778,007,205,Be Nice to Me,Todd Rundgren,Todd Rundgren,,,benicetometoddrundgrentoddrundgren
m1pp_1013,5231,012,63,"Auf, schicke dich recht feierlich, Wq 249: Recitativ ""Wohin mein Auge blickt""",Carl Philipp Emanuel Bach,Edition Bach Carl Philipp Emanuel,2004,,aufschickedichrechtfeierlichwq249recitativwohinmeinaugeblicktcarlphilippemanuelbacheditionbachcarlphilippemanuel
m1pp_1014,2599,025,123,"Raspberries, Strawberries",Kingston Trio,The Guard Years,2002,,raspberriesstrawberrieskingstontriotheguardyears
m1pp_1015,5513,109,93,Infomotion,Joseph Saba & Stewart Winter,Issue Box,,,infomotionjosephsaba&stewartwinterissuebox
m1pp_1016,8072,003,297,Destroy,Noisekick,"This Is Terror, Volume 5",2005,,destroynoisekickthisisterrorvolume5
m1pp_1017,2604,005,0,Glass Web,mirdaor,Chapel EP,2010,,glasswebmirdaorchapelep
m1pp_1018,2606,003,203,Dzieci,Waldemar Kasta,Prawda Naga cd. 2,,,dzieciwaldemarkastaprawdanagacd2
m1pp_1019,2610,009,376,Exalted Above Thrones,Naglfar,Vittra,1995,,exaltedabovethronesnaglfarvittra
m1pp_1020,2612,unk.,226,All I Want,Wild Strawberries,Twist,2000,,alliwantwildstrawberriestwist
m1pp_1021,7806,008,-1,The Black,Before the Dawwn,4:17 am,2004,,theblackbeforethedawwn417am
m1pp_1022,2409,002,409,Act III: Comfort Me,Shadow Gaallery,Room V,2006,,actiiicomfortmeshadowgaalleryroomv
m1pp_1023,8466,022,204,Ein Lied für Bielefeld,Harald Wehmeier & Detlev Gröning,Stenkelfeld: Alle Originale,2010,,einliedfürbielefeldharaldwehmeier&detlevgröningstenkelfeldalleoriginale
m1pp_1024,2617,0C7,231,Aqua Dementia,Mastodon,Live at Brixton,2014,,aquadementiamastodonliveatbrixton
m1pp_1025,2620,006,73,Overflowing Ashtrays,Sensations' Fix,Music Is Painting in the Air,2012,,overflowingashtrayssensationsfixmusicispaintingintheair
m1pp_1026,8493,008,0,I’ll Be Damned,Dark Time Sunshine feat. Poeina Suddarth,ANX,,,i’llbedamneddarktimesunshinefeatpoeinasuddarthanx
m1pp_1027,2626,010,316,"Lohengrin: Act III. ""Oh prodi guerrieri,""",RichardWagner,"Lohengrin (Orchestra Sinfonica e Coro di Milano della RAI, feat. conductor: Ferdinand Leitner, singers: Dari, Kónya, Pobbe, Protti, Didier)",2009,,lohengrinactiiiohprodiguerrieri
m1pp_1028,2627,001,156,Rakkautta huhtikuussa,Hannu Hovi,Kuolemattomat levytykset,2007,,rakkauttahuhtikuussahannuhovikuolemattomatlevytykset
m1pp_1029,2630,004,0,Kollegium,Sweet 'n Candy,Dishes !,2004,,kollegiumsweetncandydishes
m1pp_1030,2631,007,313,La Playa,Captain Zorx Stimmungsattacke,Captain Zorx Stimmungsattacke,2006,,laplayacaptainzorxstimmungsattackecaptainzorxstimmungsattacke
m1pp_1031,2414,001,400,The Magick Bird of Chomo-Lung-Ma,Obsolete vs. Delete,"Land of Baboon, Volume 2: The Return of the Illclectic",1997,,themagickbirdofchomolungmaobsoletevsdeletelandofbaboonvolume2thereturnoftheillclectic
m1pp_1032,2639,001,408,Embargo!,Embargo!,Embargo!,1999,,embargoembargoembargo
m1pp_1033,2640,010,346,Us,Céline Dion,Let's Talk About Love,1997,,uscélinedionletstalkaboutlove
m1pp_1034,2646,001,227,Spider in the Snow,Dismemberment Plan,Live in Japan 2011,2011,,spiderinthesnowdismembermentplanliveinjapan2011
m1pp_1035,2648,002,179,La nuit n'en finit plus,PetulaClark,C'est ma chanson,1988,,lanuitnenfinitpluspetulaclarkcestmachanson
m1pp_1036,2649,001,49,Didascalico bis,Piotta,...Senza er,2013,,didascalicobispiottasenzaer
m1pp_1037,2653,3,268,Greatest Story,Kim Taylor,The Greatest Story,2008,,greateststorykimtaylorthegreateststory
m1pp_1038,2656,004,-1,Hoy,Tony Vega,Serie Cristal: Greatest Hits,1997,,hoytonyvegaseriecristalgreatesthits
m1pp_1039,2660,011,272,Build Your Love,Alison Limerick,With a Twist,1994,,buildyourlovealisonlimerickwithatwist
m1pp_1040,100,001,252,Astronomy Domine,Pink Floyd,The Piper atthe Gates of Dawn,1987,,astronomydominepinkfloydthepiperatthegatesofdawn
m1pp_1041,2668,001,115,Preserved Roses,T.M.Revolution×水樹奈々,Preserved Roses,2013,,preservedrosestmrevolution×水樹奈々preservedroses
m1pp_1042,2669,030,138,Jamaica Farewell,ABC For Kids,"World's Best Kids Songs, Volume 2",2008,,jamaicafarewellabcforkidsworldsbestkidssongsvolume2
m1pp_1043,9516,006,-1,Patrick,Kirsty MacColl,The Stiff Years,2005,,patrickkirstymaccollthestiffyears
m1pp_1044,2678,002,66,Peruvian Plains,Anthony Phillips & Joji Hirota,"Missing Links, Volume 3: Time and Tide",,,peruvianplainsanthonyphillips&jojihirotamissinglinksvolume3timeandtide
m1pp_1045,843,011,421,Powerslave,Futures End,Memoirs of a Broken Man,2009,,powerslavefuturesendmemoirsofabrokenman
m1pp_1046,2682,001,414,Slow Descent,Cu be K,unknown,2009,,slowdescentcubekunknown
m1pp_1047,3801,009,268,Verdi / I vespri siciliani,Maria Callas,Vive 2,1996,,verdiivesprisicilianimariacallasvive2
m1pp_1048,1765,001,304,Distinction ~ Acceptance,Landmark Education,"Relationships: Love, Intimacy & Freedom",,,distinction~acceptancelandmarkeducationrelationshipsloveintimacy&freedom
m1pp_1049,2496,010,0,27 Different Ways,Kemo the Blaxican,Not So Rich and Famous,,,27differentwayskemotheblaxicannotsorichandfamous
m1pp_1050,2686,009,371,La Cumbia Del Pepino,nan,His Thinking Congas,1998,,lacumbiadelpepino#histhinkingcongas
m1pp_1051,2687,016,75,Spirit of Death,Nick Phoenix & Thomas J. Bergersen,"Two Steps From Hell, Volume One",2006,,spiritofdeathnickphoenix&thomasjbergersentwostepsfromhellvolumeone
m1pp_1052,2690,O11,237,Valmis,Kauko Röyhkä,Etsijät,2002,,valmiskaukoröyhkäetsijät
m1pp_1053,462,003,238,First Flight,Vincent Diamannte,Cloud OST,2005,,firstflightvincentdiamanntecloudost
m1pp_1054,2693,003,203,"The Well-Tempered Clavier, Book II: Prelude & Fugue No. 15 in G major, BWV 884",Johann Sebastian Bach,"The Well-Tempered Clavier, Books I & II (feat. organ: Louis Thiry)",1973,,thewelltemperedclavierbookiiprelude&fugueno15ingmajorbwv884
m1pp_1055,2698,012,215,Voy a apostar por tí,Tino Casal,Histeria,,,voyaapostarportítinocasalhisteria
m1pp_1056,4479,006,0,ProgRo_5,ZolloZ,ZolloZkunstStoFF,2013,,progro5zollozzollozkunststoff
m1pp_1057,2706,007,244,All This Is That,Beach Boys,"Carl and the Passions: ""So Tough""",1991,,allthisisthatbeachboyscarlandthepassionssotough
m1pp_1058,2454,001,359,Funeral March,Kosh,Funeral March,2006,,funeralmarchkoshfuneralmarch
m1pp_1059,8025,011,163,City Lights,Rick Treviño,Tribute to Tradition,1998,,citylightsricktreviñotributetotradition
m1pp_1060,3095,019,196,Stupid Hoe,Nicki Minaj,Pink Friday: Roman Reloaded: The Re-Up,2012,,stupidhoenickiminajpinkfridayromanreloadedthereup
m1pp_1061,8153,006,214,Turning Point,Inch-time,As the Moon Draws Water,2006,,turningpointinchtimeasthemoondrawswater
m1pp_1062,2718,016,0,Better Man,Pearl Jam,"1994-04-12: Orpheum Theater, Boston, MA, USA",,,bettermanpearljam19940412orpheumtheaterbostonmausa
m1pp_1063,2720,O08,77,Der Freund von Lüül,17 Hippies,RoZck’n’Roll 13,2010,,derfreundvonlüül17hippiesrozck’n’roll13
m1pp_1064,2721,008,388,Shyam Kalyan,Australian Bebop Ragas,Snakes and Ladders,,,shyamkalyanaustralianbebopragassnakesandladders
m1pp_1065,2722,005,451,"Symphony No. 40 in G minor, K. 550: I. Molto allegro",Wolfgang Amadeus Mozart,"The Great Smphonies, Volume 1",,,symphonyno40ingminork550imoltoallegrowolfgangamadeusmozartthegreatsmphoniesvolume1
m1pp_1066,8661,032,155,Belle Vie,Paul Mottram,nan,2002,,belleviepaulmottram#
m1pp_1067,5613,005,140,Hernandos Hideaway,Billy May's Rico Mambo Orchestra,The Bachelor,1999,,hernandoshideawaybillymaysricomamboorchestrathebachelor
m1pp_1068,2739,008,207,I See You,"Arianna_Antinori,_Jean_Charles_Carbone,_Marco_Fasolo,_Ernesttico,_Marco_Pandolfi,_Luca_Moresco_&_Davide_Pezzin",AriannAntinori,2012,,iseeyouariannaantinorijeancharlescarbonemarcofasoloernestticomarcopandolfilucamoresco&davidepezzinariannantinori
m1pp_1069,8813,009,159,Serenade,"London Promenade Orchestra, Eric Hammerstein",Light Classics for Listening & Relaxation,1995,,serenadelondonpromenadeorchestraerichammersteinlightclassicsforlistening&relaxation
m1pp_1070,2745,001,202,Travel,Guts Pie Earshot,amparo fugaz,,,travelgutspieearshotamparofugaz
m1pp_1071,6216,004,0,Feels Like the First Time,WannaBees,Another EP,1993,,feelslikethefirsttimewannabeesanotherep
m1pp_1072,1102,005,287,A Fair Affair,Misty Oldland,More Music 2,,,afairaffairmistyoldlandmoremusic2
m1pp_1073,2752,003,0,Dreamlet,Room Noir,White Earth,,,dreamletroomnoirwhiteearth
m1pp_1074,2757,001,-1,Bonanza,Anthony Lomas,Multiplicitty,2012,,bonanzaanthonylomasmultiplicitty
m1pp_1075,7289,013,247,Dance of Solitude,Shadrane,Tempral,2008,,danceofsolitudeshadranetempral
m1pp_1076,8752,020,305,So What the Fuss,Stevie Wonder,Number 1's,2007,,sowhatthefusssteviewondernumber1s
m1pp_1077,2761,015,10,Empty Pocket Blues,Richard Myhill,"Music Through the Ages, Part Two: 1900 to 1940",,,emptypocketbluesrichardmyhillmusicthroughtheagesparttwo1900to1940
m1pp_1078,4033,010,0,Anima Mundi,Last Atlant,Globetronica 2,20 09,,animamundilastatlantglobetronica2
m1pp_1079,6430,00 7,193,Santa Virgen Maria,Eisenfunk,300,2009,,santavirgenmariaeisenfunk300
m1pp_1080,4110,007,221,Ela mia nikita,Savvas Paphiti,20 Popular Melodies From Greece and Cyprus,1994,,elamianikitasavvaspaphiti20popularmelodiesfromgreeceandcyprus
m1pp_1081,2780,005,164,My World Is Empty Without You,Heptones,Peace & Harmony: The Trojan Anthology,2004,,myworldisemptywithoutyouheptonespeace&harmonythetrojananthology
m1pp_1082,2787,008,259,Die Katze unter den Bäumen 08,Philip sPullman,Das magische Messer (feat. narrator: Rufus Beck),2008,,diekatzeunterdenbäumen08
m1pp_1083,9136,001,398,[Vaka],Sigur Rós,In a Frozen Sea: A Year with Sigur Rós,2007,,vakasigurrósinafrozenseaayearwithsigurrós
m1pp_1084,2805,004,0,"O Mother Mary Teri Sharn Me Jo Aaye, Jeevan Safal Ho Jaye",Sushree Sangeeta,Bheegi Palkein,1982,,omothermaryterisharnmejoaayejeevansafalhojayesushreesangeetabheegipalkein
m1pp_1085,2806,013,236,Humanoid,Jochen Miller,"2010-06-10: A State of Trance #460: Sodo Showbox, Seattle, U.S.A.",,,humanoidjochenmiller20100610astateoftrance#460sodoshowboxseattleusa
m1pp_1086,2809,012,194,Ice Flowers,Bernward Koch,Silent Star,2011,,iceflowersbernwardkochsilentstar
m1pp_1087,4359,006,279,Casablanca,maXdion,ClassicMusic Guropean B,,,casablancamaxdionclassicmusicguropeanb
m1pp_1088,853,002,149,Baby I'm Yours,Cass Elliot,Cass Elliot,1972,,babyimyourscasselliotcasselliot
m1pp_1089,6202,010,210,I Miss You Baby,Taj Mahal,The Very BesSt of Taj Mahal,1998,,imissyoubabytajmahaltheverybesstoftajmahal
m1pp_1090,2815,028,8,Plague,Robert J. Foster,Dark History 1,,,plaguerobertjfosterdarkhistory1
m1pp_1091,2817,015,232,Little Miss Can't Be Wrong,Spin Doctors,The Rolling Stone Collection: 1986-1992,1993,,littlemisscantbewrongspindoctorstherollingstonecollection19861992
m1pp_1092,5404,004,297,Nothing to Lose Lose,Dimitri From Paris,Sacrebleu,1998,,nothingtoloselosedimitrifromparissacrebleu
m1pp_1093,2821,014,211,Chica Bomb,Dan Bălan,n.a.,2010,,chicabombdanbălanna
m1pp_1094,5139,002,236,雨帰り,いえろ～ぜぶら,いえろ～ぜぶら ふぃな～れBOX,2011,,雨帰りいえろ～ぜぶらいえろ～ぜぶらふぃな～れbox
m1pp_1095,2121,001,207,In the Golden Light,"One Tail, One Head","One Tail, One Head",2011,,inthegoldenlightonetailoneheadonetailonehead
m1pp_1096,2833,004,161,Meluzyna,Teatr Muzyczny ROMA,Akademia Pana Kleksa,2007,,meluzynateatrmuzycznyromaakademiapanakleksa
m1pp_1097,2834,,437,Outra Vida,Gammas,Bar Lounge Classics: Winter Edition,2996,,outravidagammasbarloungeclassicswinteredition
m1pp_1098,6867,007,162,Halloween,Lida Husik,Bozo,1991,,halloweenlidahusikbozo
m1pp_1099,4204,013,278,Cruel Little Number,Jeff Healey Band,Absolute Music 2,1993,,cruellittlenumberjeffhealeybandabsolutemusic2
m1pp_1100,8045,027,176,Can You Explain It,Devotionss,"Windy City Doo Wop to Soul, Volume 2",2005,,canyouexplainitdevotionsswindycitydoowoptosoulvolume2
m1pp_1101,2850,005,254,Kabátky děravý,Psí vojáci,Těžko říct,2003,,kabátkyděravýpsívojácitěžkoříct
m1pp_1102,6959,010,0,Κάθε πρωί,Μίκης Θεοδωράκης & Βασίλης Παπακωνσταντίνου,Της εξορίας...,1976,,κάθεπρωίμίκηςθεοδωράκης&βασίληςπαπακωνσταντίνουτηςεξορίας
m1pp_1103,2853,002,187,Crazy in Love,Snow Patrol,"Cosmosonica: Tom Middleton Presents Crazy Covers, Volume 1",2005,,crazyinlovesnowpatrolcosmosonicatommiddletonpresentscrazycoversvolume1
m1pp_1104,2855,001,219,Devil's Roof,Throwing Muses,Hunkpapa,1989,,devilsroofthrowingmuseshunkpapa
m1pp_1105,1645,005,160,Yo Quiero Bailar,Ivy Queen,Tra Tra,,,yoquierobailarivyqueentratra
m1pp_1106,2856,0A1,0,[untitled],Carsten Fietz,Treibstof,1999,,untitledcarstenfietztreibstof
m1pp_1107,5794,001,48,Blurred and Muted,Deadstar Assembly,Deadstar Assembly,2006,,blurredandmuteddeadstarassemblydeadstarassembly
m1pp_1108,604,005,174,Cold Hearts,Club 8,Strangely Beautiful,2003,,coldheartsclub8strangelybeautiful
m1pp_1109,2866,006,163,Prefiero sufrir,Los AlegEres de Terán,Grabaciones originales: 1952-1954,2004,,prefierosufrirlosalegeresdeterángrabacionesoriginales19521954
m1pp_1110,8770,013,208,Quero Te Ver Feliz,Os Travessos,Ao Vivo,2004,,queroteverfelizostravessosaovivo
m1pp_1111,2872,006,422,Klaviersonate N°2 A-Dur op. 2: II. Largo Appassionato,LudwigvanBeethoven,Klaviersonaten,,,klaviersonaten°2adurop2iilargoappassionatoludwigvanbeethovenklaviersonaten
m1pp_1112,13,016,263,Gimme Dat,Rye Rye,RYEot powRR,2011,,gimmedatryeryeryeotpowrr
m1pp_1113,5432,004,183,Flyt,Elektrubadur,Svarta fotspår,2003,,flytelektrubadursvartafotspår
m1pp_1114,6555,006,121,Wabash Cannonball,Lonnie Donegan,King of Skiffle,,,wabashcannonballlonniedonegankingofskiffle
m1pp_1115,2888,007,252,Rock the Shack,New,Get Ready,2001,,rocktheshacknewgetready
m1pp_1116,2889,008,210,A Groovy Kind of Love,Phil Collins,"Gold & Platinum, Volum e6",1989,,agroovykindoflovephilcollinsgold&platinumvolume6
m1pp_1117,2890,009,115,Your Own Fault,S.M.E.S.,Gory Gory Halleluja!,2006,,yourownfaultsmesgorygoryhalleluja
m1pp_1118,2891,014,0,Erottamattomat,Köpi Koski & Projekti,Salainen paikka,2007,,erottamattomatköpikoski&projektisalainenpaikka
m1pp_1119,7037,003,196,Hello My Little Fish,Me and My Droid,The First Artefacts,2006,,hellomylittlefishmeandmydroidthefirstartefacts
m1pp_1120,2897,002,239,I'm Free,Soup Dragons,Pleasure,1992,,imfreesoupdragonspleasure
m1pp_1121,2898,001,-1,"Inside the Dream Syndicate, Volume I: Day of Naigara","John Cale, Tony Conrad, Angus MacLise, La Monte Young and Marian Zazeela","Inside the Dream Syndicate, Volume I: Day of Niagara (1965)",2000,,insidethedreamsyndicatevolumeidayofnaigara
m1pp_1122,9418,010,318,"Tonight, Twice",Mark Dufrresne,There's a Song in There,,,tonighttwicemarkdufrresnetheresasonginthere
m1pp_1123,9967,0A5,65,Rapist,Stark Raving Mad,Stark Raving Mad,1984,,rapiststarkravingmadstarkravingmad
m1pp_1124,3458,009,148,Gift_of_Love_,Voice Male,Jingles 3,2012,,giftoflovevoicemalejingles3
m1pp_1125,2907,010,96,Suite e-moll BWV 996: Bourrée,Johann Sebastian Bach,Best of Gitarre,2007,,suiteemollbwv996bourréejohannsebastianbachbestofgitarre
m1pp_1126,6622,012,390,Kiss Us Goodbye,Destiny,The Tracy Chapter,2004,,kissusgoodbyedestinythetracychapter
m1pp_1127,2912,011,0,Vaste vriend,Overtref,Alles over tref,2007,,vastevriendovertrefallesovertref
m1pp_1128,2915,002,411,"Not Here, Not Near",Polar Bear,Dim Lit,2003,,notherenotnearpolarbeardimlit
m1pp_1129,1796,005,0,Gonna Change My Way of Thinking,Bob Dylan,"The Complete Album Collection, Volume One",2013,,gonnachangemywayofthinkingbobdylanthecompletealbumcollectionvolumeone
m1pp_1130,2353,005,271,Recycled Air,Postal Service,Give Up,2003,,recycledairpostalservicegiveup
m1pp_1131,2925,,193,Samone,Alamedadosoulna,Finissimo,2007,,samonealamedadosoulnafinissimo
m1pp_1132,2927,004,298,Homebass,Outside Agency,The Outside Agency,1996,,homebassoutsideagencytheoutsideagency
m1pp_1133,1104,007,76,Arrivals,Silverstein,This Is How the Wind Shifts,2013,,arrivalssilversteinthisishowthewindshifts
m1pp_1134,2931,011,391,Acts 27,Marquis Laughlin,ESV The New Testament on CD,,,acts27marquislaughlinesvthenewtestamentoncd
m1pp_1135,8253,009,0,Adventum Rebellionus,Heritech,"F**K 'em All, Volume 2",2008,,adventumrebellionusheritechf**kemallvolume2
m1pp_1136,2943,018,0,Born to Be Bad,Carl Mann,Mona Lisa,,,borntobebadcarlmannmonalisa
m1pp_1137,2944,001,170,Highschool Girls,Masons,Plymouthh Rock,,,highschoolgirlsmasonsplymouthhrock
m1pp_1138,6647,007,259,Living on  aFrontline,U.D.O.,Faceless World,1990,,livingonafrontlineudofacelessworld
m1pp_1139,6912,014,224,Tillo en los cortes,Ari,Gancho perfecto,1999,,tilloenloscortesariganchoperfecto
m1pp_1140,9687,005,212,Tuxedo Junction,Glenn Miller,All Time Greatest Hits: The Best of the War Years,2001,,tuxedojunctionglennmilleralltimegreatesthitsthebestofthewaryears
m1pp_1141,7866,009,290,accidnets Dotn't Happen,El‐P,Fandam Plus,,,accidnetsdotnthappenel‐pfandamplus
m1pp_1142,2968,006,189,Give a Little Time,Treniers,Cool It Baby,1988,,givealittletimetrenierscoolitbaby
m1pp_1143,28,006,230,Wheels of Fire,Saints & Sinners,Saints & Sinners,,,wheelsoffiresaints&sinnerssaints&sinners
m1pp_1144,2970,002,271,"Act II - A squandered love, an empty life",Tettix,The Tyrant's Parable,2008,,actiiasquanderedloveanemptylifetettixthetyrantsparable
m1pp_1145,7240,001,295,痴情歲月,陳百強,只因愛你你,1991,,痴情歲月陳百強只因愛你你
m1pp_1146,3566,003,289,Camilla Rhodes,Between the Buried and Me,The Silent Circus,2003,,camillarhodesbetweentheburiedandmethesilentcircus
m1pp_1147,2973,018,0,Rock: Bottomed Out,Robert Etoll,"Music for Film & Television, Volume 4 (disc B)",,,rockbottomedout
m1pp_1148,2977,014,172,Born to Sing the Blues,Shirley Bassey,Born to Sign,1994,,borntosingthebluesshirleybasseyborntosign
m1pp_1149,8593,00A,236,When I Think of You,Janet Jackson,When I Think of You,1986,,whenithinkofyoujanetjacksonwhenithinkofyou
m1pp_1150,7876,017,256,BINN No. 812,Mr. Leary,DELICIOSA,2007,,binnno812mrlearydeliciosa
m1pp_1151,2982,009,199,I've Missed You,Aaron Sprinkle,Water & Guns,2013,,ivemissedyouaaronsprinklewater&guns
m1pp_1152,2994,013,393,"Schluss, aus, okay!",Wolfgang Niedecken und die WDR Big Band Köln,Niedecken Köln,2004,,schlussausokaywolfgangniedeckenunddiewdrbigbandkölnniedeckenköln
m1pp_1153,2995,007,278,Fiesta,Clazziquai Project,Love Child of the Century,2007,,fiestaclazziquaiprojectlovechildofthecentury
m1pp_1154,2996,011,409,I Want to Know What Love Is,Foreigner,Live in '05,,,iwanttoknowwhatloveisforeignerlivein05
m1pp_1155,2997,007,250,All I Dreamed,Realite,Realite,1996,,allidreamedrealiterealite
m1pp_1156,8052,0B1,317,Behind the Wheel,Depeche Mode,Music for the MMasses,1987,,behindthewheeldepechemodemusicforthemmasses
m1pp_1157,3004,004,0,Never Gonna Stop,Deva Mahal,Live at Hope Bros.,1996,,nevergonnastopdevamahalliveathopebros
m1pp_1158,401,001,0,Watt Bird,Moonbootica,Watt Bird / Break of Light,2006,,wattbirdmoonbooticawattbirdbreakoflight
m1pp_1159,3008,011,312,Ode to the WWest Wind,MephistoM Walz,Immersion,1998,,odetothewwestwindmephistomwalzimmersion
m1pp_1160,3009,,40,Sgs,Monobright,Monobright Two,,,sgsmonobrightmonobrighttwo
m1pp_1161,3015,010,0,"Music Is My Hot, Hot Sex",CSS,Cansei de Ser Sexy,2006,,musicismyhothotsexcsscanseidesersexy
m1pp_1162,3018,035,30,One and Only,Rob Bagshaw & Nigel Thompson,Pop and Urban,,,oneandonlyrobbagshaw&nigelthompsonpopandurban
m1pp_1163,3021,002,173,We've Been Talked Down,Joggers,WithaCapeandaCane,2005,,wevebeentalkeddownjoggerswithacapeandacane
m1pp_1164,3414,005,254,Xenophobie,MuWndtot,Endzeit BEP,2010,,xenophobiemuwndtotendzeitbep
m1pp_1165,3022,009,200,Taluma,Intrax//Venom Entertainment,Statisticz,2009,,talumaintraxvenomentertainmentstatisticz
m1pp_1166,8464,008,383,YU-NAGI,角松敏生,Summer 4 Rhythm,2003,,yunagi角松敏生summer4rhythm
m1pp_1167,3026,006,201,Hello Hello,KISS,Out of Asylum - 1985 Asylum Demos & Rehersals,2005,,hellohellokissoutofasylum1985asylumdemos&rehersals
m1pp_1168,4186,022,188,Flirtfehler,David Leukert,"Singles, Paare, Paradiese",2004,,flirtfehlerdavidleukertsinglespaareparadiese
m1pp_1169,9775,001,0,Prólogo,Quarteto 1111,Quarteto 1111,1970,,prólogoquarteto1111quarteto1111
m1pp_1170,3040,005,162,Παιδί θλιμμένο,Γεράσιμος Ανδρεάτος,Πικρό φιλί,1995,,παιδίθλιμμένογεράσιμοςανδρεάτοςπικρόφιλί
m1pp_1171,3041,15,201,I Want to Be Where You Are,Don Moen,God Will Make a Way,,,iwanttobewhereyouaredonmoengodwillmakeaway
m1pp_1172,2571,,207,Strangulated Pride,Destruction,The Antichrist,2001,,strangulatedpridedestructiontheantichrist
m1pp_1173,7351,016,110,Tommy Can You Hear Me?,Maggie Bell,Tommy (London Symphony Orchestra & Chamber Choir),1972,,tommycanyouhearme
m1pp_1174,915,002,176,Si Me Vas A Dejar,Pete Astudillo,Como Te Extraño,1995,,simevasadejarpeteastudillocomoteextraño
m1pp_1175,3054,012,264,Me and Mrs Jones,RRonnie Foster,The Best Smooth Jazz… Ever!,,,meandmrsjonesrronniefosterthebestsmoothjazz…ever
m1pp_1176,3055,019,248,Put Your Drink Down,Mr. V,Pure Funky House,2008,,putyourdrinkdownmrvpurefunkyhouse
m1pp_1177,3057,002,0,Biomusicology,Ted Leo and the Pharmacists,"2004-07-19: Valentine's, Albany, NY, USA",,,biomusicologytedleoandthepharmacists20040719valentinesalbanynyusa
m1pp_1178,3200,004,285,Eniggma,Matjaž,Epirej & Sailea,2000,,eniggmamatjažepirej&sailea
m1pp_1179,8429,26,272,Flookin’ 26: Global Communication),Solid Groove,Fabric 26: Global Communication,2006,,flookin’26globalcommunication)solidgroovefabric26globalcommunication
m1pp_1180,7565,005,267,Wait,Laszlo,Laszlo,1999,,waitlaszlolaszlo
m1pp_1181,3066,010,198,Tänkte mig en cirkus,Hanne Juul Trio,10 visor,2007,,tänktemigencirkushannejuultrio10visor
m1pp_1182,6539,011,285,The Evil That Men Do,Naglfar,Vittra,2002,,theevilthatmendonaglfarvittra
m1pp_1183,3067,017,200,You Should Really Know,"Pirates feat. Enya, Shola Ama, Naila Boss & Ishani",Smash Hits! Let's Party,2004,,youshouldreallyknowpiratesfeatenyasholaamanailaboss&ishanismashhitsletsparty
m1pp_1184,7717,012,298,When You Were Mine,Cyndi Lauper,Time After Time: The Best Of,2000,,whenyouwereminecyndilaupertimeaftertimethebestof
m1pp_1185,5418,002,381,Jdarling,Ricky Peterson,"Acid Jazz, Volume 8",1997,,jdarlingrickypetersonacidjazzvolume8
