m5_id,m5_cid,m5_number,m5_length,m5_title,m5_artist,m5_album,m5_year,m5_language,m5_filtering_attr
m5_1013,2719,4,240000,No One,MMOTHS,Diaries,,English,noonemmothsdiaries
m5_1014,2405,21,109840,JJava,Dingle,Red Dog,,,jjavadinglereddog
m5_1015,2627,1,156253,Rakkautta huhtikuussa (April love),Hannu Hovi,Kuolemattomat levytykset,2007,Finnish,rakkauttahuhtikuussahannuhovikuolemattomatlevytykset
m5_1016,2723,4,194320,Sonata of Life: The New Life,Jim Stone,The Minstrel,,English,sonataoflifethenewlifejimstonetheminstrel
m5_1017,4319,9,455480,The Last Time I Left,Soul Whirling Somewhere,"Sonic Seducer: Cold Hands Seduction, Volume 34",2004,English,thelasttimeileftsoulwhirlingsomewheresonicseducercoldhandsseductionvolume34
m5_1018,2726,9,541000,Anomia,Anderegg,Anomia,2003,English,anomiaanderegganomia
m5_1019,2727,2,,Esto es lo que traigo,Cerroman,"One Life, todo por un sueño",2009,Spnaish,estoesloquetraigocerromanonelifetodoporunsueño
m5_1020,2728,1,366000,Golden Twilight,The Deadstock 33's,Deadstock 33's,2011,English,goldentwilightthedeadstock33sdeadstock33s
m5_1021,2729,10,,"Háry János, opera, Op. 15: Intermezzo",Zoltán Kodály,"Karajan Edition: Handel, Vaughan Williams, Ravel, Britten, Sibelius, Debussy, Bartók, Kodaly",1993,English,háryjánosoperaop15intermezzozoltánkodálykarajaneditionhandelvaughanwilliamsravelbrittensibeliusdebussybartókkodaly
m5_1022,3140,3,229826,KentuckyLament,Tol & Tol,Tol & Tol,,English,kentuckylamenttol&toltol&tol
m5_1023,2736,6,141000,Dedtox,Bazooka,This Is Groovy Indie Heavy?,,English,dedtoxbazookathisisgroovyindieheavy
m5_1024,2738,16,217506,Set Me Free,Jaki Graham,Greatest Eighties Collection,,English,setmefreejakigrahamgreatesteightiescollection
m5_1025,5533,4,,Hello You,Scott Andrew and The Walkingbirds,The Sandalwood Sessions,2002,Engl ish,helloyouscottandrewandthewalkingbirdsthesandalwoodsessions
m5_1026,2742,11,143000,Night Driving,Simon Park,Skettches,,English,nightdrivingsimonparkskettches
m5_1027,2744,1,199000,Evolution Fight,CYNEE,Creating Your New Environment,2995,English,evolutionfightcyneecreatingyournewenvironment
m5_1028,6201,8,169053,Rattler,TheX Seekers,This Is,,English,rattlerthexseekersthisis
m5_1029,2748,11,190000,Lord Pity Us All,Martin Riey,The Heavy Heavy Monster Sound: The Story of Trojan Records,2010,English,lordpityusallmartinrieytheheavyheavymonstersoundthestoryoftrojanrecords
m5_1030,4676,16,218000,No Warrior,Junior Delgado,King Jammy's Selectors Choice Vol.1,,,nowarriorjuniordelgadokingjammysselectorschoicevol1
m5_1031,2750,22,,GetMe Bodied,Beyoncé,"Sexxxplicit R&B, Volume X25",2007,English,getmebodiedbeyoncésexxxplicitr&bvolumex25
m5_1032,4012,8,325160,Freezing,Fifth Amendment,Fifth Amendment,,English,freezingfifthamendmentfifthamendment
m5_1033,1138,7,381000,Sache que je,Jean-Jacques Goldman,L'intégrale 90-2000,2000,French,sachequejejeanjacquesgoldmanlintégrale902000
m5_1034,8654,A4,115000,Et,Les Garçons Bouchers,Les Garçons Bouchers,1987,French,etlesgarçonsboucherslesgarçonsbouchers
m5_1035,6795,9,683600,In a Sentimental Mood (Chico Freeman),The Jazz Messengers,Night Birds,1992,English,inasentimentalmoodthejazzmessengersnightbirds
m5_1036,559,2,192933,Devenir folle,Erik Arnaud,Comment je vis,2002,French,devenirfolleerikarnaudcommentjevis
m5_1037,2763,7,,Pocket Damage,,Outstanding,1902,English,pocketdamage#outstanding
m5_1038,7080,43,97000,Prohibition Groove,Christof Dejean,Investigation Grooves,,Englsh,prohibitiongroovechristofdejeaninvestigationgrooves
m5_1039,9091,12,310226,Angels Guard Thee,Black Dyke Band,The Essential Dyke,1994,English,angelsguardtheeblackdykebandtheessentialdyke
m5_1040,2771,9,173000,Built-In Breaking Point,Karcher,Rocco del Schlacko 2004,2004,English,builtinbreakingpointkarcherroccodelschlacko2004
m5_1041,4399,12,350573,Scream,Johnny Q. Public,Extra-Ordinary,1995,Englash,screamjohnnyqpublicextraordinary
m5_1042,2778,8,145973,Gayne: Sabre Dance,Ա. Խաչատրյան,Cappuccino,,English,gaynesabredanceախաչատրյանcappuccino
m5_1043,5361,8,244000,unk,Janie Fricke,30 Years of #1 Hits (disc 15),,English,unkjaniefricke30yearsof#1hits
m5_1044,2781,2,145040,Undecided,The Rosneberg Trio,The Col lection,1996,[Multiple languages],undecidedtherosnebergtriothecollection
m5_1045,2783,3,,Bring Back the Love (Spaced Out dub),Laura Harris,Bring Back the Love,1998,English,bringbackthelovelauraharrisbringbackthelove
m5_1046,2784,7,292133,Don’t Blame Me,Coleman Hawkins' All American Four,"Encyclopedia of Jazz, Part 2: Swing Time",,English,don’tblamemecolemanhawkinsallamericanfourencyclopediaofjazzpart2swingtime
m5_1047,7404,5,584173,"Concert for Harp & Flute, Andantino",Wolfgang Amadeus Mozart,Lily Laskine Joue,,Italian,concertforharp&fluteandantinowolfgangamadeusmozartlilylaskinejoue
m5_1048,2790,11,183106,"Die erste Liebe, D. 182",Franz Schubert,"The Hyperion Schubert Edition, Volume 20: An 1815 Schubertiad",1994,German,dieersteliebed182franzschubertthehyperionschuberteditionvolume20an1815schubertiad
m5_1049,7600,8,214600,Oh Women,Paul_Young,No Parlez,1983,English,ohwomenpaulyoungnoparlez
m5_1050,2792,5,,The Wishbone,Bed of Stars,I Fell in Love in the City,2013,English,thewishbonebedofstarsifellinloveinthecity
m5_1051,2794,3,4000,[silence],BUMP OF CHICKEN,firefly,2012,Japanese,silencebumpofchickenfirefly
m5_1052,2798,15,101000,"Du Musst Jetzt Sehr Stark Sein (Ro Kallis, Rodysee 2001 EP)",Ro Kallis,2011 Von Hinten Best Of Mixtape,2012,German,dumusstjetztsehrstarkseinrokallis2011vonhintenbestofmixtape
m5_1053,9898,6,127493,Time Difference II,Montag,"Alone, Not Alone",2004,English,timedifferenceiimontagalonenotalone
m5_1054,2802,12,290000,Pimms By The Pool,DJ Fritzo,Balance 013: SOS,2008,English,pimmsbythepooldjfritzobalance013sos
m5_1055,4649,7,180400,Putrefaction Remains,Putrefaction,Swedish Death Metal,2009,English,putrefactionremainsputrefactionswedishdeathmetal
m5_1056,5550,6,336640,TsatskeKazatske,The Klezmer Conservatory Band,A Touch of Klez!,1985,Yiddish,tsatskekazatsketheklezmerconservatorybandatouchofklez
m5_1057,9452,15,180813,Sunset,Kenny Graham annd his Satellites,Moondog and Suncat Suites,,English,sunsetkennygrahamanndhissatellitesmoondogandsuncatsuites
m5_1058,2807,3, 287000,Last One Sounding,Black Stars Falling,A Memory - A Melody,2013,English,lastonesoundingblackstarsfallingamemoryamelody
m5_1059,7285,30,193149,Old Triple Six (chopped & screwed,Juicy J,The Southern Dynasty,2011,English,oldtriplesix(chopped&screwedjuicyjthesoutherndynasty
m5_1060,2810,3,218000,Upside Down (X3 Remix),X3,Upside Down,2001,English,upsidedownx3upsidedown
m5_1061,2812,12,240000,EZ Do Dance,Blood Stain Child,Mozaíq,2007,English,ezdodancebloodstainchildmozaíq
m5_1062,2731,7,,Funkin' for Jamaica,Tom Brown,Nothin1 but a Fuk Thang,2004,English,funkinforjamaicatombrownnothin1butafukthang
m5_1063,2823,5,240933,Permanent Sleep,Lowlife,Permanent Sleep / Rain,2006,,permanentsleeplowlifepermanentsleeprain
m5_1064,2829,1,,Rhythm of the Night,DeBarge,Best of the 80's: 1985,2002,EnEglish,rhythmofthenightdebargebestofthe80s1985
m5_1065,2832,9,182293,Arecibo,Joe Cuba Sextet,Estamos Haciendo Algo Bien!,1965,Spanish,arecibojoecubasextetestamoshaciendoalgobien
m5_1066,4986,4,260173,I Forgot That Love Existed,Van Morrison,Poetic Champions Compose,1998,English,iforgotthatloveexistedvanmorrisonpoeticchampionscompose
m5_1067,8451,6,,Red White & Blue,The Last Resort,Violence in Our Midns,1997,English,redwhite&bluethelastresortviolenceinourmidns
m5_1068,9708,4,,Tee teine pool on ,Chalice,Audio,2007,[Multiple languages],teeteinepoolonchaliceaudio
m5_1069,1892,13,288866,Bubbles aWnd Smoke,Roboterwerke,Roboterwerke,2005,English,bubblesawndsmokeroboterwerkeroboterwerke
m5_1070,2849,1,,Broad Factor (Street edit),Quasimoto,Broad Factor,2004,Englsih,broadfactorquasimotobroadfactor
m5_1071,2851,15,322000,Portrait (He Knew),Kanlsas,"1993-07-26: Dallas Alley, Dallas, TX, USA",,English,portraitkanlsas19930726dallasalleydallastxusa
m5_1072,9775,1,,Prólogo,Quarteto 1111,Quarteto 1111,1970,Portuguese,prólogoquarteto1111quarteto1111
m5_1073,4749,9,537000,Difficult,Deep Purple,Black Night Over Europe,,,difficultdeeppurpleblacknightovereurope
m5_1074,3272,24,163000,Am I the Bus Driver,Tom Daily,Magnetic Curses: A Chicago Punk Rock Compilation,2000,English,amithebusdrivertomdailymagneticcursesachicagopunkrockcompilation
m5_1075,3311,3,353000,Time Comes Into Time,Soul Surfer,Goa Beach Volume 5,2006,English,timecomesintotimesoulsurfergoabeachvolume5
m5_1076,2860,11,236000,Untitled (Apocalypse Nosebleed mix),Nosebleed Nosebleed,PCP Torpedo / ANbRX,2006,English,untitlednosebleednosebleedpcptorpedoanbrx
m5_1077,2862,2,441000,La Balad adel Diablo y la Muerte,Andrés Giménez,"Escúchame entre el ruido: 40 años de Rock Argentino, Volumen II",2006,Spanish,labaladadeldiabloylamuerteandrésgiménezescúchameentreelruido40añosderockargentinovolumenii
m5_1078,2863,7,,Καμιά φορά,Χρήστος Δάντης,Το παλιό μου παλτό,1999,G reek,καμιάφοράχρήστοςδάντηςτοπαλιόμουπαλτό
m5_1079,2867,3,187000,Follow Tomorrow (for future mix rearrange ver.),HHH×MM×ST,Sakura Luminance,2012,Japanese,followtomorrowhhh×mm×stsakuraluminance
m5_1080,2869,3,,Nasty Girls (Sonic Conditionin mix),"TWA feat. Lady JoJo, Queen of the GoGo",Nasty Girls,1995,English,nastygirlstwafeatladyjojoqueenofthegogonastygirls
m5_1081,2871,7,487000,"Cembalokonzerte in B-Dur, H. 429: I. Allegro di molto",Carl Philipp EmanuelB ach,"The Complete Keyboard Concertos, Volume 6 (Concerto Armonico feat. conductor: Péter Szüts, tangent piano: Miklós Spányi)",1998,German,cembalokonzerteinbdurh429iallegrodimoltocarlphilippemanuelbachthecompletekeyboardconcertosvolume6
m5_1082,1825,3,,砂漠,人生,顔として…,1988,Japanese,砂漠人生顔として…
m5_1083,4853,46,5373,[untitled],L.S.U.,Bring It Down Now,1995,English,untitledlsubringitdownnow
m5_1084,2876,4,,Crumb,Youngman & Landstrumm,Shot at Dawn E.P.,2002,English,crumbyoungman&landstrummshotatdawnep
m5_1085,2878,13,198000,Le premier rendez-vous,Danielle Darrieux,"Les grandes dames de la Chanson, Volume 2",2004,French,lepremierrendezvousdanielledarrieuxlesgrandesdamesdelachansonvolume2
m5_1086,2880,13,161000,DanceMusic,The Mountain Goats,"2004-10-18: The Earl, Atlanta, GA, USA",,English,dancemusicthemountaingoats20041018theearlatlantagausa
m5_1087,2881,4,439000,In the Name of Love (Hot Trax mix),Sharon Redd,Can You Handle It,1989,English,inthenameoflovesharonreddcanyouhandleit
m5_1088,2882,7,229000,La lpaya,Monsieur Periné,Hecho a mano,2012,Spanish,lalpayamonsieurperinéhechoamano
m5_1089,2884,2,208333,Another Generation,Marshall Law,Power Game,,English,anothergenerationmarshalllawpowergame
m5_1090,2885,10,217827,Hoy sin ti,Mocedades,Amor de Hombre,1982,Spanish,hoysintimocedadesamordehombre
m5_1091,4503,12,362948,Pavana Lachrimae,John Dowland,"Complete Lute Works, Volume 1 (Paul O'Dette)",1997,En glish,pavanalachrimaejohndowlandcompleteluteworksvolume1
m5_1092,2903,20,209000,"Trio for Baryton, Viola, and Cello No. 66 in A major: II. Allegro di molto",jJoseph Haydn,Haydn Edition,2008,English,trioforbarytonviolaandcellono66inamajoriiallegrodimoltojjosephhaydnhaydnedition
m5_1093,2905,3,193000,ミドリーヌ,ビリー・バンバン,ビリー・バンバン ツイン・ベスト,2003,Japanese,ミドリーヌビリー・バンバンビリー・バンバンツイン・ベスト
m5_1094,2909,16,210666,Käptn Coma,Schandmaul,Mit Leib und Seele,2006,Schandmaul,käptncomaschandmaulmitleibundseele
m5_1095,2546,8,161000,Born Again,Babe the Blue Ox,Box,,English,bornagainbabetheblueoxbox
m5_1096,3287,24,179440,Ota pois,Hanne,Kulkurin kulta,2012,Finnish,otapoishannekulkurinkulta
m5_1097,2913,9,,PersonifTikant,Abús,A can pistraus,2006,Catalan,personiftikantabúsacanpistraus
m5_1098,8197,2,96000,Training,大谷智哉,SONIC RUSH ADVENTURE Original Sound Track,2007,English,training大谷智哉sonicrushadventureoriginalsoundtrack
m5_1099,1355,2,,Technology,The Whigs,"2008-03-19: Opera House ,Toronto, ON, Canada",,English,technologythewhigs20080319operahousetorontooncanada
m5_1100,2920,8,372600,Sleepless,The Crimson Projekct,Live in Tokyo,unk.,[Multiple languages],sleeplessthecrimsonprojekctliveintokyo
m5_1101,2921,102,9000,Blue Jeans,Jay Glover,TV Addict,,English,bluejeansjayglovertvaddict
m5_1102,2922,21,60000,On Common Ground (narration),Chris Horvath,"Pop / Retail, Volume 1",,English,oncommongroundchrishorvathpopretailvolume1
m5_1103,2923,14,235000,M e & You (original mix),Nero,Forza Horizon Soundtrack,2012,English,me&youneroforzahorizonsoundtrack
m5_1104,3314,5,225184,Smother,Pornographic Monkey,The Pornographic Monkey,,Engllish,smotherpornographicmonkeythepornographicmonkey
m5_1105,9916,4,310000,Nobody Understands Me but My Guitar,Bad News Blues Band,Knockout,,tEnglish,nobodyunderstandsmebutmyguitarbadnewsbluesbandknockout
m5_1106,9448,2,159373,Maria,Alfie Boe,Alfie,2011,English,mariaalfieboealfie
m5_1107,2928,1,551026,Esoteric,Esoteric,Esoteric Emotions: The Death of Ignorance,2000,English,esotericesotericesotericemotionsthedeathofignorance
m5_1108,2930,13,,BAPDLMH,Gumy Kastellano,El rey mono,2010,SpanCish,bapdlmhgumykastellanoelreymono
m5_1109,2933,15,166773,Voghera,,Non classificato,2004,Italian,voghera#nonclassificato
m5_1110,6635,22,159360,"Concierto en Re menor para 2 Violines, Violoncello, Cuerdas y Continuo, Op. 3 Nº 11, RV 565: III. Allegrgo",Antonio Vivaldi,"Violin Concertos From ""L'estro Armonico"", Op. 3 (Academy of St. Martin-in-the-Fields feat. conductor: Neville Marriner, violin: Alan Loveday, Iona Brown, Carmel Kaine, Roy Gillard)",,Spanish,conciertoenremenorpara2violinesvioloncellocuerdasycontinuoop3nº11rv565iiiallegrgoantoniovivaldiviolinconcertosfromlestroarmonicoop3
m5_1111,2937,8,155999,Accept Me,The Harvey Averne Dozen,The Harvey vAerne Dozen,1968,English,acceptmetheharveyavernedozentheharveyvaernedozen
m5_1112,9482,4,255000,Let U Go (Tocadisco Remix),AT,Electronic House Sensation Vol. 1,,[Multiple languages],letugoatelectronichousesensationvol1
m5_1113,9935,17,264827,Ugly,Bubba Sparxxx,Deliverance,2003,English,uglybubbasparxxxdeliverance
m5_1114,2107,2,436000,Para,New Sector Movements,No Tricks EP,2000,English,paranewsectormovementsnotricksep
m5_1115,2942,5,598000,CENTER OF THE SUN (SOLARSTONE'S CHILLED-OUT REMIX),Conjure One,Center of the Sun,2003,English,centerofthesunconjureonecenterofthesun
m5_1116,2946,4,274000,Stuck in a Moment You Can't Get Out Of,U2,Blackball,2003,English,stuckinamomentyoucantgetoutofu2blackball
m5_1117,2949,17,234266,How Slow,Little Caesar & The Romans,The Best of the Romans So Far 1989-2000,,,howslowlittlecaesar&theromansthebestoftheromanssofar19892000
m5_1118,2953,20,147174,The Power of Positive Drinkin',Mickey Gilley,Ten Years of Hits,,English,thepowerofpositivedrinkinmickeygilleytenyearsofhits
m5_1119,2956,7,290600,It May Be the Last Time,James Brown,Live at the Garden,2009,English,itmaybethelasttimejamesbrownliveatthegarden
m5_1120,8185,2,,Brik,SPLITSVILLE,Incorporated,,English,briksplitsvilleincorporated
m5_1121,4858,2,220000,Symphony No. 6: I. Andante,Howard Hanson,"Music of Howard Hanson, Volume 1 (Seattle Symphony feat. conductor Gerard Schwarz)",1998,English,symphonyno6iandantehowardhansonmusicofhowardhansonvolume1
m5_1122,2958,2,463000,Reclaim,Ozgur Can,The Reclaim EP,2004,English,reclaimozgurcanthereclaimep
m5_1123,2961,English,205000,The Thing I Like,Aaliya h,Age Ain't Nothing but a Number,1996,13,thethingilikeaaliyahageaintnothingbutanumber
m5_1124,1146,2,264466,U 14,Natty Bass Live,Sound That Hammers,,French,u14nattybasslivesoundthathammers
m5_1125,2962,5,324933,Léna,Mona Lisa,Avant qu'il ne soit trop tard,,unk.,lénamonalisaavantquilnesoittroptard
m5_1126,4272,2,189173,Les Albatros Albatros,Léo Ferré,L'Essentiel,2011,French,lesalbatrosalbatrosléoferrélessentiel
m5_1127,2965,5,184000,Good Intentions,Finger Eleven,Life Turns Electric,2010,English,goodintentionsfingerelevenlifeturnselectric
m5_1128,733,5,171133,Springhead Motorshark,Britny Fox,Springhead Motorshark,2003,English,springheadmotorsharkbritnyfoxspringheadmotorshark
m5_1129,8852,8,218000,Месяц,Ляпис Трубецкой,Грай,,,месяцляпиструбецкойграй
m5_1130,1374,5,159493,All Of My Triumphs Are Written In Your Hand,Last Harbour,Volo,2010,English,allofmytriumphsarewritteninyourhandlastharbourvolo
m5_1131,2969,4,305000,Hasdi De Dand Ginda,Gurdas Maan,"Solid Gold, Volume 2",,Panjabi,hasdidedandgindagurdasmaansolidgoldvolume2
m5_1132,2975,17,254000,African Descendent,I-Roy,High Explosion: DJ Sounds From 1970-1976,2003,English,africandescendentiroyhighexplosiondjsoundsfrom19701976
m5_1133,7799,5,198000,Fuzz Wizard,Mad3,Beikoku Ongaku 12,,English,fuzzwizardmad3beikokuongaku12
m5_1134,2981,3,133000,Dreema,Et At It,I Count,2004,English,dreemaetatiticount
m5_1135,9009,9,28o080,Low Road,The Coctails,The Coctails,1996,English,lowroadthecoctailsthecoctails
m5_1136,2986,7,197933,Pasadena,JohnPaulYoung,Greatest Hits,,English,pasadenajohnpaulyounggreatesthits
m5_1137,9516,6,178999,Patrick,Kirsty MacColl,The Stiff Years,2005,English,patrickkirstymaccollthestiffyears
m5_1138,2990,7,154333,Up the Beach,Jane’s Addiction,Idiots Rule,,English,upthebeachjane’saddictionidiotsrule
m5_1139,417,9,208613,Wake Up,Hooverphonic,No More Sweet Music,2005,English,wakeuphooverphonicnomoresweetmusic
m5_1140,3964,15,292000,Phantom ~ UNKNOWN,岩垂徳行,Ace Attorney 5 Original Soundtrack,,English,phantom~unknown岩垂徳行aceattorney5originalsoundtrack
m5_1141,305,57,4000,Round the Bend 8 (sting),Christian Marsac,"Indie, Positive Pop/Rock",2008,English,roundthebend8christianmarsacindiepositivepoprock
m5_1142,8554,2,234626,It's Alright (Don-E Radio Edit),Deni Hines,It's Alright,,Engli sh,itsalrightdenihinesitsalright
m5_1143,3007,17,131546,Why Do You Lie?,The Wretched Ones,Less Is More,2003,English,whydoyouliethewretchedoneslessismore
m5_1144,9933,3,205693,A Greater Path Path,Asteius,A Momento f Singularity,,English,agreaterpathpathasteiusamomentofsingularity
m5_1145,3014,1,224000,The Black Pearl,Arabia,The Blaack Pearl,The Blaack Pearl,English,theblackpearlarabiatheblaackpearl
m5_1146,3023,1,146706,The Entertainer,The Ekaterinburg Trio,The Kat Trio In America,2000,English,theentertainertheekaterinburgtriothekattrioinamerica
m5_1147,6863,4,,Hey Chupacabra!,Eddiemuerte,Lo-Fi in Los Feliz,,,heychupacabraeddiemuertelofiinlosfeliz
m5_1148,3025,9,136000,We've Got the Moon and Sixpence,Al Bowlly with Ray Noble and His Orchestra,The Dance Band Years (disc 1),,English,wevegotthemoonandsixpencealbowllywithraynobleandhisorchestrathedancebandyears
m5_1149,3033,3,32000, Your God,Nails,Unsilent Death,2010,English,yourgodnailsunsilentdeath
m5_1150,3035,9,180493,Yellow Rose Waltz,Mark O’Connor,Soppin' the Gravy,1981,English,yellowrosewaltzmarko’connorsoppinthegravy
m5_1151,3037,1,20200,Interlude,[unknown],Mangamania!: The Ultimate Trauma,1995,English,interludeunknownmangamaniatheultimatetrauma
m5_1152,2700,13,316933,Hip Steps (live version),Mendoza Dance Parti,Speedy Chicken,,English,hipstepsmendozadancepartispeedychicken
m5_1153,3038,1,179000,Roslyn Castle,Steve Baughman,The Angels' Portion,,English,roslyncastlestevebaughmantheangelsportion
m5_1154,3042,45,56893,Leisure 1,Teach Yourself,Teach Yourself Compplete German,,English,leisure1teachyourselfteachyourselfcomppletegerman
m5_1155,3043,20,193000,Gloomy Sunday,Billie Holiday,An Introduction to Billie Holiday: Her Best Recordings 1935-1942,1993,English,gloomysundaybillieholidayanintroductiontobillieholidayherbestrecordings19351942
m5_1156,1242,3,171000,Mr. Scrapper's Blues,Scrapper Blackwell,"Complete Recorded Works in Chronological Order, Volume 1: 1928–1932",1992,English,mrscrappersbluesscrapperblackwellcompleterecordedworksinchronologicalordervolume11928–1932
m5_1157,3046,21,162000,I Am the Boss,Episode Six,"Love, Hate, Revenge",2005,English,iamthebossepisodesixlovehaterevenge
m5_1158,3047,178,9000,By Force of Arms (e),Richard Wells & Phil Sawyer,Overkill 2,,English,byforceofarmsrichardwells&philsawyeroverkill2
m5_1159,9798,38,32240,That Summer,Garth Brooks,CD Zooming,1994,English,thatsummergarthbrookscdzooming
m5_1160,7894,1,385000,Getting the Point,Bruce Broughton,Young Sherlock Holmes,2014,English,gettingthepointbrucebroughtonyoungsherlockholmes
m5_1161,432,2,194000,Ezumdda,Headache,War I - Destructors of the Mind,2008,English,ezumddaheadachewaridestructorsofthemind
m5_1162,7854,13,104000,Briony (Atonement OST),Dario Marianelli,The Number One Classical Album 2008,2007,English,brionydariomarianellithenumberoneclassicalalbum2008
m5_1163,257,5,245133,Arrepientete,Orquesta Broadway,Pasaporte,,,arrepienteteorquestabroadwaypasaporte
m5_1164,3065,unknown,30000,Fashion Club,Frédéric Sans,Electrofun Swing,,English,fashionclubfrédéricsanselectrofunswing
m5_1165,3071,8,318200,La Boost,Lotion,Caroline Distribution CD Sampler Winter '94,,English,laboostlotioncarolinedistributioncdsamplerwinter94
m5_1166,3080,4,305 000,Tuchnolo,Trance Induction,Organi c F loppy Disco,1992,[Multiple languages],tuchnolotranceinductionorganicfloppydisco
m5_1167,3086,2,,Forfeit,Jade of Days,Demo,,English,forfeitjadeofdaysdemo
m5_1168,3089,11,,Rose Rouge,Analog People in a Digital World,Ministry of Sound: Summer Sessions 2009,2009,English,roserougeanalogpeopleinadigitalworldministryofsoundsummersessions2009
m5_1169,9205,2,95373,As Long as I'm Singing,Bobby Darin,A&E Biography: Anthology,1998,English,aslongasimsingingbobbydarina&ebiographyanthology
m5_1170,2873,5,56000,Marie Chantal (2),Les Prout,Des Prout qui chantent,,French,mariechantallesproutdesproutquichantent
m5_1171,3091,12,186033,Dissonance,Danny Breaks,A Soldier's Story,1999,English,dissonancedannybreaksasoldiersstory
m5_1172,3098,9,187000,Tu Mi Seduccion,Athenea,Top Hits Andora 2003,,Spanish,tumiseduccionatheneatophitsandora2003
m5_1173,7831,19,85853,Vienan virran rannalla,Hilja Grönfors,Viser på vandring i Norden,2007,Norwegian,vienanvirranrannallahiljagrönforsviserpåvandringinorden
m5_1174,1139,7,137053,Jesus on the Radio,Guster,Keep It Together,2005,EEnglish,jesusontheradiogusterkeepittogether
m5_1175,3103,30,75000,Gertsen no Kubi (Gertsen's Head),光宗信吉,"Utena OST 3: Tainai Tokei Toshi Oruroi (Internal Clock, Municipal Orrery)",1998,Japanese,gertsennokubi
m5_1176,9661,9,,Yesterday When I Was Young,Lena Horne & Gábor Szabó,Lena and Gábor and Guitar: A Study in Elegance,2005,English,yesterdaywheniwasyounglenahorne&gáborszabólenaandgáborandguitarastudyinelegance
m5_1177,3108,4,184000,In Deine Hände,Popol Vuh,Letzte Tage - Letzte Nächte,1976,German,indeinehändepopolvuhletztetageletztenächte
m5_1178,3113,17,188000,Beast vs. South of Heaven,8Ball & MJG vs. Slayer,Rock Phenomenon: Hip-Hop vs. Rock Mash-Ups,2006,English,beastvssouthofheaven8ball&mjgvsslayerrockphenomenonhiphopvsrockmashups
m5_1179,3115,2,159000,Search and Destroy (live),Sid Vicious,God Save This Box,2095,English,searchanddestroysidviciousgodsavethisbox
m5_1180,3119,2,210306,Dealer,Underwear Brothrs,Between the Town & The City,2005,English,dealerunderwearbrothrsbetweenthetown&thecity
m5_1181,3121,69,1000,Piece Sting,John Prior,Impact Promotions / FX,,English,piecestingjohnpriorimpactpromotionsfx
m5_1182,3129,6,230000,Trust Yourself,Blue Rodeo,Casino,1990,English,trustyourselfbluerodeocasino
m5_1183,8465,13,47000,Wie du sollest geküsset sein,Erich Fried,Liebesgedichte,,German,wiedusollestgeküssetseinerichfriedliebesgedichte
m5_1184,3131, 18,30000,Tension (full mix),Jonathan Britain & Michael Pride,"Drones Drones Atmospheres, Volume 2",,English,tensionjonathanbritain&michaelpridedronesdronesatmospheresvolume2
m5_1185,3134,26,22693,O.J.,Neil Hamburger,America's Funnyman,1996,Enlish,ojneilhamburgeramericasfunnyman
m5_1186,2762,13,716000,sO Hindi,Fred PANOPIO,Kawawang Cowboy,1994,Tagalog,sohindifredpanopiokawawangcowboy
m5_1187,3056,3,179000,Judy In Disguise,John Fred & His Playboy Band,Rockin' 50s & 60s,,English,judyindisguisejohnfred&hisplayboybandrockin50s&60s
m5_1188,2747,12,301000,Deadline (feat. Christina Soto),Cramp,Armada at Ibiza: Summer 2008,2008,English,deadlinecramparmadaatibizasummer2008
m5_1189,8702,15,239000,"English Folk Song Suite: III. Intermezzo ""My Bonny Boy"": Andantino",Ralph Vaughann Williams,British Wind Band Classics,1999,EnHglish,englishfolksongsuiteiiiintermezzomybonnyboyandantinoralphvaughannwilliamsbritishwindbandclassics
m5_1190,3150,23,186000,Ramo Ramo,David Savcic,Balkan Connections,,nEglish,ramoramodavidsavcicbalkanconnections
m5_1191,3151,1,124000,I'm Gonna Give Back All the Love,Charlie Feathers,I Ain't Done Yet!,1993,English,imgonnagivebackallthelovecharliefeathersiaintdoneyet
m5_1192,3442,5,366000,I Feel for You (original club mix),Bob Sinclar,Hosue Masters,2008,English,ifeelforyoubobsinclarhosuemasters
m5_1193,3361,6,142040,Book of Love,The Monotones,20th Century Masters: The Millennium Collection: The Best of Doo Wop,2002,English,bookoflovethemonotones20thcenturymastersthemillenniumcollectionthebestofdoowop
m5_1194,3158,C2,138000,Grace Kelly,Die Ärzte,Devil,2005,German,gracekellydieärztedevil
m5_1195,3218,37,250000,Apoplexy,崎元仁,Final Fantasy Tactics,1997,English,apoplexy崎元仁finalfantasytactics
m5_1196,6030,B5,,In the Heart,Opposition,Intimacy,1983,English,intheheartoppositionintimacy
m5_1197,3169,11,141146,New Year’s Eve in a Haunted House,Vagabond Opera,The Zeitgeist Beckons,2009,English,newyear’seveinahauntedhousevagabondoperathezeitgeistbeckons
m5_1198,3178,26,104000,"Deux mélodies hébraïques, No. 2: L’énigme éternelle",Maurice Ravel,"Songs by Ravel (baritone: Gerald Finley, piano: Julius Drake)",2009,French,deuxmélodieshébraïquesno2l’énigmeéternellemauriceravelsongsbyravel
m5_1199,5552,6,,My Pretty Pecker,Dr. Dre Del,Dr Dre Del's Mic of Defiance,1999,English,myprettypeckerdrdredeldrdredelsmicofdefiance
m5_1200,3187,2,158426,Come Back Home,Freddy Fender,Crazy Cajun Recordings,2005,English,comebackhomefreddyfendercrazycajunrecordings
