m3_id,m3_cid,m3_number,m3_length,m3_title,m3_artist,m3_album,m3_year,m3_language,m3_filtering_attr
m3_961,2561,17,3.717,Alas blancas - Classics 2 (El minero),Savai Andina,,,Spanish,alasblancasclassics2savaiandina#
m3_962,2562,1,11.078,Rhapsodic Quintet - Clarinet Quintets,Herbert Howells,,'91,Engilsh,rhapsodicquintetclarinetquintetsherberthowells#
m3_963,325,8,.,"Times Hard (live) - Rare Versions, Volume 3",Selecter,,'95,English,timeshardrareversionsvolume3selecter#
m3_964,2573,4,7.733,Move - Pregenesis,Dan Curtin,,'00,English,movepregenesisdancurtin#
m3_965,760,10,3.083,A Little Jingle Jam - In the Christmas Groove,Derek Close,,'11,English,alittlejinglejaminthechristmasgroovederekclose#
m3_966,2574,15,3.757,Tiny Sister - Siła sióst r,Sistars,,'03,Polish,tinysistersiłasióstrsistars#
m3_967,2576,17,3.317,"I Dont Know How to Love Him - Everlasting Music Box, Volume 4: Greatest Movie",[unknon],,,English,idontknowhowtolovehimeverlastingmusicboxvolume4greatestmovieunknon#
m3_968,1816,n.a.,4.15,How Long Has This Been Going On? - Judy at Carnegie Hall,Judy Garland,,'89,English,howlonghasthisbeengoingonjudyatcarnegiehalljudygarland#
m3_969,2579,5,1.644,Pokemon kon'tesuto (no theema) - Pokémon: Advanced Adventure,GARDEN,,,,pokemonkontesutopokémonadvancedadventuregarden#
m3_970,2580,1,2.333,Intro - Royal Family Blues,Royal Roost,,'06,English,introroyalfamilybluesroyalroost#
m3_971,2583,12,5.019,Chapter 13: Confessions 3 - Twilight,Stephenie Meyer,,,English,chapter13confessions3twilightstepheniemeyer#
m3_972,2585,10,,"Down in It - 1995-09-14: Meadows Music Theatre, Hartford, CT, USA",9 Inch Nais,,,English,downinit19950914meadowsmusictheatrehartfordctusa9inchnais#
m3_973,407,5,,Čist' drug svet - Lkajf navadnega človeka,Flirrt,,'13,Slovenian,čistdrugsvetlkajfnavadnegačlovekaflirrt#
m3_974,2586,19,2.951,"If It Isn’t Love - Encyclopedia of Jazz, Part 2: Swing Time",Fats Waller and His Rhythm,,,English,ifitisn’tloveencyclopediaofjazzpart2swingtimefatswallerandhisrhythm#
m3_975,2588,13,2.619,My Man Believes Me - Mojo Presents Stax Soul Power!,Carla Thomas,,'07,English,mymanbelievesmemojopresentsstaxsoulpowercarlathomas#
m3_976,2700,13,5.282,Hip Steps (live version) - Speedy Chicken,Mendoza Daance Parti,,,English,hipstepsspeedychickenmendozadaanceparti#
m3_977,2592,1,1.8,"Nachklang: Wer war froh, daß es Dich gab - A Woman and a Half",Hildegard Knef,,'03,German,nachklangwerwarfrohdaßesdichgabawomanandahalfhildegardknef#
m3_978,6950,3,5.077,For the Sake of Anyone - Good Rats,Good Rats,,'69,,forthesakeofanyonegoodratsgoodrats#
m3_979,2594,14,2.479,Hjärtan slå - 1980-1985,Tant Strul,,'93,,hjärtanslå19801985tantstrul#
m3_980,2597,2,5.5,Welcome the Rain - Virgin Tracks,Lisa RBichard,,'02,English,welcometherainvirgintrackslisarbichard#
m3_981,2598,4,6.217,"Piano Trio No. 1 in B major, Op. 8: IV. Allegro - Piano Trios Opp. 8, 87, & 101",Johannes Brahms,,'94,English,pianotriono1inbmajorop8ivallegropianotriosopp887&101johannesbrahms#
m3_982,7047,3,3.504,Ballad of Cable Hogue - Lammbock,Calexico,,'01,[Multiple languages],balladofcablehoguelammbockcalexico#
m3_983,4016,20,3.438,Genius II - The Collection,Valerie Simpson,,'04,Egnlish,geniusiithecollectionvaleriesimpson#
m3_984,2603,10,7.381,Moodbird - Organ-Ized: All-Star Tribute to the Hammond B3 Organ,Larry Goldings,,'00,English,moodbirdorganizedallstartributetothehammondb3organlarrygoldings#
m3_985,2605,6,3.62,"Tonight (We Need a Lover) - Music to Crash Your Car To, Volume I",Mötley Crüe,,'03,English,tonightmusictocrashyourcartovolumeimötleycrüe#
m3_986,2607,6,4.117,Cherry Blossoms - Elsie,Horrible Crowes,,'11,English,cherryblossomselsiehorriblecrowes#
m3_987,526,3,2.767,Cool Beans (Microdot) - The What EP 2013-01: April,Senru,,'13,English,coolbeansthewhatep201301aprilsenru#
m3_988,2611,2,1.567,Senza parrucche - Canzoni per parrucchiere live tour,Stadio,,'06,Italian,senzaparrucchecanzoniperparrucchierelivetourstadio#
m3_989,2615, 6,5.417,"Divertimento in E flat major, K. 563: V. Menuetto: Allegretto - Albers Trio: Martinů & Mozart",Wolfgang Amadeus Mozart,,'01,English,divertimentoineflatmajork563vmenuettoallegrettoalberstriomartinů&mozartwolfgangamadeusmozart#
m3_990,2618,1,3.0,IBIZA death plan - BSODS,int21,,'08,English,ibizadeathplanbsodsint21#
m3_991,8643,7,,Corrido Villista - Ignacio Lopez Tarso Y Sus Corridos,Ignacio Lopez Tarso,,'03,Spanish,corridovillistaignaciolopeztarsoysuscorridosignaciolopeztarso#
m3_992,2625,10,4.35,Solang (Instrumental) - Hallo Welt!,Max HeTrre feat. Tua,,'12,German,solanghalloweltmaxhetrrefeattua#
m3_993,2522,10,5.583,Phantasmic20110421:AStateofTrance#505,Mark Sherry,,,English,phantasmic20110421astateoftrance#505marksherry#
m3_994,2633,9,3.817,Talk Shows on Mute - Monuments and Melodies,Incubus,,'09,English,talkshowsonmutemonumentsandmelodiesincubus#
m3_995,3816,5,5.895,Oh Sing Only - Roll Koll 2008,,,,[Multiple languages],ohsingonlyrollkoll2008##
m3_996,4487,2,3.014,Konzertetüde Nr. 2 G 145 „Gnomenreigen“ - Romantische Klavierwerke,F. Liszt,,,German,konzertetüdenr2g145„gnomenreigen“romantischeklavierwerkefliszt#
m3_997,2643,19,2.967,La Voix du cœur - Live at Home,Éjectés,,'01,nglish,lavoixducœurliveathomeéjectés#
m3_998,2644,25,4.017,53rd State (live 1986) - The Hunter Becomes the Hunted,Contempt,,'86,English,53rdstatethehunterbecomesthehuntedcontempt#
m3_999,2651,82,0.133,Now Check This Out - Media Impact,Adams,,,English,nowcheckthisoutmediaimpactadams#
m3_1000,7224,5,4.1,Harvest Soon - weather EP,weather weather,,'07,English,harvestsoonweatherepweatherweather#
m3_1001,2670,13,2.564,"No More Tears, No More Dying - Five Blind Boys Of Alabama: 1948–1951",5 Blind Boys of Alabama,,,English,nomoretearsnomoredyingfiveblindboysofalabama1948–19515blindboysofalabama#
m3_1002,8065,7,7.077,Streaming - Solitudes: Stream of Dreams,Dan Gibson,,,English,streamingsolitudesstreamofdreamsdangibson#
m3_1003,2676,6,2.717,De boca - Siempre vas a estar conmigo,Superaquelo,,'10,Spanish,debocasiemprevasaestarconmigosuperaquelo#
m3_1004,2688,150,0.05,Jazz Spot 3 - Detective Jazz Tijuana Light Activity,William Loose & Emil Cadkin,,,English,jazzspot3detectivejazztijuanalightactivitywilliamloose&emilcadkin#
m3_1005,2689,1,2.883,Traktorhandel - Bygderock med telehiv,E-76,,'92,Norwegian Nynorsk,traktorhandelbygderockmedtelehive76#
m3_1006,8444,1,0.683,Something About - The Justice,Crisis Car,,,English,somethingaboutthejusticecrisiscar#
m3_1007,2692,1,6.401,All the Time in the World - Frayed Knots,Luxurious Bags,,'94,English,allthetimeintheworldfrayedknotsluxuriousbags#
m3_1008,8006,11,2.755,I'll Tell You - Autumn o f Their Years,Beau Brummels,,,English,illtellyouautumnoftheiryearsbeaubrummels#
m3_1009,5969,43,0.15,Style Talks (g) (link) - Swing of the City,Keith Mansfield,,,English,styletalksswingofthecitykeithmansfield#
m3_1010,8837,1,4.217,"At My Window Sad and Lonely - 2006-03-05: Memorial Hall, University of North Carolina, Chapel Hill, NC, USA",Wilco,,,English,atmywindowsadandlonely20060305memorialhalluniversityofnorthcarolinachapelhillncusawilco#
m3_1011,500,6,3.613,Death Approaches - Room Service,Panzerchrist,,'03,English,deathapproachesroomservicepanzerchrist#
m3_1012,2704,2,4.517,Everlasting Snow - 1st X'mas,dream,,'03,Japanese,everlastingsnow1stxmasdream#
m3_1013,2705,10,5.721,Welcome to My Nightmare - Metal Warriors,Novon,,'04,,welcometomynightmaremetalwarriorsnovon#
m3_1014,3077,6,2.834,The Eyes Of Texas Are Upon You / The Yellow Rose of Texas / Deep In The Heart Of Texas / Dixie - The Right Stuff,Bill Conti,,'09,English,theeyesoftexasareuponyoutheyellowroseoftexasdeepintheheartoftexasdixietherightstuffbillconti#
m3_1015,2709,2,2.783,Summer: Swimming Song - Year,Maddy Prior,,'93,English,summerswimmingsongyearmaddyprior#
m3_1016,2711,10,2.883,Path of 1000 Miles (feat. Buckethhead) - Audio Men,Double E,,'00,English,pathof1000milesaudiomendoublee#
m3_1017,2712,9,3.15,Maybe - Stoney End,Barbra Streisand,,,English,maybestoneyendbarbrastreisand#
m3_1018,4879,3,5.3 5,Book of Brilliant Things - Summertime in Glasgow,Simple Minds,,,English,bookofbrilliantthingssummertimeinglasgowsimpleminds#
m3_1019,9627,17,2.261,Bruyères - Œuvres pour piano,Claude Debussy,,'87,French,bruyèresœuvrespourpianoclaudedebussy#
m3_1020,2730,05,1.417,Every Work of Art is an Uncommitted Crime - Minima Moralia,Brian J. Davis,,'06,English,everyworkofartisanuncommittedcrimeminimamoraliabrianjdavis#
m3_1021,2733,19,4.276,Tell Me How You Like It - Sweet Home Chicago (disc 3),Byther Smith,,,English,tellmehowyoulikeitsweethomechicagobythersmith#
m3_1022,2734,17,,,Frank Sinatra,,,English,#franksinatra#
m3_1023,2735,23,2.15,Life Is a Funny Game  - Psyche Pop Girl,José Le GGall & Olivier Cochet,,,English,lifeisafunnygamepsychepopgirljoséleggall&oliviercochet#
m3_1024,3583,1,4.511,HeaPdhunter,Krokus,Headhunter,'83,English,heapdhunterkrokusheadhunter
m3_1025,2741,8,3.91,"Solitary Confinement - 30 Years of Stiff Records, Volume Two",Members,,'08,English,solitaryconfinement30yearsofstiffrecordsvolumetwomembers#
m3_1026,2179,4,5.8,Alejandro (Skrillex remix) - Alejandro: The Remixes,Lady Gaga,,'10,English,alejandroalejandrotheremixesladygaga#
m3_1027,5903,8,,Silver Spoon - Living and Growing,Felt Tips,,'10,English,silverspoonlivingandgrowingfelttips#
m3_1028,2746,7,0.883,The Singing Coal Miner - The Unbroken Circle: Songs of the West Virginia Coalfields,Tom Breiding,,,English,thesingingcoalminertheunbrokencirclesongsofthewestvirginiacoalfieldstombreiding#
m3_1029,8573,6,7.033,Here's That Rainy Day - Heavy Sounds,Elvin Jones & Richard Davis,,'68,English,heresthatrainydayheavysoundselvinjones&richarddavis#
m3_1030,9626,|,,Φωνή - Φωνή βοώντος,Χρήστος Δάντης,,'96,Greek,φωνήφωνήβοώντοςχρήστοςδάντης#
m3_1031,2755,5,,Moskito - Rough and Fast,Doc Tom,,'94,English,moskitoroughandfastdoctom#
m3_1032,7886,10,0.983,"The Complete Preludes, Op. 28 - No. 7 in A Major - A Chopin Festival",Frédéric Chopin,,'94,English,thecompletepreludesop28no7inamajorachopinfestivalfrédéricchopin#
m3_1033,2758,11,4.309,Rockstar - All tthe Right Reasons,Nickelback,,'08,English,rockstarallttherightreasonsnickelback#
m3_1034,2760,1,3.883,Where Do the Children Play? - Tea for the Tillerman,Cat Stevens,,'11,English,wheredothechildrenplayteaforthetillermancatstevens#
m3_1035,9665,5,3.25,Get Your Money Up - Barbie R&B,Nicki Minaj feat. Keri Hilson & Keyshia Cole,,'10,English,getyourmoneyupbarbier&bnickiminajfeatkerihilson&keyshiacole#
m3_1036,3336,9,3.383,"Grolli, das Schulwegmonster - Lieder die wie Brücken sind",Rolf Zuckowski,,'02,German,grollidasschulwegmonsterliederdiewiebrückensindrolfzuckowski#
m3_1037,2766,A1,,Things You Said,Sunday Brunch,Things You said,'00,English,thingsyousaidsundaybrunchthingsyousaid
m3_1038,2769,4,4.0,Crush Story - Modern Rock: Early 90's,Too Much Joy,,,English,crushstorymodernrockearly90stoomuchjoy#
m3_1039,212,18,4.337,Tahdon tanssia kanssasi - Uneni kaunein: Parhaat 2005-2011,Tomi Metsäketo & Johanna Kurkela,,'11,Finnish,tahdontanssiakanssasiunenikauneinparhaat20052011tomimetsäketo&johannakurkela#
m3_1040,6963,11,3.233,Riding Blues (Jockey Blues) - The Chronological Classics: Joe Turner 1947-1948,Joe Turner with Pete Johnson,,'99,English,ridingbluesthechronologicalclassicsjoeturner19471948joeturnerwithpetejohnson#
m3_1041,2776,12,7.533,Nie wieder Alkohol (live) - Skandal,Illegal 2001,,'93,German,niewiederalkoholskandalillegal2001#
m3_1042,2777,26,1.0,Sweet Nightmare (60 second) - Techno,Ian Cake & Jo Jamato,,,English,sweetnightmaretechnoiancake&jojamato#
m3_1043,2785,6,4.483,Chicken C - Chicxulub,Ahkmed,,,English,chickencchicxulubahkmed#
m3_1044,3100,7,4.85,Spirited Land ov Thorns - Eternal Wrath,Preludium,,,English,spiritedlandovthornseternalwrathpreludium#
m3_1045,3454,12,English,The Screwdriver Effect - Destructive Device,Mindflow,,'08,3.1,thescrewdrivereffectdestructivedevicemindflow#
m3_1046,1709,2,,Flying Machine (The Chase) - Stop and Listen 5,War,,'00,English,flyingmachinestopandlisten5war#
m3_1047,2803,4,3.087,戀一世的愛 (Loving a Life-Long Love) - 喜劇之王電影原聲帶(Original Soundtrack of King of Comedy),莫文蔚,,,,戀一世的愛莫文蔚#
m3_1048,2804,2,,Bouncin' In Rhythm - Jazz Sound Lexicon 1935 Vol. 3,Adrian Rollini & His Tap Room Gang,,,,bouncininrhythmjazzsoundlexicon1935vol3adrianrollini&histaproomgang#
m3_1049,9946,14,4.165,Showdown - All Over the World: The Very Best of Electric Light Orchestra,Electric Light Orchestra,,'05,English,showdownallovertheworldtheverybestofelectriclightorchestraelectriclightorchestra#
m3_1050,2811,16,2.35,The Jewel in the Crown - The Themes Album,Park Ensemble,,,English,thejewelinthecrownthethemesalbumparkensemble#
m3_1051,8873,3,3.633,In the Zone - Organ-ization,Delbert Bump,,'05,English,inthezoneorganizationdelbertbump#
m3_1052,5087,2,2.767,Follow the Sun - Spellbound,Siouxsie and the Banshees,,'81,English,followthesunspellboundsiouxsieandthebanshees#
m3_1053,7888,2,,Bullet Through Me (instrumental),C.R.A.C.,Bullet Through Me,'08,English,bulletthroughmecracbulletthroughme
m3_1054,2818,14,0.536,"Piano Excercise, WoO 6 No. 6a - The Complete Works for Piano Solo and the Two Piano Concertos",Johannes Brahms,,,English,pianoexcercisewoo6no6athecompleteworksforpianosoloandthetwopianoconcertosjohannesbrahms#
m3_1055,2822,11,9.944,West Bay Fuck Off! - Get Your Red Wings,Retching Red,,'05,English,westbayfuckoffgetyourredwingsretchingred#
m3_1056,2824,5,3.17,There's No Going Back - Living Well Is the Best Revenge,Midtown,,'02,English,theresnogoingbacklivingwellisthebestrevengemidtown#
m3_1057,5816,1,3.45,,Аквариум,,'99,Russian,#аквариум#
m3_1058,2826,7,4.483,Le Bleu - À la santé desL fous,Khaban',,,French,lebleuàlasantédeslfouskhaban#
m3_1059,7827,3,2.433,"The Nutcracker: Act I, Scene I. March - The Nutcracker: Complete Ballet Music",Пётр Ильич Чайковский,,'09,English,thenutcrackeractisceneimarchthenutcrackercompleteballetmusicпётрильиччайковский#
m3_1060,2828,1,5.833,Walking on the Dub - Just a Place in Dub,Roudoudou,,'03,English,walkingonthedubjustaplaceindubroudoudou#
m3_1061,4138,15,4.017,Jupiter - Edge: Sweet Music From the Game,Simon & Jérémie Périn,,'12,English,jupiteredgesweetmusicfromthegamesimon&jérémiepérin#
m3_1062,2831,2,4.813,Chapter 06-02 - Down Under,Bill Bryson,,,,chapter0602downunderbillbryson#
m3_1063,3280,10,5.696,Slania's Song - Beauties and the Beast,Eluveitie,,'08,English,slaniassongbeautiesandthebeasteluveitie#
m3_1064,2839,8,5.117,"Metamorphosen, Konzert für Violine und Ochester Nr. 2: V. Scherzando - Back to the Future: Selected 20th-Century Violin Works",Krzysztof Penderecki,,'00,English,metamorphosenkonzertfürviolineundochesternr2vscherzandobacktothefutureselected20thcenturyviolinworkskrzysztofpenderecki#
m3_1065,2840,13,2.984,elokuvasta,Pate Mustajärvi & Normaalijätkät,,'04,Finnish,elokuvastapatemustajärvi&normaalijätkät#
m3_1066,5622,A1,2.15,Darn Dem Bones - Four Alley Cats,Ike & The Capers,,'97,English,darndembonesfouralleycatsike&thecapers#
m3_1067,1090,1,3.833,Slip 'N Slide - Rufus,Rufus,,'73,English,slipnsliderufusrufus#
m3_1068,9669,13,4.85,2012 - F5,лот,,'11,RussiaMn,2012f5лот#
m3_1069,6231,4,,n.a.,Marianne Nowottny,,'01,English,namariannenowottny#
m3_1070,2857,2,3.438,The Moon Is Full - Spirit ofB lues,Albert Collins,,'98,English,themoonisfullspiritofbluesalbertcollins#
m3_1071,2861,6,2.712,Dune: House Harkonnen,"Frank Herbert, Brian Herbert and Kevin J. Anderson",Dune: House Harkonnen,'00,English,dunehouseharkonnenfrankherbertbrianherbertandkevinjandersondunehouseharkonnen
m3_1072,7710,18,3.983,Boy You Knock Me Out - Ministry of Sound: Anthems: R&B II,Tatyana Ali,,'11,English,boyyouknockmeoutministryofsoundanthemsr&biitatyanaali#
m3_1073,7425,15,2.1,Lullaby - Winter's Knight,Nox Arcana,,'05,Engllisgh,lullabywintersknightnoxarcana#
m3_1074,2865,1,4.423,Pressione bassa,Giorgio Gaber,Pressione bassa,'80,Italian,pressionebassagiorgiogaberpressionebassa
m3_1075,1981,9,4 .872,Odcizení - Bingriwingri,Bratři Orffové,,'05,Czech,odcizeníbingriwingribratřiorffové#
m3_1076,2879,17,0.802,Psaume 89 -V CDSignes 41,Signes,,'07,French,psaume89vcdsignes41signes#
m3_1077,3562,11,,Te tiembla el pulso - Han comenzado,HC,,'07,Spanish,tetiemblaelpulsohancomenzadohc#
m3_1078,2892,4,0.651,Angloise in F F - ABRSM 2003-2004: Paino Grade 3,Johann Christoph Friedrich Bach,,,,angloiseinffabrsm20032004painograde3johannchristophfriedrichbach#
m3_1079,2895,8,6.463,Superman on Ice - Live in Japan,13 & God,,'08,nEglish,supermanoniceliveinjapan13&god#
m3_1080,2896,10,4.817,Minen tykkää maksaloorasta - Kyröjoki tuluvii,Rehupiikles,,'96,,minentykkäämaksaloorastakyröjokituluviirehupiikles#
m3_1081,6300,15,3.867,Suspicious Minds - Mastermix Classic Cuts 96: Rare and Collectables,Candi Staton,,,English,suspiciousmindsmastermixclassiccuts96rareandcollectablescandistaton#
m3_1082,1230,10,4.95,"One We Miss - Juice, Volume 58",Lone Catalysts,,'05,[Multiple languages],onewemissjuicevolume58lonecatalysts#
m3_1083,2906,6,3.817,"Radancer - Hits of the 70's, Volume 2",Marmalade,,,English,radancerhitsofthe70svolume2marmalade#
m3_1084,8493,8,,I’ll Be Damned - ANX,Dark Time Sunshine feat. Poeina Suddarth,,,English,i’llbedamnedanxdarktimesunshinefeatpoeinasuddarth#
m3_1085,2917,14,5.967,"Molestado - City of God Remixed, Volum e1",Antonio Pinto & Ed Cortês,,'03,Portuguese,molestadocityofgodremixedvolume1antoniopinto&edcortês#
m3_1086,2918,5,4.762,Rise Of Arabia - Moongod,Aeternam,,'12,English,riseofarabiamoongodaeternam#
m3_1087,592,5,7.198,Allure - NL,Wax,,,[Multiple languages],allurenlwax#
m3_1088,2919,18,0.667,El bondi - 20 años no es nada,2 Minutos,,'07,Spanish,elbondi20añosnoesnada2minutos#
m3_1089,2926,22,0.083,All - [silence] I Can Say,DRavid Crowder Band,,'98,English,allsilenceicansaydravidcrowderband#
m3_1090,7954,7,2.917,Road to Glory (instrumental) - Celtic Memories Sampler,Steve Quinzi,,'10,English,roadtoglorycelticmemoriessamplerstevequinzi#
m3_1091,2934,22,1.167,"Up With the Sun - Promos, Volume 8",Steve Glotzer,,,English,upwiththesunpromosvolume8steveglotzer#
m3_1092,2935,14,2.717,Chicken Strut - Blues Story,Meters,,'01,English,chickenstrutbluesstorymeters#
m3_1093,2936,2,,Abomination's Child - Paradise of Eternal Darkness,Torment,,,English,abominationschildparadiseofeternaldarknesstorment#
m3_1094,2945,72,0.1,"Tuba and Bassoon (b) - Comedy & Animation, Volume II",Dick Walter,,,English,tubaandbassooncomedy&animationvolumeiidickwalter#
m3_1095,9006,16,3.25,"The Hole in Willie's Guitar - Promo Only: Country Radio, May 2006",Memarie,,'06,English,theholeinwilliesguitarpromoonlycountryradiomay2006memarie#
m3_1096,4969,3,6.449,"An Ace Unable to Change - 1999-06-28: Glasgow, UK",Songs: Ohia,,,English,anaceunabletochange19990628glasgowuksongsohia#
m3_1097,4644,3,1.04,Michael Jackson (mix Two) - Cheer Mix 9,Jody den Broeder,,,,michaeljacksoncheermix9jodydenbroeder#
m3_1098,5303,2,5.158,Fountain of Love - 1234,Ron Wood,,,English,fountainoflove1234ronwood#
m3_1099,7764,10,3.627,Go Crazy - Freak city,Starch,,,english,gocrazyfreakcitystarch#
m3_1100,8121,10,1.167,A Lost Boy - The 13th Warrior,Jerry Goldsmith,,,English,alostboythe13thwarriorjerrygoldsmith#
m3_1101,539,10,4.302,Distant Lover - 35 jaar OOR,Marvin Gaye,,'06,English,distantlover35jaaroormarvingaye#
m3_1102,2960,6,2.269,"Dragonball saga - Fivelandia, Volume 21",Cristina D'Avena,,,Italian,dragonballsagafivelandiavolume21cristinadavena#
m3_1103,6351,1,3.344,Männer (radio mix),Zigaretten feat. Rosa,Männer,,German,männerzigarettenfeatrosamänner
m3_1104,4859,,,They Will Hate You (From Border to Line mix) - A Night With Michael,Nin Kuji,,'02,English,theywillhateyouanightwithmichaelninkuji#
m3_1105,8853,5,2.268,Salt-Water Ballads: I. Port of Many Ships - Silent Noon,Frederick Keel,,'04,English,saltwaterballadsiportofmanyshipssilentnoonfrederickkeel#
m3_1106,2976,15,2.6,Karateka Nebelferien - Montagna Futura,WOMBA,,'12,English,karatekanebelferienmontagnafuturawomba#
m3_1107,2978,9,4.417,"Acting - 2005-04-02: The Spanish Moon, Baton Rouge, LA, USA",Macrosick,,,English,acting20050402thespanishmoonbatonrougelausamacrosick#
m3_1108,2980,8,,Wat had je dan (feat. Moorder E) - El Patron,Aiky,,'09,Dutch,wathadjedanelpatronaiky#
m3_1109,3868,4,2.583,Fermina Fair - Lagoon Blues,Bathers,,'93,English,ferminafairlagoonbluesbathers#
m3_1110,7642,9,0.492,Steamy Travelling Mood Epic Battle - Persona 4 The Golden Original Soundtrack,喜多條敦志,,'12,English,steamytravellingmoodepicbattlepersona4thegoldenoriginalsoundtrack喜多條敦志#
m3_1111,2992,1,3.57,Can't Remmember - Clips from the Album,Thorns,,,English,cantremmemberclipsfromthealbumthorns#
m3_1112,4578,13,3.583,About a Dream - Mississippi Studios Live: Volume One,Steve Forbert,,'04,'04,aboutadreammississippistudioslivevolumeonesteveforbert#
m3_1113,1946,6,4.583,Spam - Die Laughing,Sudden Death,,'05,English,spamdielaughingsuddendeath#
m3_1114,8590,10,2.645,Barodarho (live at Metro) - Sturmer,Barodarho,,'03,[Multiplelanguages],barodarhosturmerbarodarho#
m3_1115,3013,9,,Lay With Me - Fuion of Two Worlds,Sheila Maracle (M'Girl),,,English,laywithmefuionoftwoworldssheilamaracle#
m3_1116,3017,1,2.95,James - Five Smart Flops,Frantic Flowers,,'95,[Multiple languages],jamesfivesmartflopsfranticflowers#
m3_1117,1766,6,2.397,"Ten Piano Pieces, op. 58 no. 6: Dialogue - Piano Music, Volume 3: Ten Piano Pieces, op. 58 / Three Sonatinas, op. 67",Jean Sielius,,'01,English,tenpianopiecesop58no6dialoguepianomusicvolume3tenpianopiecesop58threesonatinasop67jeansielius#
m3_1118,5448,2,4.083,Chile - Re-Loaded,Neil Biggin,,'96,English,chilereloadedneilbiggin#
m3_1119,3020,5,3.89,El Pirguer o - Numero Tres,Ocho,,'74,Spanish,elpirgueronumerotresocho#
m3_1120,7551,2,2.55,Early Daze - Classic Rock & Pop,Christian Marsac,,'09,English,earlydazeclassicrock&popchristianmarsac#
m3_1121,3030,12,3.317,上海だより - 精選盤 昭和の流行歌,上敏原,,'93,Japanese,上海だより精選盤昭和の流行歌上敏原#
m3_1122,5099,11,4.007,I've Never Been to Me - Hits of the 80s: The Ultimate Collection,Charlene,,'06,English,iveneverbeentomehitsofthe80stheultimatecollectioncharlene#
m3_1123,3036,5,4.05,Not the North - Spectral Soprano,Lol,,'02,nglish,notthenorthspectralsopranolol#
m3_1124,2684,9,7.559,unknown,Octx,,'02,,unknownoctx#
m3_1125,3045,7,4.5,Kort visitt - Bauta: En hyllest til Bjørn Eidsvåg,Ingrid Olava,,'14,Norwegian,kortvisittbautaenhyllesttilbjørneidsvågingridolava#
m3_1126,5452,11,3.6,Too Soon to Know - The Minit & Instant Story (disc 1),Irma Irma Thomas,,'05,English,toosoontoknowtheminit&instantstoryirmairmathomas#
m3_1127,9238,3,3.91,Exhibit A - Double Devil Conscience,Matt C.,,'11,English,exhibitadoubledevilconsciencemattc#
m3_1128,3058,3,3.565,The Last Thing on My Mind - The Neil Diamond Collection,Neil Diamond,,,English,thelastthingonmymindtheneildiamondcollectionneildiamond#
m3_1129,4769,10,3.456,Something - Rock en 2x4,Tangoloco feat. María Volonté,,'06,Spanish,somethingrocken2x4tangolocofeatmaríavolonté#
m3_1130,3062,12,3.173,Ma cherie (DJ Antoine vs. Mad Mark 2k12 radio edit) - NRJ Hit Music Only! 2012,DJ Antoine feat. The Beat Shakers,,'12,English,macherienrjhitmusiconly2012djantoinefeatthebeatshakers#
m3_1131,3069,7,,Orient Drive - Gospel of Judas,WMaqama,,'12,English,orientdrivegospelofjudaswmaqama#
m3_1132,3072,7,4.236,Riskante Spiele - Ball Pompös,Udo Lindenberg & Das Panikorchester,,'75,German,riskantespieleballpompösudolindenberg&daspanikorchester#
m3_1133,3074,20,2.183,Y'all Come - 75 Country & Bluegrass Hits,Bill Monroe and The Bluegrass Boys,,,English,yallcome75country&bluegrasshitsbillmonroeandthebluegrassboys#
m3_1134,3076,13,4.833,Psalm - Takei moje wędrowanie,Antonina Krzysztoń,,'93,Polish,psalmtakeimojewędrowanieantoninakrzysztoń#
m3_1135,2649,1,0.826,Didascalico bis - ...Senza er,Piotta,,'13,Italian,didascalicobissenzaerpiotta#
m3_1136,3081,6,,Kundel,Arka Satana,,,Polish,kundelarkasatana#
m3_1137,3082,1,4.898,I Surrender (single edit),David Sylvian,I Surrender,'99,English,isurrenderdavidsylvianisurrender
m3_1138,1876, 10,3.911,"There's a Light, Part 2 - From One to Another",Darling Downs,,'07,English,theresalightpart2fromonetoanotherdarlingdowns#
m3_1139,3085,14,3.189,Andantino Lento - Guitar Quintets (Complete),Luigi Boccherini,,'06,Italian,andantinolentoguitarquintetsluigiboccherini#
m3_1140,6931,8,6.839,Wiegenlied Lullaby - Music for Deep Relaxing,Geoff Rowell,,'01,English,wiegenliedlullabymusicfordeeprelaxinggeoffrowell#
m3_1141,3088,2,3.104,"At Home, at Work, at Play - Propaganda",Sparks,,'94,English,athomeatworkatplaypropagandasparks#
m3_1142,4210,11,2.083,Waiting 2 - Light Tension 1: Slow,Igor Dvorkin & Duncan PittoAck,,'08,English,waiting2lighttension1slowigordvorkin&duncanpittoack#
m3_1143,6443,2,2.849,Faut pas prendre légendes pour des contes - Un homme avec un grand h au pays des prises de têtes,Sttellla,,,French,fautpasprendrelégendespourdescontesunhommeavecungrandhaupaysdesprisesdetêtessttellla#
m3_1144,3092,2,3.65,Fight Dem a Fight - Anthony B & Friends,Anthony B,,'01,English,fightdemafightanthonyb&friendsanthonyb#
m3_1145,3093,3,,Luau - Stan Getz and the Lighthouse All-Stars: Live (disc 2),Stan Getz,,'07,English,luaustangetzandthelighthouseallstarslivestangetz#
