m1_id,m1_cid,m1_number,m1_length,m1_title,m1_artist,m1_album,m1_year,m1_language,m1_filtering_attr
m1_927,1912,009,00:00,Lokorowe lato (Bemibek / Bemibem),Bemibek,Bermibek / Bemibem,2004,,lokorowelatobemibekbermibekbemibem
m1_928,9587,003,01:47,Magoo (Daytrotte rSession),Blakes,Daytrotter Session,2008,,magooblakesdaytrottersession
m1_929,2379,005,03:52,Wonderful Dream (Holidays Are Coming) (radio version) (Bravo Hits 36),Melanie Thornton,Bravvo Hits 36,2004,,wonderfuldreammelaniethorntonbravvohits36
m1_930,7282,005,03:25,This Love of Mine (Latin Shadows),Shirley Scott,Latin Shadows,1966,,thisloveofmineshirleyscottlatinshadows
m1_931,7292,005,04:01,Cold Winter Night (Morning Glory),Lacksley Castell,Morning Glory,2006,,coldwinternightlacksleycastellmorningglory
m1_932,9776,34,03:20,La Guinée wodi (Authenticité  -The Syliphone Years),Orchestre de Kindia,Authenticité - The Syiphone Years,2007,,laguinéewodiorchestredekindiaauthenticitéthesyiphoneyears
m1_933,2390,004,03:01,His Friends Are More Than Fond of Robin (No Secrets),Carly Simon,No Secrets,,,hisfriendsaremorethanfondofrobincarlysimonnosecrets
m1_934,2391,005,03:22,Send for You (The Army of Freshmen),Army of Freshmen,The Army of Freshmen,2003,,sendforyouarmyoffreshmenthearmyoffreshmen
m1_935,683,009,02:49,United We Stand (True Seventies),Brotherhood of Man,True Seventies,2006,,unitedwestandbrotherhoodofmantrueseventies
m1_936,2393,013,08:01,I'm Gonna Get There (Shout! Live (featuring the McCrary Sisters)),Mike Farris & the Roseland Rhythm Revuew,Shout! Live (featuring the McCrary Sisters),,,imgonnagetthere
m1_937,2181,001,01:43,Iucundare iugiter (Piae Cantiones - Early Finnish Vocal Music),Finnish Radio Chamber Choir,Piae Cantiones - Early Finnish Vocal Music,1998,,iucundareiugiterfinnishradiochamberchoirpiaecantionesearlyfinnishvocalmusic
m1_938,2397,022,02:40,Happy Trumpeter (Instrumental Favorites),Bert Kaempfert,Instrumental Favrites,1996,,happytrumpeterbertkaempfertinstrumentalfavrites
m1_939,4593,002,04:35,Honky Tonk Women (Unplugged (Unplugged in Fléda),Dan Gladiš and Bangladesh,Unplugged in Fléda,2003,,honkytonkwomendangladišandbangladeshunpluggedinfléda
m1_940,7176,001,51:36,Vostok,Craig Padilla,Vostok,2002,,vostokcraigpadillavostok
m1_941,2421,029,02:00,Lo nuestro termino (balada) (Historia Musical Romántica),Grupo Bryndis,Historia Musical Romántica,,,lonuestroterminogrupobryndishistoriamusicalromántica
m1_942,2422,003,04:04,"Symphony no. 6 in D minor, op. 104: III. Poco vivace  (Symphonies 4 & 6)",Jean Sibelius,Symphonies 4 & 6,1996,,symphonyno6indminorop104iiipocovivacejeansibeliussymphonies4&6
m1_943,2424,005,01:51,Reel: Reilly of the White Hill (Celtic Dances: Jigs & Reels From Ireland),Billy McComiskey & Andy O'Brien,Celtic Dances: Jigs & Reels From Ireland,1998,,reelreillyofthewhitehillbillymccomiskey&andyobriencelticdancesjigs&reelsfromireland
m1_944,7094,001,04:03,Même si tu revenais (Remix 90's),Claude François,Remix 90's,1990,,mêmesiturevenaisclaudefrançoisremix90s
m1_945,1366,003,05:31,Danny Boy (Somebody's Darling),CCarol Noonan,Somebody's Darling,2004,,dannyboyccarolnoonansomebodysdarling
m1_946,3085,014,03:11,Andantino Lento (Guitar Quintets (Complete)),Luigi Boccherini,Guitar Quintets (Complete),2o06,,andantinolento
m1_947,3713,004,03:15,Ten Million Teardrops (Honky Tonk Sonatas),Jason McCoy,Honky Tonk Sonatas,2001,,tenmillionteardropsjasonmccoyhonkytonksonatas
m1_948,9035,001,06:04,Asturias (The Ultimate Guitar Collection),Isaac Albéniz,The Ultimate Guitar Collection,2005,,asturiasisaacalbéniztheultimateguitarcollection
m1_949,7522,009,03:51,Burn Baby Burn (Welcome to the New),MercyMe,Welcome to the New,2014,,burnbabyburnmercymewelcometothenew
m1_950,2404,0A2,03:41,A Wing and a Prayer (Children),Mission,Children,1988,,awingandaprayermissionchildren
m1_951,2450,009,04:38,Shaped Images of Disincarnate Spirits,Loudblast,Disiincarnate,1991,,shapedimagesofdisincarnatespiritsloudblastdisiincarnate
m1_952,6063,008,03:16,Second Skin (Drum),Hugo Largo,Drum,1999,,secondskinhugolargodrum
m1_953,820,039,01:50,Beyond the Net (Secrets of the 20th Century),John Cameron,Secrets of the 20th Century,,,beyondthenetjohncameronsecretsofthe20thcentury
m1_954,2453,008,03:14,Day of the  Dead (Thrones),Alaya,Thrones,2014,,dayofthedeadalayathrones
m1_955,2455,008,05:29,I Can't Wait Anymore (easy order mix) (groove remixes),露崎春女,groove remixes,1999,,icantwaitanymore露崎春女grooveremixes
m1_956,2456,003,03:53,Milonga ska (Mugre),Los Calzones,Mugre,1999,,milongaskaloscalzonesmugre
m1_957,2461,002,02:45,I Fall to Pieces (Golden Greats),Patsy Cline,Golden Greats,1991,,ifalltopiecespatsyclinegoldengreats
m1_958,2462,005,03:07,"Cyclops (1995-11-05: Electric Factory, Philadelphia, PA, USA)",Marilyn Manson,"1995-11-05: Electric Factory, Philadelphia, PA, USA",,,cyclopsmarilynmanson19951105electricfactoryphiladelphiapausa
m1_959,1187,005,05:35,Theme to the Last Puma (Transatlantik Lounging),Ian Simmonds,Transatlantik Lounging,1999,,themetothelastpumaiansimmondstransatlantiklounging
m1_960,2463,001,03:10,Erwt (Live) (Drs. P Compilé Complé),Amsterdams Philharmonisch Trio & Drs. P,Drs. P Compilé Complé,2013,,erwtamsterdamsphilharmonischtrio&drspdrspcompilécomplé
m1_961,3140,003,03:49,Kentucky Lament (Tol & Tol),Tol & Tol,Tol & Tol,,,kentuckylamenttol&toltol&tol
m1_962,2473,00A,06:14,Trouble (Trouble / Madness),Robert Manos,Trouble / Madness,2011,,troublerobertmanostroublemadness
m1_963,2475,001,02:41,O Holy Night (The Magic of Christmas),Milton Smith,The Magic of Christmas,1999,,oholynightmiltonsmiththemagicofchristmas
m1_964,2083,,05:32,"Prelude And Fugue In A Minor, BWV 894: Prelude (The Complete Keyboard Works Of J.S. Bach On Concord Concerto, Volume 15: Fantasias, Preludes, Fugues and Fughettas (Joao Carlos Martins))",Johann Sebastian Bach,"The Complete Keyboard Works Of J.S. Bach On Concord Concerto, Volume 15: Fantasias, Preludes, Fugues and Fughettas (Joao Carlos Martins)",,,preludeandfugueinaminorbwv894prelude
m1_965,2478,012,06:16,Sands Of Time (Code of Ethics),Code of Ethics,Code of Ethics,1993,,sandsoftimecodeofethicscodeofethics
m1_966,9272,067,04:57,Summertime (101 Best of Jazz),Ella Fitzgerald and Her Savoy Eight,101 Best of Jazz,,,summertimeellafitzgeraldandhersavoyeight101bestofjazz
m1_967,2480,016,02:25,The Pond at Woodburn Hill (The Waters and the Wild),l Petteway,The Waters and the Wild,,,thepondatwoodburnhilllpettewaythewatersandthewild
m1_968,2485,016,03:04,Why Walk When You Can Fly?,Angel City Chorale,Why Walk When You Can Fly?,1999,,whywalkwhenyoucanflyangelcitychoralewhywalkwhenyoucanfly
m1_969,2487,004,02:44,"The Visible Hand (Faster Now, Slower Later)",Tre Orsi,"Faster Now, Slower Later",2008,,thevisiblehandtreorsifasternowslowerlater
m1_970,225,010,01:38,Time for Pepper (The Impossibility of Silence),Black Sun Productions,The Impossibility of Silence,2006,,timeforpepperblacksunproductionstheimpossibilityofsilence
m1_971,4758,008,04:21,D01.08-25 (Dirk Pitt 7: Deep Six),Clive Cussler,Dirk Pitt 7: Deep Six,1984,,d010825clivecusslerdirkpitt7deepsix
m1_972,2772,003,05:30,I’m Dreaming (Brief.Pastiche remix),Sinine,I’ Dreaming,2012,,i’mdreamingsininei’dreaming
m1_973,8272,005,,Uplift (545: Five Songs for Five Bucks),Andrew Eigel,545: Five Songs for Five Bucks,,,upliftandreweigel545fivesongsforfivebucks
m1_974,2493,012,01:54,"Missa ""Assumpta est Maria"", H.11: Simphonie (Te Deum H.146 / Litanies de la Vierge / Missa 'Assumpta est Maria')","Marc-Antoine Charpentier; Les Arts Florissants, William Christie",Te Deum H.146 / Litanies de la Vierge / Missa 'Assumpta est Maria',,,missaassumptaestmariah11simphoniemarcantoinecharpentierlesartsflorissantswilliamchristietedeumh146litaniesdelaviergemissaassumptaestmaria
m1_975,2494,003,03:02,Deuda de Amor (Maldito Callo),El Gran Combo de Puerto Rico,Maldito Callo,1967,,deudadeamorelgrancombodepuertoricomalditocallo
m1_976,95,004,05:37,"Slow, Loud nd Bangin' (S.L.A.B.ed) (Slow, Loud and Bangin', Volume 4)","Trae, Jay'Ton, Lil' B, Lil Boss, Billy Cook, Big Bee, Billy, Kepoe & Lil' T","Slow, Loud and Bangin', Volume 4",2004,,slowloudndbangintraejaytonlilblilbossbillycookbigbeebillykepoe&liltslowloudandbanginvolume4
m1_977,2498,7,02:56,How Sweet It Is (to Be Loved by You) (Gold: Greatest Hits),Marvin Gaye,Gold: Greatest Hits,Gold: Greatest Hits,,howsweetitismarvingayegoldgreatesthits
m1_978,2501,007,07:32,Welcome.Home.R2 (Freaquenseize),Kosmik Kommando,Freaquenseize,1993,,welcomehomer2kosmikkommandofreaquenseize
m1_979,2909,016,03:30,Käptn Coma (Mit Leib und Seele),Schandmal,Mit Leib und Seele,2006,,käptncomaschandmalmitleibundseele
m1_980,1045,013,02:20,What a Wonderful World (Remembering the '60s),Louis Armstrong,Remembering the '60s,1987,,whatawonderfulworldlouisarmstrongrememberingthe60s
m1_981,2510,014,00:00,I Threw It All Away (The Oxford American - Southern Music CD #15 (feat. The Music of Tennessee)),Bob Dylan,The Oxford American - Southern Music CD #15 (feat. The Music of Tennessee),2013,,ithrewitallaway
m1_982,1564,001,00:00,Mother Says I'm Pretty (feat. Silent Bob) (Electric Eclectic),City INSECT,Electric Eclectic,,,mothersaysimprettycityinsectelectriceclectic
m1_983,9626, 001,00:00,Πρόλογος (Φωνή βοώντος),Χρήστος Δάντης,Φωνή βοώντος,1996,,πρόλογοςχρήστοςδάντηςφωνήβοώντος
m1_984,2516,013,00:00,Aloha-land (Kilima Herinneringen),De Kilima Hawaiians,Kilima Herinneringen,,,alohalanddekilimahawaiianskilimaherinneringen
m1_985,5195,4,17:06,Still a Fool (BBC Radio One Live in Concert),Groundhogs,BBC Radio One Live in Concert,,,stillafoolgroundhogsbbcradiooneliveinconcert
m1_986,2518,015,03:46,(ʻUlalena),ʻUlalena,ʻUlalena,1999,,ʻulalenaʻulalena
m1_987,1604,015,04:03,"Тома (Хочешь, tно молчишь!..)","Кабаре-дуэт ""Академия""","Хочешь, но молчишь!..",,,томакабаредуэтакадемияхочешьномолчишь
m1_988,2442,01 0,04:53,Adriano in Siria - Aria: Tutti nemici e rei (Caldara in Vienna: Forgotten Castrato Arias),Antonio Caldara,Caldara in Vienna: Forgotten Castrato Arias,2010,,adrianoinsiriaariatuttinemiciereiantoniocaldaracaldarainviennaforgottencastratoarias
m1_989,7070,006,01:03,Secret Spy (TV Time),John Hill DeFaria,TV Time,,,secretspyjohnhilldefariatvtime
m1_990,3091,012,02:44,Dissonance (A Soldier's Story),Danny Breaks,A Soldier's Story,1000,,dissonancedannybreaksasoldiersstory
m1_991,2532,019,04:50,Mooncats Roock (100% Electro),International Swingers,100% Electro,2010,,mooncatsroockinternationalswingers100%electro
m1_992,2535,008,03:19,I Must Have Done Something Bad (50 Years of Hits),George Jones,50 Years ofHits,2004,,imusthavedonesomethingbadgeorgejones50yearsofhits
m1_993,4326,012,02:48,Nursehellamentary (Second Coming),Nursehella,Secon Coming,2012,,nursehellamentarynursehellaseconcoming
m1_994,2543,001,04:34,American Saturday Night,Brad Paisley,American Saturday Night,2009,,americansaturdaynightbradpaisleyamericansaturdaynight
m1_995,2545,004,00:49,Shotput (Psycho-Acoustic),Elliott Sharp & Zeena Parkins,Psych-Acoustic,1994,,shotputelliottsharp&zeenaparkinspsychacoustic
m1_996,2547,009,00:24,Outro (Mass Sufferings of a Human Being),Sagrdo,Mass Sufferings of a Human Being,2012,,outrosagrdomasssufferingsofahumanbeing
m1_997,2549,001,07:11,Triumphant Storm (The Labyrinth Spell),Labyrinth Spell,The Labyrinth Spell,,,triumphantstormlabyrinthspellthelabyrinthspell
m1_998,3860,004,06:04,Gloria (Electric Comic Book),Blues Magoos,Electric Comic Book,2011,,gloriabluesmagooselectriccomicbook
m1_999,2550,013,02:43,C'est chouette d'être un monsieur (Best Of),Jean Gabin,Best Of,,,cestchouettedêtreunmonsieurjeangabinbestof
m1_1000,9953,,04:14,A Chance Of Rain (Light The Horizon),Bedouin Soundclash,Light The Horizon,2010,,achanceofrainbedouinsoundclashlightthehorizon
m1_1001,2556,005,03:15,Soudain il est trop tard (Le lundi au soleil),Claude François,Le lundi au soleil,1998,,soudainilesttroptardclaudefrançoislelundiausoleil
m1_1002,2557,008,04:22,"Pedindo amor (Leandro & Leonardo, Volume 11)",Leandro & LeonarCdo,"Leandro & Leonardo, Volume 11",1997,,pedindoamorleandro&leonarcdoleandro&leonardovolume11
m1_1003,2559,001,00:24,Intro (Spanks for the Memories),Asylum Street Spankers,Spanks for the Memories,1996,,introasylumstreetspankersspanksforthememories
m1_1004,2567,003,03:24,Ahead of the Pack (Restless and Wild),Accept,Restless and Wild,1982,,aheadofthepackacceptrestlessandwild
m1_1005,2568,014,02:22,Time Ran Out (live) (We’re Taking Over),Deadline,We’re Takng Over,2008,,timeranoutdeadlinewe’retakngover
m1_1006,2572,010,02:45,L Train (The Space Between),Chiara Civello,TThe_Space_Between,2007,,ltrainchiaracivellotthespacebetween
m1_1007,9872,014,00:00,Partir (Never Cage),LAREINE,Never Cage,2004,,partirlareinenevercage
m1_1008,3327,019,02:17,Warlord (The Best of the Shadows),Shadows,The Best of the Shadows,1992,,warlordshadowsthebestoftheshadows
m1_1009,2578,004,03:50,Clandestine From Humanity (Bloodgasm),Bloodgasm,B.,2003,,clandestinefromhumanitybloodgasmb
m1_1010,2587,012,03:51,Άνοιξαν οι ουρανοί (Υπάρχει λόγος),Έλενα Παπαρίζου,Υπάρχει λόγος,2006,,άνοιξανοιουρανοίέλεναπαπαρίζουυπάρχειλόγος
m1_1011,2591,007,02:44,vulnerable (ex sententia - a journey through thorough thoughts),destoephobia,ex sententia - a journey through thorough thoughts,2006,,vulnerabledestoephobiaexsententiaajourneythroughthoroughthoughts
m1_1012,6778,007,03:25,Be Nice to Me (Todd Rundgren),Todd Rundgren,Todd Rundgren,,,benicetometoddrundgrentoddrundgren
m1_1013,5231,012,01:03,"Auf, schicke dich recht feierlich, Wq 249: Recitativ ""Wohin mein Auge blickt"" (Tenor) (Edition Bach Carl Philipp Emanuel)",Carl Philipp Emanuel Bach,Edition Bach Carl Philipp Emanuel,2004,,aufschickedichrechtfeierlichwq249recitativwohinmeinaugeblicktcarlphilippemanuelbacheditionbachcarlphilippemanuel
m1_1014,2599,025,02:03,"Raspberries, Strawberries (The Guard Years)",Kingston Trio,The Guard Years,2002,,raspberriesstrawberrieskingstontriotheguardyears
m1_1015,5513,109,01:33,Infomotion (background) (Issue Box),Joseph Saba & Stewart Winter,Issue Box,,,infomotionjosephsaba&stewartwinterissuebox
m1_1016,8072,003,04:57,"Destroy (Only DJ Noisekick Will Survive) (This Is Terror, Volume 5)",Noisekick,"This Is Terror, Volume 5",2005,,destroynoisekickthisisterrorvolume5
m1_1017,2604,005,00:00,Glass Web (Chapel EP),mirdaor,Chapel EP,2010,,glasswebmirdaorchapelep
m1_1018,2606,003,03:23,Dzieci (Prawda Naga cd. 2),Waldemar Kasta,Prawda Naga cd. 2,,,dzieciwaldemarkastaprawdanagacd2
m1_1019,2610,009,06:16,Exalted Above Thrones (Vittra),Naglfar,Vittra,1995,,exaltedabovethronesnaglfarvittra
m1_1020,2612,unk.,03:46,All I Want (Twist),Wild Strawberries,Twist,2000,,alliwantwildstrawberriestwist
m1_1021,7806,008,,The Black (4:17 am),Before the Dawwn,4:17 am,2004,,theblackbeforethedawwn417am
m1_1022,2409,002,06:49,Act III: Comfort Me (Room V),Shadow Gaallery,Room V,2006,,actiiicomfortmeshadowgaalleryroomv
m1_1023,8466,022,03:24,Ein Lied für Bielefeld (Stenkelfeld: Alle Originale),Harald Wehmeier & Detlev Gröning,Stenkelfeld: Alle Originale,2010,,einliedfürbielefeldharaldwehmeier&detlevgröningstenkelfeldalleoriginale
m1_1024,2617,0C7,03:51,Aqua Dementia (Live at Brixton),Mastodon,Live at Brixton,2014,,aquadementiamastodonliveatbrixton
m1_1025,2620,006,01:13,Overflowing Ashtrays (Music Is Painting in the Air),Sensations' Fix,Music Is Painting in the Air,2012,,overflowingashtrayssensationsfixmusicispaintingintheair
m1_1026,8493,008,00:00,I’ll Be Damned (ANX),Dark Time Sunshine feat. Poeina Suddarth,ANX,,,i’llbedamneddarktimesunshinefeatpoeinasuddarthanx
m1_1027,2626,010,05:16,"Lohengrin: Act III. ""Oh prodi guerrieri,"" (Lohengrin (Orchestra Sinfonica e Coro di Milano della RAI, feat. conductor: Ferdinand Leitner, singers: Dari, Kónya, Pobbe, Protti, Didier))",RichardWagner,"Lohengrin (Orchestra Sinfonica e Coro di Milano della RAI, feat. conductor: Ferdinand Leitner, singers: Dari, Kónya, Pobbe, Protti, Didier)",2009,,lohengrinactiiiohprodiguerrieri
m1_1028,2627,001,02:36,Rakkautta huhtikuussa (April love) (Kuolemattomat levytykset),Hannu Hovi,Kuolemattomat levytykset,2007,,rakkauttahuhtikuussahannuhovikuolemattomatlevytykset
m1_1029,2630,004,00:00,Kollegium (Dishes !),Sweet 'n Candy,Dishes !,2004,,kollegiumsweetncandydishes
m1_1030,2631,007,05:13,La Playa (Captain Zorx Stimmungsattacke),Captain Zorx Stimmungsattacke,Captain Zorx Stimmungsattacke,2006,,laplayacaptainzorxstimmungsattackecaptainzorxstimmungsattacke
m1_1031,2414,001,06:40,"The Magick Bird of Chomo-Lung-Ma (Land of Baboon, Volume 2: The Return of the Illclectic)",Obsolete vs. Delete,"Land of Baboon, Volume 2: The Return of the Illclectic",1997,,themagickbirdofchomolungmaobsoletevsdeletelandofbaboonvolume2thereturnoftheillclectic
m1_1032,2639,001,06:48,Embargo! (club edit),Embargo!,Embargo!,1999,,embargoembargoembargo
m1_1033,2640,010,05:46,Us (Let's Talk About Love),Céline Dion,Let's Talk About Love,1997,,uscélinedionletstalkaboutlove
m1_1034,2646,001,03:47,Spider in the Snow (Live in Japan 2011),Dismemberment Plan,Live in Japan 2011,2011,,spiderinthesnowdismembermentplanliveinjapan2011
m1_1035,2648,002,02:59,La nuit n'en finit plus (C'est ma chanson),PetulaClark,C'est ma chanson,1988,,lanuitnenfinitpluspetulaclarkcestmachanson
m1_1036,2649,001,00:49,Didascalico bis (...Senza er),Piotta,...Senza er,2013,,didascalicobispiottasenzaer
m1_1037,2653,3,04:28,Greatest Story (The Greatest Story),Kim Taylor,The Greatest Story,2008,,greateststorykimtaylorthegreateststory
m1_1038,2656,004,Serie Cristal: Greatest Hits,Hoy (Serie Cristal: Greatest Hits),Tony Vega,Serie Cristal: Greatest Hits,1997,,hoytonyvegaseriecristalgreatesthits
m1_1039,2660,011,04:32,Build Your Love (With a Twist),Alison Limerick,With a Twist,1994,,buildyourlovealisonlimerickwithatwist
m1_1040,100,001,04:12,Astronomy Domine (The Piper at the Gates of Dawn),Pink Floyd,The Piper atthe Gates of Dawn,1987,,astronomydominepinkfloydthepiperatthegatesofdawn
m1_1041,2668,001,01:55,Preserved Roses (TRAILER MOVIE),T.M.Revolution×水樹奈々,Preserved Roses,2013,,preservedrosestmrevolution×水樹奈々preservedroses
m1_1042,2669,030,02:18,"Jamaica Farewell (World's Best Kids Songs, Volume 2)",ABC For Kids,"World's Best Kids Songs, Volume 2",2008,,jamaicafarewellabcforkidsworldsbestkidssongsvolume2
m1_1043,9516,006,,Patrick (The Stiff Years),Kirsty MacColl,The Stiff Years,2005,,patrickkirstymaccollthestiffyears
m1_1044,2678,002,01:06,"Peruvian Plains (Missing Links, Volume 3: Time and Tide)",Anthony Phillips & Joji Hirota,"Missing Links, Volume 3: Time and Tide",,,peruvianplainsanthonyphillips&jojihirotamissinglinksvolume3timeandtide
m1_1045,843,011,07:01,Powerslave (Memoirs of a Broken Man),Futures End,Memoirs of a Broken Man,2009,,powerslavefuturesendmemoirsofabrokenman
m1_1046,2682,001,06:54,Slow Descent (Torn from Black Space), Cu be K,unknown,2009,,slowdescentcubekunknown
m1_1047,3801,009,04:28,Verdi / I vespri siciliani (Vive 2),Maria Callas,Vive 2,1996,,verdiivesprisicilianimariacallasvive2
m1_1048,1765,001,05:04,"Distinction ~ Acceptance (Relationships: Love, Intimacy & Freedom)",Landmark Education,"Relationships: Love, Intimacy & Freedom",,,distinction~acceptancelandmarkeducationrelationshipsloveintimacy&freedom
m1_1049,2496,010,00:00,27 Different Ways (Not So Rich and Famous),Kemo the Blaxican,Not So Rich and Famous,,,27differentwayskemotheblaxicannotsorichandfamous
m1_1050,2686,009,06:11,La Cumbia Del Pepino (D. Jack - J. Gonzalez) (His Thinking Congas),,His Thinking Congas,1998,,lacumbiadelpepino#histhinkingcongas
m1_1051,2687,016,01:15,"Spirit of Death (Two Steps From Hell, Volume One)",Nick Phoenix & Thomas J. Bergersen,"Two Steps From Hell, Volume One",2006,,spiritofdeathnickphoenix&thomasjbergersentwostepsfromhellvolumeone
m1_1052,2690,O11,03:57,Valmis (Etsijät),Kauko Röyhkä,Etsijät,2002,,valmiskaukoröyhkäetsijät
m1_1053,462,003,03:58,First Flight (Cloud OST),Vincent Diamannte,Cloud OST,2005,,firstflightvincentdiamanntecloudost
m1_1054,2693,003,03:23,"The Well-Tempered Clavier, Book II: Prelude & Fugue No. 15 in G major, BWV 884 (The Well-Tempered Clavier, Books I & II (feat. organ: Louis Thiry))",Johann Sebastian Bach,"The Well-Tempered Clavier, Books I & II (feat. organ: Louis Thiry)",1973,,thewelltemperedclavierbookiiprelude&fugueno15ingmajorbwv884
m1_1055,2698,012,03:35,Voy a apostar por tí (Histeria),Tino Casal,Histeria,,,voyaapostarportítinocasalhisteria
m1_1056,4479,006,00:00,ProgRo_5 (InsectS) (ZolloZkunstStoFF),ZolloZ,ZolloZkunstStoFF,2013,,progro5zollozzollozkunststoff
m1_1057,2706,007,04:04,"All This Is That (Carl and the Passions: ""So Tough"")",Beach Boys,"Carl and the Passions: ""So Tough""",1991,,allthisisthatbeachboyscarlandthepassionssotough
m1_1058,2454,001,05:59,Funeral March (original),Kosh,Funeral March,2006,,funeralmarchkoshfuneralmarch
m1_1059,8025,011,02:43,City Lights (Tribute to Tradition),Rick Treviño,Tribute to Tradition,1998,,citylightsricktreviñotributetotradition
m1_1060,3095,019,03:16,Stupid Hoe (Pink Friday: Roman Reloaded: The Re-Up),Nicki Minaj,Pink Friday: Roman Reloaded: The Re-Up,2012,,stupidhoenickiminajpinkfridayromanreloadedthereup
m1_1061,8153,006,03:34,Turning Point (As the Moon Draws Water),Inch-time,As the Moon Draws Water,2006,,turningpointinchtimeasthemoondrawswater
m1_1062,2718,016,00:00,"Better Man (1994-04-12: Orpheum Theater, Boston, MA, USA)",Pearl Jam,"1994-04-12: Orpheum Theater, Boston, MA, USA",,,bettermanpearljam19940412orpheumtheaterbostonmausa
m1_1063,2720,O08,01:17,Der Freund von Lüül (Rock’n’Roll 13),17 Hippies,RoZck’n’Roll 13,2010,,derfreundvonlüül17hippiesrozck’n’roll13
m1_1064,2721,008,06:28,Shyam Kalyan (Snakes and Ladders),Australian Bebop Ragas,Snakes and Ladders,,,shyamkalyanaustralianbebopragassnakesandladders
m1_1065,2722,005,07:31,"Symphony No. 40 in G minor, K. 550: I. Molto allegro (The Great Symphonies, Volume 1)",Wolfgang Amadeus Mozart,"The Great Smphonies, Volume 1",,,symphonyno40ingminork550imoltoallegrowolfgangamadeusmozartthegreatsmphoniesvolume1
m1_1066,8661,032,02:35,"Belle Vie (full mix) (Solo Strings, Small Ensemble)",Paul Mottram,,2002,,belleviepaulmottram#
m1_1067,5613,005,02:20,Hernandos Hideaway (The Bachelor),Billy May's Rico Mambo Orchestra,The Bachelor,1999,,hernandoshideawaybillymaysricomamboorchestrathebachelor
m1_1068,2739,008,03:27,I See You (AriannAntinoir),"Arianna_Antinori,_Jean_Charles_Carbone,_Marco_Fasolo,_Ernesttico,_Marco_Pandolfi,_Luca_Moresco_&_Davide_Pezzin",AriannAntinori,2012,,iseeyouariannaantinorijeancharlescarbonemarcofasoloernestticomarcopandolfilucamoresco&davidepezzinariannantinori
m1_1069,8813,009,02:39,Serenade (Haydn) (Light Classics for Listening & Relaxation),"London Promenade Orchestra, Eric Hammerstein",Light Classics for Listening & Relaxation,1995,,serenadelondonpromenadeorchestraerichammersteinlightclassicsforlistening&relaxation
m1_1070,2745,001,03:22,Travel (live) (amparo fugaz),Guts Pie Earshot,amparo fugaz,,,travelgutspieearshotamparofugaz
m1_1071,6216,004,00:00,Feels Like the First Time (Another EP),WannaBees,Another EP,1993,,feelslikethefirsttimewannabeesanotherep
m1_1072,1102,005,04:47,A Fair Affair (Je T'aime) (More Music 2),Misty Oldland,More Music 2,,,afairaffairmistyoldlandmoremusic2
m1_1073,2752,003,00:00,Dreamlet (White Earth),Room Noir,White Earth,,,dreamletroomnoirwhiteearth
m1_1074,2757,001,,Bonanza (Multiplicitty),Anthony Lomas,Multiplicitty,2012,,bonanzaanthonylomasmultiplicitty
m1_1075,7289,013,04:07,Dance of Solitude (Temporal),Shadrane,Tempral,2008,,danceofsolitudeshadranetempral
m1_1076,8752,020,05:05,So What the Fuss (Number 1's),Stevie Wonder,Number 1's,2007,,sowhatthefusssteviewondernumber1s
m1_1077,2761,015,00:10,"Empty Pocket Blues (b) (Music Through the Ages, Part Two: 1900 to 1940)",Richard Myhill,"Music Through the Ages, Part Two: 1900 to 1940",,,emptypocketbluesrichardmyhillmusicthroughtheagesparttwo1900to1940
m1_1078,4033,010,00:00,Anima Mundi (original) (Globetronica 2),Last Atlant,Globetronica 2,20 09,,animamundilastatlantglobetronica2
m1_1079,6430,00 7,03:13,Santa Virgen Maria (300),Eisenfunk,300,2009,,santavirgenmariaeisenfunk300
m1_1080,4110,007,03:41,Ela mia nikita (20 Popular Melodies From Greece and Cyprus),Savvas Paphiti,20 Popular Melodies From Greece and Cyprus,1994,,elamianikitasavvaspaphiti20popularmelodiesfromgreeceandcyprus
m1_1081,2780,005,02:44,My World Is Empty Without You (Peace & Harmony: The Trojan Anthology),Heptones,Peace & Harmony: The Trojan Anthology,2004,,myworldisemptywithoutyouheptonespeace&harmonythetrojananthology
m1_1082,2787,008,04:19,Die Katze unter den Bäumen 08 (Das magische Messer (feat. narrator: Rufus Beck)),Philip sPullman,Das magische Messer (feat. narrator: Rufus Beck),2008,,diekatzeunterdenbäumen08
m1_1083,9136,001,06:38,[Vaka] (In a Frozen Sea: A Year with Sigur Rós),Sigur Rós,In a Frozen Sea: A Year with Sigur Rós,2007,,vakasigurrósinafrozenseaayearwithsigurrós
m1_1084,2805,004,00:00,"O Mother Mary Teri Sharn Me Jo Aaye, Jeevan Safal Ho Jaye (Bheegi Palkein)",Sushree Sangeeta,Bheegi Palkein,1982,,omothermaryterisharnmejoaayejeevansafalhojayesushreesangeetabheegipalkein
m1_1085,2806,013,03:56,"Humanoid (2010-06-10: A State of Trance #460: Sodo Showbox, Seattle, U.S.A.)",Jochen Miller,"2010-06-10: A State of Trance #460: Sodo Showbox, Seattle, U.S.A.",,,humanoidjochenmiller20100610astateoftrance#460sodoshowboxseattleusa
m1_1086,2809,012,03:14,Ice Flowers (Silent Star),Bernward Koch,Silent Star,2011,,iceflowersbernwardkochsilentstar
