m3pp_id,m3pp_cid,m3pp_number,m3pp_length,m3pp_title,m3pp_artist,m3pp_album,m3pp_year,m3pp_language,m3pp_filtering_attr
m3pp_471,7807,16,113,"Adam's Sleep : ""Sleep, Adam, Sleep"", Z 195",Henry Purcell,"Harmonia Sacra & Complete Organ Music (feat. soprano: Jill Feldman, organ: Davitt Moroney)",'93,English,adamssleepsleepadamsleepz195harmoniasacra&completeorganmusichenrypurcell#
m3pp_472,1257,16,170,Masterplan,Motörhead,Damage Case,'06,English,masterplandamagecasemotörhead#
m3pp_473,1603,27,148,Memphis,Bo Diddley,The Chess Years 1955,'93,English,memphisthechessyears19551974bodiddley#
m3pp_474,1261,3,406,Switchback (Klayton Revision) (Instrumental),Celldweller,Celldweller Remix EP (Switchback / Own Little World),'06,English,switchbackcelldweller#
m3pp_475,1266,4,160,I'm Sorry,Brenda Lee,The Ultimate Country Collection,,English,imsorrytheultimatecountrycollectionbrendalee#
m3pp_476,1269,8,223,Kameleony żony,Oddział Zamknięty,Reda nocą,'01,Polish,kameleonyżonyredanocąoddziałzamknięty#
m3pp_477,1271,10,154,We Three Kings of Orient Are,Phil Keaggy,25 Songs of Christmas,'89,English,wethreekingsoforientare25songsofchristmasphilkeaggy#
m3pp_478,1273,5,211,Crawdad Hole,Medicine Crow,A Much Better Reality,'06,English,crawdadholeamuchbetterrealitymedicinecrow#
m3pp_479,8094,3,232,Fill My Glass,Heavy Ride,Rock 'n' Roll Show,,English,fillmyglassrocknrollshowheavyride#
m3pp_480,8460,1,157,Du wie ich,Junge mit der Gitarre,Im Affekt,,German,duwieichimaffektjungemitdergitarre#
m3pp_481,1277,3,154,Karu,Alkymia,Alkymia,,,karualkymiaalkymia#
m3pp_482,1278,1,142,Most Gentlemen Don't Like Love,Eddy Duchin & His Orchestra,Most Gentlemen Don't Like Love / My Heart Belongs to Daddy,'38,English,mostgentlemendontlikelovemostgentlemendontlikelovemyheartbelongstodaddyeddyduchin&hisorchestra#
m3pp_483,1279,1,166,Little Rabbit,David Grier,Hootenanny,,ENGLISH,littlerabbithootenannydavidgrier#
m3pp_484,3736,15,214,Back It Up,Double C; Blizz; Dvocalz,Most Wanted of 2009 ((Mixed by MC Mario),,[Multiple languages],backitupmostwantedof2009doublecblizzdvocalz#
m3pp_485,1285,5,163,Act 3: Scene 2: The Commune de Paris,Roger Waters,The Collection,,English,act3scene2thecommunedeparisthecollectionrogerwaters#
m3pp_486,1286,6,260,Doin' Time,TKO,Below the Belt,,,dointimebelowthebelttko#
m3pp_487,3536,2,331,Grave Digger-  Requiem of Memory,Azure,Grave Digger-  Requiem of Memory,'00,E nglish,gravediggerrequiemofmemoryazure#
m3pp_488,1294,17,196,Back O'Town Blues,Louis Armstrong,The Collection,'06,English,backotownbluesthecollectionlouisarmstrong#
m3pp_489,4916,3,219,New Plans,Heed,Breakeven 2200,'00,English,newplansbreakeven2200heed#
m3pp_490,2547,9,24,Outro,Sagrado,Mass Sufferings of a Human Being,'12,English,outromasssufferingsofahumanbeingsagrado#
m3pp_491,1299,9,181,How Deep Is the Ocean,Dinah Washhington,"I Was Born Ruth Lee Jones, But I Am Singing As Dinah",'08,English,howdeepistheoceaniwasbornruthleejonesbutiamsingingasdinahdinahwashhington#
m3pp_492,1301,11,268,100 Miles and Runnin’,N.W.A,Greatest Hitz,'07,English,100milesandrunnin’greatesthitznwa#
m3pp_493,4312,12,242,Suddenly,Olivia Newton-John & Cliff Richard,The Definitive Collection,'03,English,suddenlythedefinitivecollectionolivianewtonjohn&cliffrichard#
m3pp_494,4788,7,172,さよならをもう一度,尾崎紀世彦,続・青春歌年鑑 ’71 PLUS,'02,Japanese,さよならをもう一度続・青春歌年鑑’71plus尾崎紀世彦#
m3pp_495,1306,5,319,Cloned #1 (4),Lassigue Bendthaus,Cloned #1 (4),'94,English,cloned#1lassiguebendthauscloned
m3pp_496,1307,3,210,Hot  Science,Beth In Battle Mode,Hot  Science,'09,English,hotsciencebethinbattlemodehotscience
m3pp_497,1308,7,218,Ik wou dat je een vreemde was,Acda en De Munnik,Jouw leven lang bij mij,'09,Dutch,ikwoudatjeeenvreemdewasjouwlevenlangbijmijacdaendemunnik#
m3pp_498,1316,2,190,A Tale of Slaughtering,Milking the Goatmachine,Back From The Goats... A GoatEborg Fairy Tale,'09,English,ataleofslaughteringbackfromthegoatsagoateborgfairytalemilkingthegoatmachine#
m3pp_499,8575,11,265,Chere Bébé Creole,Ray Abshire,Pour les bons vieux temps,'03,English,cherebébécreolepourlesbonsvieuxtempsrayabshire#
m3pp_500,5645,13,244,Mout,Tunisiano,Marqué à vie,'14,French,moutmarquéàvietunisiano#
m3pp_501,4893,10,185,Price of Love,Triggerdaddy,Stereophonic Meltdown,,English,priceoflovestereophonicmeltdowntriggerdaddy#
m3pp_502,1319,9,436,Splinters,Cherry Choke,A Night in the Arms of Venus,'11,English,splintersanightinthearmsofvenuscherrychoke#
m3pp_503,1942,2,122,My Mouth and Me,Coal Train Railroad,Coal Train Railroad,,English,mymouthandmecoaltrainrailroadcoaltrainrailroad#
m3pp_504,4703,8,283,1211-Idlip,Barbie's Cradle,Playing in the Fields,'03,Filipino,1211idlipplayinginthefieldsbarbiescradle#
m3pp_505,5871,18,136,Oh Boy,Cam'ron feat. Juelz Santana,Westwood 10,'05,English,ohboywestwood10camronfeatjuelzsantana#
m3pp_506,1325,1,364,Winterreise,Atom™,Winterreise,'12,German,winterreiseatom™winterreise
m3pp_507,8306,9,223,We,Broken Family Band,We,'05,English,webrokenfamilyband#
m3pp_508,7925,18,273,She's a Light / Iowa,Magic Arrows,"Little Darla Has a Treat for You, Volume 23",'05,English,shesalightiowalittledarlahasatreatforyouvolume23magicarrows#
m3pp_509,8656,28,315,Moon Dreams,Glenn-Miller-and-The-Army-Air-Force-Band,"The Glenn Miller Story, Volume 17- 20",'04,English,moondreamstheglennmillerstoryvolume1720glennmillerandthearmyairforceband#
m3pp_510,503,16,133,Le Fiacre,Lina Margy,Collection or,'92,French,lefiacrecollectionorlinamargy#
m3pp_511,1348,4,313,Water Song,Hot Tuna,Final Vinyl,'79,English,watersongfinalvinylhottuna#
m3pp_512,1349,7,187,STP,Sublime,Everything Under the Sun,'06,English,stpeverythingunderthesunsublime#
m3pp_513,1353,4,311,Adelante,Massimo Di Cataldo,Con el Alma,,,adelanteconelalmamassimodicataldo#
m3pp_514,1355,2,-1,Technology,Whigs,"2008-03-19: Opera House, Toronto, ON, Canada",,English,technology20080319operahousetorontooncanadawhigs#
m3pp_515,1356,10,367,O-Daiku Drum Solo,Lex van Someren,Rhythm on Fire,'08,English,odaikudrumsolorhythmonfirelexvansomeren#
m3pp_516,1357,4,239,Chu Chu (Shinichi Osawa Remix),moumoon,儚火,'12,Japanese,chuchu儚火moumoon#
m3pp_517,2883,B6,54,The Equestrian Library,Broadcast,Berberian Sound Studio,'13,English,theequestrianlibraryberberiansoundstudiobroadcast#
m3pp_518,1360,30,30,Habibi Wana,Haitham Al Hamwi,Arabian Fusion,'03,English,habibiwanaarabianfusionhaithamalhamwi#
m3pp_519,8527,10,441,Knowing Insider,Dylan Group,Ur-klang Search,'00,English,knowinginsiderurklangsearchdylangroup#
m3pp_520,1367,3,127,Aesthetics of Yice,Charlie Brown Gets a Valentine,Dismissed,'03,English,aestheticsofyicedismissedcharliebrowngetsavalentine#
m3pp_521,1370,11,276,Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,John Denver & The Muppets,A Christmas Together,'06,English,medleyalfiethechristmastreecarolforachristmastreeitsineveryoneofusachristmastogetherjohndenver&themuppets#
m3pp_522,1371,3,190,La abandoné y no sabía,Osvaldo Pugliese,Sus Éxitos con Roberto Chanel,'98,Spanish,laabandonéynosabíasuséxitosconrobertochanelosvaldopugliese#
m3pp_523,4390,7,301,One Ton,Rahsaan Roland Kirk,Volunteered Slavery,'05,English,onetonvolunteeredslaveryrahsaanrolandkirk#
m3pp_524,1377,7,144,"Lieder ohne Worte, Op. 67 No. 1 Es-dur: Andante",Felix Mendelssohn,"Lieder ohne Worte, Op. 67 No. 1 Es-dur: Andante",'88,English,liederohneworteop67no1esdurandantefelixmendelssohnliederohneworte
m3pp_525,1379,2,-1,Take It (instrumental),Krafty Kuts & C5 Joyriders,Take It (instrumental),'03,English,takeitkraftykuts&c5joyriderstakeit
m3pp_526,1380,2,82,Getting Paid,Nicki Minaj,It's Barbie Bitch! The Mixtape,'09,English,gettingpaiditsbarbiebitchthemixtapenickiminaj#
m3pp_527,1387,1,110,19時のニユース (TV EDIT VERSION),TOKIO,こどものおもちゃ サウンドトラック,'96,[Multiple languages],19時のニユースこどものおもちゃサウンドトラックtokio#
m3pp_528,1441,4,309,Ombres,Michel Portal,Baïlador,'10,French,ombresbaïladormichelportal#
m3pp_529,1396,16,40,Action (interlude),Hell,eTufelswerk,'09,English,actionetufelswerkhell#
m3pp_530,1399,35,-1,Done at Last (short),Jerry Williams,Rises & Endings 1: Short,'06,English,doneatlastrises&endings1shortjerrywilliams#
m3pp_531,1400,53,15,Mean Thteme (15 second version),D. Difonzo & Scott P. Schreer,"Sports Extreme, Volume 1",,English,meanthtemesportsextremevolume1ddifonzo&scottpschreer#
m3pp_532,5109,19,78,akke ni torareta yo,七瀬光,Galaxy Angel OST,'01,Japanese,akkenitoraretayogalaxyangelost七瀬光#
m3pp_533,3470,17,37,Black Angels for Electric Quartet: III. Return: Ancient Voices,George Crumb,American Music,'11,English,blackangelsforelectricquartetiiireturnancientvoicesamericanmusicgeorgecrumb#
m3pp_534,7269,2,255,Spectral Diension,Junkfisher,Debug,,English,spectraldiensiondebugjunkfisher#
m3pp_535,1406,3,231,The Burn Notice (feat. Sean Price & Rock),Skyzoo & !llmind,Live From the Tape Deck,'10,English,theburnnoticelivefromthetapedeckskyzoo&llmind#
m3pp_536,4283,40,7,Rabbit Out of Hat,Rick Cassman & Vyv Hope-Scott,Short Cuts & Idents,,English,rabbitoutofhatshortcuts&identsrickcassman&vyvhopescott#
m3pp_537,1408,4,245,Terra Maya,Jay Scott Berry,Sun Dance,'93,English,terramayasundancejayscottberry#
m3pp_538,2560,6,259,Зов зверя,Catharsis,Крылья,'05,Russian,зовзверякрыльяcatharsis#
m3pp_539,1413,2,256,That Man on My Mind,Marilyn Scott,Smile,'92,English,thatmanonmymindsmilemarilynscott#
m3pp_540,343,2,424,Medley: Theme from Schindler's list / Via dolorosa,Maurice Sklar,Songs of Zion,,,medleythemefromschindlerslistviadolorosasongsofzionmauricesklar#
m3pp_541,1424,9,170,Swan Lake Act 2 No. 10,Пётр Ильич Чайковский,Everything You Hear Is True,'89,English,swanlakeact2no10everythingyouhearistrueпётрильиччайковский#
m3pp_542,7539,14,157,Watching the Fire That Waltzed Away,Damon Albarn,Dr Dee,'12,English,watchingthefirethatwaltzedawaydrdeedamonalbarn#
m3pp_543,1529,3,211,Why You Wanna Break My Heart,Tia Carrere,"Ballroom Blitz (From the Motion Picture ""Wayne's World"")",'92,English,whyyouwannabreakmyheartballroomblitztiacarrere#
m3pp_544,1427,11,240,Si no sé abrir mis manos,Lucybell,Viajar,'96,Spanish,sinoséabrirmismanosviajarlucybell#
m3pp_545,2809,12,193,Ice Flowers,Bernward Koch,Silent Star,'11,English,iceflowerssilentstarbernwardkoch#
m3pp_546,1430,5,173,Nieuwe Vibrator,Pretueleute,Ostensche Pretensche,'05,Dutch,nieuwevibratorostenschepretenschepretueleute#
m3pp_547,1431,4,226,À tous les hommes,Versus,Hologramme,,French,àtousleshommeshologrammeversus#
m3pp_548,481,15,157,Recycled Adventures,White Pagoda,Chair Evolution (Not Design),'10,English,recycledadventureschairevolutionwhitepagoda#
m3pp_549,1055,5,286,A Song Without a Song,Czech Philharmonic Chamber Orchestra,Please Save My Earth Image Soundtrack (US Version),,English,asongwithoutasongpleasesavemyearthimagesoundtrackczechphilharmonicchamberorchestra#
m3pp_550,1665,4,-1,Για τη συνήθεια του έρωτα,"Έλλη Πασπαλά, David Lynch & Σταύρος Λάντσιας",Trio,'01,Greek,γιατησυνήθειατουέρωταtrioέλληπασπαλάdavidlynch&σταύροςλάντσιας#
m3pp_551,9100,1,230,Silence Is Deafening,Napalm Death,The Code Is Red... Long Live the Code,'05,English,silenceisdeafeningthecodeisredlonglivethecodenapalmdeath#
m3pp_552,1444,2,258,Up!,New Animal,Up!,'11,English,upnewanimalup
m3pp_553,9836,15,141,I Wonder Why,Dion & The Belmonts,The Rock 'n' Roll Era: 1958 Still Rockin','89,English,iwonderwhytherocknrollera1958stillrockindion&thebelmonts#
m3pp_554,6237,11,220,Нет пути назад,Александр Малинин Малинин,Звёздный бал,'00,Russian,нетпутиназадзвёздныйбалалександрмалининмалинин#
m3pp_555,7385,5,193,The Show,Hawk Nelson,WOW Hits 2008,'07,English,theshowwowhits2008hawknelson#
m3pp_556,1449,7,384,Ram Rod,Bruce Springsteen & The E Street Band,85-75 the Outtakes (disc 2),,English,ramrod8575theouttakesbrucespringsteen&theestreetband#
m3pp_557,395,49,19,Save Me (full miix),Radomír Šrámek & Vladimír Šimůnek,Commercial Cuts vol 14,,English,savemecommercialcutsvol14radomíršrámek&vladimíršimůnek#
m3pp_558,1582,1,229,Mira a esa chica,Tequila,Grandes Éxitos,,Spanish,miraaesachicagrandeséxitostequila#
m3pp_559,1453,1,255,Tales of Men and Trees,Neutral,Serpents in the Dawn,'08,English,talesofmenandtreesserpentsinthedawnneutral#
m3pp_560,1461,39,30,Lazer Zone,Phil Nicholas,Metal in Motion,,English,lazerzonemetalinmotionphilnicholas#
m3pp_561,521,11,178,You're,Al Martino,You're,'04,,yourealmartino#
m3pp_562,1466,120,6,Slapstick,YannickC Kalfayan & Frank Sarkissian,Slapstick,,English,slapstickyannickckalfayan&franksarkissianslapstick
m3pp_563,3960,1,237,After,Noon,Bleak Output,'02,[Multiple languages],afterbleakoutputnoon#
m3pp_564,1470,A,-1,In The Grind,Dillinja,In The Grind / Acid Trak (Lemon D Remix),'04,English,inthegrindinthegrindacidtrakdillinja#
m3pp_565,8259,2,256,Magic Lady,Gene Harris,Alley Cats,'99,English,magicladyalleycatsgeneharris#
m3pp_566,1478,A2,-1,Better to Be,Liam Finn,I'll Be Lightning,'08,English,bettertobeillbelightningliamfinn#
m3pp_567,6492,9,197,Eyes Like Cherries,Reeltime Travelers,Reeltime Oldtime String Band Music,,,eyeslikecherriesreeltimeoldtimestringbandmusicreeltimetravelers#
m3pp_568,1482,17,31,"Rhapsody on a Theme of Paganini, Op. 43: XI. Variation 9: L'stesso tempo (Philadelphia Orchestra feat. conductor: Leopold Stokowski)",Сергей Васильевич Рахманинов,His Complete Recordings,'06,English,rhapsodyonathemeofpaganiniop43xivariation9lstessotempohiscompleterecordingsсергейвасильевичрахманинов#
m3pp_569,280,12,235,Think,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,'02,Spanish,thinkdiscodeapoyoathomasmillerelhechoscontraeldecoro#
m3pp_570,1489,2,-1,Get on My Camel (vocal mix by Major Boys) (feat. Charlotte),Paul Johnson,Get on My Camel (vocal mix by Major Boys) (feat. Charlotte),'99,EngliTsh,getonmycamelpauljohnsongetonmycamel
m3pp_571,1490,2,505,Power in the Blood,Alabama 3,Transfusion,,English,powerinthebloodtransfusionalabama3#
m3pp_572,1491,12,277,Si Vivir Contigo,Oscar Y La Fantasía,Salsa Exclusiva,'06,Spanish,sivivircontigosalsaexclusivaoscarylafantasía#
m3pp_573,8759,5,332,透明傘,奥華子,恋手紙,'08,Japanese,透明傘恋手紙奥華子#
m3pp_574,524,3,535,New York Sketchbook,Charles Mingus,A Modern Jazz Symposium of Music and Poetry With Charles Mingus,'05,Engliish,newyorksketchbookamodernjazzsymposiumofmusicandpoetrywithcharlesminguscharlesmingus#
m3pp_575,1498,10,220,What Difference Does It Make?,Smiths,Wonderful Woman,,English,whatdifferencedoesitmakewonderfulwomansmiths#
m3pp_576,1503,11,226,Restless,Flash nad  the Pna,Collection,,English,restlesscollectionflashnadthepna#
m3pp_577,1505,26,22,Bollywood Link,Rick Cassman & Vyv Hope-Scott,World Beats: India Middle East,,English,bollywoodlinkworldbeatsindiamiddleeastrickcassman&vyvhopescott#
m3pp_578,1338,8,-1,Six Cold Feet of Ground,Magic Arm,Make Lists Do Something,'09,English,sixcoldfeetofgroundmakelistsdosomethingmagicarm#
m3pp_579,2714,5,442,"Symphony no. 2, op. 27 ""Pastoral"": III. Scherzo: Vivo assai",Александр Тихонович Гречанинов,"Mass ""Et in terra pax"" / Symphony no. 2",'96,English,symphonyno2op27pastoraliiischerzovivoassaimassetinterrapaxsymphonyno2александртихоновичгречанинов#
m3pp_580,2364,2,133,Crusin',Jeff Beck feat. Darrel Higham,Rock 'n' Roll Party: Honoring Les Paul,'11,English,crusinrocknrollpartyhonoringlespauljeffbeckfeatdarrelhigham#
m3pp_581,1886,4,198,Mambo pa' Kanoa,Paul Carlon Octet,Roots Propaganda,,[Multiple languages],mambopakanoarootspropagandapaulcarlonoctet#
m3pp_582,1515,7,-1,Nachwort,Albert Mangelsdorff Quartet,Never Let It End,,,nachwortneverletitendalbertmangelsdorffquartet#
m3pp_583,5234,23,170,Nod Off (Version 1),Skeleton Key,aFntastic Spikes Through Balloon,'97,English,nodoffafntasticspikesthroughballoonskeletonkey#
m3pp_584,1517,5,285,Daybreak,Mank,Meridian,'04,English,daybreakmeridianmank#
m3pp_585,2371,6,264,unnown,Sorg Uten Tårer,unnown,'07,English,unnownsorgutentårer#
m3pp_586,8957,8,-1,Métisse (S) (live in Paris),Yannick Noah --- Disiz la Peste,Live 8: One Day One Concert One World,'05,[Multiple languages],métisselive8onedayoneconcertoneworldyannicknoahdisizlapeste#
m3pp_587,1519,3,238,Night Dance,Johannes Linstead,Mistico,,[Multiple languages],nightdancemisticojohanneslinstead#
m3pp_588,5430,5,311,Enter Sandman,Severance,Scream For Me Bradford,'04,English,entersandmanscreamformebradfordseverance#
m3pp_589,8405,4,-1,Bende Can,Yurdal Tokcan,Bende Can,,,bendecanyurdaltokcanbendecan
m3pp_590,6432,4,378,Dziękuje Ci Jah,Tabu,jednosłowo,'06,[Multiple languages],dziękujecijahjednosłowotabu#
m3pp_591,1989,3,83,Lifework,服部隆隆之,HERO -Original Sound Track,,Japanese,lifeworkherooriginalsoundtrack服部隆隆之#
m3pp_592,5288,14,30,Finish Line (30 second),"Sami O. Liuski, David Felton & Sample Magic",Progressive House,,English,finishlineprogressivehousesamioliuskidavidfelton&samplemagic#
m3pp_593,827,9,852,"Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Köln, feat. director: Philippe Herreweghe)",Jean Gilles,Trésors d'Archiv: The Best Early Music Recordings,'95,[Multiple languages],requiemiintroitustrésorsdarchivthebestearlymusicrecordingsjeangilles#
m3pp_594,2391,5,202,Send for You,Army of Freshmen,The Army of Freshmen,'03,English,sendforyouthearmyoffreshmenarmyoffreshmen#
m3pp_595,1535,9,265,Un Héroe Real [Tema Original para la película Robots],Aleks Syntek,Aleks Syntek 20 99-09,'08,Spanish,unhéroerealtemaoriginalparalapelícularobotsalekssyntek209909alekssyntek#
m3pp_596,1537,2,193,Rebel Rebel (truncated),David Bowie,VH1 Storytellers,'09,English,rebelrebelvh1storytellersdavidbowie#
m3pp_597,7522,9,231,Burn Baby Burn,MercyMe,Welcome to the New,'14,English,burnbabyburnwelcometothenewmercyme#
m3pp_598,1538,2,313,CB (Radio Edit),Mooryc,All Those Moments,'12,English,cballthosemomentsmooryc#
m3pp_599,9697,B1,144,Suck My Left One,Bikini Kill,Bikini Kill,'12,English,suckmyleftonebikinikillbikinikill#
m3pp_600,6621,4,228,Stories to Tell  The Collection,Stanley Clarke,Stories to Tell  The Collection,'90,Engllish,storiestotellthecollectionstanleyclarke#
m3pp_601,1545,12,166,Old Bangum,Bill Hilly Band,The Bill Hilly Band,'00,,oldbangumthebillhillybandbillhillyband#
m3pp_602,5736,1,158,Bist Du Bei Mir,Mimi Coertse,Mimi Coertse Uitvoering-Recital,'07,[Multiple languages],bistdubeimirmimicoertseuitvoeringrecitalmimicoertse#
m3pp_603,4250,6,264,Ljósker,Mó sslonnrós,The Last Inch of Snow to Fall,,English,ljóskerthelastinchofsnowtofallmósslonnrós#
m3pp_604,1555,5,217,Pieśń pierwszomajowa,Maciej Zembaty,Piosenki z trumienki 1965-2002,'05,Polish,pieśńpierwszomajowapiosenkiztrumienki19652002maciejzembaty#
m3pp_605,8846,10,204,A6/9,newmusic.academy,Am7,'05,English,a69am7videofernunterrichtrockgitarrelevel3newmusicacademy#
m3pp_606,3949,4,271,Lenny Bruce,Bob Dylan,Shot of Love,'81,,lennybruceshotoflovebobdylan#
m3pp_607,1563,9,214,Cheating Heats,We Start Fires,We Start Fires,'07,English,cheatingheatswestartfireswestartfires#
m3pp_608,3034,12,139,Concierto para violin y oboe / III. Allegro,Antonio Vivaldi,Tutto Barroco,'04,Spansh,conciertoparaviolinyoboeiiiallegrotuttobarrocoantoniovivaldi#
m3pp_609,9843,3,97,Riding the Rainbow,Elvis Presley,The Complete Elvis Presley Masters,'10,n.a.,ridingtherainbowthecompleteelvispresleymasterselvispresley#
m3pp_610,1573,3,-1,Like the Star,Izul,Discovery on Pink Planet,'04,English,likethestardiscoveryonpinkplanetizul#
m3pp_611,7794,10,505,Battery,Metallica,"1991-11-03: Detroit Bad Boys: Detroit, MI, USA",,English,battery19911103detroitbadboysdetroitmiusametallica#
m3pp_612,7617,7,238,Szerencsejátékosok,Kowalsky  meg a Vega,Forradalom Rt.,'06,Hungarian,szerencsejátékosokforradalomrtkowalskymegavega#
m3pp_613,1583,4,216,De Noorderwind (Instrumentaal),Will Tura,Karaoke,,Dutch,denoorderwindkaraokewilltura#
m3pp_614,1584,11,98,"Romances sans paroles, op. 30: no. 5 en ré majeur: Andante grazioso",Felix Mendelssohn,"Romances sans paroles, op. 30: no. 5 en ré majeur: Andante grazioso",'92,French,romancessansparolesop30no5enrémajeurandantegraziosofelixmendelssohnromancessansparoles
m3pp_615,3971,2,282,家 II,周華健,羅大佑自選輯,,Chinese,家ii羅大佑自選輯周華健#
m3pp_616,8812,9,368,Everyday ( DJ Gregory remix),John Ciafone,Space Ibiza 2003,'03,English,everydayspaceibiza2003johnciafone#
m3pp_617,9443,11,169,The Beach,Hundred in the Hands,The Hundred in the Hands,'10,English,thebeachthehundredinthehandshundredinthehands#
m3pp_618,7505,1,-1,Baby One More Time,Britney Spears,Absolute 90's,'08,[Multiple languages],babyonemoretimeabsolute90sbritneyspears#
m3pp_619,1592,10,174,Eddie's Rubber Band,Eddie Bo,Hook & Sling,,,eddiesrubberbandhook&slingeddiebo#
m3pp_620,1594,4,-1,レベル,UNICORN,ハヴァナイスデー,'07,Japanese,レベルハヴァナイスデーunicorn#
m3pp_621,1596,3,309,Looking 4a Girl Like U,Jonathan Rado,Law and Order,'13,English,looking4agirllikeulawandorderjonathanrado#
m3pp_622,9243,2,244,Little Fluffy Clouds,Orb,Amberdelic Space,'96,English,littlefluffycloudsamberdelicspaceorb#
m3pp_623,3416,4,348,(That's,Too $hort,(That's,'92,English,(thatstoo$hort#
m3pp_624,1600,2,235,Dude,Asher Rkoth feat. Curren$y,RetroHash,'14,English,duderetrohashasherrkothfeatcurren$y#
m3pp_625,9401,3,256,比永遠還要久,庾澄慶,戒不掉,'06,Chinese,比永遠還要久戒不掉庾澄慶#
m3pp_626,1614,1,205,Black Night,Deep Purple,Kneipenhits: 70's Party,'06,Engilsh,blacknightkneipenhits70spartydeeppurple#
m3pp_627,1620,4,280,Caned,Dynamite,"Fish Grooves, Volume 1: Advanced Beats From The Deep",'98,English,canedfishgroovesvolume1advancedbeatsfromthedeepdynamite#
m3pp_628,1621,10,226,Ljubav ne stanuje tu,Colonia,The best of,,Croatian,ljubavnestanujetuthebestofcolonia#
m3pp_629,1623,23,175,"Les Concerts Royaux (1722), Quatrième Concert: V. Sarabande (Très tendrement)",François Couperin,"Les Concerts Royaux (1722), Quatrième Concert: V. Sarabande (Très tendrement)",,,lesconcertsroyauxfrançoiscouperinlesconcertsroyaux
m3pp_630,1625,6,273,Vilipendio,99 Posse,Cattivi guagliuni,'11,Italian,vilipendiocattiviguagliuni99posse#
m3pp_631,7708,62,-1,Construction Kit: One Shots: Whole Note OS 07 G#,Groove Addicts,Sony Sound Series: Loops & Samples: Bass X,,English,constructionkitoneshotswholenoteos07g#sonysoundseriesloops&samplesbassxgrooveaddicts#
m3pp_632,1628,6,197,Maniac Moshers,Hannu,Hintergarten,'09,[Multiple languages],maniacmoshershintergartenhannu#
m3pp_633,7261,13,184,Pinball,Brian Protheroe,One Hit Wonders,'03,English,pinballonehitwondersbrianprotheroe#
m3pp_634,227,13,169,I Can Tell (live),Dr. Feelgood,All Through the City (With Wilko 1974-1977),'13,English,icantelldrfeelgood#
m3pp_635,1637,8,277,In_Zeiten_wie_diesen_-_Belastendes_Material,Massiv in Mensch,In_Zeiten_wie_diesen_-_Belastendes_Material,'01,German,inzeitenwiediesenbelastendesmaterialmassivinmensch#
m3pp_636,1640,3,165,Pond of Tears,Neuschwanstein,Alice in Wonderland,'10,English,pondoftearsaliceinwonderlandneuschwanstein#
m3pp_637,4086,7,133,Apologize,Charlotte Ten Brink,The Voice Of Holland,'10,English,apologizethevoiceofhollandthesongscharlottetenbrink#
m3pp_638,5267,15,176,Molienda Café,MINA,"Pure Latin, Volume 2",,Spanish,moliendacafépurelatinvolume2mina#
m3pp_639,1649,9,286,Rock Island Line,Bubbi Morthens,Blús fyrir Rikka,'86,Icelandic,rockislandlineblúsfyrirrikkabubbimorthens#
m3pp_640,1651,7,422,Good Life (Unity remix),Inner City,Testament 93,'93,English,goodlifetestament93innercity#
m3pp_641,1652,11,-1,Wedding Bells,Godley & Creme,25 Years of Rock'n Roll,'88,English,weddingbells25yearsofrocknroll1981godley&creme#
m3pp_642,1654,13,109,"Man, Like Wow!",Tommy Sands,"Man, Like Wow! The Sands Collection 1957-1963",,English,manlikewowmanlikewowthesandscollection19571963tommysands#
m3pp_643,2049,5,255,Jangan Kau Kalah,C'mon Lennon,Ketika La La La,,Indonesian,jangankaukalahketikalalalacmonlennon#
m3pp_644,9007,C1,249,You May Be Right,Billy Joel,"Greatest Hits, Volume I & Volume II",'85,English,youmayberightgreatesthitsvolumei&volumeiibillyjoel#
m3pp_645,1662,4,190,Not Once Not Ever (acoustic),Dubstar,No More Talk,'97,English,notoncenotevernomoretalkdubstar#
m3pp_646,684,6,238,To Be Free (Spanish version radio edit),Mike Oldfield,Thou Art in Heaven: The Remixes,'02,English,tobefreethouartinheaventheremixesmikeoldfield#
m3pp_647,1667,12,214,Nada Que No Sepas,Sueña Conmigo,Sueña conmigo 2,'11,Spanish,nadaquenosepassueñaconmigo2sueñaconmigo#
m3pp_648,4415,12,142,Half-Breed King,BT & Nick Phoenix,300 Years Later :: CD v1.0,,EngliJsh,halfbreedking300yearslatercdv10bt&nickphoenix#
m3pp_649,1668,10,185,Summer’s Gone,Placebo,The HTut Recordings,'09,English,summer’sgonethehtutrecordingsplacebo#
m3pp_650,4528,,143,Yiri Yiri Bon,Beny Moré,Simply Salsa: Dance Class,'08,Spanish,yiriyiribonsimplysalsadanceclassbenymoré#
m3pp_651,1669,2,295,Za svítání,Vladimír Václavek,"Jsem hlína, jsem strom, jsem stroj",'94,Czech,zasvítáníjsemhlínajsemstromjsemstrojvladimírváclavek#
m3pp_652,1678,2,606,3 Sarabande,Bill Quist,Piano Solos of Erik Satie,'79,French,3sarabandepianosolosoferiksatiebillquist#
m3pp_653,9621,8,272,Too_Beautiful_-_Godsend,Will Kimbrough,Too_Beautiful_-_Godsend,'03,English,toobeautifulgodsendwillkimbrough#
