Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
['micro atx'],['corsair'],['Black'],,,['usb 3 0'],,,,,,,['Carbide 88R'],['carbide series 88r windowed'],,,"['and below', 'side panel water cooler support no psu']",['microatx miniitx computer chassis'],,,426331
['atx'],['cooler master'],,,,,,,"['Mini-ITX, microATX, ATX']",,,,['RC-902XB-KKN2 (mesh version)'],,,,['7 expansion slots'],"['cube computer', 'microatx mini itx 2x']",,,434442
,,,,,['4x'],,,,,,,,,,,['tx'],,,,438131
['dpfp'],,['year warranty'],['hbm memory'],,,,,['spfp 13 9 tflops'],,,,['870 gflops'],['standard air flow 8gb'],,,['processors pcie'],['amd firepro s9300x2 server gpu passive cooling'],,['8gb'],445101
,,['Blue'],,,,,['700rpm'],['700 rpm'],,,,['MegaFlow 200'],,,,,['cooler master'],['200mm 110 cfm'],['200mm'],448278
,['2 bay'],,,['usb 3 0'],,,,,,,,,,,,['docking and clone station'],['icy box'],,,451965
,['corsair'],['Black'],,,,,,,,,,['Carbide Air 540'],['carbide series air'],,,"['and below', 'side panel water cooler support full']",['direct airflow path'],,,453176
,['corsair'],,,,,,,,,,,['Non-Modular'],,,,,['psu'],,,454571
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,['white led xmp 2 0'],"['2666mhz', 'DDR4 PC4-21300', 'White Led, XMP 2.0']","['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC']",,,,,,,,,,['corsair'],,['16gb'],457703
,,['tx'],,,,,,,,,,,,,,,['dlink des'],['16 x rj 45'],['16 port'],461089
['ddr4'],,,['\xa0'],,,"['2400mhz', 'DDR4 PC4-19200']","['Vengeance Performance', 'PC3-19200 (2400)', 'Non-ECC', 'DDR4 SO-DIMM', 'UDIMM (Unbuffered)']",,['ddr4 so dimm'],,,,['performance pc3 19200'],,,,['corsair'],,['8gb'],461564
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,"['2666mhz', 'RED Led, XMP 2.0', 'DDR4 PC4-21300']","['Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,,,,,,,['corsair'],,['16gb'],462842
[],['icy dock'],,,,,,,,,,,,['mb881u3 1sa sata ide'],,,,['docking stand'],,,469200
['eight'],['amd'],,,,,['3.50GHz'],,['Dual channel DDR3 800/1066/1333/1600MHz'],,['8mb l2'],,,,['8320'],,['unlocked multiplier'],,,,475580
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']","['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LED', 'Non-ECC', 'PC4-24000 (3000)']",,['ddr4 vengeance led pc4 24000 3000'],,['4x16gb corsair'],,,,,,,,['64gb'],478378
['sealed lead acid'],,,['Black'],,,,,,,,,['60320 c13 surge'],,,,['jumper spike lightning'],['c13 outlet'],,,487452
['dpfp'],,['year warranty'],['hbm memory'],,,,,['spfp 13 9 tflops'],,,,,['reverse'],,,['processors pcie'],['amd firepro s9300x2 server gpu passive cooling'],,['8gb'],491518
['atx'],['corsair'],['Black'],['compact atx'],,['usb 3 0 w o psu'],,,,,,,"['gpu', 'Carbide 200R']",['carbide series 200r'],,,"['and below', 'side panel water cooler support full', 'support no psu']","['black mid tower', 'performance case']",,,492013
,,,['combo ports'],['x rj 45 2 x expansion slots 10'],,,,,,,,,,,,,,,['16 port d link unmanaged'],501790
,,['Red'],,,,,,,,,,,,,,,"['pro led blue', 'leds']",,['140mm'],502282
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,['red led'],"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']","['DDR4', 'Vengeance LED', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-24000 (3000)']",,,,,,,,,,,,"['32gb', '2x16gb']",505997
,['apple'],,,,,,,,,,,,,,,"['usb 1 x type a female', 'usb']",,,,510308
['240mm'],['antec'],,['blue led'],,['hydro cooler with'],,,,,,,['Kuhler H1200 Pro'],['h1200 pro'],,,['radiator mount'],,,,510950
,,,,,,"['540mb', '540 Mb/s']",,,,,,,['35k'],,,,"['sandisk z410', '55k iops']",,['120gb'],514898
,,,,,,,,,,,,,,,,,"['corsair hd140 rgb led 9', 'multi colour single fan expansion pack']",['140mm 600 1350rpm 4'],,518431
,,,['Anodised Aluminium Heatspreader'],,,"['DDR4 (PC4-25600)', 'XMP 2.0, Anodized Aluminium Heatspreader']","['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LED', 'PC4-25600 (3200)']",['ddr4'],,,,,,,,,,,"['32gb', '2x16gb']",520009
,,,,,,,,,,,,['support 7 expansion slots 2'],,,,"['water', 'year warranty']","['computer chassis', 'matx mitx']",,,523577
,['asus'],,,,,,['1151'],['ddr4 4 x usb3'],['ddr4'],,,,,['i5 i3 6th gen micro atx'],,,,,,530527
,,,,,,,['usb3'],['ddr4 4 x pcie 3 10 x16'],['ddr4'],,,,['2066'],,"['intel x299 s', 'sata3']",['quad channel'],['rog rampage'],,,533520
['quad core technology'],['intel'],,,['6MB'],,"['No', '3.4GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",,['ddr4 ddr3l controller'],,,,,,"['I5 7500', 'Intel HD 630']",['core i5'],,,,,534083
,['8 port'],,,,,,,,,,,['sata sas minisas hd pcie 3 0'],['sata sas pcie'],,,['memory 3 year warranty'],['8i sgl int'],,,543783
['1000 mbit s powerline homeplug'],['d link powerline'],,,,,,,,,,,,,,,,['twin pack'],,['1000 hd'],548760
['sockets supported'],['arctic freezer'],,,,,,,,['rpm'],,,,['11i silent cpu cooler with 92'],,['intel 115x 2011 2066 cpu'],,,,,552594
,,,['Anodised Aluminium Heatspreader'],,,"['cl13', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-17000)']","['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LPX Black', 'Non-ECC', 'PC4-17000 (2133)']",,,,,,,,,['lifetime warranty'],,,"['32gb', '2x16gb']",560257
['octa'],,,,['20MB'],,"['2400 mhz', '3.4GHz', 'Yes', 'DDR4 – 1600/1866/2133/2400']",['0ghz'],['ddr4'],,,,,,['Xeon E5 1680 V4'],['intel xeon e5 1680'],,,,,565808
['apu'],['asus'],,,,,,,['ddr3 4 x usb3 8 x usb2 8 x sata3 2 x pcie x16 1 x pcie x1 1 x pci crossfirex'],,,,,,,['amd a88x fm2'],['athlon micro atx'],['a88xm plus'],,,576823
['ddr4'],,,['Anodised Aluminium Heatspreader'],,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']","['Vengeance LPX White', 'PC4-24000 (3000)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,,,,,,,['corsair'],,['32gb'],587259
,['hydro'],,,,,,,,,['94cfm max 35'],,['Hydro Series H90'],,,,"['radiator mount', 'year warranty']",,['140mm'],,595946
,['corsair'],['Black'],,,['red led'],,,,,,,"['gpu', 'Carbide SPEC-03 Red LED']",['carbide series spec'],,,"['and below', 'side panel water cooler support full']",,,,604121
,['amd'],,,['256 graphics cores'],,"['756mhz', '3.5GHz']",['756mhz'],['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,"['amd radeontm r5 graphics dual core technology', 'A6-7400K']",,['gpu clock'],,,,610055
,['apc'],,['\xa0'],['ac 230 v ac 8 x iec'],,,,['sealed lead acid'],,,,,,,,,['smart ups 2200va'],,,617374
['support'],,,,,,,,,,,,,,,['intel amd and am4'],,,,,630453
,,,"['Heat Spreader', 'Heat Spreader']",,,"['1600 mhz', 'DDR3 (PC3-12800)', 'XMP']","['Vengeance Low Profile Jet Black', 'PC3-12800 (1600)', 'Non-ECC', 'DDR3', 'UDIMM (Unbuffered)', 'DDR3', 'Vengeance Low Profile Jet Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",,,,,,,,,,"['corsair', 'corsair', 'corsair', 'corsair']",,"['8gb', '8gb', '8gb', '8gb']",632434
,['48'],,,,,,,,,,,,,,,['tx'],['port d link xstack managed'],,,634885
['atx'],['cooler master'],,,,,,,,,,,,,,,,['fans included'],,,639640
,['brother'],,,,,,,,,,,,,,,['usb'],['a4 colour wireless'],,,648894
['ryzen threadripper'],['amd ryzen threadripper'],,,,,['40mb'],,['180w str4'],,,,['1950x 16c'],,,,,['1950x s'],,,662806
,,,,['6MB'],,"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', 'No', '3.2GHz']",,['ddr4 ddr3l controller'],,,['1050mhz gpu'],,,"['Intel HD 530', 'I5 6500']",['intel core i5 6500 s 1151 skylake quad core'],,,,,665409
,,,,['SATA 6Gb/s'],,,,,,,,,,,,,"['kingston ssd now v300 2 5 slim', 'write 450mb s', 'iops']",,['120gb'],667772
,,,['Heat Spreader'],,,['DDR4 (PC4-17000)'],"['Value Select', 'PC4-17000 (2133)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,,,['select pc4 17000'],,,,['corsair'],,['4gb'],676613
,,"['Three colored rings in red, blue, and white']",,,['pwm quiet'],,,,,,,,,,,,['corsair air series'],,,680688
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,"['2666mhz', 'DDR4 (PC4-21300)', 'XMP 2.0, Vengeance LPX Heatsink']","['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",,,,,,,,,,,,"['16gb', '2x8gb']",682719
,,,['Anodised Aluminium Heatspreader'],,,"['DDR4 (PC4-25600)', 'XMP 2.0, Vengeance LPX Heatsink']","['DDR4', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black']",,,,,,,,,,,['ddr4 3200mhz'],"['32gb', '2x16gb']",685503
['1600mhz ram'],,,['\xa0'],,,['DDR3 (PC3-12800)'],"['DDR3', 'UDIMM (Unbuffered)', 'ECC', 'Server', 'PC3-12800 (1600)']",['vdimm'],['ddr3 pc3 12800 1600'],,,,,,,,['1x'],,['8gb'],693550
,,['Red'],,,,,,,,,,,,,,,,,['140mm'],714933
['intel'],,,,,,,,"['500 ddr3 sdram', 'ddr3 sdram']",,['2gb'],['2gb'],,['e203na'],,['intel celeron n3350 processor'],,['emmc win10'],['32gb'],,719404
,['amd ryzen 7'],,,,,"['7ghz', '3.0GHz']","['7ghz', '7ghz']",,,,,,,['Amd Ryzen™'],['amd ryzen 7'],['65w 3 year warranty'],"['65w cpu', '65w cpu']",,,723284
['octa'],['intel xeon'],,,['20MB'],,"['DDR4 – 1600/1866/2133/2400', '3.2GHz', 'Yes']",,['ddr4'],,,,,,['Xeon E5 1660 V4'],,,,,,739575
,"['corsair', 'corsair']",['Black'],,,,,,,,,,['Carbide 400Q V2'],['carbide quiet 400q v2'],,,"['gpu', 'support silent no psu']","['carbide quiet mid tower computer chassis', 'matx mitx full steel front and', 'panel 2x usb', 'compact computer chassis fan controller 2x fans included matx', 'black']",,,749820
[],,,['Black'],,,,,,,,,,,,,,,,,754356
['runs'],['tp link'],['5ghz bands'],['print server'],"['4 10/100/1000Mbps LAN Ports, 1 10/100/1000Mbps WAN Port 1 USB 3.0 Port + 1 USB 2.0 Port']",,,,,,,,,,,,,['archer c3150 wireless'],,,756327
['quad core technology'],,,,['6MB'],,"['No', '3.5GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",,['ddr4 ddr3l controller'],,,['1150mhz gpu'],,,"['I5 7600', 'Intel HD 630']",['intel core i5 7600 s'],,,,,772448
['atx'],['corsair'],['Black'],,,,,,,,,,['Graphite 230T'],['graphite series 230t'],,,"['and below', 'side panel water cooler support no psu']",['compact mid tower solid side led gaming case'],,,773101
,['asus'],,,,,,['1151'],['ddr4'],['ddr4'],,,,,,,['crossfirex support'],['prime h270'],,,773931
['ddr4'],,,['Anodised Aluminium Heatspreader'],,,"['2400mhz', 'DDR4 (PC4-19200)', 'XMP 2.0, Vengeance LPX Heatsink']","['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",,,,,,,,,,['corsair'],,['16gb'],779502
['3 hour'],['apc'],,['Black'],,,,,,,,,['60320 c19'],,,,"['minute 230', 'jumper lightning']",,,,782752
['Crucial'],,,['\xa0'],,,['20v'],"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4 SO-DIMM', 'Value Select', 'PC4-17000 (2133)']",['Unbuffered'],,,,,,,,,,,"['16gb', '1x16gb']",792587
,,,,['x expansion slots 10'],['802'],,,,,,,,,,,,,['28 x'],['28 port d link dgs 1510 28p smartpro stackable'],794514
,,,,,,,,,,,,,,,,,,,,798340
['cores'],['asus'],,,,,,,,,,,,,,['geforce gtx 1060 oc plus'],,,,,804919
['3000mhz'],,,['Heat Spreader'],,,"['Intel XMP 2.0 Memory Profile, Vengeance LPX Heat Spreader', 'DDR4 (PC4-24000)']","['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC3-24000 (3000)']",,,,,,,,,,['lpx red pc3 24000'],,"['16gb', '4x4gb']",810298
['size'],,['White LED'],,,,,,,,,,,,,,,"['corsair quiet led fan', 'single pack']",,['120mm'],815135
,,,['Anodised Aluminium Heatspreader'],,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']","['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,,,,,,,,,"['32gb', '2x16gb']",817800
['ddr4'],,,['Aluminium Heatspreader with DHX'],,,"['3200mhz', 'XMP 2.0, Dominator Platinum Heatsink, Corsair Link Enabled', 'DDR4 (PC4-25600)']","['DDR4', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Dominator Platinum']",,['platinum pc4 25600 3200 non'],,,,,,,['lifetime warranty'],,,"['16gb', '2x8gb']",818738
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,"['2666mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']","['Non-ECC', 'Vengeance LPX White', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",,,,,,,,,,,,"['16gb', '2x8gb']",831263
['superior'],['ekwb'],,,,,,,,,,,,['ek fc1080 gtx strix waterblock acrylic'],,['geforce gtx 1080 1070 graphics cards'],,,,,838616
,['apple'],,,"['usb 1 x type c', 'usb supports', 'up to1920 x 1080']",,,,['c'],,,,,['usb c'],,,,,,,839800
,,,['Anodised Aluminium Heatspreader'],,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']","['DDR4', 'PC3-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",,['ddr4'],,['2x16gb corsair'],,,,,,['lpx red pc3 24000'],,['32gb'],842892
['size'],,"['Red, White Or Blue']",,,,,,,,,,,,,,,['corsair air series'],,['120mm'],845085
['1600mhz ram'],,,,,,['DDR3 (PC3-12800)'],,['vdimm'],['ddr3 pc3 12800 1600'],,,,,,,,,,['4gb'],847726
,['apple'],,,,,,,,,,,,['thunderbolt 3 usb c'],,,"['thunderbolt 3', 'thunderbolt 2']",,['1 x'],,847939
['ddr4'],,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-28800)']","['DDR4', 'PC4-28800 (3600)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",,,,,,,,,,"['corsair', 'lpx red pc4 28800 3600']",,['16gb'],852239
"['mini itx', 'micro atx']",['cooler master masterbox lite'],,,,['usb 3 0'],,,"['microATX, Mini-ITX']",,,,,,,,['vga'],,,,859136
['ddr4'],,,['Anodised Aluminium Heatspreader'],,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']","['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",,,,,,,,,,['corsair'],,['8gb'],863888
['ten'],['intel'],,,,,['3.3GHz'],,['ddr4 controller'],['turbo 13 75'],,,,,['I9 7900X'],,"['core technology', 'warranty']",,,,882194
,,['seek time'],,"['5ms', 'SATA 6Gb/s']",,,,,,,,,['7200rpm'],,,['1 year warranty'],,['2tb'],['2tb'],884781
,,,['Heat Spreader'],,,"['1600 mhz', 'XMP', 'DDR3 (PC3-12800)']","['DDR3', 'Vengeance Low Profile Jet Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",,,,,,,,,,,,"['16gb', '2x8gb']",884892
['ddr3'],,,['Anodised Aluminium Heatspreader'],,,"['1866mhz', '5v', 'DDR3 (PC3-14900)', 'XMP']","['Vengeance Pro Series Red', 'PC3-14900 (1866)', 'Non-ECC', 'DDR3L', 'UDIMM (Unbuffered)']",,,,,,,,,['xmp lifetime warranty'],['corsair'],,['16gb'],950497
,,,,,,,,,,,,['Semi-Modular'],,,['corsair'],"['all japanese capacitors', 'fan 7 year warranty']",['psu'],,,959885
,['corsair'],,,,['8a 135'],,,,,,,,,,,['warranty'],"['modular 80', 'psu']",,,972468
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,['white led xmp 2'],"['3000mhz', 'White Led, XMP 2.0', 'DDR4 PC4-24000']","['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Vengeance LED']",,,,,,,,,,,,"['32gb', '2x16gb']",988272
['3000mhz'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,,"['Vengeance LPX Red', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",,,,,,,,,,"['corsair', 'lpx red pc4 24000']",,['8gb'],1000663
,['antec'],,,,,,,,,,,['A40 Pro'],,,,,"['a40 pro', 'cpu cooler 4 heatpipes', 'led straight touch technology']",,,1032111
['ddr4'],,,['Anodised Aluminium Heatspreader'],,,"['DDR4 PC4-24000', 'White Led, XMP 2.0']","['Non-ECC', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED']",,,,,,,,,,,,"['16gb', '2x8gb']",1044577
,,['RGB (Red/Green/Blue Customisable)'],,,,,,,['sp120 rgb led'],,,,,,,['customisable'],"['corsair', 'blade static pressure', 'multi colour single fan expansion pack']",,,1047981
,['cooler master silencio'],,,,,,,,,,,['gpu'],['452 usb 3 0'],,,"['and below', 'side panel water cooler support full', 'support silent no psu']",['silent fans sd card'],,,1049701
,['broadcom'],,,,,,,,,,,,"['sas 9300', 'sata sas pcie 3 0']",,,,,,,1061701
,,,,,,,,,,,,,,,,,,['24 x rj 45 2 x expansion slots 10 100 1000base t 1000base x desktop rack mountable'],['26 port d link gigabit smart'],1067951
,['corsair'],['Black'],,,['usb 3 0 w o psu'],,,,,,,"['gpu', 'Carbide 330R']",['carbide series 300r'],,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,1093996
,['6u'],['lightning 3'],['Black'],['60320 c19'],,,,['sealed lead acid'],,,,,,,,['minute 230'],,,,1129675
,,,,,,,,,,,,,,,,['platinum fully modular corsair link'],"['modular 80', 'psu']",,,1130529
,,,['Anodised Aluminium Heatspreader'],,,"['DDR4', '32GB Kit (2 x 16GB)', 'Vengeance RGB']","['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance RGB Black']",,['ddr4 vengeance rgb pc4 25600 3200 non'],,['4x8gb corsair'],,,,,,,['ddr4 3200mhz'],['32gb'],1142492
['ddr4'],,['lifetime warranty'],['Anodised Aluminium Heatspreader'],,,"['3000mhz', 'DDR4 (PC4-24000)', 'XMP 2.0, Anodized Aluminium Heatspreader']","['Vengeance LED', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-24000 (3000)']",,['ddr4 vengeance led pc4 24000 3000'],,['4x16gb corsair'],,,,,,,,['64gb'],1151344
,['broadcom'],,,,,,,,,,,,"['9300 8i single', 'sata sas pcie 3 0']",,,,,,,1153008
,,,['combo ports'],,['ethernet'],,,,,,,,,,,,,['16 x poe 2 x rj 45 2 x expansion'],['16 port d link'],1157657
,,,,,,"['1866mhz', '5v', 'XMP', 'DDR3 (PC3-14900)']",,,,,,,,,,['xmp lifetime warranty'],,,"['16gb', '2x8gb']",1182176
,,['lifetime warranty'],['Heat Spreader'],,,"['DDR4 (PC4-21300)', 'Intel XMP 2.0 Memory Profile Dominator Platinum Heatsink Corsair Link Enabled']","['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['speed'],,,,,,,,,['platinum kit pc4 21300 2666'],['2666mhz ram'],"['16gb', '4x4gb']",1183531
,['corsair'],,,,,,,,,,,,['strafe mx silent red back lit'],,,['mx silent gaming'],['mx silent switches wired anti ghosting usb'],,,1187811
,,,['Anodised Aluminium Heatspreader'],,,"['Vengeance RGB', '64GB Kit (8 x 8GB)', 'DDR4']","['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance RGB Black', 'PC4-28800 (3600)']",,['ddr4 vengeance rgb pc4 28800 3600'],,['8x8gb corsair'],,,,,,,,['64gb'],1201084
,,['lifetime warranty'],['white led'],,,"['3466mhz', 'DDR4 (PC4-27700)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,['ddr4'],,['4x8gb corsair'],,,,,,['vengeance led pc4 27700'],,['32gb'],1216576
,['ekwb'],,,,,,,,,,,,['ek fc radeon vega waterblock acrylic glass'],['amd radeon vega base graphics cards'],"['copper', 'radeon vega64 vega56 vega frontier']",,,,,1275737
['atx'],,,,,['mark 1'],,,['ddr4 3 x pcie 3 0 x16'],,,,,,,['sata3'],['quad channel'],,,,1283123
['mediatek'],,,,,,,,,,['4 gb lpddr3'],['4gb ram'],,['r 13 silver 360'],['quad core'],,,,['64 gb'],,1303108
,,,,,,,,,,,,,,,,['blue led 1200rpm'],"['akasa vegas', 'blue']",,['120mm'],1326292
['ryzen a'],,,,['series athlon 7th gen atx'],,,,['ddr4 3 x usb 3'],,,,,,,,['sli crossfirex'],['prime x370 pro amd x370 s am4'],,,1347889
,['corsair'],['Black'],['black'],,['mini itx'],,,,,,,['Carbide 600Q'],['carbide 600q inverse full'],,,"['gpu', 'support silent no psu']",['computer chassis'],,,1360395
['sockets supported'],['arctic freezer'],,,,,,,,,,,,,,,,"['cpu cooler', 'aluminium copper white']",,,1366599
['pci'],,,,,['serial adapter'],,,,,,,,,,,,,,,1381437
,['750w'],,,,,,,,,,,['Non-Modular'],,,,,"['corsair', 'bronze fully wired', 'psu']",,,1400150
['intel'],['chromebook'],,,,"['emmc hdmi ac wifi', 'bt chrome']",,,['hd graphics 400 lpddr3'],,['2 gb lpddr3'],['2gb ram'],,,,['intel celeron n3060'],,,['32 gb'],['32gb'],1409424
,,,,,,,,,,,,,,,,,['switch 2x sfp 2x 10g sfp'],['52 x rj 45 4 x expansion slots 10 100 1000base t'],['52 port d link gigabit smartpro stackable'],1428338
,['antec'],,['blue led fan and'],,,,,,,,,['Kuhler H600 Pro'],['h600 pro'],,,['radiator mount'],['hydro cooler with'],['120mm'],,1516111
,,,,,,,,,,,,,,,,['warranty'],,,,1532493
['quad core technology'],,,,['10MB'],,"['2400 mhz', 'Yes', 'DDR4 – 1600/1866/2133/2400', '3.7GHz']",,['ddr4'],,,,,,['Xeon E5 1630 V4'],['intel xeon e5 1630'],,['lane 140w'],,,1576716
,,,,,,['3.60GHz'],,,,,,,,['Amd Ryzen™'],['amd ryzen 5 1600x s am4 six core'],['95w am4'],['95w cpu'],,,1596635
,['850w corsair'],,,,,,,,,,,,,,,,['modular 80'],,,1606853
['sockets'],['arctic freezer'],,['intel am4'],,,,,,,,,,,,,,['pwm fan semi passive al cu for'],,,1619715
,,,['Heat Spreader'],,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']","['Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,,,,,,,,,"['16gb', '2x8gb']",1641184
['high performance'],['ekwb'],,,,,,,,,,,,,['amd radeon vega based graphics cards'],['radeon vega64 vega56 vega frontier'],['full cover waterblock'],['ek fc radeon vega waterblock pom acetal copper'],,,1659979
['intel'],,,,,,,,['hd graphics 400 lpddr3'],,['4 gb lpddr3'],['4gb ram'],,,,['intel celeron n3160'],,,['32 gb'],,1686655
['1600mhz ram'],,,['\xa0'],,,['DDR3 (PC3-12800)'],"['DDR3L', 'RDIMM', 'Server', 'ECC', 'PC3-12800 (1600)']",['vdimm'],,,,,,,,,"['crucial', 'server memory pc3 12800 1600']",,['8gb'],1718326
['nvidia'],['cooler master'],,,,,,,,,,,,['mastercase pro 5'],,,"['theme design', 'atx water']","['computer chassis', 'matx mitx']",,,1720105
,,,['\xa0'],,,['DDR3 (PC3-12800)'],"['DDR3 SO-DIMM', 'UDIMM (Unbuffered)', 'Server', 'Non-ECC', 'PC3-12800 (1600)']",,['ddr3 so dimm pc3 12800 1600 204'],,,,,,,,,,['2gb'],1761585
,,,,,,,,,,,,,,,,,"['850w cooler master v850 full modular 80', 'psu']",,,1962070
,['antec'],,,,,,,,,,,['A30'],,,['intel amd cpu s'],,['fan straight touch technology'],,,8118095
"['motherboard', 'Antec']",['antec'],,,,['usb 3 0 w o psu'],,,,,,,"['support mini itx', 'P280']",,,,['microatx atx'],,,,8390725
['unmatched'],['ek supremacy evo water'],,,,,,,,,,,,['cpu block'],,,['modular design'],['acetal'],,,12362782
