Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
,['vpf550 80'],,,,,,,,,,,,,,,"['economical power today', 'bronze series antec s', 'bronze certified supply solution']","['bronze', 'psu']",,,124284
['asus'],,,,,,,,,,,,,,,,"['sdrw', 'external slimline']",['sdrw'],,,125224
,['asus'],,['gddr5 graphics'],,,['7008mhz'],,['gddr5'],,,,,,,['geforce gtx 1050 expedition'],['processors 640'],,,,127319
['3ghz'],['intel'],,,,,,,,,,,['40 pci e lanes'],,,['core i7'],,,,,127561
['corsair'],,,,,,,,,,,,,,,,"['air series led', 'dual pack']","['corsair quiet led fan', 'dual pack']",,,128079
['node'],['fractal design'],,,,,,,,,,,,,,,,['node'],,,128779
['maxtor'],,,"['windows mac', 'Black']",,,,,,,,,,['m3 portable external'],,,,,,['2tb'],129293
['2400mhz ram'],,,['Heat Spreader'],,,,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],['black pc4 19200'],,['4x8gb corsair'],,,,,,,,['32gb'],130212
,,,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,['1150mhz gpu'],,,,"['intel core i3 6320 s', 'dual core']",,,,,132098
,,,,,['nvme 3d xpoint read 1350mb s'],,,,,,,,,['intel optane memory'],,,['intel optane'],,['32gb'],132518
['carbide series'],['corsair'],,,,['side window usb 3 0 cable management w'],,,,,,,,['carbide series 100r mid tower'],,,"['modern exterior design', 'all users can agree']",['computer chassis'],,,132766
['right'],,,,['hard drive'],['se 3 5'],,['7200rpm'],,,,,['in a'],,,,['cost effective platform the'],['ncq'],,['4tb'],133192
['1600mhz ram'],,,,,,,,,,,,,,,,['corsair'],"['corsair', 'jet black pc3 12800 1600']",,['4gb'],133961
,,,,,,,,,,,,,['850 evo m 2'],,,"['conventional', 'architecture']","['samsung', 'mgx controller 3d', '97k iops']",,['250gb'],134279
,,,,,,"['6253', '7010mhz']",,['gddr5'],,,,,,,['768 core 1354mhz'],['processors 768 vr ready physx cuda'],,['04g p4'],,134704
['microsdhc'],,,,,,,,,,,,,,,,['more videos more pictures more games'],['kingston microsdxc'],,['128gb'],135090
['datatraveler'],,,['metal casing'],,,,,,,,,,,,,['compact and capless design'],['kingston datatraveler50 usb'],['128gb'],['32gb'],136169
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,['20v'],"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-19200 (2400)']",['vdimm'],,,,,,,,,,,"['16gb', '4x4gb']",136586
,,,['aluminium epdm'],,['usb 3 0 pendrive'],,,,,,,,,,,['aluminum housing'],['corsair'],,['256gb'],138939
['nvidia quadro'],,,['single slot'],,,,,,['128bit gddr3'],,,,,,,,['nvidia quadro k420'],,['2gb'],140947
,,,,,,,,,,,,['proprietary'],,,,['all rubber housing is'],"['corsair voyager v2 pendrive usb 3 0 read 190mb s', '55mb s']",,['64gb'],141229
['samsung'],['samsung'],,,['sata iii'],,,,,,,,,['850 pro'],,,['fast speeds'],['mex 3d'],,,142419
['dual'],['amd'],['year warranty'],,,,,,['ddr3'],,,,,,,,,,,,142792
['850 evo'],,,,,,,,,,,,,['98k 90k iops'],,,,['samsung 850 evo'],,['4tb'],143116
['socket compatibility'],['arctic'],,,,,,,,,,,,,,['intel socket 1150'],,['freezer'],,,144228
['graphite series'],['corsair'],,['window black'],,['side'],,,,,,,,['graphite series 230t'],,,,['o psu'],,,145357
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 21300 2666']",['2666mhz ram'],['8gb'],147316
['zt p10810d'],['zotac'],,,['vr ready physx cuda'],['gddr5x vr ready graphics card'],,['3584 core 1569mhz gpu'],,,,,,,,['geforce gtx 1080'],,['1683mhz boost'],,['11gb'],148315
['cssd'],,,,,,,,,,,,,,,,"['corsair', 'write']","['corsair force le200 2', 'write']",['480gb'],['480gb'],148872
,['gigabyte'],,,,['usb 3 1'],"['kabylake', '8x']",['1151'],['ddr4'],,,,,,,,,,,,149067
,['msi'],,,,,['10108mhz'],"['2560 core 1683 mhz', '1822 mhz']",,['gpu'],,,,,,['geforce gtx 1080 gaming x rgb'],['years warranty'],['boost'],,['8gb'],150997
['corsair'],,,,,,,,,,,,,,,,['air series led'],['corsair quiet led fan'],,['140mm'],151079
['integrated'],,,,,,['866mhz'],['866mhz'],,,,,,,,['amd a10 7890k fm2 godavari quad core'],,,,,151336
['kingston s'],,,['45mb s'],,['uhs i'],,,,,,,,,,,"['sdhc sdxc', 'video and 3d video']","['kingston sdxc memory card', 'write']",,['128gb'],152031
,['intel'],,,,,,['1050mhz'],['ddr4 controller integrated dx12 graphics 3'],,,,,,,['celeron g3950 s'],,,,,153730
['3000mhz ram'],,['vdimm lifetime'],['Anodised Aluminium Heatspreader'],['timings 1 35'],,,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance RGB Black', 'Non-ECC', 'PC4-24000 (3000)']",,['ddr4 vengeance rgb pc4 24000 3000'],,,,,,,,['corsair'],,['16gb'],154209
,,,,,,,,,,,,,['7200rpm'],,,['of unstructured data'],,,['2tb'],154877
['ct275mx300ssd1 read speed'],,,,,,['530mb'],,,,,,,['55k 83k iops'],,,,['crucial'],,['275gb'],155523
,,,,,,,,,,,,,,,,,['toshiba exceria m302 microsd'],,['16gb'],155543
['zt p10710'],['zotac'],['enabled 5'],,,,['8192mb 8000mhz'],,['gddr5'],,,,,,['core'],['geforce gtx 1070 ti mini'],['physx cuda'],,,,155594
['kingston s'],,,,['bit'],,,,,,,,,,,,"['datatraveler vault', 'affordable business grade security with']","['kingston datatraveler vault', 'write']",,['16gb'],155823
,,,,,,,,,,,,,,,,"['stylish capless design means there s', 'stylish capless design means there s', 'lifestyle datatraveler se9 g2 now', 'stylish capless design means there s']",['kingston datatraveler se9 g2'],,['128gb'],156285
,['arctic'],,,,,,,,,,,,['11 pro rev2'],['socket compatibility'],,,['cpu cooler'],,,156451
['dual'],['intel'],,,,,,,['ddr3 ddr4 controller integrated graphics 3'],,,,,,,['dual core'],,,,,156745
['aero'],['15'],,,,,,,['ddr4'],['ddr4'],"['16gb', '8gb gtx']",['16gb'],['15x cf2'],,,,['win10 pro'],"['aero 15x cf2 max q fhd', 'win10 pro']",,,157673
,['intel'],,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,['1150mhz gpu'],,,,['core i5 6600 s'],,,,,157750
['arctic'],,,,,,,,,,,,,,,,,['arctic f12 quiet case'],,['120mm'],157801
['3000mhz ram'],,['vdimm lifetime'],['Anodised Aluminium Heatspreader'],['timings 1 35'],,,"['DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance RGB Black']",,['ddr4 vengeance rgb pc4 24000 3000'],,['4x8gb corsair'],,,,,,,,['32gb'],161230
,['ek dbay'],['bay slot'],,,,,,,,,,,,,,['spin reservoir r3'],['aluminum'],,,161320
['intel'],['gigabyte'],,,,,,,,,,,,,,['intel i7 7500u dual core'],,['bki7'],,,161353
['socket'],,,,"['sata 6gb s', 'usb 3 0 2x usb 2 0']",,,,['support 2x ddr4 dimm 2x pcie x16 2x pcie x1 4x'],,,,,,,,,"['prime', 'microatx']",,,161578
['core'],,,,,,['7000mhz'],['gpu'],['gddr5'],['gddr5'],,,,,,,"['processors 2304 crossfire ready', 'years warranty']","['sapphire', '1306mhz', '2304 streams']",,['4gb'],162390
['eight'],['amd'],,,,,,,,,['8mb l3'],,,,,,['unlocked multiplier'],,,,162952
,,,,"['sata 6gb s', 'sata 6gb s']",,,['7200rpm'],,,,,,,,,"['2 year warranty', 'range', '2 year warranty']",,"['2tb', '2tb']",['2tb'],163868
,,,,,,,,,,,,['92k 83k iops'],['92k 83k iops'],,,['3d nand technology read'],['3d nand technology read'],['525gb'],"['525gb', '275gb']",164737
,['intel xeon'],,,,,,"['350mhz', 'gpu']",['socket'],,,['8mb'],,,,,['80w'],,,,164854
['aorus'],,,,,,['2400mhz'],,,,['8gb gddr5'],['16gb ddr4'],,,['v7 cf2'],['v7 cf2'],,['win10'],,['17 3'],165191
['redux product line reissues'],,,,,,,,,,,,,,,,['some of noctua s'],['round case'],,,165557
"['socket', 'e5 2670v3']",['intel'],,,,,,,,,,,['2011 3'],,,,,,,,166222
['nvidia'],,,['single slot'],,,,,,,,,,,,,,['nvidia quadro p400'],,['2gb'],167585
['3200mhz ram'],,,['Aluminium Heatspreader with DHX'],,,,"['Dominator Platinum', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],['platinum pc4 25600 3200 non'],,['4x16gb'],,,,,,,,['64gb'],168013
,['silverstone'],['odd slot'],,,['mm slim'],,,,,,,,,,,"['silverstone sst ts06 rack', 'external odd case']","['odd conversion tray', 'great product']",,,168841
,,,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,['intel core i5'],,,,,169589
,,"['gddr5', '2400mhz']",,"['fhd 1920x1080 i7', '7200rpm']",,,,,,['256gb'],['16gb ddr4'],,['sabre 17k cf1'],,['fhd ips i7 7700hq'],,['gigabyte'],,['17 3'],169773
['hxi'],,,,,,,,,,,,,,,,"['series power supplies give you', 'control virtually silent operation and a']","['platinum full modular sli crossfire', 'psu']",,,170100
,,,,,,"['1733mhz', '8192mb 10000mhz']",['2560 core 1607mhz gpu'],,,,['8gb gddr5x'],,,,,['years warranty'],['1733mhz boost'],['08g'],,171964
['take'],['thermaltake'],['thermaltake'],,,,['p5'],,,,,,,,,['core p5 tempered glass mid tower case mitx'],['open'],['matx atx 2x usb'],,,173062
['part of'],,,,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,,,,,['3 year warranty'],,['10tb'],['10tb'],173323
,,,,,,,,,,,,,,,,['improved heatsink'],['corsair air series'],,['120mm'],173631
['socket'],['gigabyte'],,,['sata 6gb s'],['usb 3 1'],,,['support 2x ddr4 dimm'],,,,,,,['amd b350 s am4'],['1x pcie x16'],,,,173715
['3200mhz ram'],,,,,,['35v'],,,['platinum pc4 25600 3200 non'],,,,,,,['platinum dominator fan'],,,"['16gb', '4x4gb']",173858
['network'],['tp link archer'],,,,,,['1733 800mbps 802'],,,,['2 4 5ghz'],,['c2600 ac2600 wireless'],,,,['gigabit router'],,,173882
['designed'],,,,,,,,,,,,,,,,"['serious gamers and diy', 'power supply delivers']","['xtr series full', 'psu']",,,174002
['socket'],,,,,,,,,,,,,,,['intel xeon e5 2660'],['105w'],,,,179618
,,,,,,['7200rpm'],,,,,,['sata 6gb s'],,,,['5 year warranty'],"['wd red pro', 'shock sensor ncq']",['10tb'],['10tb'],182186
['after'],,,,,,,,,,,,,,,,['successfully serving enthusiasts'],,,,183237
['antec'],['antec'],['side window'],,['aluminium'],,,,,,,,,,,,['control functionality tempered glass'],"['computer chassis', 'microatx mini itx 2x']",,,183898
['socket compatibility'],,,,,,,,,,,,,,,['intel amd 92'],,['scythe katana'],,,184321
,['corsair'],,['aluminium waterproof'],,"['stealth v2', 'usb 3 0']",,,,,,,,,,,['aluminum housing'],,,,184576
,,,,,,['7010mhz'],['gpu'],['gddr5'],,,,,,,['768 core 1290mhz'],['processors 768 vr ready physx cuda'],['1392mhz boost'],['04g p4'],,186059
['akasa'],,,,['compact stackable'],['sata iii rev'],,,,,,,,,,,,['akasa super slim flat pro'],,['50cm'],186803
['corsair'],['850w corsair'],,,,,,,,,,,,,,,['control virtually silent operation and a'],,,,187351
,,,,,,,['97k'],,,,['5 mm read'],['97k'],,,,"['write', '79k iops']",['79k iops'],,['250gb'],187555
['redux product line reissues'],,,,,,,,,,,,,,,,['some of noctua s'],,,['140mm'],188327
['ek fc1080 gtx'],['ekwb'],,,,,,,,,,,,,['geforce gtx 1080 strix gtx 1070 and gtx 1060 series graphics cards'],['geforce gtx 1080 1070 graphics cards'],,['ek fc1080 gtx strix waterblock pom acetal nickel plated'],,,188351
,['asrock'],,,,"['thunderbolt 3', 'usb 3', '1c mini itx']",['kabylake'],['1151'],['ddr4'],,,,,['fatal1ty'],['8x usb3'],,,,,,188695
,['asrock'],,,,"['sata iii', 'dvi d micro atx']",,,['ddr3 x1 pci e x16 x1 pci e x1 x2'],,,,,,,,,['motherboard'],,,189457
['skylake'],,,,,,,,,,,,['kabylake ddr4 2x pcie x16 2x pcie x1 2x pci 6x'],,,['intel b250 s 1151'],,['prime b250 plus'],,,189500
['socket compatibility'],['corsair'],,,,,,,,,,,,['h110'],,['intel amd processors'],,,,,189979
,,,,['sata 6gb s'],,,['7200rpm'],,,,,,,,,['5 year warranty'],['ncq'],['4tb'],['4tb'],190024
,,,,['sata 6gb s'],,,['7200rpm'],,,,,,,,,"['range', '2 year warranty']",,['3tb'],['3tb'],190358
,,,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0 6x']",,,['1151'],,['ddr4'],,,['6th gen ddr4 2x pcie x16 2x pcie x1 2x pci 4x'],,,,,"['z170 p intel z170 s', 'motherboard']",,,190806
['provides'],['450w'],['thermally controlled'],,,,,,,,,,,,,,,"['corsair', 'psu 80plus bronze fully wired', 'single rail', 'psu']",,,191757
"['fast', 'fast']",,,,"['up to 90mb s read and 80mb s', 'up to 90mb s read and 80mb s']","['uhs i', 'u3 90mb s read 80mb s']",,,,,,,,,,,,"['kingston microsdxc memory card', 'adapter included']",,['64gb'],192814
,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,['7200rpm'],,,"['5 year warranty backwards compatible', 'capacity', '5 year warranty backwards compatible']",,"['500gb', '500gb']",['500gb'],192889
,,,,,['uhs i'],,,,,,,,,,,"['speeds', 'sdhc cards']","['kingston sdhc memory card', 'write']",,['32gb'],193353
,,,,,,,,,,,['2gb ddr3'],"['up to nine drives', 'up to nine drives']",,,,"['powerful quad core cpu', 'powerful quad core cpu']",,,,194914
['skylake'],['msi'],,,,,,['1151'],,['ddr4'],,,['kabylake ddr4'],,,['intel z270 s'],,,,,196284
,,,,,,,,,,,,,['write'],,,['write'],['3d m 2 2280'],,['250gb'],199371
['socket'],['intel xeon'],,,,,,,,,,,['2011 3'],,,,,,,,201312
['corsair'],['850w'],,,,,,,,,,,['hx series hx850 850'],,,,"['platinum certified fully modular', 'power supply']","['corsair hx850 full', 'modular 80']",,,201933
,,,,,,,,,,,,,,,,['workflows'],"['amd firepro w4100 pcie x16', 'minidp']",,['2gb'],202493
['3200mhz ram'],,,,,,,,,['ddr4 vengeance led pc4 25600 3200 non'],,['4x16gb corsair'],,,,,,,,['64gb'],202984
,['msi'],,,,,['7010mhz'],,['gddr5'],"['geforce gtx 1050', 'gddr5 graphics card']",,,,,,['768 core 1341mhz'],['processors 768 vr ready physx cuda'],,,,203281
['1600mhz ram'],,,,,,,,,,,,,,,,['corsair'],,,"['16gb', '2x8gb']",203388
,['msi'],,,['pci e 3 0 x16 2x pci e x1'],"['usb 3', 'sata iii']",['10x'],,,['ddr4'],,,,,,,,,,,203503
,['asus'],,,['sata 6gb s'],,['kabylake'],['1151'],['ddr4'],['ddr4'],,,,,,"['prime', 'intel z270 s']",,,,,204145
['six'],"['amd', 'amd']",,,,,,,,,"['8mb l3', '8mb l3']","['8mb l3', '8mb l3']",,,,,"['unlocked multiplier', 'unlocked multiplier']",,,,204227
['gigabyte'],,,,,,,,,,['16gb'],['16gb ram'],,,"['gtx', 'intel core i7 6700hq']",['core i7 6700hq'],"['aero', 'Intel Core i7']",['aero'],,['14 gigabyte'],205360
['unmatched power'],,,['single slot'],,,,,,,,,,,,,"['unmatched creative freedom', 'nvidia quadro']",['nvidia quadro p600 4x'],,['2gb'],205894
,['cooler master'],,,,,,,,,,,,['mastercase pro'],,,"['an elegant', 'freeform modular system technology']","['computer chassis', 'microatx mini itx']",,,205989
['obsidian'],['corsair'],,,,,,,,,,,,,,,,"['obsidian series 550d', 'black quiet mid tower case brushed aluminium usb']",,,206724
['boost'],['tp link'],,,,,,,,,,,,['11ac wireless'],,,,,,,207647
,,,,,,,,,,,,,,['amd reference design radeon pro duo graphics card'],['amd reference design radeon pro duo graphics card nickel'],,,,,209987
['based'],['silverstone'],,,,,,,,,,,,['ml08b'],,,"['chassis', 'highly capable accommodations']","['milo black mini itx', 'bays 2x expansion slots']",,,212739
,['evga'],['enabled 3'],,,,['8008mhz'],,['gddr5'],,,['3gb'],,,,['geforce gtx'],,,['03g'],,213139
['tp link s'],['tp link'],,,,,,,,,,,,,,,['archer t2uh comes'],,,,213571
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance LPX Black', 'PC4-19200 (2400)']",['vdimm'],,,,,,,,,,,"['16gb', '4x4gb']",213572
,,,,['timings 1 20'],,['35v'],,['vdimm'],"['ddr4', 'platinum pc4 24000']",,['2x16gb corsair'],,,,,,,,['32gb'],213979
"['traditional computer fans', 'traditional computer fans']",,,,,,,,,,,,,,,,"['year', 'year']","['silverstone sst', 'air penetrator', 'fan quiet']",,['120mm'],214985
['dual'],['asus'],['enabled 3'],,,,['8008mhz'],,['gddr5'],,,,,,,['geforce gtx 1060 dual oc'],,,,,217609
['put'],,['secures receipts'],,,,,,,,,,['a'],,,,"['personal data', 'datatraveler locker']","['kingston datatraveler locker', 'automatic data security usb']",,['32gb'],218239
['wds250g2b0a'],,,,,,,,,,,,,,,"['nand read 550mb s', 'write']",,['3d'],,['250gb'],219992
,,,['\xa0'],['usb 3'],['USB 3.0'],,"['270 MB/s', '350 MB/s']",,,,,,,,,,"['corsair', 'write upto', 'red black']",,['512gb'],220802
['very quiet noctua'],,,,,,,,,,,,,,,,['very quiet operation'],,,['140mm'],222891
,,,['Anodised Aluminium Heatspreader'],,,['35v'],"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-25600 (3200)']","['vdimm', 'vdimm']",,,,,,,,,['lpx red pc4 25600 3200 non'],['3200mhz ram'],"['16gb', '4x4gb', '16gb', '4x4gb']",223953
,['asrock'],,,"['sata 6gb s', 'usb 2 0']",,,,['ddr4 dimm'],,,,,,,['amd ryzen am4 microatx motherboard'],['1x pcie x1 4x'],,,,228654
['part'],,,,['sata 6gb s'],,,,,,,,,,,,"['range', '2 year warranty']","['seagate', 'barracuda', '5400rpm']",,['1tb'],229539
['led backlit'],['4k uhd'],,,,,,,,,,,,['zeroframe ips led'],,,['time 1x'],,,['27 acer h277hk'],229578
,,,,,,,,,,,,,,,,['sata iii'],['465mb s'],,,231305
['corsair'],,,,,,,,,,,,,,,,['air series led'],['corsair quiet led fan'],,,232876
,,,"['mac', 'Black']",,['usb 3 0'],,,,,,,,['stea2000400 expansion portable'],,,['games'],,['2tb'],['2tb'],233788
,,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance RGB Black', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-28800 (3600)']",,['ddr4 vengeance rgb pc4 28800 3600'],,,,,,,['corsair'],['corsair'],,['16gb'],235349
"['seagate', 'seagate']",,,,,['seagate'],,,,,,,,,"['over', 'over']",,"['term storage', 'term storage']",['ncq'],,['8tb'],236742
['graphite'],['corsair'],,,,,,['140mm'],,,,,,"['graphite series 760t v2', '9x']",,,,['fans'],,,237635
,,,,['sata 6gb s'],,,['7200rpm'],,,,,,,,,['2 year warranty'],['toshiba'],['2tb'],['2tb'],238413
"['external enclosure', 'supports']",['silverstone'],,['Black'],"['sata ssds hdds', 'usb 3 0 port']","['SATA III - 6Gb/s', '1 x USB 3.0']",,,,,,,,,,['external dual bay'],,,,,238446
['sdp09'],['silverstone'],,['bays'],,['sata iii'],,,,,,,,,,,['sata drive'],['sst sdp09 6gbps'],,,239215
['tp link s archer'],['tp link archer'],,,,['lan ports'],,,,,,,,['733mbps'],,,,['dual band'],,,239695
['gigabyte'],,,['black qhd'],,,,,['ddr4'],['ddr4'],['16gb'],['16gb'],,,['intel core i7 7700hq'],['ips i7 7700hq'],['aero 14w v7 cf1'],['aero'],,['14 gigabyte'],242434
['radeon'],,,,,,,"['900mhz', 'gpu']",,['gddr5'],,,,['7100 pcie 3 0'],,,"['are fully capable for demanding media and entertainment', 'vr experiences']",['amd radeon pro wx'],,['8gb'],242654
['samsung s'],,,,,,,['97k'],,,,,,,,,"['conventional', 'architecture']","['samsung 850 evo', 'mex controller 3d']",,['1tb'],243716
"['tp link', 'tl']",['tp link'],,,"['wireless n network', 'all 16 ports support']",,,,,,,,,"['tl sg1016d', 'tl wa801nd']",,,,['tp link'],,['16 port'],244470
['asus'],['asus'],,,"['u', 'external blu ray writer usb 3 0']","['u', 'external blu ray writer 3d']",,,,,,,,,,,['3d support cyberlink'],,,,244962
['ek fc1080 gtx'],['ekwb'],,,,,,,,,,,,,,['nvidia geforce gtx 1080 founders edition graphics card'],,['ek fc1080 waterblock acrylic glass copper'],,,246072
,,,,,,,['97k'],,,,,,,,,"['conventional', 'architecture']",['samsung 850 evo'],,['500gb'],246322
"['mastercase', 'mastercase']",['cooler master'],,,,,,,,,,,,['mastercase pro 5'],,,,['freeform modular case'],,,246419
['flash'],,,['aluminium epdm'],,['usb 3 0 pendrive'],,,,,,,,,,,['aluminum'],['corsair'],,['128gb'],246478
['socket compatibility'],['corsair'],,,,,,,,,,,,['h105'],,,,['hydro series'],,,247425
['toolless'],['icy box'],,['aluminium silver'],,,,,,,,,,,,,"['aluminium external enclosure', 'uasp support for']",['ssds silent fanless'],,,248101
['creation'],['650w seasonic'],,,,,,,,,,,,,,,['determination to push'],['psu'],,,250720
,,,,,['up to 90mb s read with sd adaptor'],,,,,,,,,,,['toshiba exceria m302'],['toshiba exceria m302 microsd'],,['64gb'],251245
['775'],,,,,,,,,,,,,,,,,['2x fans copper base'],,,254128
,['850w corsair'],,,,,,,,,,,,,,,,"['modular 80plus bronze sli crossfire', 'psu']",,,254250
,,,,,,,,,,,,,,,,['filters keep dust'],"['akasa washable', 'fan filters black']",,['120mm'],254479
,,,,['sata 6gb s'],"['surveillance 3 5', 'sata iii']",,,,,,,,,,,"['best for nvr embedded', 'sdvr hybrid sdvr surveillance dvr']",,['6tb'],['6tb'],255839
['silverstone'],['silverstone'],,,,,,,,,,,,,,,['rvz01 e'],['raven z computer chassis mdtx mitx 2x usb'],,,256693
"['msi', 'msi']",,"['gddr5', 'warranty', 'warranty']",,"['windows 10', '7200rpm', 'windows 10']",,,,['7200rpm'],,,['16gb ddr4'],,,"['i7 6700hk nvidia gtx 1060', '1920x1080 i7 6700hk nvidia gtx 1060']",,,,,['14 msi'],257864
['corsair'],,,,,,,,,,,,,,,,['delivers'],"['corsair ml', 'dual pack 7 blade premium magnetic']",,['120mm'],258060
['if'],['750w seasonic focus'],,,,,,,,,,,,,,,,['psu'],,,259286
['socket'],"['corsair', 'corsair']",,,,,,,,,,,,"['hydro series h100i gtx', 'hydro series h100i v2']",,['intel amd cpu s'],,['all'],,,259436
['cpu02'],['silverstone'],,,,,,,,,,,,,,,['designed cable'],,,,263118
,['zotac'],['years warranty'],['gddr5 graphics'],,,,,,,,,,,,"['geforce', '384 core']",['directx'],,['zt p10300a 10l core'],,263184
['corsair'],,,,,['red led'],,,,,,,,,,,"['air series led high', 'pc case fans combine', 'air delivery']",['corsair air series'],,['120mm'],263993
['very'],['1250w seasonic x'],['seasonic'],,,,,,,,,,,,,,['power supply'],,,,266413
['3000mhz ram'],,,['Anodised Aluminium Heatspreader'],['timings 1 20'],,['35v'],"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Red', 'PC4-24000 (3000)', 'Non-ECC']",['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 24000']",,['16gb'],267626
"['flash', 'flash']",,,['aluminium waterproof'],,['usb 3 0 pendrive'],,,,,,,,,,,"['aluminum', 'aluminum']",['corsair'],,['128gb'],268612
,,['seek time'],,['sata 6gb s'],,,,,,,,,,,,['2 year warranty'],,['1tb'],['1tb'],271241
,,,['aluminium epdm'],,['usb 3 0 pendrive'],,,,,,,,,,,['aluminum housing'],,,['64gb'],271969
,,,,,,,,,,,,,,['8x usb3 0 2x'],,,,,,272083
['led replaceable'],['xfx'],,,['gtr rs rx480'],,,,,,,,,,,,['white fans zero'],"['white led', 'graphics card models']",,,272449
,['850w'],,,,,,,,,,,,,,,['desktop computers'],"['silverstone strider gold s full modular 80', 'psu']",,,274617
['axrx'],,['years warranty'],,,['hdmi dvi d dl'],"['1750 mhz', '7000mhz']",,['gddr5'],['gddr5'],,,,['rx 550'],,,,['powercolor radeon'],,['2gb'],275834
,,,,['sata ports'],['sata3 u 2'],,,,['ddr4'],,,,"['vi extreme', '2066']",,,,['rog rampage'],['support for x series'],,278206
,['intel'],,,,,,,"['speed', 'ddr3 ddr4 controller integrated iris dx12 graphics']",,,['1150mhz gpu'],,,,,['year warranty'],,,,278873
['red pack'],,,,,,"['8192mb', '800mhz', '800mhz']",,,,['21276 00 20'],,,,,['radeon rx vega'],"['hbm2 stream', 'hbm2 stream']",,,['8gb'],281455
['socket compatibility'],['silverstone'],,,,,,,,,,,,,,,,['copper base'],,['nt06 pro'],281640
['amd'],,,,,,,"['8ghz', '8470d 800mhz']",,,,,,,['8470d 800mhz 65w cpu 2'],['amd a4 7300 fm2 richland dual core'],,,,,281798
['corsair'],,,,,,,,,,,,,,,,['air series led'],"['corsair quiet led fan', 'single pack']",,['140mm'],285976
,,,['Black'],"['usb 3 0 cable type a', 'male to type a']",,,,,,,,,,,,['connectors super'],,['150cm'],,288998
['socket compatibility'],['cooler master'],,,,,,,,,,,,['hyper 212 evo'],,,,,,,290339
['connect'],['com usb'],,,,,,,,,,,,,,,['multi monitor solution ideal'],"['slim portable lightweight upto', 'upto 5gbps']",,,291177
['intel s'],['intel'],,,,,['35v'],,,,,,,,['intel hd 5500 graphics'],['5010u dual core'],['rock canyon consumer segment nuc sports'],['rock canyon'],,,292636
['1333mhz ram'],,,['Heat Spreader'],,,['60v'],"['Non-ECC', 'XMS3 Classic', 'DDR3', 'PC3-10666 (1333)', 'UDIMM (Unbuffered)']",['vdimm'],,,,,['classic pc3 10666'],,,,['corsair'],,['4gb'],293174
['part'],,,,['sata 6gb s'],,,['7200rpm'],,,,,,,,,"['range', '5 year warranty']",,['4tb'],['4tb'],293221
,,,,,['12v 120'],,,,,,,,,,,['great quality and value power supply'],['psu'],,['500w evga'],296057
,,,,,['0 x4'],,,,,,,,,,,['iops'],['intel 600p'],,['512gb'],296218
['nzxt presents'],['nzxt phantom enthusiast black full'],,,,['usb 3 0 w o psu'],,,,,,,,,,,,,,,296400
['2666mhz'],,,['Heat Spreader'],,,['25v'],"['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Vengeance LPX Red']",['vdimm'],,,,,,,,,['lpx red pc4 21300 2666'],,"['16gb', '4x4gb']",296882
['hyperx savage'],,['offers super'],"['black red', 'Black/ Red']",,"['usb 3 1 gen', 'USB 3.1 Gen 1 Type-A']",,"['350 MB/s', '180 MB/s']",,,,,,,,,,['hyperx savage'],,['64gb'],298444
,,,,['sata 6gb s'],['sata iii'],,,,,,,,,,,['3 year warranty'],"['surveillance dvr and nvr', 'enhanced imageperfect firmware']",['8tb'],['8tb'],298615
