cluster_id,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
363664,,,,,,,['graphics card'],,,,,,,,,,,,,,,,,,,,,,,,['powerlink pcie cable management solid state capacitors supports multiple pci e configurations'],,,,,,,,,,,,
364163,,,,,,,,,,,,,,,,,['0 x4 nvme'],,,,,,,,,,,,,,"['samsung 950', '300k iops']",,,,,,,['512gb'],,,,['1500mb'],
364445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['all', 'hydro cooler cpu cooler 2x']",,,,,,,,,,,,
365221,,,,,,,,,,,,,,,,,,,,,,['radeon pro duo pcie 3 0'],,,,,,,,,,,,,,,,['8gb'],,,,,
365252,,,,,,,,,,,,,,,,,['gigabit ports'],,,,,,,,,,,,,,,,,,,,,,,,,,
365736,,,,,,,,['1506mhz gpu'],,,,,,,['geforce gtx 1070 gaming'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
366249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['psu'],,,,,,,,,,,,
366873,,,,,,,['mb s'],,,,,,,,,,,,,,,,['500'],,,,,,,,"['sandisk extreme', 'write']",,,,,,,['120gb'],,,,['340mb'],
367182,,,['amd'],,,,,,,,,,,,,,['lga 1944 2'],,,,,,,,,,,,,,['115w without fan heatsink'],,,,,,,,,,,,
368006,,,['aerocool'],,,,,,,,,,,,,,,,,,,['support sd tf card'],,,,,,,,,"['computer chassis', 'pwm fan']",,,,,,,,,,,,
368696,,,,,,,,,,,,,,,,,,,,,['7ghz'],,['2011 six core 3'],,,,,['intel xeon e5 1660 v2 s'],,,,,,,,,,,,,,,
368831,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,['corsair ddr4'],,,,,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",,,,['1.2 V'],,,,,,,,,,,,,"['128gb', '8x16gb']",,,,,
369145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['gelid solutions silent'],,,,,,,['120mm'],,,,,
369959,,,['antec'],,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,
370026,,,,,,,,,['\xa0'],,,,,,,,,,,,"['UDIMM (Unbuffered)', 'PC3-10666 (1333)', 'DDR3 SO-DIMM', 'Non-ECC']",['ddr3 so dimm pc3 10666'],,,['1.5 V'],,,,,,['corsair'],,,,,,,['4gb'],,,,,
370843,,,,,,,,,,,,,,,,,['vr ready graphics card'],,,['6gb gddr5'],['1594 mhz'],,,,,,,['1280 core'],,,['geforce gtx 1060'],,,,,,,,,,,,
370954,,,,,,,,,,,,,,,,,"['uhs i', 'mb s']",,,,,,,,,,,,,,"['kingston sdxc memory card', 'write']",,,,,,,['512gb'],,,,,
371111,,,['pny'],,,,,,['passively cooled'],,,,,,,,['pci e 3 0 x16'],,,"['24gb gddr5', '12gb per']",['4992'],,,,,,,,,,"['nvidia tesla', 'cores', '384 bit']",,,,,,,,,,,,
371579,,,,,,,,,,,,['10gbps ports'],,,,,,,,,,,,,,,,,,,['netgear s330028x'],,,,,,,['24 port'],,,,,
371835,,,,,,,,,,,,,,,,,"['8 ext', 'ports pcie 3 0 x8']",,,,,,,,,,,,,,['adaptec raid'],,,,,,,['24 port'],,,,,
371877,,,,,,,,,,,,,,,,,,,,['8gb ram'],,,,,,,,,,,,,,,,,,,,,,,
372227,,,,,,,,,,,,,,,,,['nvme 3 0 x4 20nm'],,,,,,"['1080mb s', '450k read 75k']",,,,,,,,['intel dc p3700 pcie'],,,,,,,['400gb'],,,,,
372297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120mm'],,,,,
372530,,,['tp link'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374373,,,,,,,,,['msi radeon'],,,,,,,,['polaris pcie 3 0'],,,,['6600mhz'],['gddr5'],,,,,,,,,,,,,,,,"['4gb', '14nm']",,,,,
375020,,,,,,,,['3 2ghz'],,,,,,,,,,,,,['40 lane 9'],,,,,,,['intel xeon e5 2660'],['turbo 35mb'],,,,,,,,,,,,,,
375036,,,['silverstone'],,,,,,,,,,,,,,['sas sata'],,,,,,,,,,,,,,"['fsr202 trayless hot swap', 'mobile rack hard drive enclosure']",,,,,,,,,,,,
375113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['hyper 212x tower', 'cpu cooler']",,,,,,,,,,,,
375212,,,['v7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['wireless keyboard mouse combo', 'uk english black']",,,,,,,,,,,,
375324,,,['intel'],,,,,['3 7ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376228,,,,,,,,,,,,,,,,,,,['aes encryption shock'],,,,,,,,,,,,,,,,,,,"['32gb', '32gb']",,,,,
376765,,,['asus'],,,,,,,,,['2011 3'],,,,,['sata iii'],,,,,['ddr4'],,,,,,,,,['rog rampage'],,,,,,,,,,,,
376817,,,['asrock'],,,,,,,,,,,,,,,,,,['1151'],['ddr4'],['fatal1ty'],,,,,,,,,,,,,,,,,,,,
377019,,,,,,,,,,,,,,,,['140mm'],,,,,,,,,,,,,,,"['modular 80', 'psu']",,,,,,,,,,,,
377846,,,,,,,,,,,,,,,,,,,['aes encyption'],,,,,,,,,,,,"['kingston datatraveler vault', 'write']",,,,,,,['64gb'],,,,,
378128,,,,,,,,,,,,,,,,,"['uhs ii', 'u3 upto']",,,,,,,,,,,,,,"['lexar', 'write']",,,,,,,['256gb'],,,,,
378317,,,,,,,,,,,,,,,,,,,,['8gb gtx'],,['ddr4 ram'],,,,,,,,,['gigabyte p57x v7'],,,,,,,['17 3'],,,,,
378426,,,,,,,,,,,,,,,,,['usb 3 1 e atx'],,,,,,,,,,,,,,,,,,,,,,,,,,
378834,,,['asrock'],,,,,['0ghz'],,,,,,,,,,,,,,['ddr3'],,,,,,['quad core intel celeron'],,,['intel hd graphics'],,,,,,,,,,,,
379159,,,['intel'],,,,,,"['hdmi sdxc', 'slot']",,,,,,,,"['bt 4 2 1x', 'usb 3 0']",,,,,,,,,,,['core i3'],,,,,,,,,,,,,,,
379199,,,,,,,,,,,,,,,,,['seagate'],,,,,,,['desktop sshd 3 5 7200'],,,,,,,,,,,,,,['2tb'],,['rpm'],,,
379274,,,['ekwb'],,,,,,,,,,,,,,,,,,,,,,,,,['radeon vega waterblock pom acetal nickel plated'],,,['vega frontier gpus'],,,,,,,,,,,,
379524,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,['white black'],,,,['phanteks'],,,,,,,,,,,,
379987,,,,,,,,,,,,,,,,,['sata port'],,,,,['ddr3'],,,,,,,,,['adaptec'],,,,,,,['16 port'],,,,,
380114,,,,,,,,,,,,,,,,,,,,['16gb'],,['ddr4'],,,,,,,,,['aero 14w v7'],,,,,,,,,,,,
380140,,,['logitech lgt c525'],,,,,,,,,,,,,,,,,,,,['720p'],,,,,,,,['1280x720 pixels usb'],,,"['1280x720 (WXGA)', '8 MP']",,,,,,,,,
380589,,,,,,,,,,,,,,,"['geforce gtx 1070 mini itx', 'gddr5 vr ready graphics card']",,,,,['8gb'],['1531 mhz'],,['1920 core'],,,,,,,,,,,,,,,,,,,,
382763,,,,,,['20nm'],,,,,,,,,,,,,,,,,['84k read 28k write'],,,,['write 450mb s'],,,,"['intel dc s3610 2 5', 'mlc read 550mb s', 'iops']",,,,,,,['480gb'],,,,,
382907,,,,,,,,,,,,,,,,,,,['automatic data security usb'],,,,,,,,,,,,['kingston datatraveler locker'],,,,,,['write'],['8gb'],,,,,
383246,,,['startech'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['all metal 1u chassis'],,,,,,,,,
383619,,,['gigabyte'],,,,,['a68h fm2'],,,,,,,,,['sata iii'],,,,,,['sata raid pcie 3 0 x16 d sub dvi d hdmi micro atx'],,,,,,,,['ga f2a68hm hd2'],,,,,,,,,,,,
384103,,,,,,,,,,,,,,,,,,,,,,,,,,,['write 68k'],['s read 440mb s'],,,['intel dc s3510 series'],,,,,,,['480gb'],,,,,
384181,,,,,,,,,['\xa0'],,,,,,,,,,,,"['5v', 'DDR3 SO-DIMM', 'PC3-12800 (1600)', '\xa0', 'Non-ECC', 'Vengeance Performance']",['ddr3 so dimm pc3 12800 1600 204'],,,['1.5 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
384579,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,['corsair ddr4'],,,,,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",,,,['1.2 V'],,,,,,,,,,,,,"['128gb', '8x16gb']",,,,,
385027,,,,,,,['dominator'],,['Aluminium Heatspreader with DHX'],,,,,,,,,,,,"['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['platinum pc4 24000'],,,['1.35 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
385134,,,,,,,,,,['white led'],,,,,,,,,,,,,,,,,,,,,['cooler master jetflo'],,,,,,,['120mm'],,,,,
385265,,,['amd'],,,,,,,,,,,,,,,,,,,,,,['7351p'],,,,,,,,,,,,,,,,,,
385355,,,,,,,,,,,,['1151 ddr3'],,,,,,,,,,,,,,,,,,,['intel h170 s'],,,,,,,,,,,,
385619,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,['psu'],,,,,,,,,,,,
385989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ek vardar'],,,,,,,['120mm'],,,,,['120 1150rpm']
386136,,,['gigabyte'],,,,,['gen1'],,,,,,,,,,,,,['1151'],,,,,,,,,,,,,,,,,,,,,,
387656,,,,,,,,,['Anodised Aluminium Heatspreader'],['silver pc3 12800 1600'],,,,,,,,,,,"['Vengeance Pro Series Silver', 'Non-ECC', 'DDR3L', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",,,,['1.35 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
387902,,,['angelbird'],,,,['mb s'],,,,,,,,,,,,,,,,,,,,,,,,"['av pro xt', 'write']",,,,,,,,,,,,
387949,,,,,,,,,['\xa0'],,,,,,,,,,,,"['DDR3L SO-DIMM', 'Value Select', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['ddr3l so dimm value'],,,['1.35 V'],,,,,,"['corsair', 'select pc3 12800 1600 non']",,,,,,,['4gb'],,,,,
388569,,,,,,,,,,,,,,,,,,,,,,,['10520rpm'],,,,,,,,"['hgst ultrastar c10k1800 huc101860cs4200 2 5', 'instant secure erase']",,,,,,,['600gb'],,,,,
390501,,,,,,,,,,,,,,,,,,,,,['7200rpm'],,,,,,,,,,,,,,,,,['3tb'],,,,,
390554,,,['asus'],,,,,,,,,['2011 3'],,,,,['sata iii'],,,,,['ddr4'],,,,,,,,,"['sabertooth x99', 'intel x99 s', 'raid pcie']",,,,,,,,,,,,
390663,,,['sapphire technology'],,,,,,,,,,,,,,,,,,,,,,,,['o gb'],,,,['amd active mini'],,,,,,,,,,,,
390734,,,['amd'],,,,,['3 9ghz'],,,,,,,,,,,,,['r7 856mhz'],,,,,,,,['amd radeon'],,,,,,,,,,,,,,
391004,,,,,,,['satae'],,,,,,,,['z270 ftw k'],,,,,,['1151'],['ddr4'],,,,,,,,,['u'],,,,,,,,,,,,
391460,,,,,,,['supernova'],,,,,,,,,['140mm'],,,,,,,,,,,,,,,['psu'],,,,,,,['1600w evga'],,,,,
391732,,,,,,,['gigabyte'],,,,,,,,,,,,,['8gb ddr4'],,,,,,,,['fhd i7 6700hq'],,,,,,,,,,['17 3'],,,,,
392075,,,,,,,,,,,,,,,,,,,,['8gb'],['1506mhz gpu'],['gddr5'],,,,['vr ready graphics card'],,['innovision 3d geforce gtx 1070 twin x2'],,,,,,,,,,,,,,,
392393,,,['2244300 r pcie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392697,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['vesa'],,,,,,,,,,,,
392729,,,,,,,,,,,,,,,,,,,,,,['7200rpm'],,,,,,,,,,,,,,,,['4tb'],,,,,
394317,,,,,,,,,,,,,,,,"['120mm', '360mm']",,,,,,,,,,,,,,,"['thermaltake water', 'hydro cooler']",,,,,,,,,,,,
394613,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,,"['Vengeance LPX Red', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",,,,['1.2 V'],,,,,,"['corsair', 'lpx red pc4 19200']",,,,,,,['16gb'],,,,,
394729,,,['d link unified wireless'],,,,,,,,,,,,,,,,,,,,['11n'],,,,,,,,['access point'],,,,,,,,,,,,
395191,,,['zotac'],,,,,,,,,,,,,,,,,['8gb gddr5'],,,,,,,,['geforce gtx 1070 mini'],,,,,,,,,,,,,,,
395457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['kingston datatraveler ge9 usb'],,,,,,,['16gb'],,,,,
395531,,,,,,,,,['hdmi black'],,,,,,,,,,,,,,,,,,,,,,['vn279qlb monitor amva panel 1920x1080'],,,,,,,['27 asus'],,,,,
395861,,,,,,,,,,,,,,,,,,,,,,['128bit gddr3'],,,,,,,,,['amd firepro w2100 pcie 3 0 x16'],,,,,,,['2gb'],,,,,
395883,,,,,,,,,['ultra hd'],,,,,,['sandisk extreme'],,,,,,,,,,,,,,,,['sdhc'],,,,,,,['64gb'],,,,,
395902,,,,,,,,,['\xa0'],,,,,,,,,,,,"['\xa0', 'PC3-12800 (1600)', 'DDR3L', 'ECC', 'Server']",,,,['1.35 V'],,,,,,"['crucial', 'server memory pc3 12800']",,,,,,,['32gb'],,,,,
395932,,,,,,,,,,,,,,,,['87 mm'],,,,,['7200rpm'],,,,,,,,,,['firecuda sshd'],,,,,,,['1tb'],,,,,
396143,,,,,,,,,,,,,,,,,,,,,['6400 800mhz'],,['select ddr2 so dimm'],,,,,,,,['corsair value'],,,,,,,['4gb'],,,,,
397686,,,,,,,['gpu'],,,['geforce gt'],,,,,,,,,,,"['1800mhz', '902mhz']","['730 silent single slot pcie', 'gddr3']",,,,,,,,,['gigabyte'],,,,,,,['2gb'],,,,,
397948,,,['asus'],,,,,,,,,,,,,,['usb 3'],,,,,,,,,,,['intel z270 s 1151'],,,['rog strix'],,,,,,,,,,,,
398113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['psu'],,,,,,,,,,,,
398664,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,['1.2 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
398869,,,['akasa scorpio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['aluminum tablet stand grey two viewing angles'],,,,,,,,,,,,
398918,,,,,,,,,,,,,,,,,,,,,['5400mhz'],['gddr5 gpu'],,,,,,['geforce gtx 750'],,,,,,,,,,['2gb'],,,,,
399739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm'],,,,,
400406,,,['intel'],,,,,['3 ghz'],,,,,,,,,,,,,,,,,,,,['intel dual core i3 6100u 2'],['bt 4'],,,,,,,,,,,,,,
401132,,,,,,,,['500 1500rpm'],,,,,,,,,,,,,,,,,,,,,,,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,,,,,['140mm'],,,,,
401569,,,,,,,,,,,,['2011 3'],,,,,['sata iii'],,,,,['ddr4'],,,,,,,,,"['x99 e ws', 'intel x99 s']",,,['sata raid pcie 3 0 x16 ceb'],,,,,,,,,
401668,,,,,,,,,,,,,,,['sandisk ultra ii'],['500mb'],,,,,,,,,,,,,,,,,,,,,,['960gb'],,,,,
402131,,,,,,,,,,['pc2 5300 667'],,,,,,,,,,,,,,,,,,,,,['memory kit'],,,,,,,['4gb'],,,,,
402691,,,['5 bay qnap ts 531p'],,,,,['4 ghz'],,,,,,,,,,,,,,,,,,,,,,,,,,['nas quad core'],,,,,,,,,
403133,,,['asrock'],,,,['r2'],,,,,['0'],,,,,,,,,,"['970 extreme3', 'ddr3 pcie 2 0']",,,,,,['amd socket am3'],,,,,,,,,,,,,,,
403803,,,['asrock x99'],,,,,,,,,,,,,,,,,,,['ddr4'],['extreme 4 x99'],,,,,,,['socket 2011 v3 quad'],,,,,,,,,,,,,
405366,,,['500w'],,,,['corsair'],,,,,,,,,['120mm'],,,,,,,,,,,,,,,"['builder', 'psu']",,,,,,,,,,,,
405380,,,['icy box'],,,['hdd 1 x usb 3 0'],['external aluminium'],,['grey'],,,,,,,,,,,,,,['ib 231stu3 g'],,,,,,,,['usb powered'],,,,,,,,,,,,
405525,,,,,,,['vengeance'],['10 9'],,,,,,,,,,,,,,,,,,,,,,,"['corsair', 'jet black pc3 14900']",,,,,,,['8gb'],,,,,
406764,,,['asus'],,,,,['1228mhz gpu'],['gddr5 graphics'],,,,,,,,,,,,,,,,,,,"['geforce', '384 core']",,,,,,,,,,,,,,,
406941,,,,,['140mm'],,,,,,,['single pack'],,,,,,,,,,,,,,,,,,,['corsair air series sp140 red led high static pressure'],,,,,,,,,,,,
407177,,,,,,,,,['win10'],,,,,,,,,,,['16gb ddr4'],,,,,,,,,,,['nvme ssd'],,,,,,,['256gb'],,,,,
408215,,,['asrock'],,,,,,,,,,,,,,,,,,['1151'],['ddr4'],['fatal1ty'],,,,,,,,,,,,,,,,,,,,
408303,,,,,,,,,,,,,,,,,,,,,,,,['write 645k 48k'],,,,,,,"['intel dc', 'iops']",,,,,,,['4tb'],,,,,
409402,,,['intel'],,,['8mb'],,"['0ghz', '4 2ghz']",,,,,,,,,,,,,,['1150mhz gpu'],,,,,,['core i7 6700k s'],,,,,,,,,,,,,,,
409484,,,,,,['5400 5900rpm 64mb'],,,,,,,,,,,,,,,['5400 rpm 64mb'],,['wd30ezrx'],['blue 3 5'],,,,,,,['western digital wd30ezrz'],,,,,,,"['3tb', '3tb']",,,,,
410003,,,,,,,,,['\xa0'],,,,,,['corsair ddr4 value'],,,,,,"['Non-ECC', 'Value Select', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",,['select pc4 19200'],,['1.2 V'],,,,,,,,,,,,,"['16gb', '1x16gb']",,,,,
411154,,['2270 pcie 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411206,,,['intel'],,,,,['1200mhz gpu'],,,,,,,,,,,,,,,,,,,,['core i7'],,,,,,,,,,,,,,,
411546,,,,,,,,,,,,,,,,,,,,,,,['sata raid pcie 3 0 x16 d sub'],,,,,,,,['a68hm plus amd a68h fm2'],,,,,,,,,,,,
411933,,,['gigabyte'],,,,,,,,,,,,,,,,,,['1151'],,,,,,,,,,['lan 2x usb 3'],,,,,,,,,,,,
412217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['loop upto'],,,,,,,['16gb'],,,,,
412614,,,,,,,,,,,,,,,,,,,,['8gb'],,,,,,,,,,,,,,,,,,,,,,,
412773,,,['gigabyte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412877,,,['akasa'],,,,,,,,,,,,,,['usb 3 0 hub'],,,,,,,,,,,,,['hb 11bkcm'],['connect'],,,,,,,,,,,,
414102,,,['corsair'],,,,,,,,,,,,,,,,,,,,['crystal series 570x rgb premium white'],,,,['ed mid tower'],,,,"['computer case', 'matx mitx tempered glass']",,,,,,,,,,,,
414817,,,['2u'],,,,['rack'],,,,,,,,,,['quad core 3 3ghz'],,,['8gb'],,,,['gig'],,,,,,,,,,,,['10 bay'],,['424 tb'],,,,,
415232,,,,,,,,['500 1500rpm'],,,,,,,,,,,,,,,,,,,,,,,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,,,,,['120mm'],,,,,
415846,,,,,,,,,,,,,,,,,,,,,,,['5200rpm'],,,,,,,,['wd20npvz 2 5'],,,,,,,['2tb'],,,,,
416696,,['Laser (Monochrome)'],['hp'],,,,,,,,,,,,,,,,,,,,"['m506x', '1200x1200 dpi']",,,[],,,,,['laserjet enterprise 43ppm a4'],,[],['\xa0'],,['11cm'],,,,,['15.8 kg'],,
417432,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['gd10b grandia black desktop htpc case', 'o psu']",,,,,,,,,,,,
418166,,,['gigabyte'],,,,,,,,,,,,,,,,['microatx'],,,,,,,,,['amd b350 s am4'],,,,,,,,,,,,,,,
418243,,,,,,,['sandisk ultra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['16gb'],,,,,
419047,,,,,,,,,,,,,,,['sandisk ixpand'],,['usb 2 0 lightning connector'],,['iphone'],,,,,,,,,,,,,,,,,,,['16gb'],,,,,
420162,,,['com'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420214,,,['noctua'],,,,,,,,,,,,,,,,,,,,,,,,,['i7 i5 and amd am2'],,,,,,,,,,,,,,,
421395,,,['asus'],,,,,,,,,,,,,,,,,,['1151'],['ddr4'],['h110'],,,,,,,,,,,,,,,,,,,,
421501,,,,,,,,,,,,,,,['seagate ironwolf pro'],,,,,,,,,,,,,,,['7200rpm 256'],,,,,,,,['6tb'],,,,,
421503,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,['individually sleeved type'],,,['black'],,,,,,,,,,,,
421748,,,['asus'],,,,,,,,,,,,,,['ac rj11 gbe wan 4x'],,,,,,,,,,,,,,"['dsl ac56u 802 11ac', 'modem router', 'lan 2x usb']",,,,,,,,,,,,
422101,,,,,,,,,,,,,,,,,"['uhs i', 'mb s']",,,,,,,,,,,,,,"['kingston sdxc memory card', 'write']",,,,,,,['256gb'],,,,,
422253,,,['asrock'],,,,,,,,,,,,,,['sata iii'],,,['2011 3'],,['ddr4'],,,,,,,,,,,,['satae pcie 3 0 usb 3'],,,,,,,,,
422875,,,,,,,,,,,,,,,['seagate st2000lx001'],['7 mm'],,,,,,,['5400rpm'],,,,,,,,,,,,,,,['2tb'],,,,,
422943,,,['qnap'],,,,['2u'],,,,,,,,,,,,,,,['ddr3l ram'],,,,,,"['rackmount quad core celeron', '0ghz']",,,,,,,,,,,,,,,
423012,,,,,,,,,,,,,,,,,['dvi d usb'],,,,,,['1366x768 8ms vga'],,,,,,,,,,,,,,,,,,,,
423211,,,,,,,,,,,,,,,,,,,,,,,['st1000lm014'],,,,,,,,"['solid state hybrid drive', 'sata iii slim', 'mac ps4']",,,,,,,"['1tb', '6gbs 8gb ssd 64mb']",,,,,
423546,,,,,,,,['3 7ghz'],,,,,,,,,,,,['8mb hd'],,['graphics p630'],,,,,,['intel xeon'],,,,,,,,,,,,,,,
423565,,,['microsoft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['ergonomic wireless desktop keyboard'],,,,,,,,,,,,
424094,,,['tp link'],,,,,,,,,,,,,,['usb 2 0'],,,,,,['tl wr710n'],,,,,,,,['uk plug'],,,,,,,,,,,,
424275,,,,,,,,,,,,,,,,,,,['aes encyption'],,,,,,,,,,,,['kingston datatraveler vault'],,,,,,,['8gb'],,,,,
424364,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,['core i7'],,,,,,,,,,,,,,,
424897,,,,,,,,,,,,,,,,,['mini displayport'],,,,,['2460 pcie 2'],,,,,,['amd firepro'],,,,,,,,,,,,,,,
425661,,['graphics card'],['gigabyte'],,,,,,,,,,,,,,,,,['8gb gddr5'],['1556 mhz'],,,,,,,['geforce gtx 1070 windforce oc'],,,,,,,,,,,,,,,
425869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['solutions silent 5 quiet case fan'],,,,,,,['50mm'],,,,,
426331,,,['corsair'],,,,,,,,,,,,,,['usb 3 0'],,,,,,['carbide series 88r windowed'],,,,,,,,['microatx miniitx computer chassis'],,,,,,,,,,,,
426762,,,,,,['8mb'],,,,,,,,,,,,,,,,['5400rpm'],,,,,,,,,['blue'],,,,,,,['1tb'],,,,,
427418,,,,,,,,,,,,,,,,,,,,,,,,,,,,['keyboard k400 plus integrated touchpad'],,,"['wireless touch', 'range media keyboard']",,,,,,,,,,,,
430042,,,['zotac'],,,,,,,,,,,,,,,,,['8gb gddr5x'],['2560 core 1771mhz gpu'],,,,,,,['geforce gtx 1080 amp extreme'],,,,,,,,,,,,,,,
431068,,,['gigabyte'],,,,,,,,,,,,,,,,,,,['bsi5ha 6200 brix s'],,,,,,['intel i5 6200u dual core'],,,,,,,,,,,,,,,
431803,,,,,,,,,,,,,,,,,,,,,,,,,,,,['radeon r7 370 nitro pcie'],,,,,,,,,,['4gb'],,,,,
432575,,,['tp link archer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['ac1350 wireless router'],,,,,,,,,,,,
432591,,,['34 acer'],,,,,,,,,,,,,,['ultrawide ips'],,,,,,,,,,,,,,,,,,,,,,,,,,
432593,,,['intel'],,,,,['1050mhz gpu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433536,,,,,,,,,,,,,,,,,['512n 3 5'],,,,,,,,,,,,,,"['seagate enterprise', 'ncq']",,,,['7200 rpm'],,,['4tb'],,,,,
433973,,,,,"['1.5 m', '\xa0']",,,,['Black'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434442,,,['cooler master'],,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,"['cube computer', 'microatx mini itx 2x']",,,,,,,,,,,,
434624,,,,,,,,,['\xa0'],,,,,,,,,,,,"['DDR3 SO-DIMM', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Performance', 'PC3-12800 (1600)']",['ddr3 so dimm pc3 12800 1600 204'],,,['1.5 V'],,,,,,,,,,,,,['8gb'],,,,,
434789,,,['intel pinnacle canyon nuc kit'],,,,,,,,,,,,,,['usb 3 0'],,,['8gb 4x'],,,,,,,,,,,,,,,,,,,,,,,
434951,,,,,,,,,,,,,,,,,,,,['16gb ddr4'],,,,,,,,,,,"['nvme ssd', 'streaming card win10']",,,,,,,['256gb'],,,,,
435103,,,['intel'],,,,,['1200mhz gpu'],,,,,,,,,,,,,,,,,,,,['core i5'],,,,,,,,,,,,,,,
435548,,,,,,,,,,,,,,,['geforce gtx 1060 win10'],,,,,['16gb ddr4'],,,,,,,,,,,,,,,,,,,,,,,
435748,,,,,,,,,,['white led high'],,,,,,,,,,,,,,,,,,,,,['corsair air series sp140'],,,,,,['dual pack'],['140mm'],,,,,
436089,,,,,,,,,,,,,,,,['140mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,
436913,,,,,,,,,,,,,,,['sandisk extreme usb 3'],,['up to read 190mb s'],,,,,,,,,,,,,,"['write', '55mb s']",,,,,,,['16gb'],,,,,
437531,,,,,,,,,,,,,,,,,['wd10purx 3 5'],,,,,,['5400rpm'],,,,,,,,"['av surveillance', 'ncq']",,,,,,,['1tb'],,,,,
437575,,,,,,,,,,,,,,,,,['usb 3'],,,,,,,,,,,,,,,,,,,,,,,,,,
437741,,,,,,,,,,,,,,,,,['usb 3 1'],,,,,,,,,,,,,,"['samsung portable ssd t5 external blue', 'transfer 2x cables']",,,,,,,['500gb'],,,,,
