cluster_id,Battery Capacity,Battery Type,Brand,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Input,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
228654,,,,,,,,,,,,,,,,,,"['sata 6gb s', 'usb 2 0']",,,,,['ddr4 dimm'],,,,,,,,,,['1x pcie x1 4x'],,,,,,,,,,,
228859,,,,,,,,,,,,,,,,,,,,['lifetime warranty with corsair'],,['60v'],['vdimm'],,,,,,,,,['cas 9'],,,,,,,['1333mhz ram'],,,,,
229539,,,['part'],,,,,,,,,['128mb'],,,,,,['sata 6gb s'],,,,,,,,,,,,,,,"['range', '2 year warranty']",,,,['5 inch'],,,,,,,
229578,,,['led backlit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['time 1x'],,,,,['warranty'],,,,,,
229773,,,['build cost effective reliable'],,,,,,,,,,,,,,,,,,,,,,,,,,['form factor nvidia'],,,,,,,,,,,,,,,
229781,,,['t1600g'],,,,,,,,,['384w'],,,,,,,,,,,['support 802 3at af'],,,,,,,,,,['compliant'],,,,,,,,['a total poe power'],,,
229883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['side panel'],,,,,,,,,,,
230041,,,['amd'],,,,,,,,,,,,,,,,,,,,['ddr3 x1 pci e 16x x1 pci e 1x pci x6'],,,,,,,,,,['audio codec'],,,,,['support'],,,,,,
230345,,,,,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,['3200mhz ram'],,,,,
231127,,,"['socket compatibility', 'socket compatibility']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231305,,,,,['465mb s 37k 68k iops'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['sata iii'],,,,,,,,,,,
231356,,,"['intel', 'intel atom']",,,,,"['1333mhz ram', 'slot', '1333mhz ram', 'slot']",,,,,,,,,,"['bluetooth 4 0 usb 2 0', 'bluetooth 4 0 usb 2 0']",,,,"['4a', '4a']","['intel hd graphics hdmi', 'intel hd graphics hdmi']",,,,,,,['processor'],,,['processor'],,,,,,,,,,,
231546,,,['hx426c13pb3k4'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,['cas 13'],,,['32 2666mhz ram'],['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
231781,,,,,,"['average', 'average']",,,,,,,,,,"['16mb', '16mb']",,,,,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,"['seek time', '2 year warranty', 'seek time', '2 year warranty']",,,,,,"['1tb', '1tb']",,,,,
232638,,,['icy dock'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['backplane raid cage'],,,,,,,,,,,
232876,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['air series led'],,,,,,,,,,,
232909,,,,,,,,,,,,,,,,,,,['20cm'],,,,,,,,,,,,,,"['notebook cooler supersize', 'ultra cooling']",,,,,,,['performance'],['ergonomic design'],,,
233048,,,['hp'],,,,,['1yr warranty'],,,,,,,,,,"['7200rpm', 'windows 10']",,,,,,,,,,,,,,,,,['6 led 1920x1080 i7 7200u nvidia gtx 950m 2gb gddr5'],,,,,,,,,
233450,,,['socket'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233700,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['8008mhz'],['gddr5'],,,,,,['5161 kr core'],,,,['processors 1280 vr ready'],,,,,,['06g p4'],,,,,
233788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['games'],,,,,,['2tb'],,,,,
233980,,,['pc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234720,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235314,,,['core'],,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['7020mhz'],['gddr5'],,,,,,,,,,['processors 768 sli ready'],,,,,,,,,,,
235349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['corsair'],,,['3600mhz ram'],,,,,,,,
236007,,,['connect'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236030,,,['ea9500 max stream'],,,,,,,,,,,,,,,['external antennas'],,,,,,,,,,,,,,,,,,,,,,,,,,
236742,,,"['seagate', 'seagate']",,,"['brings', 'brings']",,,,,,,,,,,,,,,,,,,,,,,,"['over', 'over']",,,"['term storage', 'term storage']",,,,,,,,,,,
237071,,,"['hgst', 'hgst']",,,,,,,,,,,,,,,,,,,"['7200rpm', '7200rpm']",,['travelstar 7k1000'],,,,,,['travelstar 7k1000'],,,"['hard drive compatible', 'hard drive compatible']",,,,,,,,"['xboxone', 'xboxone']",,,
237635,,,['graphite'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238413,,,,,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['2 year warranty'],,,,,,['2tb'],,,,,
238446,,,"['external enclosure', 'supports']",,,,,,,,,,,,,,,"['sata ssds hdds', 'usb 3 0 port']",,,,,,,,,,,,,,,,,,,,,,,,,,
238818,,,['core'],,,"['stream', 'ati eyefinity']",,['ati crossfirex'],,,,,,,,,,,,,,['960mhz'],['gddr5'],,,,,,,,,,"['ati stream', 'ati avivo hd']",,,,,,,,,,,
239053,,,['asus'],,,,,,,,,,,,,,,,,,,,,['designed internal'],,,,,,,,,['usb'],,,,,,,['n13'],,,,
239124,,,,,,['cuda'],,,,,,,,,,,,,,,,"['954mhz', '1600mhz']",['gddr3'],,,,,,,,,,"['cores', 'years warranty']",,,,,,,,,,,
239137,,,['enjoy reliable'],,,,,,,,,,,,,,,,,"['sfx system with kolink', 'sfx power supplies']",,,,,,,,,,,,,,,,,,,,,,,,
239215,,,['sdp09'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['sata drive'],,,,,,,,,,,
239685,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['6610mhz'],['gddr5'],,,,,,,,,,['processors 768 sli ready'],,,,,,,,,,,
239695,,,['tp link s archer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239757,,,['belkin cat5e network patch cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240263,,,['seasonic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240301,,,['cx650'],,,,,['thermally controlled'],,,,,,,,['120mm'],,,,,,,,,,,,,,,,,['provides 80'],,,,,,,,,,,
240985,"['1TB', '2x 128 GB']",,['msi'],,,,,,,,,,,,,,,['fhd g sync 1920x1080'],,,,,,['gt72'],,,,,,['intel core i7 5700hq nvidia gtx'],,,"['2qe dominator pro g', 'Intel Core i7']",,,,,,,,,,,
241023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['narrow bezel', 'smaller package']",,,,,,,,,,,
241755,,,,,,,,,,,,,,,,,,,,,,,['ddr4 controller integrated dx12 graphics 3'],,,,,,,,,,,,,,,,,,,,,
242019,,,,,,,,,,,,['128mb'],,,,,,,,,,['7200rpm'],,['sata 6gb s'],,,,,,,,,['5 year warranty'],,,,,,['6tb'],,,,,
242089,,,['built'],,,['fanless design'],['41 ghz'],,,['sub'],,,,,,,,,,,,,['ddr3 sodimm'],,,,,,,,,,,,,,,,,,,,,
242271,,,['introducing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['both silent operation'],,,,,,,,,,,
242364,,,['led backlit'],,,,,,,,,,,,,,,,,,,['1000000000'],,['1920x1080'],,,,,,,,,,,,,,,,,,,,
242434,,,['gigabyte'],,,,,,,,,,,,,,,,,,['16gb'],,['ddr4'],,,,,,,['intel core i7 7700hq'],,,['aero 14w v7 cf1'],,,,,,,,,,,
242533,,,['socket'],,,,['3 2ghz'],,,,,,,,,,,,,,,,,['2011 3'],['85w'],,,,,['e5 2630v3'],['turbo 20mb'],,,,,,,,,,,,,
242654,,,['radeon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['are fully capable for demanding media and entertainment', 'vr experiences']",,,,,,,,,,,
243397,,,,,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,['16 3000mhz ram'],"['35v', '3000mhz ram', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
243566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['external desktop storage hard drive'],,,,,,['4tb'],,,,,
243716,,,['samsung s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['conventional', 'architecture']",,,,,,,,,,,
244470,,,"['tp link', 'tl']",,,,,,,,,,,,,,,"['wireless n network', 'all 16 ports support']",,,,,,,,,,,,,,,,,,,,,,,,,,
244919,,,"['core', 'amd eyefinity']",,,"['stream', 'amd crossfirex ready']",,,,,,,,,,,,,,,,"['980mhz', '5700mhz']",['gddr5'],,,,,,,,,,"['processors 2048 directx', 'amd mantle dolby truehd gcn']",,,,,,,,,,,
244962,,,['asus'],,,,,,,,,,,,,,,"['u', 'external blu ray writer usb 3 0']",,,,,,,,,,,,,,,['3d support cyberlink'],,,,,,,,,,,
245174,,,,,,,,,,,,,,,,,,,,,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,"['warranty', 'warranty']",,,,,,"['8tb', '8tb']",,,,,
246072,,['nvidia geforce gtx 1080 founders edition graphics cards'],['ek fc1080 gtx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['conventional', 'architecture']",,,,,,,,,,,
246419,,,"['mastercase', 'mastercase']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246478,,,['flash'],,,,,,,,,['200 meters'],,,,,,,,,,,,,,,,,,,,,['aluminum'],,,,,,,,,,,
246950,,,"['socket compatibility', 'socket']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247425,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247970,,,['80'],,,,,,,,,,,,,['120 mm'],,,,,,,,,,,,,,,,,['power supply'],,,,,,,,['rails extensive failsafes dc dc technology and extra quiet'],,,
247978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hard drive'],,,,,,,,,,,
248101,,,['toolless'],,,['silicone protection sleeve and usb'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['aluminium external enclosure', 'uasp support for']",,,,,,,,,,,
248151,,,"['the', 'void']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb headset'],,,,,,,,,,,
248458,,,['1333mhz ram'],,,,,,,,,,,,,,,,,['lifetime warranty with corsair'],,['60v'],['vdimm'],,,,,,,,,['cas 9'],,,,,,,,,,,,
248996,,,['2400mhz'],,,['lifetime warranty'],,,,['kingston'],,,,,,,,,,,,"['ram', '65v']",['vdimm'],,,,,,,,,,,,,,,,,,,,,
249041,,,['amd eyefinity'],,,"['stream', 'amd crossfirex ready']",,,,,,,,,,,,,,,,['5600mhz'],['gddr5'],,,,,,,,,,"['processors 1792 directx', 'amd mantle dolby truehd gcn']",,,,,,,,,,,
249467,,,['1866mhz ram'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cas 9'],['lifetime warranty'],,,,,['ballistix'],,,,,,
249588,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249676,,,['pc'],,,['rog'],,,,,,,,,,,,,,,,,,,,,,,,,,,['certified label'],,,,,,,,,,,
250003,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250720,,,['creation'],,,,,,,,,,,,,,,,,['aspect'],,,,,,,,,,,,,['determination to push'],,,,,,,,,,,
250818,,,['meet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desktop computers'],,,,,,,,,,,
250835,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,['processors 2048 sli ready'],,,,,,,,,,,
251105,,,['despite'],,,,,,,,,['1100 matx case'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['toshiba exceria m302'],,,,,,,,,,,
251452,,,['2400mhz'],,,,,,,,,,,,,,,,,['lifetime warranty'],,"['ram', '25v']",['vdimm'],,,,,,,,,,,,,,,,,,,,,
252109,,,,,,,,,,,,,,,,,,,,,,,,['95k'],,,,,,,,,['write'],,,,,,,,['84k iops'],,,
252183,,,['mp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252435,,,,,,['wpa'],,,,,,,,,,,,,,,,,,['up a'],,,,,,,,,"['set', 'wireless connection', 'notebook and game']",,,,,['psk'],,,,,,
252470,,,['corsair'],,,,,,,,,,,,,['120mm'],,,,,,,['rgb led'],['sp120'],,,,,,,,,['includes controller'],,,,,,,,,,,
252481,,,,,,,,,,,,,,,,,,,,['lifetime warranty'],,,['vdimm'],,,['25v'],,,,,,,,,,,,,['2133mhz ram'],,,,,
252564,,,['part'],,,,,,,,,,,,,,,"['capacity', 'sata 6gb s']",,,,,,,,,,,,,,,['3 year warranty'],,,,['5 inch'],,['3tb'],,,,,
252612,,,['isk600m could'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253864,,,['skylake'],,,,,,,,,,,,,,,,,,,['kabylake'],['ddr4'],,['bluetooth'],,,,,['8x usb3'],,,,,,,,,,,,,,
254128,,,['775'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254250,,['those who'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['filters keep dust'],,,,,,,,,,,
255326,,,,,,['orange'],,,,,,,,,,,,,,,,,['12v 20cm'],,,,,,,,,,,,,,,,,,,,,
255839,,,,,['128mb'],,,,,,,,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,"['best for nvr embedded', 'sdvr hybrid sdvr surveillance dvr']",,,,,,['6tb'],,,,,
255979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['external desktop storage hard drive'],,,,,,['6tb'],,,,,
256210,,,['hyperx impact'],,,,,,,,,,,,,,,,,,"['16gb', '2x8gb']",['25v'],['ddr4 so dimm pc4'],,,,,,,,,,,,,,,,,,,,,
256282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['socket compatibility 775'],,,,,,,,,,,,,,
256693,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['rvz01 e'],,,,,,,,,,,
257081,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cs modular series deliver 80'],,,,,,,,,,,
257490,,,['huge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257864,,,"['msi', 'msi']",,,,,"['gddr5', 'warranty', 'warranty']",,,,,,,,,,"['windows 10', '7200rpm', 'windows 10']",,,,,['7200rpm'],,,,,,,"['i7 6700hk nvidia gtx 1060', '1920x1080 i7 6700hk nvidia gtx 1060']",,,,,,,,,,,,,,
258060,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['delivers'],,,,,,,,,,,
259286,,,['if'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259436,,['drop down menu'],['socket'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260456,,,,,,,,,,,,,,,,,,,,,,['2400mhz ram'],,,,,,,,,,,,,,,['timings lifetime warranty'],,,,,,,
260615,,,['chat'],,,,,,,,,,,,,,,['all'],,['all unwanted noise enjoy the look pivoting design quality'],,,,,,,,,,,,,,,,,,,,,,,,
261001,,,['bitfenix'],,,,,,,,,,,,,,,,,,,,['30cm red'],,,,,,,,,,['braided cable'],,,,,,,,,,,
261140,,,['2666mhz'],,,,,,,,,,,,,,,['timings 1 20'],,['lifetime warranty'],,['25v'],['vdimm'],,,['ram'],,,,,,,,,,,,,,,,,,
262434,,,['obsidian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['pc case'],,,,,,,['upgrades'],,,,
262445,,,,,,,,,,,,,,,,,,,,,,,,['x6 sata 3gb s'],,,,,,,,,['pci e x16 x4 pci e x1 x4 sata'],,,,,,,,,,,
262776,,,['black 13 laptop and netobook cooler'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263118,,,['cpu02'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['designed cable'],,,,,,,,,,,
263184,,,,,,['2'],,['years warranty'],,,,,,,,,,,,,,,,,,,,,,,,,['directx'],,,,,,['zt p10300a 10l core'],,,,,
263517,,,['aorus'],,,,,,,,,,,,,,,,,,['8gb gddr5'],['2400mhz'],,,,,,,,['nvidia gtx 1070'],,,"['v6 cf1', 'wqhd g sync 2560x1440 i7 6820hk']",,,,,,,,,,,
263643,,,['latest'],,,['cube design'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['combines an elegantly modern outlook', 'like no other']",,,,,,,,,,,
263993,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['air series led high', 'pc case fans combine', 'air delivery']",,,,,,,,,,,
265523,,,['3200mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
266032,,,,,,,,,,,,,,,,,,['wide range of capacities'],,,,,,,,,,,,,,,,,,,,,,,,,,
266233,,,['hp omen'],,,,,['2400mhz'],,,,,,,,,,,,,['8gb gddr5'],['7200rpm'],,,,,,,,['1920x1080 i7 7700hq nvidia gtx 1070'],,,,,,,,,,,,,,
266348,,,,,,['lifetime warranty'],,,,['kingston'],,,,,,,,,,,,['65v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
266413,,,['very'],,,,,['seasonic'],,,,,,,,,,,,,,,,,,,,,,,,,['power supply'],,,,,,,,,,,
266896,,,['lian'],,,['massive'],,,,,,,,,,,,,,,,,,['10x'],,,,,,,,,['bays'],,,,,,,,,,,
267293,,,['skylake'],,,,,,,,,,,,,,,,,,,,,['kabylake ddr4'],,,,,,,,,['1x pcie x16 2x pcie x1 6x'],,,,,,,,,,,
267626,,,['3000mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,['timings 1 20'],,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
267964,,,['intel s'],,,,,,,,,,,,,,,,,,,['35v'],,,,,,,,['intel hd 5500 graphics 1x'],,,['rock canyon consumer segment nuc sports'],,,,['sodimm slot'],,,,,,,
268331,,,['tri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['zonal case', 'offers amazing']",,,,,,,,,,,
268612,,,"['flash', 'flash']",,,,,,,,,"['200 meters', '200 meters']",,,,,,,,,,,,,,,,,,,,,"['aluminum', 'aluminum']",,,,,,,,,,,
269033,"['128 GB', '1TB']",,['gigabyte'],,,,,,,,,,,,,,,,,,['8gb ddr3'],,,,,,,,,"['p15f v5', 'intel i7 6700hq']",,,['Intel Core i7'],,['Full-HD (1.920 x 1.080 Pixel)'],,,,,,,,,
269238,,,,,,,,,,,,,,,,,,,,,,,['ddr3 ddr4 controller integrated graphics 3'],,,,,,,,,,,,,,,,,,,,,
269449,,,,,,['site warranty'],,,,,,,,,,,,,,,,,,,,,,,,,,,['typical brightness'],,,,,,['1920 x 1080'],,,,,
269839,,,['all'],,,,,,,,,,,,,,,['2011 1366'],,,,,,,,,,,,,,['amd fm2 fm2'],['cooler water cooler compatible'],,,,,,,,,,,
270223,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270235,,,['lian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271216,,,['3000mhz ram'],,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,,"['3000mhz ram', '35v', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
271241,,,,,,,,['seek time'],,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['2 year warranty'],,,,,,['1tb'],,,,,
271906,,,,,,,,,,,,,,['490'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271969,,,,,,,,,,,,['200 meters'],,,,,,,,,,,,,,,,,,,,,['aluminum housing'],,,,,,,,,,,
272083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['8x usb3 0 2x'],,,,,['6th gen ddr4 4x pcie x16 1x pcie x4 6x'],,,,,,,,,
272272,,,['lian li announces'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['air chassis'],,,,,,,,,,,
272449,,,['led replaceable'],,,,,,,,,,,,,,,['gtr rs rx480'],,,,,,,,,,,,,,,['white fans zero'],,,,,,,,,,,
273033,,,['cables'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['500gb', '500gb']",,,,,
273328,,,['1600mhz ram'],,,,,['vdimm lifetime'],,,,,,,,,,['45'],,,,,,,,,,,,,,,['corsair'],,,,,,,,,,,
273332,,,['arctic'],,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,
273545,,,['nzxt enthusiast'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['desktop computers'],,,,,,,,,,,
275309,,,,,,,,,,,,['900 1800rpm'],,,,,,,,,,,,,,,,,,,,,['all in cooler'],,,,,,['240mm'],,,,,
275834,,,['axrx'],,,['stream'],,['years warranty'],,,,,,,,,,,,,,"['1750 mhz', '7000mhz']",['gddr5'],,,,,,,,,,,,,,,,,,,,,
276306,,,,,,,,,,,,,,,,,,,,['lifetime warranty'],,['25v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
276354,,,,,,,,,,,,,,,,,,['compact profile and semi modular cables'],,,,,,,,,,,,,,,,,,,,,,,,,,
276459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['noise completely ensuring truly quiet operation'],,,,,,,,,,,
277355,,,['accelero'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['platinum'],,,,,,,,,,,
277641,,,['2400mhz'],,,['lifetime warranty'],,,,['kingston'],,,,,,,,,,,,['ram'],,,,,,,,,,,,,,,,,,,,,,
277644,,,,,,['130mb s'],,,,,,,,,,,,,,['year warranty'],,,,,,,,,,,,,,,,,,,,,,,,
278206,,,,,,,,,,,,,,,,,,['sata ports'],,,,,,,,,,,,,,,,,,,,,['support for x series'],,,,,
278247,,,['fd8370frhkhbx eight'],,['8mb l3 cache'],,,,,,,,,,,,,['mb l2 cache'],,,,,,,,,,,,,,,['unlocked multiplier'],,,,,,,,,,,
278277,,,"['arctic', 'arctic']",,,,,['market'],,,,,,,,,,,,,,,,['f pro'],,,,,['market'],,,,['f pro'],,,,,,,,,,,
278403,,,['tl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278873,,,,,,,,,,,,,,,,,,,,,,,"['speed', 'ddr3 ddr4 controller integrated iris dx12 graphics']",,,,,,,,,,['year warranty'],,,,,,,,,,,
279360,,,"['hx430c15pb3k2', '3000mhz ram']",,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,,"['32 3000mhz ram', '35v', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
279543,,,['amd eyefinity'],,,['amd crossfirex ready'],,,,,,,,,,,,,,,,['1020mhz'],,,,,,,,,,,"['hbm stream', 'amd mantle', 'vr ready']",,,,,,,,['3 year warranty'],,,
279951,,,['intel'],,,,,,,,,,,,,,,,,,,,,['chipset x4 ddr3 x3 pci e x16 x3 pci e x1 x10 sata 6gb s'],,,,,,,,,,,,,,,,,,,,
280370,,,"['2400mhz ram', '2400mhz']",,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,,"['35v', 'ram', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
280940,,,,,,['lifetime warranty'],,,,['kingston'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2133mhz ram'],,,,,
280971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['wireless mouse m705'],,,,,,,,,,,
281455,,,['red pack'],,,,,,,,"['support gcn', 'support gcn']",,,,,,,,,,['21276 00 20'],"['8192mb', '800mhz', '800mhz']",,,,,,,,,,,"['hbm2 stream', 'hbm2 stream']",,,,,,,,"['2 year warranty', '2 year warranty']",,,
281495,,,['socket'],,,,,,,,,,,,,,,,,,,,"['support 4x', 'ddr4 dimm 2x pcie x16']",,,,,,,,,,,,,,,,,,,,,
281602,,,['support'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281640,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281798,,,['amd'],,,,,,,,,,,,,,,,,,,,,,,,,,,['8470d 800mhz 65w cpu 2'],,,,,,,,,,,,,,
282658,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282804,,,['intel'],,,,,,,,,,,,,,,,,,,,['ddr3 2x pci e x16 2x pci e x1'],,,,,,,,,,,,,,,,,,,,,
283342,,,['amd'],,,,,,,,,,,,,,,,,,,,['ddr3 x4 pci e x16 x1 pci e x1 x1 pci x7'],,,,,,,['990fx chipset x4'],,,,,,,,,,,,,,
283747,,,['boot'],,,['instantly load'],,,,,,,,,,,,,,,,,,['up almost'],,,,,,,,,['hard drive'],,,,,,,,,,,
285811,,,['intel solid state'],,,,,,,,,,,,,,,['up to six times faster'],,,,,,,,,,,,,,,,,,,,,,,,,,
285905,,,,,,,,,,,,,,,,,,,,,,['720mhz'],,,,,,,,,,,,,,,,,,,,,,
285976,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['air series led'],,,,,,,,,,,
286121,"['256 GB', '1TB']",,['msi'],,,,,['ddr4'],,,,,['yes'],,,,,,,,['8gb gddr5'],['7200rpm'],,,['Windows 10 Home 64 Bit'],,,,,,['1920x1080 i7 6700hq nvidia'],['windows 10'],['Intel Core i7'],,['UHDV-1 (3.840 × 2.160 Pixel)'],,,,,,,,,
286559,,,['core'],,,"['stream', 'amd eyefinity']",,,,,,,,,,,,,,,,['6500mhz'],['gddr5'],,,,,,,,,,['amd mantle dolby truehd gcn'],,,,,['768 directx'],,,,,,
288751,,,['colossus'],,,,,,['added expansion possibilities'],,,,,,,,,,,,,,,,,,,,,['dual graphics setups'],,,"['micro atx', 'adds micro atx', 'motherboard compatibility']",,,,,,,,,,,
