cluster_id,Average Seek Time,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Price,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
151079,,,,['size'],,,['140mm x 25mm'],,['1200 RPM'],['White'],,,,,,,,,,,,,,,,,,,,,,,,,,['25.5 dBA'],,,['1200 rpm'],,,,,[],,,
151336,,,,,,,,,['4.3GHz'],,,,,,,,['AMD Radeon R7 Series Graphics'],,,,,,"['866mhz', '4.1GHz']",['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,"['amd radeontm r7 series graphics quad core technology', 'A10-7890k']",,,,,,,,,,,,['3 Years'],,,
152035,,['32GB (4 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3200mhz', 'DDR4 (PC4-27200)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,,['1.35V'],,,,,,,,,,['3400MHz'],,,,,,,,,,
152931,,,,,,,,,,,,,,,,,['350 MHz'],['8mb'],['8MB'],,,,"['No', '4.0GHz', 'DDR4 - 2133 / DDR3L - 1600']",['ddr4 ddr3l controller'],,,,,,,,"['Intel HD 350', 'I7 6700K']",,,,,,,,,,,,,,,
154118,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']",,,,['1.2V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
155041,,,,['x poe stack port 5 x expansion slots'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155523,,,,,,,,,,,,,,,,['530'],,,,,,,,,,,,,,,,,,,['years'],,,,,,,,,,,,"['500mb', '55k 83k iops warranty']"
155852,,,,['quad core technology'],['8 GT/s DMI3'],,"['8mb l3 cache', '64 GB']",,,,,,,,,,['350 MHz'],,,,,,['4.0GHz'],['ddr4 controller'],,,,,,,,"['Intel HD 630', 'I3 8350K']",,,['warranty'],,,['[email\xa0protected]'],,['37.5mm x 37.5mm'],,,,,,,
155861,,,,['ryzen a'],,,,,,,,,,,,,,,['series athlon 7th gen matx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
156451,,,,['sockets supported'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['0.4 Sone @ 2000rpm'],,,['500 to 2000 RPM'],,,,,,['370 g'],,
156518,,,,,,,,,,['time dvi'],,,,,,,,,['m2 brightness 5ms response'],,,,,,,,,,,,,,,,['vesa mount'],,,['1920 x 1080'],,,,,,,,,
157750,,,,['quad core technology'],,,,,,,,,,,,,"['eDP/DP/HDMI/DVI', '350 MHz']",,['6MB'],,,,"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', '3.3GHz', 'No']",['ddr4 ddr3l controller'],,,,,,,,"['I5 6600', 'Intel HD 530']",,,['warranty'],,,['[email\xa0protected]'],,,,,,,,,
157866,,,,,,,,,,['rack mountable'],,,,,,,,,['port 6 x expansion slots 10'],,,,,,,,,,,,,,,,,,,,,['24 x'],,,,,,,
158939,,,,['desktop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160388,,,,,,,,,,,,,,,,,['350 MHz'],,['4MB'],,,"['4 2ghz', '4mb l3']",['4.2GHz'],['ddr4 ddr3l controller'],,,,,,,,"['I3 7350K', 'Intel HD 630']",,,,,,['[email\xa0protected]'],,,,,,,,,
160885,,['64GB'],,['capacity'],,,,,,['Black/Blue'],,,,,,,,,['USB 3.0 (backward compatible with USB 2.0)'],,,['64gb interface'],,,,,,,,,,,,,['lifetime'],,,,,,,,,['Lifetime'],['10g'],,
161588,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['bronze semi modular 5 year warranty'],,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['5 Years'],,,
162120,,,,,,,,,,,,,,,,,,,['8ghz max turbo'],,,,,,,,,,,,,,,,"['cpu cores', 'cores']",,,,,,,,,,,,
164345,,,,['eight'],,,['8mb l3 cache'],,['4.20GHz'],,,,,,,,,,['mb l2 cache'],,,,['3.30GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['8300'],,,['unlocked multiplier'],,,,,,,,,['3 Years'],,,
164737,,,,['530'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['510mb sec 55k']
167533,,,,['intel'],,,,,['10 ghz'],,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram raid supported 0'],,,,,,,,,,,,,,,,,,['8 tb'],,,,,
169589,,,,,,,,,,,,,,,,,"['eDP/DP/HDMI/DVI', '350 MHz']",,['6MB'],,,,"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', '2.7GHz', 'No']",['ddr4 ddr3l controller'],,,,,,,,"['I5 6400', 'Intel HD 530']",,,['warranty'],,,['[email\xa0protected]'],,,,,,,,,
170151,,,,['micro atx'],,,,,,,,,,,,,,,,,['ddr4 1 x pcie'],,,,,,,,,,,,,,,,,,,,,,,,,,
170796,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,['i5 i3 7th gen micro atx'],,,,,,,,,,,,,,,
172028,,,,['marvell'],,,,,['20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,['8 tb'],,,,,
172234,,,,,,,,,,['black silver'],,,,,,,,,"['hdmi displayport', 'usb']",,,,,,,,,,,,,,,,,,,,,,,['2560 x 1440'],,,,,
172894,,,,['rj'],,,,,,,,,,,,,,,,,,,,,,,,['45'],,,,,,,['rj 45 male'],,,,,,,,,,,,
174468,,,,['write'],,,,,,['bdxl support'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176187,,,,[],,,,,,,,,,,,['80+ Gold Certified'],,,,,,,,,,,"['100-240 V, 50-60 Hz, 4.2-1.8 Amp']",,,,,"['Supports dual, single Intel® / AMD processors']",,,,,,,,,,,,,"['1.7"" (43mm)', '14 lbs (6.4kg)']","['17.2"" (437mm)']",
176657,,,['sealed lead acid'],['3 hour'],,,,,,,,,['60320 c19'],,,,,,['60320 c13 3 x iec'],,,,,,['8 x iec'],,,,,,,,,,,,,,,,,,,,,,
178126,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179765,,,['TN'],['16 9'],,,,,,,,,,,,,,,['000'],,,,,,,,,,,,,,,,,,,"['1366 x 768', '1366 x 768']",,,,,,,,,
180117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1200rpm 24 8dba'],,['120mm'],,,,,
181888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['usb 1 x lightning', 'mfi purple']",,,,,,,,,,,,
182896,,,,"['motherboard', 'BitFenix']",,,,,,['White/Silver'],,,,['300mm'],,,,,,,,,,,,,,,"['PS2 ATX (bottom, multi direction)']",,,,,,,,,,,,,,,,,,
183361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['rack mountable'],,,,,,,['24 x rj 45 4 x expansion slots 10 100 1000base t'],,,,,
186717,,,,,,,,,,,,,,,,,,,,,,,,,,['slot'],,,,,,,,,['b250 chipset'],,,,,,,,['ddr4'],,,,
186803,,,,['rev'],,,,,,['latches'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['mpr ii'],,,,,,,,,,,,
187351,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['year warranty'],,,,,['135mm Thermally Controlled Fluid Dynamic Bearing Fan'],,,,['7 Years'],,,
188351,,,,['superior'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189409,,,,['hptx'],,,,,,['Black'],,,['gpu'],,,,,,,,,,,,['Obsidian 900D'],,,,,,,,,,['side panel water cooler support full'],,,,,,,,,['2 Years'],['18.6kg'],,
191280,,,,,,,,,,,,,['gpu'],,,,,"['380mm', '158mm']",,,,,,,,,,,,,,,,,"['and below 4', 'watercooling support']",,,,,,,,,,,,
191447,,,['sealed lead acid'],['3 hour'],,,,,,,,,['60320 c19'],,,,,,,,,,,,['ac 230 v ac 8 x iec'],,,,,,,,,,['jumper'],,,['60320 c13 surge'],,,,,,,,,
191757,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,['Non-Modular'],,,,,,,,,,"['thermally controlled', 'year warranty']",,,,,,,,,['5-Years'],['1.71KG'],,
193742,,['8GB (1 x 8GB)'],,,,,,,,,,,,['2v lifetime'],,,,,,,,,"['2400mhz', 'DDR4 (PC4-19200)']",['cl17'],,,['1.2v'],,,,,,,,['warranty'],,['2400MHz'],,,,,,,,,,
194421,,,,,,,,,,,,,,,,,,,['hdmi rgb'],,,,,,,,,,,,,,,,['crossfirex'],,,,,,,,,,,,
197725,,['16GB (2 x 8GB)'],,,,,,,,['lifetime warranty'],,,,,,['3000mhz'],,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
199068,,,,,,,,,,,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,,,,,,,,,,,,,,,,,,,
202848,,,,['marvell armada'],,,,,,,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,['12 tb'],,,,,
204145,,,,,,,,['0x16'],,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,['amd crossfire'],,,,,,,,,,,,
204227,,,,['six'],,,,,,,,,,,,,,,,,,"['8mb l3', '8mb l3']","['4.20GHz', '4.20GHz']","['Dual channel DDR3 800/1066/1333/1600MHz', 'Dual channel DDR3 800/1066/1333/1600MHz']",,,,,,,,"['6350', '6350']",,,"['unlocked multiplier', 'unlocked multiplier']",,,,,,,,,"['3 Years', '3 Years']",,,
204914,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']",,,,['1.2V'],['3200mhz'],,,,,,,,,['3200MHz'],,,,,,,,,,
205989,,,,['atx'],,,,,,,,,,['190mm'],,,,['412mm'],,,,,,,,,,,,,,,,,['and below 7'],,,,,,,,,,,['support up to'],
207315,,,,['ddr4'],,,['DIMM'],,,['lifetime warranty'],,,,,,['PC4-24000 (3000MHz)'],,,,,,,"['3600mhz', 'cl18', 'DDR4', '128GB Kit (8 x 16GB)', 'Vengeance RGB']",,,,['1.35V'],['288'],,,,,,,,,['3000MHz'],,,,,,,['Limited Lifetime'],,,
207382,,,,['dual'],,,,,,,,,,,,,"['350 MHz', 'eDP/DP/HDMI/DVI']",,['6MB'],,,,"['No', '3.7GHz', 'DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V']",['ddr4 ddr3l controller'],,,,,,,,"['Intel HD 530', 'I3 6100']",,,['warranty'],,,['[email\xa0protected]'],,,,,,,,,
207897,,,,['pci e'],,,,,,,,,,,,,,,['standard pci e x4 slot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
211475,,,,['quad core technology'],,,,,,,,,,,,,,,,,,['8mb l3'],['3.80GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['4300'],,,['unlocked multiplier'],,,,,,,,,['3 Years'],,,
211568,,,,,,,,,,,,,,,,,"['350 MHz', 'eDP/DP/HDMI/DVI']",,['4MB'],,,,"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', 'No', '3.8GHz']",['ddr4 ddr3l controller'],,,,,,,,"['I3 6300', 'Intel HD 530']",,,['warranty'],,,['[email\xa0protected]'],,,,,,,,,
213979,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,['enabled lifetime'],,,,,,,,,,,,,"['3000mhz', 'DDR4 (PC4-24000)', 'XMP DHX Cooling System']",,,,['1.35v'],,,,,,,,['warranty'],,['3000MHz'],,,,,,,,,,
214336,,,,['dual'],,,,,['10 ghz'],,,,,,,,,,,,,['256 mb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
217090,,,,['eight'],,,['16mb'],,"['4.0GHz max. 4,0 GHz (Precision Boost) OC: 4,0+ GHz (XFR automated)']",,,,,,,,,,,,,,"['0ghz', '3.60GHz']",,,,,,,,,['Amd Ryzen™'],,,['95w 3 year warranty'],,,,,,,,,['3 Years'],,,
219695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm 600 1350rpm 4'],,,,,
220695,,['32GB'],,['capacity'],,,,,,['Grey'],,,,,,,,,['USB 3.0 (backward compatible with USB 2.0)'],,,['16gb interface'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['8g'],,
220882,,,,['cpu cores'],,,['2mb l2 cache'],,['4 2ghz'],,,,,,,,,,,,,,,,,,,,,,,,['max turbo'],,['cores'],,,,,,,,,,,,
222076,,,,['ddr4'],,,['DIMM'],,,['lifetime warranty'],,,,,,['PC4-27700 (3466MHz)'],,,,,,,"['32GB Kit (4 x 8GB)', 'DDR4', 'Vengeance RGB']",['3466mhz'],,,"['1.2V', '1.35V']",['288'],,,,,,,,,"['3466MHz', '2133MHz']",,,,,,,['Limited Lifetime'],,,
222171,,['16GB'],,['capacity'],,,,,,['Black/Blue'],,,,,,,,,['USB 3.0 (backward compatible with USB 2.0)'],,,['16gb interface'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['10g'],,
222430,,,,['sockets 115x'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['usb 1 x lightning male', 'connector mfi']",,,,,,['grey'],,,,,,
225000,,,,['usb'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225081,,,,['learning'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226408,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230008,,,,,,,,,,,,,,,,,,,,,,['32 gb'],['maximum ram'],['ddr3 sdram'],,,,,,,,,,,['1 x processor support'],,,,,,,,,,,,
230345,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['DDR4 (PC4-25600)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.2V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
231195,,,,['ssi'],,,,,,,,,,,,,,,,,,"['maximum ram', '2 13 ghz']",,['ddr4 sdram'],,,,,,,,,,,['eeb 2 x processor support'],,,,,,,['1 tb'],,,,,
231507,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
232876,,,,['size'],,,['120mm x 25mm'],,['1500 RPM'],['Red LED'],,,,['1500 rpm'],,,,,,,,,,,,,,,,,,,,,,['25.2 dBA'],,,,,,,,,,,
234720,,,,,,,,,['400-2400RPM'],['Blue'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120mm x 120mm x 25mm'],,['120mm'],,['5 Years'],,,
235598,,,,['430w'],,,,,,['year warranty'],,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,,,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['3 Years'],,,
237635,,,,"['motherboard', 'Corsair']",,,,,,,,,,,,,,,,,"['xl atx drive bays', 'Steel']",,,,"['support mini itx', '760T']",,,,,,,,,,['microatx atx e atx'],,,,,,,,,,,,
240301,,,,,,,,,,,,,,,,,['thermally controlled 120'],,,,['year warranty'],,,,['Non-Modular'],,,,,,,,,,,,,,,,,,,['5-Years'],['1.75KG'],,
242809,,,,,,,,,,,,,,,,,,,['ups via web'],,,,,,,,,,,,,,,,"['ups network management card', 'monitoring and control', 'browser command line']",,,,,,,,,,,,
243327,,['16GB'],,"['ddr4', 'Crucial']",,,,,['2400 MT/S'],,,,,,,,,,,,,,"['2400mhz', '20v']","['cl17', 'Unbuffered']",,,['1.2V'],,,,,,,,['lifetime warranty'],,,,,,,,,['Limited Lifetime'],,,
244122,,,,['8'],,,,,,['desktop'],,,,,,,,,['100 1000base t'],,,,,,,,,['x poe 10'],,,,,,,,,,,,,,,,,,,
245410,,,,['deep sea marina'],,,,,,,,,,,,,,,,,['blue shock resistant scratch resistant dust resistant'],,,,,,,,,,,,,,,,,,,,,,,,,,
245892,,,,,,,,,,,,,['support rgb led fan'],,,,,,,,,,,,,,,,,,,,,,['and below 2 x 3 5 3 x 2 5'],,,,,,,,,,,,
247425,,,,['240'],,,,,,,,,,,,,,['120mm'],,,,,['73cfm max 37 7'],['2700 rpm'],['Hydro Series H105'],,,,,,,,['dba max 5 year warranty'],,"['radiator mount', 'pwm fans']",,,,['800-2700 RPM ± 10%'],,,,,,,,
248610,,,,,,,,,,['Black'],,,,,,,,,,,,,,,['VSK2000-U3'],,,,,,,,,,['and below'],,,,,,,,,['2 Years'],['4.1kg'],,
250304,,,['Hydraulic'],,,,,,,['RGB (Red/Green/Blue Customisable)'],,,,,,,,,,,,,,,,['7V - 13.2V'],,,,,,,,,['customisable'],['18-30 dBA'],,,,['120mm x 120mm x 25mm'],,,,['2 Years'],,,
252470,,,['Hydraulic'],,,,,,,['RGB (Red/Green/Blue Customisable)'],,,,,,,,,,,,,,,,['7V - 13.2V'],,,,,,,,,['customisable'],['26 dBA'],,,,['120mm x 120mm x 25mm'],,,,['2 Years'],,,
253254,,,,,,['50 m'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['optical fiber'],,,,,,,,,,,,
254250,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['year warranty'],,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['5 Years'],,,
254479,,,,['thin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255346,,,,['plus'],,,,,,,,,,['year warranty'],,,,,,,,,,,,['0C - 50C'],,,,,,,,,['titanium fully modular corsair link'],,,,,['140mm Thermally Controlled Dual Ball-Bearing Fan'],,,,['10 Years'],,,
257081,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['warranty'],,,,,['120mm Thermally Controlled Sleeve Fan'],,,,['3 Years'],,,
258060,,,,,,,,,['400-2400RPM'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120mm x 120mm x 25mm'],,['120mm'],,['5 Years'],,,
259436,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,['Hydro Series H100i v2'],,,,,,,,,,['year warranty'],,,,['2435 RPM ± 10%'],,,,,,,,
260778,,,,,,,,,,,,,,['9 hdd'],,,,,,,,,,,,,,,,,,,,,['and below'],,['gpu support'],,,,,,,,,,
262434,,,,['corsair'],,,,,,['Black'],,,['gpu'],,,,,,,,,,,,"['obsidian series 750d', 'Obsidian 750D']",,,,,['xl atx'],,,,,"['side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['9.77kg'],,
263029,,,,,,,,,,,,,,,,,,,['x rj 45'],,,,,,,,,,,,,,,,['desktop'],,,,,,,['24 x'],,,,,
263643,,,,"['motherboard', 'BitFenix']",,,,,,['Black'],,,,['320mm'],,,,,,,,,,,,,,,,,,['bays'],,,"['support mini itx', 'microatx drive']",,,,,,,,,,,,
264758,,,,['angle'],,,,,,['year warranty'],,,,,,,,,"['aspect 1600x900', 'm2 brightness 5ms response', 'black china rohs china energ']",,,,,,['1920 x 1080'],,,,,,,,,,,,,['1600 x 900'],,,,,,,,,
267626,,['16GB (2 x 8GB)'],,,,,,,,['lifetime warranty'],,,,,,['3000mhz'],,,,,,,"['DDR4 (PC4-24000)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
274071,,,,['1920 x 1080'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1920 x 1080'],,,,['16 9'],,,,,
274318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hdmi 2x'],,,['1920 x 1080 @ 60Hz'],,,,['1920 x 1080'],,,,,
276306,,,,,,,,,,,,,,,,,,,,,,,['2400 mhz'],"['ddr4 sdram', 'ddr4 2400 pc4 19200 1 20 v']",,,,,,,,,,,,,,,,,,,,,,,
276354,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 40C'],,,,,,,,,['bronze semi modular 3 year warranty'],,,,,['120mm Hydro Dynamic Bearing'],,,,['3 Year'],,,
276872,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,['24 tb'],,,,,
277061,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278206,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x pcie 3 0 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
278247,,,,,,,,,"['4.30GHz', '4.30GHz']",,,,,,,,,,,,,"['8mb l3', '8mb l3', '8mb l3', '8mb l3']","['4.00GHz', '4.00GHz']","['Dual channel DDR3 800/1066/1333/1600MHz', 'Dual channel DDR3 800/1066/1333/1600MHz']",,,,,,,,"['8370', '8370']",,,"['unlocked multiplier', 'unlocked multiplier', 'unlocked multiplier', 'unlocked multiplier']",,,,,,,,,"['3 Years', '3 Years']",,,
279422,,['32GB (4 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
280495,,['8GB'],,"['ddr4', 'Crucial']",,,,,['2400 MT/S'],,,,,,,,,,,,,,"['2400mhz', '20v']","['cl17', 'Unbuffered']",,,['1.2V'],,,,,,,,['lifetime warranty'],,,,,,,,,['Limited Lifetime'],,,
281341,,,,,,['254 mm'],,,,,,,,,,,,,['usb parallel'],,,,['203dpi'],,,,,,,,,,,,,,,,,,,,,,,,
281602,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,,
281798,,,,,,,,,"['8470d graphics', '4.0GHz']",,,,,,,,['AMD Radeon HD 8470D Graphics'],,,,,,"['800mhz', '3.8GHz']","['128 graphics cores', 'Dual channel DDR3 800/1066/1333/1600MHz/1866MHz']",,,,,,,,"['amd radeontm hd', 'A4-7300']",['dual core technology'],,,,,,,,,,,['3 Years'],,,
284206,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 40C'],,,,,,,,,,,,,,['120mm Thermally Controlled Fan'],,,,['3 Years'],,,
284375,,,,,,,,,,,,,,['5Gb/s (USB 3.0) and 480Mb/s (USB 2.0)'],,,,,,,,,"['Compact Flash (CF I, CF II, Ultra, Extreme, I-Pro, Ultimate, MD) Memory Stick (MS Pro, MS Pro Duo, Magic Gate, Extreme, Ultra) Secure Digital (SDXC, SDHC, SD, Ultra, Extreme, Elite Pro, High Speed, MMC, MMC Mobile) 64GByte for SDXC 32GByte for SDHC Extreme Digital (X card, Type H, Type M) M2 (Memory Stick Micro M2) microSD (microSDHC, High Capacity)']",,,,,,,,,,['AK-HC-05BK'],,,,,,,,,,,,,,
285905,,,,['amd radeontm r7'],,,,,['3.8GHz'],,,,,,,,['AMD Radeon R7 Series Graphics'],,['384 graphics cores'],,,,"['720mhz', '3.5GHz']",['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,['A10-7770K'],,,,,,,,,,,,['3 Years'],,,
287312,,,,,,['120mm'],,,,,,,,,,,,['120mm'],,,,,,['1700 rpm'],['Hydro Series H55'],,,,,,,,,['57cfm max 30'],"['radiator mount', 'year warranty']",,,,['1700 RPM ± 10%'],,,,,,,,
289731,,,,['atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1 x 200mm fan 1 x 120mm fan 3 x 5 25 external 10 x 2 5 7 x 3 5 internal 2 x usb3 0 2 x usb2 0 audio front'],,,,,,,,,
290339,,,,,,,,,,,,,,,,,,,,,['Aluminium (Fins) Copper (Heatpipes)'],,,,['Hyper 212 EVO'],,,,,,,,,,,,,,['600-1600 RPM ± 10%'],,,,,['2 Years'],,,
291845,,,,,,,,,,,,,,,,,,,"['100', '1 x wan port 2 x usb 6']",,,,,,,,,,,,,,,,,,,,,,,['802 11'],,,,,
293174,,['4GB (2 x 2GB)'],,['1333mhz ram'],,,,,,['vdimm lifetime'],,,,,,,,,,,,,"['XMP, XMS3 Heatsink', 'DDR3 (PC3-10600)']",,,,['1.50v'],,,,,,,['cas 9'],['warranty'],,['1333MHz'],,,,,,,,,,
293983,,,,['902mhz'],,,,,,['year warranty'],['included 3'],,,,,,,['137mm'],,,,,,,,,,,,,,,,,['lp bracket'],,,,,,,,,,,,
295227,,,,['dust'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['resistant scratch resistant aluminium'],,,,,,,,,,,,
295981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['32gb'],,,,,
296762,,,,['atx'],,,,,,['Military Green'],,,['gpu'],,,,,,,,,,,,['Vengeance C70'],,,,,,,,,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['8.3kg'],,
298834,,,,,,,,,,['Black'],,,,,,,,,,,,,,,"['gpu', 'Aurora']",,,,,,,,,,"['certified tempered glass', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['3 Years'],['10.6Kg'],,
299715,,,,['keys wired'],,,,['back lit'],,,,,,,,,,,,,,,,,['usb 2 0'],,,,,,,,,,,,,,,,,,,,,,
302610,,,,,,,,,['60 ghz'],,,,,,,,,,,,,['4 gb lpddr3'],,['510 lpddr3 chrome'],['1366 x 768'],,,,,,,['intel celeron 3855u dual core 2 core'],,,,,,,,,,['32 gb'],,,,,
305414,,,,['rev'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306209,,,,['rev'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307669,,,,,,,,,['400-2400RPM'],['White'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['120mm x 120mm x 25mm'],,['120mm'],,['5 Years'],,,
309255,,,,,,,,,,['Black'],,,['gpu'],,,,,,,,,,,,['Carbide 600C'],,,,,,,,,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['10kg'],,
312733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['28 x rj 45 4 x expansion slots 10 100 1000base t'],,,,,
314191,,['8GB (1 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,['DDR4 (PC4-17000)'],,,,['1.2v'],,,,,,,,['warranty'],,['2133MHz'],,,,,,,,,,
316870,,,,,,,,,,,,,,,,,,,,,,,['2400 mhz'],"['ddr4 sdram', 'ddr4 2400 pc4 19200 1 20 v']",,,,,,,,,,,,,,,,,,,,,,,
