half_id,half_isbn,half_title,half_author,half_binding,half_pubdate,half_pages,half_publisher
half_833,9780064406239,Scorpions,Walter Dean Myers,,"Dec. 8th, 1995",224,HarperTrophy
half_834,9780545268486,100 Most Awesome Things on the Planet,Anna Claybourne,,"Jan. 1st, 2011",112,Scholastic Paperbacks
half_835,9780140326130,"Fast Sam, Cool Clyde, and Stuff",Walter Dean Myers,,"Apr. 1st, 1988",192,Puffin Books
half_836,9780965761000,Hot Stuff to Help Kids Chill Out,Jerry Wilde,,"May. 1st, 1997",58,LGR Publishing
half_837,9780316606844,The Vampire's Assistant,Darren Shan,Paperback,"Oct. 1st, 2002",256,"Little, Brown Young Readers"
half_838,9781426300417,"George Washington, Spymaster",Thomas B. Allen,,"Jan. 9th, 2007",184,National Geographic Society
half_839,9780061692345,Crunch,Leslie Connor,,"Mar. 27th, 2012",330,Katherine Tegen Books
half_840,9781596435520,Anya's Ghost,Vera Brosgol,,"Jun. 7th, 2011",221,First Second
half_841,9780312377557,The Trap,John Smelcer,,"Dec. 26th, 2007",172,Square Fish
half_842,9780064410021,The Other Side of Truth,Beverley Naidoo,,"Dec. 24th, 2002",272,HarperTrophy
half_843,9780060890902,Waiting for Normal,Leslie Connor,,"Feb. 1st, 2010",290,Katherine Tegen Books
half_844,9780689870712,Bearstone,Will Hobbs,,"Aug. 24th, 2004",154,Aladdin Paperbacks
half_845,9780385732314,A Great and Terrible Beauty,Libba Bray,,"Mar. 22nd, 2005",403,Delacorte Press Books for Young Readers
half_846,9780312661014,Joey Pigza Loses Control,Jack Gantos,,"Jul. 5th, 2011",224,Square Fish
half_847,9780440219767,The Transall Saga,Gary Paulsen,,"Oct. 31st, 1999",248,Laurel Leaf Library
half_848,9781608821938,Get Out of Your Mind and Into Your Life for Teens,Joseph Ciarrochi,,"Jun. 1st, 2012",152,Instant Help Books
half_849,9780385733151,Small Steps,Louis Sachar,,"Jan. 8th, 2008",257,Delacorte Press Books for Young Readers
half_850,9780060892166,Long Shadows,Erin Hunter,Paperback,"Dec. 22nd, 2009",316,HarperCollins
half_851,9780440403791,My Name Is Not Angelica,Scott O'Dell,,"Sep. 30th, 1990",144,Yearling Books
half_852,9780142401729,That Summer,Sarah Dessen,,"May. 11th, 2004",198,Speak
half_853,9781426307683,National Geographic Kids Everything Rocks & Minerals,Steve Tomecek,,"Oct. 11th, 2011",64,National Geographic Society
half_854,9780141341965,The Tale of Troy,Roger Lancelyn Green,Paperback,"May. 10th, 2012",207,Puffin Books
half_855,9780312674755,"Girl, Stolen",April Henry,,"Mar. 13th, 2012",232,Square Fish
half_856,9781423136323,Balancing Act,Dominique Moceanu,,"Apr. 17th, 2012",240,Hyperion Books
half_857,9780142415504,Feathers,Jacqueline Woodson,,"Jan. 7th, 2010",118,Speak
half_858,9780440419440,When My Name Was Keoko,Linda Sue Park,,"Jan. 13th, 2004",199,Dell Yearling
half_859,9780756603427,DK Biography,Amy Pastan,Paperback,"Aug. 23rd, 2004",128,DK Publishing (Dorling Kindersley)
half_860,9780439368308,The Young Man and the Sea,Rodman Philbrick,,"May. 1st, 2005",192,Great Source
half_861,9780060744571,Dawn,Erin Hunter,Paperback,"Nov. 14th, 2006",335,HarperTrophy
half_862,9780689871023,"Don't You Dare Read This, Mrs. Dunphrey",Margaret Peterson Haddix,,"May. 25th, 2004",128,Simon Pulse
half_863,9781423129738,Only the Good Spy Young,Ally Carter,,"Jan. 3rd, 2012",265,Hyperion Books
half_864,9780545356626,A Girl Named Disaster,Nancy Farmer,,"Jan. 1st, 2012",309,Scholastic Paperbacks
half_865,9780152045661,Dealing with Dragons,Patricia C. Wrede,Paperback,"Nov. 1st, 2002",212,Harcourt Brace and Company
half_866,9780669529166,ScienceSaurus,Great Source Education Group,,"Apr. 19th, 2005",544,Great Source Education Group
half_867,9780446194044,Saving the World and Other Extreme Sports,James Patterson,,"Feb. 1st, 2008",418,Grand Central Publishing
half_868,9780763645021,Almost Astronauts,Tanya Lee Stone,,"Feb. 24th, 2009",133,Candlewick Press (MA)
half_869,9780440416968,The Trouble with Tuck,Theodore Taylor,,"May. 9th, 2000",128,Yearling Books
half_870,9780061555145,Fading Echoes,Erin Hunter,,"Apr. 5th, 2011",296,HarperCollins
half_871,9780373210459,Goddess Interrupted,Aimee Carter,,"Mar. 27th, 2012",304,Harlequin Teen
half_872,9780425102411,Across Five Aprils,Irene Hunt,,"Nov. 15th, 1986",190,Berkley Publishing Group
half_873,9780441005482,Redwall,Brian Jacques,,"Jun. 1st, 1998",333,Ace Books
half_874,9780385736824,The Forest of Hands and Teeth,Carrie Ryan,,"Feb. 9th, 2010",310,Delacorte Press Books for Young Readers
half_875,9780440471479,The Pushcart War,Jean Merrill,,"May. 31st, 1987",222,Yearling Books
half_876,9780064405775,The Endless Steppe,Esther Hautzig,,"May. 12th, 1995",256,HarperCollins
half_877,9781416995562,It's Not Summer Without You,Jenny Han,,"Apr. 5th, 2011",275,Simon & Schuster Children's Publishing
half_878,9780547076317,Gym Candy,Carl Deuker,,"Sep. 1st, 2008",313,Graphia Books
half_879,9780061340505,Monster War,Dean Lorey,Paperback,"Aug. 31st, 2010",291,Harper
half_880,9781416927242,Divine Madness,Robert Muchamore,,"Oct. 31st, 2006",386,Simon Pulse
half_881,9780195327168,Making Thirteen Colonies,Joy Hakim,Paperback,"Feb. 2nd, 2007",185,"Oxford University Press, USA"
half_882,9780446562430,Witch & Wizard,James Patterson,,"Mar. 1st, 2011",352,Grand Central Publishing
half_883,9781423108559,Peter and the Shadow Thieves,Dave Barry,Paperback,"Sep. 1st, 2007",556,Disney Editions
half_884,9780385742344,Canyons,Gary Paulsen,,"Aug. 9th, 2011",184,Ember
half_885,9781596438316,Your Food Is Fooling You,David A. Kessler,,"Dec. 24th, 2012",192,Roaring Brook Press
half_886,9780062085504,Shatter Me,Tahereh Mafi,,"Oct. 16th, 2012",368,HarperCollins
half_887,9780062081551,The Graveyard Book,Neil Gaiman,Paperback,"Sep. 27th, 2011",293,Harper Perennial
half_888,9780316358323,The Adventures of Tintin,Herge,Paperback,"Jun. 30th, 1974",62,"Little, Brown Books for Young Readers"
half_889,9780545210287,Ghostopolis,Doug TenNapel,,"Jul. 1st, 2010",266,Graphix
half_890,9780590481090,Malcolm X,Walter Dean Myers,,"Feb. 1st, 1994",210,Scholastic
half_891,9780689846236,The Yearling,Marjorie Kinnan Rawlings,,"Sep. 1st, 2001",528,Aladdin Paperbacks
half_892,9780979017308,97 Things to Do Before You Finish High School,Steven Jenkins,,"May. 1st, 2008",208,Orange Avenue Publishing
half_893,9781933060569,What's Your Red Rubber Ball?!,Kevin Carroll,,"Jul. 1st, 2008",70,Hyperion Books
half_894,9780152026967,The Captain's Dog,Roland Smith,,"Sep. 1st, 2008",304,Houghton Mifflin Harcourt (HMH)
half_895,9780142501559,This Lullaby,Sarah Dessen,,"Mar. 8th, 2004",345,Speak
half_896,9780316605427,Vampire Mountain,Darren Shan,Paperback,"Sep. 1st, 2003",199,"Little, Brown Books for Young Readers"
half_897,9780439858052,The Other Side of Dawn,John Marsden,,"Feb. 1st, 2007",319,Scholastic Paperbacks
half_898,9780439829120,A Killing Frost,John Marsden,,"Aug. 1st, 2006",267,Scholastic Paperbacks
half_899,9781423104094,Day of Tears,Julius Lester,,"Mar. 20th, 2007",192,Jump at the Sun
half_900,9780786856978,"Jake, Reinvented",Gordon Korman,,"Jun. 13th, 2005",213,Hyperion Books for Children
half_901,9781400304271,The Young Traveler's Gift,Andy Andrews,,"May. 1st, 2004",160,Thomas Nelson s
half_902,9780553257380,When the Legends Die,Hal Borland,,"Jul. 31st, 1984",304,Laurel Leaf Library
half_903,9780763632915,First Crossing,Donald R. Gallo,,"Mar. 13th, 2007",224,Candlewick Press (MA)
half_904,9780142300701,A Year Down Yonder,Richard Peck,,"Dec. 30th, 2002",144,Puffin Books
half_905,9780800719838,Graceful,Emily P. Freeman,,"Sep. 1st, 2012",176,Fleming H. Revell Company
half_906,9781416950301,Snitch,Allison Van Diepen,,"Nov. 1st, 2007",297,Simon Pulse
half_907,9780312384289,Alabama Moon,Watt Key,,"Sep. 2nd, 2008",298,Square Fish
half_908,9780373210268,The Goddess Test,Aimee Carter,,"Apr. 19th, 2011",293,Harlequin Teen
half_909,9788434878600,Hoyos = Holes,Louis Sachar,,"Sep. 1st, 2001",238,Ediciones SM
half_910,9781402262272,Catching Jordan,Miranda Kenneally,,"Dec. 1st, 2011",283,Sourcebooks Fire
half_911,9780061229572,"Secrets, Lies, and Algebra",Wendy Lichtman,,"May. 27th, 2008",183,Harper Teen
half_912,9780689833175,Forty Acres and Maybe a Mule,Harriette Gillem Robinet,Paperback,"Feb. 1st, 2000",144,Aladdin Paperbacks
half_913,9780888995421,Mud City,Deborah Ellis,,"Sep. 1st, 2004",164,Groundwood Books
half_914,9780618615124,The Samurai's Tale,Erik Christian Haugaard,,"Aug. 1st, 2005",234,Houghton Mifflin Harcourt (HMH)
half_915,9780440208358,After the First Death,Robert Cormier,,"Feb. 1st, 1991",240,Laurel Leaf Library
half_916,9780545210133,Trapped,Michael Northrop,,"Dec. 1st, 2012",240,Scholastic Paperbacks
half_917,9781423104018,Elephant Run,Roland Smith,,"Jun. 1st, 2009",318,Hyperion Books
half_918,9781416906384,Cracker!,Cynthia Kadohata,,"Oct. 1st, 2008",312,Aladdin Paperbacks
half_919,9780547132808,The Stars,H. A. Rey,,"Sep. 1st, 2008",157,Houghton Mifflin Harcourt (HMH)
half_920,9780062020666,Blood-Kissed Sky,J. A. London,,"Dec. 26th, 2012",368,Harper Teen
half_921,9780141321110,White Fang,Jack London,Paperback,"Jun. 19th, 2008",307,Puffin Books
half_922,9780689877810,Maximum Security,Robert Muchamore,,"Jun. 30th, 2006",293,Simon Pulse
half_923,9780316358521,Tintin in America,Herge,Paperback,"Nov. 30th, 1979",62,"Little, Brown Books for Young Readers"
half_924,9781554511587,The Bite of the Mango,Mariatu Kamara,,"Sep. 12th, 2008",216,Annick Press
half_925,9781592760787,Prove It! the Catholic Teen Bible-Nab,Amy Welborn,,"Sep. 30th, 2004",1394,Our Sunday Visitor (IN)
half_926,9780440238133,The Golden Compass,Philip Pullman,Paperback,"Sep. 9th, 2003",351,Laurel Leaf Library
half_927,9780380731503,Wayside School Is Falling Down,Louis Sachar,Paperback,"Jun. 1st, 1998",160,HarperTrophy
half_928,9780590988490,Wanted!,Caroline B. Cooney,,"Jul. 1st, 1997",230,Scholastic
half_929,9781606310595,She's All That!,Megan E. Bryant,,"Sep. 1st, 2009",128,Franklin Watts
half_930,9781934813577,Scars,Cheryl Rainfield,,"May. 27th, 2011",248,Westside Books
half_931,9780316358453,Destination Moon,Herge,Paperback,"Sep. 30th, 1976",62,"Little, Brown Books for Young Readers"
half_932,9780375841859,Flush,Carl Hiaasen,,"Aug. 14th, 2007",272,Alfred A. Knopf Books for Young Readers
half_933,9780312367466,Elsewhere,Gabrielle Zevin,,"May. 15th, 2007",288,Square Fish
half_934,9780547334004,The Black Pearl,Scott O'Dell,,"Apr. 12th, 2010",140,Houghton Mifflin Harcourt (HMH)
half_935,9780316098991,I Know What You Did Last Summer,Lois Duncan,,"Oct. 5th, 2010",224,Little Brown and Company
half_936,9780439858021,Darkness Be My Friend,John Marsden,,"Oct. 1st, 2006",259,Scholastic Paperbacks
half_937,9781416997955,Seeds of Rebellion,Brandon Mull,,"Feb. 12th, 2013",512,Aladdin Paperbacks
half_938,9780547608341,Dead Is a Killer Tune,Marlene Perez,,"Sep. 4th, 2012",224,Graphia Books
half_939,9780440229711,The Rag and Bone Shop,Robert Cormier,,"May. 13th, 2003",176,Laurel Leaf Library
half_940,9780689846670,Dovey Coe,Frances O'Roark Dowell,,"Nov. 1st, 2001",181,Aladdin Paperbacks
half_941,9780758273567,Crazy Love,Amir Abrams,,"Dec. 1st, 2012",256,Kensington Publishing Corporation
half_942,9780142402542,Lyddie,Katherine Paterson,,"Sep. 23rd, 2004",182,Puffin Books
half_943,9781468301250,True Grit,Charles Portis,,"Oct. 30th, 2012",240,Overlook Press
half_944,9780425257807,The Farm,Emily McKay,,"Dec. 4th, 2012",416,Berkley Publishing Group
half_945,9781423148043,"Out of Sight, Out of Time",Ally Carter,,"Jan. 8th, 2013",304,Hyperion Books
half_946,9780786813360,Petey,Ben Mikaelsen,,"Apr. 30th, 2000",256,Hyperion Books for Children
half_947,9781557047649,The What's Happening to My Body Book for Girls,Lynda Madaras,,"Jun. 1st, 2007",259,Newmarket Press
half_948,9780763648374,The Ask and the Answer,Patrick Ness,,"Aug. 10th, 2010",519,Candlewick Press (MA)
half_949,9781936976218,Dear Teen Me,Miranda Kenneally,,"Oct. 30th, 2012",192,Zest Books
half_950,9781423121374,The Exiled Queen,Cinda Williams Chima,,"Aug. 2nd, 2011",586,Hyperion Books
half_951,9780142420928,Chime,Franny Billingsley,,"Apr. 12th, 2012",361,Speak
half_952,9780060592820,Wringer,Jerry Spinelli,,"Sep. 7th, 2004",227,HarperTrophy
half_953,9780316603959,Trials of Death,Darren Shan,Paperback,"Apr. 1st, 2004",207,"Little, Brown Books for Young Readers"
half_954,9781423103844,Begging for Change,Sharon G. Flake,,"Aug. 1st, 2007",248,Jump at the Sun
half_955,9780142401767,Keeping the Moon,Sarah Dessen,,"May. 11th, 2004",228,Speak
half_956,9781423100171,You Don't Even Know Me,Sharon G. Flake,,"Jul. 26th, 2011",195,Jump at the Sun
half_957,9781442446991,Forsaken,Thomas E. Sniegoski,Paperback,"Aug. 14th, 2012",398,Simon Pulse
half_958,9780142409411,The Looking Glass Wars,Frank Beddor,Paperback,"Aug. 21st, 2007",358,Speak
half_959,9780142417188,Al Capone Shines My Shoes,Gennifer Choldenko,,"Jan. 25th, 2011",274,Puffin Books
half_960,9781402273377,Send,Patty Blount,,"Aug. 1st, 2012",291,Sourcebooks Fire
half_961,9780312583750,Dark Flame,Alyson Noel,,"Jan. 3rd, 2012",336,St. Martin's Griffin
half_962,9780375844898,Powerless,Matthew Cody,,"Apr. 5th, 2011",279,Yearling Books
half_963,9780060827625,Starlight,Erin Hunter,Paperback,"Mar. 27th, 2007",321,HarperTrophy
half_964,9780316358392,The Adventures of Tintin,Herge,Paperback,"Apr. 30th, 1975",62,"Little, Brown Books for Young Readers"
half_965,9780763630232,Beowulf,Gareth Hinds,,"Mar. 13th, 2007",128,Candlewick Press (MA)
half_966,9781558851511,Y No Se Lo Trago La Tierra [Edition Espanol],Tomas Rivera,,"Jan. 1st, 1996",114,Arte Publico Press
half_967,9780373210787,The Iron Fey Boxed Set,Julie Kagawa,,"Sep. 25th, 2012",1504,Harlequin Teen
half_968,9781609070656,"Janitors, Book 1",Tyler Whitesides,,"Jun. 29th, 2012",307,Shadow Mountain
half_969,9781416959427,Boot Camp,Todd Strasser,,"Jul. 1st, 2008",238,Simon Pulse
half_970,9780316606080,Tunnels of Blood,Darren Shan,Paperback,"Apr. 1st, 2003",240,"Little, Brown Young Readers"
half_971,9780064461627,Indian Captive,Lois Lenski,,"Feb. 18th, 1995",320,HarperTrophy
half_972,9780553494785,Gathering Blue,Lois Lowry,,"May. 10th, 2005",215,Bantam Books for Young Readers
half_973,9780061996368,Seekers: Return to the Wild #1,Erin Hunter,,"Jan. 8th, 2013",336,HarperCollins
half_974,9780439786614,The Crossing,Gary Paulsen,,"Jan. 1st, 2006",114,Scholastic Paperbacks
half_975,9781442403161,This Dark Endeavor,Kenneth Oppel,,"May. 22nd, 2012",298,Simon & Schuster Books for Young Readers
half_976,9781442413627,Maximum Security,Robert Muchamore,,"Apr. 24th, 2012",302,Simon Pulse
half_977,9780312674410,Death Sentence,Alexander Gordon Smith,,"Feb. 14th, 2012",261,Square Fish
half_978,9780316038997,The Indignation of Haruhi Suzumiya,Nagaru Tanigawa,,"Nov. 20th, 2012",224,"Little, Brown Books for Young Readers"
half_979,9780440422709,The Beef Princess of Practical County,Michelle Houts,,"Jul. 13th, 2010",226,Yearling Books
half_980,9780545172790,Empty,Suzanne Weyn,,"Feb. 1st, 2012",183,Scholastic Paperbacks
half_981,9780316179560,The Girls' Book of Wisdom,Catherine Dee,,"Oct. 1st, 1999",208,"Little, Brown Books for Young Readers"
half_982,9784805312193,Yokai Attack!,Hiroko Yoda,,"Aug. 10th, 2012",205,Tuttle Publishing
half_983,9780316358378,Flight 714 to Sydney,Herge,Paperback,"Apr. 30th, 1975",62,"Little, Brown Books for Young Readers"
half_984,9780545222150,Fever Crumb,Philip Reeve,,"Mar. 1st, 2011",325,Scholastic Press
half_985,9780142500736,Soldier X,Don L. Wulffson,,"Jul. 14th, 2003",227,Speak
half_986,9780553213515,The Time Machine,H. G. Wells,,"Jan. 1st, 1984",128,Bantam Classics
half_987,9780439838801,Tyrell,Coe Booth,,"Sep. 1st, 2007",310,Push
half_988,9780440228431,One Thousand Paper Cranes,Takayuki Ishii,,"Jan. 9th, 2001",112,Laurel Leaf Library
half_989,9780375840890,The Tequila Worm,Viola Canales,,"Mar. 13th, 2007",199,Wendy Lamb Books
half_990,9780060728274,Wolf Brother,Michelle Paver,,"Feb. 21st, 2006",293,HarperTrophy
half_991,9780140349818,Lyddie,Katherine Paterson,,"Oct. 1st, 1992",182,Puffin Books
half_992,9780763652920,Finnikin of the Rock,Melina Marchetta,,"Aug. 9th, 2011",399,Candlewick Press (MA)
half_993,9780811878746,Escape Under the Forever Sky,Eve Yohalem,,"Nov. 16th, 2011",219,Chronicle Books (CA)
half_994,9780440918059,Down a Dark Hall,Lois Duncan,,"Sep. 30th, 1990",192,Laurel Leaf Library
half_995,9780142411872,Eighth Grade Bites,Heather Brewer,,"Mar. 13th, 2008",182,Speak
half_996,9780671866921,Invitation to the Game,Monica Hughes,,"Jun. 30th, 1993",192,Simon Pulse
half_997,9780753468227,Basher Science: Oceans,Simon Basher,,"Mar. 27th, 2012",128,Kingfisher
half_998,9780547258553,The Dead and the Gone,Susan Beth Pfeffer,,"Jan. 1st, 2010",321,Graphia Books
half_999,9781599906584,The Wide-Awake Princess,E. D. Baker,,"Jan. 3rd, 2012",288,Bloomsbury U.S.A. Children's Books
half_1000,9780156012072,The Little Prince,Antoine de Saint-Exupery,,"Jun. 29th, 2000",96,Harvest Books
half_1001,9780983157250,Daimon,Jennifer L. Armentrout,,"May. 6th, 2011",75,Spencer Hill Press
half_1002,9780061664717,Ghosts of War,Ryan Smithson,,"May. 4th, 2010",321,Collins
half_1003,9780787983437,AMA Boy's Guide to Becoming a Teen,American Medical Association,,"May. 26th, 2006",128,Jossey-Bass
half_1004,9780738718682,Return to Paradise,Simone Elkeles,,"Sep. 8th, 2010",302,Flux
half_1005,9780757307270,The Success Principles for Teens,Jack Canfield,,"Apr. 15th, 2008",250,Health Communications
half_1006,9780316213271,Snow White and the Huntsman [With Fold-Out Poster],Lily Blake,,"Jun. 5th, 2012",220,Poppy Books
half_1007,9780060892074,Dark River,Erin Hunter,Paperback,"Jan. 1st, 2009",322,HarperTrophy
half_1008,9780440219736,Sarny,Gary Paulsen,,"Aug. 10th, 1999",192,Laurel Leaf Library
half_1009,9780064470278,The Endless Steppe,Esther Hautzig,,"Jun. 30th, 1987",256,Harper Teen
half_1010,9780316358354,The Adventures of Tintin,Herge,Paperback,"Apr. 30th, 1975",62,"Little, Brown Books for Young Readers"
half_1011,9780316358484,The Adventures of Tintin,Herge,Paperback,"Sep. 30th, 1976",62,"Little, Brown Books for Young Readers"
half_1012,9781595141750,Frostbite,Richelle Mead,Paperback,"Apr. 10th, 2008",327,Razorbill
half_1013,9780440402831,The Door in the Wall,Marguerite de Angeli,,"Jul. 1st, 1990",128,Yearling Books
half_1014,9780758273338,Touched,Corrine Jackson,,"Dec. 1st, 2012",304,K-Teen
half_1015,9781603209380,People Celebrity Puzzler,,,"Oct. 2nd, 2012",128,People
half_1016,9780380729142,Jason's Gold,Will Hobbs,,"Oct. 3rd, 2000",240,HarperTrophy
half_1017,9780316358408,The Adventures of Tintin,Herge,Paperback,"Sep. 30th, 1975",62,"Little, Brown Books for Young Readers"
half_1018,9780759531116,"Spice and Wolf, Vol. 6",Isuna Hasekura,,"Jun. 26th, 2012",208,Yen Press
half_1019,9780764142765,The Odyssey,Homer,,"Oct. 1st, 2009",48,Barron's Educational Series
half_1020,9780545222112,Predator Cities #1,Philip Reeve,,"Jun. 1st, 2012",320,Scholastic Press
half_1021,9781416914051,The House of Dies Drear,Virginia Hamilton,,"Jan. 1st, 2006",244,Aladdin Paperbacks
half_1022,9780152046828,A Break with Charity,Ann Rinaldi,Paperback,"Jul. 1st, 2003",320,Graphia Books
half_1023,9780440229087,Skellig,David Almond,,"Sep. 11th, 2001",182,Laurel Leaf Library
half_1024,9780545078818,Tunnels,Roderick Gordon,,"Feb. 1st, 2009",496,Scholastic Paperbacks
half_1025,9780440210245,A Summer Life,Gary Soto,,"Aug. 1st, 1991",160,Laurel Leaf Library
half_1026,9780440411840,The Broken Blade,William Durbin,,"Apr. 6th, 1998",176,Yearling Books
half_1027,9781416926849,13,James Howe,,"Sep. 1st, 2006",278,Simon Pulse
half_1028,9780689842313,Double Dutch,Sharon M. Draper,,"Dec. 30th, 2003",192,Aladdin Paperbacks
half_1029,9780590447317,In My Father's House,Ann Rinaldi,,"Nov. 30th, 1994",323,Scholastic
half_1030,9780689830518,Shadow Spinner,Susan Fletcher,Paperback,"Nov. 1st, 1999",224,Aladdin Paperbacks
half_1031,9780316602747,The Vampire Prince,Darren Shan,Paperback,"Sep. 1st, 2004",197,"Little, Brown Books for Young Readers"
half_1032,9780142420102,"Sweep: Seeker, Origins, and Eclipse",Cate Tiernan,,"Jul. 7th, 2011",560,Speak
half_1033,9780449813225,Inheritance Cycle 4-Book Trade Paperback Boxed Set,Christopher Paolini,,"Oct. 23rd, 2012",880,Alfred A. Knopf Books for Young Readers
half_1034,9780152058630,Novio Boy,Gary Soto,,"Jun. 1st, 2006",78,Harcourt Paperbacks
half_1035,9781599902951,The Declaration,Gemma Malley,,"Aug. 19th, 2008",300,Bloomsbury Publishing PLC
half_1036,9782070643028,Harry Potter A L'Ecole Des Sorciers,J. K. Rowling,Paperback,"Sep. 1st, 2011",311,Contemporary French Fiction
half_1037,9780547331331,Trouble,Gary D. Schmidt,,"Apr. 12th, 2010",297,Graphia Books
half_1038,9781579906436,The Kids' Guide to Digital Photography,Jenni Bidner,,,96,Lark Books (NC)
half_1039,9780689868672,The Simple Gift,Steven Herrick,,"Apr. 27th, 2004",188,Simon Pulse
half_1040,9780375803567,Dear Austin: Letters from the Underground Railroad,Elvira Woodruff,,"Aug. 8th, 2000",144,Yearling Books
half_1041,9780439904872,Bluford High,Paul Langan,,"Jun. 1st, 2007",123,Scholastic Paperbacks
half_1042,9780142415580,Million-Dollar Throw,Mike Lupica,,"Nov. 16th, 2010",244,Puffin Books
half_1043,9780312575663,Echo,Alyson Noel,,"Nov. 13th, 2012",352,St. Martin's Griffin
half_1044,9781596435568,Friends with Boys,Faith Erin Hicks,,"Feb. 28th, 2012",224,First Second
half_1045,9780061146336,A Series of Unfortunate Events #3: The Wide Window,Lemony Snicket,Paperback,"Sep. 4th, 2007",208,HarperCollins
half_1046,9781423100065,Cross My Heart and Hope to Spy,Ally Carter,,"Dec. 1st, 2008",256,Hyperion Books
half_1047,9780689868832,The Children's Homer,Padraic Colum,,"Jun. 22nd, 2004",247,Aladdin Paperbacks
half_1048,9780375840395,I Am the Cheese,Robert Cormier,,"Sep. 11th, 2007",256,Alfred A. Knopf Books for Young Readers
half_1049,9780142420935,Eona,Alison Goodman,,"Mar. 29th, 2012",654,Firebird
half_1050,9780142406519,Summer of My German Soldier,Bette Greene,,"May. 1st, 2006",230,Puffin Books
half_1051,9780064470308,Rifles for Watie,Harold Keith,,"Sep. 25th, 1987",352,HarperTrophy
half_1052,9780689844454,King of Shadows,Susan Cooper,,"Jun. 1st, 2001",186,Aladdin Paperbacks
half_1053,9780060871369,Fire in the Sky,Erin Hunter,,"May. 24th, 2011",247,HarperCollins
half_1054,9780316358569,The Adventures of Tintin,Herge,Paperback,"Jul. 30th, 1984",62,"Little, Brown Books for Young Readers"
half_1055,9780689825231,Habibi,Naomi Shihab Nye,,"Jun. 1st, 1999",272,Simon Pulse
half_1056,9780140348927,Let the Circle Be Unbroken,Mildred D. Taylor,,"Oct. 1st, 1991",394,Puffin Books
half_1057,9780756618032,A Life Like Mine,DK Publishing,,"Jan. 1st, 2006",128,DK Publishing (Dorling Kindersley)
half_1058,9781250005946,Night Star,Alyson Noel,,"Mar. 27th, 2012",302,St. Martin's Griffin
half_1059,9780759531062,"Spice & Wolf, Volume 2",Isuna Hasekura,,"Jun. 15th, 2010",283,Yen Press
half_1060,9780020449317,The Yearling,Marjorie Kinnan Rawlings,,"Mar. 30th, 1988",416,Simon Pulse
half_1061,9780316039024,The Melancholy of Haruhi Suzumiya,Nagaru Tanigawa,,"Apr. 1st, 2009",200,"Little, Brown Young Readers"
half_1062,9780060531829,Airborn,Kenneth Oppel,,"May. 24th, 2005",544,HarperCollins
half_1063,9780142415511,Hush,Jacqueline Woodson,,"Jan. 7th, 2010",181,Speak
half_1064,9780142410912,Twelve,Lauren Myracle,,"Feb. 28th, 2008",202,Puffin Books
half_1065,9780061996191,Hallowed,Cynthia Hand,Paperback,"Dec. 26th, 2012",432,Harper Teen
half_1066,9780142417829,The Batboy,Mike Lupica,,"Feb. 22nd, 2011",246,Puffin Books
half_1067,9781935169307,The Pigman & Me,Paul Zindel,,"Sep. 30th, 2010",179,Graymalkin Media
half_1068,9780060827717,Sunset,Erin Hunter,Paperback,"Sep. 25th, 2007",303,HarperTrophy
half_1069,9780545374446,100 Scariest Things on the Planet,Anna Claybourne,,"Sep. 1st, 2011",112,Scholastic Paperbacks
half_1070,9780142417454,Palace Beautiful,Sarah Deford Williams,,"Jan. 6th, 2011",232,Puffin Books
half_1071,9780316358514,The Adventures of Tintin,Herge,Paperback,"May. 30th, 1978",62,"Little, Brown Books for Young Readers"
half_1072,9780152053109,A Northern Light,Jennifer Donnelly,,"Sep. 1st, 2004",396,Harcourt Paperbacks
half_1073,9780064407328,Street Love,Walter Dean Myers,,"Oct. 30th, 2007",134,Amistad Press
half_1074,9780385730914,Left for Dead,Pete Nelson,,"Nov. 11th, 2003",201,Delacorte Press
half_1075,9780547480350,Children of the Great Depression,Russell Freedom,,"Dec. 6th, 2010",118,Houghton Mifflin Harcourt (HMH)
half_1076,9780375841699,Lizzie Bright and the Buckminster Boy,Gary D. Schmidt,,"May. 13th, 2008",219,Laurel Leaf Library
half_1077,9780758263179,Hollywood High,Ni-Ni Simone,,"Oct. 1st, 2012",219,K-Teen/Dafina
half_1078,9780385736701,We Were Here,Matt de La Pena,,"Sep. 14th, 2010",357,Delacorte Press Books for Young Readers
half_1079,9780061963865,The Awakening,L. J. Smith,,"Sep. 1st, 2009",253,Harper Teen
half_1080,9780061122736,Football Genius,Tim Green,,"Apr. 22nd, 2008",244,HarperTrophy
half_1081,9781595545862,The Last Thing I Remember,Andrew Klavan,Paperback,"Jun. 8th, 2010",345,Thomas Nelson s
half_1082,9781434764331,Waterfall,Lisa T. Bergren,,"Feb. 1st, 2011",369,David C. Cook
half_1083,9780064405850,Strawberry Girl,Lois Lenski,,"Mar. 31st, 1995",208,HarperTrophy
half_1084,9780142417782,Rikers High,Paul Volponi,,"Feb. 17th, 2011",246,Speak
half_1085,9781596435513,Broxo,Zack Giallongo,,"Oct. 2nd, 2012",240,First Second
half_1086,9780802722904,Rules of Attraction,Simone Elkeles,Paperback,"Aug. 16th, 2011",326,Walker Childrens
half_1087,9780439339056,My Thirteenth Winter,Samantha Abeel,,"Jan. 1st, 2005",203,Scholastic
half_1088,9781250012692,Scrawl,Mark Shulman,,"Aug. 21st, 2012",240,Square Fish
