cluster_id,Product Type_x,Category_x,Brand_x,Storage Capacity_x,Memory Type_x,Interface_x,Memory Speed_x,Color_x,Model_x,Processor_x,Product Type_y,Category_y,Brand_y,Storage Capacity_y,Memory Type_y,Interface_y,Memory Speed_y,Color_y,Model_y,Processor_y
119637,['5 year warranty'],['guardian range'],['part'],,,['sata 6gb s'],,,,,['7200rpm'],,,['2tb'],,,,,,
120254,,,,,,,,,,"['amd fm2 fm2', 'amd fm2 fm2']","['masterliquid', 'amd am4']",,['cooler master'],,,,,,,
120822,,,['provides'],,,['data'],,,,,['gigabit passthrough powerline'],,['tp link'],,,,,,,
121890,"['speeds', 'sdhc cards']",,,,,,,,,,"['kingston sdxc memory card', 'write']",,,['64gb'],,"['uhs i', 'mb s']",,,,
121988,['budget'],,,,,,,,,,['psu'],,,,,,,,,
124284,"['economical power today', 'bronze series antec s', 'bronze certified supply solution']",,,,,,,,,,"['bronze', 'psu']",,['vpf550 80'],,,,,,,
125224,"['sdrw', 'external slimline']",,['asus'],,,,,,,,['sdrw'],,,,,,,,,
127319,['processors 640'],"['stream', 'enabled 3']",,,['gddr5'],,['7008mhz'],,,,,['card'],['asus'],,,,,['gddr5 graphics'],,['geforce gtx 1050 expedition']
127561,,,['3ghz'],,,,,,['40 pci e lanes'],,,,['intel'],,,,,,,['core i7']
128079,"['air series led', 'dual pack']",,['corsair'],,,,,,,,"['corsair quiet led fan', 'dual pack']",,,,,,,,,
128779,,,['node'],,,,,,,,['node'],,['fractal design'],,,,,,,
129293,,,['maxtor'],,,,,,,,,['maxtor'],,['2tb'],,,,"['windows mac', 'Black']",['m3 portable external'],
130212,,,['2400mhz ram'],,['vdimm'],,,,,,,,,['32gb'],['black pc4 19200'],,"['Vengeance LPX Black', 'PC4-19200 (2400)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Heat Spreader'],,
132098,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,,,,,,,,"['intel core i3 6320 s', 'dual core']"
132518,,,,,,,,,,['intel optane memory'],['intel optane'],,,['32gb'],,['nvme 3d xpoint read 1350mb s'],,,,
132766,"['modern exterior design', 'all users can agree']",,['carbide series'],,,,,,,,['computer chassis'],,['corsair'],,,['side window usb 3 0 cable management w'],,,['carbide series 100r mid tower'],
133192,['cost effective platform the'],,['right'],,,['hard drive'],,,['in a'],,['ncq'],,,['4tb'],,['se 3 5'],['7200rpm'],,,
133961,['corsair'],,['1600mhz ram'],,,,,,,,"['corsair', 'jet black pc3 12800 1600']",['vengeance'],,['4gb'],,,,,,
134279,"['conventional', 'architecture']",,,,,,,,,,"['samsung', 'mgx controller 3d', '97k iops']",,,['250gb'],,,,,['850 evo m 2'],
134704,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,['04g p4'],['gddr5'],,"['6253', '7010mhz']",,,,,,,,,,,,,['768 core 1354mhz']
135090,['more videos more pictures more games'],,['microsdhc'],,,,,,,,['kingston microsdxc'],,,['128gb'],,,,,,
136169,['compact and capless design'],['metal casing'],['datatraveler'],['128gb'],,,,,,,['kingston datatraveler50 usb'],,,['32gb'],,,,['metal casing'],,
136586,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['20v'],,,,,,,"['16gb', '4x4gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
138939,['aluminum housing'],,,,,,,,,,['corsair'],,,['256gb'],,['usb 3 0 pendrive'],,['aluminium epdm'],,
140947,,,['nvidia quadro'],,,,,,,,['nvidia quadro k420'],['pny'],,['2gb'],['128bit gddr3'],,,['single slot'],,
141229,['all rubber housing is'],,,,,,,,['proprietary'],,"['corsair voyager v2 pendrive usb 3 0 read 190mb s', '55mb s']",,,['64gb'],,,,,,
142419,['fast speeds'],,['samsung'],,,['sata iii'],,,,,['mex 3d'],,['samsung'],,,,,,['850 pro'],
142792,,['amd cool quiet'],['dual'],,['ddr3'],,,['year warranty'],,,,,['amd'],,,,,,,
143116,,,['850 evo'],,,,,,,,['samsung 850 evo'],,,['4tb'],,,,,['98k 90k iops'],
144228,,,['socket compatibility'],,,,,,,,['freezer'],,['arctic'],,,,,,,['intel socket 1150']
145357,,,['graphite series'],,,,,,,,['o psu'],,['corsair'],,,['side'],,['window black'],['graphite series 230t'],
147316,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],,['35v'],,,,"['corsair', 'lpx red pc4 21300 2666']",,,['8gb'],,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
148315,,,['zt p10810d'],,,['vr ready physx cuda'],,,,,['1683mhz boost'],,['zotac'],['11gb'],,['gddr5x vr ready graphics card'],['3584 core 1569mhz gpu'],,,['geforce gtx 1080']
148872,"['corsair', 'write']",,['cssd'],['480gb'],,,,,,,"['corsair force le200 2', 'write']",,,['480gb'],,,,,,
149067,,,,,['ddr4'],,"['kabylake', '8x']",,,,,,['gigabyte'],,,['usb 3 1'],['1151'],,,
150997,['years warranty'],,,,,,['10108mhz'],,,,['boost'],,['msi'],['8gb'],['gpu'],,"['2560 core 1683 mhz', '1822 mhz']",,,['geforce gtx 1080 gaming x rgb']
151079,['air series led'],,['corsair'],,,,,,,,['corsair quiet led fan'],,,['140mm'],,,,,,
151336,,,['integrated'],,,,['866mhz'],,,,,,,,,,['866mhz'],,,['amd a10 7890k fm2 godavari quad core']
152031,"['sdhc sdxc', 'video and 3d video']",,['kingston s'],,,,,,,,"['kingston sdxc memory card', 'write']",,,['128gb'],,['uhs i'],,['45mb s'],,
153730,,,,,['ddr4 controller integrated dx12 graphics 3'],,,,,,,,['intel'],,,,['1050mhz'],,,['celeron g3950 s']
154209,,,['3000mhz ram'],,,['timings 1 35'],,['vdimm lifetime'],,,['corsair'],,,['16gb'],['ddr4 vengeance rgb pc4 24000 3000'],,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance RGB Black', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
154877,['of unstructured data'],,,,,,,,,,,,,['2tb'],,,,,['7200rpm'],
155523,,,['ct275mx300ssd1 read speed'],,,,['530mb'],,,,['crucial'],,,['275gb'],,,,,['55k 83k iops'],
155543,,['toshiba exceria m302'],,,,,,,,,['toshiba exceria m302 microsd'],,,['16gb'],,,,,,
155594,['physx cuda'],['stream'],['zt p10710'],,['gddr5'],,['8192mb 8000mhz'],['enabled 5'],,['core'],,,['zotac'],,,,,,,['geforce gtx 1070 ti mini']
155823,"['datatraveler vault', 'affordable business grade security with']",['aes hardware'],['kingston s'],,,['bit'],,,,,"['kingston datatraveler vault', 'write']",,,['16gb'],,,,,,
156285,"['stylish capless design means there s', 'stylish capless design means there s', 'lifestyle datatraveler se9 g2 now', 'stylish capless design means there s']",['lifestyle datatraveler se9'],,,,,,,,,['kingston datatraveler se9 g2'],,,['128gb'],,,,,,
156451,,,,,,,,,,['socket compatibility'],['cpu cooler'],,['arctic'],,,,,,['11 pro rev2'],
156745,,,['dual'],,['ddr3 ddr4 controller integrated graphics 3'],,,,,,,,['intel'],,,,,,,['dual core']
157673,['win10 pro'],['fhd'],['aero'],,['ddr4'],,,,['15x cf2'],,"['aero 15x cf2 max q fhd', 'win10 pro']",['thunderbolt3'],['15'],,['ddr4'],,,,,
157750,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,['intel'],,,,,,,['core i5 6600 s']
157801,,,['arctic'],,,,,,,,['arctic f12 quiet case'],,,['120mm'],,,,,,
161230,,,['3000mhz ram'],,,['timings 1 35'],,['vdimm lifetime'],,,,,,['32gb'],['ddr4 vengeance rgb pc4 24000 3000'],,"['DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance RGB Black']",['Anodised Aluminium Heatspreader'],,
161320,['spin reservoir r3'],,,,,,,['bay slot'],,,['aluminum'],,['ek dbay'],,,,,,,
161353,,,['intel'],,,,,,,,['bki7'],,['gigabyte'],,,,,,,['intel i7 7500u dual core']
161578,,,['socket'],,['support 2x ddr4 dimm 2x pcie x16 2x pcie x1 4x'],"['sata 6gb s', 'usb 3 0 2x usb 2 0']",,,,,"['prime', 'microatx']",,,,,,,,,
162390,"['processors 2304 crossfire ready', 'years warranty']",['stream'],['core'],,['gddr5'],,['7000mhz'],,,,"['sapphire', '1306mhz', '2304 streams']","['1208mhz', 'boost']",,['4gb'],['gddr5'],,['gpu'],,,
162952,['unlocked multiplier'],,['eight'],,,,,,,,,,['amd'],,,,,,,
163868,"['2 year warranty', 'range', '2 year warranty']",,,"['2tb', '2tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,,,,['2tb'],,,['7200rpm'],,,
164737,['3d nand technology read'],,,['525gb'],,,,,['92k 83k iops'],,['3d nand technology read'],,,"['525gb', '275gb']",,,,,['92k 83k iops'],
164854,['80w'],,,,['socket'],,,,,,,,['intel xeon'],,,,"['350mhz', 'gpu']",,,
165191,,,['aorus'],,,,['2400mhz'],,,['v7 cf2'],['win10'],,,['17 3'],,,,,,['v7 cf2']
165557,['some of noctua s'],['quality quiet cooli'],['redux product line reissues'],,,,,,,,['round case'],,,,,,,,,
166222,,,"['socket', 'e5 2670v3']",,,,,,['2011 3'],,,,['intel'],,,,,,,
167585,,,['nvidia'],,,,,,,,['nvidia quadro p400'],['pny'],,['2gb'],,,,['single slot'],,
168013,,['lifetime warranty'],['3200mhz ram'],,['vdimm'],,,,,,,['dominator'],,['64gb'],['platinum pc4 25600 3200 non'],,"['Dominator Platinum', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Aluminium Heatspreader with DHX'],,
168841,"['silverstone sst ts06 rack', 'external odd case']",['white'],,,,,,['odd slot'],,,"['odd conversion tray', 'great product']",,['silverstone'],,,['mm slim'],,,,
169589,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,,,,,,,,['intel core i5']
169773,,,,,,"['fhd 1920x1080 i7', '7200rpm']",,"['gddr5', '2400mhz']",,,['gigabyte'],,,['17 3'],,,,,['sabre 17k cf1'],['fhd ips i7 7700hq']
170100,"['series power supplies give you', 'control virtually silent operation and a']",,['hxi'],,,,,,,,"['platinum full modular sli crossfire', 'psu']",,,,,,,,,
171964,['years warranty'],,,['08g'],,,"['1733mhz', '8192mb 10000mhz']",,,,['1733mhz boost'],,,,,,['2560 core 1607mhz gpu'],,,
173062,['open'],,['take'],,,,['p5'],['thermaltake'],,,['matx atx 2x usb'],,['thermaltake'],,,,,,,['core p5 tempered glass mid tower case mitx']
173323,['3 year warranty'],,['part of'],['10tb'],,"['capacity 3 5 inch', 'sata 6gb s']",,,,,,,,['10tb'],,,,,,
173631,['improved heatsink'],,,,,,,,,,['corsair air series'],,,['120mm'],,,,,,
173715,['1x pcie x16'],,['socket'],,['support 2x ddr4 dimm'],['sata 6gb s'],,,,,,,['gigabyte'],,,['usb 3 1'],,,,['amd b350 s am4']
173858,['platinum dominator fan'],,['3200mhz ram'],,,,['35v'],,,,,['dominator'],,"['16gb', '4x4gb']",['platinum pc4 25600 3200 non'],,,,,
173882,,,['network'],,,,,,,,['gigabit router'],,['tp link archer'],,,,['1733 800mbps 802'],,['c2600 ac2600 wireless'],
174002,"['serious gamers and diy', 'power supply delivers']",,['designed'],,,,,,,,"['xtr series full', 'psu']",,,,,,,,,
179618,['105w'],,['socket'],,,,,,,,,,,,,,,,,['intel xeon e5 2660']
182186,['5 year warranty'],,,['10tb'],,,['7200rpm'],,['sata 6gb s'],,"['wd red pro', 'shock sensor ncq']",,,['10tb'],,,,,,
183237,['successfully serving enthusiasts'],,['after'],,,,,,,,,,,,,,,,,
183898,['control functionality tempered glass'],,['antec'],,,['aluminium'],,['side window'],,,"['computer chassis', 'microatx mini itx 2x']",,['antec'],,,,,,,
184321,,,['socket compatibility'],,,,,,,,['scythe katana'],,,,,,,,,['intel amd 92']
184576,['aluminum housing'],,,,,,,,,,,,['corsair'],,,"['stealth v2', 'usb 3 0']",,['aluminium waterproof'],,
186059,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,['04g p4'],['gddr5'],,['7010mhz'],,,,['1392mhz boost'],,,,,,['gpu'],,,['768 core 1290mhz']
186803,,,['akasa'],,,['compact stackable'],,,,,['akasa super slim flat pro'],,,['50cm'],,['sata iii rev'],,,,
187351,['control virtually silent operation and a'],,['corsair'],,,,,,,,,,['850w corsair'],,,,,,,
187555,"['write', '79k iops']",,,,,,,,['97k'],,['79k iops'],,,['250gb'],,,['97k'],,,
188327,['some of noctua s'],['quality quiet cooli'],['redux product line reissues'],,,,,,,,,,,['140mm'],,,,,,
188351,,,['ek fc1080 gtx'],,,,,,,['geforce gtx 1080 strix gtx 1070 and gtx 1060 series graphics cards'],['ek fc1080 gtx strix waterblock pom acetal nickel plated'],,['ekwb'],,,,,,,['geforce gtx 1080 1070 graphics cards']
188695,,,,,['ddr4'],,['kabylake'],,,['8x usb3'],,,['asrock'],,,"['thunderbolt 3', 'usb 3', '1c mini itx']",['1151'],,['fatal1ty'],
189457,,,,,['ddr3 x1 pci e x16 x1 pci e x1 x2'],,,,,,['motherboard'],,['asrock'],,,"['sata iii', 'dvi d micro atx']",,,,
189500,,,['skylake'],,,,,,['kabylake ddr4 2x pcie x16 2x pcie x1 2x pci 6x'],,['prime b250 plus'],,,,,,,,,['intel b250 s 1151']
189979,,,['socket compatibility'],,,,,,,,,,['corsair'],,,,,,['h110'],['intel amd processors']
190024,['5 year warranty'],,,['4tb'],,['sata 6gb s'],,,,,['ncq'],,,['4tb'],,,['7200rpm'],,,
190358,"['range', '2 year warranty']",,,['3tb'],,['sata 6gb s'],,,,,,,,['3tb'],,,['7200rpm'],,,
190806,,,,,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0 6x']",,,['6th gen ddr4 2x pcie x16 2x pcie x1 2x pci 4x'],,"['z170 p intel z170 s', 'motherboard']",,,,['ddr4'],,['1151'],,,
191757,,,['provides'],,,,,['thermally controlled'],,,"['corsair', 'psu 80plus bronze fully wired', 'single rail', 'psu']",,['450w'],,,,,,,
192814,,,"['fast', 'fast']",,,"['up to 90mb s read and 80mb s', 'up to 90mb s read and 80mb s']",,,,,"['kingston microsdxc memory card', 'adapter included']",,,['64gb'],,"['uhs i', 'u3 90mb s read 80mb s']",,,,
192889,"['5 year warranty backwards compatible', 'capacity', '5 year warranty backwards compatible']",,,"['500gb', '500gb']",,"['sata 6gb s', 'sata 6gb s']",,,,,,,,['500gb'],,,,,['7200rpm'],
193353,"['speeds', 'sdhc cards']",,,,,,,,,,"['kingston sdhc memory card', 'write']",,,['32gb'],,['uhs i'],,,,
194914,"['powerful quad core cpu', 'powerful quad core cpu']","['hardware', 'hardware']",,,,,,,"['up to nine drives', 'up to nine drives']",,,,,,,,,,,
196284,,,['skylake'],,,,,,['kabylake ddr4'],,,,['msi'],,['ddr4'],,['1151'],,,['intel z270 s']
199371,['write'],,,,,,,,,,['3d m 2 2280'],,,['250gb'],,,,,['write'],
201312,,,['socket'],,,,,,['2011 3'],,,,['intel xeon'],,,,,,,
201933,"['platinum certified fully modular', 'power supply']",,['corsair'],,,,,,['hx series hx850 850'],,"['corsair hx850 full', 'modular 80']",,['850w'],,,,,,,
202493,['workflows'],,,,,,,,,,"['amd firepro w4100 pcie x16', 'minidp']",['4x'],,['2gb'],,,,,,
202984,,['lifetime warranty'],['3200mhz ram'],,,,,,,,,,,['64gb'],['ddr4 vengeance led pc4 25600 3200 non'],,,,,
203281,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,,['gddr5'],,['7010mhz'],,,,,,['msi'],,"['geforce gtx 1050', 'gddr5 graphics card']",,,,,['768 core 1341mhz']
203388,['corsair'],,['1600mhz ram'],,,,,,,,,,,"['16gb', '2x8gb']",,,,,,
203503,,,,,,['pci e 3 0 x16 2x pci e x1'],['10x'],,,,,,['msi'],,['ddr4'],"['usb 3', 'sata iii']",,,,
204145,,,,,['ddr4'],['sata 6gb s'],['kabylake'],,,,,,['asus'],,['ddr4'],,['1151'],,,"['prime', 'intel z270 s']"
204227,"['unlocked multiplier', 'unlocked multiplier']",,['six'],,,,,,,,,,"['amd', 'amd']",,,,,,,
205360,"['aero', 'Intel Core i7']",,['gigabyte'],,,,,,,"['gtx', 'intel core i7 6700hq']",['aero'],,,['14 gigabyte'],,,,,,['core i7 6700hq']
205894,"['unmatched creative freedom', 'nvidia quadro']",,['unmatched power'],,,,,,,,['nvidia quadro p600 4x'],,,['2gb'],,,,['single slot'],,
205989,"['an elegant', 'freeform modular system technology']",,,,,,,,,,"['computer chassis', 'microatx mini itx']",['tower'],['cooler master'],,,,,,['mastercase pro'],
206724,,,['obsidian'],,,,,,,,"['obsidian series 550d', 'black quiet mid tower case brushed aluminium usb']",,['corsair'],,,,,,,
207647,,,['boost'],,,,,,,,,,['tp link'],,,,,,['11ac wireless'],
209987,,,,,,,,,,['amd reference design radeon pro duo graphics card'],,,,,,,,,,['amd reference design radeon pro duo graphics card nickel']
212739,"['chassis', 'highly capable accommodations']",,['based'],,,,,,,,"['milo black mini itx', 'bays 2x expansion slots']",,['silverstone'],,,,,,['ml08b'],
213139,,['stream'],,['03g'],['gddr5'],,['8008mhz'],['enabled 3'],,,,,['evga'],,,,,,,['geforce gtx']
213571,['archer t2uh comes'],,['tp link s'],,,,,,,,,,['tp link'],,,,,,,
213572,,,['2400mhz ram'],,['vdimm'],,,,,,,,,"['16gb', '4x4gb']",,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance LPX Black', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader'],,
213979,,['lifetime warranty'],,,['vdimm'],['timings 1 20'],['35v'],,,,,,,['32gb'],"['ddr4', 'platinum pc4 24000']",,,,,
214985,"['year', 'year']",,"['traditional computer fans', 'traditional computer fans']",,,,,,,,"['silverstone sst', 'air penetrator', 'fan quiet']",,,['120mm'],,,,,,
217609,,['stream'],['dual'],,['gddr5'],,['8008mhz'],['enabled 3'],,,,,['asus'],,,,,,,['geforce gtx 1060 dual oc']
218239,"['personal data', 'datatraveler locker']",,['put'],,,,,['secures receipts'],['a'],,"['kingston datatraveler locker', 'automatic data security usb']",,,['32gb'],,,,,,
219992,,,['wds250g2b0a'],,,,,,,,['3d'],,,['250gb'],,,,,,"['nand read 550mb s', 'write']"
220802,,,,,,['usb 3'],,,,,"['corsair', 'write upto', 'red black']",,,['512gb'],,['USB 3.0'],"['270 MB/s', '350 MB/s']",['\xa0'],,
222891,['very quiet operation'],,['very quiet noctua'],,,,,,,,,,,['140mm'],,,,,,
223953,,"['lifetime warranty', 'lifetime warranty']",,['3200mhz ram'],"['vdimm', 'vdimm']",,['35v'],,,,['lpx red pc4 25600 3200 non'],,,"['16gb', '4x4gb', '16gb', '4x4gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-25600 (3200)']",['Anodised Aluminium Heatspreader'],,
228654,['1x pcie x1 4x'],,,,['ddr4 dimm'],"['sata 6gb s', 'usb 2 0']",,,,,,,['asrock'],,,,,,,['amd ryzen am4 microatx motherboard']
229539,"['range', '2 year warranty']",,['part'],,,['sata 6gb s'],,,,,"['seagate', 'barracuda', '5400rpm']",,,['1tb'],,,,,,
229578,['time 1x'],,['led backlit'],,,,,,,,,['monitor'],['4k uhd'],['27 acer h277hk'],,,,,['zeroframe ips led'],
231305,['sata iii'],,,,,,,,,,['465mb s'],,,,,,,,,
232876,['air series led'],,['corsair'],,,,,,,,['corsair quiet led fan'],,,,,,,,,
233788,['games'],,,['2tb'],,,,,,,,,,['2tb'],,['usb 3 0'],,"['mac', 'Black']",['stea2000400 expansion portable'],
235349,['corsair'],,,,,,,,,,['corsair'],,,['16gb'],['ddr4 vengeance rgb pc4 28800 3600'],,"['Vengeance RGB Black', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-28800 (3600)']",['Anodised Aluminium Heatspreader'],,
236742,"['term storage', 'term storage']","['brings', 'brings']","['seagate', 'seagate']",,,,,,,"['over', 'over']",['ncq'],,,['8tb'],,['seagate'],,,,
237635,,,['graphite'],,,,,,,,['fans'],['arctic'],['corsair'],,,,['140mm'],,"['graphite series 760t v2', '9x']",
238413,['2 year warranty'],,,['2tb'],,['sata 6gb s'],,,,,['toshiba'],,,['2tb'],,,['7200rpm'],,,
238446,,,"['external enclosure', 'supports']",,,"['sata ssds hdds', 'usb 3 0 port']",,,,,,,['silverstone'],,,"['SATA III - 6Gb/s', '1 x USB 3.0']",,['Black'],,['external dual bay']
239215,['sata drive'],,['sdp09'],,,,,,,,['sst sdp09 6gbps'],,['silverstone'],,,['sata iii'],,['bays'],,
239695,,,['tp link s archer'],,,,,,,,['dual band'],,['tp link archer'],,,['lan ports'],,,['733mbps'],
242434,['aero 14w v7 cf1'],,['gigabyte'],,['ddr4'],,,,,['intel core i7 7700hq'],['aero'],,,['14 gigabyte'],['ddr4'],,,['black qhd'],,['ips i7 7700hq']
242654,"['are fully capable for demanding media and entertainment', 'vr experiences']",,['radeon'],,,,,,,,['amd radeon pro wx'],,,['8gb'],['gddr5'],,"['900mhz', 'gpu']",,['7100 pcie 3 0'],
243716,"['conventional', 'architecture']",,['samsung s'],,,,,,,,"['samsung 850 evo', 'mex controller 3d']",,,['1tb'],,,['97k'],,,
244470,,,"['tp link', 'tl']",,,"['wireless n network', 'all 16 ports support']",,,,,['tp link'],,['tp link'],['16 port'],,,,,"['tl sg1016d', 'tl wa801nd']",
244962,['3d support cyberlink'],,['asus'],,,"['u', 'external blu ray writer usb 3 0']",,,,,,,['asus'],,,"['u', 'external blu ray writer 3d']",,,,
246072,,,['ek fc1080 gtx'],,,,,,,,['ek fc1080 waterblock acrylic glass copper'],,['ekwb'],,,,,,,['nvidia geforce gtx 1080 founders edition graphics card']
246322,"['conventional', 'architecture']",,,,,,,,,,['samsung 850 evo'],,,['500gb'],,,['97k'],,,
246419,,,"['mastercase', 'mastercase']",,,,,,,,['freeform modular case'],,['cooler master'],,,,,,['mastercase pro 5'],
246478,['aluminum'],,['flash'],,,,,,,,['corsair'],,,['128gb'],,['usb 3 0 pendrive'],,['aluminium epdm'],,
247425,,,['socket compatibility'],,,,,,,,['hydro series'],,['corsair'],,,,,,['h105'],
248101,"['aluminium external enclosure', 'uasp support for']",['silicone protection sleeve and usb'],['toolless'],,,,,,,,['ssds silent fanless'],,['icy box'],,,,,['aluminium silver'],,
250720,['determination to push'],,['creation'],,,,,,,,['psu'],['prime'],['650w seasonic'],,,,,,,
251245,['toshiba exceria m302'],,,,,,,,,,['toshiba exceria m302 microsd'],,,['64gb'],,['up to 90mb s read with sd adaptor'],,,,
254128,,,['775'],,,,,,,,['2x fans copper base'],,,,,,,,,
254250,,,,,,,,,,,"['modular 80plus bronze sli crossfire', 'psu']",,['850w corsair'],,,,,,,
254479,['filters keep dust'],,,,,,,,,,"['akasa washable', 'fan filters black']",,,['120mm'],,,,,,
255839,"['best for nvr embedded', 'sdvr hybrid sdvr surveillance dvr']",,,['6tb'],,['sata 6gb s'],,,,,,,,['6tb'],,"['surveillance 3 5', 'sata iii']",,,,
256693,['rvz01 e'],,['silverstone'],,,,,,,,['raven z computer chassis mdtx mitx 2x usb'],,['silverstone'],,,,,,,
257864,,,"['msi', 'msi']",,['7200rpm'],"['windows 10', '7200rpm', 'windows 10']",,"['gddr5', 'warranty', 'warranty']",,"['i7 6700hk nvidia gtx 1060', '1920x1080 i7 6700hk nvidia gtx 1060']",,['fhd'],,['14 msi'],,,,,,
258060,['delivers'],,['corsair'],,,,,,,,"['corsair ml', 'dual pack 7 blade premium magnetic']",,,['120mm'],,,,,,
259286,,,['if'],,,,,,,,['psu'],,['750w seasonic focus'],,,,,,,
259436,,,['socket'],,,,,,,,['all'],,"['corsair', 'corsair']",,,,,,"['hydro series h100i gtx', 'hydro series h100i v2']",['intel amd cpu s']
263118,['designed cable'],,['cpu02'],,,,,,,,,,['silverstone'],,,,,,,
263184,['directx'],['2'],,['zt p10300a 10l core'],,,,['years warranty'],,,,,['zotac'],,,,,['gddr5 graphics'],,"['geforce', '384 core']"
263993,"['air series led high', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series'],,,['120mm'],,['red led'],,,,
266413,['power supply'],,['very'],,,,,['seasonic'],,,,,['1250w seasonic x'],,,,,,,
267626,,['lifetime warranty'],['3000mhz ram'],,['vdimm'],['timings 1 20'],['35v'],,,,"['corsair', 'lpx red pc4 24000']",,,['16gb'],,,"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Red', 'PC4-24000 (3000)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
268612,"['aluminum', 'aluminum']",,"['flash', 'flash']",,,,,,,,['corsair'],,,['128gb'],,['usb 3 0 pendrive'],,['aluminium waterproof'],,
271241,['2 year warranty'],,,['1tb'],,['sata 6gb s'],,['seek time'],,,,,,['1tb'],,,,,,
271969,['aluminum housing'],,,,,,,,,,,,,['64gb'],,['usb 3 0 pendrive'],,['aluminium epdm'],,
272083,,,,,,,,,,['8x usb3 0 2x'],,,,,,,,,,
272449,['white fans zero'],,['led replaceable'],,,['gtr rs rx480'],,,,,"['white led', 'graphics card models']",,['xfx'],,,,,,,
274617,['desktop computers'],,,,,,,,,,"['silverstone strider gold s full modular 80', 'psu']",,['850w'],,,,,,,
275834,,['stream'],['axrx'],,['gddr5'],,"['1750 mhz', '7000mhz']",['years warranty'],,,['powercolor radeon'],,,['2gb'],['gddr5'],['hdmi dvi d dl'],,,['rx 550'],
278206,,,,['support for x series'],,['sata ports'],,,,,['rog rampage'],,,,['ddr4'],['sata3 u 2'],,,"['vi extreme', '2066']",
278873,['year warranty'],,,,"['speed', 'ddr3 ddr4 controller integrated iris dx12 graphics']",,,,,,,,['intel'],,,,,,,
281455,"['hbm2 stream', 'hbm2 stream']",,['red pack'],,,,"['8192mb', '800mhz', '800mhz']",,,,,,,['8gb'],,,,,,['radeon rx vega']
281640,,,['socket compatibility'],,,,,,,,['copper base'],['nitrogon cpu'],['silverstone'],['nt06 pro'],,,,,,
281798,,,['amd'],,,,,,,['8470d 800mhz 65w cpu 2'],,,,,,,"['8ghz', '8470d 800mhz']",,,['amd a4 7300 fm2 richland dual core']
285976,['air series led'],,['corsair'],,,,,,,,"['corsair quiet led fan', 'single pack']",,,['140mm'],,,,,,
288998,['connectors super'],,,['150cm'],,"['usb 3 0 cable type a', 'male to type a']",,,,,,,,,,,,['Black'],,
290339,,,['socket compatibility'],,,,,,,,,,['cooler master'],,,,,,['hyper 212 evo'],
291177,['multi monitor solution ideal'],,['connect'],,,,,,,,"['slim portable lightweight upto', 'upto 5gbps']",,['com usb'],,,,,,,
292636,['rock canyon consumer segment nuc sports'],,['intel s'],,,,['35v'],,,['intel hd 5500 graphics'],['rock canyon'],,['intel'],,,,,,,['5010u dual core']
293174,,,['1333mhz ram'],,['vdimm'],,['60v'],,,,['corsair'],,,['4gb'],,,"['Non-ECC', 'XMS3 Classic', 'DDR3', 'PC3-10666 (1333)', 'UDIMM (Unbuffered)']",['Heat Spreader'],['classic pc3 10666'],
293221,"['range', '5 year warranty']",,['part'],['4tb'],,['sata 6gb s'],,,,,,,,['4tb'],,,['7200rpm'],,,
296057,['great quality and value power supply'],,,,,,,,,,['psu'],,,['500w evga'],,['12v 120'],,,,
296218,['iops'],,,,,,,,,,['intel 600p'],,,['512gb'],,['0 x4'],,,,
