ids,label,description_lev_sim,description_jac_q3_sim,description_jac_an_sim,description_exact_sim,description_all_missing,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_exact_sim,base_all_missing,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_exact_sim,product_type_all_missing,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_exact_sim,brand_all_missing,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_exact_sim,height_all_missing,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_exact_sim,finish_all_missing,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_exact_sim,category_all_missing,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_exact_sim,material_all_missing,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_exact_sim,style_all_missing,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_exact_sim,title_all_missing,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_exact_sim,color_all_missing,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_exact_sim,shape_all_missing,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_exact_sim,capacity_all_missing
rewo_10406_cdi_1024,0,0.5565476190476191,0.5014164305949008,0.5166666666666667,0,0,0.1470588235294118,0.030303030303030304,0.0,0,0,0.20512820512820518,0.05555555555555555,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.4545454545454546,0.42857142857142855,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.1428571428571429,0.0392156862745098,0.0,0,0,0.2857142857142857,0.3230769230769231,0.2222222222222222,0,0,0.4392523364485982,0.25210084033613445,0.2,0,0,0.12,0.05084745762711865,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_14758_cdi_768,0,0.64576802507837,0.577639751552795,0.6296296296296297,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.5,0.25,0.2,0,0,0.5308641975308642,0.28431372549019607,0.23076923076923078,0,0,0.12068965517241381,0.029411764705882353,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_64681_cdi_5618,0,0.6736842105263158,0.5103092783505154,0.5,0,0,0.8571428571428572,0.7272727272727273,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.18918918918918914,0.14285714285714285,0.0,0,0,0.37209302325581395,0.2265625,0.21052631578947367,0,0,0.08860759493670889,0.023255813953488372,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_49389_cdi_3319,0,0.5938566552901023,0.5304878048780488,0.5263157894736842,0,0,0.5,0.3770491803278688,0.4444444444444444,0,0,0.3142857142857143,0.24074074074074073,0.14285714285714285,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.19999999999999996,0.06451612903225806,0.0,0,0,0.38961038961038963,0.26,0.25,0,0,0.21739130434782605,0.22448979591836735,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_50236_cdi_2962,0,0.8167539267015707,0.7176470588235294,0.703125,0,0,-1.0,-1.0,-1.0,-1,0,0.5319148936170213,0.48148148148148145,0.375,0,0,0.7857142857142857,0.6111111111111112,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.39655172413793105,0.44,0.5555555555555556,0,0,0.125,0.08333333333333333,0.0,0,0,0.4337349397590361,0.25263157894736843,0.2857142857142857,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_3179_cdi_826,0,0.6101694915254237,0.5364431486880467,0.625,0,0,-1.0,-1.0,-1.0,-1,0,0.25,0.08333333333333333,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.24444444444444446,0.21176470588235294,0.16666666666666666,0,0,0.5432098765432098,0.297029702970297,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_3872_cdi_7278,0,0.5823170731707317,0.4494047619047619,0.43333333333333335,0,0,0.5897435897435898,0.42592592592592593,0.5,0,0,0.2777777777777778,0.23809523809523808,0.16666666666666666,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.21212121212121215,0.13333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.4125,0.25,0.23076923076923078,0,0,0.2727272727272727,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_49775_cdi_4403,0,0.26027397260273977,0.17197452229299362,0.10344827586206896,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.2857142857142857,0.08695652173913043,0.0,0,0,0.4,0.18556701030927836,0.13333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_471_cdi_2594,0,0.39862542955326463,0.5958188153310104,0.5918367346938775,0,0,0.33333333333333337,0.125,0.14285714285714285,0,0,0.5714285714285714,0.6111111111111112,0.5,0,0,0.7692307692307692,0.5882352941176471,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.1470588235294118,0.16216216216216217,0.2,0,0,-1.0,-1.0,-1.0,-1,0,0.2142857142857143,0.2413793103448276,0.25,0,0,0.25,0.03278688524590164,0.0,0,0,0.47916666666666663,0.2818181818181818,0.4,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_7293_cdi_5379,0,0.5809523809523809,0.5645645645645646,0.6071428571428571,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.10256410256410253,0.043478260869565216,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.41463414634146345,0.22641509433962265,0.14285714285714285,0,0,0.4320987654320988,0.27184466019417475,0.23076923076923078,0,0,0.2727272727272727,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_22613_cdi_5144,0,0.5018450184501845,0.35842293906810035,0.36,0,0,0.76,0.59375,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,0.19999999999999996,0.03571428571428571,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.49019607843137253,0.5,0,0,0.574468085106383,0.4098360655737705,0.3333333333333333,0,0,0.2184873949579832,0.09558823529411764,0.10526315789473684,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_11854_cdi_5149,0,0.4894736842105263,0.3991031390134529,0.38461538461538464,0,0,0.8181818181818181,0.6666666666666666,0.5,0,0,0.3589743589743589,0.16176470588235295,0.125,0,0,0.1333333333333333,0.03571428571428571,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.17647058823529416,0.08333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.41333333333333333,0.47761194029850745,0.5,0,0,0.7297297297297297,0.6585365853658537,0.8,0,0,0.27884615384615385,0.10077519379844961,0.10526315789473684,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_18307_cdi_5742,0,0.5821428571428571,0.5431309904153354,0.5769230769230769,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.23076923076923073,0.2413793103448276,0.25,0,0,0.5308641975308642,0.30303030303030304,0.23076923076923078,0,0,0.3529411764705882,0.07272727272727272,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_15387_cdi_985,0,0.549520766773163,0.5352941176470588,0.5892857142857143,0,0,0.1470588235294118,0.030303030303030304,0.0,0,0,0.3076923076923077,0.42,0.2857142857142857,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.11428571428571432,0.0273972602739726,0.0,0,0,0.40740740740740744,0.24761904761904763,0.23076923076923078,0,0,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_36355_cdi_5742,0,0.569078947368421,0.45645645645645644,0.4909090909090909,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.25,0.08333333333333333,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.5416666666666667,0.25,0.2,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.383177570093458,0.25862068965517243,0.2,0,0,0.18518518518518523,0.04,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_10379_cdi_3683,0,0.5531914893617021,0.48598130841121495,0.5185185185185185,0,0,0.42592592592592593,0.3384615384615385,0.4444444444444444,0,0,0.4358974358974359,0.43902439024390244,0.4,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5061728395061729,0.2621359223300971,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_6022_cdi_1240,0,0.6456953642384107,0.5415384615384615,0.6037735849056604,0,0,0.5,0.3770491803278688,0.4444444444444444,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.5,0.25,0.2,0,0,0.49382716049382713,0.2621359223300971,0.23076923076923078,0,0,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_7810_cdi_1350,0,0.7623188405797101,0.6187290969899666,0.5172413793103449,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0,0.2857142857142857,0.08653846153846154,0.06666666666666667,0,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,0.125,0.10344827586206896,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.39639639639639634,0.20634920634920634,0.15,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_17148_cdi_486,0,0.6156351791530945,0.5846645367412141,0.6346153846153846,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.2142857142857143,0.2727272727272727,0.16666666666666666,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.4375,0.27450980392156865,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_47564_cdi_1108,0,0.5748299319727892,0.5308641975308642,0.5636363636363636,0,0,0.4464285714285714,0.32857142857142857,0.4,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.14864864864864868,0.0379746835443038,0.0,0,0,0.42307692307692313,0.24786324786324787,0.21428571428571427,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_9123_cdi_2432,0,0.5935251798561151,0.4519230769230769,0.4716981132075472,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.25,0.05,0.0,0,0,0.40740740740740744,0.25742574257425743,0.25,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_41743_cdi_3467,0,0.6733333333333333,0.6123188405797102,0.6739130434782609,0,0,0.12727272727272732,0.02857142857142857,0.0,0,0,0.23880597014925375,0.3950617283950617,0.36363636363636365,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.25,0.1,0.0,0,0,0.41975308641975306,0.26,0.25,0,0,0.3157894736842105,0.1,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_3035_cdi_1211,0,0.5650969529085872,0.547550432276657,0.5666666666666667,0,0,0.1470588235294118,0.030303030303030304,0.0,0,0,0.45833333333333337,0.22580645161290322,0.3333333333333333,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.30952380952380953,0.15517241379310345,0.125,0,0,-1.0,-1.0,-1.0,-1,0,0.4579439252336449,0.26495726495726496,0.2,0,0,0.26315789473684215,0.05063291139240506,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_17058_cdi_967,0,0.4727272727272728,0.4823529411764706,0.5263157894736842,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.20512820512820518,0.05555555555555555,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.49382716049382713,0.2621359223300971,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,0.4,0.36363636363636365,0.25,0,0,-1.0,-1.0,-1.0,-1,1
rewo_19238_cdi_6767,0,0.6617647058823529,0.5202702702702703,0.4807692307692308,0,0,-1.0,-1.0,-1.0,-1,0,0.15217391304347827,0.03225806451612903,0.0,0,0,0.3913043478260869,0.2857142857142857,0.25,0,0,-1.0,-1.0,-1.0,-1,0,0.5789473684210527,0.4782608695652174,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,0.28915662650602414,0.1111111111111111,0.13333333333333333,0,0,0.09090909090909094,0.02564102564102564,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.375,0.37037037037037035,0.6,0,0
rewo_75916_cdi_3431,0,0.6776556776556777,0.5374592833876222,0.4909090909090909,0,0,-1.0,-1.0,-1.0,-1,0,0.34375,0.2702702702702703,0.3333333333333333,0,0,0.26086956521739135,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.09999999999999998,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.6764705882352942,0.6052631578947368,0.5,0,0,0.30597014925373134,0.1610738255033557,0.14285714285714285,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_78294_cdi_5156,0,0.4285714285714286,0.4666666666666667,0.4117647058823529,0,0,0.76,0.59375,0.3333333333333333,0,0,0.1724137931034483,0.05555555555555555,0.0,0,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,0.12,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3392857142857143,0.27419354838709675,0.16666666666666666,0,0,0.06521739130434778,0.06666666666666667,0.0,0,0,0.359375,0.2109375,0.21052631578947367,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_19280_cdi_6183,0,0.7877984084880636,0.7032640949554896,0.6451612903225806,0,0,-1.0,-1.0,-1.0,-1,1,0.6557377049180328,0.47368421052631576,0.4444444444444444,0,0,0.7692307692307692,0.5882352941176471,0.5,0,0,0.3214285714285714,0.3225806451612903,0.42857142857142855,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.3508771929824561,0.375,0,0,0.2808988764044944,0.2072072072072072,0.08333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_36562_cdi_6007,0,0.5771604938271605,0.5043988269794721,0.5344827586206896,0,0,0.18000000000000005,0.028169014084507043,0.0,0,0,0.25,0.08333333333333333,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.32352941176470584,0.0784313725490196,0.0,0,0,0.19753086419753085,0.14772727272727273,0.16666666666666666,0,0,0.4,0.2549019607843137,0.23076923076923078,0,0,0.2941176470588235,0.08196721311475409,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_4261_cdi_4572,0,0.663716814159292,0.5037037037037037,0.45454545454545453,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33720930232558144,0.11627906976744186,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_9086_cdi_2714,0,0.5727848101265822,0.5100864553314121,0.5789473684210527,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.3142857142857143,0.21666666666666667,0.125,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.25,0.1,0.0,0,0,0.4125,0.25,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,0.25,0.1,0.0,0,0,-1.0,-1.0,-1.0,-1,1
rewo_1135_cdi_975,0,0.5792880258899676,0.5858585858585859,0.64,0,0,0.1470588235294118,0.030303030303030304,0.0,0,0,0.25,0.21621621621621623,0.2,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.5185185185185186,0.27184466019417475,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1
rewo_37801_cdi_5059,0,0.4882075471698113,0.5441176470588235,0.6181818181818182,0,0,0.17500000000000004,0.028169014084507043,0.0,0,0,0.4444444444444444,0.23636363636363636,0.14285714285714285,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.2777777777777778,0.06818181818181818,0.0,0,0,0.05084745762711862,0.0625,0.06666666666666667,0,0,0.44999999999999996,0.27722772277227725,0.23076923076923078,0,0,0.26315789473684215,0.027777777777777776,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_54718_cdi_3251,0,0.5421686746987953,0.3247863247863248,0.2857142857142857,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.30952380952380953,0.0990990990990991,0.13333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_17675_cdi_192,0,0.6228070175438596,0.5746268656716418,0.45454545454545453,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.7692307692307692,0.5882352941176471,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.367816091954023,0.18548387096774194,0.1875,0,0,-1.0,-1.0,-1.0,-1,1,0.4285714285714286,0.13333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,1
rewo_7495_cdi_5146,0,0.4814814814814815,0.3896551724137931,0.42857142857142855,0,0,0.76,0.59375,0.3333333333333333,0,0,0.13157894736842102,0.06818181818181818,0.0,0,0,0.19999999999999996,0.03571428571428571,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.4545454545454546,0.42857142857142855,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.6133333333333333,0.5405405405405406,0.5,0,0,0.5135135135135135,0.425531914893617,0.2857142857142857,0,0,0.21897810218978098,0.08496732026143791,0.09090909090909091,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0
rewo_75407_cdi_4215,0,0.4440677966101695,0.4231974921630094,0.3548387096774194,0,0,0.75,0.717948717948718,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.41025641025641024,0.2962962962962963,0.14285714285714285,0,0,0.3978494623655914,0.1826086956521739,0.16666666666666666,0,0,0.2941176470588235,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_71662_cdi_5157,0,0.2920792079207921,0.3723849372384937,0.3023255813953488,0,0,0.6428571428571428,0.5454545454545454,0.3333333333333333,0,0,0.4390243902439024,0.28125,0.09090909090909091,0,0,0.8333333333333334,0.6818181818181818,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.22807017543859648,0.2,0,0,0.18918918918918914,0.14285714285714285,0.0,0,0,0.4095238095238095,0.25688073394495414,0.23529411764705882,0,0,0.2857142857142857,0.13333333333333333,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_15302_cdi_1366,0,0.5256797583081572,0.4954128440366973,0.5370370370370371,0,0,0.18867924528301883,0.023255813953488372,0.0,0,0,0.3529411764705882,0.24,0.14285714285714285,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.3846153846153846,0.375,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.17142857142857137,0.21875,0.1111111111111111,0,0,0.4320987654320988,0.27184466019417475,0.23076923076923078,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_3872_cdi_1095,0,0.5365853658536586,0.5,0.49206349206349204,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,0.15384615384615385,0.038461538461538464,0.0,0,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.18181818181818177,0.06976744186046512,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.42500000000000004,0.2621359223300971,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,0.6,0.5652173913043478,0.5,0,0,-1.0,-1.0,-1.0,-1,1
rewo_17372_cdi_908,0,0.6463022508038585,0.5838509316770186,0.6296296296296297,0,0,0.4067796610169492,0.323943661971831,0.4,0,0,-1.0,-1.0,-1.0,-1,0,0.7857142857142857,0.6111111111111112,0.5,0,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.07142857142857142,0.0,0,0,0.15000000000000002,0.17073170731707318,0.2,0,0,0.45679012345679015,0.28431372549019607,0.23076923076923078,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
