id,hotel_name,address_street,address_locality,phone_number,stars,price_range_in_euro,number_rooms,room_types,hotel_style,rating,count_reviews,user_rating,ta_certificate_of_excellence,ta_travelers_choice,suites,family_rooms,accessible_rooms,non_smoking_rooms,kitchenette,hotel_style_business,hotel_style_luxury,hotel_style_romantic,hotel_style_family,hotel_style_spa,hotel_style_onsen,price_range_lower,price_range_upper,hotel_name-href,all_hotel_details_link-href
1626,Crispi Relax,Via Francesco Crispi 36,00187 Rome,,0.0,,,nan,nan,"#865 of 1,251 Specialty Lodging in Rome",11.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d13195876-Reviews-Crispi_Relax-Rome_Lazio.html,
1627,The Yellow,Via Palestro 51,00185 Rome,00 39 06 446 3554,3.0,26 - 126,40.0,Non-Smoking,nan,"#51 of 1,251 Specialty Lodging in Rome",1532.0,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,26.0,126.0,https://www.tripadvisor.com/Hotel_Review-g187791-d581021-Reviews-The_Yellow-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d581021-Reviews-The_Yellow-Rome_Lazio.html#ABOUT_TAB
1628,Bed & Breakfast Attico Aurelio,Piazza Irnerio 47,00165 Rome,,0.0,78 - 131,3.0,nan,nan,"#1,257 of 3,898 B&Bs / Inns in Rome",21.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,78.0,131.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10403783-Reviews-Bed_Breakfast_Attico_Aurelio-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10403783-Reviews-Bed_Breakfast_Attico_Aurelio-Rome_Lazio.html#ABOUT_TAB
1629,Grand Hotel del Gianicolo,Viale delle Mura Gianicolensi 107,00152 Rome,,4.0,51 - 379,48.0,"Non-Smoking, Family ",Luxury,"#479 of 1,272 Hotels in Rome",521.0,4.0,False,False,False,True,False,True,False,False,True,False,False,False,False,51.0,379.0,https://www.tripadvisor.com/Hotel_Review-g187791-d529816-Reviews-Grand_Hotel_del_Gianicolo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d529816-Reviews-Grand_Hotel_del_Gianicolo-Rome_Lazio.html#ABOUT_TAB
1630,Trivium Suites Fontana di Trevi,Vicolo Dei Modelli 80,00187 Rome,,0.0,95 - 182,3.0,"Suites, Non-Smoking",nan,"#992 of 3,898 B&Bs / Inns in Rome",24.0,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,95.0,182.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12380039-Reviews-Trivium_Suites_Fontana_di_Trevi-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12380039-Reviews-Trivium_Suites_Fontana_di_Trevi-Rome_Lazio.html#ABOUT_TAB
1631,Bed and Breakfast Le Petite Fleur,Via Suor Maria Agostina 4,00166 Rome,,0.0,,3.0,"Suites, Non-Smoking, Family ",nan,"#3,052 of 3,898 B&Bs / Inns in Rome",5.0,3.5,False,False,True,True,False,True,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d9798201-Reviews-Bed_and_Breakfast_Le_Petite_Fleur-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d9798201-Reviews-Bed_and_Breakfast_Le_Petite_Fleur-Rome_Lazio.html#ABOUT_TAB
1632,B&B MSG Roma,"Via Amiterno, 3",00145 Rome,,0.0,48 - 107,4.0,"Suites, Kitchenette ",nan,"#3,031 of 3,898 B&Bs / Inns in Rome",29.0,3.0,False,False,True,False,False,False,True,False,False,False,False,False,False,48.0,107.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8862099-Reviews-B_B_MSG_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8862099-Reviews-B_B_MSG_Roma-Rome_Lazio.html#ABOUT_TAB
1633,Argentina Suites Inn,Piazza Dell'Enciclopedia Italiana 53,00186 Rome,,0.0,,,nan,nan,"#2,657 of 3,898 B&Bs / Inns in Rome",14.0,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7204044-Reviews-Argentina_Suites_Inn-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7204044-Reviews-Argentina_Suites_Inn-Rome_Lazio.html#ABOUT_TAB
1634,Youth Station Hostel,Via Livorno 5,00162 Rome,,1.0,23 - 94,30.0,nan,nan,"#944 of 1,251 Specialty Lodging in Rome",153.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,23.0,94.0,https://www.tripadvisor.com/Hotel_Review-g187791-d308240-Reviews-Youth_Station_Hostel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d308240-Reviews-Youth_Station_Hostel-Rome_Lazio.html#ABOUT_TAB
1635,B&B Coffee Room Regina Margherita,Viale Regina Margherita 191,00198 Rome,,0.0,,,nan,nan,"#925 of 1,251 Specialty Lodging in Rome",1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10537102-Reviews-B_B_Coffee_Room_Regina_Margherita-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10537102-Reviews-B_B_Coffee_Room_Regina_Margherita-Rome_Lazio.html#ABOUT_TAB
1636,B&B Domus Temporis,Via Giorgio Scalia 40,00136 Rome,,0.0,73 - 103,,nan,nan,"#1,495 of 3,898 B&Bs / Inns in Rome",20.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,73.0,103.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8667459-Reviews-B_B_Domus_Temporis-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8667459-Reviews-B_B_Domus_Temporis-Rome_Lazio.html#ABOUT_TAB
1637,Quasi Quasi Dormo Qui B&B,Circonvallazione Appia 41,00179 Rome,,0.0,53 - 91,3.0,nan,nan,"#1,566 of 3,898 B&Bs / Inns in Rome",14.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,53.0,91.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10245282-Reviews-Quasi_Quasi_Dormo_Qui_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10245282-Reviews-Quasi_Quasi_Dormo_Qui_B_B-Rome_Lazio.html#ABOUT_TAB
1638,Domus Quiritum B&B,Via Duilio 7,00192 Rome,,0.0,76 - 150,3.0,"Non-Smoking, Family ",nan,"#52 of 3,898 B&Bs / Inns in Rome",350.0,5.0,False,False,False,True,False,True,False,False,False,False,False,False,False,76.0,150.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2268708-Reviews-Domus_Quiritum_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2268708-Reviews-Domus_Quiritum_B_B-Rome_Lazio.html#ABOUT_TAB
1639,Bruno all'Aurelio,Via Giambattista Pagano 10,00167 Rome,,0.0,,3.0,nan,nan,"#3,197 of 3,898 B&Bs / Inns in Rome",1.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1191470-Reviews-Bruno_all_Aurelio-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1191470-Reviews-Bruno_all_Aurelio-Rome_Lazio.html#ABOUT_TAB
1640,La Casa Felice a San Pietro,Salita di Monte del Gallo 25,00165 Rome,,0.0,50 - 120,4.0,Kitchenette ,nan,"#1,420 of 3,898 B&Bs / Inns in Rome",46.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,50.0,120.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8429410-Reviews-La_Casa_Felice_a_San_Pietro-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8429410-Reviews-La_Casa_Felice_a_San_Pietro-Rome_Lazio.html#ABOUT_TAB
1641,Vatican Leone IV,Via Leone IV 38,00192 Rome,,0.0,52 - 122,4.0,nan,nan,"#629 of 1,251 Specialty Lodging in Rome",14.0,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,52.0,122.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7696030-Reviews-Vatican_Leone_IV-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7696030-Reviews-Vatican_Leone_IV-Rome_Lazio.html#ABOUT_TAB
1642,Art in Accommodation,Via Ferruccio 46,00184 Rome,,3.0,31 - 59,6.0,nan,nan,"#1,001 of 1,251 Specialty Lodging in Rome",129.0,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,31.0,59.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1412658-Reviews-Art_in_Accommodation-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1412658-Reviews-Art_in_Accommodation-Rome_Lazio.html#ABOUT_TAB
1643,Hotel Oriente,Via Dello Statuto 58,00185 Rome,,2.0,46 - 144,26.0,Non-Smoking,nan,"#939 of 1,272 Hotels in Rome",106.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,46.0,144.0,https://www.tripadvisor.com/Hotel_Review-g187791-d554731-Reviews-Hotel_Oriente-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d554731-Reviews-Hotel_Oriente-Rome_Lazio.html#ABOUT_TAB
1644,Casa Celeste,Via Beltrami Scalia 24,00156 Rome,,0.0,52 - 93,5.0,Non-Smoking,nan,"#1,301 of 3,898 B&Bs / Inns in Rome",39.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,52.0,93.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6157785-Reviews-Casa_Celeste-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6157785-Reviews-Casa_Celeste-Rome_Lazio.html#ABOUT_TAB
1645,Girasole Guest House,Via Ricasoli 7,00185 Rome,,0.0,,11.0,"Non-Smoking, Family ",nan,"#2,442 of 3,898 B&Bs / Inns in Rome",13.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d3962969-Reviews-Girasole_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3962969-Reviews-Girasole_Guest_House-Rome_Lazio.html#ABOUT_TAB
1646,B&B Roma Domus Dei Consoli,viale dei Consoli 191,00000 Rome,,0.0,48 - 141,4.0,"Suites, Non-Smoking",nan,"#356 of 3,898 B&Bs / Inns in Rome",119.0,4.5,False,False,True,False,False,True,False,False,False,False,False,False,False,48.0,141.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3596322-Reviews-B_B_Roma_Domus_Dei_Consoli-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3596322-Reviews-B_B_Roma_Domus_Dei_Consoli-Rome_Lazio.html#ABOUT_TAB
1647,Etruria Relais & Wine,Via Etruria 37,00183 Rome,,4.0,69 - 119,5.0,"Suites, Kitchenette, Non-Smoking, Family ",nan,"#1,516 of 3,898 B&Bs / Inns in Rome",19.0,4.5,False,False,True,True,False,True,True,False,False,False,False,False,False,69.0,119.0,https://www.tripadvisor.com/Hotel_Review-g187791-d9808021-Reviews-Etruria_Relais_Wine-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d9808021-Reviews-Etruria_Relais_Wine-Rome_Lazio.html#ABOUT_TAB
1648,Crossing Condotti,Via Mario de' Fiori 28,00187 Rome,00 39 06 9480 4273,4.0,236 - 460,9.0,"Suites, Non-Smoking, Family ",nan,"#51 of 3,898 B&Bs / Inns in Rome",411.0,5.0,True,False,True,True,False,True,False,False,False,False,False,False,False,236.0,460.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1078247-Reviews-Crossing_Condotti-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1078247-Reviews-Crossing_Condotti-Rome_Lazio.html#ABOUT_TAB
1649,Adelina Guesthouse,Piazza di Porta Maggiore 20,00185 Rome,,0.0,80 - 177,6.0,Non-Smoking,nan,"#313 of 3,898 B&Bs / Inns in Rome",57.0,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,80.0,177.0,https://www.tripadvisor.com/Hotel_Review-g187791-d9756091-Reviews-Adelina_Guesthouse-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d9756091-Reviews-Adelina_Guesthouse-Rome_Lazio.html#ABOUT_TAB
1650,Coffee And The City,Via Roccapriora 44,00179 Rome,,0.0,53 - 81,3.0,"Suites, Non-Smoking, Family ",nan,"#401 of 3,898 B&Bs / Inns in Rome",71.0,5.0,False,False,True,True,False,True,False,False,False,False,False,False,False,53.0,81.0,https://www.tripadvisor.com/Hotel_Review-g187791-d9793163-Reviews-Coffee_And_The_City-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d9793163-Reviews-Coffee_And_The_City-Rome_Lazio.html#ABOUT_TAB
1651,Navona Theatre Hotel,Vicolo Dei Granari 3,00186 Rome,,3.0,101 - 355,11.0,"Suites, Non-Smoking",nan,"#559 of 3,898 B&Bs / Inns in Rome",146.0,4.5,True,False,True,False,False,True,False,False,False,False,False,False,False,101.0,355.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8714416-Reviews-Navona_Theatre_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8714416-Reviews-Navona_Theatre_Hotel-Rome_Lazio.html#ABOUT_TAB
1652,Hotel Casale dei Massimi,Via della Pisana 952,00163 Rome,,2.0,39 - 63,18.0,Non-Smoking,nan,"#1,140 of 1,272 Hotels in Rome",210.0,2.5,False,False,False,False,False,True,False,False,False,False,False,False,False,39.0,63.0,https://www.tripadvisor.com/Hotel_Review-g187791-d529335-Reviews-Hotel_Casale_dei_Massimi-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d529335-Reviews-Hotel_Casale_dei_Massimi-Rome_Lazio.html#ABOUT_TAB
1653,Natural Guest House,Via Degli Anamari 20,00185 Rome,,0.0,,5.0,"Kitchenette ,  Location Italy ",nan,"#3,494 of 3,898 B&Bs / Inns in Rome",35.0,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d2313826-Reviews-Natural_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2313826-Reviews-Natural_Guest_House-Rome_Lazio.html#ABOUT_TAB
1654,Ani B&B,Via Emanule Filiberto 166,00182 Rome,,3.0,51 - 119,3.0,Non-Smoking,nan,"#1,637 of 3,898 B&Bs / Inns in Rome",32.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,51.0,119.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2397583-Reviews-Ani_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2397583-Reviews-Ani_B_B-Rome_Lazio.html#ABOUT_TAB
1655,B&B Jonio Roma,"Via di Valle Melaina 61, Scala A, Interno 9",00139 Rome,,0.0,55 - 122,3.0,nan,nan,"#461 of 1,251 Specialty Lodging in Rome",4.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,55.0,122.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12795979-Reviews-B_B_Jonio_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12795979-Reviews-B_B_Jonio_Roma-Rome_Lazio.html#ABOUT_TAB
1656,B&B Casa Romana,"Via Di Torre Gaia, 37/A",00100 Rome,,0.0,,,nan,nan,,7482.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d14002460-Reviews-B_B_Casa_Romana-Rome_Lazio.html,
1657,Portrait Roma,"Via Bocca di Leone, 23",00187 Rome,,4.0,503 - 1,14.0,"Kitchenette, Non-Smoking, Suites, Family ","Luxury, Family, Romantic, Business","#2 of 1,272 Hotels in Rome",831.0,5.0,True,True,True,True,False,True,True,True,True,True,True,False,False,503.0,1.0,https://www.tripadvisor.com/Hotel_Review-g187791-d601432-Reviews-Portrait_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d601432-Reviews-Portrait_Roma-Rome_Lazio.html#ABOUT_TAB
1658,Bread and Roses B&B,Via Silla 3,00192 Rome,,0.0,50 - 150,3.0,Suites ,nan,"#1,244 of 3,898 B&Bs / Inns in Rome",30.0,4.5,False,False,True,False,False,False,False,False,False,False,False,False,False,50.0,150.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3905114-Reviews-Bread_and_Roses_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3905114-Reviews-Bread_and_Roses_B_B-Rome_Lazio.html#ABOUT_TAB
1659,B&B Mazzini- Affittacamere Mazzini,Via Giuseppe Andreoli 2,00195 Rome,,2.0,76 - 209,5.0,Family ,nan,"#2,031 of 3,898 B&Bs / Inns in Rome",13.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,76.0,209.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3784837-Reviews-B_B_Mazzini_Affittacamere_Mazzini-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3784837-Reviews-B_B_Mazzini_Affittacamere_Mazzini-Rome_Lazio.html#ABOUT_TAB
1660,Clover Guestrooms,Via Filippo Turati 48,00185 Rome,,0.0,42 - 67,3.0,"Kitchenette, Non-Smoking",nan,"#1,546 of 3,898 B&Bs / Inns in Rome",39.0,4.5,False,False,False,False,False,True,True,False,False,False,False,False,False,42.0,67.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2325334-Reviews-Clover_Guestrooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2325334-Reviews-Clover_Guestrooms-Rome_Lazio.html#ABOUT_TAB
1661,H&h,Via Luigi Luzzatti 25,00185 Rome,,1.0,,10.0,Family ,nan,"#952 of 1,251 Specialty Lodging in Rome",6.0,2.5,False,False,False,True,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7734878-Reviews-H_h-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7734878-Reviews-H_h-Rome_Lazio.html#ABOUT_TAB
1662,A 2 Passi dai Musei Guest House,Via Francesco Caracciolo 30,00192 Rome,,0.0,68 - 152,3.0,Non-Smoking,nan,"#1,206 of 3,898 B&Bs / Inns in Rome",21.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,68.0,152.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12102165-Reviews-A_2_Passi_dai_Musei_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12102165-Reviews-A_2_Passi_dai_Musei_Guest_House-Rome_Lazio.html#ABOUT_TAB
1663,Homs Hotel,Via della Vite 71/72,00187 Rome,,4.0,115 - 307,53.0,"Non-Smoking, Suites ",Luxury,"#571 of 1,272 Hotels in Rome",596.0,3.5,False,False,True,False,False,True,False,False,True,False,False,False,False,115.0,307.0,https://www.tripadvisor.com/Hotel_Review-g187791-d236175-Reviews-Homs_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d236175-Reviews-Homs_Hotel-Rome_Lazio.html#ABOUT_TAB
1664,La Casa In Prati,Via Emilio Faa' di Bruno 30,00195 Rome,,0.0,56 - 109,4.0,"Suites, Kitchenette, Family ",nan,"#1,023 of 3,898 B&Bs / Inns in Rome",36.0,4.5,False,False,True,True,False,False,True,False,False,False,False,False,False,56.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6372654-Reviews-La_Casa_In_Prati-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6372654-Reviews-La_Casa_In_Prati-Rome_Lazio.html#ABOUT_TAB
1665,NTB Roma,Via del Leoncino 36,00186 Rome,,0.0,122 - 157,3.0,"Non-Smoking, Kitchenette, Family ",nan,"#918 of 3,898 B&Bs / Inns in Rome",72.0,4.5,False,False,False,True,False,True,True,False,False,False,False,False,False,122.0,157.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2335929-Reviews-NTB_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2335929-Reviews-NTB_Roma-Rome_Lazio.html#ABOUT_TAB
1666,Bed & Breakfast Il Salotto Letterario,Via Sabazio 34,00199 Rome,,0.0,,,nan,nan,"#2,939 of 3,898 B&Bs / Inns in Rome",1.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d7650542-Reviews-Bed_Breakfast_Il_Salotto_Letterario-Rome_Lazio.html,
1667,Grand Hotel Via Veneto,Via Vittorio Veneto 155,00187 Rome,,5.0,178 - 988,116.0,"Suites, Non-Smoking, Family, Accessible ","Spa, Business, Luxury, Family, Romantic","#185 of 1,272 Hotels in Rome",1018.0,4.5,True,False,True,True,True,True,False,True,True,True,True,True,False,178.0,988.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1533880-Reviews-Grand_Hotel_Via_Veneto-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1533880-Reviews-Grand_Hotel_Via_Veneto-Rome_Lazio.html#ABOUT_TAB
1668,Luxury Rooms B&B,Via Sicilia 141,00187 Rome,,2.0,,9.0,Non-Smoking,nan,"#2,189 of 3,898 B&Bs / Inns in Rome",61.0,3.5,False,False,False,False,False,True,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d3652151-Reviews-Luxury_Rooms_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3652151-Reviews-Luxury_Rooms_B_B-Rome_Lazio.html#ABOUT_TAB
1669,Casa Ponte Sisto,Via della Trinita' Dei Pellegrini 11,00186 Rome,,0.0,85 - 165,6.0,"Non-Smoking, Family ",nan,"#915 of 3,898 B&Bs / Inns in Rome",102.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,85.0,165.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7205082-Reviews-Casa_Ponte_Sisto-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7205082-Reviews-Casa_Ponte_Sisto-Rome_Lazio.html#ABOUT_TAB
1670,Regiaroma,Via Enrico Cialdini 13,00185 Rome,,0.0,,,nan,nan,"#3,555 of 3,898 B&Bs / Inns in Rome",20.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d4699048-Reviews-Regiaroma-Rome_Lazio.html,
1671,B&B Trastevere Station,Via Pietro Manzi 2,00153 Rome,,0.0,63 - 78,3.0,nan,nan,"#1,298 of 3,898 B&Bs / Inns in Rome",122.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,78.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1937555-Reviews-B_B_Trastevere_Station-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1937555-Reviews-B_B_Trastevere_Station-Rome_Lazio.html#ABOUT_TAB
1672,Vatican's Angelo,Via Angelo Emo 131,00136 Rome,,0.0,58 - 98,3.0,Kitchenette ,nan,"#1,739 of 3,898 B&Bs / Inns in Rome",13.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,58.0,98.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7166010-Reviews-Vatican_s_Angelo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7166010-Reviews-Vatican_s_Angelo-Rome_Lazio.html#ABOUT_TAB
1673,Hotel Donatello,Via di Porta Maggiore 83,00185 Rome,,3.0,57 - 123,50.0,"Non-Smoking, Accessible ",nan,"#448 of 1,272 Hotels in Rome",752.0,3.5,False,False,False,False,True,True,False,False,False,False,False,False,False,57.0,123.0,https://www.tripadvisor.com/Hotel_Review-g187791-d231286-Reviews-Hotel_Donatello-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d231286-Reviews-Hotel_Donatello-Rome_Lazio.html#ABOUT_TAB
1674,Tokyo Hotel,Via Marsala 64,00185 Rome,,1.0,36 - 257,5.0,Family ,nan,"#2,967 of 3,898 B&Bs / Inns in Rome",78.0,3.0,False,False,False,True,False,False,False,False,False,False,False,False,False,36.0,257.0,https://www.tripadvisor.com/Hotel_Review-g187791-d650859-Reviews-Tokyo_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d650859-Reviews-Tokyo_Hotel-Rome_Lazio.html#ABOUT_TAB
1675,Navona Charme Suite,Via Della Fossa 15,00000 Rome,,0.0,,,nan,nan,"#3,000 of 3,898 B&Bs / Inns in Rome",1.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d14120576-Reviews-Navona_Charme_Suite-Rome_Lazio.html,
1676,Tiburtina Garden,Via Vacuna 111,00157 Rome,,0.0,74 - 97,4.0,"Non-Smoking, Family ",nan,"#692 of 3,898 B&Bs / Inns in Rome",36.0,5.0,False,False,False,True,False,True,False,False,False,False,False,False,False,74.0,97.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8621998-Reviews-Tiburtina_Garden-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8621998-Reviews-Tiburtina_Garden-Rome_Lazio.html#ABOUT_TAB
1677,Vesuvio (Vincenzo Cecchini),Via Dei Rinuccini n. 35,00148 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d567654-Reviews-Vesuvio_Vincenzo_Cecchini-Rome_Lazio.html,
1678,Buonarroti Guest House,Via Buonarroti 18,00185 Rome,,0.0,47 - 136,,Non-Smoking,nan,"#516 of 3,898 B&Bs / Inns in Rome",62.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,47.0,136.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6483192-Reviews-Buonarroti_Guest_House-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6483192-Reviews-Buonarroti_Guest_House-Rome_Lazio.html#ABOUT_TAB
1679,B&B Vatican's Keys,Via Sebastiano Veniero 31,00192 Rome,,3.0,67 - 122,3.0,"Suites, Non-Smoking, Family, Kitchenette, Accessible ",nan,"#923 of 3,898 B&Bs / Inns in Rome",57.0,4.5,True,False,True,True,True,True,True,False,False,False,False,False,False,67.0,122.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7892347-Reviews-B_B_Vatican_s_Keys-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7892347-Reviews-B_B_Vatican_s_Keys-Rome_Lazio.html#ABOUT_TAB
1680,B&B Casa Emme,"Via Santa Croce in Gerusalemme 5, Sc. B, Int. 3",00185 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d12865921-Reviews-B_B_Casa_Emme-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12865921-Reviews-B_B_Casa_Emme-Rome_Lazio.html#ABOUT_TAB
1681,Locanderia B&B,Via Iside 3,00184 Rome,,0.0,61 - 426,3.0,"Non-Smoking, Family ",nan,"#1,106 of 3,898 B&Bs / Inns in Rome",73.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,61.0,426.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4722876-Reviews-Locanderia_B_B-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4722876-Reviews-Locanderia_B_B-Rome_Lazio.html#ABOUT_TAB
