ids,label,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_rel_jac_an_sim,finish_containment_sim,finish_exact_sim,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_rel_jac_an_sim,shape_containment_sim,shape_exact_sim,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_rel_jac_an_sim,color_containment_sim,color_exact_sim,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_rel_jac_an_sim,base_containment_sim,base_exact_sim,style_cosine_tfidf_sim,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_rel_jac_an_sim,style_containment_sim,style_exact_sim,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_rel_jac_an_sim,height_containment_sim,height_exact_sim,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_rel_jac_an_sim,category_containment_sim,category_exact_sim,title_cosine_tfidf_sim,title_lev_sim,title_jac_q3_sim,title_jac_an_sim,title_rel_jac_an_sim,title_containment_sim,title_exact_sim,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_rel_jac_an_sim,capacity_containment_sim,capacity_exact_sim,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_rel_jac_an_sim,material_containment_sim,material_exact_sim,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_rel_jac_an_sim,brand_containment_sim,brand_exact_sim,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_rel_jac_an_sim,product_type_containment_sim,product_type_exact_sim
katom_15292_rewo_43315,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4375,0.20833333333333334,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22795917984303343,0.4909647394239235,0.504778972520908,0.41904761904761906,0.425,0.509090909090909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.03125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30434782608695654,0.2222222222222222,0.25,0.25,0.6666666666666666,0.0
katom_15292_rewo_45448,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2496820614809041,0.4909647394239235,0.4853643966547192,0.41904761904761906,0.425,0.509090909090909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4782608695652174,0.39655172413793105,0.3333333333333333,0.3333333333333333,0.6,0.0
katom_16235_rewo_45448,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.6578958137703202,0.13636363636363635,0.17391304347826086,0.25,0.25,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2545496372843095,0.3940248762711692,0.5294884327142392,0.5789473684210527,0.5666666666666667,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.368421052631579,0.1875,0.2222222222222222,0.2222222222222222,0.4,0.0
katom_12945_rewo_43917,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2553809958406021,0.6343549536707056,0.4368279569892473,0.41250000000000003,0.4533333333333333,0.7,-1.0,0.21052631578947367,0.2413793103448276,0.3333333333333333,0.3333333333333333,0.5,0.0,0.21739130434782605,0.4146341463414634,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.045454545454545456,0.0,0.0,0.0,0.0
katom_12947_rewo_43917,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.08108108108108103,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25922429367236205,0.6104565846295751,0.46349745331069603,0.41250000000000003,0.4533333333333333,0.7,-1.0,0.42105263157894735,0.34782608695652173,0.5,0.5,1.0,0.0,0.21739130434782605,0.4146341463414634,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.045454545454545456,0.0,0.0,0.0,0.0
katom_5147_rewo_20242,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,0.5,0.0,0.5,0.0,0.0,0.571171636638426,0.31818181818181823,0.2,0.25,0.25,0.6666666666666666,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6532888047515674,0.604730933713471,0.6219245489338435,0.6285714285714286,0.595,0.6461538461538462,-1.0,0.8823529411764706,0.8,0.8,0.8,1.0,0.0,0.7142857142857143,0.625,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_9554_rewo_10835,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.35294117647058826,0.5,0.5,0.8333333333333334,0.0,0.625,0.5,0.0,0.5,0.0,0.0,0.319176811991275,0.22807017543859653,0.12857142857142856,0.2,0.2,0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2907384922950897,0.6343549536707056,0.5749219562955254,0.5,0.48571428571428565,0.5384615384615384,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_2841_rewo_10835,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9615384615384616,0.9183673469387755,0.9,0.9,1.0,0.0,0.625,0.5,0.0,0.5,0.0,0.0,0.3854522760287322,0.2682926829268293,0.16666666666666666,0.25,0.25,0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5998532801794986,0.5734141126158231,0.5918314255983351,0.6285714285714286,0.595,0.6461538461538462,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7391304347826086,0.6666666666666666,0.6666666666666666,1.0,0.0
katom_2841_rewo_9540,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34615384615384615,0.2962962962962963,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.0,0.625,0.5,0.0,0.5,0.0,0.0,0.4224232628264414,0.29268292682926833,0.1724137931034483,0.2222222222222222,0.2222222222222222,0.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28652544178285233,0.647050962223806,0.6015335801163405,0.5,0.48571428571428565,0.5384615384615384,-1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7391304347826086,0.6666666666666666,0.6666666666666666,1.0,0.0
katom_2510_rewo_9540,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.5,0.0,0.5,0.0,0.0,0.4237592273563766,0.3076923076923077,0.18292682926829268,0.21428571428571427,0.21428571428571427,0.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29086467355893164,0.5835709194583035,0.5843469063987308,0.5,0.48571428571428565,0.5384615384615384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_5478_rewo_17572,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6768933024223512,0.5192307692307692,0.4074074074074074,0.5,0.5,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1603706343549535,0.07422209534684555,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_4497_rewo_17572,1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9452807601357712,0.8653846153846154,0.8076923076923077,0.875,0.875,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19600855310049886,0.09618230245634803,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_21585_rewo_10995,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19600855310049886,0.08064516129032258,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_5478_rewo_21690,1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.900821396773237,0.7941176470588236,0.7058823529411765,0.8,0.8,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.2087363812239078,0.07912355447352404,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6666666666666666,0.75,0.75,1.0,0.0
katom_4497_rewo_68623,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8927586125111018,0.7894736842105263,0.7192982456140351,0.7777777777777778,0.7777777777777778,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19600855310049886,0.07694584196507842,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_15335_rewo_68623,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6392834287686546,0.4736842105263158,0.3793103448275862,0.4444444444444444,0.4444444444444444,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1603706343549535,0.07624633431085043,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_4497_rewo_35633,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6025499191424906,0.25806451612903225,0.32989690721649484,0.4,0.4,0.8571428571428571,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19600855310049886,0.08064516129032258,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_8710_rewo_35633,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9700697458302389,0.9247311827956989,0.8850574712643678,0.9285714285714286,0.9285714285714286,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19973810273666054,0.09798010250226107,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6666666666666666,0.75,0.75,1.0,0.0
katom_4497_rewo_37826,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6025499191424906,0.25806451612903225,0.32989690721649484,0.4,0.4,0.8571428571428571,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.16928011404133983,0.13717214350316548,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_9263_rewo_37826,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9700697458302389,0.9247311827956989,0.8850574712643678,0.9285714285714286,0.9285714285714286,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.1603706343549535,0.15824710894704808,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_21585_rewo_13468,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7856441845004329,0.42553191489361697,0.4074074074074074,0.5,0.5,0.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.19600855310049886,0.08142812402129658,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6666666666666666,0.75,0.75,1.0,0.0
katom_3657_rewo_13468,0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.900821396773237,0.7941176470588236,0.7058823529411765,0.8,0.8,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.2087363812239078,0.07912355447352404,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_3472_rewo_13468,1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.900821396773237,0.7941176470588236,0.7058823529411765,0.8,0.8,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.18455350778943078,0.08064516129032258,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6666666666666666,0.75,0.75,1.0,0.0
katom_9672_rewo_39696,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6111111111111112,0.35714285714285715,0.0,0.25,0.0,0.0,0.4447206847348776,0.37142857142857144,0.20408163265306123,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.662900035601594,0.5702066999287241,0.632647385984427,0.6285714285714286,0.595,0.6461538461538462,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_5547_rewo_39696,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6111111111111112,0.35714285714285715,0.0,0.25,0.0,0.0,0.30538498195351516,0.2195121951219512,0.12857142857142856,0.2,0.2,0.3333333333333333,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32217417109026314,0.6557377049180327,0.632647385984427,0.5,0.48571428571428565,0.5384615384615384,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_5929_rewo_22759,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,0.5,0.0,0.5,0.0,0.0,0.6666227158098982,0.5081967213114754,0.38028169014084506,0.4,0.4,0.6666666666666666,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.40723328620689836,0.5835709194583035,0.7724957555178268,0.66,0.6263157894736842,0.6461538461538462,-1.0,0.6153846153846154,0.35,0.4,0.4,0.6666666666666666,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_5547_rewo_21946,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1578947368421053,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6111111111111112,0.35714285714285715,0.0,0.25,0.0,0.0,0.3854522760287322,0.2682926829268293,0.16666666666666666,0.25,0.25,0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6254065100984993,0.6893709907341411,0.6451612903225806,0.6285714285714286,0.595,0.6461538461538462,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
katom_20242_rewo_53344,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3999568010964092,0.1842105263157895,0.1388888888888889,0.4,0.4,1.0,0.0,0.6153846153846154,0.47058823529411764,0.6666666666666666,0.6666666666666666,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06026777008106451,0.3460326949164232,0.3161802355350742,0.28695652173913044,0.3090909090909091,0.3818181818181818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katom_871_rewo_72368,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.6551433793494569,0.36363636363636365,0.21428571428571427,0.4,0.4,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2437046284596057,0.4618283716888468,0.5451612903225806,0.5789473684210527,0.5666666666666667,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.509090909090909,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.0
katom_871_rewo_44386,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.5790110633157803,0.3448275862068966,0.34146341463414637,0.5714285714285714,0.5714285714285714,0.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2437046284596057,0.4531794802642985,0.5397636537847333,0.5789473684210527,0.5666666666666667,0.6363636363636364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7272727272727273,0.6666666666666666,0.75,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04347826086956519,0.0,0.0,0.0,0.0,0.0
katom_871_rewo_3345,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.6551433793494569,0.36363636363636365,0.21428571428571427,0.4,0.4,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.621961995985633,0.49002138275124724,0.534471853257432,0.7333333333333333,0.7,0.7636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7272727272727273,0.6666666666666666,0.75,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.0
katom_8020_rewo_3345,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2592592592592593,0.14285714285714285,0.2,0.2,0.5,0.0,0.48734615226318034,0.25806451612903225,0.23529411764705882,0.4,0.4,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21458778455354402,0.506804356113975,0.43758765778401115,0.41904761904761906,0.425,0.509090909090909,-1.0,0.5714285714285714,0.25,0.3333333333333333,0.3333333333333333,0.5,0.0,0.275,0.15873015873015872,0.1111111111111111,0.1111111111111111,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2666666666666667,0.08695652173913043,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0
