ids,label,katom_base,rewo_base,katom_brand,rewo_brand,katom_capacity,rewo_capacity,katom_category,rewo_category,katom_cluster_id,rewo_cluster_id,katom_color,rewo_color,katom_finish,rewo_finish,katom_height,rewo_height,katom_id,rewo_id,katom_material,rewo_material,katom_product_type,rewo_product_type,katom_shape,rewo_shape,katom_style,rewo_style,katom_title,rewo_title
katom_5937_rewo_292,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,1083441,15096,,,'edge front','edge front','16 300' '46.00',,katom_5937,rewo_292,'stainless steel','stainless steel','table' 'flat top','flat top',,,'legs side' 'flat top','table' 'legs side',"36"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st4-3636gbk work table, 36"" - 38"", stainless steel top""@en top | table world""@en "" john 38"""
katom_7375_rewo_292,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,1324526,15096,,,'edge front','edge front','119.00',,katom_7375,rewo_292,'stainless steel','stainless steel','flat top','flat top',,,'table' 'legs side' 'flat top','table' 'legs side',"96"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st4-3636gbk work table, 36"" - 38"", stainless steel top""@en top | table world""@en "" john 38"""
katom_4057_rewo_292,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,752814,15096,,,'edge front','edge front','114.00',,katom_4057,rewo_292,'stainless steel','stainless steel','table' 'flat top','flat top',,,'legs side' 'flat top','table' 'legs side',"120"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st4-3636gbk work table, 36"" - 38"", stainless steel top""@en top | table world""@en "" john 38"""
katom_14478_rewo_15932,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,6006202,752814,,,'60' 'edge front','edge front','77.00',,katom_14478,rewo_15932,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs side' 'flat top','legs side',"60"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-24120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_4057_rewo_15932,1,'open base','open w/side & rear crossrails',john boos,john boos,,,,,752814,752814,,,'edge front','edge front','114.00',,katom_4057,rewo_15932,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs side' 'flat top','legs side',"120"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-24120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_22846_rewo_15932,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,13838337,752814,,,'edge front','edge front','114.00',,katom_22846,rewo_15932,'stainless steel','stainless steel','flat top','table' 'flat top',,,'table' 'legs side' 'flat top','legs side',"120"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-24120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_13858_rewo_15932,0,'open base','open w/side & rear crossrails',john boos,john boos,'30 d',,,,5321735,752814,,,'edge front','edge front','67.00',,katom_13858,rewo_15932,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs side' 'flat top','legs side',"48"" 14-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-24120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_14478_rewo_65688,0,'open base','open w/undershelf',john boos,john boos,,,,,6006202,9981360,,,'60' 'edge front','nsf','77.00',,katom_14478,rewo_65688,'stainless steel','stainless steel','table' 'flat top','table' 'legs fixed undershelf',,,'legs side' 'flat top','flat top',"60"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" tns13 work table, wood top""@en top | maple butcher block table""@en "" john table"
katom_14478_rewo_5908,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,6006202,300484,,,'60' 'edge front',,'77.00',,katom_14478,rewo_5908,'stainless steel','stainless steel','table' 'flat top','table' 'top',,,'legs side' 'flat top','legs side',"60"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st4r5-3672gbk work table, 63"" - 72"", stainless steel top""@en 72"" "" john table top | world""@en"
katom_14478_rewo_70562,0,'open base','open w/side & rear crossrails',john boos,john boos,,,,,6006202,11904190,,,'60' 'edge front','60' 'edge front' 'nsf','77.00',,katom_14478,rewo_70562,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs side' 'flat top','legs side',"60"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" ess116 work table 60 long stainless steel top""@en "" john top | world""@en"
katom_13807_rewo_40514,0,'undershelf','open w/undershelf',john boos,john boos,,'30 d',,,5286585,1763837,,,'edge front',,'82.00',,katom_13807,rewo_40514,'stainless steel','stainless steel','table' 'flat top','table' 'top',,,'legs adjustable undershelf' 'flat top','legs adjustable undershelf',"48"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" st4r5-3096gsk work table, 85"" - 96"", stainless steel top""@en "" john table top | world""@en 96"""
katom_8741_rewo_40514,0,'undershelf','open w/undershelf',john boos,john boos,'30 d','30 d',,,1573432,1763837,'stainless steel adjustable undershelf stainless steel',,'nsf',,'128.00',,katom_8741,rewo_40514,,'stainless steel',,'table' 'top',,,'table 84' 'top' 'backsplash','legs adjustable undershelf',"84"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" st4r5-3096gsk work table, 85"" - 96"", stainless steel top""@en "" john table top | world""@en 96"""
katom_493_rewo_40514,0,,'open w/undershelf',john boos,john boos,'30 d','30 d',,,99530,1763837,,,'60' 'down riser 16' 'stainless steel' 'nsf',,'20 x',,katom_493,rewo_40514,'stainless steel','stainless steel','table' 'top' 'faucet holes','table' 'top',,,'legs adjustable undershelf 1 stainless steel adjustable','legs adjustable undershelf',"60"" work table w/ (1) right sink bowl, stainless""@en stainless ""@en bowl"," "" st4r5-3096gsk work table, 85"" - 96"", stainless steel top""@en "" john table top | world""@en 96"""
katom_13807_rewo_32270,0,'undershelf','open w/undershelf',john boos,john boos,,,,,5286585,1434718,,,'edge front',,'82.00','14 300',katom_13807,rewo_32270,'stainless steel','stainless steel','table' 'flat top','table' 'top' 'legs adjustable undershelf',,,'legs adjustable undershelf' 'flat top','with stallion safety edge front',"48"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" st4-2436ssk work table, 36"" - 38"", stainless steel top""@en top | table world""@en "" john 38"""
katom_13807_rewo_3977,0,'undershelf','open w/side & rear crossrails',john boos,john boos,,,,,5286585,206781,,,'edge front','edge front','82.00',,katom_13807,rewo_3977,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs adjustable undershelf' 'flat top','legs side',"48"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" st6-36108gbk work table, 97"" - 108"", stainless steel top""@en top | table world""@en "" john 108"""
katom_13807_rewo_73309,0,'undershelf','open w/side & rear crossrails',john boos,john boos,,,,,5286585,12966853,,,'edge front','edge front' 'nsf','82.00',,katom_13807,rewo_73309,'stainless steel','stainless steel','table' 'flat top','table' 'flat top',,,'legs adjustable undershelf' 'flat top','legs side',"48"" 16-ga work table w/ undershelf & 300-series stainless flat top""@en top ""@en"," "" s14117 work table 72 long stainless steel top""@en "" john top | world""@en"
katom_10666_rewo_5819,0,,,metro,intermetro,'12 amps','17',,,2318208,296345,,'top mount',,'nsf','12 x 20','12 x 20',katom_10666,rewo_5819,'heating' 'wire slides','heating' 'wire slides' '2000 watts','controls analog thermometer ducted','controls analog thermometer ducted',,,'pan capacity','tempered' 'dutch doors' 'pan capacity',"full-height mobile heated cabinet w/ (17) pan capacity, 120v""@en 120v ""@en capacity"," "" c569-sds-updca heated cabinet, mobile, pass-thru""@en ""  cabinet mobile"
katom_10666_rewo_26779,0,,,metro,intermetro,'12 amps','8',,,2318208,1211821,,,,'nsf','12 x 20','12 x 20',katom_10666,rewo_26779,'heating' 'wire slides','heated holding' 'heating' 'wire slides' '2000 watts','controls analog thermometer ducted','controls analog thermometer ducted',,,'pan capacity','pan capacity',"full-height mobile heated cabinet w/ (17) pan capacity, 120v""@en 120v ""@en capacity"," "" c565-nfs-upfs heated cabinet, mobile, pass-thru""@en pass-thru | cabinets""@en ""  cabinet mobile"
katom_6719_rewo_26779,1,,,metro,intermetro,,'8',,,1211821,1211821,,,'nsf','nsf','12 x 20','12 x 20',katom_6719,rewo_26779,'heating' 'wire slides' '2000 watts','heated holding' 'heating' 'wire slides' '2000 watts','controls analog thermometer ducted','controls analog thermometer ducted',,,'pan capacity','pan capacity',"1/2-height mobile heated cabinet w/ (8) pan capacity, 120v""@en capacity 120v ""@en"," "" c565-nfs-upfs heated cabinet, mobile, pass-thru""@en pass-thru | cabinets""@en ""  cabinet mobile"
katom_6719_rewo_1147,0,,,metro,intermetro,,'18',,,1211821,59302,,,'nsf','nsf','12 x 20',,katom_6719,rewo_1147,'heating' 'wire slides' '2000 watts','heating' 'wire slides' '2000 watts','controls analog thermometer ducted','controls analog thermometer ducted',,,'pan capacity','pan capacity',"1/2-height mobile heated cabinet w/ (8) pan capacity, 120v""@en capacity 120v ""@en"," "" c569-sfc-upfca heated cabinet, mobile, pass-thru""@en ""  cabinet mobile"
katom_6231_rewo_36051,0,'undershelf','open w/undershelf',duk,duk,'5 h riser 96','5 riser 132',,,1130852,1586835,'stainless steel',,,,'181.00',,katom_6231,rewo_36051,'table' 'stainless steel','table' 'stainless steel',,'undershelf and posts',,,'top riser' 'top' 'undershelf posts' 'backsplash','top and riser' 'top' 'gauge type',"96"" 14-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," ""e 314s-24132-5r work table, 121"" - 132"", stainless steel top""@en "" e table 132"" top | worktable open base with backsplash""@en"
katom_8830_rewo_36051,1,'undershelf','open w/undershelf',duk,duk,'5 h riser 132','5 riser 132',,,1586835,1586835,'stainless steel',,,,'252.00',,katom_8830,rewo_36051,,'table' 'stainless steel','undershelf posts','undershelf and posts',,,'table stainless steel' 'top riser' 'top' 'backsplash','top and riser' 'top' 'gauge type',"132"" 14-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en top backsplash ""@en"," ""e 314s-24132-5r work table, 121"" - 132"", stainless steel top""@en "" e table 132"" top | worktable open base with backsplash""@en"
katom_9985_rewo_36051,0,'undershelf','open w/undershelf',duk,duk,'5 h riser 84 long','5 riser 132',,,1783514,1586835,'stainless steel',,,,'160.00',,katom_9985,rewo_36051,'table' 'stainless steel','table' 'stainless steel',,'undershelf and posts',,,'top riser' 'top' 'undershelf posts' '400' 'backsplash','top and riser' 'top' 'gauge type',"84"" 16-ga work table w/ undershelf & 400-series stainless top, 5"" backsplash""@en top backsplash ""@en"," ""e 314s-24132-5r work table, 121"" - 132"", stainless steel top""@en "" e table 132"" top | worktable open base with backsplash""@en"
katom_6231_rewo_24797,1,'undershelf','open w/undershelf',duk,duk,'5 h riser 96','5 riser 96',,,1130852,1130852,'stainless steel','table stainless steel',,,'181.00',,katom_6231,rewo_24797,'table' 'stainless steel',,,,,,'top riser' 'top' 'undershelf posts' 'backsplash','top and riser' 'top' 'undershelf and posts' 'gauge type',"96"" 14-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," ""e 314-2496-5r work table, 85"" - 96"", stainless steel top""@en 96"" "" e table top | worktable open base with backsplash""@en"
katom_1825_rewo_24797,0,'undershelf','open w/undershelf',duk,duk,'5 h riser 132','5 riser 96',,,343359,1130852,'table stainless steel' 'stainless steel','table stainless steel',,,'252.00',,katom_1825,rewo_24797,,,,,,,'work' 'top riser' 'top' 'undershelf posts' 'backsplash','top and riser' 'top' 'undershelf and posts' 'gauge type',"132"" 14-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en top backsplash ""@en"," ""e 314-2496-5r work table, 85"" - 96"", stainless steel top""@en 96"" "" e table top | worktable open base with backsplash""@en"
katom_7961_rewo_24797,0,'undershelf','open w/undershelf',duk,duk,'5 h riser 132','5 riser 96',,,1433439,1130852,'table stainless steel','table stainless steel',,,'252.00',,katom_7961,rewo_24797,'stainless steel',,,,,,'top riser' 'top' 'undershelf posts' 'backsplash','top and riser' 'top' 'undershelf and posts' 'gauge type',"132"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," ""e 314-2496-5r work table, 85"" - 96"", stainless steel top""@en 96"" "" e table top | worktable open base with backsplash""@en"
katom_15565_rewo_80913,0,'undershelf','open w/18 ga undershelf',advance tabco,advance tabco,'18 gauge',,,,7129627,15717363,'bullet feet',,'nsf',,'63.00','16 gauge',katom_15565,rewo_80913,'stainless steel adjustable undershelf stainless steel',,'gauge' 'top','table' 'without splash' 'shelf' 'legs stainless steel' 'bullet feet',,,'table' 'legs with adjustable stainless steel' 'backsplash','top',"30"" 16-ga work table w/ undershelf & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" vss-368 work table, 85"" - 96"", stainless steel top""@en top | table world""@en "" advance 96"""
katom_8451_rewo_23416,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1521466,1073145,,,,,'305.00',,katom_8451,rewo_23416,'stainless steel','soil' 'stainless steel','left to right' 'legs with stainless steel' 'bar only','dishtable l shaped',,,'korner soil' 'soil dishtables' 'corner','legs with crossrails',"107"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-d70-72r dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_5882_rewo_23416,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1073145,1073145,,,,,'230.00',,katom_5882,rewo_23416,'stainless steel','soil' 'stainless steel','soil dishtable l shaped','dishtable l shaped',,,'legs with crossrails' 'soil dishtables' 'dishlanding','legs with crossrails',"71"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-72r dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_13005_rewo_23416,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,4502881,1073145,,,,,'285.00',,katom_13005,rewo_23416,'stainless steel','soil' 'stainless steel','soil dishtable l shaped','dishtable l shaped',,,'legs with crossrails' 'soil dishtables' 'dishlanding','legs with crossrails',"107"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-72r dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_8451_rewo_17969,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1521466,847270,,,,,'305.00',,katom_8451,rewo_17969,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only','left to right' 'legs with' 'bar only',,,'korner soil' 'soil dishtables' 'corner','includes prerinse' 'bar slide' 'two pieces' 'field joint included',"107"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-u30-120l dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_2199_rewo_17969,0,'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,413326,847270,,,,,'16 304 series' '490.00',,katom_2199,rewo_17969,'stainless steel','stainless steel','legs with' 'bar only','left to right' 'legs with' 'bar only',,,'h backsplash with pre rinse' 'includes prerinse' 'bar slide' 'two pieces' 'field joint included' 'soil dishtables','includes prerinse' 'bar slide' 'two pieces' 'field joint included',"soiled r-l dishtable - u shape, stainless legs, 59x108x96"", 16-ga 304-stainless""@en legs shape 59x108x96"" 304-stainless ""@en"," "" dts-u30-120l dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_4594_rewo_17969,1,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,847270,847270,,,,,'550.00',,katom_4594,rewo_17969,'stainless steel','stainless steel','left to right' 'legs with' 'bar only','left to right' 'legs with' 'bar only',,,'includes prerinse' 'bar slide' 'two pieces' 'field joint included' 'soil dishtables','includes prerinse' 'bar slide' 'two pieces' 'field joint included',"soiled l-r dishtable - u shape, stainless legs, 59x108x120"", 16-ga 304-stainless""@en legs shape 304-stainless ""@en 59x108x120"""," "" dts-u30-120l dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_8451_rewo_35602,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1521466,1567945,,,,,'305.00',,katom_8451,rewo_35602,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'korner soil' 'soil dishtables' 'corner',,"107"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-k30-96l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_8707_rewo_35602,1,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1567945,1567945,,,,,'285.00',,katom_8707,rewo_35602,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'soil dishtables' 'corner',,"95"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-k30-96l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_1779_rewo_35602,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,332496,1567945,,,,,'245.00',,katom_1779,rewo_35602,'stainless steel','stainless steel','right to left' 'legs with stainless steel' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'soil dishtables' 'corner',,"71"" r-l korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-k30-96l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_16492_rewo_35602,0,'h backsplash' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,8010912,1567945,,,,,'275.00',,katom_16492,rewo_35602,'stainless steel','stainless steel','left to right' 'legs with' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'island' 'soil dishtables',,"95"" l-r island soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs backsplash ""@en"," "" dts-k30-96l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_23008_rewo_35602,0,'304 series' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,13982639,1567945,,,,,'285.00',,katom_23008,rewo_35602,'stainless steel','stainless steel','legs with stainless steel' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'h backsplash with pre rinse sink stainless steel' 'soil dishtables' 'corner',,"95"" r-l korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-k30-96l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_8451_rewo_34446,1,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1521466,1521466,,,,,'305.00',,katom_8451,rewo_34446,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'korner soil' 'soil dishtables' 'corner',,"107"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en legs ""@en backsplash"," "" dts-k30-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_15635_rewo_34446,0,'h backsplash' 'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,7202953,1521466,,,,,'450.00',,katom_15635,rewo_34446,'stainless steel','stainless steel','left to right' 'legs with' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'includes prerinse' 'bar slide' 'soil dishtables',,"soiled l-r dishtable - u shape, stainless legs, 59x108x72"", 16-ga 304-stainless""@en shape 59x108x72"" legs 304-stainless ""@en"," "" dts-k30-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_9568_rewo_34446,0,'disposer adapter','h backsplash' '304 series' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1713239,1521466,,,,,'220.00',,katom_9568,rewo_34446,'stainless steel','stainless steel','legs with' 'bar only','left to right' 'legs with stainless steel' 'bar only',,,'h backsplash' 'island' 'soil dishtables',,"59"" r-l island soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en backsplash legs ""@en"," "" dts-k30-108l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_5882_rewo_12745,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1073145,611628,,,,,'230.00',,katom_5882,rewo_12745,'stainless steel','stainless steel','soil dishtable l shaped','left to right' 'legs with crossrails',,,'legs with crossrails' 'soil dishtables' 'dishlanding',,"71"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-g70-96l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_3291_rewo_12745,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,611628,611628,,,,,'265.00',,katom_3291,rewo_12745,'stainless steel','stainless steel','left to right' 'legs with crossrails','left to right' 'legs with crossrails',,,'soil dishtables' 'island',,"95"" l-r island soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en legs crossrails 304-stainless ""@en"," "" dts-g70-96l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_3331_rewo_12745,0,'h backsplash','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,617532,611628,,,,,'230.00',,katom_3331,rewo_12745,'stainless steel','stainless steel','left to right','left to right' 'legs with crossrails',,,'legs with no crossrails' 'corner' 'soil dishtables',,"71"" l-r korner soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en backsplash stainless ""@en legs"," "" dts-g70-96l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_13005_rewo_1640,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,4502881,84983,,,,,'285.00',,katom_13005,rewo_1640,'stainless steel','soil' 'stainless steel','soil dishtable l shaped','dishtable l shaped',,,'legs with crossrails' 'soil dishtables' 'dishlanding','legs with crossrails',"107"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-84r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_418_rewo_1640,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,84983,84983,,,,,'250.00',,katom_418,rewo_1640,'stainless steel','soil' 'stainless steel','soil dishtable l shaped','dishtable l shaped',,,'legs with crossrails' 'dishlanding' 'soil dishtables','legs with crossrails',"83"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-84r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_7125_rewo_40287,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1281907,1755696,,,,,'305.00',,katom_7125,rewo_40287,'landing left to right' 'stainless steel','soil' 'stainless steel','soil dishtable l shaped','dishtable l shaped',,,'legs with crossrails' 'dishlanding' 'soil dishtables','legs with crossrails',"119"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-60l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_6452_rewo_40287,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1169652,1755696,,,,,'215.00',,katom_6452,rewo_40287,'stainless steel','soil' 'stainless steel',,'dishtable l shaped',,,'soil dishtable left to right' 'legs with crossrails' 'soil dishtables' 'straight','legs with crossrails',"119"" l-r straight soil dishtable - 10.5"" backsplash, stainless legs, 16-ga stainless""@en legs backsplash ""@en"," "" dts-d70-60l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_2634_rewo_3419,0,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,491250,178120,,,,,'270.00',,katom_2634,rewo_3419,'soil' 'stainless steel','stainless steel','dishtable l shaped','soil dishtable l shaped',,,'legs with no crossrails' 'soil dishtables' 'dishlanding','legs with no crossrails',"95"" l-r dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-48r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_898_rewo_3419,1,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,178120,178120,,,,,'195.00',,katom_898,rewo_3419,'stainless steel','stainless steel','soil dishtable l shaped','soil dishtable l shaped',,,'legs with no crossrails' 'soil dishtables' 'dishlanding','legs with no crossrails',"47"" r-l dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-48r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_2634_rewo_10040,1,'h backsplash','h backsplash',advance tabco,advance tabco,,'dishtable l','dishtables',,491250,491250,,,,,'270.00',,katom_2634,rewo_10040,'soil' 'stainless steel','soil' 'stainless steel','dishtable l shaped',,,,'legs with no crossrails' 'soil dishtables' 'dishlanding','legs with no crossrails',"95"" l-r dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-96l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_6263_rewo_24929,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1136182,1136182,,,,,'230.00',,katom_6263,rewo_24929,'stainless steel','stainless steel','soil dishtable l shaped','soil dishtable l shaped',,,'legs with crossrails' 'soil dishtables' 'dishlanding','legs with crossrails',"71"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-72l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_7180_rewo_24929,0,'h backsplash' '304 series' 'disposer adapter','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1291864,1136182,,,,,'365.00',,katom_7180,rewo_24929,'stainless steel','stainless steel','left to right' 'legs with stainless steel' 'bar only','soil dishtable l shaped',,,'corner' 'soil dishtables','legs with crossrails',"143"" l-r korner soil dishtable - 10.5"" backsplash, stainless legs, 14-ga stainless""@en backsplash ""@en legs"," "" dts-d70-72l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_24772_rewo_24929,0,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,15604788,1136182,,,,,'250.00',,katom_24772,rewo_24929,'stainless steel','stainless steel','left to right','soil dishtable l shaped',,,'legs with crossrails' 'soil dishtables' 'corner','legs with crossrails',"83"" l-r korner soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en crossrails legs 304-stainless ""@en"," "" dts-d70-72l dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
