ids,label,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_exact_sim,style_all_missing,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_exact_sim,shape_all_missing,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_exact_sim,brand_all_missing,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_exact_sim,product_type_all_missing,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_exact_sim,material_all_missing,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_exact_sim,category_all_missing,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_exact_sim,color_all_missing,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_exact_sim,capacity_all_missing,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_exact_sim,height_all_missing,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_exact_sim,finish_all_missing,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_exact_sim,base_all_missing
rewo_17035_cdi_4822,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_62452_cdi_685,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_1463_cdi_1147,0,0.30000000000000004,0.30434782608695654,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.4074074074074074,0.2857142857142857,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_28394_cdi_332,0,0.1707317073170732,0.3,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2558139534883721,0.23404255319148937,0.2857142857142857,0,0,0.5483870967741935,0.4857142857142857,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.16666666666666663,0.1,0.0,0,0,0.0641025641025641,0.078125,0.125,0,0,0.7142857142857143,0.5227272727272727,0.5,0,0
rewo_49397_cdi_475,0,0.6,0.5652173913043478,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.4074074074074074,0.2857142857142857,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.288135593220339,0.24193548387096775,0.25,0,0
rewo_72848_cdi_4738,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_39333_cdi_178,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.15384615384615385,0.038461538461538464,0.0,0,0,0.18181818181818177,0.06976744186046512,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3157894736842105,0.1,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_15822_cdi_2321,0,0.19999999999999996,0.04878048780487805,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_4593_cdi_985,0,0.08571428571428574,0.09090909090909091,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.12068965517241381,0.029411764705882353,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_18763_cdi_4240,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.6176470588235294,0.3673469387755102,0.2857142857142857,0,0,0.4137931034482759,0.43333333333333335,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.18181818181818177,0.0967741935483871,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0
rewo_10856_cdi_1408,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.5,0,0,0.25,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17500000000000004,0.028169014084507043,0.0,0,0
rewo_30717_cdi_39,0,0.18571428571428572,0.05194805194805195,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.28,0.11764705882352941,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_11558_cdi_920,0,0.2264150943396226,0.26153846153846155,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2558139534883721,0.23404255319148937,0.2857142857142857,0,0,0.5483870967741935,0.4857142857142857,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.13888888888888884,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.7142857142857143,0.5227272727272727,0.5,0,0
rewo_10856_cdi_559,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5789473684210527,0.4339622641509434,0.5,0,0
rewo_29072_cdi_3462,0,-1.0,-1.0,-1.0,-1,0,0.5,0.13043478260869565,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.23529411764705888,0.1111111111111111,0.0,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_38252_cdi_4180,0,0.08571428571428574,0.09090909090909091,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.18867924528301883,0.023255813953488372,0.0,0,0
rewo_7293_cdi_3468,0,0.2857142857142857,0.17582417582417584,0.15384615384615385,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.11111111111111116,0.04,0.0,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.2727272727272727,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_76064_cdi_4823,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_39310_cdi_2327,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2075471698113207,0.06097560975609756,0.09090909090909091,0,0
rewo_10379_cdi_319,0,-1.0,-1.0,-1.0,-1,0,0.5454545454545454,0.48,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_21906_cdi_139,0,0.09375,0.0967741935483871,0.1111111111111111,0,0,0.4285714285714286,0.41935483870967744,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_517_cdi_485,0,0.6666666666666667,0.6190476190476191,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.375,0.16129032258064516,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,1,0.23809523809523814,0.2558139534883721,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.35820895522388063,0.2894736842105263,0.4,0,0
rewo_58121_cdi_685,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_20440_cdi_1015,0,0.46153846153846156,0.3898305084745763,0.42857142857142855,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2790697674418605,0.05714285714285714,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0,0,0.125,0.10344827586206896,0.0,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_15446_cdi_920,0,0.18867924528301883,0.2571428571428571,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2558139534883721,0.23404255319148937,0.2857142857142857,0,0,0.5483870967741935,0.4857142857142857,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.13888888888888884,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.7142857142857143,0.5227272727272727,0.5,0,0
rewo_33877_cdi_5148,0,0.7297297297297297,0.6585365853658537,0.8,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.38636363636363635,0.1506849315068493,0.1111111111111111,0,0,0.16000000000000003,0.17647058823529413,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.6428571428571428,0.5454545454545454,0.3333333333333333,0,0
rewo_24582_cdi_879,0,0.7547169811320755,0.7735849056603774,0.8333333333333334,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2325581395348837,0.0625,0.0,0,0,0.16000000000000003,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.11764705882352941,0.0,0,0,0.08333333333333337,0.05,0.0,0,0,0.23529411764705888,0.08333333333333333,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_7569_cdi_605,0,0.5625,0.4,0.2,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.19999999999999996,0.038461538461538464,0.0,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.5,0.28125,0.25,0,0,0.24637681159420288,0.4111111111111111,0.5,0,0
rewo_49130_cdi_3281,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.1428571428571429,0.046511627906976744,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_6092_cdi_5900,0,0.19999999999999996,0.056179775280898875,0.0,0,0,0.30000000000000004,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.20512820512820518,0.05555555555555555,0.0,0,0,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_49395_cdi_6127,0,0.21978021978021978,0.27631578947368424,0.2,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.38235294117647056,0.23214285714285715,0.14285714285714285,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17500000000000004,0.028169014084507043,0.0,0,0
rewo_11177_cdi_3129,0,0.1071428571428571,0.12727272727272726,0.125,0,0,0.6666666666666667,0.5714285714285714,0.5,0,0,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.4074074074074074,0.2857142857142857,0,0,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_27712_cdi_107,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.3142857142857143,0.24074074074074073,0.14285714285714285,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_24969_cdi_35,0,0.17307692307692313,0.2542372881355932,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2558139534883721,0.23404255319148937,0.2857142857142857,0,0,0.6799999999999999,0.6428571428571429,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.13888888888888884,0.075,0.0,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.6578947368421053,0.48936170212765956,0.42857142857142855,0,0
rewo_8902_cdi_2656,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.25,0.08333333333333333,0.0,0,0,0.2777777777777778,0.06818181818181818,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.10344827586206895,0.046153846153846156,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17500000000000004,0.028169014084507043,0.0,0,0
rewo_33796_cdi_642,0,0.08571428571428574,0.09090909090909091,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.17142857142857137,0.19148936170212766,0.16666666666666666,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_72486_cdi_7218,0,0.4285714285714286,0.4126984126984127,0.4444444444444444,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.1578947368421053,0.0625,0.0,0,0
rewo_10485_cdi_651,0,0.7457627118644068,0.5671641791044776,0.625,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2325581395348837,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.125,0.10344827586206896,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_1703_cdi_633,0,0.21153846153846156,0.2608695652173913,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2558139534883721,0.23404255319148937,0.2857142857142857,0,0,0.5483870967741935,0.4857142857142857,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.11111111111111116,0.07692307692307693,0.0,0,0,0.0641025641025641,0.078125,0.125,0,0,0.7142857142857143,0.5227272727272727,0.5,0,0
rewo_22869_cdi_696,0,-1.0,-1.0,-1.0,-1,0,0.30000000000000004,0.15384615384615385,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.1282051282051282,0.04081632653061224,0.0,0,0,0.36,0.06976744186046512,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_16807_cdi_808,0,0.2222222222222222,0.07692307692307693,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.29032258064516125,0.29411764705882354,0.25,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.16666666666666663,0.07692307692307693,0.0,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_71443_cdi_706,0,0.6071428571428572,0.5666666666666667,0.25,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2564102564102564,0.10204081632653061,0.16666666666666666,0,0,0.1428571428571429,0.05128205128205128,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.2941176470588235,0.10714285714285714,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0
rewo_23345_cdi_4720,0,0.23076923076923073,0.2413793103448276,0.25,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.28125,0.08163265306122448,0.0,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.40625,0.42424242424242425,0.5,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_68128_cdi_4823,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_30575_cdi_1641,0,0.30000000000000004,0.30434782608695654,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5128205128205128,0.3148148148148148,0.2857142857142857,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3157894736842105,0.1,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_46058_cdi_2351,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
rewo_44925_cdi_4738,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_23111_cdi_2322,0,0.22857142857142854,0.15,0.18181818181818182,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.17647058823529416,0.043478260869565216,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_21104_cdi_1071,0,0.44067796610169496,0.3037974683544304,0.3,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.19047619047619047,0.05714285714285714,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.18181818181818177,0.0967741935483871,0.0,0,0,0.26315789473684215,0.2727272727272727,0.5,0,0,1.0,1.0,1.0,1,0
rewo_25456_cdi_121,0,0.9245283018867925,0.8070175438596491,0.7142857142857143,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.18604651162790697,0.07272727272727272,0.0,0,0,0.12,0.05263157894736842,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.1428571428571429,0.06896551724137931,0.0,0,0,0.08333333333333337,0.05128205128205128,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_38237_cdi_4279,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.25,0.061224489795918366,0.0,0,0,0.21818181818181814,0.07462686567164178,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2075471698113207,0.06097560975609756,0.09090909090909091,0,0
rewo_62417_cdi_2351,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1
