nova_id,nova_cluster_id,nova_product_type,nova_category,nova_brand,nova_storage_capacity,nova_memory_type,nova_interface,nova_memory_speed,nova_color,nova_model,nova_processor
nova_287,333541,,,['intel'],['32 gb'],['ddr3 sdram'],,,,,
nova_288,337605,,,,,['500'],,,,,
nova_289,338649,,,,,['gigabit ethernet'],,,,,
nova_290,339358,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,
nova_291,341475,,,,,['ddr3 1866 pc3 14900'],,['1866 mhz'],,,
nova_292,344094,,,['ddr4'],,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",,,
nova_293,346902,,,['i7'],,['ddr4 4 x usb3'],,,,,['i5 i3 6th gen mini itx']
nova_294,347182,['quad channel'],,,,['ddr4 3 x pcie 3 0 x16'],,,,,
nova_295,347607,,,['core'],,['ddr4 2 x usb3'],,,,,
nova_296,350235,"['and below', 'side panel water cooler support']",,,,,,,['Black'],['Carbide Air 240'],
nova_297,352362,,,['1920 x 1080'],['16 9'],,,,,,
nova_298,352905,,,,['16 9'],,['black'],,['mpr ii'],,
nova_299,353330,['customisable'],,,,,,,['RGB (Red/Green/Blue Customisable)'],,
nova_300,354421,,,,,['ddr3 sdram serial ata'],,,,,
nova_301,354624,['1 x 200mm'],,,,,,,,,
nova_302,354663,"['usb 2 6x', 'way crossfire']",,['i7'],,['ddr4 6x'],['usb 3 0 6x'],,,,['i5 i3 7th gen atx']
nova_303,355117,"['unlocked multiplier', 'warranty']",,['six'],,['Dual channel DDR3 800/1066/1333/1600MHz'],,['3.50GHz'],,,['6300 Black Edition']
nova_304,357702,['warranty'],,['ddr3'],,,,"['2400mhz', 'XMP, Vengeance Pro Heatsink', 'DDR3 (PC3-19200)']",,,
nova_305,357712,"['quad channel', 'warranty']",,['core technology'],,['ddr4 controller'],,['3.5GHz'],,,['I7 7800X']
nova_306,358012,['year warranty'],,['800mhz'],,,,['DDR2 (PC2-6400)'],,,
nova_307,360727,,['lifetime warranty'],,['2133mhz ram'],,,['DDR4 (PC4-17000)'],,,
nova_308,361893,,,['ddr4'],,,,"['2666mhz', 'DDR4 (PC4-21300)', 'XMP 2.0, Vengeance LPX Heatsink']",['lifetime warranty'],,
nova_309,363268,,,,,['ddr3 4 x usb3'],,,,,
nova_310,363343,,,['support sockets'],,,,,,['HYPER 612 Ver. 2'],
nova_311,364445,,,,['92mm'],,,,,,
nova_312,365550,['usb'],,,,,,,,,
nova_313,367688,,,['40 mm s'],,,,['203dpi'],,,
nova_314,369716,,['vrla'],['valve'],,,,,,['hot swappable'],
nova_315,369743,['gpu clock'],,['quad core'],,['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,['3.6GHz'],,,"['radeon r7 757mhz', 'A10-7860K']"
nova_316,375055,,,['2 x antenna s'],,,['desktop'],,,,
nova_317,375113,,,,,,,,,['Hyper 212X'],
nova_318,375324,['warranty'],,,,['ddr3 controller'],['3MB'],"['3.7GHz', 'DDR3-1333/1600', 'No']",,,"['I3 4170', 'Intel HD Graphics 4400']"
nova_319,376817,"['z270 chipset', 'nvidia sli crossfirex']",,['atx'],,,,,,,
nova_320,378995,['marvell armada'],,,['4 tb'],['ddr3 sdram raid supported 0'],['tb'],['ram'],,,
nova_321,379274,,,['multiple'],,,,,,,['amd radeon vega base graphics cards']
nova_322,382056,['warranty'],,,,['ddr4'],,['DDR4 (PC4-17000)'],,,
nova_323,382267,['maintenance free'],,['0'],,,,,,,
nova_324,382860,,,,['1920 x 1080'],,,,,,
nova_325,384181,['lifetime warranty'],,,['1600mhz ram'],,,"['DDR3 (PC3-12800)', 'XMP, Vengeance Heatsink']",,,
nova_326,385888,,,,['ddr4 3200mhz'],,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,
nova_327,387338,,,['ddr4'],,,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,
nova_328,387949,['lifetime warranty'],,,,,,"['ddr3l 1600mhz', 'DDR3L']",,,
nova_329,390726,['warranty'],,['ddr4'],,['cl17'],,['2400mhz'],,,
nova_330,391452,,,['polyurethane'],,,,,,,
nova_331,391727,['dual channel'],,,,['ddr4 3 x pcie 3 0 x16'],,,,,
nova_332,392925,,,['marvell'],,['ddr3 sdram serial ata 600 raid supported'],,,,,
nova_333,394664,['jumper'],,['3 hour'],,,"['x iec', '60320 c13 2 x iec']",,,,
nova_334,394729,,,['1'],,,,,,,
nova_335,395741,['notebook scroll wheel'],,,,,,,,['4000 dpi'],
nova_336,395902,,,['1600mhz ram'],,['vdimm'],,['35v'],,,
nova_337,396182,,,['capacity'],,,['USB 2.0'],,"['warranty lifetime', 'Black/Blue']",,
nova_338,396324,,,['capacity'],['128gb'],,['USB 3.0 (backward compatible with USB 2.0)'],,['Black/Blue'],,
nova_339,397184,,,,,['ddr3 sdram serial ata'],,,,,
nova_340,397948,,,['i7'],,['ddr4 2 x usb3'],,,,,['i5 i3 7th gen atx']
nova_341,398113,"['all japanese capacitors', 'fan 7 year warranty']",,,,,,,,['Semi-Modular'],
nova_342,398716,,,['sockets supported'],,,,,,,
nova_343,399739,,,,['140mm'],,,,['White'],,
nova_344,399812,['5 year'],['layer supported'],,,,,,,,
nova_345,402748,,,['velvet fabric'],,,,,,,
nova_346,403133,,,['am3'],,['ddr3 4 x usb3 10 x usb2 5 x sata3 1 x esata3 2 x pcie x16 2 x pcie x1 2 x pci crossfirex'],,,,,
nova_347,407072,,,['adjustable'],,,,,,['1920 x 1080'],
nova_348,408215,['b250 chipset'],,,,,['2 x m 2 2 x pci e 3 0 x16'],,['way crossfirex'],,
nova_349,409402,['warranty'],,,,['ddr4 ddr3l controller'],['8MB'],"['DDR4 - 2133 / DDR3L - 1600', 'No', '4.0GHz']",,,"['Intel HD 530', 'I7 6700K']"
nova_350,414102,['and below'],,,,,,,,,
nova_351,416619,,,['atx'],,,['2 x m 2 2 x pci e 3 0 x16'],,['way crossfirex'],,
nova_352,418405,,,['aniline leather'],,,,,,,
nova_353,424364,"['core technology', 'quad channel', 'warranty']",,['eight'],,['ddr4 controller'],,['3.6GHz'],,,['I7 7820X']
nova_354,424897,,,['displays'],,,,,['year warranty'],,
nova_355,426331,"['and below', 'side panel water cooler support no psu']",,['micro atx'],,,,,['Black'],['Carbide 88R'],
nova_356,427804,['mini itx led strip fan controller tempered glass'],,['usb'],,,,,['red accents'],,
nova_357,431039,,,['intel'],,,,,,['MAY-T3PN-930PK-R1'],['amd am3']
nova_358,434441,['usb port s'],,,"['16 tb', '4 tb']",['ddr3 sdram raid supported 0'],,,,,
nova_359,434442,['7 expansion slots'],,['atx'],,"['Mini-ITX, microATX, ATX']",,,,['RC-902XB-KKN2 (mesh version)'],
nova_360,434592,,,['marvell armada'],,['ddr3 sdram serial ata'],,,,,
nova_361,437614,,,,['8 tb'],['ddr3 sdram serial ata'],,,,,['intel atom d2700 dual core 2 core']
nova_362,438131,['tx'],,,,,,,,,
nova_363,445101,['processors pcie'],,['dpfp'],,['spfp 13 9 tflops'],,,['year warranty'],['870 gflops'],
nova_364,445354,,,['atx'],,['ddr4'],,,,,
nova_365,447765,,,['atx'],,,,,,['ddr4'],
nova_366,448278,,,,['200mm 110 cfm'],['700 rpm'],,,['Blue'],['MegaFlow 200'],
nova_367,451965,['docking and clone station'],,,,,['usb 3 0'],,,,
nova_368,453176,"['and below', 'side panel water cooler support full']",,,,,,,['Black'],['Carbide Air 540'],
nova_369,454571,,,,,,,,,['Non-Modular'],
nova_370,457187,['front camera'],['bluetooth'],['intel'],,,['2 x usb 3 0 ports'],,,['ieee 802 11a b'],
nova_371,457703,,,['ddr4'],,,,"['2666mhz', 'DDR4 PC4-21300', 'White Led, XMP 2.0']",['lifetime warranty'],,
nova_372,461067,['fully modular corsair link enabled 7 year warranty'],,['plus'],,,,,,,
nova_373,461089,,,,['16 x rj 45'],,,,['tx'],,
nova_374,461564,,,['ddr4'],,,,"['2400mhz', 'DDR4 PC4-19200']",,,
nova_375,462842,,,['ddr4'],,,,"['2666mhz', 'RED Led, XMP 2.0', 'DDR4 PC4-21300']",['lifetime warranty'],,
nova_376,468774,,,['intel xeon'],['12 tb'],['ddr3 sdram raid supported 0'],['x 3 tb'],,,,
nova_377,469200,,,[],,,,,,,
nova_378,475426,"['and below 7', 'watercooling support']",,['atx'],,,,,,,
nova_379,475580,['unlocked multiplier'],,['eight'],,['Dual channel DDR3 800/1066/1333/1600MHz'],,['3.50GHz'],,,['8320']
nova_380,478378,,,['ddr4'],,,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",['lifetime warranty'],,
nova_381,478554,"['core technology', 'quad channel']",,['eight'],,['ddr4 controller'],,['3.6GHz'],,,['I7 7820X']
nova_382,481086,,,['aluminium alloy'],,,,,,,
nova_383,487452,['jumper spike lightning'],,['sealed lead acid'],,,,,,['60320 c13 surge'],
nova_384,487524,['usb 1 x hd'],,,,,"['usb 1 x type c', 'usb supports', 'up to1920 x 1080 mfi']",,,,
nova_385,489652,,,,,,,,,,
nova_386,490022,,,['corsair'],,,,,,['hydro series'],
nova_387,491518,['processors pcie'],,['dpfp'],,['spfp 13 9 tflops'],,,['year warranty'],,
nova_388,492013,"['and below', 'side panel water cooler support full', 'support no psu']",,['atx'],,,,,['Black'],"['gpu', 'Carbide 200R']",
nova_389,494314,,,['hexa'],,['ddr4'],['15MB'],"['2400 mhz', 'DDR4 – 1600/1866/2133/2400', '3.6GHz', 'Yes']",,,['Xeon E5 1650 V4']
nova_390,501790,,,,,,['x rj 45 2 x expansion slots 10'],,,,
nova_391,502282,,,,,,,,['Red'],,
nova_392,505997,,,['ddr4'],,,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",['lifetime warranty'],,
nova_393,507079,,,['size'],,,,,['Red LED'],,
nova_394,510308,"['usb 1 x type a female', 'usb']",,,,,,,,,
nova_395,510950,['radiator mount'],,['240mm'],,,,,,['Kuhler H1200 Pro'],
nova_396,511663,,,['arm'],,['ddr3 sdram serial ata'],,,,,['dual core 2 core']
nova_397,514898,,,,,,,"['540mb', '540 Mb/s']",,,
nova_398,515471,"['capacity', 'warranty']",,,['64gb'],,['sd'],,['included lifetime'],,
nova_399,516969,['warranty'],,,,,,,,,
nova_400,518431,,,,['140mm 600 1350rpm 4'],,,,,,
nova_401,520009,,,,,['ddr4'],,"['DDR4 (PC4-25600)', 'XMP 2.0, Anodized Aluminium Heatspreader']",,,
nova_402,520331,,,['suitanle'],,,['mini 2 ipad mini 3 tablet ipad mini 4'],,['purple'],,
nova_403,523577,"['water', 'year warranty']",,,,,,,,['support 7 expansion slots 2'],
nova_404,530527,,,,,['ddr4 4 x usb3'],,,,,['i5 i3 6th gen micro atx']
nova_405,533520,['quad channel'],,,,['ddr4 4 x pcie 3 10 x16'],,,,,
nova_406,533603,,,['usb'],,,,,,,
nova_407,533940,,,,,['ddr3 sdram serial ata'],,,,,
nova_408,534083,,,['quad core technology'],,['ddr4 ddr3l controller'],['6MB'],"['No', '3.4GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",,,"['I5 7500', 'Intel HD 630']"
nova_409,539792,,,['dual'],,['ddr3 sdram serial ata'],,,,,
nova_410,539795,,,['marvell'],['4 tb'],['ddr3 sdram gigabit ethernet'],['tb'],['ram'],,,
nova_411,540302,['lifetime warranty'],,,,,,"['1600mhz', '5v', 'XMP, Ballistix Tactical Heatsink', 'DDR3 (PC3-12800)']",,,
nova_412,543783,['memory 3 year warranty'],,,,,,,,['sata sas minisas hd pcie 3 0'],
nova_413,548760,,,['1000 mbit s powerline homeplug'],,,,,,,
nova_414,550270,,,['size'],,,,,['Blue'],,
nova_415,552321,,,['1600mhz ram'],,,,"['DDR3 (PC3-12800)', 'XMP, Ballistix Sport Heatsink']",,,
nova_416,552594,,,['sockets supported'],,,,,,,
nova_417,554361,['keyboard mouse video'],,,['2 x 1 2 x hd'],,,,,,
nova_418,554689,,,,,['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],['192 graphics cores'],"['800mhz', '3.9GHz']",,,"['amd radeontm hd', 'A6-6400K']"
nova_419,560257,['lifetime warranty'],,,,,,"['cl13', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-17000)']",,,
nova_420,560625,['60320 c13 2 x iec jumper'],,['hour lead acid'],,,,,,,
nova_421,562915,['lifetime warranty'],,['ddr3'],,,,"['ddr3l 1600mhz', '50v', 'DDR3 (PC3-12800)']",,,
nova_422,563029,,,['sockets supported'],,,,,,['56 81 cfm'],
nova_423,565398,['fully modular'],['rpm'],,,,,,,,
nova_424,565808,,,['octa'],,['ddr4'],['20MB'],"['2400 mhz', '3.4GHz', 'Yes', 'DDR4 – 1600/1866/2133/2400']",,,['Xeon E5 1680 V4']
nova_425,566246,,,,,,['SATA 6Gb/s'],,,,
nova_426,568241,['b250 chipset'],,['atx'],,,['2 x m 2 2 x pci e 3 0 x16'],,['way crossfirex'],,
nova_427,569605,,,['quad core technology'],,['ddr4 controller'],,['4.0GHz'],,,['I5 7640X']
nova_428,573543,,,['i7'],,['ddr4 2 x usb3'],,,,,['i5 i3 6th gen atx']
nova_429,576823,['athlon micro atx'],,['apu'],,['ddr3 4 x usb3 8 x usb2 8 x sata3 2 x pcie x16 1 x pcie x1 1 x pci crossfirex'],,,,,
nova_430,577840,,,,,,['usb parallel serial network'],['203dpi'],,,
nova_431,580592,,,,,,,,,['26 2tflops fp16 13 1tflops fp32'],
nova_432,585989,,,['marvell'],['16 tb'],['ddr3 sdram serial ata 600 raid supported'],,['ram'],,,
nova_433,587259,,,['ddr4'],,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']",,,
nova_434,590800,['usb 1 x lightning male mfi white'],,,,,,,,,
nova_435,590827,"['usb 1 x lightning male', 'proprietary connector black', 'proprietary connector', 'usb white']",,['1 x lightning male'],,,,,,,
nova_436,595946,"['radiator mount', 'year warranty']",,,['140mm'],,,,,['Hydro Series H90'],
nova_437,596100,,,['intel'],,,,,,"['lga 2066 2011 v3', 'MAY-T4PN-220PK-R1']",['amd am3']
nova_438,598662,['sockets'],,,,,,,,,
nova_439,604121,"['and below', 'side panel water cooler support full']",['led fans included windowed'],,,,,,['Black'],"['gpu', 'Carbide SPEC-03 Red LED']",
nova_440,604280,,,,,,['black'],,,,
nova_441,606358,,,['intel'],['24 tb'],['ddr3 sdram serial ata'],,,,,['atom d2700 dual core 2 core']
nova_442,610055,['gpu clock'],,,,['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],['256 graphics cores'],"['756mhz', '3.5GHz']",,,"['amd radeontm r5 graphics dual core technology', 'A6-7400K']"
nova_443,610078,,,['i7'],,['ddr4 2 x usb3'],,,,,['i5 i3 6th gen atx']
nova_444,610925,['computer scroll wheel right handed'],,['usb'],,,,,,,
nova_445,615864,,,['size'],,,,,"['Red, White Or Blue']",,
nova_446,617374,,,,,['sealed lead acid'],['ac 230 v ac 8 x iec'],,,,
nova_447,625947,['mode'],,['uhp'],,,,,,['4500 hour standard 6000'],
nova_448,628526,,,['neoprene'],,,,,,,
nova_449,630386,['maintenance free sealed hot swappable'],,['sealed lead acid'],,,,,,,
nova_450,630453,,,['support'],,,,,,,
nova_451,632434,,,,,,,"['1600 mhz', 'DDR3 (PC3-12800)', 'XMP']",,,
nova_452,632666,,,['8 x poe ports'],,,['10 100base'],,,,
nova_453,632795,['lpdrr3'],,['intel'],,,,,,,
nova_454,634885,['tx'],,,,,,,,,
nova_455,636014,,,['254 mm s'],,,,['203dpi'],,,
nova_456,636041,['warranty'],,,,['ddr3 controller'],['3MB'],"['DDR3-1333/1600', 'No', '3.6GHz']",,,"['dual core technology', 'Intel HD Graphics 4400', 'I3 4160']"
nova_457,637376,['core technology'],,['ten'],,['ddr4 controller'],,['3.3GHz'],,,['I9 7900X']
nova_458,639640,,,['atx'],,,,,,,
nova_459,641585,,['lifetime warranty'],['1600mhz ram'],,['dimm'],,"['50v', 'DDR3 (PC3-10600)']",,,
nova_460,648091,,,['dual'],,['ddr3 sdram serial ata'],,,,,
nova_461,648894,['usb'],,,,,,,,,
nova_462,653454,,,['customisable'],,,,,['RGB (Red/Green/Blue Customisable)'],,
nova_463,658371,['warranty'],,,,['3000mhz'],,"['DDR4 (PC4-24000)', 'XMP 2.0, Dominator Platinum Heatsink, Corsair Link Compatible']",['enabled lifetime'],,
nova_464,661581,"['and below 7', 'watercooling support']",,['atx'],,,,,,,
nova_465,661695,['warranty'],,,,,,['902mhz'],,,
nova_466,662806,,,['ryzen threadripper'],,['180w str4'],,['40mb'],,['1950x 16c'],
nova_467,665409,,,,,['ddr4 ddr3l controller'],['6MB'],"['DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V', 'No', '3.2GHz']",,,"['Intel HD 530', 'I5 6500']"
nova_468,667772,,,,,,['SATA 6Gb/s'],,,,
nova_469,676233,"['unlocked multiplier', 'warranty']",,['six'],,['Dual channel DDR3 800/1066/1333/1600MHz'],,['3.50GHz'],,,['6300 Black Edition']
nova_470,676613,,,,,,,['DDR4 (PC4-17000)'],,,
nova_471,677270,['capacity'],,,['16gb'],,['sd adapter included lifetime warranty'],,,,
nova_472,680019,,,,,,,['200dpi'],,,
nova_473,680688,,,,,,,,"['Three colored rings in red, blue, and white']",,
nova_474,682719,,,['ddr4'],,,,"['2666mhz', 'DDR4 (PC4-21300)', 'XMP 2.0, Vengeance LPX Heatsink']",['lifetime warranty'],,
nova_475,683260,['warranty'],,,,['ddr4 controller'],,['2.8GHz'],,,"['I5 8400', 'Intel HD 630']"
nova_476,683313,,,,,,['260-pin'],['DDR4'],,,
nova_477,685503,,,,['ddr4 3200mhz'],,,"['DDR4 (PC4-25600)', 'XMP 2.0, Vengeance LPX Heatsink']",,,
nova_478,687664,,,,,['ddr4 2 x dimm 1 x pcie 3 0 x16'],,,,,
nova_479,690247,['stack port 5 x expansion slots'],,,,,,,,,
nova_480,693550,,['lifetime warranty'],['1600mhz ram'],,['vdimm'],,['DDR3 (PC3-12800)'],,,
nova_481,697764,['and below 2 x 5'],,['atx'],,,,,,,
nova_482,706094,,,,,,['USB 2.0'],,['Black/Blue'],,
nova_483,714933,,,,,,,,['Red'],,
nova_484,719404,,,['intel'],['32gb'],"['500 ddr3 sdram', 'ddr3 sdram']",,,,,
nova_485,719857,"['coverage leather design', 'film stand keyboard stand']",,['full'],,,,,,,
nova_486,720685,['69 7 cfm'],,,['120mm'],['blue led 3'],,['2000 rpm'],['Blue'],['SickleFlo 120'],
nova_487,722758,,,['quad core technology'],,['ddr4'],['10MB'],"['2400 mhz', 'Yes', 'DDR4 – 1600/1866/2133/2400', '3.5GHz']",,,['Xeon E5 1620 V4']
nova_488,723284,['65w 3 year warranty'],,,,,,"['7ghz', '3.0GHz']",,,['Amd Ryzen™']
nova_489,723670,['modular design'],,['unmatched'],,,,,,,
nova_490,725209,,,['nickel design passive'],,,,,,['of vrm s'],
nova_491,726007,['jumpers'],,,,,,,,,
nova_492,727416,,,['marvell'],['2 tb'],['ddr3 sdram serial ata 600 raid supported'],,['ram'],,,
nova_493,731828,['intel xeon'],,,"['1 x', '36 tb', '3 tb']",['ddr3 sdram serial ata 600 raid supported 0'],,,,,
nova_494,733164,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,
nova_495,735576,['jet cabernet'],['neoprene'],,['43 cm'],,,,,,
nova_496,735634,['cores'],,['cpu cores'],,,['8ghz max turbo'],,,,
nova_497,739575,,,['octa'],,['ddr4'],['20MB'],"['DDR4 – 1600/1866/2133/2400', '3.2GHz', 'Yes']",,,['Xeon E5 1660 V4']
nova_498,742565,,,,['16 tb'],['ddr3 sdram serial ata'],,,,,['d2700 dual core 2 core']
nova_499,746563,,,,['120mm'],,,,['Red'],,
nova_500,748467,"['and below', 'and below', 'side panel water cooler support full', 'side panel water cooler support full', 'support no psu', 'support no psu', 'and below', 'and below', 'side panel water cooler support full', 'side panel water cooler support full', 'support no psu', 'support no psu']","['led fans tempered glass', 'led fans tempered glass', 'led fans tempered glass', 'led fans tempered glass']",,,,,,"['Black', 'Black']","['gpu', 'gpu', 'gpu', 'gpu', 'Crystal Series 460X RGB', 'Crystal Series 460X RGB']",
nova_501,749820,"['gpu', 'support silent no psu']",,,,,,,['Black'],['Carbide 400Q V2'],
nova_502,753561,,,['i7'],,['ddr3 4 x usb3 8 x usb2 2 x sata3 2 x sata2'],,,,,['i5 i3 4th gen micro atx']
nova_503,754356,,,[],,,,,,,
nova_504,756327,,,['runs'],,,"['4 10/100/1000Mbps LAN Ports, 1 10/100/1000Mbps WAN Port 1 USB 3.0 Port + 1 USB 2.0 Port']",,['5ghz bands'],,
nova_505,761273,,,['intel'],,,,,,,
nova_506,761460,,,,,,,"['Vengeance RGB', '32GB (2x16GB)', 'DDR4']",,,
nova_507,761516,,,,,,['x rj 45 2 x expansion slots 10'],,,,
nova_508,761807,,['lifetime warranty'],"['ddr3', 'Crucial']",,['Unbuffered'],,"['1600mhz', '35v']",,,
nova_509,763713,,,['polyurethane leather'],,,,,,,
nova_510,766990,,,['sealed lead acid'],,,['ac 230 v ac 4 x iec jumper 2 x iec'],,['60320 c13'],,
nova_511,768759,,,,,['ddr3 sdram serial ata'],,,,,
nova_512,770644,['microatx atx drive bays'],,"['motherboard', 'BitFenix']",,,,,['Black/Blue'],['support mini itx'],
nova_513,770794,,,,['24 x'],,['port 4 x expansion slots 10'],,['tx rack'],,
nova_514,772448,,,['quad core technology'],,['ddr4 ddr3l controller'],['6MB'],"['No', '3.5GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",,,"['I5 7600', 'Intel HD 630']"
nova_515,772970,,,,,['support 370'],,,['Tempered Glass'],['Crystal 570x RGB'],
nova_516,773101,"['and below', 'side panel water cooler support no psu']",,['atx'],,,,,['Black'],['Graphite 230T'],
nova_517,773931,['crossfirex support'],,,,['ddr4'],,,,,
nova_518,779502,,,['ddr4'],,,,"['2400mhz', 'DDR4 (PC4-19200)', 'XMP 2.0, Vengeance LPX Heatsink']",,,
nova_519,782752,"['minute 230', 'jumper lightning']",,['3 hour'],,,,,,['60320 c19'],
nova_520,790801,['scratch resistant interior fabric'],,['blacktop'],,,,,,,
nova_521,792587,,,['Crucial'],,['Unbuffered'],,['20v'],,,
nova_522,794514,,,,['28 x'],,['x expansion slots 10'],,,,
nova_523,798340,,,,,,,,,,
nova_524,801668,['fast ethernet'],,,,,,,,,
nova_525,804016,,,['extend'],,,,,,,
nova_526,804919,,,['cores'],,,,,,,
nova_527,805488,['raid supported'],,,"['24 tb', '4 tb']",,['jbod 6 x 3 5 bay 5'],,,,['d2700 dual core 2 core']
nova_528,808051,['marvell armada'],,,"['16 tb', '4 tb']",['ddr3 sdram serial ata'],,,,,['dual core 2 core']
nova_529,810298,,,['3000mhz'],,,,"['Intel XMP 2.0 Memory Profile, Vengeance LPX Heat Spreader', 'DDR4 (PC4-24000)']",,,
nova_530,814170,['unlocked multiplier'],,['eight'],,['Dual channel DDR3 800/1066/1333/1600MHz'],,['4.00GHz'],,,['8350']
nova_531,815135,,,['size'],,,,,['White LED'],,
nova_532,816625,,,,,,['USB 2.0'],,"['warranty lifetime', 'Black/Blue']",,
nova_533,817800,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",,,
nova_534,818738,['lifetime warranty'],,['ddr4'],,,,"['3200mhz', 'XMP 2.0, Dominator Platinum Heatsink, Corsair Link Enabled', 'DDR4 (PC4-25600)']",,,
nova_535,818987,['leather cream'],,['cover'],,,,,,,
nova_536,820209,,,['intel'],['128 gb'],"['ddr3l sdram ram', 'hd graphics 5500', 'ddr3l sdram']",,,,,['core i7 i7 5500u dual core 2 core']
nova_537,820736,,,,,['ddr4 2400 pc4 19200 1 20 v'],,['2400 mhz'],,,
nova_538,821118,['unlocked multiplier'],,,,['Dual channel DDR3 800/1066/1333/1600MHz'],,['3.80GHz'],,,['4300']
nova_539,825722,,,,,['ddr3 1600 pc3 12800'],,['1600 mhz'],,,
nova_540,827361,['and below 1 x 5'],,['atx'],,,,,,,
nova_541,828867,,,,['140mm 4 pin pwm rgb led 3 modes up 1500rpm'],,,,,,['4x Tap Screw']
nova_542,830497,,,['size'],,,,,['Red'],,
nova_543,831263,,,['ddr4'],,,,"['2666mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",['lifetime warranty'],,
nova_544,832616,,,,['4 x hd'],,,,,,
nova_545,838616,,,['superior'],,,,,,,
nova_546,839800,,,,,['c'],"['usb 1 x type c', 'usb supports', 'up to1920 x 1080']",,,,
nova_547,842892,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-24000)']",,,
nova_548,844720,,,['sockets supported'],,,,,,,
nova_549,845085,,,['size'],,,,,"['Red, White Or Blue']",,
nova_550,847726,,['lifetime warranty'],['1600mhz ram'],,['vdimm'],,['DDR3 (PC3-12800)'],,,
nova_551,847939,"['thunderbolt 3', 'thunderbolt 2']",,,['1 x'],,,,,,
nova_552,848042,,,,['140mm'],,,,,,
nova_553,848585,['pwm'],,,['120mm'],,,,,,
nova_554,848943,['capacity'],,,['32gb'],,['sd adapter included lifetime warranty'],,,,
nova_555,852239,,,['ddr4'],,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-28800)']",,,
nova_556,854316,['notebook monitor'],['widescreen'],,,,,,,,
nova_557,855767,,,['ddr4'],,,,"['3466mhz', 'DDR4', 'Vengeance RGB', '32GB Kit (4 x 8GB)']",['lifetime warranty'],,
nova_558,859136,['vga'],,"['mini itx', 'micro atx']",,"['microATX, Mini-ITX']",,,,,
nova_559,863758,,,[],,,,,,,
nova_560,863888,,,['ddr4'],,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']",,,
nova_561,869094,['armada'],,['marvell'],['3 tb'],['ddr3 sdram serial ata'],['tb'],['370800 mhz'],,,
nova_562,870126,,,['intel'],,['ddr3 sdram serial ata'],,,,,['d2700 dual core 2 core']
nova_563,878232,,['lifetime warranty'],,['1600mhz ram'],['vdimm'],,['DDR3 (PC3-12800)'],,,
nova_564,882194,"['core technology', 'warranty']",,['ten'],,['ddr4 controller'],,['3.3GHz'],,,['I9 7900X']
nova_565,883078,['95w 3 year warranty'],,['eight'],,,,['3.40GHz'],,,['Amd Ryzen™']
nova_566,883200,['warranty'],,['1333mhz ram'],,,,"['XMP, XMS3 Heatsink', 'DDR3 (PC3-10600)']",['vdimm lifetime'],,
nova_567,884781,['1 year warranty'],,,['2tb'],,"['5ms', 'SATA 6Gb/s']",,['seek time'],,
nova_568,884892,,,,,,,"['1600 mhz', 'XMP', 'DDR3 (PC3-12800)']",,,
nova_569,886422,['notebook scroll wheel symmetrical'],,,,,['1000 dpi'],,,,
nova_570,890030,,,['ddr4'],,,,"['3200mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-25600)']",['lifetime warranty'],,
nova_571,892047,"['side panel water cooler support full', 'support no psu']",,['corsair'],,,,,['Black'],"['obsidian series 750d', 'Obsidian 750D']",
nova_572,893327,,,['sealed lead acid'],,,,,,,
nova_573,898786,['desktop'],,,,,,,,,
nova_574,904553,['stack port 5 x expansion slots'],,,['24 x rj'],,,,,,
nova_575,911171,,,['1 x marvell armada'],['12 tb'],['ddr3 sdram serial ata'],['x 3 tb'],,,,['dual core 2 core']
nova_576,917416,,,['sockets'],['200w tdp'],,,,,,
