scan_id,scan_cluster_id,scan_product_type,scan_category,scan_brand,scan_storage_capacity,scan_memory_type,scan_interface,scan_memory_speed,scan_color,scan_model,scan_processor
scan_983,370954,"['kingston sdxc memory card', 'write']",,,['512gb'],,"['uhs i', 'mb s']",,,,
scan_984,371111,"['nvidia tesla', 'cores', '384 bit']",,['pny'],,,['pci e 3 0 x16'],['4992'],['passively cooled'],,
scan_985,371579,['netgear s330028x'],,,['24 port'],,,,,,
scan_986,371835,['adaptec raid'],,,['24 port'],,"['8 ext', 'ports pcie 3 0 x8']",,,,
scan_987,371877,,,,,,,,,,
scan_988,372227,['intel dc p3700 pcie'],,,['400gb'],,['nvme 3 0 x4 20nm'],,,"['1080mb s', '450k read 75k']",
scan_989,372297,,,,['120mm'],,,,,,
scan_990,372530,,,['tp link'],,,,,,,
scan_991,374373,,,,"['4gb', '14nm']",['gddr5'],['polaris pcie 3 0'],['6600mhz'],['msi radeon'],,
scan_992,375020,,,,,,,['40 lane 9'],,,['intel xeon e5 2660']
scan_993,375036,"['fsr202 trayless hot swap', 'mobile rack hard drive enclosure']",,['silverstone'],,,['sas sata'],,,,
scan_994,375113,"['hyper 212x tower', 'cpu cooler']",,,,,,,,,
scan_995,375212,"['wireless keyboard mouse combo', 'uk english black']",,['v7'],,,,,,,
scan_996,375324,,,['intel'],,,,,,,
scan_997,376228,,,,"['32gb', '32gb']",,,,,,
scan_998,376765,['rog rampage'],,['asus'],,['ddr4'],['sata iii'],,,,
scan_999,376817,,,['asrock'],,['ddr4'],,['1151'],,['fatal1ty'],
scan_1000,377019,"['modular 80', 'psu']",,,,,,,,,
scan_1001,377846,"['kingston datatraveler vault', 'write']",,,['64gb'],,,,,,
scan_1002,378128,"['lexar', 'write']",,,['256gb'],,"['uhs ii', 'u3 upto']",,,,
scan_1003,378317,['gigabyte p57x v7'],,,['17 3'],['ddr4 ram'],,,,,
scan_1004,378426,,,,,,['usb 3 1 e atx'],,,,
scan_1005,378834,['intel hd graphics'],,['asrock'],,['ddr3'],,,,,['quad core intel celeron']
scan_1006,379159,,,['intel'],,,"['bt 4 2 1x', 'usb 3 0']",,"['hdmi sdxc', 'slot']",,['core i3']
scan_1007,379199,,,,['2tb'],,['seagate'],,,,
scan_1008,379274,['vega frontier gpus'],,['ekwb'],,,,,,,['radeon vega waterblock pom acetal nickel plated']
scan_1009,379524,['phanteks'],,,,,,,,,
scan_1010,379987,['adaptec'],,,['16 port'],['ddr3'],['sata port'],,,,
scan_1011,380114,['aero 14w v7'],,,,['ddr4'],,,,,
scan_1012,380140,['1280x720 pixels usb'],,['logitech lgt c525'],,,,,,['720p'],
scan_1013,380589,,,,,,,['1531 mhz'],,['1920 core'],
scan_1014,382763,"['intel dc s3610 2 5', 'mlc read 550mb s', 'iops']",,,['480gb'],,,,,['84k read 28k write'],
scan_1015,382907,['kingston datatraveler locker'],,,['8gb'],,,,,,
scan_1016,383246,,,['startech'],,,,,,,
scan_1017,383619,['ga f2a68hm hd2'],,['gigabyte'],,,['sata iii'],,,['sata raid pcie 3 0 x16 d sub dvi d hdmi micro atx'],
scan_1018,384103,['intel dc s3510 series'],,,['480gb'],,,,,,['s read 440mb s']
scan_1019,384181,['corsair'],,,['8gb'],['ddr3 so dimm pc3 12800 1600 204'],,"['5v', 'DDR3 SO-DIMM', 'PC3-12800 (1600)', '\xa0', 'Non-ECC', 'Vengeance Performance']",['\xa0'],,
scan_1020,384579,,,,"['128gb', '8x16gb']",,,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
scan_1021,385027,['corsair'],['dominator'],,['8gb'],['platinum pc4 24000'],,"['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['Aluminium Heatspreader with DHX'],,
scan_1022,385134,['cooler master jetflo'],,,['120mm'],,,,,,
scan_1023,385265,,,['amd'],,,,,,,
scan_1024,385355,['intel h170 s'],,,,,,,,,
scan_1025,385619,['psu'],,,,,,,,,
scan_1026,385989,['ek vardar'],,,['120mm'],,,,,,
scan_1027,386136,,,['gigabyte'],,,,['1151'],,,
scan_1028,387656,['corsair'],,,['8gb'],,,"['Vengeance Pro Series Silver', 'Non-ECC', 'DDR3L', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['Anodised Aluminium Heatspreader'],,
scan_1029,387902,"['av pro xt', 'write']",['mb s'],['angelbird'],,,,,,,
scan_1030,387949,"['corsair', 'select pc3 12800 1600 non']",,,['4gb'],['ddr3l so dimm value'],,"['DDR3L SO-DIMM', 'Value Select', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['\xa0'],,
scan_1031,388569,"['hgst ultrastar c10k1800 huc101860cs4200 2 5', 'instant secure erase']",,,['600gb'],,,,,['10520rpm'],
scan_1032,390501,,,,['3tb'],,,['7200rpm'],,,
scan_1033,390554,"['sabertooth x99', 'intel x99 s', 'raid pcie']",,['asus'],,['ddr4'],['sata iii'],,,,
scan_1034,390663,['amd active mini'],,['sapphire technology'],,,,,,,
scan_1035,390734,,,['amd'],,,,['r7 856mhz'],,,
scan_1036,391004,['u'],['satae'],,,['ddr4'],,['1151'],,,
scan_1037,391460,['psu'],['supernova'],,['1600w evga'],,,,,,
scan_1038,391732,,['gigabyte'],,['17 3'],,,,,,['fhd i7 6700hq']
scan_1039,392075,,,,,['gddr5'],,['1506mhz gpu'],,,['innovision 3d geforce gtx 1070 twin x2']
scan_1040,392393,,,['2244300 r pcie'],,,,,,,
scan_1041,392697,['vesa'],,['silverstone'],,,,,,,
scan_1042,392729,,,,['4tb'],['7200rpm'],,,,,
scan_1043,394317,"['thermaltake water', 'hydro cooler']",,,,,,,,,
scan_1044,394613,"['corsair', 'lpx red pc4 19200']",,,['16gb'],,,"['Vengeance LPX Red', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_1045,394729,['access point'],,['d link unified wireless'],,,,,,['11n'],
scan_1046,395191,,,['zotac'],,,,,,,['geforce gtx 1070 mini']
scan_1047,395457,['kingston datatraveler ge9 usb'],,,['16gb'],,,,,,
scan_1048,395531,['vn279qlb monitor amva panel 1920x1080'],,,['27 asus'],,,,['hdmi black'],,
scan_1049,395861,['amd firepro w2100 pcie 3 0 x16'],,,['2gb'],['128bit gddr3'],,,,,
scan_1050,395883,['sdhc'],,,['64gb'],,,,['ultra hd'],,
scan_1051,395902,"['crucial', 'server memory pc3 12800']",,,['32gb'],,,"['\xa0', 'PC3-12800 (1600)', 'DDR3L', 'ECC', 'Server']",['\xa0'],,
scan_1052,395932,['firecuda sshd'],,,['1tb'],,,['7200rpm'],,,
scan_1053,396143,['corsair value'],,,['4gb'],,,['6400 800mhz'],,['select ddr2 so dimm'],
scan_1054,397686,['gigabyte'],['gpu'],,['2gb'],"['730 silent single slot pcie', 'gddr3']",,"['1800mhz', '902mhz']",,,
scan_1055,397948,['rog strix'],,['asus'],,,['usb 3'],,,,['intel z270 s 1151']
scan_1056,398113,['psu'],,,,,,,,,
scan_1057,398664,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
scan_1058,398869,['aluminum tablet stand grey two viewing angles'],,['akasa scorpio'],,,,,,,
scan_1059,398918,,,,['2gb'],['gddr5 gpu'],,['5400mhz'],,,['geforce gtx 750']
scan_1060,399739,,,,['140mm'],,,,,,
scan_1061,400406,,,['intel'],,,,,,,['intel dual core i3 6100u 2']
scan_1062,401132,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,['140mm'],,,,,,
scan_1063,401569,"['x99 e ws', 'intel x99 s']",,,,['ddr4'],['sata iii'],,,,
scan_1064,401668,,,,['960gb'],,,,,,
scan_1065,402131,['memory kit'],,,['4gb'],,,,,,
scan_1066,402691,,,['5 bay qnap ts 531p'],,,,,,,
scan_1067,403133,,['r2'],['asrock'],,"['970 extreme3', 'ddr3 pcie 2 0']",,,,,['amd socket am3']
scan_1068,403803,,,['asrock x99'],,['ddr4'],,,,['extreme 4 x99'],
scan_1069,405366,"['builder', 'psu']",['corsair'],['500w'],,,,,,,
scan_1070,405380,['usb powered'],['external aluminium'],['icy box'],,,,,['grey'],['ib 231stu3 g'],
scan_1071,405525,"['corsair', 'jet black pc3 14900']",['vengeance'],,['8gb'],,,,,,
scan_1072,406764,,,['asus'],,,,,['gddr5 graphics'],,"['geforce', '384 core']"
scan_1073,406941,['corsair air series sp140 red led high static pressure'],,,,,,,,,
scan_1074,407177,['nvme ssd'],,,['256gb'],,,,['win10'],,
scan_1075,408215,,,['asrock'],,['ddr4'],,['1151'],,['fatal1ty'],
scan_1076,408303,"['intel dc', 'iops']",,,['4tb'],,,,,,
scan_1077,409402,,,['intel'],,['1150mhz gpu'],,,,,['core i7 6700k s']
scan_1078,409484,['western digital wd30ezrz'],,,"['3tb', '3tb']",,,['5400 rpm 64mb'],,['wd30ezrx'],
scan_1079,410003,,,,"['16gb', '1x16gb']",,,"['Non-ECC', 'Value Select', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['\xa0'],['select pc4 19200'],
scan_1080,411154,,,,,,,,,,
scan_1081,411206,,,['intel'],,,,,,,['core i7']
scan_1082,411546,['a68hm plus amd a68h fm2'],,,,,,,,['sata raid pcie 3 0 x16 d sub'],
scan_1083,411933,['lan 2x usb 3'],,['gigabyte'],,,,['1151'],,,
scan_1084,412217,['loop upto'],,,['16gb'],,,,,,
scan_1085,412614,,,,,,,,,,
scan_1086,412773,,,['gigabyte'],,,,,,,
scan_1087,412877,['connect'],,['akasa'],,,['usb 3 0 hub'],,,,
scan_1088,414102,"['computer case', 'matx mitx tempered glass']",,['corsair'],,,,,,['crystal series 570x rgb premium white'],
scan_1089,414817,,['rack'],['2u'],['424 tb'],,['quad core 3 3ghz'],,,,
scan_1090,415232,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,['120mm'],,,,,,
scan_1091,415846,['wd20npvz 2 5'],,,['2tb'],,,,,['5200rpm'],
scan_1092,416696,['laserjet enterprise 43ppm a4'],,['hp'],,,,,,"['m506x', '1200x1200 dpi']",
scan_1093,417432,"['gd10b grandia black desktop htpc case', 'o psu']",,['silverstone'],,,,,,,
scan_1094,418166,,,['gigabyte'],,,,,,,['amd b350 s am4']
scan_1095,418243,,['sandisk ultra'],,['16gb'],,,,,,
scan_1096,419047,,,,['16gb'],,['usb 2 0 lightning connector'],,,,
scan_1097,420162,,,['com'],,,,,,,
scan_1098,420214,,,['noctua'],,,,,,,['i7 i5 and amd am2']
scan_1099,421395,,,['asus'],,['ddr4'],,['1151'],,['h110'],
scan_1100,421501,,,,['6tb'],,,,,,
scan_1101,421503,['black'],,['corsair'],,,,,,,['individually sleeved type']
scan_1102,421748,"['dsl ac56u 802 11ac', 'modem router', 'lan 2x usb']",,['asus'],,,['ac rj11 gbe wan 4x'],,,,
scan_1103,422101,"['kingston sdxc memory card', 'write']",,,['256gb'],,"['uhs i', 'mb s']",,,,
scan_1104,422253,,,['asrock'],,['ddr4'],['sata iii'],,,,
scan_1105,422875,,,,['2tb'],,,,,['5400rpm'],
scan_1106,422943,,['2u'],['qnap'],,['ddr3l ram'],,,,,"['rackmount quad core celeron', '0ghz']"
scan_1107,423012,,,,,,['dvi d usb'],,,['1366x768 8ms vga'],
scan_1108,423211,"['solid state hybrid drive', 'sata iii slim', 'mac ps4']",,,"['1tb', '6gbs 8gb ssd 64mb']",,,,,['st1000lm014'],
scan_1109,423546,,,,,['graphics p630'],,,,,['intel xeon']
scan_1110,423565,['ergonomic wireless desktop keyboard'],,['microsoft'],,,,,,,
scan_1111,424094,['uk plug'],,['tp link'],,,['usb 2 0'],,,['tl wr710n'],
scan_1112,424275,['kingston datatraveler vault'],,,['8gb'],,,,,,
scan_1113,424364,,,['intel'],,,,,,,['core i7']
scan_1114,424897,,,,,['2460 pcie 2'],['mini displayport'],,,,['amd firepro']
scan_1115,425661,,,['gigabyte'],,,,['1556 mhz'],,,['geforce gtx 1070 windforce oc']
scan_1116,425869,['solutions silent 5 quiet case fan'],,,['50mm'],,,,,,
scan_1117,426331,['microatx miniitx computer chassis'],,['corsair'],,,['usb 3 0'],,,['carbide series 88r windowed'],
scan_1118,426762,['blue'],,,['1tb'],['5400rpm'],,,,,
scan_1119,427418,"['wireless touch', 'range media keyboard']",,,,,,,,,['keyboard k400 plus integrated touchpad']
scan_1120,430042,,,['zotac'],,,,['2560 core 1771mhz gpu'],,,['geforce gtx 1080 amp extreme']
scan_1121,431068,,,['gigabyte'],,['bsi5ha 6200 brix s'],,,,,['intel i5 6200u dual core']
scan_1122,431803,,,,['4gb'],,,,,,['radeon r7 370 nitro pcie']
scan_1123,432575,['ac1350 wireless router'],,['tp link archer'],,,,,,,
scan_1124,432591,,,['34 acer'],,,['ultrawide ips'],,,,
scan_1125,432593,,,['intel'],,,,,,,
scan_1126,433536,"['seagate enterprise', 'ncq']",,,['4tb'],,['512n 3 5'],,,,
scan_1127,433973,,,,,,,,['Black'],,
scan_1128,434442,"['cube computer', 'microatx mini itx 2x']",,['cooler master'],,,,,,,
scan_1129,434624,,,,['8gb'],['ddr3 so dimm pc3 12800 1600 204'],,"['DDR3 SO-DIMM', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Performance', 'PC3-12800 (1600)']",['\xa0'],,
scan_1130,434789,,,['intel pinnacle canyon nuc kit'],,,['usb 3 0'],,,,
scan_1131,434951,"['nvme ssd', 'streaming card win10']",,,['256gb'],,,,,,
scan_1132,435103,,,['intel'],,,,,,,['core i5']
scan_1133,435548,,,,,,,,,,
scan_1134,435748,['corsair air series sp140'],,,['140mm'],,,,,,
scan_1135,436089,,,,,,,,,,
scan_1136,436913,"['write', '55mb s']",,,['16gb'],,['up to read 190mb s'],,,,
scan_1137,437531,"['av surveillance', 'ncq']",,,['1tb'],,['wd10purx 3 5'],,,['5400rpm'],
scan_1138,437575,,,,,,['usb 3'],,,,
scan_1139,437741,"['samsung portable ssd t5 external blue', 'transfer 2x cables']",,,['500gb'],,['usb 3 1'],,,,
scan_1140,437851,,,['thermaltake riing silent'],,,['red led'],,,,
scan_1141,438131,,,,,,['4x'],,,,
scan_1142,438189,,,,"['500gb', '500gb']",,['sata iii'],['7200rpm'],,,
scan_1143,438602,['psu'],,,,,,,,,
scan_1144,439459,['desktop pc computer chassis usb 3 0 windowed 2x'],,['thermaltake core x31'],,,,,,,
scan_1145,440538,['iops max retail'],,,['256gb'],,['0 x4'],,,,
scan_1146,440997,"['mbd x9srl f o', 'intel c602 s', 'motherboard']",,['supermicro'],,,,,,['sata raid pcie 3 0 x8 d sub'],
scan_1147,441041,,,,['4gb'],['7000mhz gddr5'],['3xdp hdmi dvi d'],,,,
scan_1148,441513,,,['lacie'],['24tb'],,"['6big thunderbolt 3', 'usb 3 desktop professional']",,,,
scan_1149,441925,,,['intel xeon'],,,,,,['e7 8891 v4 s'],
scan_1150,442516,['turbo'],,,,,,,,,
scan_1151,442546,"['write', 'iops']",,,,,,,,,
scan_1152,443021,,,['gigabyte'],,['ddr4 ram'],,,,,['fhd ips core i7 7700hq']
scan_1153,443419,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-17000 (2133)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Anodised Aluminium Heatspreader'],,
scan_1154,443663,['shield controller compatible'],,['nvidia'],,,['all'],,,,
scan_1155,444194,['server premier memory'],,,['8gb'],['ddr3 pc3 12800 1600'],,"['ValueRAM', 'PC3-12800 (1600)', 'UDIMM (Unbuffered)', 'ECC', 'DDR3']",['\xa0'],,
scan_1156,444316,,,['enterprise'],['5tb'],,,,,,
scan_1157,444485,,,['gigabyte'],,,,,['gddr5 graphics'],,"['geforce gtx 1050', '768 core']"
scan_1158,444979,,,,['60tb'],,"['6big thunderbolt 3', 'usb 3 desktop professional']",,,,
scan_1159,445101,['amd firepro s9300x2 server gpu passive cooling'],,,['8gb'],,,,['hbm memory'],['standard air flow 8gb'],
scan_1160,446057,['aluminium case'],,,,,,,,,
scan_1161,446969,['kingston datatraveler50 usb'],,,['128gb'],,,,['metal casing'],,
scan_1162,448003,['attach cable'],,['com'],,,,,,,
scan_1163,448278,['cooler master'],,,['200mm'],,,['700rpm'],,,
scan_1164,448304,['athlon x4 840 sfm2 quad core'],,,,,,,,,
scan_1165,448416,,,,,,,['1100mhz gpu'],,,['intel core i3']
scan_1166,448530,"['corsair quiet led fan', 'dual pack']",['white'],,['120mm'],,,,,,
scan_1167,448843,,,,,,,,,,
scan_1168,450400,['1733mhz boost'],,['asus'],,,,['2560 core 1607mhz gpu'],,,['geforce gtx 1080 turbo']
scan_1169,450549,,,['intel xeon'],,,,,,,
scan_1170,450668,,,,['32gb'],['ddr4 vengeance rgb pc4 21300 2666'],,"['Vengeance RGB Black', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
scan_1171,451965,['icy box'],,['2 bay'],,,,,,,
scan_1172,452362,,,,['8tb'],,['sata iii'],['7200rpm'],,,
scan_1173,452887,,,['arctic freezer'],,,,,,,
scan_1174,453017,,,"['15', '15']",,['ddr4'],"['raider 045', 'raider 044']",['fhd i7 7700hq'],,,
scan_1175,453176,['direct airflow path'],,['corsair'],,,,,,['carbide series air'],
scan_1176,453330,,,['gigabyte'],,,,,,,"['geforce gtx 1060 mini itx oc', '1152 core 1531mhz']"
scan_1177,454571,['psu'],,['corsair'],,,,,,,
scan_1178,454692,['1900mbps dual band'],,['tp link archer'],,,['gigabit lan usb 3 0'],,,,
scan_1179,456027,"['aero 15x cf1 max q fhd', 'win10 pro']",,['15'],,['ddr4'],,,,,
scan_1180,456283,"['sandisk', '98k iops']",,,['480gb'],,,,,,
scan_1181,457703,['corsair'],,,['16gb'],,['white led xmp 2 0'],"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
scan_1182,459195,,['polaris'],,"['8gb', '14nm']",['gddr5'],,['8000mhz'],,,['radeon rx 480 gtr black']
scan_1183,459457,,,,,,['usb 3 0'],,,,
scan_1184,459859,"['computer chassis', 'white']",,['thermaltake'],,,,,,,
scan_1185,460029,,,['gigabyte'],,['ddr4 sata3 triple m 2 3 way'],,,,['2066'],
scan_1186,460330,,,['icy dock'],,,,,,,
scan_1187,461089,['dlink des'],,,['16 port'],,,,,,
scan_1188,461564,['corsair'],['vengeance'],,['8gb'],['ddr4 so dimm'],,"['Vengeance Performance', 'PC3-19200 (2400)', 'Non-ECC', 'DDR4 SO-DIMM', 'UDIMM (Unbuffered)']",['\xa0'],['performance pc3 19200'],
scan_1189,461880,['intel dc s3510 series'],,,['120gb'],,,,,['write 68k 5 3k'],
scan_1190,462178,['fan heatsink'],,['amd'],,,,,,,
scan_1191,462276,,,['15'],,,['aero 15w cf1'],,['win10 pro'],,['fhd i7 7700hq']
scan_1192,462476,"['com removable', 'backup system mobile rack']",,['startech'],,,,,,,
scan_1193,462842,['corsair'],,,['16gb'],,,"['Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
scan_1194,463643,['corsair value'],,,['2gb'],,['ddr pc3200 400 184 pins'],,,,
scan_1195,464305,"['memory card', 'write']",['sandisk sdhc'],,['16gb'],,['uhs i'],,,,
scan_1196,464556,,,['gigabyte'],,,['sata iii'],,,['ga'],
scan_1197,464737,,['sata3'],,,['ddr4'],['micro atx'],['1151'],,,
scan_1198,465296,"['mid tower case', 'fans included', 'bays']",,['nzxt noctis 450'],,,,,,['side window 4x'],['8x internal']
scan_1199,465300,"['computer chassis', 'microatx miniitx']",,['corsair'],,,['red led fan'],,,['carbide series spec'],
scan_1200,466260,['corsair'],,,['8gb'],,['vengeance pro series red pc3 19200'],"['65v', 'Non-ECC', 'Vengeance Pro Series Red', 'UDIMM (Unbuffered)', 'PC3-19200 (2400)', 'DDR3']",['Heat Sink Heat Spreader'],,
scan_1201,467688,['nvidia quadro'],['pny'],,['16gb'],,,,,,
scan_1202,468393,,,,['8gb'],['ddr3 so dimm pc3 14900'],,['5v'],,,
scan_1203,468527,['msi radeon'],,,['4gb'],['gddr5'],['hdmi 2 0b dvi d dl'],,,,
scan_1204,469200,['docking stand'],,['icy dock'],,,,,,['mb881u3 1sa sata ide'],
scan_1205,469505,,,,,,,,,,
scan_1206,469925,,,,['32gb'],['black pc4 21300 2666'],,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Heat Spreader'],,
scan_1207,470391,,,,['120mm'],,,,,,
scan_1208,470984,['intel z170 s'],,['gigabyte'],,,,,,,
scan_1209,471267,"['apple usb c', 'charge cable ideal']",,,['2m'],,,,,,
scan_1210,471316,"['individually sleeved', '24pin cable gen 2 blue']",,,,,,,,,
scan_1211,471372,"['modular 80', 'psu']",,['600w'],,,,,,,
scan_1212,471842,['samsung fit pendrive usb'],,,['128gb'],,['ultra slim'],,['compact design'],,
scan_1213,472642,,,,['4tb'],,,,,,
scan_1214,473246,,['smartware'],,['3tb'],,,,"['cloud backup', 'Black']",,
scan_1215,473780,['samsung 850 evo'],['mb s'],,['2tb'],,,,,['98k 90k iops'],
scan_1216,474045,,,,,,,,,,['amd opteron 875 socket 940 egypt dual core']
scan_1217,474297,,,['gigabyte'],,['am3 ddr3'],,,,,['amd 990fx sb950 s']
scan_1218,475580,,,['amd'],,,,,,,
scan_1219,475891,['hard drive sas'],,,['900gb'],,,,,,
scan_1220,475895,['vengeance led pc4 21300 2666'],,,['32gb'],['ddr4'],,"['Vengeance LED', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
scan_1221,476312,"['sata iii', 'year workload rate']","['seagate', 'skyhawk hard drive']",,"['3tb', '180tb']",,,['7200rpm'],,,
scan_1222,476574,,,,,,,['2066'],,,['asrock']
scan_1223,476804,,,['wacom'],,,['USB'],,['Black'],,
scan_1224,476843,,,['startech'],,,,,,['com usb'],
scan_1225,477005,['ex card'],['4a'],['akasa interconnect'],,,,,,,
scan_1226,477399,"['kingston datatraveler se9 metalic usb 2 0', 'memory stick']",,,['8gb'],,,,,,
scan_1227,477964,,,,['140mm'],,,['1000 rpm'],,,
scan_1228,478073,['green leds'],,,['120mm id cooling'],,,,,,
scan_1229,478378,,['red led'],,['64gb'],['ddr4 vengeance led pc4 24000 3000'],,"['DDR4', 'UDIMM (Unbuffered)', 'Vengeance LED', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
scan_1230,479603,,,,['500gb'],,,,,['5400rpm'],
scan_1231,480428,,,['akasa'],,,,,,,
scan_1232,481225,,['dominator'],,"['128gb', '8x16gb']",['platinum pc4 21300 2666'],,"['DDR4', 'Dominator Platinum', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_1233,481465,,,,['64gb'],,,,,,
scan_1234,483071,,,,"['16gb', '2x8gb']",,,,,,
scan_1235,484298,,,['asrock'],,,,['1151'],,,
scan_1236,485753,['lacie d2'],,,['10tb'],,"['stfy10000400', 'thunderbolt 3', 'usb 3']",,,,
scan_1237,485805,,,,['32gb'],['ddr4 vengeance rgb pc4 26600 3333 non ecc unbuffered'],,"['Non-ECC', 'Vengeance RGB Black', 'DDR4', 'PC4-26600 (3333)', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
scan_1238,487149,,,['icy box'],,,,,,,['aluminium protection box']
scan_1239,487278,['usb ac53'],,['asus'],,,['USB 2.0'],,,,
scan_1240,487452,['c13 outlet'],,,,,,,['Black'],,
scan_1241,487672,['85w cpu'],,['intel xeon'],,,,,,,['e5 2620']
scan_1242,487955,['netgear'],,,['24 port'],,,,,,
scan_1243,488023,,,,['4gb'],,,,,,['radeon radeon r7']
scan_1244,488077,['corsair'],,,['8gb'],,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
scan_1245,489046,['lexar jumpdrive'],,,['64gb'],,['usb 3 0'],,['black silver'],,
scan_1246,489154,,,,['4tb'],,['external hdd'],,,,
scan_1247,489511,['ncq'],,,['4tb'],,['wd4002fyyz'],,,['7200rpm'],
scan_1248,489933,['hyperx savage'],,,['128gb'],,['USB 3.1 Gen 1 Type-A'],"['350 MB/s', '250 MB/s']","['black red', 'Black/ Red']",['usb 3 1 gen'],['s read 250mb s']
scan_1249,491518,['amd firepro s9300x2 server gpu passive cooling'],,,['8gb'],,,,['hbm memory'],['reverse'],
scan_1250,492013,"['black mid tower', 'performance case']",,['corsair'],,,['usb 3 0 w o psu'],,['compact atx'],['carbide series 200r'],
scan_1251,493074,['write 1600mb s 190k 160k iops'],,,['480gb'],,,,,,
scan_1252,493980,['adata ultimate'],,,['256gb'],,,,,,
scan_1253,495113,['intel b150 s'],,['msi'],,,['micro atx'],,,,
scan_1254,496087,['windows server datacenter 2016'],,['microsoft'],,,,,,,
scan_1255,497652,"['intel s3520 data', 'write 65', 'iops']",,,['480gb'],,['sata iii'],,,,
scan_1256,499371,"['multi lane', 'single cable']",,,,,,,,,
scan_1257,499388,['st2000nx0273 enterprise'],,,['2tb'],,,,,,
scan_1258,499579,,,,,,,,,,
scan_1259,500502,"['kingston compact', 'write']",,,['64gb'],,,,,,
scan_1260,500965,,,,['120mm'],,,,,,
scan_1261,501790,,,,['16 port d link unmanaged'],,,,['combo ports'],,
scan_1262,502147,,['3xdp'],,['8gb'],['gddr5'],,['8000mhz'],,,
scan_1263,502282,"['pro led blue', 'leds']",,,['140mm'],,,,,,
scan_1264,503443,,,,['64gb'],,,,['apple mac'],,
scan_1265,503834,"['cpu cooler', 'intel 115x 775']",,['arctic'],,,,,,['11 plus extrusion'],
scan_1266,503946,['series a10 9700e s am4 quad core'],,,,,,['847mhz'],,,['radeon r7']
scan_1267,504003,['i7 6820hk'],,,,['ddr4'],,,,,
scan_1268,504251,"['sata hard drive', 'mobile rack drawer']",,,,,,,,,['black aluminium']
scan_1269,505253,['corsair'],,,['8gb'],,,,,,
scan_1270,505306,['loop upto'],,,['32gb'],,,,,,
scan_1271,505795,,,['intel xeon'],,,,,,,
scan_1272,505997,,,,"['32gb', '2x16gb']",,['red led'],"['DDR4', 'Vengeance LED', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
scan_1273,506084,,,,['3tb'],,,['7200rpm'],,,
scan_1274,506714,['win10'],,['corsair'],,['ddr4'],,,,,
scan_1275,507125,['western digital'],,,['6tb'],,['3 5'],,,,
scan_1276,507864,['corsair value'],,,['16gb'],,,,,['select ddr3 so dimm pc3 12800 1600 204'],
scan_1277,507982,,,,['6tb'],,,['7200rpm'],,,
scan_1278,508294,,,['logitech'],,,,,,,['wireless']
scan_1279,509467,,,,['8gb'],,"['hbm2 dp', 'hdmi']",['945mhz'],,,
scan_1280,510238,,,,,,['with sfp'],,['150w'],,
scan_1281,510308,,,['apple'],,,,,,,
scan_1282,510698,,,,['64gb'],,,,,,
scan_1283,510950,,,['antec'],,,['hydro cooler with'],,['blue led'],['h1200 pro'],
