cdi_id,cdi_cluster_id,cdi_style,cdi_product_type,cdi_material,cdi_color,cdi_finish,cdi_height,cdi_capacity,cdi_base,cdi_shape,cdi_category,cdi_brand,cdi_blocking_key
cdi_330,452170,,,'lid fits',,,,,,,,,__'lid fits'________
cdi_331,455731,,"'standard grates', 'shelf 6 adjustable'",'battery',,"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'oven', 'flue riser with shelf', '(1) convection oven'",'restaurant',,,"_'standard grates', 'shelf 6 adjustable'_'battery'__'stainless steel', 'nsf'_'660.00 Pound(s)'__'oven', 'flue riser with shelf', '(1) convection oven'_'restaurant'__"
cdi_332,456792,"'compartment with left hand', 'deep with'",'legs with welded front to rear adjustable',"'14', 'stainless steel overall'",,'nsf',"'229.00 Pound(s)', '11""'",'11 h','legs with boxed crossrails',,,,"'compartment with left hand', 'deep with'_'legs with welded front to rear adjustable'_'14', 'stainless steel overall'__'nsf'_'229.00 Pound(s)', '11""'_'11 h'_'legs with boxed crossrails'___"
cdi_333,458377,'quad leg base 50 psi','kettle electric tilting','kb faucet bracket',,'24kw',,,,,,,'quad leg base 50 psi'_'kettle electric tilting'_'kb faucet bracket'__'24kw'______
cdi_334,458417,,'ceramic look',,,,'4.00 Pound(s)',,'triangle aluminum','triangle',,'pedestal plate',_'ceramic look'____'4.00 Pound(s)'__'triangle aluminum'_'triangle'__'pedestal plate'
cdi_335,459591,"'refrigerated base remote refrigeration', 'drawers'",'legs available','stainless steel',,'only when ordered','675.00 Pound(s)','60 1 ph','32 drawers',,,,"'refrigerated base remote refrigeration', 'drawers'_'legs available'_'stainless steel'__'only when ordered'_'675.00 Pound(s)'_'60 1 ph'_'32 drawers'___"
cdi_336,460223,,'independent doors','stainless steel','convection oven',,'505.00 Pound(s)','500 f',"'speed fan', 'legs'",,'27',,"_'independent doors'_'stainless steel'_'convection oven'__'505.00 Pound(s)'_'500 f'_'speed fan', 'legs'__'27'_"
cdi_337,460477,"'restaurant', 'per'",'wavy grates',"'battery', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",,,,"'restaurant', 'per'_'wavy grates'_'battery', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'___"
cdi_338,464033,'oven',"'open burners', 'shelf'",'stainless steel','shelf hinged lower','nsf','1075.00 Pound(s)',,"'left manual', '(1) standard oven, (1) cabinet'",'valve panel includes',,,"'oven'_'open burners', 'shelf'_'stainless steel'_'shelf hinged lower'_'nsf'_'1075.00 Pound(s)'__'left manual', '(1) standard oven, (1) cabinet'_'valve panel includes'__"
cdi_339,465259,,'buffet shield',,,,,'72 l',,'sided',,,_'buffet shield'_____'72 l'__'sided'__
cdi_340,465554,"'manual', 'oven 1', 'cabinet includes', 'rear'",'heavy duty',,,,'568.00 Pound(s)',,"'open burners', '(1) standard oven, (1) cabinet'",,'nsf',,"'manual', 'oven 1', 'cabinet includes', 'rear'_'heavy duty'____'568.00 Pound(s)'__'open burners', '(1) standard oven, (1) cabinet'__'nsf'_"
cdi_341,466243,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'left thermostatic', 'shelf 6 adjustable'","'battery', 'battery'",'ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'restaurant', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'left thermostatic', 'shelf 6 adjustable'_'battery', 'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_342,466526,'deep pans digital',"'not voided', 'star'",,,,"'12 x 20', '231.00 Pound(s)'",,,,,,"'deep pans digital'_'not voided', 'star'____'12 x 20', '231.00 Pound(s)'_____"
cdi_343,470186,"'restaurant', 'burners', 'rear'",'shelf 6 adjustable',"'left standing pilot 2', 'battery', 'stainless steel'","'ultimate', 'per oven'",'nsf','1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",,,,"'restaurant', 'burners', 'rear'_'shelf 6 adjustable'_'left standing pilot 2', 'battery', 'stainless steel'_'ultimate', 'per oven'_'nsf'_'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'___"
cdi_344,471043,"'oven with 3 position', 'rack 1 storage base stainless steel'","'plate 1 standard', 'plate rail', 'shelf 6 stainless steel', 'legs'",'front',"'series restaurant', 'rack guides with oven'",,'659.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'oven with 3 position', 'rack 1 storage base stainless steel'_'plate 1 standard', 'plate rail', 'shelf 6 stainless steel', 'legs'_'front'_'series restaurant', 'rack guides with oven'__'659.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_345,472031,'compartment with left hand drainboard','open frame','nsf',,,"'133.00 Pound(s)', '8""'",'18 gauge','legs with side crossrails',,,'regaline sink 1',"'compartment with left hand drainboard'_'open frame'_'nsf'___'133.00 Pound(s)', '8""'_'18 gauge'_'legs with side crossrails'___'regaline sink 1'"
cdi_346,472710,,,'wide heat area',,,,,,,,,__'wide heat area'________
cdi_347,473446,,"'convection steamer includes', 'electric', 'nema l6 30ps energy star'",,,,'471.00 Pound(s)','6 12x20x2','pan units',,'n hold boilerless','two steam',"_'convection steamer includes', 'electric', 'nema l6 30ps energy star'____'471.00 Pound(s)'_'6 12x20x2'_'pan units'__'n hold boilerless'_'two steam'"
cdi_348,476274,,'resistant refrigerant gel insulated dishwasher safe','designed to hold food pans',,'abs plastic white',,,,'nsf',,'coldmaster coldpan',_'resistant refrigerant gel insulated dishwasher safe'_'designed to hold food pans'__'abs plastic white'____'nsf'__'coldmaster coldpan'
cdi_349,477675,"'reduced height single', 'top', 'refrigeration system', 'doors'",,"'stainless steel', 'stainless steel'","'top refrigerator', 'front breathing rear mounted'",,'245.00 Pound(s)','12 pan',,,,,"'reduced height single', 'top', 'refrigeration system', 'doors'__'stainless steel', 'stainless steel'_'top refrigerator', 'front breathing rear mounted'__'245.00 Pound(s)'_'12 pan'____"
cdi_350,481869,"'s series restaurant', 'open burners', 'oven snap action', 'valve panel includes'","'shelf hinged', 'shelf'",'removable cast iron',,'nsf','1075.00 Pound(s)',,"'left thermostatic', 'oven', '(1) standard oven, (1) convection oven'",'standard',,,"'s series restaurant', 'open burners', 'oven snap action', 'valve panel includes'_'shelf hinged', 'shelf'_'removable cast iron'__'nsf'_'1075.00 Pound(s)'__'left thermostatic', 'oven', '(1) standard oven, (1) convection oven'_'standard'__"
cdi_351,481960,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_352,488268,,"'digital thermometer', 'half height doors'",'front aluminum ends',"'epoxy coated wire shelves', 'per'","'two', 'stainless steel'",'454.00 Pound(s)','38 - 53 cu. ft.','not included',,,,"_'digital thermometer', 'half height doors'_'front aluminum ends'_'epoxy coated wire shelves', 'per'_'two', 'stainless steel'_'454.00 Pound(s)'_'38 - 53 cu. ft.'_'not included'___"
cdi_353,491571,,,'insulated plastic',,,,,,,'nsf',,__'insulated plastic'_______'nsf'_
cdi_354,493172,"'cart panels top', 'back panels only for'",,,,,,,,,,,"'cart panels top', 'back panels only for'__________"
cdi_355,493724,'restaurant','wavy grates',,'ultimate','nsf','735.00 Pound(s)',,'(2) standard / space saver ovens','oven',,,'restaurant'_'wavy grates'__'ultimate'_'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'_'oven'__
cdi_356,497373,"'restaurant', 'grates standing pilot 2', 'standard ovens with battery', 'per'",'burners rear',"'saut burners', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,'(2) standard ovens',,,,"'restaurant', 'grates standing pilot 2', 'standard ovens with battery', 'per'_'burners rear'_'saut burners', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(2) standard ovens'___"
cdi_357,498156,'resistant refrigerant gel insulated dishwasher safe','designed to hold food pans',,,'abs plastic black',,,,,,,'resistant refrigerant gel insulated dishwasher safe'_'designed to hold food pans'___'abs plastic black'______
cdi_358,500532,"'replacement door gasket', 'oven'",'half size',,,,,,,,'023',,"'replacement door gasket', 'oven'_'half size'________'023'_"
cdi_359,501522,'insulated heat shield',"'hose', 'braid coated with orange', 'sleeve heat shield limited'",,,,'2.22 Pound(s)',,,,,,"'insulated heat shield'_'hose', 'braid coated with orange', 'sleeve heat shield limited'____'2.22 Pound(s)'_____"
cdi_360,502190,"'ultimate', 'restaurant', 'per'",,"'saut burners', 'battery', 'oven'",'standard grates','nsf','1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",'rear',,,"'ultimate', 'restaurant', 'per'__'saut burners', 'battery', 'oven'_'standard grates'_'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'_'rear'__"
cdi_361,502298,,"'wavy grates', 'shelf 6 adjustable'",,,"'stainless steel', 'nsf'",'1075.00 Pound(s)','48 griddle',"'flue riser with shelf', '(2) cabinets'",'restaurant',,,"_'wavy grates', 'shelf 6 adjustable'___'stainless steel', 'nsf'_'1075.00 Pound(s)'_'48 griddle'_'flue riser with shelf', '(2) cabinets'_'restaurant'__"
cdi_362,503396,"'oven racks', 'floor model'",'solid state',"'series convection', '200', 'front', 'plated'",,,'1030.00 Pound(s)',,'legs','oven',"'60', 'porcelain'",,"'oven racks', 'floor model'_'solid state'_'series convection', '200', 'front', 'plated'___'1030.00 Pound(s)'__'legs'_'oven'_'60', 'porcelain'_"
cdi_363,505775,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery',,'nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'restaurant',,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'__'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'restaurant'__"
cdi_364,506379,"'open burners', 'back riser lift off', 'oven'",'oven thermostat',"'front', 'stainless steel'","'radiance restaurant', 'standard 6 stainless steel adjustable'",,'760.00 Pound(s)','26 3',"'standard ovens', '(2) standard / space saver ovens'",,'219',,"'open burners', 'back riser lift off', 'oven'_'oven thermostat'_'front', 'stainless steel'_'radiance restaurant', 'standard 6 stainless steel adjustable'__'760.00 Pound(s)'_'26 3'_'standard ovens', '(2) standard / space saver ovens'__'219'_"
cdi_365,506625,,,'high',,,,,,,,,__'high'________
cdi_366,507329,'restaurant',"'standard grates', 'shelf'",,'ultimate','nsf','1075.00 Pound(s)','2 cabinets','(2) cabinets',,,,"'restaurant'_'standard grates', 'shelf'__'ultimate'_'nsf'_'1075.00 Pound(s)'_'2 cabinets'_'(2) cabinets'___"
cdi_367,508120,'restaurant','standard grates',,'ultimate','nsf','1075.00 Pound(s)',,'(2) cabinets',,,,'restaurant'_'standard grates'__'ultimate'_'nsf'_'1075.00 Pound(s)'__'(2) cabinets'___
cdi_368,508629,"'restaurant', 'burners', 'front', 'back right', 'with wavy grates', 'oven'",'shelf 6 adjustable',"'left standing pilot 1', 'battery'",,"'stainless steel', 'nsf'",'735.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,'ultimate',"'restaurant', 'burners', 'front', 'back right', 'with wavy grates', 'oven'_'shelf 6 adjustable'_'left standing pilot 1', 'battery'__'stainless steel', 'nsf'_'735.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___'ultimate'"
cdi_369,510970,'oven 1 oven',"'open burners', 'plate cast iron top'","'plate rail', 'backguard'","'sunfire restaurant', 'standard'",,'495.00 Pound(s)',,'(1) standard oven',,,,"'oven 1 oven'_'open burners', 'plate cast iron top'_'plate rail', 'backguard'_'sunfire restaurant', 'standard'__'495.00 Pound(s)'__'(1) standard oven'___"
cdi_370,512667,"'compartment with left right hand drainboards', 'deep with'","'open frame', 'gauge'",,'regaline sink 3',,"'239.00 Pound(s)', '8""'",,'legs with boxed crossrails',,,,"'compartment with left right hand drainboards', 'deep with'_'open frame', 'gauge'__'regaline sink 3'__'239.00 Pound(s)', '8""'__'legs with boxed crossrails'___"
cdi_371,512887,"'compartment with right hand drainboard', 'deep with'",'legs with welded front to rear adjustable','stainless steel overall',,'nsf',"'20 front', '245.00 Pound(s)', '11""'",'95 l','legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'legs with welded front to rear adjustable'_'stainless steel overall'__'nsf'_'20 front', '245.00 Pound(s)', '11""'_'95 l'_'legs with boxed crossrails'___"
cdi_372,513653,"'ultimate', 'restaurant'",'standard grates',,,'nsf','1075.00 Pound(s)',,'(2) cabinets',,,,"'ultimate', 'restaurant'_'standard grates'___'nsf'_'1075.00 Pound(s)'__'(2) cabinets'___"
cdi_373,513871,'oven',"'phoenix heavy duty', '2 racks', 'pressure regulator'","'front and rear', 'back'",'shelf front top','nsf','710.00 Pound(s)',,'(1) standard oven','sides stub',,,"'oven'_'phoenix heavy duty', '2 racks', 'pressure regulator'_'front and rear', 'back'_'shelf front top'_'nsf'_'710.00 Pound(s)'__'(1) standard oven'_'sides stub'__"
cdi_374,514695,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate','nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_375,515689,'digital thermometer','self contained refrigeration','front aluminum ends',"'epoxy coated wire shelves', 'per'",'stainless steel','622.00 Pound(s)','54 - 85 cu. ft.',,,,,"'digital thermometer'_'self contained refrigeration'_'front aluminum ends'_'epoxy coated wire shelves', 'per'_'stainless steel'_'622.00 Pound(s)'_'54 - 85 cu. ft.'____"
cdi_376,516534,'flue riser black',"'heavy duty', 'open burners', 'convection oven base stainless steel'",,,'legs','660.00 Pound(s)',,'(1) convection oven',,'hot tops',,"'flue riser black'_'heavy duty', 'open burners', 'convection oven base stainless steel'___'legs'_'660.00 Pound(s)'__'(1) convection oven'__'hot tops'_"
cdi_377,518071,"'restaurant', 'right standing pilot 2 space', 'per'",'burners','oven','ultimate',"'saver ovens with battery', 'nsf'",'735.00 Pound(s)',,'(2) standard / space saver ovens',,,,"'restaurant', 'right standing pilot 2 space', 'per'_'burners'_'oven'_'ultimate'_'saver ovens with battery', 'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'___"
cdi_378,521623,'compartment with left hand drainboard',"'open frame', 'gauge'",'nsf',,,"'142.00 Pound(s)', '8""'",,'legs with side crossrails',,,,"'compartment with left hand drainboard'_'open frame', 'gauge'_'nsf'___'142.00 Pound(s)', '8""'__'legs with side crossrails'___"
cdi_379,523514,"'restaurant', 'standard ovens with battery', 'per'",'rear',"'pyromax burners', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,'(2) standard ovens',,'front',,"'restaurant', 'standard ovens with battery', 'per'_'rear'_'pyromax burners', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(2) standard ovens'__'front'_"
cdi_380,526473,,,,,,,'30 l',,,,,______'30 l'____
cdi_381,528144,,'iron grates','stainless steel','valve per burner manual',,'635.00 Pound(s)',"'21 3', '16 d'",,,,,"_'iron grates'_'stainless steel'_'valve per burner manual'__'635.00 Pound(s)'_'21 3', '16 d'____"
cdi_382,528191,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery',,'nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'restaurant',,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'__'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'restaurant'__"
cdi_383,528402,,"'standard grates', 'shelf 6 adjustable'",,,"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'flue riser withshelf', '(1) cabinet'",'restaurant',,,"_'standard grates', 'shelf 6 adjustable'___'stainless steel', 'nsf'_'660.00 Pound(s)'__'flue riser withshelf', '(1) cabinet'_'restaurant'__"
cdi_384,532439,,,'pans stainless steel',,,'255.00 Pound(s)',,,,,,__'pans stainless steel'___'255.00 Pound(s)'_____
cdi_385,532746,,,'stainless steel',,,,'96 l',,,,'single sided',__'stainless steel'____'96 l'____'single sided'
cdi_386,534369,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_387,535153,"'dia', 'insulated heat shield'","'braid coated with orange', 'sleeve heat shield limited'",'stainless steel',,,'2.85 Pound(s)',,,,,,"'dia', 'insulated heat shield'_'braid coated with orange', 'sleeve heat shield limited'_'stainless steel'___'2.85 Pound(s)'_____"
cdi_388,535381,'restaurant','wavy grates',,'ultimate','nsf','735.00 Pound(s)',,'(2) standard / space saver ovens','oven',,,'restaurant'_'wavy grates'__'ultimate'_'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'_'oven'__
cdi_389,536892,'pasta on fork',,,,,,,,,,,'pasta on fork'__________
cdi_390,538007,"'25 clearance through machine stainless steel', 'tank heat vent fan control'",'construction electric',,'nsf culus',,'641.00 Pound(s)','approximately (200) racks/hour',,,,,"'25 clearance through machine stainless steel', 'tank heat vent fan control'_'construction electric'__'nsf culus'__'641.00 Pound(s)'_'approximately (200) racks/hour'____"
cdi_391,538405,"'restaurant', 'oven'",'standard grates',,'ultimate','nsf','735.00 Pound(s)',,'(2) standard / space saver ovens',,,,"'restaurant', 'oven'_'standard grates'__'ultimate'_'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'___"
cdi_392,539889,"'compartment with left hand', 'deep with'",'open frame',,,'nsf',"'287.00 Pound(s)', '8""'",'18 gauge','legs with boxed crossrails',,,,"'compartment with left hand', 'deep with'_'open frame'___'nsf'_'287.00 Pound(s)', '8""'_'18 gauge'_'legs with boxed crossrails'___"
cdi_393,541196,'deep pans each compartment digital','not voided',,,,"'12 x 20', '512.00 Pound(s)'",,,,,,"'deep pans each compartment digital'_'not voided'____'12 x 20', '512.00 Pound(s)'_____"
cdi_394,541492,"'two', 'digital thermometer'","'self contained refrigeration', 'energy star'",'front aluminum ends',"'epoxy coated wire shelves', 'per'",'stainless steel','454.00 Pound(s)','38 - 53 cu. ft.',,,,,"'two', 'digital thermometer'_'self contained refrigeration', 'energy star'_'front aluminum ends'_'epoxy coated wire shelves', 'per'_'stainless steel'_'454.00 Pound(s)'_'38 - 53 cu. ft.'____"
cdi_395,542139,"'restaurant', 'oven'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate',"'stainless steel', 'nsf'",'735.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'restaurant', 'oven'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'735.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_396,543116,"'duty microwave', 'oven', 'touch', 'complete beep side'","'touch control', 'easy to', 'door with window 208 230v'","'capacity programmable', 'cooking'",,'levels','75.00 Pound(s)','0.9 - 1.0 cu. ft. capacity',,'energy save function cooking','to 200',,"'duty microwave', 'oven', 'touch', 'complete beep side'_'touch control', 'easy to', 'door with window 208 230v'_'capacity programmable', 'cooking'__'levels'_'75.00 Pound(s)'_'0.9 - 1.0 cu. ft. capacity'__'energy save function cooking'_'to 200'_"
cdi_397,547035,"'oven', 'flue riser with shelf stainless steel', 'front'","'wavy grates', 'shelf 6 adjustable'",'battery',,'nsf','660.00 Pound(s)',,'(1) standard oven','restaurant',,,"'oven', 'flue riser with shelf stainless steel', 'front'_'wavy grates', 'shelf 6 adjustable'_'battery'__'nsf'_'660.00 Pound(s)'__'(1) standard oven'_'restaurant'__"
cdi_398,547887,'rear','standard grates',,,'nsf','735.00 Pound(s)',,'(2) standard / space saver ovens',"'restaurant', 'oven'",,,"'rear'_'standard grates'___'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'_'restaurant', 'oven'__"
cdi_399,547924,"'rear', 'oven'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate restaurant',"'stainless steel', 'nsf'",'1075.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'rear', 'oven'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate restaurant'_'stainless steel', 'nsf'_'1075.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_400,549187,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate restaurant','nsf','660.00 Pound(s)',,'(1) standard oven',,,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate restaurant'_'nsf'_'660.00 Pound(s)'__'(1) standard oven'___"
cdi_401,551420,"'restaurant', 'burners', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners rear', 'raised griddle broiler standing pilot 1', 'shelf 6 adjustable'","'battery', 'battery'",'ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) convection oven'",,,,"'restaurant', 'burners', 'oven', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners rear', 'raised griddle broiler standing pilot 1', 'shelf 6 adjustable'_'battery', 'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) convection oven'___"
cdi_402,554563,"'sided', 'top'",'buffet shield','stainless steel',,,,'86 l',,,,,"'sided', 'top'_'buffet shield'_'stainless steel'____'86 l'____"
cdi_403,555272,"'standard ovens with battery', 'per'",'standard grates','oven',,'nsf','1075.00 Pound(s)','48 griddle','(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'_'standard grates'_'oven'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(2) standard ovens'_'restaurant'__"
cdi_404,555982,"'restaurant', 'per'",'wavy grates',"'battery', 'oven'",'ultimate',"'legs', 'nsf'",'1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",,,,"'restaurant', 'per'_'wavy grates'_'battery', 'oven'_'ultimate'_'legs', 'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'___"
cdi_405,558556,,'iron grates','stainless steel','valve per burner manual',,'514.00 Pound(s)','21 3',,,'nsf',,_'iron grates'_'stainless steel'_'valve per burner manual'__'514.00 Pound(s)'_'21 3'___'nsf'_
cdi_406,559237,"'standard ovens with battery', 'per'",'standard grates','oven',,'nsf','1075.00 Pound(s)','48 griddle','(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'_'standard grates'_'oven'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(2) standard ovens'_'restaurant'__"
cdi_407,560605,'drawers',"'base remote refrigeration', 'legs available'",'stainless steel','cuisine freezer','only when ordered','322.00 Pound(s)','60 1 ph 0','32 drawers',,,,"'drawers'_'base remote refrigeration', 'legs available'_'stainless steel'_'cuisine freezer'_'only when ordered'_'322.00 Pound(s)'_'60 1 ph 0'_'32 drawers'___"
cdi_408,560836,"'s series restaurant', 'open burners', 'removable cast iron grates'","'shelf hinged', 'shelf', 'legs 176'",,,'nsf','1075.00 Pound(s)','2 crumb','(2) cabinets','valve panel stainless steel',,,"'s series restaurant', 'open burners', 'removable cast iron grates'_'shelf hinged', 'shelf', 'legs 176'___'nsf'_'1075.00 Pound(s)'_'2 crumb'_'(2) cabinets'_'valve panel stainless steel'__"
cdi_409,561725,'restaurant','standard grates',,'ultimate','nsf','1075.00 Pound(s)',,"'(1) convection oven, (1) cabinet'",,,,"'restaurant'_'standard grates'__'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) convection oven, (1) cabinet'___"
cdi_410,563643,'restaurant',"'rear', 'shelf 6'",'pyromax burners','ultimate',"'stainless steel', 'nsf'",'1075.00 Pound(s)',,'(2) cabinets',,'front',,"'restaurant'_'rear', 'shelf 6'_'pyromax burners'_'ultimate'_'stainless steel', 'nsf'_'1075.00 Pound(s)'__'(2) cabinets'__'front'_"
cdi_411,567357,'black','mesh filter grindmaster',,'black includes',,,,,,,,'black'_'mesh filter grindmaster'__'black includes'_______
cdi_412,568120,"'open burners', 'front'",,,"'cuisine series heavy duty', 'stainless steel'",,'438.00 Pound(s)',,'(1) cabinet',,,,"'open burners', 'front'___'cuisine series heavy duty', 'stainless steel'__'438.00 Pound(s)'__'(1) cabinet'___"
cdi_413,568574,,'slat belt',,,,'900.00 Pound(s)',,,,'conveyor lexan',,_'slat belt'____'900.00 Pound(s)'____'conveyor lexan'_
cdi_414,568826,,"'wavy grates', 'shelf 6 adjustable'","'battery', 'stainless steel'",'per oven','nsf','1075.00 Pound(s)',,"'convection ovens', '(2) convection ovens'",'restaurant',,,"_'wavy grates', 'shelf 6 adjustable'_'battery', 'stainless steel'_'per oven'_'nsf'_'1075.00 Pound(s)'__'convection ovens', '(2) convection ovens'_'restaurant'__"
cdi_415,571447,"'compartment with right hand drainboard', 'deep with'","'open frame', 'gauge'",'nsf',,,"'20 front', '207.00 Pound(s)', '8""'",,'legs with boxed crossrails',,,,"'compartment with right hand drainboard', 'deep with'_'open frame', 'gauge'_'nsf'___'20 front', '207.00 Pound(s)', '8""'__'legs with boxed crossrails'___"
cdi_416,573516,"'refrigerated base remote refrigeration', 'drawers'",'legs available','stainless steel',,'only when ordered','750.00 Pound(s)','60 1','27 drawers',,,,"'refrigerated base remote refrigeration', 'drawers'_'legs available'_'stainless steel'__'only when ordered'_'750.00 Pound(s)'_'60 1'_'27 drawers'___"
cdi_417,582365,"'connected', 'deep pans each compartment digital'",'convection steamers','energy star includes',,,"'12 x 20', '512.00 Pound(s)'",,,,,,"'connected', 'deep pans each compartment digital'_'convection steamers'_'energy star includes'___'12 x 20', '512.00 Pound(s)'_____"
cdi_418,582615,'compartment with left hand',"'open frame', 'gauge'",,,'nsf',"'235.00 Pound(s)', '8""'",,'legs with boxed crossrails',,,,"'compartment with left hand'_'open frame', 'gauge'___'nsf'_'235.00 Pound(s)', '8""'__'legs with boxed crossrails'___"
cdi_419,584205,"'restaurant', 'oven'","'standard grates', 'shelf 6 adjustable'",'battery','ultimate',"'stainless steel', 'nsf'",'660.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven'",,,,"'restaurant', 'oven'_'standard grates', 'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'660.00 Pound(s)'__'flue riser with shelf', '(1) convection oven'___"
cdi_420,584956,'sliding doors',"'display', 'work shelf', 'pan 1', 'thermostat indicator lights', 'end panels ecosmart culus'",'heated self',,,"'front design', '615.00 Pound(s)'",'72 l',,,'ansi',,"'sliding doors'_'display', 'work shelf', 'pan 1', 'thermostat indicator lights', 'end panels ecosmart culus'_'heated self'___'front design', '615.00 Pound(s)'_'72 l'___'ansi'_"
cdi_421,585007,"'oven', 'oven racks'",'solid state',"'series convection', 'plated'",,,'1090.00 Pound(s)',,"'speed fan', 'legs'",,"'60', 'porcelain'",,"'oven', 'oven racks'_'solid state'_'series convection', 'plated'___'1090.00 Pound(s)'__'speed fan', 'legs'__'60', 'porcelain'_"
