rewo_id,rewo_cluster_id
rewo_14363,683518
rewo_14368,683784
rewo_14369,683810
rewo_14378,684127
rewo_14382,684413
rewo_14388,684635
rewo_14392,684689
rewo_14394,684713
rewo_14395,684756
rewo_14397,684791
rewo_14398,684843
rewo_14401,684941
rewo_14423,685884
rewo_14442,686631
rewo_14449,686872
rewo_14452,686996
rewo_14458,687193
rewo_14460,687403
rewo_14461,687448
rewo_14462,687451
rewo_14463,687504
rewo_14465,687611
rewo_14467,687669
rewo_14477,688102
rewo_14480,688193
rewo_14488,688642
rewo_14495,688782
rewo_14497,688949
rewo_14505,689116
rewo_14506,689158
rewo_14516,689559
rewo_14522,689869
rewo_14524,689880
rewo_14527,689923
rewo_14530,690008
rewo_14539,690382
rewo_14551,690930
rewo_14553,690970
rewo_14560,691268
rewo_14569,691632
rewo_14570,691636
rewo_14571,691690
rewo_14574,691835
rewo_14575,691857
rewo_14576,691887
rewo_14580,692047
rewo_14585,692279
rewo_14587,692330
rewo_14590,692438
rewo_14592,692505
rewo_14598,692697
rewo_14599,692755
rewo_14600,692848
rewo_14601,692876
rewo_14604,692916
rewo_14607,693136
rewo_14611,693311
rewo_14616,693534
rewo_14618,693613
rewo_14623,694378
rewo_14632,694894
rewo_14638,695256
rewo_14644,695406
rewo_14646,695539
rewo_14653,696043
rewo_14658,696237
rewo_14659,696250
rewo_14668,696529
rewo_14669,696533
rewo_14683,697003
rewo_14684,697053
rewo_14685,697122
rewo_14688,697242
rewo_14692,697371
rewo_14693,697410
rewo_14696,697562
rewo_14697,697585
rewo_14700,697654
rewo_14704,697779
rewo_14710,698114
rewo_14712,698205
rewo_14719,698463
rewo_14720,698472
rewo_14726,698810
rewo_14733,699269
rewo_14734,699391
rewo_14741,699614
rewo_14752,700084
rewo_14756,700194
rewo_14761,700712
rewo_14764,700857
rewo_14766,700898
rewo_14768,700930
rewo_14769,700976
rewo_14770,700981
rewo_14774,701157
rewo_14778,701325
rewo_14780,701454
rewo_14787,701725
rewo_14793,701893
rewo_14800,702016
rewo_14801,702037
rewo_14803,702056
rewo_14805,702090
rewo_14808,702343
rewo_14813,702556
rewo_14818,702693
rewo_14819,702726
rewo_14843,704096
rewo_14847,704406
rewo_14853,704503
rewo_14857,704837
rewo_14859,704904
rewo_14864,705016
rewo_14872,705508
rewo_14876,705636
rewo_14878,705664
rewo_14879,705708
rewo_14886,705933
rewo_14888,705942
rewo_14891,705993
rewo_14893,706078
rewo_14895,706114
rewo_14902,706323
rewo_14904,706353
rewo_14917,706608
rewo_14920,706742
rewo_14927,707129
rewo_14930,707162
rewo_14939,707525
rewo_14950,707856
rewo_14951,707887
rewo_14953,707923
rewo_14956,707991
rewo_14958,708089
rewo_14962,708217
rewo_14968,708486
rewo_14969,708639
rewo_14979,709203
rewo_14982,709328
rewo_14985,709479
rewo_14999,710195
rewo_15004,710315
rewo_15005,710362
rewo_15007,710387
rewo_15012,710634
rewo_15014,710647
rewo_15022,711185
rewo_15026,711428
rewo_15028,711695
rewo_15029,711825
rewo_15031,711879
rewo_15033,711963
rewo_15037,712088
rewo_15038,712102
rewo_15039,712142
rewo_15041,712213
rewo_15044,712323
rewo_15046,712374
rewo_15051,712584
rewo_15053,712661
rewo_15057,712835
rewo_15058,712839
rewo_15063,712947
rewo_15068,713223
rewo_15077,713761
rewo_15084,713973
rewo_15087,714118
rewo_15090,714316
rewo_15095,714530
rewo_15096,714531
rewo_15099,714563
rewo_15102,714800
rewo_15107,715143
rewo_15108,715219
rewo_15110,715276
rewo_15111,715492
rewo_15113,715552
rewo_15114,715564
rewo_15116,715655
rewo_15121,715826
rewo_15125,716090
rewo_15134,716575
rewo_15138,716663
rewo_15144,716919
rewo_15146,716974
rewo_15155,717305
rewo_15157,717481
rewo_15159,717520
rewo_15160,717543
rewo_15162,717587
rewo_15165,717769
rewo_15173,718088
rewo_15174,718092
rewo_15175,718130
rewo_15178,718267
rewo_15188,718519
rewo_15189,718543
rewo_15192,718759
rewo_15210,719409
rewo_15212,719527
rewo_15213,719552
rewo_15214,719589
rewo_15219,719799
rewo_15222,719916
rewo_15226,720160
rewo_15229,720226
rewo_15231,720377
rewo_15232,720488
rewo_15236,720733
rewo_15239,720868
rewo_15248,721201
rewo_15249,721225
rewo_15258,721909
rewo_15264,722134
rewo_15265,722162
rewo_15268,722276
rewo_15269,722310
rewo_15271,722370
rewo_15275,722634
rewo_15276,722693
rewo_15279,722783
rewo_15283,722980
rewo_15285,723060
rewo_15288,723167
rewo_15307,724189
rewo_15309,724249
rewo_15315,724465
rewo_15320,724876
rewo_15325,725214
rewo_15333,725709
rewo_15339,726085
rewo_15343,726398
rewo_15345,726571
rewo_15350,726714
rewo_15352,727032
rewo_15353,727132
rewo_15354,727136
rewo_15357,727252
rewo_15360,727304
rewo_15362,727331
rewo_15367,727572
rewo_15368,727599
rewo_15373,727807
rewo_15374,727823
rewo_15378,728011
rewo_15379,728013
rewo_15381,728081
rewo_15384,728262
rewo_15391,728593
rewo_15406,729241
rewo_15415,729745
rewo_15422,729963
rewo_15429,730067
rewo_15445,731066
rewo_15448,731207
rewo_15451,731255
rewo_15456,731420
rewo_15458,731586
rewo_15461,731680
rewo_15469,731943
rewo_15470,731962
rewo_15480,732194
rewo_15481,732215
rewo_15482,732258
rewo_15483,732266
rewo_15491,732647
rewo_15495,732965
rewo_15499,733185
rewo_15504,733469
rewo_15512,733723
rewo_15515,733821
rewo_15525,734165
rewo_15543,734841
rewo_15548,735086
rewo_15552,735220
rewo_15555,735423
rewo_15571,736131
rewo_15572,736224
rewo_15578,736515
rewo_15589,737009
rewo_15590,737043
rewo_15591,737080
rewo_15599,737565
rewo_15604,737865
rewo_15608,738111
rewo_15611,738194
rewo_15627,739155
rewo_15628,739189
rewo_15629,739238
rewo_15633,739349
rewo_15634,739377
rewo_15636,739436
rewo_15637,739442
rewo_15638,739498
rewo_15639,739517
rewo_15645,739751
rewo_15647,739875
rewo_15659,740238
rewo_15688,741644
rewo_15695,742209
rewo_15699,742356
rewo_15703,742545
rewo_15711,742966
rewo_15722,743322
rewo_15723,743392
rewo_15725,743498
rewo_15733,743679
rewo_15735,743751
rewo_15743,743966
rewo_15745,743998
rewo_15749,744094
rewo_15752,744244
rewo_15759,744578
rewo_15760,744759
rewo_15766,744836
rewo_15779,745333
rewo_15781,745375
rewo_15783,745652
rewo_15784,745659
rewo_15789,745855
rewo_15793,746013
rewo_15795,746196
rewo_15798,746456
rewo_15814,747335
rewo_15818,747393
rewo_15821,747562
rewo_15829,747924
rewo_15833,748303
rewo_15834,748345
rewo_15835,748552
rewo_15840,748724
rewo_15841,748763
rewo_15846,748830
rewo_15847,748857
rewo_15848,748872
rewo_15849,748877
rewo_15850,748934
rewo_15858,749491
rewo_15859,749666
rewo_15866,749976
rewo_15870,750077
rewo_15889,750953
rewo_15894,751212
rewo_15898,751356
rewo_15909,751784
rewo_15912,751921
rewo_15917,752281
rewo_15920,752367
rewo_15922,752385
rewo_15925,752434
rewo_15929,752717
rewo_15932,752814
rewo_15938,753124
rewo_15939,753162
rewo_15946,753484
rewo_15948,753566
rewo_15950,753605
rewo_15961,754085
rewo_15962,754114
rewo_15965,754258
rewo_15966,754273
rewo_15967,754282
rewo_15977,755071
rewo_15980,755192
rewo_15981,755249
rewo_15986,755416
rewo_15992,755681
rewo_15995,755878
rewo_16001,756347
rewo_16008,756499
rewo_16009,756518
rewo_16010,756532
rewo_16011,756543
rewo_16016,756684
rewo_16018,756713
rewo_16023,756941
rewo_16026,756956
rewo_16034,757369
rewo_16038,757456
rewo_16041,757722
rewo_16044,757865
rewo_16046,757938
rewo_16050,758253
rewo_16053,758290
rewo_16057,758367
rewo_16060,758547
rewo_16071,759143
rewo_16072,759165
rewo_16073,759237
rewo_16077,759574
rewo_16085,759867
rewo_16089,760313
rewo_16092,760373
rewo_16094,760444
rewo_16098,760699
rewo_16106,760926
rewo_16119,761671
rewo_16124,761841
rewo_16125,761904
rewo_16127,762018
rewo_16128,762070
rewo_16132,762215
rewo_16134,762538
rewo_16138,762804
rewo_16139,762843
rewo_16142,763095
rewo_16146,763231
rewo_16148,763235
rewo_16153,763530
rewo_16159,763898
rewo_16169,764473
rewo_16172,764601
rewo_16173,764650
rewo_16175,764703
rewo_16176,764723
rewo_16178,764864
rewo_16186,765086
rewo_16188,765139
rewo_16191,765242
rewo_16196,765646
rewo_16198,765699
rewo_16200,765747
rewo_16201,765800
rewo_16206,766026
rewo_16209,766194
rewo_16211,766468
rewo_16220,766860
rewo_16223,767030
rewo_16227,767263
rewo_16228,767334
rewo_16235,767776
rewo_16242,768090
rewo_16255,768594
rewo_16257,768625
rewo_16259,768654
rewo_16270,769078
rewo_16271,769085
rewo_16272,769112
rewo_16277,769352
rewo_16278,769365
rewo_16280,769495
rewo_16288,770006
rewo_16294,770206
rewo_16296,770228
rewo_16297,770258
rewo_16302,770545
rewo_16303,770556
rewo_16304,770580
rewo_16309,770695
rewo_16311,770726
rewo_16323,771087
rewo_16324,771100
rewo_16326,771202
rewo_16329,771348
rewo_16330,771349
rewo_16331,771352
rewo_16332,771373
rewo_16335,771482
rewo_16337,771540
rewo_16338,771581
rewo_16339,771601
rewo_16353,772093
rewo_16358,772395
rewo_16359,772441
rewo_16360,772487
rewo_16364,772577
rewo_16366,772699
rewo_16374,773025
rewo_16382,773388
rewo_16388,773675
rewo_16392,773927
rewo_16394,773974
rewo_16395,773980
rewo_16397,774165
rewo_16399,774190
rewo_16400,774220
rewo_16410,774642
rewo_16415,774707
rewo_16417,774905
rewo_16420,775032
rewo_16422,775073
rewo_16426,775179
rewo_16430,775417
rewo_16434,775473
rewo_16438,775578
rewo_16441,775801
rewo_16444,775918
rewo_16449,776043
rewo_16452,776093
rewo_16459,776604
rewo_16460,776649
rewo_16463,776726
rewo_16467,777124
rewo_16473,777477
rewo_16477,777743
rewo_16479,778041
rewo_16488,778432
rewo_16489,778439
rewo_16496,778674
rewo_16497,778723
rewo_16502,778839
rewo_16505,779010
rewo_16506,779095
rewo_16507,779112
rewo_16509,779162
rewo_16511,779342
rewo_16514,779379
rewo_16523,779691
rewo_16532,780166
rewo_16541,780502
rewo_16546,780774
rewo_16548,780831
rewo_16553,781012
rewo_16560,781369
rewo_16562,781440
rewo_16564,781512
rewo_16566,781528
rewo_16568,781552
rewo_16569,781567
rewo_16570,781630
rewo_16571,781676
rewo_16572,781712
rewo_16575,781969
rewo_16584,782413
rewo_16587,782472
rewo_16591,782872
rewo_16592,782873
rewo_16593,782882
rewo_16594,782883
rewo_16600,783046
rewo_16605,783121
rewo_16606,783185
rewo_16608,783290
rewo_16621,783792
rewo_16626,783917
rewo_16627,784015
rewo_16628,784026
rewo_16630,784090
rewo_16634,784333
rewo_16637,784401
rewo_16643,784661
rewo_16644,784836
rewo_16645,784902
rewo_16648,785121
rewo_16649,785127
rewo_16650,785137
rewo_16653,785439
rewo_16654,785558
rewo_16663,786246
rewo_16668,786327
rewo_16669,786342
rewo_16673,786367
rewo_16675,786428
rewo_16679,786623
rewo_16680,786626
rewo_16685,786769
rewo_16693,786999
rewo_16702,787425
rewo_16703,787528
rewo_16707,787671
rewo_16708,787675
rewo_16713,787892
rewo_16714,787893
rewo_16717,788048
rewo_16720,788160
rewo_16726,788417
rewo_16727,788434
rewo_16728,788437
rewo_16730,788484
rewo_16744,789144
rewo_16747,789278
rewo_16750,789476
rewo_16758,789983
rewo_16759,790021
rewo_16764,790192
rewo_16765,790232
rewo_16768,790397
rewo_16772,790561
rewo_16773,790563
rewo_16777,790727
rewo_16784,791088
rewo_16789,791326
rewo_16796,791693
rewo_16798,791738
rewo_16809,792157
rewo_16814,792350
rewo_16821,792617
rewo_16824,792741
rewo_16825,792781
rewo_16827,792862
rewo_16830,792952
rewo_16831,793008
rewo_16835,793164
rewo_16845,793606
rewo_16851,793860
rewo_16856,794008
rewo_16858,794116
rewo_16859,794128
rewo_16864,794194
rewo_16868,794269
rewo_16870,794330
rewo_16874,794590
rewo_16875,794591
rewo_16877,794827
rewo_16883,795006
rewo_16886,795188
rewo_16887,795356
rewo_16890,795440
rewo_16907,796085
rewo_16915,796570
rewo_16916,796583
rewo_16928,797394
rewo_16932,797445
rewo_16938,797712
rewo_16939,797752
rewo_16952,798717
rewo_16962,799118
rewo_16964,799232
rewo_16965,799277
rewo_16967,799395
rewo_16968,799489
rewo_16971,799685
rewo_16974,799802
rewo_16997,801145
rewo_17003,801209
rewo_17008,801568
rewo_17009,801605
rewo_17013,801793
rewo_17021,802402
rewo_17026,802649
rewo_17027,802661
rewo_17031,802749
rewo_17035,802982
rewo_17038,803072
rewo_17047,803506
rewo_17049,803676
rewo_17051,803917
rewo_17052,804002
rewo_17053,804035
rewo_17057,804123
rewo_17063,804212
rewo_17069,804591
rewo_17074,804871
rewo_17076,804948
rewo_17080,805094
rewo_17083,805196
rewo_17086,805735
rewo_17088,805947
rewo_17089,805959
rewo_17093,806140
rewo_17095,806238
rewo_17096,806243
rewo_17097,806250
rewo_17098,806445
rewo_17100,806517
rewo_17101,806560
rewo_17102,806596
rewo_17103,806598
rewo_17106,806728
rewo_17108,806755
rewo_17111,806980
rewo_17112,807034
rewo_17115,807183
rewo_17117,807335
rewo_17118,807365
rewo_17121,807552
rewo_17127,807807
rewo_17128,807923
rewo_17129,807928
rewo_17134,808175
rewo_17137,808387
rewo_17142,808597
rewo_17148,808788
rewo_17150,808895
rewo_17153,809031
rewo_17155,809074
rewo_17160,809302
rewo_17163,809525
rewo_17165,809576
rewo_17169,809819
rewo_17171,809870
rewo_17174,810056
rewo_17182,810446
rewo_17186,810534
rewo_17195,811058
rewo_17196,811103
rewo_17200,811515
rewo_17208,811847
rewo_17213,811963
rewo_17214,811996
rewo_17216,812053
rewo_17220,812352
rewo_17227,812519
rewo_17229,812628
rewo_17234,812794
rewo_17237,812999
rewo_17238,813052
rewo_17249,813396
rewo_17251,813461
rewo_17253,813479
rewo_17261,813934
rewo_17266,814083
rewo_17271,814360
rewo_17272,814478
rewo_17275,814646
rewo_17287,815290
rewo_17289,815379
rewo_17292,815604
rewo_17298,815946
rewo_17305,816274
rewo_17306,816303
rewo_17311,816555
rewo_17314,816689
rewo_17321,816809
rewo_17324,816900
rewo_17327,816985
rewo_17328,817010
rewo_17341,817795
rewo_17347,817959
rewo_17349,818019
rewo_17350,818030
rewo_17351,818171
rewo_17353,818242
rewo_17361,818532
rewo_17362,818546
rewo_17364,818638
rewo_17365,818654
rewo_17366,818712
rewo_17369,818816
rewo_17370,818940
rewo_17374,819136
rewo_17381,819417
rewo_17382,819422
rewo_17384,819506
rewo_17387,819643
rewo_17394,820002
rewo_17402,820404
rewo_17404,820483
rewo_17407,820681
rewo_17409,820809
rewo_17421,821557
rewo_17423,821568
rewo_17426,821685
rewo_17430,821746
rewo_17431,821802
rewo_17437,822248
rewo_17442,822397
rewo_17443,822402
rewo_17447,822612
rewo_17448,822623
rewo_17450,822672
rewo_17453,822849
rewo_17454,822852
rewo_17455,822879
rewo_17460,823011
rewo_17462,823033
rewo_17468,823627
rewo_17479,824031
rewo_17491,824438
rewo_17492,824480
rewo_17493,824484
rewo_17497,824674
rewo_17498,824763
rewo_17516,825319
rewo_17524,825894
rewo_17525,825907
rewo_17526,825911
rewo_17532,826217
rewo_17535,826351
rewo_17537,826511
rewo_17540,826661
rewo_17545,826969
rewo_17552,827335
rewo_17554,827441
rewo_17555,827442
rewo_17556,827538
rewo_17558,827644
rewo_17565,828143
rewo_17567,828228
rewo_17572,828429
rewo_17575,828616
rewo_17582,828916
rewo_17583,828920
rewo_17585,828974
rewo_17586,829006
rewo_17588,829025
rewo_17591,829162
rewo_17592,829163
rewo_17596,829304
rewo_17598,829339
rewo_17602,829516
rewo_17604,829570
rewo_17605,829591
rewo_17607,829654
rewo_17610,829759
rewo_17623,830454
rewo_17626,830593
rewo_17645,831326
rewo_17647,831525
rewo_17648,831526
rewo_17653,831909
rewo_17657,832023
rewo_17669,832853
rewo_17675,833076
rewo_17676,833080
rewo_17681,833176
rewo_17688,833340
rewo_17689,833417
rewo_17696,833769
rewo_17707,834385
rewo_17711,834502
rewo_17712,834511
rewo_17714,834538
rewo_17717,834620
rewo_17719,834851
rewo_17726,835097
rewo_17740,835496
rewo_17741,835746
rewo_17747,836064
rewo_17748,836207
rewo_17751,836395
rewo_17753,836412
rewo_17766,836799
rewo_17768,836894
rewo_17772,837090
rewo_17778,837268
rewo_17784,837447
rewo_17785,837491
rewo_17788,837821
rewo_17802,838643
rewo_17810,839088
rewo_17813,839358
rewo_17815,839502
rewo_17816,839510
rewo_17817,839528
rewo_17827,839816
rewo_17833,840183
rewo_17836,840560
rewo_17839,840930
rewo_17846,841072
rewo_17847,841113
rewo_17851,841177
rewo_17853,841267
rewo_17858,841615
rewo_17859,841627
rewo_17863,842010
rewo_17865,842030
rewo_17867,842130
rewo_17874,842620
rewo_17875,842721
rewo_17877,842895
rewo_17879,843061
rewo_17884,843286
rewo_17890,843633
rewo_17893,843740
rewo_17905,844530
rewo_17907,844679
rewo_17908,844696
rewo_17909,844711
rewo_17917,844973
rewo_17918,844983
rewo_17925,845293
rewo_17929,845589
rewo_17930,845613
rewo_17931,845659
rewo_17935,845751
rewo_17937,845813
rewo_17940,845888
rewo_17942,846083
rewo_17946,846285
rewo_17950,846464
rewo_17966,847113
rewo_17969,847270
rewo_17974,847364
rewo_17979,847522
rewo_17981,847573
rewo_17987,847681
rewo_17990,847912
rewo_17993,847955
rewo_18000,848323
rewo_18005,848426
rewo_18008,848468
rewo_18011,848512
rewo_18015,848627
rewo_18016,848643
rewo_18019,848814
rewo_18020,848836
rewo_18028,849055
rewo_18031,849211
rewo_18047,849892
rewo_18048,849920
rewo_18049,849921
rewo_18051,849978
rewo_18054,850110
rewo_18057,850284
rewo_18064,850451
rewo_18065,850482
rewo_18067,850572
rewo_18070,850692
rewo_18071,850764
rewo_18073,850788
rewo_18084,851276
rewo_18087,851390
rewo_18089,851445
rewo_18098,851824
rewo_18103,852110
rewo_18113,852552
rewo_18120,852772
rewo_18143,854017
rewo_18144,854046
rewo_18149,854285
rewo_18152,854371
rewo_18155,854426
rewo_18161,854602
rewo_18169,854826
rewo_18175,855128
rewo_18178,855204
rewo_18180,855238
rewo_18184,855399
rewo_18187,855494
rewo_18189,855906
rewo_18192,856083
rewo_18194,856198
rewo_18195,856238
rewo_18197,856277
rewo_18200,856381
rewo_18203,856555
rewo_18211,856947
rewo_18213,857042
rewo_18215,857104
rewo_18217,857176
rewo_18218,857195
rewo_18236,857847
rewo_18240,857936
rewo_18251,858192
rewo_18253,858247
rewo_18254,858268
rewo_18266,858634
rewo_18267,858637
rewo_18271,858742
rewo_18275,858983
rewo_18280,859370
rewo_18281,859402
rewo_18287,859582
rewo_18290,859776
rewo_18298,859909
rewo_18303,860153
rewo_18305,860261
rewo_18308,860358
rewo_18309,860369
rewo_18310,860406
rewo_18313,860515
rewo_18316,860559
rewo_18327,861005
rewo_18352,862113
rewo_18366,862508
rewo_18372,862817
rewo_18373,862845
rewo_18388,863639
rewo_18390,863700
rewo_18391,863749
rewo_18396,864078
rewo_18397,864096
rewo_18406,864315
rewo_18408,864414
rewo_18409,864429
rewo_18410,864540
rewo_18413,864577
rewo_18416,864657
rewo_18417,864665
rewo_18429,865321
rewo_18431,865368
rewo_18441,865741
rewo_18443,865831
rewo_18444,865832
rewo_18445,865854
rewo_18447,866060
rewo_18451,866355
rewo_18455,866607
rewo_18457,866674
rewo_18459,867035
rewo_18475,867808
rewo_18477,867916
rewo_18479,867971
rewo_18482,868102
rewo_18487,868291
rewo_18491,868434
rewo_18495,868669
rewo_18502,869122
rewo_18504,869195
rewo_18508,869341
rewo_18512,869428
rewo_18524,869792
rewo_18527,869960
rewo_18530,870042
rewo_18533,870088
rewo_18534,870108
rewo_18540,870375
rewo_18547,870636
rewo_18548,870673
rewo_18553,871146
rewo_18555,871364
rewo_18561,871692
rewo_18562,871743
rewo_18569,871997
rewo_18572,872198
rewo_18576,872414
rewo_18577,872467
rewo_18578,872485
rewo_18579,872500
rewo_18580,872563
rewo_18598,873160
rewo_18604,873394
rewo_18607,873568
rewo_18616,874033
rewo_18619,874194
rewo_18625,874441
rewo_18631,874834
rewo_18634,875045
rewo_18639,875244
rewo_18640,875273
rewo_18643,875406
rewo_18644,875440
rewo_18649,875818
rewo_18651,875944
rewo_18660,876311
rewo_18661,876343
rewo_18662,876475
rewo_18663,876502
rewo_18674,876755
rewo_18675,876805
rewo_18682,877136
rewo_18684,877200
rewo_18686,877304
rewo_18687,877419
rewo_18690,877602
rewo_18694,877946
rewo_18698,878020
rewo_18701,878152
rewo_18704,878297
rewo_18712,878575
rewo_18719,878902
rewo_18723,879204
rewo_18724,879255
rewo_18725,879264
rewo_18731,879478
rewo_18735,879638
rewo_18736,879729
rewo_18738,879747
rewo_18740,879768
rewo_18743,879911
rewo_18747,880240
rewo_18748,880254
rewo_18755,880449
rewo_18758,880722
rewo_18761,880803
rewo_18767,881040
rewo_18776,881556
rewo_18781,881691
rewo_18785,881872
rewo_18787,881920
rewo_18793,882354
rewo_18798,882515
rewo_18800,882543
rewo_18801,882592
rewo_18804,882634
rewo_18807,882731
rewo_18808,882761
rewo_18812,882887
rewo_18813,882890
rewo_18818,883103
rewo_18819,883135
rewo_18820,883190
rewo_18829,883462
rewo_18837,883597
rewo_18840,883645
rewo_18841,883656
rewo_18843,883690
rewo_18844,883768
rewo_18845,883796
rewo_18851,884016
rewo_18852,884041
rewo_18855,884105
rewo_18859,884173
rewo_18867,884398
rewo_18869,884510
rewo_18870,884534
rewo_18874,884586
rewo_18876,884629
rewo_18880,884893
rewo_18884,885066
rewo_18888,885161
rewo_18894,885468
rewo_18902,885983
rewo_18904,886152
rewo_18907,886258
rewo_18909,886355
rewo_18911,886375
rewo_18916,886495
rewo_18920,886628
rewo_18922,886723
rewo_18923,886806
rewo_18929,887039
rewo_18930,887189
rewo_18934,887262
rewo_18939,887597
rewo_18944,887713
rewo_18946,887836
rewo_18959,888592
rewo_18973,889144
rewo_18983,889477
rewo_18986,889613
rewo_18989,889824
rewo_18990,889869
rewo_18992,889920
rewo_18994,890056
rewo_18995,890088
rewo_18999,890379
rewo_19000,890387
rewo_19005,890524
rewo_19011,890788
rewo_19013,890830
rewo_19016,891061
rewo_19018,891265
rewo_19020,891370
rewo_19025,891617
rewo_19035,892307
rewo_19039,892548
rewo_19046,892784
rewo_19048,892879
rewo_19050,892945
rewo_19051,892951
rewo_19061,893224
rewo_19063,893274
rewo_19074,893765
rewo_19076,893817
rewo_19079,893853
rewo_19082,893901
rewo_19083,893912
rewo_19095,894598
rewo_19102,894909
rewo_19108,895349
rewo_19112,895496
rewo_19124,895967
rewo_19133,896501
rewo_19136,896508
rewo_19138,896625
rewo_19142,896862
rewo_19144,896935
rewo_19152,897327
rewo_19153,897350
rewo_19154,897354
rewo_19155,897449
rewo_19158,897590
rewo_19162,897795
rewo_19165,897945
rewo_19171,898179
rewo_19172,898207
rewo_19177,898466
rewo_19179,898605
rewo_19200,899599
rewo_19213,900225
rewo_19214,900256
rewo_19219,900416
rewo_19223,900485
rewo_19224,900562
rewo_19226,900601
rewo_19228,900877
rewo_19233,900986
rewo_19237,901091
rewo_19238,901096
rewo_19244,901243
rewo_19247,901484
rewo_19252,901693
rewo_19253,901707
rewo_19258,901935
rewo_19261,902030
rewo_19267,902255
rewo_19268,902302
rewo_19273,902598
rewo_19276,902789
rewo_19277,902791
rewo_19281,903007
rewo_19283,903104
rewo_19284,903262
rewo_19288,903302
rewo_19290,903378
rewo_19294,903555
rewo_19296,903697
rewo_19298,903832
rewo_19301,903854
rewo_19312,904355
rewo_19328,904677
rewo_19329,904741
rewo_19332,904894
rewo_19339,905315
rewo_19342,905392
rewo_19354,906314
rewo_19355,906356
rewo_19359,906496
rewo_19360,906510
rewo_19363,906559
rewo_19364,906651
rewo_19365,906677
rewo_19368,906792
rewo_19372,906981
rewo_19374,907038
rewo_19376,907145
rewo_19381,907323
rewo_19388,907907
rewo_19390,907967
rewo_19394,908164
rewo_19398,908236
rewo_19399,908259
rewo_19403,908449
rewo_19404,908452
rewo_19406,908478
rewo_19407,908559
rewo_19410,908867
rewo_19417,909058
rewo_19424,909383
rewo_19425,909427
rewo_19427,909540
rewo_19431,909655
rewo_19433,909740
rewo_19434,909804
rewo_19437,909889
rewo_19464,910806
rewo_19466,910829
rewo_19471,911271
rewo_19478,911476
rewo_19486,911731
rewo_19487,911756
rewo_19490,911884
rewo_19494,912108
rewo_19495,912111
rewo_19502,912368
rewo_19505,912546
rewo_19506,912551
rewo_19507,912669
rewo_19512,912893
rewo_19522,913187
rewo_19529,913527
rewo_19530,913541
rewo_19532,913729
rewo_19533,913761
rewo_19540,914048
rewo_19545,914406
rewo_19547,914536
rewo_19549,914595
rewo_19550,914609
rewo_19555,914873
rewo_19556,914928
rewo_19557,914978
rewo_19560,915136
rewo_19561,915138
rewo_19562,915151
rewo_19564,915244
rewo_19565,915247
rewo_19567,915265
rewo_19570,915335
rewo_19571,915362
rewo_19575,915594
rewo_19582,916127
rewo_19588,916181
rewo_19590,916217
rewo_19591,916223
rewo_19594,916515
rewo_19598,916767
rewo_19603,916960
rewo_19606,917180
rewo_19611,917468
rewo_19616,917709
rewo_19628,918346
rewo_19629,918351
rewo_19633,918536
rewo_19636,918633
rewo_19637,918644
rewo_19639,918739
rewo_19656,919404
rewo_19657,919446
rewo_19663,919754
rewo_19665,919927
rewo_19669,920008
rewo_19675,920150
rewo_19677,920207
rewo_19683,920458
rewo_19686,920659
rewo_19694,921087
rewo_19695,921102
rewo_19696,921103
rewo_19697,921105
rewo_19700,921136
rewo_19705,921359
rewo_19716,921814
rewo_19721,921892
rewo_19735,922460
rewo_19737,922604
rewo_19738,922708
rewo_19739,922712
rewo_19742,922796
rewo_19749,923057
rewo_19750,923071
rewo_19751,923107
rewo_19764,924113
rewo_19767,924364
rewo_19768,924380
rewo_19773,924544
rewo_19776,924621
rewo_19786,924777
rewo_19789,924899
rewo_19791,924932
rewo_19793,924941
rewo_19803,925335
rewo_19804,925342
rewo_19816,925875
rewo_19837,926856
rewo_19838,926959
rewo_19843,927080
rewo_19847,927128
rewo_19848,927129
rewo_19852,927333
rewo_19853,927446
rewo_19856,927678
rewo_19862,927825
rewo_19877,928390
rewo_19879,928499
rewo_19882,928606
rewo_19890,929026
rewo_19892,929080
rewo_19895,929390
rewo_19896,929397
rewo_19897,929467
rewo_19905,929686
rewo_19907,929756
rewo_19912,929951
rewo_19919,930520
rewo_19922,930624
rewo_19924,930628
rewo_19926,930716
rewo_19932,930995
rewo_19933,930997
rewo_19935,931096
rewo_19943,931296
rewo_19945,931304
rewo_19952,931427
rewo_19953,931484
rewo_19955,931634
rewo_19957,931733
rewo_19994,933202
rewo_19996,933292
rewo_19997,933303
rewo_20001,933390
rewo_20003,933464
rewo_20005,933487
rewo_20006,933522
rewo_20009,933714
rewo_20012,933872
rewo_20015,934089
rewo_20016,934093
rewo_20025,934492
rewo_20026,934503
rewo_20028,934567
rewo_20033,934776
rewo_20041,935018
rewo_20042,935165
rewo_20045,935320
rewo_20051,935458
rewo_20053,935633
rewo_20060,935891
rewo_20061,935975
rewo_20062,935980
rewo_20063,936190
rewo_20064,936245
rewo_20067,936384
rewo_20073,936765
rewo_20087,937424
rewo_20088,937450
rewo_20091,937503
rewo_20096,937723
rewo_20098,937739
rewo_20100,937771
rewo_20110,938152
rewo_20125,938891
rewo_20128,939068
rewo_20133,939261
rewo_20135,939298
rewo_20136,939322
rewo_20138,939383
rewo_20144,939570
rewo_20147,939684
rewo_20151,939840
rewo_20155,940032
rewo_20157,940153
rewo_20161,940452
rewo_20162,940487
rewo_20171,941145
