katom_id,katom_cluster_id
katom_3212,595837
katom_3213,596192
katom_3214,596204
katom_3215,596630
katom_3216,596863
katom_3217,596948
katom_3218,596982
katom_3219,597115
katom_3221,597534
katom_3222,597704
katom_3223,597842
katom_3224,598209
katom_3225,598339
katom_3226,598471
katom_3227,599118
katom_3228,599680
katom_3229,599771
katom_3230,599905
katom_3231,599979
katom_3232,600171
katom_3233,600342
katom_3235,601825
katom_3236,602080
katom_3237,602354
katom_3239,602448
katom_3240,602822
katom_3241,602824
katom_3242,602909
katom_3243,603020
katom_3244,603061
katom_3245,603119
katom_3246,603401
katom_3247,603466
katom_3248,603513
katom_3249,603560
katom_3251,603885
katom_3252,603978
katom_3253,604362
katom_3254,604474
katom_3255,604747
katom_3256,605200
katom_3259,605946
katom_3260,606102
katom_3261,606118
katom_3262,606425
katom_3263,606652
katom_3265,607283
katom_3267,607693
katom_3268,607702
katom_3269,607986
katom_3270,608392
katom_3271,608503
katom_3273,608912
katom_3274,609203
katom_3275,609389
katom_3276,609421
katom_3277,609426
katom_3278,609487
katom_3280,609583
katom_3281,610131
katom_3282,610580
katom_3283,610617
katom_3286,610806
katom_3287,610907
katom_3288,611145
katom_3289,611489
katom_3290,611553
katom_3291,611628
katom_3292,611826
katom_3293,611869
katom_3294,611934
katom_3295,612148
katom_3296,612181
katom_3297,612440
katom_3298,612695
katom_3299,612995
katom_3300,613477
katom_3301,613493
katom_3302,613498
katom_3303,613645
katom_3304,613661
katom_3305,613887
katom_3306,614085
katom_3307,614155
katom_3308,614324
katom_3309,614503
katom_3310,614575
katom_3311,614704
katom_3312,614706
katom_3313,614779
katom_3315,615000
katom_3316,615117
katom_3317,615126
katom_3318,615229
katom_3319,615246
katom_3320,615716
katom_3321,615797
katom_3322,616145
katom_3323,616417
katom_3325,616461
katom_3327,617174
katom_3328,617226
katom_3330,617258
katom_3331,617532
katom_3332,617640
katom_3333,617716
katom_3334,617776
katom_3335,617976
katom_3336,618872
katom_3337,619382
katom_3338,619544
katom_3339,619755
katom_3340,619794
katom_3341,619962
katom_3342,620103
katom_3343,620108
katom_3344,620241
katom_3345,620396
katom_3346,620407
katom_3347,620676
katom_3349,620869
katom_3350,621218
katom_3351,621833
katom_3352,621958
katom_3353,622051
katom_3354,622052
katom_3355,622070
katom_3356,622104
katom_3357,622185
katom_3358,622227
katom_3359,622426
katom_3360,622483
katom_3361,622719
katom_3362,623145
katom_3363,623178
katom_3364,623194
katom_3365,623613
katom_3366,623634
katom_3369,624864
katom_3370,625010
katom_3371,625271
katom_3372,625561
katom_3373,625596
katom_3374,625613
katom_3375,626332
katom_3376,626680
katom_3377,626764
katom_3378,626792
katom_3379,626991
katom_3380,627338
katom_3381,627406
katom_3382,627568
katom_3385,627983
katom_3386,628163
katom_3387,628236
katom_3388,628422
katom_3389,628617
katom_3391,628981
katom_3392,629186
katom_3394,629368
katom_3395,629590
katom_3396,629837
katom_3397,630064
katom_3398,630271
katom_3399,630425
katom_3401,630891
katom_3402,631046
katom_3403,631095
katom_3404,631347
katom_3405,631400
katom_3406,631522
katom_3407,631660
katom_3408,631785
katom_3409,632154
katom_3411,632362
katom_3412,632565
katom_3414,633149
katom_3416,633377
katom_3417,633565
katom_3418,633594
katom_3419,634006
katom_3420,634071
katom_3421,634127
katom_3422,634149
katom_3423,634169
katom_3424,634555
katom_3425,634601
katom_3426,635002
katom_3427,635092
katom_3430,635368
katom_3431,635443
katom_3432,635456
katom_3433,635470
katom_3434,635478
katom_3435,635535
katom_3436,635739
katom_3437,636429
katom_3438,636779
katom_3439,636939
katom_3440,637266
katom_3442,637405
katom_3443,637433
katom_3444,637795
katom_3445,637837
katom_3446,637854
katom_3449,638825
katom_3450,638829
katom_3451,638909
katom_3452,639174
katom_3453,639205
katom_3454,639359
katom_3456,639983
katom_3457,640106
katom_3458,640124
katom_3460,640253
katom_3461,640360
katom_3462,640520
katom_3463,640543
katom_3464,641017
katom_3465,641230
katom_3466,641346
katom_3467,641533
katom_3468,641846
katom_3469,641989
katom_3471,642455
katom_3472,642546
katom_3473,642563
katom_3474,642632
katom_3475,642872
katom_3476,642999
katom_3477,643073
katom_3478,643222
katom_3479,643268
katom_3480,643422
katom_3481,643592
katom_3482,643603
katom_3483,644060
katom_3484,644203
katom_3485,644489
katom_3486,644518
katom_3487,644568
katom_3488,645271
katom_3489,645440
katom_3490,645575
katom_3491,645631
katom_3492,646362
katom_3493,646583
katom_3494,647109
katom_3495,647308
katom_3496,647421
katom_3497,647603
katom_3498,647709
katom_3499,647828
katom_3500,647892
katom_3501,648193
katom_3502,648336
katom_3503,648357
katom_3504,648462
katom_3505,649308
katom_3506,649369
katom_3507,649398
katom_3509,649867
katom_3510,650103
katom_3511,650107
katom_3512,650258
katom_3517,651685
katom_3518,652275
katom_3519,652777
katom_3520,652980
katom_3521,653009
katom_3522,653095
katom_3523,653136
katom_3525,654006
katom_3526,654159
katom_3527,654208
katom_3528,654362
katom_3530,654558
katom_3533,655311
katom_3534,655427
katom_3535,655550
katom_3536,655618
katom_3537,655679
katom_3538,655681
katom_3540,656033
katom_3541,656616
katom_3542,656782
katom_3543,657306
katom_3545,657392
katom_3546,657510
katom_3550,658036
katom_3551,658152
katom_3552,658211
katom_3553,658213
katom_3554,658265
katom_3556,659463
katom_3557,659537
katom_3558,659613
katom_3559,659801
katom_3560,659832
katom_3561,660078
katom_3562,660318
katom_3563,660466
katom_3564,661206
katom_3565,661240
katom_3566,661320
katom_3567,661618
katom_3568,661785
katom_3569,661841
katom_3570,662052
katom_3571,662122
katom_3572,662156
katom_3573,662184
katom_3574,662280
katom_3575,662668
katom_3576,662770
katom_3577,662938
katom_3578,662964
katom_3579,663195
katom_3580,663402
katom_3581,663515
katom_3582,663570
katom_3583,663577
katom_3584,663628
katom_3585,663769
katom_3586,663865
katom_3587,664116
katom_3589,664293
katom_3590,664446
katom_3593,665374
katom_3594,665544
katom_3595,665616
katom_3596,665892
katom_3597,665931
katom_3598,666126
katom_3600,666292
katom_3601,666421
katom_3602,666764
katom_3603,667109
katom_3604,667825
katom_3605,668019
katom_3606,668035
katom_3607,668471
katom_3608,668661
katom_3609,668746
katom_3610,668896
katom_3611,668965
katom_3612,669885
katom_3613,669922
katom_3615,670223
katom_3616,670552
katom_3618,671242
katom_3619,671385
katom_3620,671419
katom_3621,671814
katom_3622,672227
katom_3623,672390
katom_3624,672397
katom_3625,672541
katom_3626,672814
katom_3627,672932
katom_3628,673033
katom_3629,673370
katom_3630,673619
katom_3631,673683
katom_3632,673721
katom_3633,674168
katom_3634,674373
katom_3635,674797
katom_3636,674994
katom_3637,675062
katom_3638,675229
katom_3639,675240
katom_3640,675258
katom_3641,675448
katom_3642,675599
katom_3643,675626
katom_3644,675757
katom_3645,676038
katom_3646,676076
katom_3647,676107
katom_3649,676299
katom_3650,676461
katom_3652,677054
katom_3653,677507
katom_3654,677898
katom_3655,678279
katom_3656,678306
katom_3657,678344
katom_3658,678424
katom_3659,678714
katom_3660,678765
katom_3661,678783
katom_3662,678868
katom_3663,679090
katom_3664,679477
katom_3665,679668
katom_3666,679757
katom_3667,679771
katom_3668,680182
katom_3669,680608
katom_3670,680959
katom_3671,681139
katom_3672,681251
katom_3673,681378
katom_3674,681492
katom_3675,681590
katom_3677,681648
katom_3678,681690
katom_3680,682325
katom_3682,682509
katom_3683,682530
katom_3684,682571
katom_3685,682723
katom_3686,683161
katom_3687,683518
katom_3690,683784
katom_3691,683810
katom_3692,684127
katom_3693,684413
katom_3694,684635
katom_3695,684689
katom_3696,684713
katom_3697,684756
katom_3698,684791
katom_3699,684843
katom_3700,684941
katom_3701,684970
katom_3702,685884
katom_3704,686631
katom_3708,686996
katom_3709,687193
katom_3710,687403
katom_3711,687448
katom_3712,687504
katom_3713,687611
katom_3714,687669
katom_3715,688102
katom_3716,688193
katom_3717,688642
katom_3718,688782
katom_3719,688949
katom_3720,689116
katom_3723,689869
katom_3724,690008
katom_3725,690382
katom_3727,690930
katom_3728,690970
katom_3731,691268
katom_3732,691632
katom_3733,691636
katom_3734,691690
katom_3735,691835
katom_3736,691857
katom_3737,691887
katom_3738,692047
katom_3739,692279
katom_3740,692438
katom_3741,692505
katom_3742,692697
katom_3743,692755
katom_3744,692848
katom_3745,692876
katom_3746,692916
katom_3747,693136
katom_3748,693311
katom_3749,693534
katom_3750,693613
katom_3753,694378
katom_3754,695256
katom_3755,695406
katom_3756,695539
katom_3757,696043
katom_3758,696250
katom_3760,696529
katom_3761,696533
katom_3762,697003
katom_3763,697053
katom_3764,697122
katom_3765,697242
katom_3766,697371
katom_3767,697410
katom_3768,697562
katom_3769,697585
katom_3770,697654
katom_3771,697779
katom_3772,698114
katom_3774,698463
katom_3775,698472
katom_3776,699269
katom_3777,699391
katom_3779,699614
katom_3780,700084
katom_3781,700194
katom_3782,700712
katom_3783,700857
katom_3784,700898
katom_3785,700981
katom_3786,701157
katom_3787,701325
katom_3788,701454
katom_3789,701725
katom_3790,701893
katom_3791,701925
katom_3792,702016
katom_3793,702037
katom_3794,702056
katom_3795,702090
katom_3797,702343
katom_3798,702556
katom_3799,702693
katom_3800,702726
katom_3803,704096
katom_3804,704406
katom_3805,704837
katom_3806,705508
katom_3807,705636
katom_3808,705664
katom_3809,705708
katom_3810,705933
katom_3811,705993
katom_3812,706078
katom_3813,706114
katom_3815,706323
katom_3816,706353
katom_3817,706608
katom_3818,707129
katom_3819,707162
katom_3820,707525
katom_3822,707856
katom_3823,707887
katom_3824,707923
katom_3825,707991
katom_3827,708089
katom_3828,708217
katom_3829,708486
katom_3831,708639
katom_3832,709203
katom_3833,709328
katom_3834,709479
katom_3835,710195
katom_3836,710315
katom_3837,710362
katom_3838,710387
katom_3839,710634
katom_3840,710647
katom_3842,711185
katom_3844,711428
katom_3845,711695
katom_3846,711825
katom_3847,711879
katom_3848,711963
katom_3852,712102
katom_3853,712142
katom_3855,712374
katom_3856,712584
katom_3857,712661
katom_3859,712835
katom_3860,712839
katom_3861,712947
katom_3863,713223
katom_3864,713973
katom_3865,714118
katom_3866,714316
katom_3867,714530
katom_3868,714800
katom_3871,715143
katom_3872,715219
katom_3873,715276
katom_3874,715492
katom_3876,715564
katom_3877,715655
katom_3878,715826
katom_3879,716090
katom_3880,716663
katom_3881,716919
katom_3882,716974
katom_3884,717305
katom_3885,717520
katom_3886,717587
katom_3888,717769
katom_3889,718088
katom_3890,718092
katom_3891,718130
katom_3892,718267
katom_3893,718434
katom_3894,718519
katom_3895,718543
katom_3896,718759
katom_3897,719409
katom_3898,719552
katom_3899,719799
katom_3900,719916
katom_3901,720226
katom_3902,720733
katom_3903,721201
katom_3904,721225
katom_3906,722134
katom_3907,722162
katom_3908,722276
katom_3909,722310
katom_3910,722345
katom_3911,722370
katom_3912,722634
katom_3913,722783
katom_3914,722980
katom_3915,723060
katom_3916,723167
katom_3918,724189
katom_3919,724249
katom_3920,724465
katom_3921,724876
katom_3923,725214
katom_3924,725709
katom_3926,726085
katom_3927,726571
katom_3928,726714
katom_3930,727032
katom_3931,727132
katom_3932,727252
katom_3934,727304
katom_3935,727331
katom_3936,727572
katom_3937,727599
katom_3938,727807
katom_3939,727823
katom_3940,728011
katom_3941,728013
katom_3942,728081
katom_3944,728262
katom_3945,728593
katom_3946,729241
katom_3947,729745
katom_3948,729963
katom_3950,731066
katom_3951,731207
katom_3952,731255
katom_3953,731586
katom_3954,731680
katom_3955,731943
katom_3956,731962
katom_3958,732194
katom_3959,732215
katom_3960,732258
katom_3961,732266
katom_3963,732647
katom_3964,732965
katom_3965,733185
katom_3967,733469
katom_3968,733723
katom_3969,733821
katom_3970,734165
katom_3971,734841
katom_3972,735086
katom_3973,735220
katom_3974,735423
katom_3976,736131
katom_3977,736224
katom_3979,737009
katom_3980,737043
katom_3981,737080
katom_3982,737565
katom_3983,737865
katom_3984,738111
katom_3985,738194
katom_3988,739189
katom_3989,739238
katom_3990,739349
katom_3991,739377
katom_3992,739442
katom_3993,739498
katom_3994,739517
katom_3995,740238
katom_3996,741644
katom_3997,742209
katom_3999,742356
katom_4001,742545
katom_4002,742966
katom_4004,743322
katom_4005,743392
katom_4006,743498
katom_4007,743679
katom_4008,743751
katom_4009,743998
katom_4011,744094
katom_4012,744244
katom_4014,744759
katom_4015,744836
katom_4017,745333
katom_4018,745375
katom_4019,745652
katom_4020,745659
katom_4021,745855
katom_4023,746013
katom_4024,746456
katom_4026,747335
katom_4027,747393
katom_4028,747562
katom_4029,747924
katom_4030,748303
katom_4031,748345
katom_4032,748552
katom_4033,748724
katom_4034,748763
katom_4035,748830
katom_4036,748857
katom_4037,748872
katom_4038,748877
katom_4039,748934
katom_4041,749491
katom_4042,749666
katom_4043,749976
katom_4044,750077
katom_4045,750953
katom_4046,751212
katom_4048,751356
katom_4049,751784
katom_4050,751921
katom_4052,752281
katom_4053,752367
katom_4054,752385
katom_4055,752426
katom_4056,752434
katom_4057,752814
katom_4060,753063
katom_4061,753124
katom_4063,753484
katom_4064,753566
katom_4065,753605
katom_4066,754085
katom_4067,754114
katom_4068,754258
katom_4069,754273
katom_4070,754282
katom_4072,755071
katom_4073,755192
katom_4074,755249
katom_4075,755416
katom_4076,755681
katom_4077,756499
katom_4078,756518
katom_4079,756532
katom_4080,756543
katom_4082,756684
katom_4083,756713
katom_4086,756956
katom_4087,757369
katom_4088,757456
katom_4089,757722
katom_4091,757865
katom_4092,758253
katom_4093,758290
katom_4094,758367
katom_4095,758547
katom_4098,759143
katom_4099,759165
katom_4100,759574
katom_4103,759867
katom_4104,760313
katom_4105,760373
katom_4107,760444
katom_4108,760699
katom_4109,760926
katom_4110,761671
katom_4111,761841
katom_4112,761904
katom_4114,762018
katom_4115,762070
katom_4116,762215
katom_4118,762538
katom_4119,762804
katom_4120,762843
katom_4121,763095
katom_4122,763231
katom_4124,763530
katom_4125,763898
katom_4126,764473
katom_4128,764601
katom_4129,764703
katom_4130,764723
katom_4131,764864
katom_4132,765086
katom_4133,765139
katom_4134,765646
katom_4135,765699
katom_4136,765747
katom_4137,765800
katom_4138,766026
katom_4139,766194
katom_4140,766468
katom_4142,766860
katom_4143,767030
katom_4145,767263
katom_4146,767334
katom_4147,767776
katom_4148,768090
katom_4150,768594
katom_4151,768625
katom_4152,768654
katom_4155,769112
katom_4156,769352
katom_4157,769365
katom_4158,769495
katom_4159,770006
katom_4161,770206
katom_4162,770228
katom_4163,770258
katom_4165,770545
katom_4166,770556
katom_4167,770580
katom_4168,770695
katom_4170,770726
katom_4172,771087
katom_4173,771100
katom_4174,771202
katom_4175,771348
katom_4176,771349
katom_4177,771352
katom_4178,771373
katom_4179,771482
katom_4180,771581
katom_4181,771601
katom_4183,772093
katom_4184,772395
katom_4185,772441
katom_4186,772577
katom_4188,772699
katom_4189,773675
katom_4190,773927
katom_4191,773974
katom_4192,773980
katom_4193,774165
katom_4194,774190
katom_4196,774220
katom_4197,774707
katom_4198,774905
katom_4200,775032
katom_4201,775073
katom_4202,775179
katom_4203,775417
katom_4204,775801
katom_4205,775918
katom_4206,776043
katom_4207,776093
katom_4208,776726
katom_4209,777477
katom_4210,777743
katom_4211,778041
katom_4212,778439
katom_4213,778674
katom_4214,778723
katom_4215,778839
katom_4216,779095
katom_4217,779112
katom_4218,779162
katom_4220,779342
katom_4221,779691
katom_4222,780166
katom_4224,780502
katom_4226,780774
katom_4227,780831
katom_4228,781369
katom_4229,781440
katom_4231,781512
katom_4232,781528
katom_4233,781552
katom_4234,781567
katom_4236,781630
katom_4237,781676
katom_4238,781684
katom_4240,781969
katom_4241,782413
katom_4242,782472
katom_4244,782872
katom_4245,782873
katom_4246,782882
katom_4247,782883
katom_4249,783046
katom_4250,783121
katom_4251,783290
katom_4252,783792
katom_4253,783917
katom_4254,784015
katom_4255,784090
katom_4256,784333
katom_4257,784401
katom_4259,784661
katom_4260,784902
katom_4261,785121
katom_4262,785127
katom_4263,785137
katom_4264,785439
katom_4266,786246
katom_4268,786327
katom_4269,786342
katom_4270,786367
katom_4271,786428
katom_4272,786623
katom_4273,786626
katom_4274,786769
katom_4275,786999
katom_4277,787425
katom_4278,787528
katom_4279,787671
katom_4280,787675
katom_4281,787892
katom_4282,787893
katom_4283,788048
katom_4284,788160
katom_4286,788417
katom_4287,788434
katom_4288,788437
katom_4289,789144
katom_4290,789476
katom_4292,789983
katom_4293,790021
katom_4294,790192
katom_4295,790232
katom_4296,790397
katom_4297,790561
katom_4298,790563
katom_4299,790727
katom_4300,791088
katom_4301,791693
katom_4302,791738
katom_4304,792157
katom_4306,792350
katom_4307,792617
katom_4308,792741
katom_4309,792781
katom_4310,792862
katom_4311,792952
katom_4312,793008
katom_4313,793164
katom_4314,793606
katom_4315,793860
katom_4316,794008
katom_4317,794116
katom_4318,794128
katom_4319,794194
katom_4320,794269
katom_4321,794330
katom_4323,794590
katom_4324,794591
katom_4326,795006
katom_4327,795188
katom_4328,795356
katom_4329,795440
katom_4331,796085
katom_4332,796570
katom_4333,796583
katom_4336,797394
katom_4337,797445
katom_4338,797712
katom_4339,797752
katom_4341,798717
katom_4342,799232
katom_4343,799277
katom_4344,799395
katom_4345,799489
katom_4346,799802
katom_4349,801209
katom_4350,801568
katom_4351,801605
katom_4352,801793
katom_4353,802402
katom_4354,802649
katom_4355,802661
katom_4356,802749
katom_4357,803072
katom_4358,803506
katom_4359,803676
katom_4361,803917
katom_4362,804002
katom_4363,804035
katom_4364,804123
katom_4365,804212
katom_4366,804591
katom_4367,804948
katom_4368,805094
katom_4369,805196
katom_4371,805947
katom_4372,805959
katom_4373,806140
katom_4374,806238
katom_4375,806243
katom_4376,806250
katom_4377,806445
katom_4378,806517
katom_4379,806560
katom_4380,806596
katom_4381,806598
katom_4382,806755
katom_4383,807034
katom_4384,807183
katom_4385,807335
katom_4386,807365
katom_4387,807552
katom_4388,807923
katom_4389,808175
katom_4390,808387
katom_4391,808597
katom_4392,808788
katom_4393,808895
katom_4394,809031
katom_4395,809074
katom_4396,809302
katom_4398,809576
katom_4399,809870
katom_4400,810056
katom_4401,810446
katom_4402,811058
katom_4403,811103
katom_4404,811515
katom_4406,811847
katom_4407,811963
katom_4408,811996
katom_4410,812352
katom_4411,812519
katom_4412,812628
katom_4413,812794
katom_4415,812999
katom_4416,813052
katom_4417,813396
katom_4418,813461
katom_4419,813479
katom_4421,813934
katom_4422,814083
katom_4423,814360
katom_4424,814646
katom_4425,815290
katom_4426,815379
katom_4428,815604
katom_4429,815946
katom_4430,816274
katom_4431,816303
katom_4432,816555
katom_4433,816689
katom_4435,816809
katom_4436,816900
katom_4437,816985
katom_4438,817010
katom_4439,818019
katom_4440,818030
katom_4441,818171
katom_4442,818242
katom_4444,818532
katom_4445,818546
katom_4447,818654
katom_4448,818712
katom_4450,818816
katom_4451,818940
katom_4452,819136
katom_4453,819417
katom_4454,819422
katom_4455,819506
katom_4456,820002
katom_4457,820404
katom_4458,820483
katom_4459,820681
katom_4460,820809
katom_4462,821557
katom_4463,821568
katom_4464,821685
katom_4465,821746
katom_4466,821802
katom_4467,822248
katom_4468,822397
katom_4469,822402
katom_4470,822612
katom_4471,822623
katom_4472,822672
katom_4473,822849
katom_4474,822852
katom_4475,822879
katom_4476,823011
katom_4477,823033
katom_4478,823627
katom_4479,824031
katom_4480,824438
katom_4481,824480
katom_4482,824484
katom_4483,824674
katom_4484,825319
katom_4486,825894
katom_4487,825907
katom_4488,825911
katom_4489,826217
katom_4490,826351
katom_4491,826661
katom_4492,826969
katom_4493,827335
katom_4494,827442
katom_4495,827644
katom_4496,828228
katom_4497,828429
katom_4498,828616
katom_4499,828920
katom_4500,828974
katom_4501,829006
katom_4502,829025
katom_4503,829163
katom_4504,829304
katom_4505,829339
katom_4507,829516
katom_4508,829570
katom_4509,829591
katom_4510,829654
katom_4511,829759
katom_4512,830454
katom_4513,830593
katom_4514,831326
katom_4515,831525
katom_4516,831909
katom_4517,832023
katom_4519,832853
katom_4520,833080
katom_4521,833176
katom_4522,833340
katom_4523,834385
katom_4524,834502
katom_4525,834511
katom_4526,834538
katom_4527,834620
katom_4529,835097
katom_4531,835746
katom_4532,836064
katom_4533,836207
katom_4534,836412
katom_4535,836799
katom_4536,836894
katom_4537,837090
katom_4538,837268
katom_4539,837447
katom_4540,837491
katom_4541,837821
katom_4542,838643
katom_4543,839088
katom_4546,839502
katom_4547,839510
katom_4548,839528
katom_4549,839816
katom_4551,840183
katom_4552,840560
katom_4553,840930
katom_4554,841072
katom_4555,841113
katom_4556,841177
katom_4560,841267
katom_4561,841627
katom_4562,841921
katom_4563,842030
katom_4564,842130
katom_4566,842620
katom_4567,842721
katom_4568,842895
katom_4570,843061
katom_4571,843633
katom_4572,843740
katom_4576,844530
katom_4577,844647
katom_4578,844679
katom_4579,844696
katom_4580,844973
katom_4581,844983
katom_4582,845293
katom_4583,845613
katom_4584,845659
katom_4585,845751
katom_4586,845813
katom_4587,845888
katom_4588,846083
katom_4589,846285
katom_4591,846464
katom_4592,847113
katom_4594,847270
katom_4595,847364
katom_4596,847522
katom_4597,847681
katom_4600,847955
katom_4601,848323
katom_4603,848426
katom_4604,848468
katom_4605,848512
katom_4606,848627
katom_4607,848643
katom_4609,848814
katom_4610,848836
katom_4611,849055
katom_4612,849211
katom_4613,849892
katom_4614,849920
katom_4615,849921
katom_4616,850110
katom_4617,850284
katom_4618,850451
katom_4619,850482
katom_4620,850572
katom_4621,850692
katom_4622,850764
katom_4623,850788
katom_4625,851276
katom_4626,851390
katom_4628,851824
katom_4629,852110
katom_4630,852552
katom_4631,852772
katom_4633,854017
katom_4634,854046
katom_4635,854285
katom_4636,854371
katom_4637,854602
katom_4638,854826
katom_4639,855238
katom_4641,855399
katom_4642,855494
katom_4644,856083
katom_4645,856198
katom_4646,856238
katom_4647,856277
katom_4648,856381
katom_4649,856555
katom_4650,856947
katom_4651,857042
katom_4652,857176
katom_4653,857195
katom_4654,857847
katom_4655,857936
katom_4656,858247
katom_4657,858268
katom_4658,858634
katom_4659,858637
katom_4660,858742
katom_4661,858983
katom_4662,859370
katom_4663,859402
katom_4664,859582
katom_4665,859776
katom_4666,859909
katom_4667,860153
katom_4668,860261
katom_4669,860358
katom_4670,860369
katom_4671,860406
katom_4672,860515
katom_4673,860559
katom_4676,861005
katom_4677,862817
katom_4678,862845
katom_4681,863700
katom_4682,863749
katom_4683,864078
katom_4684,864315
katom_4685,864414
katom_4686,864429
katom_4687,864540
katom_4688,864657
katom_4689,864665
katom_4691,865321
katom_4693,865741
katom_4694,865831
katom_4695,865854
katom_4696,866060
katom_4697,866355
katom_4698,866607
katom_4699,866674
katom_4700,867916
katom_4702,867971
katom_4704,868102
katom_4706,868291
katom_4707,868434
katom_4708,868669
katom_4711,869122
katom_4712,869195
katom_4713,869341
katom_4714,869428
katom_4718,869792
katom_4719,870042
katom_4720,870088
katom_4721,870108
katom_4722,870636
katom_4723,870673
katom_4724,871146
katom_4725,871364
katom_4726,871692
katom_4728,871743
katom_4729,871997
katom_4730,872198
katom_4731,872414
katom_4732,872467
katom_4733,872485
katom_4734,872500
katom_4735,872563
katom_4736,872746
katom_4737,873160
katom_4738,873568
katom_4740,874033
katom_4741,874194
katom_4742,874834
katom_4743,875045
katom_4744,875244
katom_4745,875273
katom_4746,875406
katom_4747,875440
katom_4748,875818
katom_4749,875944
katom_4751,876311
katom_4753,876502
katom_4754,876755
katom_4755,876805
katom_4756,877136
katom_4758,877200
katom_4759,877304
katom_4760,877419
katom_4761,877602
katom_4763,877946
katom_4764,878020
katom_4765,878152
katom_4766,878297
katom_4768,878902
katom_4769,879204
katom_4770,879255
katom_4771,879264
katom_4772,879478
katom_4773,879638
katom_4774,879747
katom_4775,879768
katom_4776,879911
katom_4777,880240
katom_4778,880449
katom_4779,880803
katom_4780,881040
katom_4781,881556
katom_4782,881691
katom_4783,881872
katom_4784,881920
katom_4785,882354
katom_4786,882592
katom_4787,882634
katom_4788,882731
katom_4789,882761
katom_4790,882887
katom_4791,882890
katom_4793,883103
katom_4794,883135
katom_4795,883462
katom_4796,883597
katom_4797,883645
katom_4798,883656
katom_4799,883690
katom_4800,883768
katom_4801,883796
katom_4802,884016
katom_4803,884041
katom_4804,884105
katom_4805,884173
katom_4806,884398
katom_4807,884510
katom_4808,884534
katom_4809,884586
katom_4810,884629
katom_4811,885066
katom_4812,885468
katom_4813,885983
katom_4814,886258
katom_4815,886355
katom_4816,886375
katom_4818,886495
katom_4819,886628
katom_4820,886723
katom_4822,886806
katom_4824,887039
katom_4825,887189
katom_4826,887262
katom_4828,887597
katom_4829,887713
katom_4830,887836
katom_4831,888592
katom_4835,889477
katom_4837,889613
katom_4839,889824
katom_4840,889869
katom_4841,889920
katom_4842,890056
katom_4843,890088
katom_4844,890379
katom_4845,890387
katom_4846,890524
katom_4847,890788
katom_4848,890830
katom_4849,891061
katom_4850,891265
katom_4851,891617
katom_4853,892307
katom_4854,892548
katom_4855,892784
katom_4856,892879
katom_4857,892951
katom_4858,893224
katom_4859,893274
katom_4860,893765
katom_4861,893817
katom_4862,893853
katom_4863,893901
katom_4864,893912
katom_4866,894598
katom_4869,894909
katom_4870,895349
katom_4871,895496
katom_4872,895967
katom_4873,896501
katom_4874,896508
katom_4875,896625
katom_4876,896862
katom_4877,896935
katom_4879,897076
katom_4880,897136
katom_4881,897327
katom_4882,897350
katom_4883,897354
katom_4884,897449
katom_4885,897590
katom_4886,897945
katom_4887,898179
katom_4888,898207
katom_4889,898466
katom_4891,898605
katom_4893,900225
katom_4894,900256
katom_4895,900416
katom_4896,900485
katom_4897,900562
katom_4898,900601
katom_4899,900877
katom_4900,900986
katom_4901,901091
katom_4902,901243
katom_4903,901484
katom_4905,901693
katom_4906,901935
katom_4907,902030
katom_4908,902255
katom_4909,902302
katom_4911,902598
katom_4912,902789
katom_4913,902791
katom_4914,903007
katom_4915,903104
katom_4916,903262
katom_4917,903302
katom_4918,903854
katom_4920,904355
katom_4921,904677
katom_4922,904741
katom_4923,904894
katom_4924,905315
katom_4926,905901
katom_4927,906356
katom_4928,906496
katom_4929,906510
katom_4930,906559
katom_4931,906651
katom_4932,906677
katom_4933,906792
katom_4936,907038
katom_4937,907145
katom_4938,907323
katom_4939,907907
katom_4941,907967
katom_4942,908164
katom_4943,908236
katom_4944,908259
katom_4946,908449
katom_4947,908452
katom_4948,908478
katom_4949,908559
katom_4950,908867
katom_4951,909058
katom_4952,909383
katom_4953,909427
katom_4954,909540
katom_4955,909655
katom_4956,909740
katom_4957,909804
katom_4958,909889
katom_4959,910806
katom_4960,910829
katom_4963,911271
katom_4964,911476
katom_4965,911731
katom_4966,911756
katom_4967,911884
katom_4968,912108
katom_4969,912368
katom_4970,912551
katom_4971,912669
katom_4972,913187
katom_4973,913527
katom_4974,913541
katom_4975,913729
katom_4976,913761
katom_4977,914048
katom_4978,914406
katom_4980,914536
katom_4981,914595
katom_4982,914609
katom_4983,914928
katom_4984,914978
katom_4985,915136
katom_4986,915138
katom_4987,915151
katom_4988,915244
katom_4989,915247
katom_4990,915265
katom_4991,915335
katom_4992,915594
katom_4993,916127
katom_4994,916181
katom_4995,916217
katom_4996,916487
katom_4997,916515
katom_4998,916960
katom_4999,917180
katom_5000,917468
katom_5002,918346
katom_5003,918351
katom_5004,918536
katom_5005,918633
katom_5006,918644
katom_5007,918739
katom_5008,919404
katom_5009,919446
katom_5011,919754
katom_5012,919927
katom_5013,920008
katom_5014,920150
katom_5015,920207
katom_5016,920458
katom_5018,920659
katom_5019,921087
katom_5020,921103
katom_5021,921105
katom_5022,921136
katom_5023,921359
katom_5024,921814
katom_5025,921892
katom_5026,922460
katom_5027,922604
katom_5028,922708
katom_5029,922712
katom_5031,922796
katom_5033,923057
katom_5034,923071
katom_5035,923107
katom_5036,924113
