ids,label,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title
ban_476_bx_3283,0,Tim LaHaye,Tim LaHaye,,,ban_476,bx_3283,9781414334912,9780842329217,496,-1,3/16/11,1997,Tyndale House Publishers,Tyndale House Publishers,Tribulation Force: The Continuing Drama of Those Left Behind,Tribulation Force: The Continuing Drama of Those Left Behind
ban_8342_bx_182041,0,Wucius Wong,Wucius  Wong,,,ban_8342,bx_182041,9780471285526,9780471287087,352,-1,,1996,Wiley,Wiley,Principles of Form and Design / Edition 1,Principles of Color Design
ban_8710_bx_38196,0,Andy Rathbone,Andy Rathbone,,,ban_8710,bx_38196,9788820371135,9781568840482,428,-1,,1994,Hoepli,John Wiley  Sons Inc,Windows 10 For Dummies,More Windows for Dummies
ban_6840_bx_38196,0,Andy Rathbone,Andy Rathbone,,,ban_6840,bx_38196,9781118037768,9781568840482,-1,-1,,1994,"Wiley, John & Sons, Incorporated",John Wiley  Sons Inc,"Windows 7 For Dummies, Mini Edition",More Windows for Dummies
ban_210_bx_21634,0,Fyodor Dostoevsky,Fedor Dostoevsky,,,ban_210,bx_21634,9781593080457,9780451523884,752,-1,8/1/04,1994,Barnes & Noble,Signet Classics,The Brothers Karamazov,Brothers Karamazov
ban_210_bx_74362,0,Fyodor Dostoevsky,FYODOR DOSTOEVSKY,,,ban_210,bx_74362,9781593080457,9780553212167,752,-1,8/1/04,1984,Barnes & Noble,Bantam Classics,The Brothers Karamazov,The Brothers Karamazov
ban_210_bx_160403,0,Fyodor Dostoevsky,Fyodor Dostoevsky,,,ban_210,bx_160403,9781593080457,9780374528379,752,-1,8/1/04,2002,Barnes & Noble,"Farrar, Straus and Giroux",The Brothers Karamazov,The Brothers Karamazov
ban_210_bx_250125,1,Fyodor Dostoevsky,Fyodor M. Dostoevsky,,,ban_210,bx_250125,9781593080457,9781593080457,752,-1,8/1/04,2004,Barnes & Noble,Barnes  Noble Books-Imports,The Brothers Karamazov,The Brothers Karamazov
ban_1131_bx_220566,0,Tamora Pierce,Tamora Pierce,,,ban_1131,bx_220566,9780375829086,9780679889199,429,-1,8/24/04,2002,Random House Children's Books,Random House Children's Books,Lady Knight,Squire
ban_1056_bx_220566,0,Tamora Pierce,Tamora Pierce,,,ban_1056,bx_220566,9780375829062,9780679889199,432,-1,8/24/04,2002,Random House Children's Books,Random House Children's Books,Squire,Squire
ban_1131_bx_190172,0,Tamora Pierce,TAMORA PIERCE,,Paperback,ban_1131,bx_190172,9780375829086,9780375814716,429,-1,8/24/04,2003,Random House Children's Books,Random House Books for Young Readers,Lady Knight,Lady Knight
ban_1131_bx_148088,0,Tamora Pierce,Tamora Pierce,,,ban_1131,bx_148088,9780375829086,9780375814655,429,-1,8/24/04,2002,Random House Children's Books,Random House Children's Books,Lady Knight,Lady Knight
ban_3870_bx_184597,0,Benvenuto Cellini,Benvenuto Cellini,,,ban_3870,bx_184597,9781494870225,9780140447187,382,-1,01/02/2014,1999,CreateSpace Publishing,Penguin Books,Firebrand: The Autobiography of Benvenuto Cellini,The Autobiography of Benvenuto Cellini
ban_3486_bx_184597,1,Benvenuto Cellini,Benvenuto Cellini,,,ban_3486,bx_184597,9780140447187,9780140447187,496,-1,11/28/1999,1999,Penguin Publishing Group,Penguin Books,Autobiography,The Autobiography of Benvenuto Cellini
ban_930_bx_80528,0,Sharon M. Draper,Sharon M. Draper,,,ban_930,bx_80528,9780689842337,9780689842092,352,-1,12/28/04,2001,Simon Pulse,Simon Pulse,The Battle of Jericho,Romiette and Julio
ban_958_bx_80528,1,Sharon M. Draper,Sharon M. Draper,,,ban_958,bx_80528,9780689842092,9780689842092,336,-1,5/1/01,2001,Simon Pulse,Simon Pulse,Romiette and Julio,Romiette and Julio
ban_206_bx_14833,0,Sherrilyn Kenyon,Sherrilyn Kenyon,,,ban_206,bx_14833,9781250002877,9780312979980,464,-1,3/31/15,2002,St. Martin's Press,St. Martin's Press,Illusion,Night Pleasures
ban_5460_bx_214919,0,"Kenneth McLeish, Valerie McLeish",Kenneth McLeish,,,ban_5460,bx_214919,9780747512196,9780747554493,320,-1,09/24/1992,2001,Bloomsbury UK,Bloomsbury,Bloomsbury Good Reading Guide to Biography and Autobiography: One Good Book Leads to Another,Bloomsbury Good Reading Guide
ban_996_bx_266042,0,Katherine Paterson,Katherine Paterson,,,ban_996,bx_266042,9780064403689,9780060294755,272,-1,3/28/90,2001,HarperCollins Publishers,HarperCollins Publishers,Jacob Have I Loved,The Field of the Dogs
ban_996_bx_8395,0,Katherine Paterson,Katherine Paterson,,,ban_996,bx_8395,9780064403689,9780590434980,272,-1,3/28/90,0,HarperCollins Publishers,Scholastic Inc,Jacob Have I Loved,Jacob Have I Loved
ban_996_bx_51765,0,Katherine Paterson,Katherine Paterson,,,ban_996,bx_51765,9780064403689,9780690040784,272,-1,3/28/90,1980,HarperCollins Publishers,HarperCollins,Jacob Have I Loved,Jacob Have I Loved
ban_996_bx_13002,1,Katherine Paterson,Katherine Paterson,,,ban_996,bx_13002,9780064403689,9780064403689,272,-1,3/28/90,1990,HarperCollins Publishers,HarperTrophy,Jacob Have I Loved,Jacob Have I Loved
ban_9504_bx_16397,0,Robert G. Allen,Robert G.  Allen,,,ban_9504,bx_16397,9780471783275,9780471218883,272,-1,,2002,Wiley,Wiley,Multiple Streams of Internet Income: How Ordinary People Make Extraordinary Money Online,Multiple Streams of Internet Income
ban_3523_bx_173394,0,"SparkNotes, Benjamin Franklin",Benjamin Franklin,,,ban_3523,bx_173394,9781411474024,9780300098587,80,-1,08/12/2014,2003,Spark,Yale Nota Bene,The Autobiography of Benjamin Franklin,The Autobiography of Benjamin Franklin
ban_3941_bx_173394,0,"Benjamin Franklin, Walter Costello",Benjamin Franklin,,,ban_3941,bx_173394,9781400108985,9780300098587,-1,-1,11/17/2008,2003,"Tantor Media, Inc.",Yale Nota Bene,"The Autobiography of Benjamin Franklin, with eBook",The Autobiography of Benjamin Franklin
ban_1770_bx_55882,0,Kevin J. Anderson,Kevin J. Anderson,,,ban_1770,bx_55882,9780553298024,9781568651200,336,-1,9/28/94,1994,Random House Publishing Group,Doubleday Books,Star Wars The Jedi Academy #3: Champions of the Force,Star Wars: Jedi Academy Trilogy
ban_1770_bx_47862,1,Kevin J. Anderson,Kevin J. Anderson,,,ban_1770,bx_47862,9780553298024,9780553298024,336,-1,9/28/94,1994,Random House Publishing Group,Bantam,Star Wars The Jedi Academy #3: Champions of the Force,Champions of the Force
ban_1024_bx_22484,0,Christopher Pike,Christopher Pike,,,ban_1024,bx_22484,9781442413191,9780671745103,528,-1,8/9/11,1993,Simon Pulse,Simon Pulse,Thirst No. 4: The Shadow of Death,The IMMORTAL : THE IMMORTAL
ban_1800_bx_27176,0,Alex Garland,Alex Garland,,,ban_1800,bx_27176,9781573226523,9781573221092,448,-1,2/28/98,1999,Penguin Publishing Group,Putnam Pub Group,The Beach,The Tesseract
ban_1800_bx_4642,1,Alex Garland,Alex Garland,,,ban_1800,bx_4642,9781573226523,9781573226523,448,-1,2/28/98,1998,Penguin Publishing Group,Riverhead Books,The Beach,The Beach
ban_2250_bx_112281,0,Diana Wynne Jones,Diana Wynne Jones,,,ban_2250,bx_112281,9780142407226,9780575601062,256,-1,10/5/06,1996,Penguin Young Readers Group,Vista Publishing (MN),The Tough Guide to Fantasyland: The Essential Guide to Fantasy Travel,The Tough Guide to Fantasyland
ban_2322_bx_208056,0,Russell Banks,Russell Banks,,,ban_2322,bx_208056,9780060927240,9780436202490,400,-1,3/28/96,1995,HarperCollins Publishers,Secker  Warburg,"Rule of the Bone: Novel, a",Rule of the Bone
ban_2322_bx_832,1,Russell Banks,Russell Banks,,,ban_2322,bx_832,9780060927240,9780060927240,400,-1,3/28/96,1996,HarperCollins Publishers,Perennial,"Rule of the Bone: Novel, a","Rule of the Bone : Novel, A"
ban_2626_bx_77719,0,Christopher Pike,Christopher Pike,,,ban_2626,bx_77719,9781442483750,9780671550509,1744,-1,3/5/13,1996,Simon Pulse,Simon Pulse,Thirst: Thirst No. 1; Thirst No. 2; Thirst No. 3,EVIL THIRST THE LAST VAMPIRE 5
ban_7395_bx_54646,0,Jennifer Niederst Robbins,Jennifer Niederst,,,ban_7395,bx_54646,9781449363352,9780596002961,184,-1,,2002,"O'Reilly Media, Incorporated",O'Reilly,HTML5 Pocket Reference,HTML Pocket Reference
ban_1288_bx_88119,0,Meg Cabot,Meg Cabot,,,ban_1288,bx_88119,9780061479946,9780060294687,256,-1,3/25/08,2002,HarperCollins Publishers,HarperCollins,Princess in the Spotlight,Princess in Love
ban_2028_bx_88119,0,Meg Cabot,Meg Cabot,,,ban_2028,bx_88119,9780060724634,9780060294687,304,-1,1/6/09,2002,HarperCollins Publishers,HarperCollins,Princess Mia,Princess in Love
ban_5030_bx_72627,0,Benjamin Franklin,Benjamin Franklin,,,ban_5030,bx_72627,2940026646524,9780300001471,-1,-1,,1964,The Macmillan co.,Yale University Press,Autobiography of Benjamin Franklin: With Introduction and Notes,Autobiography of Benjamin Franklin
ban_4361_bx_72627,0,Benjamin Franklin,Benjamin Franklin,,,ban_4361,bx_72627,2940017678008,9780300001471,-1,-1,,1964,"New York, London, Macmillan Co",Yale University Press,Autobiography of Benjamin Franklin; with an introduction and notes,Autobiography of Benjamin Franklin
ban_518_bx_30072,0,J. R. R. Tolkien,J.R.R. Tolkien,,,ban_518,bx_30072,9780547928197,9780618260553,432,-1,9/18/12,2002,Houghton Mifflin Harcourt,Houghton Mifflin,The Return of the King: Being the Third Part of the Lord of the Rings,The Return of the King
ban_15983_bx_194504,0,Steven Feuerstein,Steven Feuerstein,paperback,,ban_15983,bx_194504,9780596514105,9781565921429,294,-1,"November 1, 2007",1995, O'Reilly Media,O'Reilly,Oracle PL/SQL Best Practices,Oracle PL/SQL Programming
ban_1766_bx_256183,0,Helen Keller,Helen Keller,,,ban_1766,bx_256183,9781512092974,9780393325683,78,-1,5/8/15,2004,CreateSpace Publishing,W. W. Norton  Company,The Story of My Life,The Story of My Life: The Restored Classic
ban_1766_bx_160668,0,Helen Keller,Helen Keller,,,ban_1766,bx_160668,9781512092974,9780590339841,78,-1,5/8/15,1985,CreateSpace Publishing,Scholastic Paperbacks (Mm),The Story of My Life,Story of My Life
ban_1766_bx_17072,0,Helen Keller,Helen Keller,,,ban_1766,bx_17072,9781512092974,9780893753689,78,-1,5/8/15,1980,CreateSpace Publishing,Troll Communications,The Story of My Life,Story of My Life
ban_1425_bx_12358,0,William Shakespeare,William Shakespeare,,,ban_1425,bx_12358,9780486406589,9780486278025,96,-1,10/13/98,1993,Dover Publications,Dover Publications,The Tempest,Macbeth
ban_1425_bx_32650,0,William Shakespeare,William Shakespeare,,,ban_1425,bx_32650,9780486406589,9780451527127,96,-1,10/13/98,1998,Dover Publications,Signet Book,The Tempest,The Tempest
ban_1425_bx_106881,0,William Shakespeare,William Shakespeare,,,ban_1425,bx_106881,9780486406589,9780416101904,96,-1,10/13/98,1962,Dover Publications,Routledge,The Tempest,The Tempest
ban_16314_bx_121045,0,Roy Ageloff,Roy Ageloff,paperback,,ban_16314,bx_121045,9781565270558,9781565270435,232,-1,"February 1, 1993",1994, Course Technology Inc ,Course Technology,Introduction to dBase III Plus,dBASE IV Version 1.5/2.0 for Business
ban_14854_bx_121045,0,Roy Ageloff,Roy Ageloff,paperback,,ban_14854,bx_121045,9781878748775,9781565270435,864,-1,March 1993,1994, Course Technology ,Course Technology,"Microcomputer Applications for Business: DOS, WordPerfect 5.1, Lotus 1-2-3 Release 2.2, dBASE III Plus",dBASE IV Version 1.5/2.0 for Business
ban_1147_bx_12456,0,L. J. Smith,L.J. Smith,,,ban_1147,bx_12456,9781416974512,9780671551384,688,-1,11/18/08,1997,Simon Pulse,Simon Pulse,Night World #4-6: Dark Angel; The Chosen; Soulmate,SOULMATE NIGHTWORLD 6
ban_845_bx_83432,0,Terry Brooks,Terry Brooks,,,ban_845,bx_83432,9780345356369,9780345308337,512,-1,7/28/88,1985,Random House Publishing Group,Ballantine Books,The Wishsong of Shannara,Wishsong of Shanarra 3
ban_845_bx_17403,1,Terry Brooks,Terry Brooks,,,ban_845,bx_17403,9780345356369,9780345356369,512,-1,7/28/88,1992,Random House Publishing Group,Del Rey Books,The Wishsong of Shannara,The Wishsong of Shannara
ban_16797_bx_268474,0,Gary B. Shelly,Gary B. Shelly,paperback,,ban_16797,bx_268474,9781423927181,9780789513441,264,-1,"July 2, 2008",1997, Course Technology,Course Technology,Web Design: Introductory Concepts and Techniques,Microsoft Access 97: Complete Concepts and Techiques
ban_16797_bx_115285,0,Gary B. Shelly,Gary B. Shelly,paperback,,ban_16797,bx_115285,9781423927181,9780789513335,264,-1,"July 2, 2008",1999, Course Technology,Course Technology,Web Design: Introductory Concepts and Techniques,Microsoft Office 97: Introductory Concepts and Techniques
ban_979_bx_95480,0,Lewis Carroll,Lewis Carroll,,,ban_979,bx_95480,9780141321073,9780723513636,176,-1,6/19/08,1990,Penguin Young Readers Group,Smithmark Pub,Alice's Adventures in Wonderland,Alice in Wonderland
ban_979_bx_198983,0,Lewis Carroll,Lewis Carroll,,,ban_979,bx_198983,9780141321073,9780399222412,176,-1,6/19/08,1989,Penguin Young Readers Group,Putnam Pub Group,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland
ban_979_bx_142590,0,Lewis Carroll,Lewis Carroll,,,ban_979,bx_142590,9780141321073,9780812504187,176,-1,6/19/08,1992,Penguin Young Readers Group,Tor Books,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland
ban_2300_bx_236942,0,Lois McMaster Bujold,Lois McMaster Bujold,,,ban_2300,bx_236942,9780671878450,9780671655877,480,-1,10/1/97,1986,Baen,Baen,Memory,WARRIOR APPRENTICE
ban_2300_bx_69735,0,Lois McMaster Bujold,Lois McMaster Bujold,,,ban_2300,bx_69735,9780671878450,9780671578282,480,-1,10/1/97,1999,Baen,Baen,Memory,Cordelia's Honor
ban_2300_bx_96890,1,Lois McMaster Bujold,Lois McMaster Bujold,,Paperback,ban_2300,bx_96890,9780671878450,9780671878450,480,-1,10/1/97,1997,Baen,Baen,Memory,Memory
ban_4749_bx_184382,0,Simone de Beauvoir,Simone De Beauvoir,,,ban_4749,bx_184382,9781569249550,9781569249567,396,-1,06/28/1994,1992,Da Capo Press,Pub Group West,"Hard Times: Force of Circumstance II, 1952-1962: The Autobiography of Simone de Beauvoir",The Prime of Life: The Autobiography of Simone De Beauvoir
ban_249_bx_144054,0,Wilkie Collins,Wilkie Collins,,,ban_249,bx_144054,9781593083229,9781551112435,544,-1,8/1/05,1999,Barnes & Noble,Broadview Press,The Moonstone,Moonstone
ban_249_bx_144840,0,Wilkie Collins,Wilkie Collins,,,ban_249,bx_144840,9781593083229,9780192833389,544,-1,8/1/05,1999,Barnes & Noble,Oxford University Press,The Moonstone,The Moonstone
ban_11900_bx_124026,0,Bjarne Stroustrup,Bjarne Stroustrup,,,ban_11900,bx_124026,9780321543721,9780201539929,1236,-1,,1991,Addison-Wesley,Addison-Wesley,Programming: Principles and Practice Using C++,"C++ Programming Language, The"
ban_605_bx_20754,0,Terry Pratchett,Terry Pratchett,,,ban_605,bx_20754,9780062225689,9780380978953,288,-1,1/29/13,2000,HarperCollins Publishers,HarperCollins Publishers,The Light Fantastic,The Truth: A Novel of Discworld
ban_2087_bx_86800,0,Meg Cabot,Meg Cabot,,,ban_2087,bx_86800,9780061479892,9780739439722,416,-1,3/25/08,2004,HarperCollins Publishers,HarperCollins Publishers Inc.,All-American Girl,Boy Meets Girl
ban_2087_bx_1000,0,Meg Cabot,Meg Cabot,,,ban_2087,bx_1000,9780061479892,9780064472777,416,-1,3/25/08,2003,HarperCollins Publishers,HarperTrophy,All-American Girl,All-American Girl
ban_3310_bx_164188,0,Benjamin Franklin,Benjamin Franklin,,,ban_3310,bx_164188,9781512149340,9781566193931,132,-1,05/11/2015,0,CreateSpace Publishing,Barnes Noble Books,Autobiography of Benjamin Franklin: A Founding Father,Autobiography of Benjamin Franklin
ban_3573_bx_164188,0,Benjamin Franklin,Benjamin Franklin,,,ban_3573,bx_164188,9781497421318,9781566193931,130,-1,03/22/2014,0,CreateSpace Publishing,Barnes Noble Books,The Autobiography of Benjamin Franklin,Autobiography of Benjamin Franklin
ban_3603_bx_202186,0,William Carlos Williams,William Carlos Williams,,,ban_3603,bx_202186,9780811202268,9780811209991,1,-1,01/28/1967,1986,New Directions Publishing Corporation,New Directions Publishing Corporation,The Autobiography of William Carlos Williams,The Collected Poems of William Carlos Williams: 1909-1939
ban_9171_bx_211742,0,Jan Ozer,Jan Ozer,,,ban_9171,bx_211742,9780321929549,9780321186539,464,-1,,2003,Peachpit Press,Peachpit Press,Premiere Pro CC: Visual QuickStart Guide,Pinnacle Studio 8 for Windows: Visual QuickStart Guide
ban_2613_bx_36186,0,Jay McGraw,Jay McGraw,,,ban_2613,bx_36186,9780743224703,9780743215466,176,-1,8/28/01,2000,Touchstone,Fireside,Life Strategies for Teens Workbook,Life Strategies for Teens
ban_1678_bx_36186,1,Jay McGraw,Jay McGraw,,,ban_1678,bx_36186,9780743215466,9780743215466,240,-1,12/4/00,2000,Touchstone,Fireside,Life Strategies for Teens,Life Strategies for Teens
ban_353_bx_244113,0,Walter Farley,Walter Farley,,Hardback,ban_353,bx_244113,9780679813439,9780394906102,224,-1,8/28/91,1954,Random House Children's Books,Random House Children's Books,The Black Stallion,Black Stallion's Sulky Colt
ban_353_bx_81658,0,Walter Farley,Walter Farley,,Paperback,ban_353,bx_81658,9780679813439,9780394839196,224,-1,8/28/91,1978,Random House Children's Books,Random House Children's Books,The Black Stallion,Black Stallion's Ghost
ban_353_bx_110994,0,Walter Farley,Walter Farley,,,ban_353,bx_110994,9780679813439,9780394843766,224,-1,8/28/91,2003,Random House Children's Books,Random House Children's Books,The Black Stallion,The Island Stallion
ban_353_bx_106150,0,Walter Farley,Walter Farley,,Paperback,ban_353,bx_106150,9780679813439,9780679813484,224,-1,8/28/91,1991,Random House Children's Books,Random House Children's Books,The Black Stallion,The Young Black Stallion
ban_353_bx_32113,1,Walter Farley,WALTER FARLEY,,Paperback,ban_353,bx_32113,9780679813439,9780679813439,224,-1,8/28/91,1991,Random House Children's Books,Random House Books for Young Readers,The Black Stallion,The Black Stallion
ban_12697_bx_110833,0,Adobe Creative Team,Adobe Creative Team,,,ban_12697,bx_110833,9780321832689,9780201658958,432,-1,,1999,Adobe Press,Adobe Press,Adobe Creative Suite 6 Production Premium Classroom in a Book,Adobe 5.5 Classroom in a Book
ban_8026_bx_110833,0,Adobe Creative Team,Adobe Creative Team,,,ban_8026,bx_110833,9780321701787,9780201658958,463,-1,,1999,Adobe Press,Adobe Press,Adobe Illustrator CS5 Classroom in a Book,Adobe 5.5 Classroom in a Book
ban_7575_bx_110833,0,Adobe Creative Team,Adobe Creative Team,,,ban_7575,bx_110833,9780321822437,9780201658958,416,-1,,1999,Adobe Press,Adobe Press,Adobe After Effects CS6 Classroom in a Book / Edition 1,Adobe 5.5 Classroom in a Book
ban_7745_bx_110833,0,Adobe Creative Team,Adobe Creative Team,,,ban_7745,bx_110833,9780321822444,9780201658958,352,-1,,1999,Adobe Press,Adobe Press,Adobe Fireworks CS6 Classroom in a Book,Adobe 5.5 Classroom in a Book
ban_9851_bx_110833,0,Adobe Creative Team,Adobe Creative Team,,,ban_9851,bx_110833,9780321701794,9780201658958,402,-1,,1999,Adobe Press,Adobe Press,Adobe InDesign CS5 Classroom in a Book,Adobe 5.5 Classroom in a Book
ban_12697_bx_143345,0,Adobe Creative Team,Adobe Creative Team,,,ban_12697,bx_143345,9780321832689,9780321193759,432,-1,,2003,Adobe Press,Adobe Press,Adobe Creative Suite 6 Production Premium Classroom in a Book,Adobe Photoshop CS Classroom in a Book
ban_8265_bx_143345,0,Adobe Creative Team,Adobe Creative Team,,,ban_8265,bx_143345,9780321949721,9780321193759,312,-1,,2003,Adobe Press,Adobe Press,Adobe Photoshop Elements 12 Classroom in a Book,Adobe Photoshop CS Classroom in a Book
ban_12697_bx_246392,0,Adobe Creative Team,Adobe Creative Team,,,ban_12697,bx_246392,9780321832689,9780201710267,432,-1,,2000,Adobe Press,Adobe Press,Adobe Creative Suite 6 Production Premium Classroom in a Book,Adobe InDesign 1.5 Classroom in a Book
ban_7732_bx_246392,0,Adobe Creative Team,Adobe Creative Team,,,ban_7732,bx_246392,9780321822512,9780201710267,416,-1,,2000,Adobe Press,Adobe Press,Adobe Flash Professional CS6 Classroom in a Book / Edition 1,Adobe InDesign 1.5 Classroom in a Book
ban_8026_bx_246392,0,Adobe Creative Team,Adobe Creative Team,,,ban_8026,bx_246392,9780321701787,9780201710267,463,-1,,2000,Adobe Press,Adobe Press,Adobe Illustrator CS5 Classroom in a Book,Adobe InDesign 1.5 Classroom in a Book
ban_6724_bx_246392,0,Adobe Creative Team,Adobe Creative Team,,,ban_6724,bx_246392,9780321822499,9780201710267,432,-1,,2000,Adobe Press,Adobe Press,Adobe InDesign CS6 Classroom in a Book / Edition 1,Adobe InDesign 1.5 Classroom in a Book
ban_8582_bx_246392,0,Adobe Creative Team,Adobe Creative Team,,,ban_8582,bx_246392,9780321929532,9780201710267,294,-1,,2000,Adobe Press,Adobe Press,Adobe Audition CC Classroom in a Book,Adobe InDesign 1.5 Classroom in a Book
ban_93_bx_15506,0,C. S. Lewis,C. S. Lewis,,,ban_93,bx_15506,9780064409391,9780066238500,-1,-1,8/1/00,2001,HarperCollins Publishers,Harpercollins Juvenile Books,The Chronicles of Narnia,Complete Chronicles of Narnia
ban_93_bx_255969,0,C. S. Lewis,C. S. Lewis,,,ban_93,bx_255969,9780064409391,9780590257886,-1,-1,8/1/00,1995,HarperCollins Publishers,Scholastic Inc.,The Chronicles of Narnia,The Chronicles of Narnia
ban_2729_bx_22427,0,Susan Cooper,Susan Cooper,,,ban_2729,bx_22427,9781416949671,9780689704482,192,-1,5/8/07,1978,Margaret K. McElderry Books,Athenum,The Grey King,Grey King
ban_386_bx_36315,0,James Fenimore Cooper,James Fenimo Cooper,,,ban_386,bx_36315,9781593081379,9780880299008,416,-1,11/25/04,0,Barnes & Noble,Barnes Noble,The Last of the Mohicans,Last of the Mohicans
ban_386_bx_185464,0,James Fenimore Cooper,James Fenimore Cooper,,,ban_386,bx_185464,9781593081379,9780192826381,416,-1,11/25/04,1990,Barnes & Noble,Oxford University Press,The Last of the Mohicans,The Last of the Mohicans
ban_131_bx_142597,0,Fyodor Dostoevsky,Fyodor M. Dostoevsky,,,ban_131,bx_142597,9781593080815,9780553210934,576,-1,2/1/07,1982,Barnes & Noble,Bantam,Crime and Punishment,Crime and Punishment
ban_670_bx_159797,0,J. R. R. Tolkien,J.R.R. Tolkien,,,ban_670,bx_159797,9780345339706,9780618153985,480,-1,8/28/86,2001,Random House Publishing Group,Houghton Mifflin Company,Fellowship of the Ring,The Fellowship of the Ring
ban_670_bx_1571,1,J. R. R. Tolkien,J.R.R. TOLKIEN,,,ban_670,bx_1571,9780345339706,9780345339706,480,-1,8/28/86,1986,Random House Publishing Group,Del Rey,Fellowship of the Ring,The Fellowship of the Ring
ban_2439_bx_146888,0,Nathaniel Hawthorne,Nathaniel Hawthorne,,,ban_2439,bx_146888,9781617207112,9780140390056,238,-1,3/28/12,1986,Wilder Publications,Penguin Books,The House of Seven Gables,The House of the Seven Gables
ban_805_bx_146888,0,Nathaniel Hawthorne,Nathaniel Hawthorne,,,ban_805,bx_146888,9781593082314,9780140390056,336,-1,2/1/07,1986,Barnes & Noble,Penguin Books,The House of the Seven Gables,The House of the Seven Gables
ban_2439_bx_79548,0,Nathaniel Hawthorne,Nathaniel Hawthorn,,,ban_2439,bx_79548,9781617207112,9780451523099,238,-1,3/28/12,1961,Wilder Publications,New Amer Library Classics (Mm),The House of Seven Gables,House of Seven Gables
ban_2439_bx_230721,0,Nathaniel Hawthorne,Nathaniel Hawthorne,,,ban_2439,bx_230721,9781617207112,9780020517603,238,-1,3/28/12,1962,Wilder Publications,MacMillan Publishing Company.,The House of Seven Gables,House of the Seven Gables
ban_9274_bx_117834,0,Donald E. Knuth,Donald E. Knuth,,,ban_9274,bx_117834,9780201038040,9780201038224,883,-1,,1981,Addison-Wesley,Addison-Wesley Pub Co,"The Art of Computer Programming, Volume 4A: Combinatorial Algorithms, Part 1","The Art of Computer Programming, Volume 2: Seminumerical Algorithms"
ban_6512_bx_147352,0,Scott Kelby,Scott Kelby,,,ban_6512,bx_147352,9780133900859,9780735714113,408,-1,,2003,New Riders,Pearson Education,The Adobe Photoshop CC Book for Digital Photographers,The Adobe Photoshop CS Book for Digital Photographers
ban_9998_bx_202157,0,Adobe Creative Team,Adobe Creative Team,,,ban_9998,bx_202157,9780321712981,9781568304663,464,-1,,1998,Pearson Education,MacMillan Computer Publishing USA,Adobe Photoshop CS5 Classroom in a Book,Adobe Photoshop 5.0 Classroom in a Book
ban_1575_bx_52547,0,Emily Bront��,Emily Bronte,,Hardback,ban_1575,bx_52547,9780141439556,9780679601357,416,-1,12/17/02,1994,Penguin Publishing Group,Modern Library,Wuthering Heights,Wuthering Heights
ban_1575_bx_241220,0,Emily Bront��,EMILY BRONTE,,,ban_1575,bx_241220,9780141439556,9780679405436,416,-1,12/17/02,1991,Penguin Publishing Group,Unknown Publisher - Being Researched,Wuthering Heights,Wuthering Heights
ban_1575_bx_144140,0,Emily Bront��,Emily Bronte,,,ban_1575,bx_144140,9780141439556,9780517643013,416,-1,12/17/02,1987,Penguin Publishing Group,Random House Value Publishing,Wuthering Heights,Wuthering Heights
ban_1575_bx_13681,0,Emily Bront��,Emily Bronte,,,ban_1575,bx_13681,9780141439556,9781566193085,416,-1,12/17/02,1994,Penguin Publishing Group,Dorset Press,Wuthering Heights,Wuthering Heights
ban_1575_bx_145864,0,Emily Bront��,Emily Bronte,,,ban_1575,bx_145864,9780141439556,9780894714801,416,-1,12/17/02,1986,Penguin Publishing Group,Running Press Book Publishers,Wuthering Heights,Wuthering Heights
ban_1575_bx_171933,0,Emily Bront��,Emily Bronte,,,ban_1575,bx_171933,9780141439556,9781570421167,416,-1,12/17/02,1994,Penguin Publishing Group,Time Warner Audio Major,Wuthering Heights,Wuthering Heights
ban_1575_bx_10924,1,Emily Bront��,Emily Bronte,,,ban_1575,bx_10924,9780141439556,9780141439556,416,-1,12/17/02,2003,Penguin Publishing Group,Penguin Books,Wuthering Heights,Wuthering Heights
ban_396_bx_33394,0,Tim LaHaye,Tim Lahaye,,,ban_396,bx_33394,9781414334905,9780842355025,496,-1,3/16/11,2001,Tyndale House Publishers,Tyndale House Publishers,Left Behind: A Novel of the Earth's Last Days,Left Behind Graphic Novel
ban_396_bx_51,0,Tim LaHaye,Tim Lahaye,,,ban_396,bx_51,9781414334905,9780842342704,496,-1,3/16/11,2000,Tyndale House Publishers,Tyndale House Publishers,Left Behind: A Novel of the Earth's Last Days,Left Behind: A Novel of the Earth's Last Days
ban_573_bx_105427,0,Carson McCullers,Carson McCullers,,,ban_573,bx_105427,9780618526413,9780877207535,368,-1,4/21/04,1940,Houghton Mifflin Harcourt,Amsco School Pubns Inc,The Heart Is a Lonely Hunter,Heart Is a Lonely Hunter
ban_573_bx_13035,0,Carson McCullers,CARSON MCCULLERS,,,ban_573,bx_13035,9780618526413,9780553269635,368,-1,4/21/04,1983,Houghton Mifflin Harcourt,Bantam,The Heart Is a Lonely Hunter,The Heart Is a Lonely Hunter
