ids,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title,label
wor_12998_half_943,Charles Pogue,Charles Portis,Paperback,,wor_12998,half_943,9781572971301,9781468301250,262,240,(31 Dec 1996),"Oct. 30th, 2012","Boulevard Books,U.S. ",Overlook Press,Dragonheart,True Grit,0
wor_28709_half_396,Rodman Philbrick,Rodman Philbrick,Paperback,,wor_28709,half_396,9780590579643,9780590579643,166,176,(26 Aug 1998),"Oct. 1st, 1998",Scholastic US ,Scholastic Paperbacks,Max the Mighty,Max the Mighty,1
wor_32577_half_534,Dr Michelle Harrison,Michelle Harrison,Paperback,,wor_32577,half_534,9780316041478,9780316041478,355,355,(10 May 2011),"May. 10th, 2011","Little, Brown Books for Young Readers ","Little, Brown Books for Young Readers",13 Treasures,13 Treasures,1
wor_48103_half_2963,Edward A Engelbrecht,Edward A. Engelbrecht,Paperback,,wor_48103,half_2963,9780758629685,9780758629685,449,449,(1 Jun 2011),"Jun. 1st, 2011",Concordia Publishing House Ltd ,Concordia Publishing House,Concordia's Complete Bible Handbook for Students,Concordia's Complete Bible Handbook for Students,1
wor_46008_half_2640,Nikol Hasler,Nikol Hasler,Paperback,,wor_46008,half_2640,9780981973326,9780981973326,192,192,(1 Jun 2012),"Jun. 1st, 2010",Orange Avenue Publishing ,Zest Books,"Sex: A Book for Teens: An Uncensored Guide to Your Body, Sex, and Safety",Sex: A Book for Teens,1
wor_27320_half_1376,Jack London,Jack London,,,wor_27320,half_1376,9781491579312,9780689856747,-1,160,(3 Feb 2015),"Feb. 1st, 2003",Classic Collection ,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild,0
wor_47391_half_2848,Kelly Creagh,Kelly Creagh,Hardback,,wor_47391,half_2848,9781442402003,9781442402010,543,543,(31 Aug 2010),"Aug. 30th, 2011",Atheneum Books for Young Readers ,Atheneum Books for Young Readers,Nevermore,Nevermore,0
wor_31255_half_1950,Joan Bauer,Joan Bauer,Hardback,,wor_31255,half_1950,9780756957780,9780142404256,201,208,(2 Jun 2005),"May. 1st, 2005",Perfection Learning ,Speak,Rules of the Road,Rules of the Road,0
wor_21864_half_1891,Gail Carson Levine,Gail Carson Levine,Paperback,,wor_21864,half_1891,9780006755487,9780060558864,240,288,(4 Sep 2000),"Feb. 17th, 2004",HarperCollins Publishers ,Harper Teen,Ella Enchanted,Ella Enchanted,0
wor_38263_half_1346,Linda Buckley-Archer,Linda Buckley-Archer,Paperback,Paperback,wor_38263,half_1346,9781416915263,9781416915263,404,404,(1 Sep 2007),"Sep. 1st, 2007",Simon & Schuster ,Aladdin Paperbacks,The Time Travelers,The Time Travelers,1
wor_43092_half_2096,Naoyuki Kageyam,Naoyuki Kageyama,Paperback,,wor_43092,half_2096,9781421542126,9781421520827,272,210,(7 Aug 2012),"Nov. 1st, 2008","Viz Media, Subs. of Shogakukan Inc ",Viz Media,"Yu-Gi-Oh!: GX, Vol. 9","Yu-GI-Oh! Gx, Volume 2",0
wor_32868_half_578,Dominique Moceanu,Dominique Moceanu,Paperback,,wor_32868,half_578,9781423136583,9781423136583,210,210,(19 Jun 2012),"Jun. 19th, 2012",Hyperion ,Hyperion Books,Unexpected Twist,Unexpected Twist,1
wor_36746_half_1146,Joseph Delaney,Joseph Delaney,Paperback,Paperback,wor_36746,half_1146,9781862307414,9780060766207,384,340,(27 Feb 2014),"Aug. 1st, 2006",Random House Children's Publishers UK ,HarperTrophy,Spook's: Alice: Book 12,Revenge of the Witch,0
wor_35548_half_1864,Frank Beddor,Frank Beddor,Hardback,Paperback,wor_35548,half_1864,9780803731561,9780142416891,370,370,(15 Oct 2009),"Oct. 14th, 2010",Penguin Putnam Inc ,Speak,ArchEnemy,ArchEnemy,0
wor_45188_half_2485,Lisa Rivero,Lisa Rivero,Paperback,,wor_45188,half_2485,9781935067009,9781935067009,144,144,(1 Mar 2010),"Apr. 15th, 2010","Anodyne, Inc. DBA Great Potential Press, Inc. ",Great Potential Press,The Smart Teens' Guide to Living with Intensity: How to Get More Out of Life and Learning,The Smart Teens' Guide to Living with Intensity,1
wor_46356_half_2693,Norah McClintock,Norah McClintock,Paperback,Paperback,wor_46356,half_2693,9781551435114,9781551435114,128,100,(1 Sep 2006),"Oct. 1st, 2006","Orca Book Publishers,Canada ",Orca Book s,Tell,Tell,1
wor_37947_half_1390,Gitty Daneshvari,Gitty Daneshvari,Paperback,Paperback,wor_37947,half_1390,9780316033299,9780316033299,336,336,(3 Oct 2011),"Oct. 3rd, 2011","Little, Brown & Company ","Little, Brown Books for Young Readers",School of Fear: Class Is Not Dismissed!,School of Fear,1
wor_37451_half_1253,Kristen Simmons,Kristen Simmons,Paperback,,wor_37451,half_1253,9780765329615,9780765329615,368,368,(29 Jan 2013),"Jan. 8th, 2013",Tor Books ,Tor Books,Article 5,Article 5,1
wor_42833_half_2064,John van de Ruit,John Van De Ruit,Paperback,,wor_42833,half_2064,9780141323565,9781595141873,400,317,(1 May 2008),"Sep. 11th, 2008",Penguin Books Ltd ,Razorbill,Spud,Spud,0
wor_38356_half_1359,James Ramsey Ullman,James Ramsey Ullman,Hardback,,wor_38356,half_1359,9780812466096,9780064470483,285,288,(1 Jan 2001),"Apr. 15th, 1988",Perfection Learning ,HarperTrophy,Banner in the Sky,Banner in the Sky,0
wor_31690_half_408,Ma Yan,Ma Yan,Paperback,,wor_31690,half_408,9780060764982,9780060764982,166,166,(23 Jun 2009),"Jun. 23rd, 2009",Collins Publishers ,Collins,The Diary of Ma Yan: The Struggles and Hopes of a Chinese Schoolgirl,The Diary of Ma Yan,1
wor_28385_half_1860,Gary Paulsen,Gary Paulsen,Hardback,,wor_28385,half_1860,9780756979119,9780689808821,186,208,(1 Jan 2007),,Perfection Learning ,Aladdin Paperbacks,Hatchet,Hatchet,0
wor_42222_half_3033,Sonya Sones,Sonya Sones,Paperback,,wor_42222,half_3033,9780689876035,9780689876035,-1,291,(16 Dec 2008),"Dec. 16th, 2008",Simon & Schuster ,Simon Pulse,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know,1
wor_43793_half_2226,Ellen Wittlinger,Ellen Wittlinger,Paperback,,wor_43793,half_2226,9781442406216,9781442406216,294,294,(4 Jan 2011),"Jan. 4th, 2011",Simon & Schuster Books for Young Readers ,Simon & Schuster,Parrotfish,Parrotfish,1
wor_34933_half_873,Brian Jacques,Brian Jacques,Paperback,,wor_34933,half_873,9781862301382,9780441005482,352,333,(3 Aug 2006),"Jun. 1st, 1998",Random House Children's Publishers UK ,Ace Books,Redwall,Redwall,0
wor_44404_half_2327,Douglas Rees,Douglas Rees,Hardback,,wor_44404,half_2327,9780385731171,9780440238348,240,226,(1 Sep 2003),"Aug. 31st, 2005",Random House Childrens Books ,Laurel Leaf Library,Vampire High,Vampire High,0
wor_7794_half_2148,"N. J. Dawood, N. J. Dawood, William Harvey",N. J. Dawood,Paperback,Paperback,wor_7794,half_2148,9780140367829,9780140367829,208,208,(26 Sep 1996),"Apr. 1st, 1997",Penguin Books Ltd ,Puffin Books,Aladdin and Other Tales from the Arabian Nights,Aladdin and Other Tales from the Arabian Nights,1
wor_34986_half_2754,Carl Deuker,Carl Deuker,Paperback,,wor_34986,half_2754,9780547248912,9780547248912,212,212,(20 Dec 2010),"Sep. 7th, 2009",Houghton Mifflin Harcourt Publishing Company ,Graphia Books,Night Hoops,Night Hoops,1
wor_6062_half_159,Gary Paulsen,Gary Paulsen,Paperback,,wor_6062,half_159,9780440227199,9780440227199,133,144,(1 Jan 1998),"Jan. 31st, 1998",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,Brian's Winter,Brian's Winter,1
wor_10781_half_1555,Susan Cooper,Susan Cooper,Paperback,Paperback,wor_10781,half_1555,9780689829833,9781416949954,232,244,(1 Sep 1999),"Sep. 30th, 2007",Simon & Schuster ,Aladdin Paperbacks,The Dark is Rising,The Dark Is Rising,0
wor_28947_half_75,Catherynne M. Valente,Catherynne M. Valente,Paperback,,wor_28947,half_75,9781780339818,9781250010193,336,247,(17 Jan 2013),"May. 8th, 2012","Little, Brown Book Group ",Square Fish,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,0
wor_29090_half_440,Erin Hunter,Erin Hunter,Paperback,,wor_29090,half_440,9780007140077,9780060525859,368,315,(4 Feb 2008),"Oct. 4th, 2005",HarperCollins Publishers ,Avon Books,The Darkest Hour,The Darkest Hour,0
wor_41344_half_274,Jennifer Echols,Jennifer Estep,Paperback,,wor_41344,half_274,9781451658040,9780758281463,288,384,(24 Apr 2014),"Dec. 24th, 2012",Simon & Schuster ,K-Teen,Dirty Little Secret,Crimson Frost,0
wor_9621_half_647,Andrew Clements,Andrew Clements,Hardback,,wor_9621,half_647,9780399236266,9780142400760,-1,251,(4 Mar 2002),"Mar. 8th, 2004",Penguin Putnam Inc ,Puffin Books,Things Not Seen,Things Not Seen,0
wor_38694_half_1930,Aprilynne Pike,Aprilynne Pike,Paperback,,wor_38694,half_1930,9780007314379,9780061668081,356,359,(29 Apr 2010),"May. 3rd, 2011",HarperCollins Publishers ,Harper Teen,Spells,Spells,0
wor_28988_half_81,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,wor_28988,half_81,9781094063669,9780307976079,-1,208,(3 Sep 2019),"Feb. 14th, 2012",Hmh Audio ,Ember,Farewell to Manzanar,Farewell to Manzanar,0
wor_30973_half_2538,Wendy Mass,Wendy Mass,Paperback,,wor_30973,half_2538,9780316058285,9780316058285,212,212,(6 Sep 2006),"Sep. 1st, 2006",Little Brown and Company ,"Little, Brown Books for Young Readers",Leap Day,Leap Day,1
wor_28556_half_38,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28556,half_38,9781250003430,9781250003430,785,800,(16 Oct 2012),"Oct. 16th, 2012",St Martin's Press ,Square Fish,A Wrinkle in Time Trilogy,A Wrinkle in Time Trilogy,1
wor_38071_half_1319,Ty Drago,Ty Drago,Paperback,,wor_38071,half_1319,9781942664000,9781402247859,250,465,(1 May 2015),"Apr. 1st, 2011",Month9books ,Sourcebooks Jabberwocky,Undertakers,The Undertakers,0
wor_39914_half_1608,Cynthia C DeFelice,Cynthia C. DeFelice,Paperback,,wor_39914,half_1608,9780374480653,9780374480653,224,224,(8 Apr 2005),"Apr. 8th, 2005",Square Fish ,Square Fish,Under the Same Sky,Under the Same Sky,1
wor_1319_half_261,Karen Hesse,Karen Hesse,Paperback,,wor_1319,half_261,9780590897983,9780439272001,181,176,(24 May 1998),"Feb. 1st, 2003",Scholastic US ,Scholastic Paperbacks,The Music of Dolphins,Witness,0
wor_35989_half_2697,Gemma Malley,Gemma Malley,Hardback,,wor_35989,half_2697,9780747587750,9781599904597,304,323,(3 Sep 2007),"Feb. 28th, 2010",Bloomsbury Publishing PLC ,Bloomsbury Publishing PLC,The Declaration,The Resistance,0
wor_17108_half_2813,Tanuja Desai Hidier,Tanuja Desai Hidier,Hardback,,wor_17108,half_2813,9780439357623,9780439510110,432,500,(15 Feb 2003),"Jul. 1st, 2003",Scholastic Australia ,Push,Born Confused,Born Confused,0
wor_36931_half_1175,"Jeanne,Marie Grunwell",Jeanne Marie Grunwell,Paperback,,wor_36931,half_1175,9780618689477,9780618689477,133,133,(22 May 2006),"May. 1st, 2006",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),Mind Games,Mind Games,1
wor_29114_half_459,Rosemary Sutcliff,Rosemary Sutcliff,Paperback,,wor_29114,half_459,9780192753922,9780374419301,304,304,(7 Oct 2004),"Sep. 30th, 1993",Oxford University Press ,Farrar Straus Giroux,The Eagle of The Ninth,The Eagle of the Ninth,0
wor_47003_half_2803,Walt Morey,Walt Morey,Hardback,,wor_47003,half_2803,9780812420111,9780142405512,191,191,(1 Jan 1992),"Feb. 2nd, 2006",Perfection Learning ,Puffin Books,Gentle Ben,Gentle Ben,0
wor_28565_half_240,Madeleine L'Engle,Madeleine L'Engle,Paperback,,wor_28565,half_240,9781250004673,9780312367558,236,212,(31 Jan 2012),"May. 1st, 2007",Square Fish ,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
wor_29388_half_119,Marissa Meyer,Marissa Meyer,Paperback,,wor_29388,half_119,9780141340135,9781250007209,400,448,(29 Dec 2011),"Jan. 8th, 2013",Penguin Books Ltd ,Square Fish,Cinder,Cinder,0
wor_25523_half_2146,Chris Crutcher,Chris Crutcher,Paperback,,wor_25523,half_2146,9780060094911,9780060094911,224,224,(1 Apr 2003),"Apr. 1st, 2003",Greenwillow Books ,Greenwillow Books,Running Loose,Running Loose,1
wor_11730_half_2735,CLAMP,CLAMP,Paperback,,wor_11730,half_2735,9781892213754,9781892213754,192,192,(1 Jun 2004),,Tokyopop Press Inc ,TokyoPop,Cardcaptor Sakura: Master of the Clow: v. 1,"Cardcaptor Sakura, Volume 1",1
wor_17198_half_2244,Charles Dickens,Charles Dickens,Paperback,,wor_17198,half_2244,9780007350865,9780812504347,144,116,(1 Apr 2010),"Dec. 15th, 1990",HarperCollins Publishers ,Tor Classics,A Christmas Carol,A Christmas Carol,0
wor_46276_half_2678,Mabel L. Robinson,Mabel L. Robinson,Hardback,,wor_46276,half_2678,9780394809861,9780375971365,288,288,(27 Dec 2012),"Oct. 23rd, 2012",Random House USA Inc ,Yearling Books,Bright Island,Bright Island,0
wor_32436_half_511,Christopher Pike,Christopher Pike,Paperback,Paperback,wor_32436,half_511,9781442467316,9781442467316,441,528,(5 Mar 2013),"Mar. 5th, 2013",Simon & Schuster ,Simon Pulse,The Sacred Veil,Thirst No. 5,1
wor_37368_half_1241,Eric P Kelly,Eric P. Kelly,Hardback,,wor_37368,half_1241,9780812428308,9780689715716,208,224,(1 Apr 1992),"Apr. 1st, 1992",Perfection Learning ,Aladdin Paperbacks,The Trumpeter of Krakow,The Trumpeter of Krakow,0
wor_28966_half_433,Ben Mikaelsen,Ben Mikaelsen,Paperback,,wor_28966,half_433,9780060090098,9780060090098,154,154,(1 Apr 2010),"Mar. 30th, 2010",HarperCollins Publishers Inc ,HarperCollins,Ghost Of Spirit Bear,Ghost of Spirit Bear,1
wor_31389_half_915,Robert Cormier,Robert Cormier,Paperback,,wor_31389,half_915,9780440208358,9780440208358,240,240,(1 Feb 1991),"Feb. 1st, 1991",Random House USA Inc ,Laurel Leaf Library,After the First Death,After the First Death,1
wor_28860_half_65,Roland Smith,Roland Smith,Paperback,Paperback,wor_28860,half_65,9781585366040,9781585366040,229,256,(1 Oct 2012),"Sep. 1st, 2012","Cengage Learning, Inc ",Sleeping Bear Press,Kitty Hawk,"I, Q: Book Three",1
wor_39891_half_312,National Geographic,National Geographic,Hardback,,wor_39891,half_312,9781426220647,9781426304460,416,143,(5 Nov 2019),"Jun. 9th, 2009",National Geographic Society ,National Geographic Society,National Geographic History at a Glance: Illustrated Time Lines From Prehistory to the Present Day,National Geographic Student Atlas of the World,0
wor_32425_half_1957,Christopher Pike,Christopher Paul Curtis,Paperback,,wor_32425,half_1957,9780765378927,9780440413318,368,259,(1 Feb 2008),"May. 9th, 2006",St. Martins Press-3PL ,Laurel Leaf Library,Falling,Bucking the Sarge,0
wor_47945_half_2933,Lena Coakley,Lena Coakley,Hardback,,wor_47945,half_2933,9781442420045,9781442420052,400,416,(30 Aug 2011),"Sep. 4th, 2012",Atheneum Books for Young Readers ,Atheneum Books for Young Readers,Witchlanders,Witchlanders,0
wor_29132_half_1438,Rosemary Sutcliff,Rosemary Sutcliff,Paperback,,wor_29132,half_1438,9780312644291,9780312644291,210,210,(9 Nov 2010),"Nov. 9th, 2010",St Martin's Press ,Square Fish,The Eagle of the Ninth,The Eagle of the Ninth,1
wor_45547_half_2912,Richie Tankersley Cusick,Richie Tankersley Cusick,Paperback,,wor_45547,half_2912,9780142423363,9780142423363,570,570,(16 Aug 2012),"Aug. 16th, 2012",Speak ,Speak,The Unseen: It Begins/Rest in Peace: Parts 1 and 2,The Unseen: It Begins/Rest in Peace,1
wor_38561_half_1387,Tim Tharp,Tim Tharp,Paperback,,wor_38561,half_1387,9780553495133,9780553495133,-1,233,(12 Aug 2008),"Aug. 12th, 2008",Laurel Leaf Library ,Laurel Leaf Library,Knights of the Hill Country,Knights of the Hill Country,1
wor_29299_half_1362,Todd Strasser,Todd Strasser,Paperback,,wor_29299,half_1362,9780307979124,9780307979124,144,144,(8 Jan 2013),"Jan. 8th, 2013",Random House USA Inc ,Ember,The Wave,The Wave,1
wor_38697_half_1790,Aprilynne Pike,Aprilynne Pike,Paperback,,wor_38697,half_1790,9780061668111,9780061668111,375,375,(1 May 2012),"May. 1st, 2012",HarperCollins Publishers Inc ,Harper Teen,Illusions,Illusions,1
wor_43189_half_2051,Candace Bushnell,Candace Bushnell,,Paperback,wor_43189,half_2051,9780061983948,9780061728921,8,389,(27 Apr 2010),"Apr. 26th, 2011",Balzer & Bray/Harperteen ,Balzer & Bray/Harperteen,The Carrie Diaries,The Carrie Diaries,0
wor_45168_half_2522,Ella Monroe,Ella Monroe,Paperback,,wor_45168,half_2522,9780312623036,9780312623036,295,295,(7 Aug 2012),"Aug. 7th, 2012",St. Martins Press-3PL ,St. Martin's Griffin,Capital Girls,Capital Girls,1
wor_32727_half_1066,Mike Lupic,Mike Lupica,Paperback,,wor_32727,half_1066,9780142417829,9780142417829,246,246,(22 Feb 2011),"Feb. 22nd, 2011",Puffin Books ,Puffin Books,The Batboy,The Batboy,1
wor_35550_half_1546,Frank Beddor,Frank Beddor,Paperback,Paperback,wor_35550,half_1546,9780981873701,9780142412091,176,371,(7 Oct 2008),"Nov. 1st, 2008",Automatic Pictures ,Speak,Hatter M: Looking Glass Wars v. 1,Seeing Redd,0
wor_29121_half_96,Rosemary Sutcliff,Rosemary Sutcliff,Paperback,,wor_29121,half_96,9780553494839,9780553494839,151,151,(13 Dec 2005),"Dec. 13th, 2005",Random House USA Inc ,Laurel Leaf Library,Black Ships Before Troy: The Story of the Iliad,Black Ships Before Troy,1
wor_30576_half_263,Auch Mary Jane,Mary Jane Auch,Paperback,,wor_30576,half_263,9780440238515,9780440238515,256,256,(1 Mar 2004),"Feb. 10th, 2004",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,Ashes of Roses,Ashes of Roses,1
wor_32081_half_448,Dan Gutman,Dan Gutman,Paperback,Paperback,wor_32081,half_448,9780380788781,9780380788781,144,144,(21 Jan 2003),"Mar. 1st, 1998",HarperCollins ,HarperTrophy,Honus  Me,Honus & Me,1
wor_29998_half_176,Wilson Rawls,Wilson Rawls,,,wor_29998,half_176,9780307281692,9780553274295,6,256,(11 Oct 2005),"Mar. 12th, 1997",Listening Library (Audio) ,Laurel Leaf Library,Where the Red Fern Grows,Where the Red Fern Grows,0
wor_32605_half_539,Robert C O'Brien,Robert C. O'Brien,Hardback,,wor_32605,half_539,9780756980986,9781416939214,249,249,(1 Jul 2007),"Jul. 10th, 2007",Perfection Learning ,Simon Pulse,Z for Zachariah,Z for Zachariah,0
wor_28569_half_240,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_28569,half_240,9780756980139,9780312367558,212,212,(1 May 2007),"May. 1st, 2007",Perfection Learning ,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
wor_28877_half_2041,Roland Smith,Roland Smith,Paperback,,wor_28877,half_2041,9781604915327,9780786815647,40,192,(27 Aug 2014),,Center for Creative Leadership ,Hyperion Books for Children,"Talent Conversations: What They Are, Why They're Crucial, and How to Do Them Right",The Last Lobo,0
wor_28569_half_26,Madeleine L'Engle,Madeleine L'Engle,Hardback,,wor_28569,half_26,9780756980139,9780312367541,212,245,(1 May 2007),"May. 1st, 2007",Perfection Learning ,Square Fish,A Wrinkle in Time,A Wrinkle in Time,0
wor_32513_half_520,Francisco X Stork,Francisco X. Stork,Hardback,,wor_32513,half_520,9780606153218,9780545056908,312,312,(1 Feb 2011),"Feb. 1st, 2011",Turtleback Books ,Scholastic Paperbacks,Marcelo in the Real World,Marcelo in the Real World,0
wor_29240_half_183,Bernard Evslin,Bernard Evslin,,,wor_29240,half_183,9781631680014,9780553259209,-1,224,(10 Feb 2014),"Sep. 1st, 1984",Graymalkin Media ,Laurel Leaf Library,"Heroes, Gods and Monsters of the Greek Myths","Heroes, Gods and Monsters of the Greek Myths",0
wor_11905_half_2033,J. K. Rowling,J. K. Rowling,Paperback,,wor_11905,half_2033,9788478886463,9788478886463,-1,563,(1 May 2001),"May. 1st, 2001","Publicaciones y Ediciones Salamandra, S.A. ",Lectorum Publications,Harry Potter - Spanish: Harry Potter y el caliz de fuego,Harry Potter y el Caliz del Fuego = Harry Potter and the Goblet of Fire,1
wor_41273_half_1842,Bond Victori,Victoria Bond,Paperback,,wor_41273,half_1842,9780763658144,9780763658144,170,170,(1 Apr 2012),"Dec. 27th, 2011","Candlewick Press,U.S. ",Candlewick Press (MA),Zora And Me: The Song Of Ivory,Zora and Me,1
wor_40553_half_1716,Neta Lohnes Frazier,Neta Lohnes Frazier,Paperback,Paperback,wor_40553,half_1716,9781402736179,9781402736179,208,193,(28 Aug 2006),"Aug. 1st, 2006",Sterling Juvenile ,Sterling Publishing (NY),Sterling Point Books : The Stout-Hearted Seven: Orphaned on the Oregon Trail: Orphaned on the Oregon Trail,The Stout-Hearted Seven,1
wor_29576_half_1500,James Lincoln Collier,James Lincoln Collier,Paperback,,wor_29576,half_1500,9780440219835,9780440219835,256,256,(1 Dec 1996),"Dec. 1st, 1996",Laurel Leaf Library ,Laurel Leaf Library,With Every Drop of Blood: A Novel of the Civil War,With Every Drop of Blood,1
wor_7074_half_445,S. E. Hinton,S. E. Hinton,Paperback,,wor_7074,half_445,9780140389661,9780140389661,159,159,(30 Apr 1998),"Apr. 1st, 1998",Penguin Books Ltd ,Penguin Putnam Books for Young Readers,"That Was Then, This is Now","That Was Then, This is Now",1
wor_19407_half_2540,Anne McCaffrey,Anne McCaffrey,Paperback,,wor_19407,half_2540,9780552106610,9781416964889,288,192,(28 Feb 1978),,Transworld Publishers Ltd ,Simon Pulse,Dragonsong,Dragonsong,0
wor_40123_half_1639,Christine Perkins-Hazuk,Christine Perkins-Hazuka,Paperback,,wor_40123,half_1639,9780892553716,9780892553716,224,211,(16 Mar 2012),"Dec. 15th, 2011",Persea Books Inc ,Persea Books,Sudden Flash Youth: 65 Short-Short Stories,Sudden Flash Youth,1
wor_47440_half_2854,Cathy Bartel,Cathy Bartel,Paperback,,wor_47440,half_2854,9781577947950,9781577947929,90,83,(30 Jun 2007),"May. 31st, 2006",Harrison House ,Harrison House,Every Teen Girl's Little Pink Book on What to Wear,Every Teen Girl's Little Pink Book,0
wor_4745_half_247,Jeanne DuPrau,Jeanne DuPrau,Paperback,Paperback,wor_4745,half_247,9780399551642,9780375828256,352,352,(3 May 2016),"Apr. 12th, 2005",Yearling Books ,Yearling Books,The City of Ember Complete Boxed Set,The People of Sparks,0
wor_43259_half_2833,Margaret Mcmullan,Margaret McMullan,Hardback,,wor_43259,half_2833,9780618350087,9780553494921,136,136,(22 Apr 2004),"Apr. 11th, 2006",Houghton Mifflin ,Laurel Leaf Library,How I Found the Strong,How I Found the Strong,0
wor_39824_half_1594,Jon Voelkel,Jon Voelkel,,,wor_39824,half_1594,9780307711977,9781606840719,-1,415,(27 Apr 2010),"Apr. 27th, 2010",Listening Library ,Egmont USA,Middleworld,Middleworld,0
wor_32248_half_661,P C Cast,P. C. Cast,Paperback,Paperback,wor_32248,half_661,9780312387969,9780312387969,323,323,(27 Sep 2011),"Sep. 27th, 2011",St Martin's Press ,St. Martin's Griffin,Burned,Burned,1
wor_30787_half_2113,Dan Green,Simon Basher,Paperback,,wor_30787,half_2113,9780753462140,9780753462140,128,128,(29 Apr 2008),"Apr. 29th, 2008",Pan Macmillan ,Kingfisher,Basher Science: Physics: Why Matter Matters!,Physics,1
wor_4752_half_67,Jeanne DuPrau,Jeanne DuPrau,Hardback,Paperback,wor_4752,half_67,9780375822735,9780375822742,288,288,(13 May 2003),"May. 25th, 2004",Random House Books for Young Readers ,Yearling Books,The City of Ember,The City of Ember,0
wor_37611_half_1264,Jack Heath,Jack Heath,Paperback,,wor_37611,half_1264,9780545075954,9780545075954,311,311,(1 Jan 2010),"Jan. 1st, 2010",Scholastic US ,Scholastic Paperbacks,The Lab,The Lab,1
wor_12475_half_1362,Todd Strasser,Todd Strasser,Paperback,,wor_12475,half_1362,9780440993711,9780307979124,143,144,(1 Jun 2005),"Jan. 8th, 2013",Bantam Doubleday Dell Publishing Group Inc ,Ember,The Wave,The Wave,0
wor_44137_half_2898,Robert Liparulo,Robert Liparulo,Paperback,Paperback,wor_44137,half_2898,9781595548924,9781595548924,320,314,(28 Oct 2010),"Nov. 30th, 2010",Thomas Nelson Publishers ,Thomas Nelson s,Whirlwind,Whirlwind,1
wor_35221_half_910,Miranda Kenneally,Miranda Kenneally,Paperback,,wor_35221,half_910,9781402262272,9781402262272,283,283,(1 Dec 2011),"Dec. 1st, 2011","Sourcebooks, Inc ",Sourcebooks Fire,Catching Jordan,Catching Jordan,1
wor_38257_half_1346,Linda Buckley-Archer,Linda Buckley-Archer,Hardback,Paperback,wor_38257,half_1346,9781442465510,9781416915263,404,404,(24 Apr 2012),"Sep. 1st, 2007",Simon & Schuster Books for Young Readers ,Aladdin Paperbacks,The Time Travelers,The Time Travelers,0
wor_12809_half_1017,Herge Herge,Herge,Paperback,Paperback,wor_12809,half_1017,9780316358408,9780316358408,62,62,(30 Sep 1975),"Sep. 30th, 1975","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: The Seven Crystal Balls,The Adventures of Tintin,1
wor_18879_half_760,Mark Twain,Mark Twain,Paperback,,wor_18879,half_760,9780099573685,9780143039563,368,231,(3 Sep 2012),"Feb. 1st, 2006",Vintage Publishing ,Penguin Books,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
wor_19313_half_1055,Naomi Shihab Nye,Naomi Shihab Nye,Paperback,,wor_19313,half_1055,9780689825231,9780689825231,272,272,(20 Aug 1999),"Jun. 1st, 1999",Simon & Schuster Australia ,Simon Pulse,Habibi,Habibi,1
wor_35785_half_995,Heather Brewer,Heather Brewer,Paperback,,wor_35785,half_995,9780142411872,9780142411872,182,182,(13 Mar 2008),"Mar. 13th, 2008",Penguin Putnam Inc ,Speak,Eighth Grade Bites #1: The Chronicles of Vladimir Tod,Eighth Grade Bites,1
wor_39528_half_1554,Ashley Rhodes-Courter,Ashley Rhodes-Courter,,,wor_39528,half_1554,9781433214295,9781416948070,7,304,(1 Jan 2008),"May. 5th, 2009",Blackstone Audiobooks ,Simon Pulse,Three Little Words,Three Little Words,0
wor_36894_half_1643,Mark Crilley,Mark Crilley,Paperback,,wor_36894,half_1643,9780060846183,9780060846183,165,176,(1 Apr 2013),"Sep. 25th, 2007",HarperCollins Publishers Inc ,Harper Teen,Miki Falls: Autumn,Autumn,1
wor_13160_half_2643,Ann Brashares,Ann Brashares,Paperback,Paperback,wor_13160,half_2643,9780440229704,9780385731058,-1,373,(1 Jul 2004),"Dec. 28th, 2004",Laurel Leaf Library ,Delacorte Press Books for Young Readers,The Sisterhood of the Traveling Pants,The Second Summer of the Sisterhood,0
wor_41325_half_1845,Doug DuBosque,Doug DuBosque,Paperback,,wor_41325,half_1845,9780939217175,9780939217144,80,64,(1 Jan 1992),"Sep. 30th, 2000","Peel Productions,U.S. ",Peel Productions,Learn to Draw 3-D,Draw 3-D,0
