ids,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title,label
ban_1666_bx_75692,Sean Williams,Sean Williams,,,ban_1666,bx_75692,9780345428721,9780345428721,432,-1,7/1/03,2003,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #17: Force Heretic III: Reunion,Force Heretic III: Reunion,1
ban_3453_bx_215762,Nelson Mandela,Nelson Mandela,,,ban_3453,bx_215762,9780316550383,9780316550383,208,-1,11/01/1996,1996,"Little, Brown and Company","Little, Brown",Mandela: An Illustrated Autobiography,Mandela : An Illustrated Autobiography,1
ban_984_bx_98947,Terry Brooks,Terry Brooks,,Paperback,ban_984,bx_98947,9780345375599,9780345375599,384,-1,1/28/92,1992,Random House Publishing Group,Del Rey Books,The Druid of Shannara,The Druid of Shannara,1
ban_506_bx_5283,Geraldine Brooks,Geraldine Brooks,,,ban_506,bx_5283,9780142001431,9780142001431,352,-1,4/30/02,2002,Penguin Publishing Group,Penguin Books,Year of Wonders: A Novel of the Plague,Year of Wonders,1
ban_1636_bx_34319,Roald Dahl,Roald Dahl,,,ban_1636,bx_34319,9780142413838,9780141311425,224,-1,1/22/09,2001,Penguin Young Readers Group,Puffin Books,Going Solo,Going Solo,0
ban_2871_bx_17649,Jerry Spinelli,Jerry Spinelli,,,ban_2871,bx_17649,9780679887911,9780679887911,160,-1,06/28/2012,1998,Random House Children's Books,Alfred A. Knopf,Knots in My Yo-yo String: The Autobiography of a Kid,Knots in My Yo-Yo String: The Autobiography of a Kid,1
ban_2090_bx_242743,Brent Hartinger,Brent Hartinger,,,ban_2090,bx_242743,9780060012236,9780060012212,240,-1,2/17/04,2003,HarperCollins Publishers,HarperTempest,Geography Club,Geography Club,0
ban_2867_bx_99785,Paramahansa Yogananda,P. Yogananda,,,ban_2867,bx_99785,9780876120798,9780876120798,592,-1,12/28/1978,1979,Self-Realization Fellowship,Self-Realization Fellowship Publishers,Autobiography of a Yogi,Autobiography of a Yogi,1
ban_609_bx_5923,Jack Canfield,Jack Canfield,,,ban_609,bx_5923,9781623610463,9781558748040,336,-1,8/28/12,2001,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Health Communications,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning",0
ban_10919_bx_97344,Seymour Lipschutz,Seymour  Lipschutz,,,ban_10919,bx_97344,9780070379909,9780070379909,357,-1,,1982,McGraw-Hill Professional Publishing,McGraw-Hill Trade,Schaum's Outline of Essential Computer Mathematics / Edition 1,Schaum's Outline of Essential Computer Mathematics,1
ban_1163_bx_150645,Eloise Jarvis McGraw,Eloise McGraw,,,ban_1163,bx_150645,9780140319293,9780140319293,288,-1,10/28/85,1990,Penguin Young Readers Group,Puffin Books,"Mara, Daughter of the Nile","Mara, Daughter of the Nile",1
ban_5623_bx_124368,Octavia Wilberforce,Pat Jalland,,,ban_5623,bx_124368,9780304322305,9780304322305,224,-1,05/01/1990,1990,Cassell P L C,Cassell,Octavia Wilberforce: The Autobiography of a Pioneer Woman Doctor,Octavia Wilberforce: The Autobiography of a Pioneer Woman Doctor,1
ban_9289_bx_61053,Michael W. Lucas,Michael W. Lucas,,,ban_9289,bx_61053,9781593274764,9781886411999,536,-1,,2003,"No Starch Press San Francisco, CA",No Starch Press,Absolute OpenBSD: UNIX for the Practical Paranoid,Absolute OpenBSD: UNIX for the Practical Paranoid,0
ban_1053_bx_57078,Cecily von Ziegesar,Cecily von Ziegesar,,,ban_1053,bx_57078,9780316911481,9780316911481,256,-1,9/1/02,2002,"Little, Brown Books for Young Readers","Little, Brown",You Know You Love Me,You Know You Love Me: A Gossip Girl Novel,1
ban_10049_bx_211711,Tom Christiansen# Nathan Torkington,Tom Christiansen,,,ban_10049,bx_211711,9780596003135,9780596003135,968,-1,,2003,"O'Reilly Media, Incorporated",O'Reilly,Perl Cookbook,"Perl Cookbook, Second Edition",1
ban_2395_bx_56846,Carolyn Meyer,Carolyn Meyer,,,ban_2395,bx_56846,9780152164560,9780152164560,240,-1,4/28/01,2001,Houghton Mifflin Harcourt,Gulliver Books Paperbacks,"Mary, Bloody Mary","Mary, Bloody Mary: A Young Royals Book",1
ban_674_bx_149676,Sarah Dessen,Sarah Dessen,,,ban_674,bx_149676,9780142501559,9780142501559,368,-1,3/8/04,2004,Penguin Young Readers Group,Speak,This Lullaby,This Lullaby,1
ban_17195_bx_193693,Michael W. Stowe,Michael W. Stowe,paperback,,ban_17195,bx_193693,9780139181115,9780132279680,330,-1,November 1998,1995, Prentice Hall,Prentice Hall,Oracle Developer/2000 Handbook,Oracle Developer/2000 Handbook,0
ban_1655_bx_210273,John Marsden,John Marsden,,,ban_1655,bx_210273,9780439829106,9780395706732,304,-1,6/1/06,1995,"Scholastic, Inc.",Houghton Mifflin Company,"Tomorrow, When the War Began","Tomorrow, When the War Began",0
ban_6142_bx_42362,"Martin Kemp, Kemp",Martin Kemp,,,ban_6142,bx_42362,9780752832647,9780752832647,256,-1,03/28/2000,2000,"Orion Publishing Group, Limited",Trafalgar Square,True: Autobiography of Martin Kemp,True: Auto Of Martin Kemp,1
ban_8001_bx_191134,Sandee Cohen,Sandee Cohen,,,ban_8001,bx_191134,9780321822536,9780201704525,576,-1,,2000,Peachpit Press,Peachpit Press,InDesign CS6: Visual QuickStart Guide,Fireworks 3 for Windows and Macintosh: Visual QuickStart Guide,0
ban_210_bx_160403,Fyodor Dostoevsky,Fyodor Dostoevsky,,,ban_210,bx_160403,9781593080457,9780374528379,752,-1,8/1/04,2002,Barnes & Noble,"Farrar, Straus and Giroux",The Brothers Karamazov,The Brothers Karamazov,0
ban_1575_bx_52547,Emily Bront��,Emily Bronte,,Hardback,ban_1575,bx_52547,9780141439556,9780679601357,416,-1,12/17/02,1994,Penguin Publishing Group,Modern Library,Wuthering Heights,Wuthering Heights,0
ban_139_bx_647,Frank McCourt,Frank McCourt,,,ban_139,bx_647,9780684842677,9780684842677,368,-1,5/25/99,1999,Scribner,Scribner,Angela's Ashes: A Memoir,Angela's Ashes: A Memoir,1
ban_996_bx_8395,Katherine Paterson,Katherine Paterson,,,ban_996,bx_8395,9780064403689,9780590434980,272,-1,3/28/90,0,HarperCollins Publishers,Scholastic Inc,Jacob Have I Loved,Jacob Have I Loved,0
ban_3013_bx_94669,Benjamin Franklin,Benjamin Franklin,,,ban_3013,bx_94669,9781607780724,9781853265648,-1,-1,01/01/2010,1998,MobileReference,NTC/Contemporary Publishing Company,Autobiography of Benjamin Franklin.: ILLUSTRATED.,The Autobiography of Benjamin Franklin,0
ban_1954_bx_84971,William Sleator,William R. Trotter,,,ban_1954,bx_84971,9780140345803,9780786710133,176,-1,10/21/04,2002,Penguin Young Readers Group,Plume Books,House of Stairs,The Sands of Pride: A Novel of the Civil War,0
ban_327_bx_121602,Sheila Burnford,Sheila Burnford,,,ban_327,bx_121602,9780440226703,9780553478068,160,-1,12/28/95,1997,Random House Children's Books,Bantam Books-Audio,The Incredible Journey,The Incredible Journey,0
ban_1872_bx_115756,Richard Peck,Richard E. Peck,,,ban_1872,bx_115756,9780553271997,9780553271997,192,-1,3/28/83,1983,Random House Children's Books,Laurel-Leaf Books,Something for Joey,Something for Joey,1
ban_2410_bx_22491,Christopher Pike,Christopher Pike,,,ban_2410,bx_22491,9781442405967,9780671676568,789,-1,7/6/10,1989,Simon Pulse,Simon Pulse,Remember Me: Remember Me; The Return; The Last Story,SCAVENGER HUNT,0
ban_1468_bx_103602,Michael A. Stackpole,Michael A. Stackpole,,,ban_1468,bx_103602,9780553568042,9780553568042,384,-1,1/28/97,1998,Random House Publishing Group,Spectra Books,Star Wars X-Wing #4: The Bacta War,The Bacta War,1
ban_112_bx_78979,Douglas Adams,DOUGLAS ADAMS,,,ban_112,bx_78979,9780345453747,9780345453747,832,-1,4/30/02,2002,Random House Publishing Group,Del Rey,The Ultimate Hitchhiker's Guide to the Galaxy,The Ultimate Hitchhiker's Guide to the Galaxy,1
ban_3523_bx_173394,"SparkNotes, Benjamin Franklin",Benjamin Franklin,,,ban_3523,bx_173394,9781411474024,9780300098587,80,-1,08/12/2014,2003,Spark,Yale Nota Bene,The Autobiography of Benjamin Franklin,The Autobiography of Benjamin Franklin,0
ban_12626_bx_147048,Ralph Kimball# Margy Ross,Ralph  Kimball,,,ban_12626,bx_147048,9780471200246,9780471200246,464,-1,,2002,Wiley,Wiley,The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling / Edition 2,The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling,1
ban_3060_bx_145504,Suzanne Farrell,Suzanne Farrell,,,ban_3060,bx_145504,9780813059327,9780671682224,352,-1,09/15/2002,1990,University Press of Florida,Summit Books,Holding On to the Air: An Autobiography,Holding on to the Air: An Autobiography,0
ban_15710_bx_71431,"Luke Welling,Laura Thomson",Luke Welling,paperback,,ban_15710,bx_71431,9780672325250,9780672317842,912,-1,"February 12, 2003",2001, Sams,Sams,"PHP and MySQL Web Development, Second Edition",PHP and MySQL Web Development,0
ban_3136_bx_40638,"James Weldon Johnson, W. E. B. DuBois, Booker T. Washington",James W. Johnson,,,ban_3136,bx_40638,9780380015818,9780380015818,512,-1,02/28/1999,1999,HarperCollins Publishers,Avon,"Three Negro Classics: Up from Slavery, The Souls of Black Folk, The Autobiography of an Ex-Colored Man",Three Negro Classics,1
ban_92_bx_6330,J. K. Rowling,J. K. Rowling,,,ban_92,bx_6330,9780439136365,9780439136365,448,-1,9/11/01,2001,"Scholastic, Inc.",Scholastic,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,1
ban_71_bx_198404,Maya Angelou,Maya Angelou,,,ban_71,bx_198404,9780345514400,9780553225471,304,-1,4/21/09,1982,Random House Publishing Group,Ballantine Books,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,0
ban_2021_bx_234680,Troy Denning,TROY DENNING,,,ban_2021,bx_234680,9780345456694,9780345456694,480,-1,12/30/03,2003,Random House Publishing Group,Del Rey,Star Wars Tatooine Ghost,Tatooine Ghost,1
ban_654_bx_164796,Ruth Minsky Sender,Ruth Minsky Sender,,,ban_654,bx_164796,9780689813214,9780689813214,256,-1,8/1/97,1997,Simon Pulse,Simon Pulse,The Cage,The Cage,1
ban_3454_bx_139165,Jamaica Kincaid,Jamaica Kincaid,,,ban_3454,bx_139165,9780374531874,9780374107314,240,-1,05/07/2013,1996,"Farrar, Straus and Giroux",Farrar Straus  Giroux,The Autobiography of My Mother: A Novel,The Autobiography of My Mother,0
ban_973_bx_197512,Mia Hamm,Mia Hamm,,,ban_973,bx_197512,9780060931599,9780060193423,256,-1,7/28/00,1999,HarperCollins Publishers,HarperCollins Publishers,Go for the Goal: A Champion's Guide to Winning in Soccer and Life,Go for the Goal: A Champion's Guide to Winning in Soccer and Life,0
ban_247_bx_103346,Tom Clancy,Tom Clancy,,,ban_247,bx_103346,9780425174807,9780425173039,384,-1,6/12/00,2000,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #7: Divide and Conquer,Shadow of Honor,0
ban_17615_bx_231423,Doug Harts,Doug Hall,paperback,,ban_17615,bx_231423,9780071601436,9780446671033,576,-1,"September 30, 2010",1996, McGraw-Hill Education,Warner Books,Microsoft® SQL Server 2008 R2 Analytics & Data Visualization,Jump Start Your Brain,0
ban_17231_bx_194465,Sima Yazdani,Sima Yazdani,paperback,,ban_17231,bx_194465,9780135705575,9780135705575,364,-1,July 1997,1997, Prentice Hall Ptr ,Prentice Hall Ptr,Data Warehousing With Oracle: An Administrator's Handbook,Data Warehousing With Oracle: An Administrator's Handbook,1
ban_1131_bx_190172,Tamora Pierce,TAMORA PIERCE,,Paperback,ban_1131,bx_190172,9780375829086,9780375814716,429,-1,8/24/04,2003,Random House Children's Books,Random House Books for Young Readers,Lady Knight,Lady Knight,0
ban_23_bx_1150,Stephen Chbosky,Stephen Chbosky,,,ban_23,bx_1150,9781451696196,9780671027346,224,-1,8/14/12,1999,MTV Books,MTV,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0
ban_882_bx_43712,Stephen King,Stephen King,,,ban_882,bx_43712,9780451160447,9780451160447,528,-1,11/28/83,2004,Penguin Publishing Group,Signet Book,Christine,Christine,1
ban_4042_bx_270241,Paramahansa Yogananda,Paramahansa Yogananda,,,ban_4042,bx_270241,9780876122471,9780876120828,540,-1,08/15/2012,1994,Self-Realization Fellowship,Self-Realization Fellowship Publishers,Autobiography of a Yogi - Traditional Chinese,Autobiography of a Yogi,0
ban_1045_bx_29533,Harold Keith,Harold Keith,,,ban_1045,bx_29533,9780064470308,9780064470308,352,-1,9/28/87,1987,HarperCollins Publishers,HarperTrophy,Rifles for Watie,Rifles for Watie,1
ban_371_bx_230904,Paul Fleischman,Paul Fleischman,,,ban_371,bx_230904,9780064472074,9780064472074,112,-1,12/28/04,1999,HarperCollins Publishers,HarperTrophy,Seedfolks,Seedfolks,1
ban_54_bx_63180,J. R. R. Tolkien,J.R.R. TOLKIEN,,,ban_54,bx_63180,9780547928227,9780345917423,320,-1,9/18/12,1999,Houghton Mifflin Harcourt,Ballantine Books,The Hobbit,The Hobbit,0
ban_4666_bx_79724,Various,Various,,,ban_4666,bx_79724,9781409730408,9780786828142,296,-1,05/28/2008,1999,Mysore. Press,Disney Press,Lectures of Lola Montez : Including Her Autobiography,Celebrate the Year with Winnie the Pooh : A Disney Holiday Treasury,0
ban_1815_bx_238154,Philip Pullman,PHILIP PULLMAN,,,ban_1815,bx_238154,9780440418566,9780807282373,560,-1,5/27/03,2001,Random House Children's Books,Listening Library,The Amber Spyglass,The Amber Spyglass,0
ban_1610_bx_141712,Margaret Craven,Margaret Craven,,,ban_1610,bx_141712,9780440343691,9780002220774,160,-1,1/28/80,0,Random House Publishing Group,Harpercollins Publisher,I Heard the Owl Call My Name,I Heard the Owl Call My Name,0
ban_949_bx_154577,Isabel Allende,Isabel Allende,,,ban_949,bx_154577,9780060535032,9780060535032,432,-1,4/27/04,2004,HarperCollins Publishers,Rayo,City of the Beasts,City of the Beasts,1
ban_2489_bx_60305,Vonda McIntyre,Vonda N. McIntyre,,Paperback,ban_2489,bx_60305,9780553571745,9780553571745,413,-1,11/28/95,1995,Random House Publishing Group,Spectra Books,Star Wars The Crystal Star,The Crystal Star,1
ban_2063_bx_22958,Stephen R. Lawhead,Stephen R. Lawhead,,,ban_2063,bx_22958,9780380781041,9780380781041,400,-1,8/28/08,1998,HarperCollins Publishers,Eos,Grail,Grail,1
ban_1758_bx_170470,Stephen King,Stephen King,,,ban_1758,bx_170470,9780451167804,9780786226306,416,-1,8/1/81,2000,Penguin Publishing Group,Thorndike Press,Firestarter,Different Seasons,0
ban_35_bx_6932,J. K. Rowling,J. K. Rowling,,,ban_35,bx_6932,9780439139601,9780439139601,752,-1,9/28/02,2002,"Scholastic, Inc.",Scholastic Paperbacks,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,1
ban_1916_bx_155669,Walter Dean Myers,Walter Dean Myers,,,ban_1916,bx_155669,9780064472906,9780060295196,256,-1,3/29/05,2004,HarperCollins Publishers,Amistad,Shooter,Shooter,0
ban_252_bx_171061,Margaret Mitchell,Margaret Mitchell,,,ban_252,bx_171061,9781416548942,9780684826257,1472,-1,5/20/08,1996,Pocket Books,Scribner,Gone with the Wind,Gone With The Wind : 60th Anniversary Edition,0
ban_61_bx_946,Orson Scott Card,Orson Scott Card,,Paperback,ban_61,bx_946,9780812550702,9780312853235,352,-1,7/15/94,1992,Tom Doherty Associates,Tor Books,Ender's Game,Ender's Game,0
ban_1279_bx_193616,James Thurber,James Thurber,,,ban_1279,bx_193616,9780060933081,9780060933081,128,-1,10/28/99,1999,HarperCollins Publishers,Perennial,My Life and Hard Times,My Life and Hard Times,1
ban_1918_bx_185600,Gary Soto,Gary Soto,,,ban_1918,bx_185600,9780440211709,9780440211709,176,-1,2/28/92,1992,Random House Children's Books,Laure Leaf,Living Up the Street,Living Up the Street: Narrative Recollections,1
ban_1575_bx_10924,Emily Bront��,Emily Bronte,,,ban_1575,bx_10924,9780141439556,9780141439556,416,-1,12/17/02,2003,Penguin Publishing Group,Penguin Books,Wuthering Heights,Wuthering Heights,1
ban_1088_bx_80651,Connie Willis,Connie Willis,,,ban_1088,bx_80651,9780553575385,9780553099959,512,-1,12/28/98,1997,Random House Publishing Group,Bantam,To Say Nothing of the Dog,To Say Nothing of the Dog : How We Found the Bishop's Bird Stump at Last,0
ban_2626_bx_77719,Christopher Pike,Christopher Pike,,,ban_2626,bx_77719,9781442483750,9780671550509,1744,-1,3/5/13,1996,Simon Pulse,Simon Pulse,Thirst: Thirst No. 1; Thirst No. 2; Thirst No. 3,EVIL THIRST THE LAST VAMPIRE 5,0
ban_1722_bx_27390,Todd Strasser,Todd Strasser,,,ban_1722,bx_27390,9780440993711,9780440993711,144,-1,9/28/81,1981,Random House Children's Books,Laure Leaf,The Wave,The Wave,1
ban_2100_bx_902,Diane Duane,Diane Duane,,,ban_2100,bx_902,9780152162443,9780152162443,368,-1,6/28/01,2001,Houghton Mifflin Harcourt Publishing,Magic Carpet Books,High Wizardry: The Third Book in the Young Wizards Series,High Wizardry: The Third Book in the Young Wizards Series,1
ban_1889_bx_93876,Sigrid Undset,Sigrid Undset,,,ban_1889,bx_93876,9780141180410,9780553240368,336,-1,12/28/97,1981,Penguin Publishing Group,Bantam Books (Mm),Kristin Lavransdatter I: The Wreath,Kristin Lavransdatter: The Bridal Wreath,0
ban_137_bx_78364,Julia Alvarez,Julia Alvarez,,,ban_137,bx_78364,9781565129764,9781565120389,352,-1,1/12/10,1994,Algonquin Books of Chapel Hill,Algonquin Books of Chapel Hill,In the Time of the Butterflies,In the Time of the Butterflies,0
ban_174_bx_5913,Rudolfo Anaya,Rudolfo Anaya,,,ban_174,bx_5913,9780446600255,9780446600255,272,-1,4/28/94,1994,Grand Central Publishing,Warner Books,"Bless Me, Ultima","Bless Me, Ultima",1
ban_1596_bx_201913,Clive Barker,Clive Barker,,,ban_1596,bx_201913,9780062094100,9780064407335,528,-1,8/30/11,2003,HarperCollins Publishers,HarperTrophy,Abarat,Abarat,0
ban_2072_bx_203016,Sara Ryan,Sara Ryan,,,ban_2072,bx_203016,9780142500590,9780142500590,304,-1,5/26/03,2003,Penguin Young Readers Group,Penguin USA (Paper),Empress of the World,Empress of the World,1
ban_1956_bx_938,Marion Zimmer Bradley,Marion Zimmer Bradley,,,ban_1956,bx_938,9780451454249,9780451454249,432,-1,4/28/95,1995,Penguin Publishing Group,Roc,The Forest House,The Forest House,1
ban_1147_bx_12456,L. J. Smith,L.J. Smith,,,ban_1147,bx_12456,9781416974512,9780671551384,688,-1,11/18/08,1997,Simon Pulse,Simon Pulse,Night World #4-6: Dark Angel; The Chosen; Soulmate,SOULMATE NIGHTWORLD 6,0
ban_3039_bx_99002,P. D. James,P. D. James,,,ban_3039,bx_99002,9780345442123,9780345442123,306,-1,02/27/2001,2001,Random House Publishing Group,Ballantine Books,Time to Be in Earnest: A Fragment of Autobiography,Time to Be in Earnest: A Fragment of Autobiography,1
ban_15560_bx_194495,,S. Anahory,paperback,,ban_15560,bx_194495,9780201175196,9780201175196,368,-1,"July 24, 1997",1997, Addison-Wesley Professional,Addison-Wesley Pub Co,Data Warehousing in the Real World: A practical guide for building Decision Support Systems,Data Warehousing in the Real World,1
ban_12087_bx_194595,Adam Cohen,Adam Cohen,,,ban_12087,bx_194595,9780316164931,9780316164931,336,-1,,2003,"Little, Brown and Company",Back Bay Books,The Perfect Store: Inside eBay,The Perfect Store: Inside eBay,1
ban_1021_bx_13715,Jamaica Kincaid,Jamaica Kincaid,,,ban_1021,bx_13715,9780374525101,9780374525101,160,-1,6/30/97,1997,"Farrar, Straus and Giroux",Noonday Press,Annie John,Annie John : A Novel,1
ban_2084_bx_4295,Brian Jacques,Brian Jacques,,,ban_2084,bx_4295,9780441004164,9780441004164,384,-1,2/28/97,1997,Penguin Publishing Group,Ace Books,Outcast of Redwall,Outcast of Redwall,1
ban_249_bx_144054,Wilkie Collins,Wilkie Collins,,,ban_249,bx_144054,9781593083229,9781551112435,544,-1,8/1/05,1999,Barnes & Noble,Broadview Press,The Moonstone,Moonstone,0
ban_1387_bx_94636,Terry Brooks,Terry Brooks,,,ban_1387,bx_94636,9780345424648,9780345379634,408,-1,6/28/99,1998,Random House Publishing Group,Ballantine Books,A Knight of the Word,A Knight of the Word,0
ban_16909_bx_194381,,W. H.  Inmon,paperback,,ban_16909,bx_194381,9780471328889,9780471328889,336,-1,"May 28, 1999",1999, Wiley,Wiley,"Building the Operational Data Store, 2nd Edition","Building the Operational Data Store, 2nd Edition",1
ban_1960_bx_8607,Linda Crew,Linda Crew,,,ban_1960,bx_8607,9780440210221,9780440210221,240,-1,8/28/91,1991,Random House Children's Books,Laure Leaf,Children of the River,Children of the River,1
ban_2034_bx_262661,Tom Clancy,Tom Clancy,,,ban_2034,bx_262661,9780425147368,9780671575656,400,-1,2/28/95,1996,Penguin Publishing Group,Simon  Schuster Audio,Tom Clancy's Op-Center #1,TOM CLANCY SSN: ADVENTURE RUNS DEEP CASSETTE,0
ban_7350_bx_261912,Ronald L. Graham# Donald E. Knuth# Oren Patashnik,Ronald Graham,,,ban_7350,bx_261912,9780201558029,9780201558029,672,-1,,1994,Addison-Wesley,Addison-Wesley Professional,Concrete Mathematics: A Foundation for Computer Science / Edition 2,Concrete Mathematics: A Foundation for Computer Science,1
ban_2525_bx_79544,William Shakespeare,William Shakespeare,,,ban_2525,bx_79544,9780671722951,9780671039547,304,-1,12/27/05,1999,Simon & Schuster,Washington Square Press,The Two Gentlemen of Verona,The Two Gentlemen Of Verona,0
ban_2821_bx_13015,Robin McKinley,Robin McKinley,,,ban_2821,bx_13015,9780441005833,9780688154394,304,-1,12/28/98,1997,Penguin Publishing Group,Greenwillow,Rose Daughter,Rose Daughter,0
ban_184_bx_563,Yann Martel,Yann Martel,,,ban_184,bx_563,9780156027328,9780156027328,336,-1,4/21/03,2003,Houghton Mifflin Harcourt,Harvest Books,Life of Pi,Life of Pi,1
ban_4152_bx_71389,Spike Milligan,Spike Milligan,,,ban_4152,bx_71389,9780670920785,9780721411651,-1,-1,10/06/2011,1988,Penguin UK,Penguin Books Ltd,Milligan's Meaning of Life: An Autobiography of Sorts,That's Amazing!: Strange Facts,0
ban_2918_bx_64041,"Lemony Snicket, Brett Helquist, Brett Helquist",Lemony Snicket,,,ban_2918,bx_64041,9780060562250,9780060007195,240,-1,05/06/2003,2002,HarperCollins Publishers,HarperCollins,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket: The Unauthorized Autobiography,0
ban_2635_bx_25095,David Eddings,David Eddings,,,ban_2635,bx_25095,9780345377593,9780345377593,384,-1,3/28/92,1995,Random House Publishing Group,Del Rey Books,The Seeress of Kell,The Seeress of Kell,1
ban_10482_bx_203725,David Hrynkiw# Mark Tilden# Mark W. Tilden,David  Hrynkiw,,,ban_10482,bx_203725,9780072226010,9780072226010,400,-1,,2002,McGraw-Hill Professional Publishing,McGraw-Hill Osborne Media,"Junkbots, Bugbots, and Bots on Wheels: Building Simple Robots with Beam Technology / Edition 1","JunkBots, Bugbots, and Bots on Wheels: Building Simple Robots With BEAM Technology",1
ban_885_bx_155642,Alex Flinn,Alex Flinn,,,ban_885,bx_155642,9780064473712,9780064473712,256,-1,5/15/03,2003,HarperCollins Publishers,HarperTempest,Breaking Point,Breaking Point,1
ban_2274_bx_53375,Michael A. Stackpole,Michael A. Stackpole,,,ban_2274,bx_53375,9780553568035,9780553568035,368,-1,9/28/96,1996,Random House Publishing Group,Bantam,Star Wars X-Wing #3: The Krytos Trap,The Krytos Trap,1
ban_4574_bx_123308,Reggie White,Reggie White,,,ban_4574,bx_123308,9780613151115,9780785272526,-1,-1,09/28/1997,1996,"San Val, Incorporated",Thomas Nelson Inc,Reggie White in the Trenches: The Autobiography,Reggie White in the Trenches: The Autobiography,0
ban_2771_bx_57495,Diana Wynne Jones,Diana Wynne Jones,,,ban_2771,bx_57495,9780142420140,9780749702830,496,-1,4/12/12,1990,Penguin Young Readers Group,Egmont Childrens Books,Fire and Hemlock,Fire and Hemlock,0
ban_2661_bx_11603,Robin Maxwell,Robin Maxwell,,,ban_2661,bx_11603,9780684849690,9780684849690,288,-1,5/28/98,1998,Touchstone,Touchstone,The Secret Diary of Anne Boleyn,The SECRET DIARY OF ANNE BOLEYN,1
ban_93_bx_15506,C. S. Lewis,C. S. Lewis,,,ban_93,bx_15506,9780064409391,9780066238500,-1,-1,8/1/00,2001,HarperCollins Publishers,Harpercollins Juvenile Books,The Chronicles of Narnia,Complete Chronicles of Narnia,0
ban_206_bx_14833,Sherrilyn Kenyon,Sherrilyn Kenyon,,,ban_206,bx_14833,9781250002877,9780312979980,464,-1,3/31/15,2002,St. Martin's Press,St. Martin's Press,Illusion,Night Pleasures,0
ban_15243_bx_225939,Doug Lowe,Doug  Lowe,paperback,,ban_15243,bx_225939,9780764504532,9780764504532,240,-1,"May 21, 1999",1999, For Dummies ,For Dummies,Microsoft Office 2000 for Windows For Dummies: Quick Reference,Microsoft Office 2000 for Windows for Dummies Quick Reference,1
ban_664_bx_167791,Philip Pullman,Philip Pullman,,,ban_664,bx_167791,9780440418320,9780613026994,432,-1,5/22/01,1999,Random House Children's Books,Sagebrush Education Resources,The Golden Compass,The Golden Compass,0
ban_1097_bx_18799,Walter Dean Myers,Walter Dean Myers,,,ban_1097,bx_18799,9780545055758,9780590458986,400,-1,5/1/08,1996,"Scholastic, Inc.",Scholastic,The Glory Field,The Glory Field,0
ban_12140_bx_239595,Elaine L. Graham,Elaine L. Graham,,,ban_12140,bx_239595,9780813530598,9780813530598,272,-1,,2002,Rutgers University Press,Rutgers University Press,"Representations of the Post/Human: Monsters, Aliens, and Others in Popular Culture / Edition 1","Representations of the Post/Human: Monsters, Aliens and Others in Popular Culture",1
ban_1168_bx_7909,Tamora Pierce,Tamora Pierce,,,ban_1168,bx_7909,9780375829055,9780679889175,216,-1,8/24/04,2000,Random House Children's Books,Random House Children's Books,First Test,First Test,0
ban_430_bx_41019,Erin Gruwell,Freedom Writers,,,ban_430,bx_41019,9780385494229,9780385494229,336,-1,10/28/99,1999,Crown/Archetype,Main Street Books,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,The Freedom Writers Diary : How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,1
ban_485_bx_177066,Julia Alvarez,Julia Alvarez,,,ban_485,bx_177066,9781565129757,9780945575573,336,-1,1/12/10,1991,Algonquin Books of Chapel Hill,Algonquin Books of Chapel Hill,How the Garcia Girls Lost Their Accents,How the Garcia Girls Lost Their Accents,0
ban_1428_bx_94767,Greg Keyes,Greg Keyes,,,ban_1428,bx_94767,9780345428646,9780345428646,304,-1,4/3/01,2001,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #7: Edge of Victory I: Conquest,Edge of Victory I: Conquest,1
ban_1823_bx_75699,Sean Williams,Sean Williams,,,ban_1823,bx_75699,9780345428714,9780345428714,416,-1,4/29/03,2003,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #16: Force Heretic II: Refugee,Force Heretic II: Refugee,1
ban_1120_bx_89420,Ursula K. Le Guin,Ursula K. LeGuin,,,ban_1120,bx_89420,9780689845369,9780689845369,192,-1,9/1/01,2001,Saga Press,Simon Pulse,The Tombs of Atuan,The Tombs of Atuan : The Earthsea Cycle,1
