ids,label,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title
bx_158289_half_2345,0,Bram Stoker,Bram Stoker,,Paperback,bx_158289,half_2345,9781404336544,9780141325668,-1,612,2002,"Jun. 11th, 2009",IndyPublish.com,Puffin Books,Dracula,Dracula
bx_173806_half_2345,0,Bram Stoker,Bram Stoker,,Paperback,bx_173806,half_2345,9780439154116,9780141325668,-1,612,2000,"Jun. 11th, 2009",Scholastic,Puffin Books,Dracula,Dracula
bx_61576_half_2345,0,Bram Stoker,Bram Stoker,,Paperback,bx_61576,half_2345,9780880299015,9780141325668,-1,612,1992,"Jun. 11th, 2009",Barnes Noble Books,Puffin Books,Dracula,Dracula
bx_59761_half_2345,0,Bram Stoker,Bram Stoker,,Paperback,bx_59761,half_2345,9780140367171,9780141325668,-1,612,1995,"Jun. 11th, 2009",Puffin Books,Puffin Books,Dracula,Dracula
bx_3768_half_2540,0,Anne Mccaffrey,Anne McCaffrey,,,bx_3768,half_2540,9780553142044,9781416964889,-1,192,0,,Bantam Doubleday Dell,Simon Pulse,Dragonsong,Dragonsong
bx_191214_half_482,0,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_191214,half_482,9780553101355,9780547722023,-1,264,0,"Sep. 11th, 2012",Bantam Doubleday Dell,Graphia Books,Wizard of Earthsea,A Wizard of Earthsea
bx_195784_half_91,0,Lewis Carroll,Lewis Carroll,,,bx_195784,half_91,9780486416588,9780486275437,-1,96,2001,"May. 20th, 1993",Dover Publications,Dover Publications,Alice in Wonderland,Alice's Adventures in Wonderland
bx_142590_half_91,0,Lewis Carroll,Lewis Carroll,,,bx_142590,half_91,9780812504187,9780486275437,-1,96,1992,"May. 20th, 1993",Tor Books,Dover Publications,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland
bx_33217_half_91,1,Lewis Carroll,Lewis Carroll,,,bx_33217,half_91,9780486275437,9780486275437,-1,96,1993,"May. 20th, 1993",Dover Publications,Dover Publications,Alice's Adventures in Wonderland/With All the Original Illustrations by Sir John Tenniel,Alice's Adventures in Wonderland
bx_264075_half_270,0,Katherine Paterson,Katherine Paterson,,,bx_264075,half_270,9780064402323,9780064402019,-1,148,1988,"Jun. 17th, 1987",HarperTrophy,HarperTrophy,The Sign of the Chrysanthemum,The Great Gilly Hopkins
bx_58175_half_270,1,Katherine Paterson,Katherine Paterson,,,bx_58175,half_270,9780064402019,9780064402019,-1,148,2004,"Jun. 17th, 1987",HarperTrophy,HarperTrophy,The Great Gilly Hopkins,The Great Gilly Hopkins
bx_167525_half_1698,0,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_167525,half_1698,9780689852039,9780689845369,-1,192,2002,"Sep. 1st, 2001",Aladdin,Simon Pulse,The Tombs of Atuan/Fantasy,The Tombs of Atuan
bx_89420_half_1698,1,Ursula K. LeGuin,Ursula K. Le Guin,,,bx_89420,half_1698,9780689845369,9780689845369,-1,192,2001,"Sep. 1st, 2001",Simon Pulse,Simon Pulse,The Tombs of Atuan : The Earthsea Cycle,The Tombs of Atuan
bx_25237_half_1083,0,Lois Lenski,Lois Lenski,,,bx_25237,half_1083,9780064461627,9780064405850,-1,208,1995,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,Indian Captive : The Story of Mary Jemison,Strawberry Girl
bx_70474_half_1083,1,Lois Lenski,Lois Lenski,,,bx_70474,half_1083,9780064405850,9780064405850,-1,208,1995,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,Strawberry Girl,Strawberry Girl
bx_25237_half_971,1,Lois Lenski,Lois Lenski,,,bx_25237,half_971,9780064461627,9780064461627,-1,320,1995,"Feb. 18th, 1995",HarperTrophy,HarperTrophy,Indian Captive : The Story of Mary Jemison,Indian Captive
bx_109679_half_2755,0,Erich Marie Remarque,Erich Maria Remarque,,Paperback,bx_109679,half_2755,9780316739924,9780835910637,-1,90,1929,"May. 1st, 1998","Little, Brown",Globe Fearon,All Quiet on the Western Front,All Quiet on the Western Front
bx_209581_half_2755,0,Erich Maria Remarque,Erich Maria Remarque,,Paperback,bx_209581,half_2755,9781556510083,9780835910637,-1,90,1990,"May. 1st, 1998",Cram Cassettes Study Guides,Globe Fearon,All Quiet on the Western Front,All Quiet on the Western Front
bx_17701_half_1657,0,Jean Craighead George,Jean Craighead George,,,bx_17701,half_1657,9780141312422,9780141312354,-1,258,2001,"May. 21st, 2001",Puffin Books,Puffin Books,My Side of the Mountain,Frightful's Mountain
bx_81326_half_1657,1,Jean Craighead George,Jean Craighead George,,,bx_81326,half_1657,9780141312354,9780141312354,-1,258,2001,"May. 21st, 2001",Puffin Books,Puffin Books,Frightful's Mountain,Frightful's Mountain
bx_17701_half_182,1,Jean Craighead George,Jean Craighead George,,,bx_17701,half_182,9780141312422,9780141312422,-1,192,2001,"May. 21st, 2001",Puffin Books,Puffin Books,My Side of the Mountain,My Side of the Mountain
bx_81327_half_182,0,Jean Craighead George,Jean Craighead George,,,bx_81327,half_182,9780141312415,9780141312422,-1,192,2001,"May. 21st, 2001",Puffin Books,Puffin Books,On the Far Side of the Mountain,My Side of the Mountain
bx_74020_half_182,0,Jean Craighead George,Jean Craighead George,,,bx_74020,half_182,9780525443957,9780141312422,-1,192,1988,"May. 21st, 2001",Dutton Books,Puffin Books,My Side of the Mountain,My Side of the Mountain
bx_252310_half_182,0,Jean Craighead George,Jean Craighead George,,,bx_252310,half_182,9780141311876,9780141312422,-1,192,2001,"May. 21st, 2001",Penguin Putnam,Puffin Books,My Side of the Mountain,My Side of the Mountain
bx_255655_half_182,0,Jean Craighead George,Jean Craighead George,,,bx_255655,half_182,9780142401118,9780141312422,-1,192,2004,"May. 21st, 2001",Puffin Books,Puffin Books,My Side of the Mountain,My Side of the Mountain
bx_194734_half_2949,0,Gary Paulsen,Gary Paulsen,,,bx_194734,half_2949,9780440407829,9780440409236,-1,208,1993,"Feb. 1st, 1994",Yearling Books,Yearling Books,The Monument,The Haymeadow
bx_37313_half_2949,1,Gary Paulsen,Gary Paulsen,,,bx_37313,half_2949,9780440409236,9780440409236,-1,208,1994,"Feb. 1st, 1994",Yearling Books,Yearling Books,The Haymeadow,The Haymeadow
bx_26649_half_2675,0,Jules Verne,Jules Verne,,,bx_26649,half_2675,9780895774026,9781416561460,-1,330,1992,"May. 1st, 2008",Reader's Digest Association,Pocket Books,A journey to the center of the earth,Journey to the Center of the Earth
bx_168429_half_2675,0,Jules Verne,Jules Verne,,,bx_168429,half_2675,9780451519825,9781416561460,-1,330,1986,"May. 1st, 2008",New Amer Library,Pocket Books,A Journey to the Center of the Earth,Journey to the Center of the Earth
bx_65238_half_2675,0,Jules Verne,Jules Verne,,,bx_65238,half_2675,9780893754174,9781416561460,-1,330,1980,"May. 1st, 2008",Dutton Books,Pocket Books,Journey to the Center of the Earth,Journey to the Center of the Earth
bx_10919_half_3081,0,Lucy  Maud Montgomery,Lucy Maud Montgomery,,Paperback,bx_10919,half_3081,9780689846229,9780451528827,-1,320,2001,"May. 6th, 2003",Aladdin,Signet Classics,Anne of Green Gables,Anne of Green Gables
bx_234031_half_1254,0,Cynthia Voigt,Cynthia Voigt,,,bx_234031,half_1254,9780689864384,9780689851322,-1,416,2003,"Aug. 1st, 2002",Simon Pulse,Simon Pulse,Elske : A Novel of the Kingdom,Homecoming
bx_132056_half_1254,1,Cynthia Voigt,Cynthia Voigt,,,bx_132056,half_1254,9780689851322,9780689851322,-1,416,2002,"Aug. 1st, 2002",Simon Pulse,Simon Pulse,Homecoming,Homecoming
bx_79725_half_1804,0,T. A. Barron,T. A. Barron,,,bx_79725,half_1804,9780441007134,9780441009305,-1,304,2000,"Apr. 30th, 2002",Ace Books,Ace Books,The Fires of Merlin,The Lost Years of Merlin
bx_10282_half_1804,0,T. A. Barron,T. A. Barron,,,bx_10282,half_1804,9780441006687,9780441009305,-1,304,1999,"Apr. 30th, 2002",Ace Books,Ace Books,The Lost Years of Merlin,The Lost Years of Merlin
bx_124607_half_1804,1,T. A Barron,T. A. Barron,,,bx_124607,half_1804,9780441009305,9780441009305,-1,304,2002,"Apr. 30th, 2002",Ace Books,Ace Books,The Lost Years of Merlin,The Lost Years of Merlin
bx_37285_half_1816,0,Madeleine L'Engle,Madeleine L'Engle,,,bx_37285,half_1816,9780440227700,9780312368579,-1,357,1991,"May. 1st, 2007",Laurel-Leaf Books,Square Fish,Many Waters,Many Waters
bx_86501_half_257,0,Jack Canfield,Jack Canfield,,,bx_86501,half_257,9781558746374,9781558744639,-1,352,1998,"May. 14th, 1997",Health Communications,Chicken Soup for the Soul,Chicken Soup for the Teenage Soul Journal,Chicken Soup for the Teenage Soul
bx_3410_half_257,1,Jack Canfield,Jack Canfield,,,bx_3410,half_257,9781558744639,9781558744639,-1,352,1997,"May. 14th, 1997",Health Communications,Chicken Soup for the Soul,Chicken Soup for the Teenage Soul,Chicken Soup for the Teenage Soul
bx_30682_half_1910,0,Stormie Omartian,Stormie Omartian,,,bx_30682,half_1910,9780736908559,9780736901901,-1,203,2002,"Jul. 1st, 2005",Harvest House Publishers,Harvest House s,The Power of a Praying Woman,The Power of a Praying Teen
bx_5508_half_2309,0,Jack Hamm,Jack Hamm,,,bx_5508,half_2309,9780399507915,9780399508035,-1,120,1983,"Nov. 1st, 1986",Perigee Books,Perigee Books,Drawing the Head and Figure,Cartooning the Head & Figure
bx_69907_half_2309,1,Jack Hamm,Jack Hamm,,,bx_69907,half_2309,9780399508035,9780399508035,-1,120,1982,"Nov. 1st, 1986",Perigee Books,Perigee Books,Cartooning the Head and Figure: By Jack Hamm,Cartooning the Head & Figure
bx_206929_half_148,0,Walter Farley,Walter Farley,Paperback,Paperback,bx_206929,half_148,9780394839165,9780679813439,-1,224,1952,"Aug. 20th, 1991",Random House Children's Books,Random House Children's Books,Black Stallion's Filly,The Black Stallion
bx_114402_half_148,0,Walter Farley,Walter Farley,Hardback,Paperback,bx_114402,half_148,9780394921457,9780679813439,-1,224,1971,"Aug. 20th, 1991",Random House Children's Books,Random House Children's Books,The Black Stallion and the Girl,The Black Stallion
bx_32113_half_148,1,WALTER FARLEY,Walter Farley,Paperback,Paperback,bx_32113,half_148,9780679813439,9780679813439,-1,224,1991,"Aug. 20th, 1991",Random House Books for Young Readers,Random House Children's Books,The Black Stallion,The Black Stallion
bx_152364_half_1869,0,"Arthur Conan, Sir Doyle",Arthur Conan Doyle,,Paperback,bx_152364,half_1869,9780140350647,9780140366990,-1,243,1986,"Nov. 1st, 1995",Penguin USA,Puffin Books,The Hound of the Baskervilles,The Hound of the Baskervilles
bx_182838_half_1869,1,"Arthur Conan, Sir Doyle",Arthur Conan Doyle,,Paperback,bx_182838,half_1869,9780140366990,9780140366990,-1,243,1995,"Nov. 1st, 1995",Puffin Books,Puffin Books,The Hound of the Baskervilles,The Hound of the Baskervilles
bx_91284_half_340,0,Eva Ibbotson,Eva Ibbotson,,,bx_91284,half_340,9780142500873,9780142501849,-1,298,2003,"Oct. 13th, 2003",Puffin Books,Puffin Books,The Great Ghost Rescue,Journey to the River Sea
bx_98419_half_340,0,Eva Ibbotson,Eva Ibbotson,,,bx_98419,half_340,9780330397155,9780142501849,-1,298,2002,"Oct. 13th, 2003",Macmillan Children's Books,Puffin Books,Journey to the River Sea,Journey to the River Sea
bx_209540_half_340,0,Eva Ibbotson,Eva Ibbotson,,,bx_209540,half_340,9780525467397,9780142501849,-1,298,2002,"Oct. 13th, 2003",Dutton Books,Puffin Books,Journey to the River Sea,Journey to the River Sea
bx_7290_half_1710,0,Jane Austen,Jane Austen,,Paperback,bx_7290,half_1710,9781853260001,9780140373370,-1,384,1997,"Oct. 1st, 1995",NTC/Contemporary Publishing Company,Puffin Books,Pride Prejudice,Pride and Prejudice
bx_182203_half_1710,0,Jane Austen,Jane Austen,,Paperback,bx_182203,half_1710,9780451516626,9780140373370,-1,384,1961,"Oct. 1st, 1995",Signet Book,Puffin Books,Pride and Prejudice,Pride and Prejudice
bx_21375_half_1710,0,Jane Austen,Jane Austen,,Paperback,bx_21375,half_1710,9780141439518,9780140373370,-1,384,2003,"Oct. 1st, 1995",Penguin Books,Puffin Books,Pride and Prejudice,Pride and Prejudice
bx_7845_half_1710,1,Jane Austen,Jane Austen,,Paperback,bx_7845,half_1710,9780140373370,9780140373370,-1,384,1995,"Oct. 1st, 1995",Puffin Books,Puffin Books,Pride and Prejudice,Pride and Prejudice
bx_24219_half_1710,0,Jane Austen,Jane Austen,,Paperback,bx_24219,half_1710,9780893756116,9780140373370,-1,384,1997,"Oct. 1st, 1995",Troll Communications,Puffin Books,Pride and Prejudice,Pride and Prejudice
bx_31932_half_1710,0,Jane Austen,Jane Austen,,Paperback,bx_31932,half_1710,9780140434262,9780140373370,-1,384,1997,"Oct. 1st, 1995",Penguin Books,Puffin Books,Pride and Prejudice,Pride and Prejudice
bx_25310_half_2897,0,Clamp,CLAMP,,,bx_25310,half_2897,9781892213792,9781892213761,-1,192,2003,,Tokyopop,TokyoPop,"Cardcaptor Sakura: Master of the Clow, Book 5","Cardcaptor Sakura, Volume 2"
bx_25307_half_2897,1,Clamp,CLAMP,,,bx_25307,half_2897,9781892213761,9781892213761,-1,192,2002,,Tokyopop,TokyoPop,"Cardcaptor Sakura: Master of the Clow, Book 2","Cardcaptor Sakura, Volume 2"
bx_203240_half_3090,0,Tamora Pierce,Tamora Pierce,,,bx_203240,half_3090,9780590553568,9780590554091,-1,251,1997,"Sep. 1st, 1999",Scholastic,Scholastic,Sandry's Book,Tris's Book
bx_11879_half_3090,1,Tamora Pierce,Tamora Pierce,,,bx_11879,half_3090,9780590554091,9780590554091,-1,251,1999,"Sep. 1st, 1999",Scholastic,Scholastic,Tris's Book,Tris's Book
bx_203240_half_3005,0,Tamora Pierce,Tamora Pierce,,,bx_203240,half_3005,9780590553568,9780590554084,-1,252,1997,"Sep. 1st, 1999",Scholastic,Scholastic,Sandry's Book,Sandry's Book
bx_53146_half_3005,1,Tamora Pierce,Tamora Pierce,,,bx_53146,half_3005,9780590554084,9780590554084,-1,252,1999,"Sep. 1st, 1999",Scholastic,Scholastic,Sandry's Book,Sandry's Book
bx_114245_half_2989,0,Cynthia Voigt,Cynthia Voigt,,,bx_114245,half_2989,9780449701157,9780689863608,-1,250,1985,"Jul. 31st, 2003",Fawcett Books,Aladdin Paperbacks,Solitary Blue,A Solitary Blue
bx_76508_half_1491,0,S. E. Hinton,S. E. Hinton,,,bx_76508,half_1491,9780881030396,9780143039853,-1,136,1999,"Jun. 1st, 2006",Sagebrush Bound,Penguin Books,The Outsiders,The Outsiders
bx_10325_half_605,0,Madeleine L'Engle,Madeleine L'Engle,,,bx_10325,half_605,9780440487616,9780312368548,-1,245,1974,"May. 1st, 2007",Yearling Books,Square Fish,A Wind in the Door,A Wind in the Door
bx_77510_half_393,0,Sheila Burnford,Sheila Burnford,,,bx_77510,half_393,9780553246520,9780440413240,-1,148,1978,"Jan. 22nd, 1997",Bantam Books,Yearling Books,Incredible Journey,The Incredible Journey
bx_227767_half_393,0,Sheila Burnford,Sheila Burnford,,,bx_227767,half_393,9780553262186,9780440413240,-1,148,1984,"Jan. 22nd, 1997",Bantam Books,Yearling Books,Incredible Journey,The Incredible Journey
bx_121602_half_393,0,Sheila Burnford,Sheila Burnford,,,bx_121602,half_393,9780553478068,9780440413240,-1,148,1997,"Jan. 22nd, 1997",Bantam Books-Audio,Yearling Books,The Incredible Journey,The Incredible Journey
bx_268191_half_393,0,Sheila Burnford,Sheila Burnford,,,bx_268191,half_393,9780385322799,9780440413240,-1,148,1997,"Jan. 22nd, 1997",Delacorte Press,Yearling Books,The Incredible Journey,The Incredible Journey
bx_154569_half_393,1,Sheila Burnford,Sheila Burnford,,,bx_154569,half_393,9780440413240,9780440413240,-1,148,1990,"Jan. 22nd, 1997",Yearling Books,Yearling Books,The Incredible Journey,The Incredible Journey
bx_68710_half_873,0,Brian Jacques,Brian Jacques,,,bx_68710,half_873,9780399214240,9780441005482,-1,333,1987,"Jun. 1st, 1998",Philomel Books,Ace Books,Redwall,Redwall
bx_5434_half_873,1,Brian Jacques,Brian Jacques,,,bx_5434,half_873,9780441005482,9780441005482,-1,333,1998,"Jun. 1st, 1998",Ace Books,Ace Books,Redwall,Redwall
bx_3926_half_1891,0,Gail Carson Levine,Gail Carson Levine,,,bx_3926,half_1891,9780064407052,9780060558864,-1,288,1998,"Feb. 17th, 2004",HarperTrophy,Harper Teen,Ella Enchanted,Ella Enchanted
bx_662_half_1891,1,Gail Carson Levine,Gail Carson Levine,,,bx_662,half_1891,9780060558864,9780060558864,-1,288,2004,"Feb. 17th, 2004",Avon,Harper Teen,Ella Enchanted,Ella Enchanted
bx_22489_half_3026,0,Lois Duncan,Lois Duncan,,,bx_22489,half_3026,9780440918646,9780316098977,-1,320,1990,"Oct. 3rd, 2011",Laure Leaf,"Little, Brown Books for Young Readers",Daughters of Eve,Daughters of Eve
bx_107992_half_1405,0,O. T. Nelson,O. T. Nelson,,,bx_107992,half_1405,9780440928935,9780761356349,-1,125,1977,"Jan. 1st, 2012",Laure Leaf,Graphic Universe,The Girl Who Owned a City,The Girl Who Owned a City
bx_107992_half_1107,1,O. T. Nelson,O. T. Nelson,,,bx_107992,half_1107,9780440928935,9780440928935,-1,192,1977,"Sep. 15th, 1977",Laure Leaf,Laurel Leaf Library,The Girl Who Owned a City,The Girl Who Owned a City
bx_86505_half_2136,0,Frances Hodgson Burnett,Frances Hodgson Burnett,,,bx_86505,half_2136,9780451524171,9780143106456,-1,258,1994,"Oct. 25th, 2011",Signet Classics,Penguin Books,The Secret Garden,The Secret Garden
bx_51113_half_2136,0,Frances Hodgson Burnett,Frances Hodgson Burnett,,,bx_51113,half_2136,9780140621532,9780143106456,-1,258,1995,"Oct. 25th, 2011",Penguin Books Ltd,Penguin Books,The Secret Garden,The Secret Garden
bx_98470_half_2136,0,Frances Hodgson Burnett,Frances Hodgson Burnett,,,bx_98470,half_2136,9780141182186,9780143106456,-1,258,1999,"Oct. 25th, 2011",Penguin Books,Penguin Books,The Secret Garden,The Secret Garden
bx_58157_half_2136,0,Frances Hodgson Burnett,Frances Hodgson Burnett,,,bx_58157,half_2136,9780142437056,9780143106456,-1,258,2002,"Oct. 25th, 2011",Penguin Books,Penguin Books,The Secret Garden,The Secret Garden
bx_41671_half_497,0,Frederick Gipson,Fred Gipson,,,bx_41671,half_497,9780590023108,9780064403825,-1,192,1988,"Jun. 9th, 1995",Scholastic Paperbacks (Mm),HarperTrophy,Old Yeller,Old Yeller
bx_170401_half_497,0,Fred Gipson,Fred Gipson,,,bx_170401,half_497,9780060739454,9780064403825,-1,192,2004,"Jun. 9th, 1995",HarperTrophy,HarperTrophy,Old Yeller,Old Yeller
bx_91239_half_497,1,Fred Gipson,Fred Gipson,,,bx_91239,half_497,9780064403825,9780064403825,-1,192,1990,"Jun. 9th, 1995",HarperTrophy,HarperTrophy,Old Yeller,Old Yeller
bx_104047_half_1689,0,Kevin Henkes,Kevin Henkes,,,bx_104047,half_1689,9780060535445,9780060535452,-1,217,2003,"Apr. 26th, 2005",Greenwillow,HarperTrophy,Olive's Ocean,Olive's Ocean
bx_6529_half_383,0,Eoin Colfer,Eoin Colfer,,,bx_6529,half_383,9780786817085,9781423124542,-1,277,2003,"Jun. 1st, 2009",Miramax Kids,Hyperion Books,The Arctic Incident,The Arctic Incident
bx_6529_half_507,1,Eoin Colfer,Eoin Colfer,,,bx_6529,half_507,9780786817085,9780786817085,-1,288,2003,"May. 31st, 2003",Miramax Kids,Hyperion Books for Children,The Arctic Incident,The Arctic Incident
bx_83653_half_1434,0,Charles Dickens,Charles Dickens,,,bx_83653,half_1434,9780194226820,9780756633295,-1,512,1992,"Feb. 28th, 2008",Oxford University Press,DK Publishing (Dorling Kindersley),Great Expectations,Great Expectations
bx_119504_half_1434,0,Charles Dickens,Charles Dickens,,,bx_119504,half_1434,9780553211139,9780756633295,-1,512,1982,"Feb. 28th, 2008",Bantam,DK Publishing (Dorling Kindersley),Great Expectations,Great Expectations
bx_97143_half_1434,0,Charles Dickens,Charles Dickens,,,bx_97143,half_1434,9780890845042,9780756633295,-1,512,1989,"Feb. 28th, 2008",Bob Jones University Press,DK Publishing (Dorling Kindersley),Great Expectations,Great Expectations
bx_85423_half_666,0,Joan Bauer,Joan Bauer,,,bx_85423,half_666,9780399231421,9780142404249,-1,186,2000,"May. 1st, 2005",Putnam Publishing Group,Speak,Hope Was Here,Hope Was Here
bx_74145_half_1170,0,Tamora Pierce,Tamora Pierce,Paperback,Paperback,bx_74145,half_1170,9780679801139,9780689878572,-1,384,1997,"Jan. 6th, 2005",Random House Children's Books,Simon Pulse,Lioness Rampant,Lioness Rampant
bx_229931_half_2351,0,Celia Rees,Celia Rees,,,bx_229931,half_2351,9780747546399,9780763618292,-1,272,2000,,Bloomsbury,Candlewick Press (MA),Witch Child,Witch Child
bx_54045_half_2351,0,Celia Rees,Celia Rees,,,bx_54045,half_2351,9780763614218,9780763618292,-1,272,2001,,Candlewick Press (MA),Candlewick Press (MA),Witch Child,Witch Child
bx_15103_half_2351,1,Celia Rees,Celia Rees,,,bx_15103,half_2351,9780763618292,9780763618292,-1,272,2002,,Candlewick Press (MA),Candlewick Press (MA),Witch Child,Witch Child
bx_153768_half_1617,0,Cynthia Voigt,Cynthia Voigt,,,bx_153768,half_1617,9780689851315,9780689863622,-1,368,2002,"Jul. 31st, 2003",Simon Pulse,Aladdin Paperbacks,Dicey's Song,Dicey's Song
bx_169297_half_1617,0,Cynthia Voigt,Cynthia Voigt,,,bx_169297,half_1617,9780689309441,9780689863622,-1,368,1982,"Jul. 31st, 2003",Atheneum,Aladdin Paperbacks,Dicey's Song,Dicey's Song
bx_153768_half_2199,1,Cynthia Voigt,Cynthia Voigt,,,bx_153768,half_2199,9780689851315,9780689851315,-1,368,2002,"Mar. 1st, 2002",Simon Pulse,Simon Pulse,Dicey's Song,Dicey's Song
bx_131360_half_2199,0,Cynthia Heimel,Cynthia Voigt,,,bx_131360,half_2199,9780871136039,9780689851315,-1,368,1995,"Mar. 1st, 2002",Pub Group West,Simon Pulse,"If You Leave Me, Can I Come Too?",Dicey's Song
bx_10635_half_3096,0,Jules Verne,Jules Verne,,Paperback,bx_10635,half_3096,9780140351149,9780140367119,-1,297,1990,"Oct. 1st, 1995",Penguin USA,Puffin Books,Around the World in Eighty Days,Around the World in Eighty Days
bx_98811_half_3096,1,Jules Verne,Jules Verne,,Paperback,bx_98811,half_3096,9780140367119,9780140367119,-1,297,2004,"Oct. 1st, 1995",Puffin Books,Puffin Books,Around the World in 80 Days,Around the World in Eighty Days
bx_161735_half_1376,0,Jack London,Jack London,,,bx_161735,half_1376,9780816728817,9780689856747,-1,160,1992,"Feb. 1st, 2003",Troll Communications,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild
bx_251784_half_1376,0,Jack London,Jack London,,,bx_251784,half_1376,9781577656821,9780689856747,-1,160,2002,"Feb. 1st, 2003",Abdo  Daughters Publishing,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild
bx_23230_half_1376,1,Jack London,Jack London,,,bx_23230,half_1376,9780689856747,9780689856747,-1,160,2003,"Feb. 1st, 2003",Aladdin Library,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild
bx_78434_half_1522,0,Charles Dickens,Charles Dickens,,,bx_78434,half_1522,9780679417248,9780141439747,-1,608,1992,"Apr. 29th, 2003",Everyman's Library,Penguin Books,Oliver Twist,Oliver Twist
bx_52178_half_1522,0,Charles Dickens,Charles Dickens,,,bx_52178,half_1522,9780140430172,9780141439747,-1,608,1985,"Apr. 29th, 2003",Penguin Books,Penguin Books,Oliver Twist,Oliver Twist
bx_25767_half_1522,1,Charles Dickens,Charles Dickens,,,bx_25767,half_1522,9780141439747,9780141439747,-1,608,2003,"Apr. 29th, 2003",Penguin Books,Penguin Books,Oliver Twist,Oliver Twist
bx_60707_half_1359,0,James Ramsey Ullman,James Ramsey Ullman,,,bx_60707,half_1359,9780590440639,9780064470483,-1,288,0,"Apr. 15th, 1988",Scholastic Inc,HarperTrophy,Banner In the Sky,Banner in the Sky
bx_64037_half_1359,0,James Ramsey Ullman,James Ramsey Ullman,,,bx_64037,half_1359,9780812466096,9780064470483,-1,288,1988,"Apr. 15th, 1988",Perfection Learning Prebound,HarperTrophy,Banner in the Sky,Banner in the Sky
bx_61753_half_1359,1,James Ramsey Ullman,James Ramsey Ullman,,,bx_61753,half_1359,9780064470483,9780064470483,-1,288,1988,"Apr. 15th, 1988",HarperTrophy,HarperTrophy,Banner in the Sky,Banner in the Sky
bx_128090_half_1197,0,Wilson Rawls,Wilson Rawls,,,bx_128090,half_1197,9780440981756,9780553298185,-1,304,1977,"Feb. 1st, 1992",Laurel-Leaf Books,Laurel Leaf Library,Summer of the Monkeys,Summer of the Monkeys
bx_19979_half_1197,1,Wilson Rawls,Wilson Rawls,,,bx_19979,half_1197,9780553298185,9780553298185,-1,304,1992,"Feb. 1st, 1992",Bantam,Laurel Leaf Library,Summer of the Monkeys,Summer of the Monkeys
bx_128090_half_268,0,Wilson Rawls,Wilson Rawls,,,bx_128090,half_268,9780440981756,9780440415800,-1,288,1977,"Dec. 29th, 1998",Laurel-Leaf Books,Yearling Books,Summer of the Monkeys,Summer of the Monkeys
bx_56906_half_268,1,Wilson Rawls,Wilson Rawls,,,bx_56906,half_268,9780440415800,9780440415800,-1,288,1999,"Dec. 29th, 1998",Yearling Books,Yearling Books,Summer of the Monkeys,Summer of the Monkeys
bx_152383_half_2966,0,ALEXANDRE DUMAS,Alexandre Dumas,,,bx_152383,half_2966,9780679603320,9780062060136,-1,384,1999,"Sep. 27th, 2011",Modern Library,HarperCollins,The Three Musketeers,The Three Musketeers
bx_116040_half_162,0,Jack London,Jack London,,,bx_116040,half_162,9780140366693,9780486264721,-1,64,1994,"Jul. 1st, 1990",Puffin Books,Dover Publications,The Call of the Wild,The Call of the Wild
bx_23230_half_162,0,Jack London,Jack London,,,bx_23230,half_162,9780689856747,9780486264721,-1,64,2003,"Jul. 1st, 1990",Aladdin Library,Dover Publications,The Call of the Wild,The Call of the Wild
bx_55240_half_162,1,Jack London,Jack London,,,bx_55240,half_162,9780486264721,9780486264721,-1,64,1990,"Jul. 1st, 1990",Dover Publications,Dover Publications,The Call of the Wild,The Call of the Wild
bx_116040_half_242,0,Jack London,Jack London,,Paperback,bx_116040,half_242,9780140366693,9780141321059,-1,133,1994,"Apr. 1st, 2008",Puffin Books,Puffin Books,The Call of the Wild,The Call of the Wild
bx_108180_half_242,0,Jack London,Jack London,,Paperback,bx_108180,half_242,9780753454930,9780141321059,-1,133,2002,"Apr. 1st, 2008",Kingfisher,Puffin Books,The Call of the Wild,The Call of the Wild
bx_55240_half_242,0,Jack London,Jack London,,Paperback,bx_55240,half_242,9780486264721,9780141321059,-1,133,1990,"Apr. 1st, 2008",Dover Publications,Puffin Books,The Call of the Wild,The Call of the Wild
bx_238154_half_2428,0,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_238154,half_2428,9780807282373,9780440238157,-1,465,2001,"Sep. 9th, 2003",Listening Library,Laurel Leaf Library,The Amber Spyglass,The Amber Spyglass
bx_61745_half_2428,1,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_61745,half_2428,9780440238157,9780440238157,-1,465,2003,"Sep. 9th, 2003",Laurel Leaf,Laurel Leaf Library,The Amber Spyglass,The Amber Spyglass
bx_6231_half_1581,0,Ursula K. Le Guin,Ursula K. Le Guin,,,bx_6231,half_1581,9780689300547,9781442459939,-1,288,1972,"Sep. 11th, 2012",Athenum,Atheneum Books for Young Readers,The Farthest Shore,The Farthest Shore
