ids,label,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title
ban_1079_half_1291,1,James Patterson,James Patterson,,,ban_1079,half_1291,9780316038300,9780316038300,304,243,5/10/11,"May. 10th, 2011","Little, Brown Books for Young Readers",Little Brown and Company,Demons and Druids,Demons and Druids
ban_1835_half_1460,0,L. J. Smith,L. J. Smith,,,ban_1835,half_1460,9781416989561,9780061963872,752,236,9/8/09,"Sep. 1st, 2009",Simon Pulse,Harper Teen,Dark Visions: The Strange Power; The Possessed; The Passion,The Struggle
ban_2161_half_1460,1,L. J. Smith,L. J. Smith,,,ban_2161,half_1460,9780061963872,9780061963872,256,236,8/25/09,"Sep. 1st, 2009",HarperCollins Publishers,Harper Teen,The Struggle,The Struggle
ban_1835_half_2909,0,L. J. Smith,L. J. Smith,,,ban_1835,half_2909,9781416989561,9780062130419,752,320,9/8/09,"Mar. 12th, 2013",Simon Pulse,Harper Teen,Dark Visions: The Strange Power; The Possessed; The Passion,The Secret Circle
ban_1371_half_2909,1,L. J. Smith,L. J. Smith,,,ban_1371,half_2909,9780062130419,9780062130419,292,320,3/12/13,"Mar. 12th, 2013",HarperCollins Publishers,Harper Teen,The Divide,The Secret Circle
ban_2094_half_2569,1,Rachel Caine,Rachel Caine,,,ban_2094,half_2569,9780451222381,9780451222381,256,245,10/2/07,"Oct. 2nd, 2007",Penguin Publishing Group,Signet Book,Midnight Alley,Midnight Alley
ban_2640_half_2569,0,Rachel Caine,Rachel Caine,,,ban_2640,half_2569,9780451228666,9780451222381,256,245,11/3/09,"Oct. 2nd, 2007",Penguin Publishing Group,Signet Book,Fade Out,Midnight Alley
ban_945_half_2622,0,Paul Fleischman,Paul Fleischman,,,ban_945,half_2622,9780763675455,9780763632342,208,83,9/23/14,"Aug. 8th, 2006",Candlewick Press,Candlewick Press (MA),Eyes Wide Open: Going Behind the Environmental Headlines,Zap
ban_2645_half_1520,0,Tamora Pierce,Tamora Pierce,,,ban_2645,half_1520,9780375866333,9780375828799,400,422,4/10/12,"Sep. 28th, 2004",Random House Children's Books,Random House (NY),Tortall and Other Lands: A Collection of Tales,Trickster's Choice
ban_1712_half_1520,1,Tamora Pierce,Tamora Pierce,,,ban_1712,half_1520,9780375828799,9780375828799,448,422,9/28/04,"Sep. 28th, 2004",Random House Children's Books,Random House (NY),Trickster's Choice,Trickster's Choice
ban_1131_half_1520,0,Tamora Pierce,Tamora Pierce,,,ban_1131,half_1520,9780375829086,9780375828799,429,422,8/24/04,"Sep. 28th, 2004",Random House Children's Books,Random House (NY),Lady Knight,Trickster's Choice
ban_2645_half_1752,1,Tamora Pierce,Tamora Pierce,,,ban_2645,half_1752,9780375866333,9780375866333,400,369,4/10/12,"Apr. 10th, 2012",Random House Children's Books,Bluefire,Tortall and Other Lands: A Collection of Tales,Tortall and Other Lands
ban_1977_half_1752,0,Tamora Pierce,Tamora Pierce,,,ban_1977,half_1752,9780590396431,9780375866333,312,369,4/28/02,"Apr. 10th, 2012","Scholastic, Inc.",Bluefire,Street Magic,Tortall and Other Lands
ban_1712_half_1811,0,Tamora Pierce,Tamora Pierce,,,ban_1712,half_1811,9780375828799,9780375814723,448,422,9/28/04,"Oct. 14th, 2008",Random House Children's Books,Laurel Leaf Library,Trickster's Choice,Trickster's Choice
ban_1673_half_2149,0,Carlos Ruiz Zaf�_n,Carlos Ruiz Zafon,,,ban_1673,half_2149,9780316044752,9780316044806,288,232,7/1/14,"Apr. 12th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Watcher in the Shadows,The Prince of Mist
ban_906_half_2149,1,Carlos Ruiz Zaf�_n,Carlos Ruiz Zafon,,,ban_906,half_2149,9780316044806,9780316044806,256,232,4/12/11,"Apr. 12th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Prince of Mist,The Prince of Mist
ban_2161_half_2040,0,L. J. Smith,L. J. Smith,,,ban_2161,half_2040,9780061963872,9781416974529,256,732,8/25/09,"Apr. 7th, 2009",HarperCollins Publishers,Simon Pulse,The Struggle,Night World #03
ban_1147_half_2040,0,L. J. Smith,L. J. Smith,,,ban_1147,half_2040,9781416974512,9781416974529,688,732,11/18/08,"Apr. 7th, 2009",Simon Pulse,Simon Pulse,Night World #4-6: Dark Angel; The Chosen; Soulmate,Night World #03
ban_1530_half_2040,1,L. J. Smith,L. J. Smith,,,ban_1530,half_2040,9781416974529,9781416974529,752,732,4/7/09,"Apr. 7th, 2009",Simon Pulse,Simon Pulse,Night World #7-9: Huntress; Black Dawn; Witchlight,Night World #03
ban_2161_half_1423,0,L. J. Smith,L. J. Smith,,,ban_2161,half_1423,9780061963872,9780062017697,256,432,8/25/09,"Oct. 23rd, 2012",HarperCollins Publishers,Harper Teen,The Struggle,The Vampire Diaries: The Hunters
ban_1951_half_1423,1,L. J. Smith,L. J. Smith,,,ban_1951,half_1423,9780062017697,9780062017697,408,432,10/23/12,"Oct. 23rd, 2012",HarperCollins Publishers,Harper Teen,Phantom,The Vampire Diaries: The Hunters
ban_538_half_2130,0,Cinda Williams Chima,Cinda Williams Chima,,,ban_538,half_2130,9781423192534,9781423125945,480,1408,10/21/14,"Sep. 1st, 2009",Disney Press,Hyperion Books,The Enchanter Heir,The Heir Chronicles 3-Book Box Set
ban_1132_half_1422,0,Anthony Horowitz,Anthony Horowitz,,,ban_1132,half_1422,9780439680097,9780399246333,272,130,10/1/06,"Nov. 1st, 2006","Scholastic, Inc.",Philomel Books,Raven's Gate,Stormbreaker
ban_336_half_1422,0,Anthony Horowitz,Anthony Horowitz,,,ban_336,half_1422,9780142406113,9780399246333,304,130,2/16/06,"Nov. 1st, 2006",Penguin Young Readers Group,Philomel Books,Stormbreaker,Stormbreaker
ban_2331_half_1422,1,Anthony Horowitz,Anthony Horowitz,,,ban_2331,half_1422,9780399246333,9780399246333,144,130,10/19/06,"Nov. 1st, 2006",Penguin Young Readers Group,Philomel Books,Stormbreaker: The Graphic Novel,Stormbreaker
ban_1132_half_1296,1,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_1132,half_1296,9780439680097,9780439680097,272,254,10/1/06,"Apr. 1st, 2009","Scholastic, Inc.",Scholastic Paperbacks,Raven's Gate,Raven's Gate
ban_2805_half_151,0,Jacqueline Woodson,Jacqueline Woodson,,,ban_2805,half_151,9780142417041,9780142415528,144,99,11/11/10,"Jan. 7th, 2010",Penguin Young Readers Group,Puffin Books,I Hadn't Meant to Tell You This,Locomotion
ban_791_half_205,0,Susan Beth Pfeffer,Susan Beth Pfeffer,,,ban_791,half_205,9780547550282,9780152061548,252,360,4/18/11,"May. 1st, 2008",Houghton Mifflin Harcourt,Graphia Books,This World We Live In,Life as We Knew It
ban_221_half_205,1,Susan Beth Pfeffer,Susan Beth Pfeffer,,,ban_221,half_205,9780152061548,9780152061548,347,360,5/1/08,"May. 1st, 2008",Houghton Mifflin Harcourt,Graphia Books,Life As We Knew It,Life as We Knew It
ban_791_half_1401,1,Susan Beth Pfeffer,Susan Beth Pfeffer,,,ban_791,half_1401,9780547550282,9780547550282,252,239,4/18/11,"Apr. 18th, 2011",Houghton Mifflin Harcourt,Graphia Books,This World We Live In,This World We Live in
ban_970_half_132,0,Suzanne Collins,Suzanne Collins,,,ban_970,half_132,9780545791908,9780545425117,448,374,9/30/14,"Feb. 7th, 2012","Scholastic, Inc.",Scholastic Inc.,Mockingjay: Foil Edition,The Hunger Games
ban_69_half_132,0,Suzanne Collins,Suzanne Collins,,,ban_69,half_132,9780439023528,9780545425117,384,374,7/1/10,"Feb. 7th, 2012","Scholastic, Inc.",Scholastic Inc.,The Hunger Games,The Hunger Games
ban_2396_half_1901,0,School Specialty Publishing,School Specialty Publishing,,,ban_2396,half_1901,9780768240061,9780769653655,128,144,6/1/09,"May. 1st, 2008",Frank Schaffer Publications,School Specialty Publishing,"Singapore Math Practice, Level 6B",Spectrum Science
ban_1033_half_383,0,Eoin Colfer,Eoin Colfer,,,ban_1033,half_383,9781423124535,9781423124542,336,277,7/14/09,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Eternity Code,The Arctic Incident
ban_762_half_383,1,Eoin Colfer,Eoin Colfer,,,ban_762,half_383,9781423124542,9781423124542,304,277,6/23/09,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Arctic Incident,The Arctic Incident
ban_1033_half_568,1,Eoin Colfer,Eoin Colfer,,,ban_1033,half_568,9781423124535,9781423124535,336,309,7/14/09,"Jul. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Eternity Code,The Eternity Code
ban_762_half_568,0,Eoin Colfer,Eoin Colfer,,,ban_762,half_568,9781423124542,9781423124535,304,309,6/23/09,"Jul. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Arctic Incident,The Eternity Code
ban_35_half_411,0,J. K. Rowling,J. K. Rowling,,Paperback,ban_35,half_411,9780439139601,9783551354013,752,334,9/28/02,"Jul. 1st, 2005","Scholastic, Inc.",Carlsen Verlag GmbH,Harry Potter and the Goblet of Fire,Harry Potter Und der Stein der Weisen
ban_1248_half_411,1,J. K. Rowling,J. K. Rowling,,Paperback,ban_1248,half_411,9783551354013,9783551354013,334,334,7/28/05,"Jul. 1st, 2005",Carlsen Verlag GmbH,Carlsen Verlag GmbH,Harry Potter und der Stein der Weisen,Harry Potter Und der Stein der Weisen
ban_16_half_411,0,J. K. Rowling,J. K. Rowling,,Paperback,ban_16,half_411,9780439358071,9783551354013,896,334,8/10/04,"Jul. 1st, 2005","Scholastic, Inc.",Carlsen Verlag GmbH,Harry Potter and the Order of the Phoenix,Harry Potter Und der Stein der Weisen
ban_35_half_135,1,J. K. Rowling,J. K. Rowling,,Paperback,ban_35,half_135,9780439139601,9780439139601,752,752,9/28/02,"Sep. 1st, 2002","Scholastic, Inc.",Scholastic Paperbacks,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire
ban_1938_half_2586,0,Robert Liparulo,Robert Liparulo,,Paperback,ban_1938,half_2586,9781595548924,9781595547286,314,292,11/30/10,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Whirlwind,Watcher in the Woods
ban_2576_half_2586,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_2576,half_2586,9781595547286,9781595547286,296,292,9/29/09,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Watcher in the Woods,Watcher in the Woods
ban_1938_half_2638,0,Robert Liparulo,Robert Liparulo,,Paperback,ban_1938,half_2638,9781595548924,9781595547293,314,309,11/30/10,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Whirlwind,Gatekeepers
ban_2576_half_2638,0,Robert Liparulo,Robert Liparulo,,Paperback,ban_2576,half_2638,9781595547286,9781595547293,296,309,9/29/09,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Watcher in the Woods,Gatekeepers
ban_2370_half_2638,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_2370,half_2638,9781595547293,9781595547293,310,309,9/29/09,"Sep. 29th, 2009","Nelson, Thomas, Inc.",Thomas Nelson s,Gatekeepers,Gatekeepers
ban_1938_half_2898,1,Robert Liparulo,Robert Liparulo,,Paperback,ban_1938,half_2898,9781595548924,9781595548924,314,314,11/30/10,"Nov. 30th, 2010","Nelson, Thomas, Inc.",Thomas Nelson s,Whirlwind,Whirlwind
ban_1739_half_1089,1,Sara Shepard,Sara Shepard,,Paperback,ban_1739,half_1089,9780061869730,9780061869730,336,336,7/31/12,"Jul. 31st, 2012",HarperCollins Publishers,Harper Teen,Never Have I Ever,The Lying Game #2
ban_746_half_1089,0,Sara Shepard,Sara Shepard,,Paperback,ban_746,half_1089,9780061869716,9780061869730,336,336,12/6/11,"Jul. 31st, 2012",HarperCollins Publishers,Harper Teen,The Lying Game,The Lying Game #2
ban_809_half_1089,0,Sara Shepard,Sara Shepard,,Paperback,ban_809,half_1089,9780062125927,9780061869730,450,336,1/2/13,"Jul. 31st, 2012",HarperCollins Publishers,Harper Teen,Pretty Little Secrets,The Lying Game #2
ban_1245_half_2557,0,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_1245,half_2557,9780439680080,9780439680066,320,400,5/1/07,"Apr. 1st, 2011","Scholastic, Inc.",Scholastic Paperbacks,Evil Star,The Gatekeepers #4
ban_1708_half_2557,1,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_1708,half_2557,9780439680066,9780439680066,400,400,4/1/11,"Apr. 1st, 2011","Scholastic, Inc.",Scholastic Paperbacks,Necropolis,The Gatekeepers #4
ban_1245_half_2117,1,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_1245,half_2117,9780439680080,9780439680080,320,318,5/1/07,"Apr. 1st, 2009","Scholastic, Inc.",Scholastic,Evil Star,Evil Star
ban_1420_half_1233,0,Julie Anne Peters,Julie Anne Peters,,,ban_1420,half_1233,9780316011273,9780316009850,256,250,2/28/06,"May. 4th, 2005","Little, Brown Books for Young Readers",Megan Tingley Books,Luna,Keeping You a Secret
ban_722_half_1233,1,Julie Anne Peters,Julie Anne Peters,,,ban_722,half_1233,9780316009850,9780316009850,272,250,5/4/05,"May. 4th, 2005","Little, Brown Books for Young Readers",Megan Tingley Books,Keeping You a Secret,Keeping You a Secret
ban_1420_half_1770,1,Julie Anne Peters,Julie Anne Peters,,,ban_1420,half_1770,9780316011273,9780316011273,256,256,2/28/06,"Apr. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Luna,Luna
ban_58_half_1832,0,Gary Paulsen,Gary Paulsen,,,ban_58,half_1832,9781416936473,9780152058395,192,108,1/23/07,"Nov. 1st, 2006",Simon & Schuster Books For Young Readers,Harcourt Paperbacks,Hatchet,The Rifle
ban_58_half_1479,0,Gary Paulsen,Gary Paulsen,,,ban_58,half_1479,9781416936473,9780689826993,192,189,1/23/07,,Simon & Schuster Books For Young Readers,Simon Pulse,Hatchet,Hatchet
ban_58_half_13,1,Gary Paulsen,Gary Paulsen,,,ban_58,half_13,9781416936473,9781416936473,192,186,1/23/07,"Jan. 1st, 2007",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Hatchet,Hatchet
ban_263_half_3093,0,Joseph Delaney,Joseph Delaney,,Paperback,ban_263,half_3093,9780062082084,9780061344619,403,511,4/9/13,"Jul. 28th, 2009",HarperCollins Publishers,Greenwillow Books,"Grimalkin, the Witch Assassin",Wrath of the Bloodeye
ban_302_half_3093,0,Joseph Delaney,Joseph Delaney,,Paperback,ban_302,half_3093,9780061715150,9780061344619,464,511,9/2/14,"Jul. 28th, 2009",HarperCollins Publishers,Greenwillow Books,I Am Alice,Wrath of the Bloodeye
ban_205_half_3093,1,Joseph Delaney,Joseph Delaney,,Paperback,ban_205,half_3093,9780061344619,9780061344619,544,511,7/28/09,"Jul. 28th, 2009",HarperCollins Publishers,Greenwillow Books,Wrath of the Bloodeye,Wrath of the Bloodeye
ban_681_half_651,0,Aim��e Carter,Aimee Carter,,,ban_681,half_651,9780373210954,9780373210756,1312,395,9/24/13,"Jul. 31st, 2012",Harlequin,Harlequin Teen,"The Goddess Test Boxed Set: The Goddess Test, Goddess Interrupted, The Goddess Inheritance,The Goddess Legacy",The Goddess Legacy
ban_1191_half_651,1,Aim��e Carter,Aimee Carter,,,ban_1191,half_651,9780373210756,9780373210756,400,395,7/31/12,"Jul. 31st, 2012",Harlequin,Harlequin Teen,The Goddess Legacy: The Goddess Queen\The Lovestruck Goddess\Goddess of the Underworld\God of Thieves\God of Darkness,The Goddess Legacy
ban_681_half_871,0,Aim��e Carter,Aimee Carter,,,ban_681,half_871,9780373210954,9780373210459,1312,304,9/24/13,"Mar. 27th, 2012",Harlequin,Harlequin Teen,"The Goddess Test Boxed Set: The Goddess Test, Goddess Interrupted, The Goddess Inheritance,The Goddess Legacy",Goddess Interrupted
ban_1165_half_871,1,Aim��e Carter,Aimee Carter,,,ban_1165,half_871,9780373210459,9780373210459,304,304,3/27/12,"Mar. 27th, 2012",Harlequin,Harlequin Teen,Goddess Interrupted,Goddess Interrupted
ban_1206_half_1031,0,Darren Shan,Darren Shan,,Paperback,ban_1206,half_1031,9780316003780,9780316602747,224,197,10/1/08,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Blood Beast,The Vampire Prince
ban_1705_half_1031,0,Darren Shan,Darren Shan,,Paperback,ban_1705,half_1031,9780316013888,9780316602747,240,197,11/1/07,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Slawter,The Vampire Prince
ban_1925_half_1031,0,Darren Shan,Darren Shan,,Paperback,ban_1925,half_1031,9780316114370,9780316602747,256,197,9/1/05,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Allies of the Night,The Vampire Prince
ban_1314_half_1031,0,Darren Shan,Darren Shan,,Paperback,ban_1314,half_1031,9780316603959,9780316602747,224,197,4/1/04,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Trials of Death,The Vampire Prince
ban_1522_half_1031,1,Darren Shan,Darren Shan,,Paperback,ban_1522,half_1031,9780316602747,9780316602747,208,197,8/4/04,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Vampire Prince,The Vampire Prince
ban_1716_half_503,0,L. J. Smith,L. J. Smith,,,ban_1716,half_503,9780062003935,9780061990779,237,304,11/2/10,"May. 31st, 2010",HarperCollins Publishers,HarperCollins,Origins,Vampire Diaries Fury Rack PB
ban_4830_half_503,0,R. Smith,L. J. Smith,,,ban_4830,half_503,9781425924119,9780061990779,84,304,05/28/2006,"May. 31st, 2010",Authorhouse,HarperCollins,So You Want to Be a Pilot: An Autobiography,Vampire Diaries Fury Rack PB
ban_1716_half_2153,1,L. J. Smith,L. J. Smith,,,ban_1716,half_2153,9780062003935,9780062003935,237,237,11/2/10,"Nov. 2nd, 2010",HarperCollins Publishers,Harper Teen,Origins,Stefan's Diaries
ban_457_half_89,0,Eoin Colfer,Eoin Colfer,,,ban_457,half_89,9781423129721,9781423124528,384,277,5/8/12,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Atlantis Complex,Artemis Fowl
ban_378_half_89,1,Eoin Colfer,Eoin Colfer,,,ban_378,half_89,9781423124528,9781423124528,304,277,6/23/09,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl,Artemis Fowl
ban_457_half_2565,0,Eoin Colfer,Eoin Colfer,,,ban_457,half_2565,9781423129721,9780786849604,384,304,5/8/12,"Mar. 27th, 2007",Disney-Hyperion,Disney Press,Artemis Fowl; The Atlantis Complex,Half Moon Investigations
ban_457_half_453,1,Eoin Colfer,Eoin Colfer,,,ban_457,half_453,9781423129721,9781423129721,384,357,5/8/12,"May. 8th, 2012",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Atlantis Complex,The Atlantis Complex
ban_116_half_91,0,Lewis Carroll,Lewis Carroll,,,ban_116,half_91,9781593080150,9780486275437,320,96,1/1/04,"May. 20th, 1993",Barnes & Noble,Dover Publications,Alice's Adventures in Wonderland and Through the Looking Glass,Alice's Adventures in Wonderland
ban_979_half_91,0,Lewis Carroll,Lewis Carroll,,,ban_979,half_91,9780141321073,9780486275437,176,96,6/19/08,"May. 20th, 1993",Penguin Young Readers Group,Dover Publications,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland
ban_916_half_91,0,Lewis Carroll,Lewis Carroll,,,ban_916,half_91,9780393932348,9780486275437,400,96,4/19/13,"May. 20th, 1993","Norton, W. W. & Company, Inc.",Dover Publications,Alice in Wonderland,Alice's Adventures in Wonderland
ban_2729_half_1980,0,Susan Cooper,Susan Cooper,,Paperback,ban_2729,half_1980,9781416949671,9780689840357,192,208,5/8/07,"Nov. 1st, 2000",Margaret K. McElderry Books,Margaret K. McElderry Books,The Grey King,"Over Sea, Under Stone"
ban_2729_half_2007,1,Susan Cooper,Susan Cooper,,,ban_2729,half_2007,9781416949671,9781416949671,192,165,5/8/07,"May. 8th, 2007",Margaret K. McElderry Books,Simon Pulse,The Grey King,The Grey King
ban_428_half_259,0,Michael Scott,Michael Scott,,Paperback,ban_428,half_259,9780385737289,9780385735308,464,502,4/28/09,"Apr. 27th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,The Magician,The Sorceress
ban_356_half_259,1,Michael Scott,Michael Scott,,Paperback,ban_356,half_259,9780385735308,9780385735308,512,502,4/27/10,"Apr. 27th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,The Sorceress,The Sorceress
ban_11249_half_259,0,Michael Miller,Michael Scott,,Paperback,ban_11249,half_259,9780789750266,9780385735308,239,502,,"Apr. 27th, 2010",Que,Delacorte Press Books for Young Readers,Easy Facebook,The Sorceress
ban_428_half_248,1,Michael Scott,Michael Scott,,Paperback,ban_428,half_248,9780385737289,9780385737289,464,464,4/28/09,"Apr. 28th, 2009",Random House Children's Books,Delacorte Press,The Magician,The Magician
ban_5948_half_248,0,Matthew Scott,Michael Scott,,Paperback,ban_5948,half_248,9781406859171,9780385737289,48,464,05/07/2015,"Apr. 28th, 2009",Echo Library,Delacorte Press,"Autobiography of Jumbo's Keeper, and Jumbo's Biography",The Magician
ban_290_half_155,0,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_155,9781442419780,9780689865398,416,370,5/3/11,"Nov. 30th, 2005",Simon Pulse,Simon Pulse,Extras,Pretties
ban_640_half_155,0,Scott Westerfeld,Scott Westerfeld,,,ban_640,half_155,9781442419803,9780689865398,368,370,5/3/11,"Nov. 30th, 2005",Simon Pulse,Simon Pulse,Pretties,Pretties
ban_290_half_339,0,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_339,9781442419780,9781442419797,416,350,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Extras,Specials
ban_510_half_339,1,Scott Westerfeld,Scott Westerfeld,,,ban_510,half_339,9781442419797,9781442419797,384,350,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Specials,Specials
ban_290_half_235,0,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_235,9781442419780,9781442419803,416,348,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Extras,Pretties
ban_640_half_235,1,Scott Westerfeld,Scott Westerfeld,,,ban_640,half_235,9781442419803,9781442419803,368,348,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Pretties,Pretties
ban_134_half_235,0,Scott Westerfeld,Scott Westerfeld,,,ban_134,half_235,9781442419810,9781442419803,432,348,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Uglies,Pretties
ban_632_half_235,0,Scott Westerfeld,Scott Westerfeld,,,ban_632,half_235,9781416971740,9781442419803,464,348,8/10/10,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Leviathan,Pretties
ban_290_half_283,0,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_283,9781442419780,9781416971214,416,417,5/3/11,"Apr. 30th, 2009",Simon Pulse,Simon Pulse,Extras,Extras
ban_290_half_462,1,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_462,9781442419780,9781442419780,416,399,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Extras,Extras
ban_510_half_462,0,Scott Westerfeld,Scott Westerfeld,,,ban_510,half_462,9781442419797,9781442419780,384,399,5/3/11,"May. 3rd, 2011",Simon Pulse,Simon Pulse,Specials,Extras
ban_2358_half_1299,0,James Patterson,James Patterson,,,ban_2358,half_1299,9780316207744,9780316119696,384,239,11/10/15,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Lost,Watch the Skies
ban_329_half_1299,0,James Patterson,James Patterson,,,ban_329,half_1299,9780316038348,9780316119696,314,239,10/31/10,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Witch and Wizard,Watch the Skies
ban_284_half_1299,0,James Patterson,James Patterson,,,ban_284,half_1299,9780316038324,9780316119696,352,239,2/7/12,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Angel,Watch the Skies
ban_778_half_1299,1,James Patterson,James Patterson,,,ban_778,half_1299,9780316119696,9780316119696,239,239,6/15/10,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Watch the Skies,Watch the Skies
ban_329_half_504,1,James Patterson,James Patterson,,,ban_329,half_504,9780316038348,9780316038348,314,314,10/31/10,"Oct. 31st, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Witch and Wizard,Witch & Wizard
ban_1301_half_737,0,Jenny Han,Jenny Han,,,ban_1301,half_737,9781442440791,9781416995593,544,291,9/16/14,"Apr. 24th, 2012",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Fire with Fire,We'll Always Have Summer
ban_411_half_737,1,Jenny Han,Jenny Han,,,ban_411,half_737,9781416995593,9781416995593,320,291,4/24/12,"Apr. 24th, 2012",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,We'll Always Have Summer,We'll Always Have Summer
ban_350_half_326,0,Julie Kagawa,Julie Kagawa,,,ban_350,half_326,9780373210572,9780373210749,400,304,10/23/12,"Aug. 28th, 2012",Harlequin,Harlequin Teen,The Lost Prince,The Iron Legends
ban_19_half_326,0,Julie Kagawa,Julie Kagawa,,,ban_19,half_326,9780373211357,9780373210749,352,304,10/27/15,"Aug. 28th, 2012",Harlequin,Harlequin Teen,The Iron Warrior,The Iron Legends
ban_1029_half_326,1,Julie Kagawa,Julie Kagawa,,,ban_1029,half_326,9780373210749,9780373210749,304,304,8/28/12,"Aug. 28th, 2012",Harlequin,Harlequin Teen,The Iron Legends: Winter's Passage\Summer's Crossing\Iron's Prophecy,The Iron Legends
ban_350_half_179,1,Julie Kagawa,Julie Kagawa,,,ban_350,half_179,9780373210572,9780373210572,400,400,10/23/12,"Oct. 23rd, 2012",Harlequin,Harlequin Teen,The Lost Prince,The Lost Prince
ban_2069_half_1711,0,L. J. Smith,L. J. Smith,,,ban_2069,half_1711,9780062017741,9780061720802,416,608,10/22/13,"Mar. 16th, 2010",HarperCollins Publishers,Harper Teen,The Vampire Diaries: The Hunters: Destiny Rising,The Vampire Diaries: The Return
ban_1695_half_1711,1,L. J. Smith,L. J. Smith,,,ban_1695,half_1711,9780061720802,9780061720802,586,608,3/16/10,"Mar. 16th, 2010",HarperCollins Publishers,Harper Teen,Nightfall,The Vampire Diaries: The Return
ban_2069_half_533,0,L. J. Smith,Jeff Smith,,Paperback,ban_2069,half_533,9780062017741,9780439706322,416,224,10/22/13,"Feb. 1st, 2009",HarperCollins Publishers,Graphix,The Vampire Diaries: The Hunters: Destiny Rising,Bone #9
ban_1130_half_441,0,Wendy Mass,Wendy Mass,,,ban_1130,half_441,9780316058506,9780316058490,256,289,11/1/08,"Feb. 1st, 2008","Little, Brown Books for Young Readers","Little, Brown Young Readers",Heaven Looks a Lot Like the Mall,Jeremy Fink and the Meaning of Life
ban_1130_half_2641,1,Wendy Mass,Wendy Mass,,,ban_1130,half_2641,9780316058506,9780316058506,256,251,11/1/08,"Nov. 1st, 2008","Little, Brown Books for Young Readers","Little, Brown Young Readers",Heaven Looks a Lot Like the Mall,Heaven Looks a Lot Like the Mall
ban_346_half_2641,0,Wendy Higgins,Wendy Mass,,,ban_346,half_2641,9780062265975,9780316058506,400,251,4/29/14,"Nov. 1st, 2008",HarperCollins Publishers,"Little, Brown Young Readers",Sweet Reckoning,Heaven Looks a Lot Like the Mall
