ids,label,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title
ban_175_wor_21121,0,C. S. Lewis,C. S. Lewis,,Paperback,ban_175,wor_21121,9780064471107,9780007461264,240,176,3/5/02,(12 Apr 2012),HarperCollins Publishers,HarperCollins Publishers ,The Magician's Nephew,The Problem of Pain
ban_175_wor_13270,1,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Paperback,ban_175,wor_13270,9780064471107,9780064471107,240,240,3/5/02,(25 Jun 1994),HarperCollins Publishers,Zondervan ,The Magician's Nephew,The Magician's Nephew
ban_383_wor_34373,0,Nic Sheff,Nic Sheff,,Paperback,ban_383,wor_34373,9781416972198,9781471177941,352,464,1/6/09,(1 Dec 2018),Atheneum Books for Young Readers,Simon & Schuster Ltd ,Tweak: Growing Up on Methamphetamines,Tweak: Growing up on Crystal Meth
ban_383_wor_34390,0,Nic Sheff,Nic Sheff,,,ban_383,wor_34390,9781416972198,9781433209376,352,-1,1/6/09,(1 Feb 2008),Atheneum Books for Young Readers,Blackstone Audiobooks ,Tweak: Growing Up on Methamphetamines,Tweak: Growing Up on Methamphetamines
ban_383_wor_34391,0,Nic Sheff,Nic Sheff,,,ban_383,wor_34391,9781416972198,9781433209369,352,10,1/6/09,(23 Feb 2008),Atheneum Books for Young Readers,Blackstone Audiobooks ,Tweak: Growing Up on Methamphetamines,Tweak: Growing Up on Methamphetamines
ban_383_wor_34376,0,Nic Sheff,Nic Sheff,,Hardback,ban_383,wor_34376,9781416972198,9781416913627,352,325,1/6/09,(1 Feb 2008),Atheneum Books for Young Readers,Atheneum Books for Young Readers ,Tweak: Growing Up on Methamphetamines,Tweak: Growing Up on Methamphetamines
ban_383_wor_34374,1,Nic Sheff,Nic Sheff,,Paperback,ban_383,wor_34374,9781416972198,9781416972198,352,352,1/6/09,(1 Sep 2018),Atheneum Books for Young Readers,Simon & Schuster ,Tweak: Growing Up on Methamphetamines,Tweak: Growing Up on Methamphetamines
ban_2930_wor_6560,0,Laurie Notaro,Laurie Notaro,,Paperback,ban_2930,wor_6560,9781588362445,9780375760921,272,257,07/08/2003,(15 Jul 2003),Random House Publishing Group,Random House USA Inc ,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Autobiography Of A Fat Bride
ban_178_wor_29061,0,Pittacus Lore,Pittacus Lore,,Paperback,ban_178,wor_29061,9780061974571,9780141047850,448,400,7/24/12,(12 Apr 2012),HarperCollins Publishers,Penguin Books Ltd ,The Power of Six,The Power of Six: Lorien Legacies Book 2
ban_2592_wor_31960,0,Kimberly Willis Holt,Kimberly Willis Holt,,Paperback,ban_2592,wor_31960,9780312660956,9780312616762,224,152,2/15/11,(29 Mar 2011),Square Fish,Square Fish ,My Louisiana Sky,"Piper Reed, Clubhouse Queen"
ban_2592_wor_31965,1,Kimberly Willis Holt,Kimberly Willis Holt,,Paperback,ban_2592,wor_31965,9780312660956,9780312660956,224,200,2/15/11,(1 Dec 2014),Square Fish,St Martin's Press ,My Louisiana Sky,My Louisiana Sky
ban_733_wor_28643,0,Merriam-Webster,"Merriam-Webster, Inc.",,Paperback,ban_733,wor_28643,9780877798552,9780877795674,672,-1,5/1/10,(1 Jun 2011),"Merriam-Webster, Inc.",Merriam-Webster ,Merriam-Webster's Vocabulary Builder,Merriam-Webster's Easy Learning French Idioms
ban_1362_wor_30240,0,Paul Zindel,Paul Zindel,,Paperback,ban_1362,wor_30240,9780060759704,9780060757359,176,224,3/29/05,(5 Aug 2006),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman's Legacy,The Pigman
ban_348_wor_30240,0,Paul Zindel,Paul Zindel,,Paperback,ban_348,wor_30240,9780062272447,9780060757359,224,224,1/7/14,(5 Aug 2006),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman,The Pigman
ban_1362_wor_30242,0,Paul Zindel,Paul Zindel,,Hardback,ban_1362,wor_30242,9780060759704,9780756949624,176,168,3/29/05,(29 Mar 2005),HarperCollins Publishers,Perfection Learning ,The Pigman's Legacy,The Pigman's Legacy
ban_1362_wor_30244,1,Paul Zindel,Paul Zindel,,Paperback,ban_1362,wor_30244,9780060759704,9780060759704,176,176,3/29/05,(29 Mar 2005),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman's Legacy,The Pigman's Legacy
ban_1599_wor_21848,0,Suzanne Brockmann,"Suzanne Brockmann, Melanie Brockmann",,Paperback,ban_1599,wor_21848,9781492623144,9781492608707,448,512,10/6/15,(8 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Wild Sky,Night Sky
ban_1504_wor_21848,1,Suzanne Brockmann,"Suzanne Brockmann, Melanie Brockmann",,Paperback,ban_1504,wor_21848,9781492608707,9781492608707,512,512,9/1/15,(8 Sep 2015),Sourcebooks,"Sourcebooks, Inc ",Night Sky,Night Sky
ban_1599_wor_21849,1,Suzanne Brockmann,"Suzanne Brockmann, Melanie Brockmann",,Paperback,ban_1599,wor_21849,9781492623144,9781492623144,448,480,10/6/15,(6 Oct 2015),Sourcebooks,"Sourcebooks, Inc ",Wild Sky,Wild Sky: A Night Sky Novel
ban_1674_wor_28235,0,Veronica Roth,Veronica Roth,,Paperback,ban_1674,wor_28235,9780062372857,9780007442928,592,576,2/17/15,(1 May 2012),HarperCollins Publishers,HarperCollins Publishers ,Insurgent Movie Tie-in Edition,Insurgent
ban_55_wor_28235,0,Veronica Roth,Veronica Roth,,Paperback,ban_55,wor_28235,9780062388452,9780007442928,592,576,1/20/15,(1 May 2012),HarperCollins Children's Books,HarperCollins Publishers ,Insurgent,Insurgent
ban_1554_wor_31078,0,Ann Aguirre,Ann Aguirre,,Paperback,ban_1554,wor_31078,9781250034182,9781250050779,352,422,10/29/13,(5 Aug 2014),Square Fish,Square Fish ,Outpost,Horde
ban_953_wor_31078,1,Ann Aguirre,Ann Aguirre,,Paperback,ban_953,wor_31078,9781250050779,9781250050779,464,422,8/5/14,(5 Aug 2014),Square Fish,Square Fish ,Horde,Horde
ban_1554_wor_31077,1,Ann Aguirre,Ann Aguirre,,Paperback,ban_1554,wor_31077,9781250034182,9781250034182,352,320,10/29/13,(29 Oct 2013),Square Fish,Square Fish ,Outpost,Outpost
ban_3153_wor_25830,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3153,wor_25830,9781849019330,9781849017237,300,304,06/23/2011,(20 Dec 2006),"Little, Brown Book Group","Little, Brown Book Group ",SAS: The Autobiography,Voices from the Holocaust
ban_3153_wor_25845,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3153,wor_25845,9781849019330,9781849010030,300,624,06/23/2011,(30 Jul 2009),"Little, Brown Book Group","Little, Brown Book Group ",SAS: The Autobiography,World War II: The Autobiography
ban_3402_wor_25845,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3402,wor_25845,9781849012638,9781849010030,300,624,07/30/2009,(30 Jul 2009),"Little, Brown Book Group","Little, Brown Book Group ",World War II: The Autobiography,World War II: The Autobiography
ban_3053_wor_25845,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3053,wor_25845,9781472107824,9781849010030,544,624,02/07/2013,(30 Jul 2009),"Little, Brown Book Group","Little, Brown Book Group ",Spitfire: The Autobiography,World War II: The Autobiography
ban_3153_wor_25835,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3153,wor_25835,9781849019330,9781849017206,300,352,06/23/2011,(20 Nov 2006),"Little, Brown Book Group","Little, Brown Book Group ",SAS: The Autobiography,SAS: The Autobiography
ban_357_wor_35539,0,Frank Beddor,Frank Beddor,,Paperback,ban_357,wor_35539,9780142409411,9780142412091,400,371,8/21/07,(1 Nov 2008),Penguin Young Readers Group,Penguin Putnam Inc ,The Looking Glass Wars,"Seeing Redd: The Looking Glass Wars, Book Two"
ban_590_wor_35539,1,Frank Beddor,Frank Beddor,,Paperback,ban_590,wor_35539,9780142412091,9780142412091,400,371,10/16/08,(1 Nov 2008),Penguin Young Readers Group,Penguin Putnam Inc ,Seeing Redd,"Seeing Redd: The Looking Glass Wars, Book Two"
ban_357_wor_35550,0,Frank Beddor,Frank Beddor,,Paperback,ban_357,wor_35550,9780142409411,9780981873701,400,176,8/21/07,(7 Oct 2008),Penguin Young Readers Group,Automatic Pictures ,The Looking Glass Wars,Hatter M: Looking Glass Wars v. 1
ban_357_wor_35542,1,Frank Beddor,Frank Beddor,,Paperback,ban_357,wor_35542,9780142409411,9780142409411,400,358,8/21/07,(21 Aug 2007),Penguin Young Readers Group,Speak ,The Looking Glass Wars,The Looking Glass Wars
ban_646_wor_44710,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_646,wor_44710,9781423124948,9781423114079,432,128,8/11/09,(1 Aug 2009),Disney-Hyperion,Hyperion ,Artemis Fowl; The Lost Colony,Artemis Fowl the Arctic Incident Graphic Novel
ban_646_wor_29043,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_646,wor_29043,9781423124948,9780141339146,432,416,8/11/09,(7 Apr 2011),Disney-Hyperion,Penguin Books Ltd ,Artemis Fowl; The Lost Colony,Artemis Fowl and the Lost Colony
ban_911_wor_33655,0,Mary E. Pearson,Mary E Pearson,,Paperback,ban_911,wor_33655,9780312594411,9781250010322,288,294,9/1/09,(19 Feb 2013),Square Fish,Square Fish ,The Adoration of Jenna Fox,The Fox Inheritance
ban_2532_wor_33655,1,Mary E. Pearson,Mary E Pearson,,Paperback,ban_2532,wor_33655,9781250010322,9781250010322,320,294,2/19/13,(19 Feb 2013),Square Fish,Square Fish ,The Fox Inheritance,The Fox Inheritance
ban_911_wor_33650,0,Mary E. Pearson,Mary E Pearson,,Hardback,ban_911,wor_33650,9780312594411,9780805076684,288,266,9/1/09,(29 Apr 2008),Square Fish,Henry Holt & Company ,The Adoration of Jenna Fox,The Adoration of Jenna Fox
ban_911_wor_33656,1,Mary E. Pearson,Mary E. Pearson,,Paperback,ban_911,wor_33656,9780312594411,9780312594411,288,266,9/1/09,(1 Sep 2009),Square Fish,Griffin Publishing ,The Adoration of Jenna Fox,The Adoration of Jenna Fox
ban_1699_wor_42132,0,Megan McCafferty,Megan McCafferty,,Paperback,ban_1699,wor_42132,9780316244985,9780316333276,240,224,8/12/14,(17 Oct 2020),"Little, Brown Books for Young Readers",Poppy Books ,"Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness & Perfection","Jessica Darling's It List 3: The Guaranteed Guide to Stressing, Obsessing Second-Guessing"
ban_1699_wor_42114,1,Megan McCafferty,Megan McCafferty,,Paperback,ban_1699,wor_42114,9780316244985,9780316244985,240,223,8/12/14,(12 Aug 2014),"Little, Brown Books for Young Readers",Poppy Books ,"Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness & Perfection","Jessica Darling's It List: The Guaranteed Guide to Popularity, Prettiness Perfection"
ban_1364_wor_38694,0,Aprilynne Pike,Aprilynne Pike,,Paperback,ban_1364,wor_38694,9780061668050,9780007314379,294,356,4/6/10,(29 Apr 2010),HarperCollins Publishers,HarperCollins Publishers ,Wings,Spells
ban_1933_wor_38694,0,Aprilynne Pike,Aprilynne Pike,,Paperback,ban_1933,wor_38694,9780061668081,9780007314379,384,356,5/3/11,(29 Apr 2010),HarperCollins Publishers,HarperCollins Publishers ,Spells,Spells
ban_1364_wor_38709,0,Aprilynne Pike,Aprilynne Pike,,Paperback,ban_1364,wor_38709,9780061668050,9780007314362,294,356,4/6/10,(30 Apr 2009),HarperCollins Publishers,HarperCollins Publishers ,Wings,Wings
ban_1364_wor_38698,1,Aprilynne Pike,Aprilynne Pike,,Paperback,ban_1364,wor_38698,9780061668050,9780061668050,294,294,4/6/10,(3 May 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Wings,Wings
ban_1178_wor_33126,0,Susan Hill,Susan Hill,,Paperback,ban_1178,wor_33126,9780307745316,9780099288473,176,208,1/3/12,(6 Aug 1998),Knopf Doubleday Publishing Group,Vintage Publishing ,The Woman in Black: A Ghost Story,The Woman In Black
ban_390_wor_32038,0,Lauren Kate,Lauren Kate,,Paperback,ban_390,wor_32038,9780385739139,9780552561730,464,480,9/28/10,(1 Jul 2010),Random House Children's Books,Random House Children's Publishers UK ,Fallen,Fallen: Book 1 of the Fallen Series
ban_731_wor_39891,0,National Geographic,National Geographic,,Hardback,ban_731,wor_39891,9781426317750,9781426220647,144,416,7/8/14,(5 Nov 2019),National Geographic Society,National Geographic Society ,National Geographic Student World Atlas Fourth Edition,National Geographic History at a Glance: Illustrated Time Lines From Prehistory to the Present Day
ban_731_wor_39883,0,National Geographic,National Geographic,,Paperback,ban_731,wor_39883,9781426317750,9781426218835,144,320,7/8/14,(15 Feb 2018),National Geographic Society,National Geographic Society ,National Geographic Student World Atlas Fourth Edition,National Geographic Traveler: New Zealand 3rd Ed
ban_2951_wor_24570,0,"Andrew Carnegie, Gordon Hutner",Andrew Carnegie,,Paperback,ban_2951,wor_24570,9781101098370,9781420932966,352,192,11/07/2006,(1 Jan 2009),Penguin Publishing Group,Digireads.com ,The Autobiography of Andrew Carnegie and The Gospel of Wealth,The Autobiography of Andrew Carnegie and The Gospel of Wealth
ban_3563_wor_23669,0,James Weldon Johnson,James Weldon Johnson,,Paperback,ban_3563,wor_23669,9781452826615,9781440054891,102,218,04/22/2010,(31 Jul 2018),CreateSpace Independent Publishing Platform,Forgotten Books ,James Weldon Johnson: The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man
ban_5890_wor_23669,0,James Weldon Johnson,James Weldon Johnson,,Paperback,ban_5890,wor_23669,9781458703415,9781440054891,-1,218,05/06/2009,(31 Jul 2018),ReadHowYouWant,Forgotten Books ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man
ban_637_wor_34256,0,Veronica Rossi,Veronica Rossi,,Paperback,ban_637,wor_34256,9780062072108,9781907411076,400,400,12/23/14,(6 Feb 2014),HarperCollins Publishers,"Little, Brown Book Group ",Into the Still Blue,Into The Still Blue: Number 3 in series
ban_637_wor_34263,0,Veronica Rossi,Veronica Rossi,,Hardback,ban_637,wor_34263,9780062072108,9780062072092,400,392,12/23/14,(28 Jan 2014),HarperCollins Publishers,HarperCollins Publishers ,Into the Still Blue,Into the Still Blue
ban_637_wor_34268,1,Veronica Rossi,Veronica Rossi,,Paperback,ban_637,wor_34268,9780062072108,9780062072108,400,400,12/23/14,(23 Dec 2014),HarperCollins Publishers,HarperCollins ,Into the Still Blue,Into the Still Blue
ban_931_wor_29849,0,Sara Shepard,Sara Shepard,,Paperback,ban_931,wor_29849,9780062081025,9780007432998,336,400,6/5/12,(29 Sep 2011),HarperCollins Publishers,HarperCollins Publishers ,Twisted,Never Have I Ever: A Lying Game Novel
ban_319_wor_46671,0,Marie Rutkoski,Marie Rutkoski,,Paperback,ban_319,wor_46671,9781250056979,9781250018045,384,257,3/3/15,(8 Jan 2013),Square Fish,Square Fish ,The Winner's Curse,The Cabinet of Wonders
ban_319_wor_46666,0,Marie Rutkoski,Marie Rutkoski,,Hardback,ban_319,wor_46666,9781250056979,9780374384678,384,355,3/3/15,(4 Mar 2014),Square Fish,"Farrar, Straus and Giroux (Byr) ",The Winner's Curse,The Winner's Curse
ban_319_wor_46664,1,Marie Rutkoski,Marie Rutkoski,,Paperback,ban_319,wor_46664,9781250056979,9781250056979,384,384,3/3/15,(3 Mar 2015),Square Fish,Square Fish ,The Winner's Curse,The Winner's Curse
ban_558_wor_2692,0,Michael Crichton,Michael Chabon,,Paperback,ban_558,wor_2692,9780061703157,9780007150939,384,432,10/28/08,(3 Mar 2008),HarperCollins Publishers,HarperCollins Publishers ,The Andromeda Strain,The Yiddish Policemen's Union
ban_6331_wor_8625,0,Margaret George l Summary & Study Guide,Margret George,,Paperback,ban_6331,wor_8625,2940013041363,9780312194390,-1,939,08/23/2011,(15 Sep 1998),BookRags.com,Griffin ,The Autobiography of Henry VIII,Autobiography of Henry VIII
ban_2065_wor_35424,0,Marlene Perez,Marlene Perez,,Paperback,ban_2065,wor_35424,9780544336346,9780152062163,176,192,9/28/14,(1 May 2009),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is Just a Dream,Dead Is So Last Year
ban_2343_wor_35424,1,Marlene Perez,Marlene Perez,,Paperback,ban_2343,wor_35424,9780152062163,9780152062163,208,192,5/4/09,(1 May 2009),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is So Last Year,Dead Is So Last Year
ban_59_wor_21116,0,C. S. Lewis,C. S. Lewis,,Paperback,ban_59,wor_21116,9780064471046,9780007461240,224,224,3/28/02,(12 Apr 2012),HarperCollins Publishers,HarperCollins Publishers ,"The Lion, the Witch and the Wardrobe",The Screwtape Letters: Letters from a Senior to a Junior Devil
ban_59_wor_9276,0,C. S. Lewis,C. S. Lewis,,Hardback,ban_59,wor_9276,9780064471046,9780027582000,224,183,3/28/02,(1 Nov 1983),HarperCollins Publishers,Prentice Hall (a Pearson Education company) ,"The Lion, the Witch and the Wardrobe","The Lion, the Witch and the Wardrobe"
ban_59_wor_11772,0,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Paperback,ban_59,wor_11772,9780064471046,9780064404990,224,208,3/28/02,(25 Jun 1994),HarperCollins Publishers,Zondervan ,"The Lion, the Witch and the Wardrobe","The Lion, the Witch and the Wardrobe"
ban_697_wor_29037,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_697,wor_29037,9781423124559,9780141339139,368,384,7/14/09,(7 Apr 2011),Disney-Hyperion,Penguin Books Ltd ,Artemis Fowl: The Opal Deception,Artemis Fowl and the Opal Deception
ban_697_wor_44712,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_697,wor_44712,9781423124559,9781423145776,368,112,7/14/09,(9 Jul 2013),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl: The Opal Deception,Artemis Fowl: The Eternity Code: The Graphic Novel
ban_697_wor_44709,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_697,wor_44709,9781423124559,9781423145493,368,112,7/14/09,(15 Jul 2014),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl: The Opal Deception,Artemis Fowl: The Opal Deception: The Graphic Novel
ban_653_wor_44709,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_653,wor_44709,9781423108375,9781423145493,448,112,8/11/09,(15 Jul 2014),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl: The Time Paradox,Artemis Fowl: The Opal Deception: The Graphic Novel
ban_2643_wor_2189,0,Arthur Conan Doyle,Sir Arthur Conan Doyle,,Paperback,ban_2643,wor_2189,9780140439076,9780008110468,160,176,10/28/01,(15 Jan 2015),Penguin Publishing Group,HarperCollins Publishers ,The Sign of Four,The Sign of the Four
ban_2643_wor_2195,1,Arthur Conan Doyle,"Sir Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",,Paperback,ban_2643,wor_2195,9780140439076,9780140439076,160,160,10/28/01,(5 Jul 2001),Penguin Publishing Group,Penguin Books Ltd ,The Sign of Four,The Sign of Four
ban_1033_wor_44716,0,Eoin Colfer,Eoin Colfer,,Hardback,ban_1033,wor_44716,9781423124535,9781423145271,336,-1,7/14/09,(9 Jul 2013),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl; The Eternity Code,Artemis Fowl: The Eternity Code: The Graphic Novel
ban_1033_wor_29046,0,Eoin Colfer,Eoin Colfer,,Paperback,ban_1033,wor_29046,9781423124535,9780141339115,336,368,7/14/09,(7 Apr 2011),Disney-Hyperion,Penguin Books Ltd ,Artemis Fowl; The Eternity Code,Artemis Fowl and the Eternity Code
ban_2975_wor_24854,0,Nikola Tesla,Nikola Tesl,,Paperback,ban_2975,wor_24854,9781633842304,9781614270843,80,104,07/23/2014,(15 Jun 2011),"Wilder Publications, Inc.",Martino Fine Books ,My Inventions: The Autobiography of Nikola Tesla,My Inventions: The Autobiography of Nikola Tesla
ban_2975_wor_24852,0,Nikola Tesla,Nikola Tesl,,Paperback,ban_2975,wor_24852,9781633842304,9781684222063,80,72,07/23/2014,(10 Apr 2018),"Wilder Publications, Inc.",Martino Fine Books ,My Inventions: The Autobiography of Nikola Tesla,My Inventions: The Autobiography of Nikola Tesla
ban_2849_wor_45066,0,Andrew Fukuda,Andrew Fukud,,,ban_2849,wor_45066,9781250005298,9781427222084,304,-1,12/24/12,(8 May 2012),St. Martin's Press,MacMillan Audio ,The Hunt,The Hunt
ban_2849_wor_45048,1,Andrew Fukuda,Andrew Fukud,,Paperback,ban_2849,wor_45048,9781250005298,9781250005298,304,293,12/24/12,(24 Dec 2012),St. Martin's Press,St. Martin's Griffin ,The Hunt,The Hunt
ban_4047_wor_24253,0,Paramahansa Yogananda,Paramhansa Yoganand,,Hardback,ban_4047,wor_24253,9780876126394,9781515426639,562,372,02/19/2015,(3 Apr 2018),Self-Realization Fellowship,SMK Books ,Autobiography of a Yogi,Autobiography of a Yogi
ban_6427_wor_24253,0,"Paramhansa Yogananda, Ben Kingsley",Paramhansa Yoganand,,Hardback,ban_6427,wor_24253,9780876120859,9781515426639,15,372,09/28/1996,(3 Apr 2018),Self-Realization Fellowship,SMK Books ,Autobiography of a Yogi,Autobiography of a Yogi
ban_2867_wor_24253,0,Paramahansa Yogananda,Paramhansa Yoganand,,Hardback,ban_2867,wor_24253,9780876120798,9781515426639,592,372,12/28/1978,(3 Apr 2018),Self-Realization Fellowship,SMK Books ,Autobiography of a Yogi,Autobiography of a Yogi
ban_4047_wor_24247,0,Paramahansa Yogananda,Paramhansa Yoganand,,Paperback,ban_4047,wor_24247,9780876126394,9781940177021,562,438,02/19/2015,(16 Apr 2012),Self-Realization Fellowship,Clearlight ,Autobiography of a Yogi,Autobiography of a Yogi
ban_6427_wor_24247,0,"Paramhansa Yogananda, Ben Kingsley",Paramhansa Yoganand,,Paperback,ban_6427,wor_24247,9780876120859,9781940177021,15,438,09/28/1996,(16 Apr 2012),Self-Realization Fellowship,Clearlight ,Autobiography of a Yogi,Autobiography of a Yogi
ban_4047_wor_24255,0,Paramahansa Yogananda,Paramhansa Yoganand,,Paperback,ban_4047,wor_24255,9780876126394,9781793198921,562,664,02/19/2015,(5 Jan 2019),Self-Realization Fellowship,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi
ban_2867_wor_24255,0,Paramahansa Yogananda,Paramhansa Yoganand,,Paperback,ban_2867,wor_24255,9780876120798,9781793198921,592,664,12/28/1978,(5 Jan 2019),Self-Realization Fellowship,Independently Published ,Autobiography of a Yogi,Autobiography of a Yogi
ban_4047_wor_23314,0,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_4047,wor_23314,9780876126394,9780876120798,562,604,02/19/2015,(15 Oct 2004),Self-Realization Fellowship,"Self-Realization Fellowship,U.S. ",Autobiography of a Yogi,Autobiography of a Yogi
ban_2867_wor_23314,1,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_2867,wor_23314,9780876120798,9780876120798,592,604,12/28/1978,(15 Oct 2004),Self-Realization Fellowship,"Self-Realization Fellowship,U.S. ",Autobiography of a Yogi,Autobiography of a Yogi
ban_4667_wor_23314,0,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_4667,wor_23314,9780876126639,9780876120798,538,604,07/29/2015,(15 Oct 2004),Self-Realization Fellowship,"Self-Realization Fellowship,U.S. ",Autobiography of a Yogi,Autobiography of a Yogi
ban_4047_wor_23312,0,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_4047,wor_23312,9780876126394,9780876123492,562,604,02/19/2015,(25 Jul 2014),Self-Realization Fellowship,Self-Realization Fellowship ,Autobiography of a Yogi,Autobiography of a Yogi
ban_6427_wor_23312,0,"Paramhansa Yogananda, Ben Kingsley",Paramahansa Yoganand,,Paperback,ban_6427,wor_23312,9780876120859,9780876123492,15,604,09/28/1996,(25 Jul 2014),Self-Realization Fellowship,Self-Realization Fellowship ,Autobiography of a Yogi,Autobiography of a Yogi
ban_5160_wor_23312,0,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_5160,wor_23312,9780876122457,9780876123492,642,604,07/22/2013,(25 Jul 2014),Self-Realization Fellowship,Self-Realization Fellowship ,Autobiography of a Yogi - Bulgarian,Autobiography of a Yogi
ban_2867_wor_23312,0,Paramahansa Yogananda,Paramahansa Yoganand,,Paperback,ban_2867,wor_23312,9780876120798,9780876123492,592,604,12/28/1978,(25 Jul 2014),Self-Realization Fellowship,Self-Realization Fellowship ,Autobiography of a Yogi,Autobiography of a Yogi
ban_1117_wor_33798,0,Alyson No��l,Alyson Noel,,Paperback,ban_1117,wor_33798,9780312532765,9780330512862,304,384,7/7/09,(1 Dec 2009),St. Martin's Press,Pan Macmillan ,Blue Moon,Blue Moon
ban_2204_wor_35133,0,Andy Andrews,Andy Andrews,,Paperback,ban_2204,wor_35133,9781400304271,9780785273226,160,240,5/13/04,(1 Jan 2000),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,The Young Traveler's Gift: Seven Decisions That Determine Personal Success,The Traveler's Gift: Seven Decisions that Determine Personal Success
ban_436_wor_32833,0,Lisa M. Schab,Lisa M. Schab,,Paperback,ban_436,wor_32833,9781608825820,9781572246577,200,200,6/1/13,(1 Nov 2008),New Harbinger Publications,New Harbinger Publications ,The Self-Esteem Workbook for Teens: Activities to Help You Build Confidence and Achieve Your Goals,Divorce Workbook For Teens: Activities to Help You Move Beyond the Breakup
ban_436_wor_32831,0,Lisa M. Schab,Lisa M. Schab,,Paperback,ban_436,wor_32831,9781608825820,9781572246614,200,192,6/1/13,(1 Jan 2008),New Harbinger Publications,New Harbinger Publications ,The Self-Esteem Workbook for Teens: Activities to Help You Build Confidence and Achieve Your Goals,The Anxiety Workbook For Teens: Activities to Help You Deal With Anxiety Worry
ban_472_wor_32831,0,Lisa M. Schab,Lisa M. Schab,,Paperback,ban_472,wor_32831,9781572246034,9781572246614,192,192,4/1/08,(1 Jan 2008),New Harbinger Publications,New Harbinger Publications ,The Anxiety Workbook for Teens: Activities to Help You Deal with Anxiety and Worry,The Anxiety Workbook For Teens: Activities to Help You Deal With Anxiety Worry
ban_436_wor_32824,1,Lisa M. Schab,Lisa M. Schab,,Paperback,ban_436,wor_32824,9781608825820,9781608825820,200,176,6/1/13,(1 Jun 2013),New Harbinger Publications,New Harbinger Publications ,The Self-Esteem Workbook for Teens: Activities to Help You Build Confidence and Achieve Your Goals,Self-Esteem Workbook for Teens: Activities to Help You Build Confidence and Achieve Your Goals
ban_166_wor_28291,0,Sean Covey,Sean Covey,,Hardback,ban_166,wor_28291,9781929494170,9780762414741,64,108,12/28/99,(17 Mar 2003),Franklin Covey Company,Running Press ,The 7 Habits of Highly Effective Teens Workbook,The 7 Habits of Highly Effective Teens
ban_3402_wor_25836,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3402,wor_25836,9781849012638,9781849013925,300,336,07/30/2009,(20 Oct 2006),"Little, Brown Book Group","Little, Brown Book Group ",World War II: The Autobiography,Spitfire: The Autobiography
ban_3053_wor_25836,0,Jon E. Lewis,Jon E. Lewis,,Paperback,ban_3053,wor_25836,9781472107824,9781849013925,544,336,02/07/2013,(20 Oct 2006),"Little, Brown Book Group","Little, Brown Book Group ",Spitfire: The Autobiography,Spitfire: The Autobiography
ban_101_wor_18879,0,Mark Twain,Mark Twain,,Paperback,ban_101,wor_18879,9781593081393,9780099573685,256,368,3/1/08,(3 Sep 2012),Barnes & Noble,Vintage Publishing ,Adventures of Tom Sawyer,The Adventures of Tom Sawyer
